序号,信号时间,方向,信号收盘价,6K极值,回调基准,ATR,挂单价格,成交,成交时间,成交价格,止损价,止盈价,加仓阈值,出场时间,出场价,出场类型,持仓K数,R值,前3K
191,2025/12/15 20:00,做空,86996.6,87504.3,87504.3,1068.352022327022,86435.94797767299,是,2025/12/16 00:00,86435.94797767299,87504.3,77003.784,85901.77196650946,2025/12/16 20:00,87504.3,止损,5,-2.559972710464768,否
192,2025/12/18 00:00,做空,85982.7,86158.4,87015.8,1307.8322108518803,85707.96778914813,是,2025/12/18 04:00,85707.96778914813,87015.8,76573.90400000001,85054.05168372218,2025/12/18 16:00,87015.8,止损,3,-0.9999999999999974,是
193,2025/12/19 00:00,做空,84447.0,85261.3,85261.3,1312.9893322453818,83948.31066775462,是,2026/01/30 00:00,83948.31066775462,85261.3,75029.944,83291.81600163193,2026/01/30 00:00,85261.3,止损,0,-1.0000000000000036,是
194,2026/01/30 08:00,做空,82640.9,83338.3,87650.1,1197.6531150791973,86452.4468849208,是,2026/01/30 12:00,82640.9,87650.1,77132.088,85853.62032738121,2026/01/31 04:00,84199.9,止损,4,-2.4955473019433914,否
195,2026/01/31 20:00,做空,81268.6,81832.0,81832.0,1285.8798505792204,80546.12014942078,是,2026/02/01 00:00,80546.12014942078,81832.0,72012.16,79903.18022413117,2026/02/01 00:00,81832.0,止损,0,-4.207220330999292,是
196,2026/02/02 20:00,做多,78800.6,78732.0,78732.0,1704.9114320893764,80436.91143208937,是,2026/05/04 12:00,80436.91143208937,78732.0,96053.04,81289.36714813407,2026/05/04 16:00,78732.0,止损,1,-0.9999999999999971,是
197,2026/05/05 08:00,做多,80836.9,80771.7,80590.2,876.5186014152847,81466.71860141528,是,2026/05/05 20:00,81466.71860141528,80590.2,98320.044,81904.97790212292,2026/05/07 16:00,80653.53157090307,止损,11,-3.0176832018604713,否
198,2026/05/07 20:00,做空,79861.6,80521.8,80521.8,902.1186450030997,79619.68135499691,是,2026/05/08 00:00,79619.68135499691,80521.8,70859.18400000001,79168.62203249535,2026/05/08 16:00,80284.83422356658,止损,4,-0.7373230475326037,否
199,2026/05/10 00:00,做多,80896.9,80641.8,80641.8,771.6896464872972,81413.4896464873,是,2026/05/10 20:00,81413.4896464873,80641.8,98382.996,81799.33446973095,2026/05/11 04:00,80641.8,止损,2,-2.99030790032153,是
200,2026/05/12 20:00,做空,80301.6,80394.0,80394.0,761.8729041037155,79632.12709589629,是,2026/05/13 20:00,79632.12709589629,80394.0,70746.72,79251.19064384443,2026/05/13 20:00,80460.0,止损,0,-3.2724262677864133,是
201,2026/05/14 20:00,做多,81245.5,80558.0,80558.0,811.4042477755946,81369.4042477756,是,2026/05/15 00:00,81369.4042477756,80558.0,98280.76,81775.1063716634,2026/05/15 12:00,80558.0,止损,3,-1.000000000000008,是
202,2026/05/15 20:00,做空,79118.0,79196.4,79196.4,842.5293206241431,78353.87067937585,是,2026/05/16 12:00,78353.87067937585,79196.4,69692.832,77932.60601906378,2026/05/17 12:00,78229.75685597582,止损,6,0.14731098415433355,否
203,2026/05/18 04:00,做空,77430.4,77675.4,77675.4,720.8086245128397,76954.59137548716,是,2026/05/18 08:00,76954.59137548716,77675.4,68354.352,76594.18706323074,2026/05/18 20:00,77675.4,止损,3,-2.778419342396695,是
204,2026/05/21 08:00,做多,78039.1,77825.8,77825.8,739.5864232336613,78565.38642323366,是,2026/08/21 16:00,78565.38642323366,77825.8,94947.476,78935.1796348505,2026/08/21 16:00,76310.3,止损,0,-3.0491181995659753,是
