序号,信号时间,方向,6K极值,回调基准,是否有回调基准,回调基准偏移%,ATR,ATR%,突破K收盘价,突破K最低价,突破K最高价,是否成交,是否确认,入场价,初始止损,止盈目标,出场时间,出场价,持仓K数,R值,出场原因,是否加仓,加仓价,前3K止损,MFE%,MAE%,可能错过涨幅%,可能错过R值,年份
898,2023-10-23 08:00,做多,30229.7,30229.7,是,0.0,354.59,1.173,30724.0,29869.4,30818.0,成交,确认,30229.7,30123.32,36880.23,2023-10-24 20:00,33497.68,9,16.643,KAMA跟踪止损,是,30864.1,否,19.03,0.34,,,2023
899,2023-10-28 00:00,做空,33750.0,33750.0,是,0.0,630.5,1.868,33705.5,33350.0,34042.2,成交,弱突破,33750.0,33939.15,29700.0,2023-10-28 00:00,33705.5,0,0.071,弱突破平仓,否,,是,0.0,0.0,,,2023
900,2023-10-29 20:00,做多,34349.4,34248.0,是,0.295,477.42,1.39,34462.5,34272.3,34579.7,未成交,弱突破,34248.0,34104.77,41782.56,2023-10-29 20:00,34462.5,0,0.449,弱突破平仓,否,,是,0.0,0.0,0,0.449,2023
901,2023-11-01 04:00,做多,34632.0,34620.7,是,0.033,438.76,1.267,34651.4,34439.5,34744.7,成交,弱突破,34620.7,34489.07,42237.25,2023-11-01 04:00,34651.4,0,0.07,弱突破平仓,否,,是,0.0,0.0,,,2023
902,2023-11-02 04:00,做多,35249.0,34744.7,是,1.431,439.81,1.248,35437.4,34538.6,35734.0,成交,确认,34744.7,34612.76,42388.53,2023-11-02 20:00,34744.7,4,-1.895,KAMA跟踪止损,是,35578.0,否,3.61,-0.61,,,2023
903,2023-11-03 16:00,做空,34300.0,34300.0,是,0.0,508.75,1.483,34265.5,34123.0,34618.0,成交,弱突破,34300.0,34452.62,30184.0,2023-11-03 16:00,34265.5,0,0.068,弱突破平仓,否,,是,0.0,0.0,,,2023
904,2023-11-05 08:00,做多,35270.0,35111.0,是,0.451,449.38,1.274,35292.1,34933.3,35350.0,成交,弱突破,35111.0,34976.19,42835.42,2023-11-05 08:00,35292.1,0,0.403,弱突破平仓,否,,是,0.0,0.0,,,2023
905,2023-11-07 16:00,做空,34808.0,,否,,404.79,1.163,34633.3,34552.2,34988.0,成交,弱突破,34808.0,34929.44,30631.04,2023-11-07 16:00,34633.3,0,0.432,弱突破平仓,否,,是,0.0,0.0,,,2023
906,2023-11-08 00:00,做多,35172.9,35172.9,是,0.0,402.48,1.144,35473.4,34560.0,35609.4,成交,确认,35172.9,35052.16,42910.94,2023-11-08 20:00,35172.9,5,0.0,KAMA跟踪止损,否,,否,2.13,-0.28,,,2023
907,2023-11-09 08:00,做多,36150.0,,否,,441.75,1.222,36455.5,35538.8,36888.0,成交,确认,36150.0,36017.48,44103.0,2023-11-10 00:00,36271.83,4,-0.958,KAMA跟踪止损,是,36816.9,否,6.5,-2.34,,,2023
908,2023-11-14 04:00,做空,36546.5,,否,,445.43,1.219,36486.2,36350.0,36910.8,成交,弱突破,36546.5,36680.13,32160.92,2023-11-14 04:00,36486.2,0,0.135,弱突破平仓,否,,是,0.0,0.0,,,2023
909,2023-11-14 20:00,做空,36220.4,36220.4,是,0.0,442.15,1.221,36168.7,35665.2,36720.0,成交,弱突破,36220.4,36353.04,31873.95,2023-11-14 20:00,36168.7,0,0.117,弱突破平仓,否,,是,0.0,0.0,,,2023
910,2023-11-15 00:00,做空,35665.2,36220.4,是,1.557,472.78,1.326,35305.9,34446.3,36449.0,成交,确认,36220.4,36362.23,31873.95,2023-11-15 16:00,35946.6,4,-0.559,KAMA跟踪止损,是,35408.4,否,2.73,-0.21,,,2023
911,2023-11-16 00:00,做多,36449.0,36449.0,是,0.0,523.19,1.435,37527.4,36256.0,37845.0,成交,确认,36449.0,36292.04,44467.78,2023-11-16 20:00,36449.0,5,-2.746,KAMA跟踪止损,是,37885.6,否,4.26,-0.54,,,2023
912,2023-11-17 00:00,做空,36251.0,36256.0,是,0.014,588.2,1.623,35936.5,35486.1,36658.2,成交,确认,36256.0,36432.46,31905.28,2023-11-17 08:00,36432.46,2,-0.3,前3K止损,否,,是,1.61,-1.19,,,2023
913,2023-11-20 00:00,做多,36900.0,36900.0,是,0.0,468.18,1.269,36961.9,36515.5,37000.0,成交,弱突破,36900.0,36759.55,45018.0,2023-11-20 00:00,36961.9,0,0.132,弱突破平仓,否,,是,0.0,0.0,,,2023
914,2023-11-20 04:00,做多,37000.0,36720.0,是,0.757,469.0,1.268,37375.9,36816.5,37528.2,未成交,确认,36720.0,36579.3,44798.4,2023-11-20 20:00,36747.91,4,-1.491,KAMA跟踪止损,是,37475.1,否,2.19,-0.33,2.19,-1.491,2023
915,2023-11-21 00:00,做多,37528.2,37528.2,是,0.0,481.0,1.282,37584.5,36780.0,37784.7,成交,弱突破,37528.2,37383.9,45784.4,2023-11-21 00:00,37584.5,0,0.117,弱突破平仓,否,,是,0.0,0.0,,,2023
916,2023-11-22 04:00,做空,36212.2,,否,,519.93,1.436,35737.0,35720.0,37190.0,成交,确认,36212.2,36368.18,31866.74,2023-11-22 08:00,36368.18,1,-0.3,前3K止损,否,,是,1.66,-0.48,,,2023
917,2023-11-24 16:00,做多,37650.0,37650.0,是,0.0,499.05,1.326,37749.7,37427.3,38200.0,成交,弱突破,37650.0,37500.28,45933.0,2023-11-24 16:00,37749.7,0,0.2,弱突破平仓,否,,是,0.0,0.0,,,2023
918,2023-11-24 20:00,做多,38200.0,37544.9,是,1.715,512.73,1.342,38217.3,37600.0,38425.0,未成交,确认,37544.9,37391.08,45804.78,2023-11-26 20:00,37544.9,12,0.0,KAMA跟踪止损,否,,否,2.15,-0.79,2.15,0.0,2023
919,2023-11-27 20:00,做空,36829.8,37126.0,是,0.804,407.07,1.105,36743.2,36725.1,37094.9,未成交,确认,37126.0,37248.12,32670.88,2023-11-28 04:00,37248.12,2,-0.3,前3K止损,否,,是,1.15,-0.41,1.15,-0.3,2023
920,2023-11-28 20:00,做多,37338.0,37338.0,是,0.0,394.85,1.058,37502.2,37140.0,37568.6,成交,弱突破,37338.0,37219.54,45552.36,2023-11-28 20:00,37502.2,0,0.416,弱突破平仓,否,,是,0.0,0.0,,,2023
921,2023-11-29 00:00,做多,37568.6,37338.0,是,0.614,396.54,1.056,38105.0,37502.1,38395.0,未成交,确认,37338.0,37219.04,45552.36,2023-11-30 04:00,37578.47,7,-0.301,KAMA跟踪止损,是,37938.1,否,3.11,0.57,3.11,-0.301,2023
922,2023-12-01 12:00,做多,38132.0,38132.0,是,0.0,415.21,1.089,38234.9,38005.9,38344.8,成交,弱突破,38132.0,38007.44,46521.04,2023-12-01 12:00,38234.9,0,0.248,弱突破平仓,否,,是,0.0,0.0,,,2023
923,2023-12-01 16:00,做多,38344.8,37964.6,是,0.992,411.39,1.073,38578.0,38205.2,38844.0,未成交,确认,37964.6,37841.18,46316.81,2023-12-05 12:00,41427.12,23,14.924,KAMA跟踪止损,是,38750.1,否,11.79,0.65,11.79,14.924,2023
924,2023-12-06 00:00,做多,42542.0,42440.0,是,0.24,536.89,1.262,43834.0,42124.6,44191.6,成交,确认,42440.0,42278.93,51776.8,2023-12-07 16:00,43530.12,10,1.003,KAMA跟踪止损,是,44081.7,否,4.92,0.88,,,2023
925,2023-12-09 04:00,做多,44081.6,,否,,587.86,1.334,44209.5,43967.7,44779.3,成交,弱突破,44081.6,43905.24,53779.55,2023-12-09 04:00,44209.5,0,0.218,弱突破平仓,否,,是,0.0,0.0,,,2023
926,2023-12-10 04:00,做空,43749.1,43967.7,是,0.5,537.43,1.228,43734.3,43555.0,44140.0,成交,弱突破,43967.7,44128.93,38691.58,2023-12-10 04:00,43734.3,0,0.434,弱突破平仓,否,,是,0.0,0.0,,,2023
927,2023-12-11 08:00,做空,43552.5,43624.0,是,0.164,482.71,1.108,42312.8,40272.1,43833.4,成交,确认,43624.0,43768.81,38389.12,2023-12-12 12:00,42077.24,7,3.309,KAMA跟踪止损,是,42128.0,否,7.78,2.6,,,2023
928,2023-12-14 00:00,做多,41979.0,41577.0,是,0.958,701.41,1.671,42746.8,41735.6,42921.9,未成交,确认,41577.0,41366.58,50723.94,2023-12-14 20:00,42203.9,5,-0.063,KAMA跟踪止损,是,42875.0,否,4.67,-1.05,4.67,-0.063,2023
929,2023-12-18 04:00,做空,41496.0,,否,,599.18,1.444,41396.5,41248.3,42226.8,成交,弱突破,41496.0,41675.75,36516.48,2023-12-18 04:00,41396.5,0,0.166,弱突破平仓,否,,是,0.0,0.0,,,2023
930,2023-12-18 08:00,做空,41248.3,,否,,618.15,1.499,41107.0,40810.6,41487.5,成交,弱突破,41248.3,41433.74,36298.5,2023-12-18 08:00,41107.0,0,0.229,弱突破平仓,否,,是,0.0,0.0,,,2023
931,2023-12-19 04:00,做多,42226.8,42226.8,是,0.0,622.44,1.474,42671.7,41590.0,42795.3,成交,确认,42226.8,42040.07,51516.7,2023-12-20 00:00,42226.8,5,0.0,KAMA跟踪止损,否,,否,3.13,-0.93,,,2023
932,2023-12-20 20:00,做多,43068.5,43068.5,是,0.0,611.7,1.42,44079.0,42780.1,44384.6,成交,确认,43068.5,42884.99,52543.57,2023-12-23 12:00,43376.86,16,-0.587,KAMA跟踪止损,是,44044.3,否,3.29,0.44,,,2023
933,2023-12-25 04:00,做空,43421.0,43421.0,是,0.0,486.21,1.12,43008.4,42550.0,43652.2,成交,确认,43421.0,43566.86,38210.48,2023-12-25 20:00,43345.73,4,0.155,KAMA跟踪止损,否,,否,1.53,-0.99,,,2023
934,2023-12-26 12:00,做空,43083.2,43083.2,是,0.0,475.89,1.105,42798.7,42552.3,43509.9,成交,确认,43083.2,43225.97,37913.22,2023-12-27 16:00,42953.0,7,-1.415,KAMA跟踪止损,是,42149.2,否,3.45,-0.45,,,2023
935,2023-12-28 04:00,做多,43277.1,42630.4,是,1.494,524.66,1.212,43453.8,43146.2,43700.0,未成交,确认,42630.4,42473.0,52009.09,2023-12-28 20:00,43023.86,4,-0.052,KAMA跟踪止损,是,43444.8,否,2.86,-0.45,2.86,-0.052,2023
936,2024-01-02 00:00,做多,42887.5,42832.0,是,0.129,496.19,1.157,43556.2,42693.1,43593.2,成交,确认,42832.0,42683.14,52255.04,2024-01-03 00:00,44828.71,6,5.23,KAMA跟踪止损,是,44230.2,否,7.28,1.39,,,2024
937,2024-01-03 16:00,做空,44598.0,44598.0,是,0.0,604.79,1.356,43728.9,43500.0,45582.3,成交,确认,44598.0,44779.44,39246.24,2024-01-04 20:00,43547.62,7,0.854,KAMA跟踪止损,是,43014.0,否,9.56,0.57,,,2024
938,2024-01-08 08:00,做空,43557.5,43824.2,是,0.612,678.76,1.558,43501.9,43158.1,43975.0,成交,弱突破,43824.2,44027.83,38565.3,2024-01-08 08:00,43501.9,0,0.475,弱突破平仓,否,,是,0.0,0.0,,,2024
939,2024-01-08 16:00,做多,44486.9,44486.9,是,0.0,702.04,1.578,44637.2,43629.7,44748.5,成交,弱突破,44486.9,44276.29,54274.02,2024-01-08 16:00,44637.2,0,0.214,弱突破平仓,否,,是,0.0,0.0,,,2024
940,2024-01-08 20:00,做多,44748.5,44486.9,是,0.585,722.88,1.615,44969.6,44350.0,45440.0,成交,确认,44486.9,44270.04,54274.02,2024-01-09 20:00,45839.52,6,0.257,KAMA跟踪止损,是,47006.7,否,6.35,0.67,,,2024
941,2024-01-12 20:00,做空,45527.5,45600.0,是,0.159,1067.31,2.344,44495.1,44360.8,46120.0,成交,确认,45600.0,45920.19,40128.0,2024-01-14 12:00,43061.01,10,2.788,KAMA跟踪止损,是,43497.5,否,9.28,1.93,,,2024
942,2024-01-15 04:00,做空,42553.0,42553.0,是,0.0,883.46,2.076,41734.9,41713.5,42755.0,成交,确认,42553.0,42818.04,37446.64,2024-01-15 12:00,42818.04,2,-0.3,前3K止损,否,,是,1.96,-0.65,,,2024
943,2024-01-19 00:00,做空,42200.0,42200.0,是,0.0,640.17,1.517,41014.2,40805.2,42619.0,成交,确认,42200.0,42392.05,37136.0,2024-01-20 04:00,42035.34,7,-1.282,KAMA跟踪止损,是,41049.8,否,4.5,0.01,,,2024
944,2024-01-22 08:00,做空,41500.0,41544.0,是,0.106,493.07,1.188,41199.6,41050.5,41692.3,成交,确认,41544.0,41691.92,36558.72,2024-01-24 04:00,39604.71,11,6.306,KAMA跟踪止损,是,40774.7,否,7.22,0.5,,,2024
945,2024-01-26 16:00,做多,40300.0,40300.0,是,0.0,573.15,1.422,41272.0,39944.7,41350.0,成交,确认,40300.0,40128.06,49166.0,2024-01-29 00:00,41934.5,14,3.785,KAMA跟踪止损,是,41399.8,否,6.29,1.46,,,2024
946,2024-01-29 20:00,做多,42525.0,42525.0,是,0.0,509.76,1.199,42623.2,41768.3,42636.0,成交,弱突破,42525.0,42372.07,51880.5,2024-01-29 20:00,42623.2,0,0.193,弱突破平仓,否,,是,0.0,0.0,,,2024
947,2024-01-30 00:00,做多,42636.0,42493.0,是,0.335,527.66,1.238,42986.7,42495.7,43298.0,未成交,确认,42493.0,42334.7,51841.46,2024-01-31 04:00,42821.15,7,-0.262,KAMA跟踪止损,是,43287.7,否,3.28,0.41,3.28,-0.262,2024
948,2024-01-31 16:00,做空,42634.3,,否,,533.29,1.251,42630.2,42341.0,43077.0,成交,弱突破,42634.3,42794.29,37518.18,2024-01-31 16:00,42630.2,0,0.008,弱突破平仓,否,,是,0.0,0.0,,,2024
949,2024-02-01 08:00,做空,42257.6,42341.0,是,0.197,598.15,1.415,41998.0,41866.8,42674.9,成交,确认,42341.0,42520.45,37260.08,2024-02-01 20:00,42520.45,3,-0.3,前3K止损,否,,是,1.1,-1.41,,,2024
950,2024-02-04 12:00,做空,42858.3,42858.3,是,0.0,468.16,1.092,42822.9,42702.4,43018.7,成交,弱突破,42858.3,42998.75,37715.3,2024-02-04 12:00,42822.9,0,0.076,弱突破平仓,否,,是,0.0,0.0,,,2024
951,2024-02-05 00:00,做空,42702.4,42702.4,是,0.0,448.44,1.05,42623.9,42550.0,42960.0,成交,弱突破,42702.4,42836.93,37578.11,2024-02-05 00:00,42623.9,0,0.175,弱突破平仓,否,,是,0.0,0.0,,,2024
952,2024-02-05 16:00,做多,43168.4,43112.1,是,0.13,469.36,1.087,43180.8,42936.0,43264.2,成交,弱突破,43112.1,42971.29,52596.76,2024-02-05 16:00,43180.8,0,0.146,弱突破平仓,否,,是,0.0,0.0,,,2024
953,2024-02-08 00:00,做多,43378.8,43378.8,是,0.0,448.86,1.035,43596.1,42992.2,43708.2,成交,弱突破,43378.8,43244.14,52922.14,2024-02-08 00:00,43596.1,0,0.484,弱突破平仓,否,,是,0.0,0.0,,,2024
954,2024-02-08 04:00,做多,43708.2,43312.3,是,0.906,462.21,1.057,44326.2,43596.1,44388.0,未成交,确认,43312.3,43173.64,52841.01,2024-02-10 16:00,47052.74,15,13.564,KAMA跟踪止损,是,44523.6,否,11.35,2.3,11.35,13.564,2024
955,2024-02-11 04:00,做多,47671.7,47671.7,是,0.0,561.03,1.177,47732.6,47436.9,48189.6,成交,弱突破,47671.7,47503.39,58159.47,2024-02-11 04:00,47732.6,0,0.109,弱突破平仓,否,,是,0.0,0.0,,,2024
956,2024-02-11 08:00,做多,48189.6,47489.9,是,1.452,570.62,1.184,48517.1,47539.4,48571.4,未成交,确认,47489.9,47318.71,57937.68,2024-02-12 12:00,47780.99,7,-0.581,KAMA跟踪止损,是,48403.7,否,2.86,0.45,2.86,-0.581,2024
957,2024-02-12 20:00,做多,48846.0,48469.3,是,0.771,592.21,1.212,49925.4,47841.6,49965.3,成交,确认,48469.3,48291.64,59132.55,2024-02-13 20:00,48837.18,6,-0.576,KAMA跟踪止损,是,49545.9,否,4.04,-0.23,,,2024
958,2024-02-14 16:00,做多,50290.0,50290.0,是,0.0,714.27,1.42,51601.2,49742.4,51829.1,成交,确认,50290.0,50075.72,61353.8,2024-02-17 20:00,51401.34,19,1.255,KAMA跟踪止损,是,51616.4,否,5.11,0.71,,,2024
959,2024-02-19 04:00,做多,52109.0,52109.0,是,0.0,657.0,1.261,52175.9,51616.5,52450.0,成交,弱突破,52109.0,51911.9,63572.98,2024-02-19 04:00,52175.9,0,0.102,弱突破平仓,否,,是,0.0,0.0,,,2024
960,2024-02-20 08:00,做空,51688.8,51933.1,是,0.473,618.77,1.197,51608.9,51330.5,51872.2,未成交,确认,51933.1,52118.73,45701.13,2024-02-20 16:00,52118.73,2,-0.3,前3K止损,否,,是,0.77,-0.98,0.77,-0.3,2024
961,2024-02-23 12:00,做空,50967.5,50967.5,是,0.0,712.46,1.398,50952.3,50900.2,51352.6,成交,弱突破,50967.5,51181.24,44851.4,2024-02-23 12:00,50952.3,0,0.021,弱突破平仓,否,,是,0.0,0.0,,,2024
962,2024-02-25 00:00,做多,51228.6,51228.6,是,0.0,594.79,1.161,51590.0,51117.1,51736.6,成交,确认,51228.6,51050.16,62498.89,2024-02-25 20:00,51489.83,5,0.439,KAMA跟踪止损,否,,否,1.41,0.46,,,2024
963,2024-02-26 16:00,做空,51300.4,51300.4,是,0.0,510.62,0.995,51126.4,50922.5,51429.1,成交,弱突破,51300.4,51453.59,45144.35,2024-02-26 16:00,51126.4,0,0.341,弱突破平仓,否,,是,0.0,0.0,,,2024
964,2024-02-26 20:00,做多,52050.0,52050.0,是,0.0,510.42,0.981,52872.3,50990.0,52885.5,成交,确认,52050.0,51896.88,63501.0,2024-02-29 00:00,63501.0,13,40.008,止盈,是,54531.3,否,23.54,1.4,,,2024
965,2024-03-04 00:00,做多,62720.0,62276.6,是,0.707,1023.59,1.632,62797.1,62141.0,63079.0,成交,确认,62276.6,61969.52,75977.45,2024-03-05 12:00,67361.57,9,8.134,KAMA跟踪止损,是,64120.6,否,10.51,0.04,,,2024
966,2024-03-06 00:00,做空,65021.1,66100.0,是,1.659,1404.28,2.16,61510.2,59112.0,67096.5,成交,确认,66100.0,66521.28,58168.0,2024-03-06 12:00,66521.28,3,-2.275,前3K止损,是,63747.4,是,7.41,-1.13,,,2024
967,2024-03-10 08:00,做多,68608.7,68608.7,是,0.0,1329.24,1.937,69208.1,68262.5,69344.0,成交,弱突破,68608.7,68209.93,83702.61,2024-03-10 08:00,69208.1,0,0.451,弱突破平仓,否,,是,0.0,0.0,,,2024
968,2024-03-10 12:00,做多,69344.0,68608.7,是,1.06,1316.85,1.899,69430.0,69099.1,69780.0,未成交,确认,68608.7,68213.65,83702.61,2024-03-11 04:00,68608.7,4,0.0,KAMA跟踪止损,否,,否,2.03,-0.66,2.03,0.0,2024
969,2024-03-11 12:00,做多,69999.8,69999.8,是,0.0,1276.36,1.823,71223.8,68502.4,71537.7,成交,确认,69999.8,69616.89,85399.76,2024-03-12 20:00,70998.09,8,-0.051,KAMA跟踪止损,是,72061.4,否,4.81,1.11,,,2024
970,2024-03-14 20:00,做空,71671.1,71671.1,是,0.0,1277.98,1.783,70904.5,70563.0,73115.5,成交,确认,71671.1,72054.49,63070.57,2024-03-15 08:00,72054.49,3,-2.299,前3K止损,是,69500.4,是,6.99,-1.16,,,2024
971,2024-03-17 00:00,做空,67420.0,67420.0,是,0.0,1727.48,2.562,66969.1,66700.0,68477.0,成交,弱突破,67420.0,67938.24,59329.6,2024-03-17 00:00,66969.1,0,0.261,弱突破平仓,否,,是,0.0,0.0,,,2024
972,2024-03-17 04:00,做空,66700.0,67420.0,是,1.079,1729.96,2.594,65351.0,64750.0,67600.0,成交,确认,67420.0,67938.99,59329.6,2024-03-17 20:00,67420.0,4,0.0,KAMA跟踪止损,否,,否,4.24,-1.16,,,2024
973,2024-03-18 00:00,做多,68477.0,68477.0,是,0.0,1802.14,2.632,68575.5,67812.2,68757.1,成交,弱突破,68477.0,67936.36,83541.94,2024-03-18 00:00,68575.5,0,0.055,弱突破平仓,否,,是,0.0,0.0,,,2024
974,2024-03-19 08:00,做空,66601.6,66814.6,是,0.32,1651.01,2.479,65930.5,64893.1,68178.6,成交,确认,66814.6,67309.9,58796.85,2024-03-21 00:00,64381.87,10,0.72,KAMA跟踪止损,是,63137.1,否,9.0,1.13,,,2024
975,2024-03-21 04:00,做多,66062.4,64549.2,是,2.291,1935.65,2.93,67876.4,65692.3,68140.0,未成交,确认,64549.2,63968.51,78750.02,2024-03-22 00:00,65232.62,5,0.353,KAMA跟踪止损,否,,否,5.8,0.58,5.8,0.353,2024
976,2024-03-22 16:00,做空,64550.1,64550.1,是,0.0,1771.88,2.745,64268.0,64102.0,66413.0,成交,弱突破,64550.1,65081.66,56804.09,2024-03-22 16:00,64268.0,0,0.159,弱突破平仓,否,,是,0.0,0.0,,,2024
977,2024-03-22 20:00,做空,64102.0,64550.1,是,0.699,1798.84,2.806,63920.0,62614.5,64729.1,成交,弱突破,64550.1,65089.75,56804.09,2024-03-22 20:00,63920.0,0,0.35,弱突破平仓,否,,是,0.0,0.0,,,2024
978,2024-03-23 20:00,做多,64887.6,64729.1,是,0.244,1693.81,2.61,65147.5,64320.0,65473.8,成交,弱突破,64729.1,64220.96,78969.5,2024-03-23 20:00,65147.5,0,0.247,弱突破平仓,否,,是,0.0,0.0,,,2024
979,2024-03-25 04:00,做多,66127.0,65245.3,是,1.333,1482.51,2.242,67260.9,65777.3,67700.0,未成交,确认,65245.3,64800.55,79599.27,2024-03-26 20:00,69554.21,10,2.711,KAMA跟踪止损,是,69844.6,否,9.81,1.81,9.81,2.711,2024
980,2024-03-27 20:00,做空,69320.0,69320.0,是,0.0,1364.09,1.968,68922.0,68551.0,71888.0,成交,弱突破,69320.0,69729.23,61001.6,2024-03-27 20:00,68922.0,0,0.292,弱突破平仓,否,,是,0.0,0.0,,,2024
981,2024-03-29 20:00,做空,69612.8,70411.0,是,1.147,1218.37,1.75,69240.1,69000.0,70704.8,成交,确认,70411.0,70776.51,61961.68,2024-03-30 12:00,69836.8,4,0.471,KAMA跟踪止损,否,,否,1.83,0.03,,,2024
982,2024-04-01 00:00,做多,70824.0,70373.8,是,0.636,906.94,1.281,71135.1,70387.8,71383.2,未成交,确认,70373.8,70101.72,85856.04,2024-04-01 12:00,70101.72,3,-0.3,前3K止损,否,,是,1.59,-2.1,1.59,-0.3,2024
983,2024-04-01 20:00,做空,68895.5,70329.6,是,2.082,931.39,1.352,68281.0,68210.0,70145.0,未成交,确认,70329.6,70609.02,61890.05,2024-04-04 20:00,66771.99,18,3.779,KAMA跟踪止损,是,66734.1,否,8.29,0.54,8.29,3.779,2024
984,2024-04-05 00:00,做多,67916.0,66624.0,是,1.902,1158.79,1.706,68484.0,67514.7,69329.7,未成交,确认,66624.0,66276.36,81281.28,2024-04-05 16:00,66937.4,4,-1.069,KAMA跟踪止损,是,68489.9,否,3.25,-0.37,3.25,-1.069,2024
985,2024-04-07 04:00,做多,68490.1,,否,,1115.56,1.629,68901.6,68158.5,69708.0,成交,弱突破,68490.1,68155.43,83557.92,2024-04-07 04:00,68901.6,0,0.369,弱突破平仓,否,,是,0.0,0.0,,,2024
986,2024-04-08 12:00,做多,70395.0,70395.0,是,0.0,1032.47,1.467,70745.4,69296.6,70917.0,成交,弱突破,70395.0,70085.26,85881.9,2024-04-08 12:00,70745.4,0,0.339,弱突破平仓,否,,是,0.0,0.0,,,2024
987,2024-04-08 16:00,做多,70917.0,70395.0,是,0.736,1061.87,1.497,72472.6,70677.6,72753.6,未成交,确认,70395.0,70076.44,85881.9,2024-04-09 12:00,70873.86,5,0.451,KAMA跟踪止损,否,,否,3.54,-0.33,3.54,0.451,2024
988,2024-04-09 20:00,做空,69536.8,71276.0,是,2.501,1108.38,1.594,69322.8,68538.0,71048.3,未成交,确认,71276.0,71608.52,62722.88,2024-04-11 00:00,69669.77,7,0.89,KAMA跟踪止损,是,69049.7,否,5.23,1.61,5.23,0.89,2024
989,2024-04-11 04:00,做多,70130.0,69650.0,是,0.684,1147.22,1.636,70681.7,69613.4,71412.2,成交,确认,69650.0,69305.84,84973.0,2024-04-11 20:00,69815.26,4,0.144,KAMA跟踪止损,否,,否,2.49,-0.08,,,2024
990,2024-04-12 20:00,做空,69592.6,69592.6,是,0.0,1100.97,1.582,69374.1,69267.0,71028.0,成交,弱突破,69592.6,69922.89,61241.49,2024-04-12 20:00,69374.1,0,0.198,弱突破平仓,否,,是,0.0,0.0,,,2024
991,2024-04-13 00:00,做空,69267.0,69608.1,是,0.492,1133.97,1.637,66867.5,65102.0,69626.7,成交,确认,69608.1,69948.29,61255.13,2024-04-14 04:00,61255.13,7,12.553,止盈,是,67136.4,否,14.3,2.35,,,2024
992,2024-04-15 12:00,做多,65842.8,64891.6,是,1.445,1624.22,2.467,66224.8,64649.2,66550.0,成交,确认,64891.6,64404.34,79167.75,2024-04-15 20:00,64404.34,2,-0.3,前3K止损,否,,是,3.06,-1.68,,,2024
993,2024-04-17 20:00,做空,61680.0,61680.0,是,0.0,1602.91,2.599,60272.0,59713.2,62957.2,成交,确认,61680.0,62160.87,54278.4,2024-04-18 08:00,62160.87,3,-0.3,前3K止损,否,,是,3.33,-0.83,,,2024
994,2024-04-18 20:00,做多,63049.9,62957.2,是,0.147,1671.67,2.651,63474.0,61558.0,64100.0,成交,弱突破,62957.2,62455.7,76807.78,2024-04-18 20:00,63474.0,0,0.309,弱突破平仓,否,,是,0.0,0.0,,,2024
995,2024-04-19 12:00,做多,64100.0,64100.0,是,0.0,1770.6,2.762,64519.6,61701.3,65189.0,成交,弱突破,64100.0,63568.82,78202.0,2024-04-19 12:00,64519.6,0,0.237,弱突破平仓,否,,是,0.0,0.0,,,2024
996,2024-04-23 00:00,做多,66449.0,66449.0,是,0.0,1272.49,1.915,66495.6,65866.8,66819.6,成交,弱突破,66449.0,66067.25,81067.78,2024-04-23 00:00,66495.6,0,0.037,弱突破平仓,否,,是,0.0,0.0,,,2024
997,2024-04-24 20:00,做空,65750.0,65750.0,是,0.0,1022.8,1.556,64594.0,64489.7,66711.9,成交,确认,65750.0,66056.84,57860.0,2024-04-26 00:00,64456.05,7,0.781,KAMA跟踪止损,是,63960.9,否,4.61,0.96,,,2024
998,2024-04-27 08:00,做空,63291.5,63844.0,是,0.873,986.32,1.558,63047.2,62332.8,63901.4,成交,确认,63844.0,64139.9,56182.72,2024-04-28 00:00,63603.94,4,0.243,KAMA跟踪止损,否,,否,1.87,0.34,,,2024
999,2024-04-28 08:00,做多,63901.4,63901.4,是,0.0,911.13,1.426,63989.8,63420.9,64350.0,成交,弱突破,63901.4,63628.06,77959.71,2024-04-28 08:00,63989.8,0,0.097,弱突破平仓,否,,是,0.0,0.0,,,2024
1000,2024-04-29 04:00,做空,63115.0,63115.0,是,0.0,835.16,1.323,63088.3,62700.0,63716.9,成交,弱突破,63115.0,63365.55,55541.2,2024-04-29 04:00,63088.3,0,0.032,弱突破平仓,否,,是,0.0,0.0,,,2024
1001,2024-04-29 08:00,做空,62700.0,63230.7,是,0.846,844.24,1.346,62259.9,62056.1,63337.8,成交,确认,63230.7,63483.97,55643.02,2024-04-30 04:00,63230.7,5,0.0,KAMA跟踪止损,否,,否,2.38,-1.53,,,2024
1002,2024-04-30 16:00,做空,61726.2,61726.2,是,0.0,910.86,1.476,61182.3,61000.0,63220.4,成交,确认,61726.2,61999.46,54319.06,2024-05-02 20:00,59116.73,13,3.04,KAMA跟踪止损,是,59276.2,否,8.41,0.24,,,2024
1003,2024-05-03 08:00,做多,59637.3,,否,,1251.17,2.098,59687.9,58781.3,59976.9,成交,弱突破,59637.3,59261.95,72757.51,2024-05-03 08:00,59687.9,0,0.04,弱突破平仓,否,,是,0.0,0.0,,,2024
1004,2024-05-03 20:00,做多,59976.9,59976.9,是,0.0,1200.89,2.002,61662.1,58970.5,62239.6,成交,确认,59976.9,59616.63,73171.82,2024-05-05 08:00,63163.88,9,3.596,KAMA跟踪止损,是,62031.9,否,7.62,2.54,,,2024
