突破K索引,突破K时间,起点KAMA值,ATR值,突破线价格,峰值价格,峰值K索引,终点K索引,涨跌幅%,持续K数,KAMA同向运行根数
173,2019-10-07 20:00,7993.04,144.49,8137.53,8611.27,189,195,5.82,22,22
174,2019-10-08 00:00,8003.43,155.01,8158.44,8611.27,189,195,5.55,21,21
175,2019-10-08 04:00,8019.3,155.94,8175.24,8611.27,189,195,5.33,20,20
467,2019-11-25 20:00,6976.98,192.24,7169.22,7803.96,491,500,8.85,33,33
468,2019-11-26 00:00,6977.99,203.52,7181.51,7803.96,491,500,8.67,32,32
470,2019-11-26 08:00,6980.73,203.2,7183.93,7803.96,491,500,8.63,30,30
479,2019-11-27 20:00,6984.9,201.89,7186.79,7803.96,491,500,8.59,21,29
480,2019-11-28 00:00,7085.97,200.4,7286.37,7803.96,491,500,7.1,20,20
605,2019-12-18 20:00,6709.09,100.59,6809.67,7590.4,632,636,11.46,31,31
606,2019-12-19 00:00,6712.18,117.62,6829.8,7590.4,632,636,11.14,30,30
607,2019-12-19 04:00,6753.65,121.68,6875.33,7590.4,632,636,10.4,29,29
608,2019-12-19 08:00,6766.3,142.73,6909.03,7590.4,632,636,9.86,28,28
609,2019-12-19 12:00,6793.82,147.99,6941.81,7590.4,632,636,9.34,27,27
610,2019-12-19 16:00,6842.41,144.85,6987.26,7590.4,632,636,8.63,26,26
611,2019-12-19 20:00,6882.44,145.2,7027.64,7590.4,632,636,8.01,25,25
612,2019-12-20 00:00,6919.03,146.54,7065.57,7590.4,632,636,7.43,24,24
613,2019-12-20 04:00,6953.97,142.96,7096.93,7590.4,632,636,6.95,23,23
614,2019-12-20 08:00,6979.26,138.43,7117.69,7590.4,632,636,6.64,22,22
615,2019-12-20 12:00,6994.82,135.38,7130.2,7590.4,632,636,6.45,21,21
616,2019-12-20 16:00,7003.56,132.63,7136.18,7590.4,632,636,6.36,20,20
699,2020-01-03 12:00,7087.83,80.83,7168.67,8335.28,730,732,16.27,33,33
700,2020-01-03 16:00,7094.01,94.5,7188.51,8335.28,730,732,15.95,32,32
701,2020-01-03 20:00,7099.94,98.29,7198.23,8335.28,730,732,15.8,31,31
702,2020-01-04 00:00,7115.34,100.88,7216.22,8335.28,730,732,15.51,30,30
703,2020-01-04 04:00,7133.01,102.38,7235.39,8335.28,730,732,15.2,29,29
704,2020-01-04 08:00,7144.91,102.42,7247.33,8335.28,730,732,15.01,28,28
705,2020-01-04 12:00,7159.22,100.7,7259.92,8335.28,730,732,14.81,27,27
706,2020-01-04 16:00,7199.75,98.59,7298.34,8335.28,730,732,14.21,26,26
708,2020-01-05 00:00,7226.68,97.2,7323.88,8335.28,730,732,13.81,24,25
709,2020-01-05 04:00,7254.72,94.71,7349.42,8335.28,730,732,13.41,23,24
710,2020-01-05 08:00,7269.61,96.51,7366.12,8335.28,730,732,13.16,22,23
711,2020-01-05 12:00,7327.0,96.63,7423.62,8335.28,730,732,12.28,21,21
713,2020-01-05 20:00,7332.97,94.55,7427.52,8335.28,730,732,12.22,19,20
745,2020-01-11 04:00,7934.5,152.6,8087.1,8825.0,769,771,9.12,26,28
746,2020-01-11 08:00,7977.44,165.76,8143.2,8825.0,769,771,8.37,25,25
750,2020-01-12 00:00,7981.44,163.94,8145.38,8825.0,769,771,8.34,21,24
755,2020-01-12 20:00,7993.67,160.71,8154.38,8825.0,769,771,8.22,16,22
757,2020-01-13 04:00,8010.19,157.68,8167.87,8825.0,769,771,8.05,14,21
840,2020-01-27 00:00,8431.26,111.88,8543.13,9525.67,865,878,11.5,38,39
841,2020-01-27 04:00,8467.69,108.84,8576.53,9525.67,865,878,11.07,37,38
842,2020-01-27 08:00,8508.32,111.92,8620.25,9525.67,865,878,10.5,36,37
844,2020-01-27 16:00,8582.95,108.6,8691.55,9525.67,865,878,9.6,34,35
846,2020-01-28 00:00,8680.19,110.61,8790.8,9525.67,865,878,8.36,32,33
848,2020-01-28 08:00,8818.19,115.84,8934.02,9525.67,865,878,6.62,30,31
850,2020-01-28 16:00,8954.09,123.4,9077.49,9525.67,865,878,4.94,28,29
853,2020-01-29 04:00,8986.86,125.81,9112.67,9525.67,865,878,4.53,25,28
854,2020-01-29 08:00,9138.72,148.57,9287.29,9525.67,865,878,2.57,24,24
855,2020-01-29 12:00,9179.83,149.07,9328.9,9525.67,865,878,2.11,23,23
858,2020-01-30 00:00,9193.13,145.57,9338.7,9525.67,865,878,2.0,20,22
1324,2020-04-16 16:00,6850.82,136.67,6987.49,7242.42,1339,1348,3.65,24,25
1325,2020-04-16 20:00,6861.64,156.24,7017.88,7242.42,1339,1348,3.2,23,23
1326,2020-04-17 00:00,6869.16,156.88,7026.03,7242.42,1339,1348,3.08,22,22
1327,2020-04-17 04:00,6883.4,156.28,7039.68,7242.42,1339,1348,2.88,21,21
1328,2020-04-17 08:00,6903.28,160.01,7063.29,7242.42,1339,1348,2.54,20,20
1361,2020-04-22 20:00,6942.91,124.75,7067.66,9306.03,1406,1408,31.67,47,48
1363,2020-04-23 04:00,6982.34,125.53,7107.87,9306.03,1406,1408,30.93,45,46
1366,2020-04-23 16:00,6999.53,123.73,7123.26,9306.03,1406,1408,30.64,42,45
1367,2020-04-23 20:00,7026.31,120.44,7146.75,9306.03,1406,1408,30.21,41,44
1368,2020-04-24 00:00,7280.55,146.33,7426.88,9306.03,1406,1408,25.3,40,40
1369,2020-04-24 04:00,7324.9,145.49,7470.39,9306.03,1406,1408,24.57,39,39
1370,2020-04-24 08:00,7369.34,147.62,7516.96,9306.03,1406,1408,23.8,38,38
1371,2020-04-24 12:00,7408.2,144.6,7552.8,9306.03,1406,1408,23.21,37,37
1382,2020-04-26 08:00,7420.74,142.25,7563.0,9306.03,1406,1408,23.05,26,36
1384,2020-04-26 16:00,7432.38,142.21,7574.59,9306.03,1406,1408,22.86,24,35
1386,2020-04-27 00:00,7508.66,122.14,7630.8,9306.03,1406,1408,21.95,22,23
1387,2020-04-27 04:00,7526.32,127.64,7653.96,9306.03,1406,1408,21.58,21,21
1388,2020-04-27 08:00,7546.9,127.13,7674.03,9306.03,1406,1408,21.27,20,20
1444,2020-05-06 16:00,8883.19,203.84,9087.03,9995.0,1453,1461,9.99,17,21
1809,2020-07-06 12:00,9110.39,80.08,9190.47,9436.08,1825,1829,2.67,20,20
1899,2020-07-21 12:00,9163.22,50.44,9213.66,11165.07,1943,1948,21.18,49,73
1900,2020-07-21 16:00,9212.29,57.7,9269.99,11174.78,1949,1949,20.55,49,71
1901,2020-07-21 20:00,9226.86,57.33,9284.19,11217.69,1950,1950,20.83,49,70
1902,2020-07-22 00:00,9247.93,60.49,9308.42,11217.69,1950,1951,20.51,49,69
1903,2020-07-22 04:00,9279.22,60.9,9340.12,11217.69,1950,1952,20.1,49,68
1904,2020-07-22 08:00,9297.9,59.85,9357.74,11217.69,1950,1953,19.88,49,67
1908,2020-07-23 00:00,9298.21,58.76,9356.97,11217.69,1950,1957,19.89,49,66
1909,2020-07-23 04:00,9317.15,59.72,9376.86,11217.69,1950,1958,19.63,49,63
1910,2020-07-23 08:00,9358.4,65.88,9424.28,11217.69,1950,1959,19.03,49,61
1911,2020-07-23 12:00,9371.23,65.8,9437.04,11231.87,1960,1960,19.02,49,60
1912,2020-07-23 16:00,9383.89,64.96,9448.85,11355.05,1961,1961,20.17,49,59
