序号,信号时间,成交时间,成交方式,方向,6K极值,回调突破线,回调偏移%,ATR,峰值价,峰值K时间,波段涨跌幅%_回调线基准,波段涨跌幅%_极值基准,入场后涨跌幅%,出场方式,出场时间,持仓K数,R值,年份
673,2022-04-11 16:00,2022-04-11 16:00,信号K触发,做空,41650.0,42419.9,1.848,608.32,39136.7,2022-04-12 04:00,7.74,6.034,6.397,KAMA跟踪(跌破KAMA),2022-04-13 20:00,13,2.2474,2022
674,2022-04-11 04:00,2022-04-11 08:00,挂单触发,做空,42365.0,42365.0,0.0,663.04,41650.0,2022-04-11 08:00,1.688,1.688,0.125,保护性平仓,2022-04-11 08:00,0,-0.608,2022
675,2022-04-09 04:00,2022-04-09 04:00,信号K触发,做空,42298.2,43173.0,2.068,745.04,42074.0,2022-04-09 04:00,2.546,0.53,0.834,保护性平仓,2022-04-09 04:00,0,0.2668,2022
676,2022-04-09 00:00,2022-04-09 00:00,信号K触发,做空,42728.0,43173.0,1.041,745.04,42298.2,2022-04-09 00:00,2.026,1.006,0.306,保护性平仓,2022-04-09 00:00,0,-0.3948,2022
677,2022-04-06 08:00,2022-04-06 08:00,信号K触发,做空,45300.0,46404.8,2.439,711.25,42685.0,2022-04-07 08:00,8.016,5.773,6.584,KAMA跟踪(跌破KAMA),2022-04-07 20:00,9,2.5885,2022
678,2022-04-04 20:00,2022-04-05 00:00,挂单触发,做空,45735.0,46169.6,0.95,691.28,45094.0,2022-04-05 00:00,2.33,1.402,0.845,保护性平仓,2022-04-05 00:00,0,-0.6181,2022
679,2022-03-31 20:00,2022-04-01 00:00,挂单触发,做空,46819.9,46819.9,0.0,688.21,44206.2,2022-04-01 08:00,5.582,5.582,4.174,KAMA跟踪(跌破KAMA),2022-04-01 20:00,5,1.1805,2022
680,2022-03-28 04:00,2022-03-28 04:00,信号K触发,做多,45100.0,44987.4,0.25,599.54,48200.0,2022-03-29 00:00,7.141,6.874,5.732,KAMA跟踪(跌破KAMA),2022-03-29 04:00,6,2.6167,2022
681,2022-03-22 08:00,2022-03-22 08:00,信号K触发,做多,41544.4,41544.4,0.0,672.45,42500.0,2022-03-22 08:00,2.3,2.3,0.671,保护性平仓,2022-03-22 08:00,0,0.0196,2022
682,2022-03-20 20:00,2022-03-21 08:00,挂单触发,做空,41555.0,41627.9,0.175,761.17,40430.0,2022-03-21 08:00,2.878,2.707,1.069,保护性平仓,2022-03-21 08:00,0,0.0728,2022
683,2022-03-19 00:00,2022-03-19 00:00,信号K触发,做多,41086.0,41071.5,0.035,866.53,42091.8,2022-03-19 00:00,2.484,2.448,0.367,保护性平仓,2022-03-19 00:00,0,0.0949,2022
684,2022-03-10 12:00,2022-03-10 12:00,信号K触发,做空,40500.0,41194.9,1.716,1044.18,38200.1,2022-03-11 08:00,7.27,5.679,4.858,KAMA跟踪(跌破KAMA),2022-03-11 16:00,7,0.0952,2022
685,2022-03-06 16:00,2022-03-07 08:00,挂单触发,做空,38754.5,38754.5,0.0,1024.94,37529.9,2022-03-07 08:00,3.16,3.16,0.529,保护性平仓,2022-03-07 08:00,0,-0.1163,2022
686,2022-03-03 08:00,2022-03-04 00:00,挂单触发,做空,43321.0,43321.0,0.0,1169.35,42051.0,2022-03-04 00:00,2.932,2.932,0.239,保护性平仓,2022-03-04 00:00,0,-0.059,2022
687,2022-03-01 00:00,2022-03-01 00:00,信号K触发,做多,40900.0,39447.7,3.551,1072.15,44935.0,2022-03-01 20:00,13.91,9.866,10.896,KAMA跟踪(跌破KAMA),2022-03-02 12:00,9,3.1897,2022
688,2022-02-28 20:00,2022-02-28 20:00,信号K触发,做多,39868.6,39868.6,0.0,1023.98,40900.0,2022-02-28 20:00,2.587,2.587,0.018,保护性平仓,2022-02-28 20:00,0,-0.0974,2022
689,2022-02-28 00:00,2022-02-28 04:00,挂单触发,做空,38162.0,38162.0,0.0,1039.53,36934.6,2022-02-28 04:00,3.216,3.216,0.506,保护性平仓,2022-02-28 04:00,0,-0.5286,2022
690,2022-02-25 04:00,2022-02-25 04:00,信号K触发,做多,37775.0,37775.0,0.0,933.79,40376.1,2022-02-25 04:00,6.886,6.886,4.307,ATR止损,2022-02-25 04:00,0,-1.0,2022
691,2022-02-24 04:00,2022-02-24 08:00,挂单触发,做空,37500.4,37500.4,0.0,942.96,34303.7,2022-02-24 12:00,8.524,8.524,6.165,成本线止损,2022-02-25 00:00,4,0.0,2022
692,2022-02-21 16:00,2022-02-22 04:00,挂单触发,做空,37905.0,37905.0,0.0,756.85,36762.0,2022-02-22 04:00,3.015,3.015,1.039,保护性平仓,2022-02-22 04:00,0,0.2137,2022
693,2022-02-20 16:00,2022-02-20 16:00,信号K触发,做空,38553.5,39610.3,2.741,767.58,37905.0,2022-02-20 16:00,4.305,1.682,2.414,成本线止损,2022-02-21 08:00,4,0.0,2022
694,2022-02-20 12:00,2022-02-20 12:00,信号K触发,做空,39610.3,39610.3,0.0,767.58,38553.5,2022-02-20 12:00,2.668,2.668,0.745,保护性平仓,2022-02-20 12:00,0,0.0942,2022
695,2022-02-17 20:00,2022-02-17 20:00,信号K触发,做空,42890.0,43277.8,0.904,764.33,39422.0,2022-02-19 00:00,8.909,8.086,7.272,KAMA跟踪(跌破KAMA),2022-02-20 00:00,13,2.8421,2022
696,2022-02-16 20:00,2022-02-17 16:00,挂单触发,做空,43650.4,43850.0,0.457,788.76,42890.0,2022-02-17 16:00,2.189,1.742,0.398,保护性平仓,2022-02-17 16:00,0,-0.1229,2022
697,2022-02-10 00:00,2022-02-10 20:00,挂单触发,做多,44436.44,44395.0,0.093,922.46,45700.0,2022-02-10 20:00,2.94,2.844,0.844,保护性平仓,2022-02-10 20:00,0,-0.4135,2022
698,2022-02-08 12:00,2022-02-08 12:00,信号K触发,做多,44541.16,44541.16,0.0,822.99,45600.0,2022-02-08 12:00,2.377,2.377,0.52,ATR止损,2022-02-08 12:00,0,-1.0,2022
699,2022-02-02 20:00,2022-02-02 20:00,信号K触发,做空,38170.89,38170.89,0.0,819.13,37338.14,2022-02-02 20:00,2.182,2.182,0.036,保护性平仓,2022-02-02 20:00,0,-0.0827,2022
700,2022-02-01 00:00,2022-02-01 16:00,挂单触发,做多,38240.0,38240.0,0.0,851.4,39100.0,2022-02-01 16:00,2.249,2.249,0.022,ATR止损,2022-02-01 16:00,0,-1.0,2022
701,2022-01-31 08:00,2022-01-31 08:00,信号K触发,做空,37334.83,37716.38,1.022,919.88,36620.0,2022-01-31 08:00,2.907,1.915,0.48,保护性平仓,2022-01-31 08:00,0,-0.2198,2022
702,2022-01-26 16:00,2022-01-27 00:00,挂单触发,做多,37973.78,37561.03,1.087,1181.11,38886.58,2022-01-27 00:00,3.529,2.404,0.373,ATR止损,2022-01-27 00:00,0,-1.0,2022
703,2022-01-24 16:00,2022-01-24 16:00,信号K触发,做空,34588.8,34588.8,0.0,1051.47,33005.33,2022-01-24 16:00,4.578,4.578,1.586,保护性平仓,2022-01-24 16:00,0,-0.1452,2022
704,2022-01-21 08:00,2022-01-21 08:00,信号K触发,做空,40550.0,41631.3,2.667,677.41,35380.92,2022-01-22 04:00,15.014,12.747,13.608,固定止盈,2022-01-22 04:00,5,6.3748,2022
705,2022-01-21 04:00,2022-01-21 04:00,信号K触发,做空,41557.0,41557.0,0.0,690.07,40550.0,2022-01-21 04:00,2.423,2.423,0.776,保护性平仓,2022-01-21 04:00,0,0.2974,2022
706,2022-01-20 20:00,2022-01-20 20:00,信号K触发,做多,42545.0,42545.0,0.0,704.83,43440.0,2022-01-20 20:00,2.104,2.104,0.44,保护性平仓,2022-01-20 20:00,0,0.0368,2022
707,2022-01-18 00:00,2022-01-18 04:00,挂单触发,做空,42222.0,42222.0,0.0,696.72,41523.68,2022-01-18 04:00,1.654,1.654,0.004,保护性平仓,2022-01-18 04:00,0,-0.9345,2022
708,2022-01-14 00:00,2022-01-14 04:00,挂单触发,做空,42847.86,43300.0,1.055,903.87,42301.16,2022-01-14 04:00,2.307,1.276,0.224,保护性平仓,2022-01-14 04:00,0,-0.1529,2022
709,2022-01-12 20:00,2022-01-12 20:00,信号K触发,做多,43444.0,43118.0,0.75,972.0,44091.93,2022-01-12 20:00,2.259,1.491,0.004,保护性平仓,2022-01-12 20:00,0,-0.5556,2022
710,2022-01-10 20:00,2022-01-10 20:00,信号K触发,做空,41170.0,41170.0,0.0,932.95,39610.0,2022-01-10 20:00,3.789,3.789,1.558,保护性平仓,2022-01-10 20:00,0,-0.7894,2022
711,2022-01-06 04:00,2022-01-06 04:00,信号K触发,做空,44128.22,45710.23,3.585,821.53,40456.56,2022-01-07 20:00,11.493,8.32,9.874,KAMA跟踪(跌破KAMA),2022-01-10 00:00,23,2.9762,2022
712,2022-01-06 00:00,2022-01-06 00:00,信号K触发,做空,45445.57,45445.57,0.0,826.29,44128.22,2022-01-06 00:00,2.899,2.899,1.101,保护性平仓,2022-01-06 00:00,0,-0.0653,2022
713,2022-01-04 00:00,2022-01-04 04:00,挂单触发,做空,46560.0,46605.68,0.098,856.69,45665.4,2022-01-04 04:00,2.018,1.921,0.183,保护性平仓,2022-01-04 04:00,0,-0.8134,2022
714,2022-01-01 00:00,2022-01-01 00:00,信号K触发,做空,46700.0,46700.0,0.0,896.04,45656.0,2022-01-01 00:00,2.236,2.236,0.323,保护性平仓,2022-01-01 00:00,0,0.1075,2021
715,2021-12-28 12:00,2021-12-28 12:00,信号K触发,做空,49500.0,50501.71,2.024,763.48,45880.0,2021-12-30 08:00,9.152,7.313,7.757,KAMA跟踪(跌破KAMA),2021-12-30 16:00,13,2.9968,2021
716,2021-12-28 08:00,2021-12-28 08:00,信号K触发,做空,50450.0,50450.0,0.0,798.11,49500.0,2021-12-28 08:00,1.883,1.883,0.306,保护性平仓,2021-12-28 08:00,0,-0.2187,2021
717,2021-12-27 20:00,2021-12-28 00:00,挂单触发,做多,51300.0,51300.0,0.0,804.16,52134.0,2021-12-28 00:00,1.626,1.626,0.057,ATR止损,2021-12-28 00:00,0,-1.0,2021
718,2021-12-24 00:00,2021-12-24 00:00,信号K触发,做多,49250.0,49250.0,0.0,929.21,51805.0,2021-12-25 00:00,5.188,5.188,3.24,KAMA跟踪(跌破KAMA),2021-12-26 00:00,12,0.3546,2021
719,2021-12-21 08:00,2021-12-21 12:00,挂单触发,做多,47533.42,47203.22,0.695,1079.53,48800.0,2021-12-21 12:00,3.383,2.665,1.071,保护性平仓,2021-12-21 12:00,0,0.2701,2021
720,2021-12-15 04:00,2021-12-15 04:00,信号K触发,做多,47958.62,47315.13,1.342,1278.24,48657.92,2021-12-15 04:00,2.838,1.458,0.133,保护性平仓,2021-12-15 04:00,0,-0.2107,2021
721,2021-12-13 20:00,2021-12-13 20:00,信号K触发,做空,48078.2,49088.29,2.101,1218.58,45600.0,2021-12-14 00:00,7.106,5.155,4.741,成本线止损,2021-12-14 20:00,6,0.0,2021
722,2021-12-08 16:00,2021-12-08 20:00,挂单触发,做空,50012.0,50012.0,0.0,1476.77,48533.33,2021-12-08 20:00,2.957,2.957,0.004,ATR止损,2021-12-08 20:00,0,-1.0,2021
723,2021-12-07 04:00,2021-12-07 08:00,挂单触发,做多,49517.0,49517.0,0.0,1687.29,51499.99,2021-12-07 08:00,4.005,4.005,0.577,保护性平仓,2021-12-07 08:00,0,-0.1673,2021
724,2021-12-03 20:00,2021-12-04 00:00,挂单触发,做空,56039.96,56039.96,0.0,1236.73,40888.89,2021-12-04 12:00,27.036,27.036,25.39,固定止盈,2021-12-04 12:00,3,4.4376,2021
725,2021-11-26 12:00,2021-11-26 16:00,挂单触发,做空,57029.0,57029.0,0.0,1207.19,53245.0,2021-11-29 00:00,6.635,6.635,4.616,KAMA跟踪(跌破KAMA),2021-11-29 04:00,15,0.3205,2021
726,2021-11-25 08:00,2021-11-25 20:00,挂单触发,做多,57775.27,57775.27,0.0,1329.51,59200.0,2021-11-25 20:00,2.466,2.466,0.161,保护性平仓,2021-11-25 20:00,0,-0.0129,2021
727,2021-11-22 08:00,2021-11-22 08:00,信号K触发,做空,58518.88,58518.88,0.0,1213.5,57100.0,2021-11-22 08:00,2.425,2.425,0.358,保护性平仓,2021-11-22 08:00,0,-0.1058,2021
728,2021-11-20 08:00,2021-11-21 00:00,挂单触发,做多,58333.0,57560.0,1.325,1454.42,59664.97,2021-11-21 00:00,3.657,2.283,1.102,保护性平仓,2021-11-21 00:00,0,0.307,2021
729,2021-11-18 20:00,2021-11-18 20:00,信号K触发,做空,59002.27,59355.0,0.598,1414.0,57534.99,2021-11-18 20:00,3.066,2.487,0.701,保护性平仓,2021-11-18 20:00,0,-0.1422,2021
730,2021-11-16 04:00,2021-11-16 08:00,挂单触发,做空,63666.0,64087.6,0.662,1116.67,58336.68,2021-11-17 16:00,8.974,8.371,7.359,KAMA跟踪(跌破KAMA),2021-11-17 16:00,8,2.5496,2021
731,2021-11-12 16:00,2021-11-12 20:00,挂单触发,做空,64105.0,64450.0,0.538,1343.72,62900.0,2021-11-12 20:00,2.405,1.88,0.327,保护性平仓,2021-11-12 20:00,0,-0.0808,2021
732,2021-11-07 08:00,2021-11-08 04:00,挂单触发,做多,61645.75,61645.75,0.0,1091.72,68675.16,2021-11-09 08:00,11.403,11.403,9.464,KAMA跟踪(跌破KAMA),2021-11-09 20:00,10,4.1754,2021
733,2021-11-03 20:00,2021-11-04 00:00,挂单触发,做空,62651.35,62651.35,0.0,1248.38,60300.0,2021-11-04 00:00,3.753,3.753,1.796,ATR止损,2021-11-04 00:00,0,-1.0,2021
734,2021-11-02 16:00,2021-11-02 20:00,挂单触发,做多,62543.58,62543.58,0.0,1282.4,64349.55,2021-11-02 20:00,2.888,2.888,0.82,保护性平仓,2021-11-02 20:00,0,0.169,2021
735,2021-10-28 16:00,2021-10-28 16:00,信号K触发,做多,60018.86,60018.86,0.0,1240.5,61316.73,2021-10-28 16:00,2.162,2.162,0.094,保护性平仓,2021-10-28 16:00,0,-0.212,2021
736,2021-10-27 16:00,2021-10-27 16:00,信号K触发,做空,59838.05,59838.05,0.0,1194.64,57865.0,2021-10-27 16:00,3.297,3.297,1.327,保护性平仓,2021-10-27 16:00,0,0.0232,2021
737,2021-10-25 08:00,2021-10-25 12:00,挂单触发,做多,61550.0,61550.0,0.0,1319.97,62952.88,2021-10-25 12:00,2.279,2.279,0.132,保护性平仓,2021-10-25 12:00,0,-0.141,2021
738,2021-10-22 20:00,2021-10-23 00:00,挂单触发,做空,62000.0,62000.0,0.0,1483.25,60011.9,2021-10-23 00:00,3.207,3.207,0.834,保护性平仓,2021-10-23 00:00,0,-0.3847,2021
739,2021-10-21 20:00,2021-10-21 20:00,信号K触发,做空,63828.0,63828.0,0.0,1322.1,62000.0,2021-10-21 20:00,2.864,2.864,0.809,保护性平仓,2021-10-21 20:00,0,-0.4041,2021
740,2021-10-20 20:00,2021-10-20 20:00,信号K触发,做多,64500.0,64500.0,0.0,1315.7,67150.0,2021-10-20 20:00,4.109,4.109,2.027,ATR止损,2021-10-21 08:00,3,-1.0,2021
741,2021-10-20 00:00,2021-10-20 04:00,挂单触发,做多,63349.67,63088.0,0.413,1315.09,64500.0,2021-10-20 04:00,2.238,1.816,0.15,保护性平仓,2021-10-20 04:00,0,-0.0657,2021
742,2021-10-18 04:00,2021-10-18 12:00,挂单触发,做多,61547.56,61547.56,0.0,1208.2,62800.0,2021-10-18 12:00,2.035,2.035,0.071,保护性平仓,2021-10-18 12:00,0,-0.684,2021
743,2021-10-15 08:00,2021-10-15 12:00,挂单触发,做多,58586.67,58586.67,0.0,1260.81,60100.0,2021-10-15 12:00,2.583,2.583,0.422,保护性平仓,2021-10-15 12:00,0,-0.4415,2021
744,2021-10-14 00:00,2021-10-14 08:00,挂单触发,做多,56624.1,56624.1,0.0,1201.98,58586.67,2021-10-14 08:00,3.466,3.466,1.315,保护性平仓,2021-10-14 08:00,0,0.2427,2021
745,2021-10-13 00:00,2021-10-13 00:00,信号K触发,做空,56060.0,56440.01,0.678,1124.76,55151.32,2021-10-13 00:00,2.283,1.621,0.296,保护性平仓,2021-10-13 00:00,0,-0.0479,2021
746,2021-10-10 12:00,2021-10-11 04:00,挂单触发,做多,55589.0,55589.0,0.0,1071.39,56789.0,2021-10-11 04:00,2.159,2.159,0.227,ATR止损,2021-10-11 04:00,0,-1.0,2021
747,2021-10-08 16:00,2021-10-08 16:00,信号K触发,做多,55046.88,54826.87,0.4,1123.62,56208.73,2021-10-08 16:00,2.52,2.111,0.462,ATR止损,2021-10-08 16:00,0,-1.0,2021
748,2021-10-06 20:00,2021-10-06 20:00,信号K触发,做多,51888.0,51888.0,0.0,987.73,56416.02,2021-10-06 20:00,8.727,8.727,6.695,KAMA跟踪(跌破KAMA),2021-10-07 12:00,4,1.493,2021
749,2021-10-05 00:00,2021-10-05 16:00,挂单触发,做多,49304.12,49304.12,0.0,919.72,50364.38,2021-10-05 16:00,2.15,2.15,0.28,保护性平仓,2021-10-05 16:00,0,-0.4065,2021
750,2021-10-04 00:00,2021-10-04 00:00,信号K触发,做多,48270.2,48270.2,0.0,981.22,49304.12,2021-10-04 00:00,2.142,2.142,0.107,保护性平仓,2021-10-04 00:00,0,-0.4862,2021
751,2021-10-01 12:00,2021-10-01 16:00,挂单触发,做多,44100.0,43822.85,0.628,1030.71,48450.0,2021-10-02 04:00,10.559,9.864,8.018,KAMA跟踪(跌破KAMA),2021-10-03 04:00,9,2.6208,2021
752,2021-09-30 08:00,2021-09-30 08:00,信号K触发,做多,42576.8,42576.8,0.0,1013.18,43732.71,2021-09-30 08:00,2.715,2.715,0.327,保护性平仓,2021-09-30 08:00,0,-0.0227,2021
753,2021-09-28 04:00,2021-09-28 16:00,挂单触发,做空,42650.0,42650.0,0.0,1139.4,41505.01,2021-09-28 16:00,2.685,2.685,0.013,保护性平仓,2021-09-28 16:00,0,-0.5061,2021
754,2021-09-26 16:00,2021-09-27 08:00,挂单触发,做多,42950.0,42950.0,0.0,1222.83,44350.0,2021-09-27 08:00,3.26,3.26,0.401,保护性平仓,2021-09-27 08:00,0,-0.1177,2021
755,2021-09-24 16:00,2021-09-24 16:00,信号K触发,做空,43351.0,43351.0,0.0,1155.03,40650.0,2021-09-24 16:00,6.231,6.231,3.664,成本线止损,2021-09-25 08:00,4,-0.5216,2021
756,2021-09-23 00:00,2021-09-23 12:00,挂单触发,做多,43290.0,43272.81,0.04,1139.44,44413.45,2021-09-23 12:00,2.636,2.595,0.003,保护性平仓,2021-09-23 12:00,0,-0.176,2021
757,2021-09-13 08:00,2021-09-13 20:00,挂单触发,做空,44746.51,44746.51,0.0,993.59,43323.93,2021-09-13 20:00,3.179,3.179,0.98,保护性平仓,2021-09-13 20:00,0,-0.613,2021
758,2021-09-10 20:00,2021-09-11 04:00,挂单触发,做空,45622.0,45623.27,0.003,1205.62,44120.0,2021-09-11 04:00,3.295,3.292,0.67,保护性平仓,2021-09-11 04:00,0,-0.3676,2021
759,2021-09-07 16:00,2021-09-07 20:00,挂单触发,做空,51040.0,51040.0,0.0,775.01,42088.0,2021-09-07 20:00,17.539,17.539,16.268,固定止盈,2021-09-08 16:00,5,6.9028,2021
760,2021-09-02 00:00,2021-09-02 00:00,信号K触发,做多,47888.0,47617.36,0.565,853.69,49160.79,2021-09-02 00:00,3.241,2.658,1.423,保护性平仓,2021-09-02 00:00,0,-0.317,2021
761,2021-08-27 20:00,2021-08-27 20:00,信号K触发,做多,47795.13,47454.74,0.712,934.03,48444.0,2021-08-27 20:00,2.085,1.358,0.114,保护性平仓,2021-08-27 20:00,0,-0.2026,2021
762,2021-08-25 16:00,2021-08-26 12:00,挂单触发,做空,47600.0,47600.0,0.0,882.78,46600.0,2021-08-26 12:00,2.101,2.101,0.251,保护性平仓,2021-08-26 12:00,0,-0.2298,2021
763,2021-08-25 04:00,2021-08-25 04:00,信号K触发,做空,47750.05,48801.01,2.201,893.3,47600.0,2021-08-25 04:00,2.461,0.314,0.642,保护性平仓,2021-08-25 04:00,0,0.2109,2021
764,2021-08-24 20:00,2021-08-25 00:00,挂单触发,做空,48801.01,48801.01,0.0,893.3,47750.05,2021-08-25 00:00,2.154,2.154,0.329,保护性平仓,2021-08-25 00:00,0,-0.4024,2021
765,2021-08-23 08:00,2021-08-23 08:00,信号K触发,做多,49556.2,49500.0,0.113,896.48,50476.0,2021-08-23 08:00,1.972,1.856,0.158,保护性平仓,2021-08-23 08:00,0,-0.1,2021
766,2021-08-21 04:00,2021-08-21 04:00,信号K触发,做多,49178.31,47499.9,3.413,1010.56,49500.0,2021-08-21 04:00,4.211,0.654,2.04,成本线止损,2021-08-21 20:00,4,0.0,2021
767,2021-08-20 20:00,2021-08-20 20:00,信号K触发,做多,47499.9,47499.9,0.0,1010.56,48765.46,2021-08-20 20:00,2.664,2.664,0.526,保护性平仓,2021-08-20 20:00,0,0.2394,2021
768,2021-08-20 00:00,2021-08-20 04:00,挂单触发,做多,46050.0,46050.0,0.0,1007.03,47100.0,2021-08-20 04:00,2.28,2.28,0.091,保护性平仓,2021-08-20 04:00,0,-0.283,2021
769,2021-08-18 04:00,2021-08-18 08:00,挂单触发,做空,45240.0,45240.0,0.0,972.94,44227.32,2021-08-18 08:00,2.238,2.238,0.09,保护性平仓,2021-08-18 08:00,0,-0.839,2021
770,2021-08-13 12:00,2021-08-14 04:00,挂单触发,做多,46023.0,46023.0,0.0,1041.78,48300.0,2021-08-14 16:00,4.948,4.948,2.625,ATR止损,2021-08-14 16:00,3,-1.0,2021
771,2021-08-12 12:00,2021-08-12 20:00,挂单触发,做空,45363.45,45450.0,0.191,1091.21,43925.0,2021-08-12 20:00,3.355,3.171,0.978,保护性平仓,2021-08-12 20:00,0,0.1424,2021
772,2021-08-09 16:00,2021-08-09 20:00,挂单触发,做多,45197.89,45197.89,0.0,1133.36,46444.01,2021-08-09 20:00,2.757,2.757,0.243,保护性平仓,2021-08-09 20:00,0,-0.4051,2021
773,2021-08-07 00:00,2021-08-07 00:00,信号K触发,做多,42500.0,41350.0,2.706,1062.35,43400.0,2021-08-07 00:00,4.958,2.118,2.329,保护性平仓,2021-08-07 00:00,0,0.4704,2021
774,2021-08-06 20:00,2021-08-06 20:00,信号K触发,做多,41350.0,41350.0,0.0,1062.35,42500.0,2021-08-06 20:00,2.781,2.781,0.207,保护性平仓,2021-08-06 20:00,0,-0.1872,2021
775,2021-08-06 00:00,2021-08-06 00:00,信号K触发,做多,39975.32,39975.32,0.0,928.44,41350.0,2021-08-06 00:00,3.439,3.439,1.091,保护性平仓,2021-08-06 00:00,0,-0.2257,2021
776,2021-08-04 20:00,2021-08-05 00:00,挂单触发,做多,38700.0,38700.0,0.0,1019.45,39855.12,2021-08-05 00:00,2.985,2.985,0.342,保护性平仓,2021-08-05 00:00,0,0.0252,2021
777,2021-08-03 08:00,2021-08-03 12:00,挂单触发,做空,38658.0,39229.12,1.477,1078.46,37920.0,2021-08-03 12:00,3.337,1.909,0.605,保护性平仓,2021-08-03 12:00,0,-0.3888,2021
778,2021-08-02 04:00,2021-08-02 04:00,信号K触发,做空,40567.73,41091.77,1.292,1091.28,39350.4,2021-08-02 04:00,4.238,3.001,1.625,保护性平仓,2021-08-02 04:00,0,0.1409,2021
779,2021-07-31 04:00,2021-07-31 04:00,信号K触发,做多,40400.0,40400.0,0.0,1214.08,42316.6,2021-07-31 04:00,4.744,4.744,1.688,保护性平仓,2021-07-31 04:00,0,0.4853,2021
780,2021-07-26 08:00,2021-07-26 08:00,信号K触发,做多,35400.0,34780.0,1.751,602.88,48168.6,2021-07-26 08:00,38.495,36.069,36.135,固定止盈,2021-07-26 08:00,0,11.6917,2021
781,2021-07-26 04:00,2021-07-26 04:00,信号K触发,做多,34780.0,34780.0,0.0,602.88,35400.0,2021-07-26 04:00,1.783,1.783,0.048,保护性平仓,2021-07-26 04:00,0,-0.0203,2021
782,2021-07-21 16:00,2021-07-21 16:00,信号K触发,做多,30933.19,29978.0,3.088,611.35,34780.0,2021-07-25 16:00,16.018,12.436,13.7,KAMA跟踪(跌破KAMA),2021-07-25 20:00,25,5.7647,2021
783,2021-07-21 12:00,2021-07-21 12:00,信号K触发,做多,29978.0,29978.0,0.0,611.35,30933.19,2021-07-21 12:00,3.186,3.186,1.124,保护性平仓,2021-07-21 12:00,0,0.341,2021
784,2021-07-20 08:00,2021-07-20 08:00,信号K触发,做空,30358.77,30358.77,0.0,589.34,29452.53,2021-07-20 08:00,2.985,2.985,1.065,保护性平仓,2021-07-20 08:00,0,0.3164,2021
785,2021-07-19 20:00,2021-07-19 20:00,信号K触发,做空,31075.1,31075.1,0.0,599.94,30358.77,2021-07-19 20:00,2.305,2.305,0.382,保护性平仓,2021-07-19 20:00,0,-0.3298,2021
786,2021-07-15 20:00,2021-07-15 20:00,信号K触发,做空,31763.14,32273.0,1.605,660.03,31401.2,2021-07-15 20:00,2.701,1.139,0.67,保护性平仓,2021-07-15 20:00,0,-0.0916,2021
787,2021-07-12 20:00,2021-07-13 00:00,挂单触发,做空,33517.61,33645.94,0.383,638.98,32714.42,2021-07-13 00:00,2.769,2.396,0.886,保护性平仓,2021-07-13 00:00,0,0.2792,2021
788,2021-07-08 12:00,2021-07-08 12:00,信号K触发,做空,33046.7,34362.01,3.98,793.28,32066.0,2021-07-08 16:00,6.682,2.968,4.477,KAMA跟踪(跌破KAMA),2021-07-09 20:00,8,0.3248,2021
789,2021-07-08 08:00,2021-07-08 08:00,信号K触发,做空,33756.48,33925.0,0.499,806.46,33046.7,2021-07-08 08:00,2.589,2.103,0.217,保护性平仓,2021-07-08 08:00,0,-0.2042,2021
790,2021-07-04 12:00,2021-07-05 04:00,挂单触发,做多,34948.16,34948.16,0.0,884.59,35955.55,2021-07-05 04:00,2.883,2.883,0.343,保护性平仓,2021-07-05 04:00,0,-0.6247,2021
791,2021-07-01 12:00,2021-07-01 16:00,挂单触发,做空,34042.74,34042.74,0.0,1067.77,32968.0,2021-07-01 16:00,3.157,3.157,0.021,保护性平仓,2021-07-01 16:00,0,-0.6761,2021
792,2021-06-30 20:00,2021-06-30 20:00,信号K触发,做空,34401.0,35320.0,2.671,1166.61,34060.0,2021-06-30 20:00,3.567,0.991,0.273,保护性平仓,2021-06-30 20:00,0,-0.0328,2021
793,2021-06-29 16:00,2021-06-29 20:00,挂单触发,做多,35450.0,35136.14,0.885,1242.19,36422.5,2021-06-29 20:00,3.661,2.743,0.121,保护性平仓,2021-06-29 20:00,0,-0.1074,2021
794,2021-06-27 08:00,2021-06-28 04:00,挂单触发,做多,32720.52,32720.52,0.0,1276.89,35279.38,2021-06-28 12:00,7.82,7.82,3.771,成本线止损,2021-06-28 20:00,4,0.0,2021
795,2021-06-26 00:00,2021-06-26 00:00,信号K触发,做空,32330.56,33751.0,4.393,1289.38,31471.0,2021-06-26 00:00,6.755,2.659,3.052,保护性平仓,2021-06-26 00:00,0,0.2088,2021
796,2021-06-25 20:00,2021-06-25 20:00,信号K触发,做空,33248.62,33721.99,1.424,1270.1,32330.56,2021-06-25 20:00,4.126,2.761,0.374,保护性平仓,2021-06-25 20:00,0,-0.131,2021
797,2021-06-25 00:00,2021-06-25 00:00,信号K触发,做多,34588.0,33932.99,1.894,1323.67,35406.74,2021-06-25 00:00,4.343,2.367,0.426,保护性平仓,2021-06-25 00:00,0,-0.3155,2021
798,2021-06-23 08:00,2021-06-23 16:00,挂单触发,做多,33274.0,33240.0,0.102,1228.06,34500.0,2021-06-23 16:00,3.791,3.685,0.093,保护性平仓,2021-06-23 16:00,0,-0.4773,2021
799,2021-06-22 04:00,2021-06-22 20:00,挂单触发,做空,31666.0,31666.0,0.0,1169.74,28780.01,2021-06-22 20:00,9.114,9.114,5.628,保护性平仓,2021-06-22 20:00,0,-0.9741,2021
