signal_time,direction,breakthrough,atr,atr_pct,initial_stop,tp_price,exit_time,exit_price,final_return,r_value,max_excursion,mfe_r,duration_bars,duration_hours,exit_reason
2019-09-23 20:00,short,9878.51,117.27235847294669,0.01187146224207362,9995.782358472947,8693.0888,2019-09-25 00:00,8693.0888,0.12000000000000006,10.108274579243352,0.1248062713911308,10.513133836942613,7,28.0,take_profit
2019-10-23 04:00,short,8160.0,92.66302755000662,0.01135576318014787,8252.663027550007,7180.8,2019-10-24 00:00,7180.8,0.11999999999999998,10.567321464556766,0.12098529411764704,10.654087461876042,5,20.0,take_profit
2019-10-25 16:00,long,7495.81,111.27252470021129,0.014844629826557942,7384.53747529979,8395.307200000001,2019-10-25 20:00,8395.307200000001,0.12000000000000009,8.08373138313714,0.14259566344397734,9.605875330677836,1,4.0,take_profit
2019-10-26 00:00,long,8564.68,159.40567854194072,0.01861198299784005,8405.274321458059,9592.441600000002,2019-10-26 08:00,9592.441600000002,0.12000000000000019,6.447459145751766,0.21527949672375374,11.566714667036676,2,8.0,take_profit
2019-11-21 16:00,short,8037.5,96.50792843965642,0.012007207270874827,8134.007928439656,7073.0,2019-11-22 16:00,7668.966019804903,0.0458518171315828,3.8186912324569295,0.1390357698289269,11.579359520692023,6,24.0,kama_trail
2019-12-19 00:00,long,6868.29,117.62139795179112,0.017125281249305305,6750.668602048208,7692.484800000001,2019-12-24 00:00,7461.2379598165335,0.08633123525892668,5.0411572225961985,0.11978381809737214,6.994560635448321,30,120.0,kama_trail
2020-01-06 08:00,long,7495.0,93.0304245947721,0.012412331500303148,7401.969575405228,8394.400000000001,2020-01-08 08:00,8394.400000000001,0.12000000000000019,9.667804956471668,0.12987591727818545,10.463458639902862,12,48.0,take_profit
2020-02-25 20:00,short,9487.38,151.77071469189787,0.015997115609567434,9639.150714691898,8348.8944,2020-02-27 20:00,8873.346079474564,0.06472112643590064,4.045799756375626,0.10049982186862966,6.282371417540015,12,48.0,kama_trail
2020-03-08 00:00,short,9016.0,116.93589444584644,0.012969819703399117,9132.935894445847,7934.08,2020-03-09 12:00,7934.08,0.12000000000000001,9.252248893525522,0.14897404614019516,11.486207946372007,9,36.0,take_profit
2020-03-12 12:00,short,7575.0,194.49153726846941,0.02567545046448441,7769.491537268469,6666.0,2020-03-12 16:00,6666.0,0.12,4.673725205561246,0.31364092409240923,12.215595770218455,1,4.0,take_profit
2020-03-13 04:00,short,5199.17,317.3203256772762,0.06103288134015163,5516.490325677276,4575.2696000000005,2020-03-13 08:00,5516.490325677276,-0.06103288134015157,-0.9999999999999989,0.3033868867530779,4.970876027664929,1,4.0,atr_stop
2020-03-16 12:00,short,5169.6,416.8225644477941,0.08062955827294066,5586.422564447795,4549.2480000000005,2020-03-16 16:00,4549.2480000000005,0.11999999999999997,1.488287950106159,0.1462356855462706,1.8136734056169,1,4.0,take_profit
2020-03-19 16:00,long,5448.07,337.77714047191114,0.06199941272265429,5110.292859528088,6101.838400000001,2020-03-20 00:00,6101.838400000001,0.12000000000000016,1.9355022044612487,0.16701877912728735,2.693876793227422,2,8.0,take_profit
2020-03-28 04:00,short,6566.0,219.75573886642866,0.03346873878562727,6785.755738866429,5778.08,2020-03-30 12:00,6125.554758869065,0.06707968948080031,2.004249096760313,0.10904660371611331,3.258162920765392,14,56.0,kama_trail
2020-04-29 08:00,long,7780.0,108.75265495268924,0.013978490353816098,7671.247345047311,8713.6,2020-04-30 00:00,8713.6,0.12000000000000005,8.584618006853674,0.1553547557840617,11.113843616285084,4,16.0,take_profit
2020-05-10 08:00,short,9528.23,213.8625309054448,0.022445147829706545,9742.092530905444,8384.8424,2020-05-11 00:00,8384.8424,0.12000000000000001,5.346367103948316,0.13415188340331832,5.976876803001759,4,16.0,take_profit
2020-05-13 16:00,long,8981.0,275.2808373350594,0.03065146835932072,8705.71916266494,10058.720000000001,2020-05-15 08:00,9635.846999986627,0.07291470882826262,2.3788324909429726,0.10789444382585459,3.520041603261243,10,40.0,kama_trail
2020-07-26 00:00,long,9650.0,74.31087709246403,0.007700609025125806,9575.689122907535,10808.000000000002,2020-07-28 00:00,10808.000000000002,0.12000000000000019,15.58318304545266,0.1396103626943005,18.129781974227637,12,48.0,take_profit
2020-09-02 16:00,short,11730.02,135.03774649705588,0.011512149723278893,11865.057746497056,10322.4176,2020-09-04 04:00,10322.4176,0.11999999999999998,10.423769919995582,0.1559127776423229,13.543324347758377,9,36.0,take_profit
2020-10-19 20:00,long,11543.0,106.61355727112475,0.009236208721400394,11436.386442728875,12928.160000000002,2020-10-22 04:00,12928.160000000002,0.12000000000000015,12.992343895602843,0.14701550723382137,15.917300233069103,14,56.0,take_profit
2020-11-05 00:00,long,14070.0,248.53059005439732,0.017663865675507984,13821.469409945603,15758.400000000001,2020-11-06 04:00,15758.400000000001,0.1200000000000001,6.793529921730969,0.12132196162046908,6.868369803597935,7,28.0,take_profit
2020-11-16 12:00,long,16161.23,278.45367952770397,0.01722973310371203,15882.776320472296,18100.5776,2020-11-18 08:00,18100.5776,0.12000000000000006,6.964704518501617,0.12120178971526303,7.034455437336457,11,44.0,take_profit
2020-11-26 08:00,short,18509.12,425.10712400124635,0.02296744113179051,18934.227124001245,16288.025599999999,2020-11-27 00:00,16288.025599999999,0.12000000000000001,5.224787529068762,0.12578231704154488,5.476549012133641,4,16.0,take_profit
2020-11-28 20:00,long,17274.97,510.80575497853755,0.029569125444416835,16764.164245021464,19347.966400000005,2020-11-30 20:00,19347.966400000005,0.1200000000000002,4.058287088185027,0.15450272851414495,5.22513690181925,12,48.0,take_profit
2020-12-16 16:00,long,19549.99,284.9131540915923,0.014573570323646827,19265.07684590841,21895.988800000003,2020-12-17 08:00,21895.988800000003,0.12000000000000005,8.234083847339049,0.13667577323568955,9.378331472688044,4,16.0,take_profit
2020-12-25 04:00,long,23637.99,615.7526215624431,0.02604928005987155,23022.23737843756,26474.548800000004,2020-12-27 04:00,26474.548800000004,0.12000000000000009,4.606653225125325,0.13909854433477628,5.339822982250289,12,48.0,take_profit
2021-01-02 12:00,long,29668.86,726.4242409691241,0.02448440017476654,28942.435759030875,33229.1232,2021-01-03 00:00,33229.1232,0.12000000000000004,4.901079836281684,0.12845589618205752,5.246438355244794,3,12.0,take_profit
2021-01-04 12:00,short,32400.0,1083.5402240720564,0.0334425995083968,33483.54022407206,28512.0,2021-01-04 16:00,28512.0,0.12,3.588237809380526,0.1419753086419753,4.245343087230046,1,4.0,take_profit
2021-01-06 00:00,long,32900.0,1341.2452882685761,0.040767333989926324,31558.754711731424,36848.0,2021-01-07 04:00,36848.0,0.12,2.9435331736348567,0.12576018237082073,3.0848272394240026,7,28.0,take_profit
2021-01-10 16:00,short,39330.24,1658.715109041995,0.042174039849286325,40988.95510904199,34610.6112,2021-01-11 08:00,34610.6112,0.11999999999999997,2.845352269520147,0.14569552588542553,3.454625793641891,4,16.0,take_profit
2021-01-14 00:00,long,35584.79,2132.4123657646437,0.05992482647121547,33452.37763423536,39854.9648,2021-01-14 20:00,39854.9648,0.12000000000000001,2.00250892770864,0.12939798155335464,2.1593384440672545,5,20.0,take_profit
2021-01-20 08:00,short,35850.0,1434.6933266231956,0.040019339654761385,37284.69332662319,31548.0,2021-01-21 20:00,31548.0,0.12,2.9985502268457034,0.13437489539748954,3.3577489423042493,9,36.0,take_profit
2021-01-29 16:00,long,34380.0,1271.3546752646826,0.036979484446325844,33108.64532473532,38505.600000000006,2021-01-29 20:00,38505.600000000006,0.12000000000000018,3.2450425363332225,0.12394124490983126,3.351621764487461,1,4.0,take_profit
2021-02-02 16:00,long,34720.0,1254.2022483452483,0.03612333664588849,33465.797751654754,38886.4,2021-02-04 20:00,36750.46159124193,0.05848103661411095,1.6189267671309424,0.11846198156682028,3.2793754001211144,13,52.0,kama_trail
2021-02-08 20:00,long,39570.0,1128.594509006024,0.028521468511650848,38441.40549099397,44318.4,2021-02-09 00:00,44318.4,0.12000000000000004,4.207356993241101,0.1215567349001769,4.261938155481781,1,4.0,take_profit
2021-02-19 16:00,long,52388.99,1285.2063462798735,0.02453199319704147,51103.78365372012,58675.66880000001,2021-02-21 04:00,55503.79438905991,0.05945532427824844,2.4235831063828392,0.10135736535481983,4.131640040037326,9,36.0,kama_trail
2021-02-22 16:00,short,55200.0,1456.125134223048,0.026379078518533477,56656.125134223046,48576.0,2021-02-22 20:00,48576.0,0.12,4.549059585826325,0.1349380434782609,5.115343334811935,1,4.0,take_profit
