序号,信号时间,方向,信号收盘价,6K极值,回调基准,ATR,挂单价格,成交,取消原因,成交时间,成交价格,入场价,紧止损价,确认阈值,止盈价,加仓阈值,确认,出场时间,出场价,出场类型,持仓K数,R值,前3K
233,2020/11/30 08:00,做多,18574.47,18343.0,18239.76,437.7621051316384,18677.522105131637,是,,2020/11/30 12:00,18677.522105131637,18677.522105131637,18546.193473592146,18896.403157697456,22252.507199999996,18896.403157697456,否,2020/11/30 12:00,18618.0,弱突破平仓,0,-0.13596906729452493,是
234,2020/12/03 16:00,做多,19420.01,19365.0,19365.0,513.9940038002122,19878.994003800213,否,KAMA,,,,,,,,,2020/12/04 00:00,,挂单取消,0,,
235,2020/12/04 16:00,做空,18838.05,19100.0,19100.0,466.9734920085676,18633.02650799143,是,,2020/12/05 04:00,18633.02650799143,18633.02650799143,18773.118555594003,18399.539761987147,16808.0,18399.539761987147,否,2020/12/05 04:00,18664.2,弱突破平仓,0,-0.06675644879644949,是
236,2020/12/07 04:00,做多,19375.02,19355.0,19355.0,367.08401720802567,19722.084017208024,否,KAMA,,,,,,,,,2020/12/07 08:00,,挂单取消,0,,
237,2020/12/08 00:00,做空,18968.0,19023.94,19023.94,343.6075752827422,18680.332424717257,否,KAMA,,,,,,,,,2020/12/08 04:00,,挂单取消,0,,
238,2020/12/08 16:00,做空,18765.94,18908.66,18908.66,323.9609317401391,18584.699068259863,是,,2020/12/09 04:00,18584.699068259863,18584.699068259863,18681.887347781903,18422.718602389792,16639.6208,18422.718602389792,是,2020/12/10 04:00,18525.90022808357,止损,6,-0.5476011781864407,否
239,2020/12/11 16:00,做空,17646.4,17680.0,17916.0,362.1218767634002,17553.8781232366,否,3K跌破基准,,,,,,,,,2020/12/12 04:00,,挂单取消,0,,
240,2020/12/15 08:00,做多,19488.76,19355.35,19344.48,301.5149049069403,19645.99490490694,否,KAMA,,,,,,,,,2020/12/15 12:00,,挂单取消,0,,
241,2020/12/16 16:00,做多,19748.84,19549.99,19549.99,284.9131540915923,19834.903154091593,是,,2020/12/16 20:00,19834.903154091593,19834.903154091593,19749.429207864116,19977.35973113739,23850.987800000003,19977.35973113739,是,2020/12/17 16:00,23850.987800000003,止盈,5,25.022791484090334,否
242,2020/12/19 20:00,做多,23569.23,23256.86,23256.86,520.6103359413949,23777.470335941394,是,,2020/12/20 00:00,23777.470335941394,23777.470335941394,23621.287235158976,24037.775503912093,28373.3692,24037.775503912093,否,2020/12/20 00:00,23825.04,弱突破平仓,0,0.09137287674588447,是
243,2020/12/21 16:00,做空,22663.0,23076.25,23076.25,576.8901567932512,22499.35984320675,是,,2020/12/21 20:00,22499.35984320675,22499.35984320675,22672.426890244722,22210.914764810124,20307.1,22210.914764810124,是,2020/12/21 20:00,22672.426890244722,止损,0,-1.0000000000000009,是
244,2020/12/22 20:00,做多,23364.44,23330.0,23330.0,657.1394976560671,23987.139497656066,是,,2020/12/23 08:00,23987.139497656066,23987.139497656066,23789.997648359247,24315.7092464841,28462.6,24315.7092464841,否,2020/12/23 08:00,23709.99,弱突破平仓,0,-0.4217513916674029,是
245,2020/12/25 04:00,做多,23737.44,23637.99,23637.99,615.7526215624431,24253.742621562444,是,,2020/12/25 16:00,24253.742621562444,24253.742621562444,24069.01683509371,24561.618932343667,28838.3478,24561.618932343667,是,2020/12/25 16:00,23668.73,止损,0,-0.9999999999999983,是
246,2020/12/26 04:00,做多,24730.0,24718.0,24718.0,622.768437275855,25340.768437275856,是,,2020/12/26 20:00,25340.768437275856,25340.768437275856,25153.9379060931,25652.152655913782,30155.96,25652.152655913782,否,2020/12/26 20:00,25638.48,弱突破平仓,0,0.4780453614932841,是
247,2020/12/27 00:00,做多,25944.43,25690.0,25071.0,613.7496109094706,25684.74961090947,是,,2020/12/27 04:00,25946.99,25946.99,25762.86511672716,26253.864805454738,30586.62,25991.624416364204,是,2020/12/27 20:00,26775.196951366157,止损,4,1.649604145951387,否
248,2020/12/30 04:00,做多,27402.83,27188.0,27188.0,728.1948137987055,27916.194813798706,是,,2020/12/30 08:00,27916.194813798706,27916.194813798706,27697.736369659095,28280.29222069806,33169.36,28280.29222069806,否,2020/12/30 08:00,28110.62,弱突破平仓,0,0.2669961149366799,是
249,2020/12/31 00:00,做多,28806.81,28656.9,28656.9,766.2555365225501,29423.15553652255,否,KAMA,,,,,,,,,2020/12/31 20:00,,挂单取消,0,,
250,2021/01/02 12:00,做多,29777.33,29668.86,29668.86,726.4242409691241,30395.284240969126,是,,2021/01/02 20:00,30395.284240969126,30395.284240969126,30177.35696867839,30758.496361453686,36196.0092,30758.496361453686,是,2021/01/04 00:00,32791.96252945928,止损,7,2.8540220728090286,否
251,2021/01/04 12:00,做空,32186.58,32400.0,32472.0,1083.5402240720564,31388.459775927942,是,,2021/01/04 16:00,31388.459775927942,31388.459775927942,31713.52184314956,30846.689663891913,28575.36,30846.689663891917,是,2021/01/04 16:00,32187.38,止损,0,-1.0000000000000013,是
252,2021/01/06 00:00,做多,33747.0,32900.0,32900.0,1341.2452882685761,34241.245288268576,是,,2021/01/06 04:00,34241.245288268576,34241.245288268576,33838.871701788004,34911.86793240286,40138.0,34911.86793240286,否,2021/01/06 04:00,33999.52,弱突破平仓,0,-0.18022451999113742,是
253,2021/01/07 04:00,做多,36823.68,35948.66,35948.66,1380.1207512640142,37328.78075126402,是,,2021/01/07 08:00,37328.78075126402,37328.78075126402,36914.74452588482,38018.841126896026,43857.3652,38018.841126896026,否,2021/01/07 08:00,37555.54,弱突破平仓,0,0.16430391944204686,是
254,2021/01/08 16:00,做多,41399.98,40565.62,40565.62,1648.246095655465,42213.86609565547,否,KAMA,,,,,,,,,2021/01/09 04:00,,挂单取消,0,,
255,2021/01/10 16:00,做空,39233.99,39330.24,39330.24,1658.715109041995,37671.524890958004,否,KAMA,,,,,,,,,2021/01/10 20:00,,挂单取消,0,,
256,2021/01/11 00:00,做空,37531.91,38500.0,39850.0,1690.9092609104002,38159.0907390896,是,,2021/01/11 04:00,37533.15,37533.15,38040.422778273125,36687.6953695448,35068.0,37313.6361086344,否,2021/01/11 04:00,38221.67,弱突破平仓,0,-0.4071892063736712,是
257,2021/01/12 12:00,做多,36452.84,36399.99,36399.99,2287.094193410614,38687.084193410614,否,KAMA,,,,,,,,,2021/01/12 16:00,,挂单取消,0,,
258,2021/01/14 00:00,做多,36035.43,35584.79,35584.79,2132.4123657646437,37717.20236576464,是,,2021/01/14 04:00,37717.20236576464,37717.20236576464,37077.47865603525,38783.40854864696,43413.4438,38783.40854864697,否,2021/01/14 04:00,37421.07,弱突破平仓,0,-0.13887199798640026,是
259,2021/01/15 20:00,做空,35691.31,37630.0,37760.0,1833.0543822419877,35926.945617758014,是,,2021/01/16 00:00,35692.45,35692.45,36242.366314672596,34775.922808879004,33228.8,35010.41842663702,否,2021/01/16 00:00,35255.64,弱突破平仓,0,0.2382962580006712,是
260,2021/01/17 12:00,做空,34787.55,35366.0,35528.72,1768.0580423714553,33760.661957628545,否,3K跌破基准,,,,,,,,,2021/01/18 04:00,,挂单取消,0,,
261,2021/01/20 08:00,做空,35097.16,35850.0,36210.0,1434.6933266231956,34775.30667337681,是,,2021/01/20 12:00,34775.30667337681,34775.30667337681,35205.71467136376,34057.96001006521,31864.8,34057.96001006521,否,2021/01/20 12:00,35679.08,弱突破平仓,0,-0.6299418209119196,是
262,2021/01/21 16:00,做空,32247.3,33403.0,33403.0,1423.8854626276254,31979.114537372374,是,,2021/01/21 20:00,31979.114537372374,31979.114537372374,32406.28017616066,31267.171806058563,29394.64,31267.171806058563,否,2021/01/21 20:00,31422.1,弱突破平仓,0,0.3911933592920218,是
263,2021/01/23 00:00,做多,33608.99,32749.0,32749.0,1570.8875027101683,34319.88750271017,否,KAMA,,,,,,,,,2021/01/23 04:00,,挂单取消,0,,
264,2021/01/25 00:00,做空,31293.67,31612.77,31612.77,1307.6565466733796,30305.11345332662,否,KAMA,,,,,,,,,2021/01/25 08:00,,挂单取消,0,,
265,2021/01/25 20:00,做多,34507.81,33863.09,32980.0,1260.66886513169,34240.66886513169,是,,2021/01/26 00:00,34509.01,34509.01,34130.809340460495,35139.34443256585,40235.6,34871.003297697534,否,2021/01/26 00:00,33441.32,弱突破平仓,0,-0.846923430514381,是
266,2021/01/26 08:00,做空,31520.68,31921.47,32185.0,1302.2506682422822,30882.749331757717,是,,2021/01/26 20:00,30882.749331757717,30882.749331757717,31273.4245322304,30231.623997636576,28322.8,30231.623997636576,否,2021/01/26 20:00,31764.99,弱突破平仓,0,-0.6774737688812953,是
267,2021/01/27 16:00,做空,30647.15,30810.0,30810.0,1226.2759917650876,29583.724008234913,是,,2021/01/27 20:00,29583.724008234913,29583.724008234913,29951.60680576444,28970.586012352367,27112.8,28970.586012352367,是,2021/01/27 20:00,30647.15,止损,0,-0.9999999999999998,是
268,2021/01/31 20:00,做空,32875.93,33239.24,33505.0,1413.6867424886163,32091.313257511385,否,KAMA,,,,,,,,,2021/02/01 08:00,,挂单取消,0,,
269,2021/02/02 16:00,做多,34821.61,34720.0,34720.0,1254.2022483452483,35974.202248345246,是,,2021/02/03 04:00,35974.202248345246,35974.202248345246,35597.94157384167,36601.30337251787,42358.4,36601.303372517876,否,2021/02/03 04:00,35504.06,弱突破平仓,0,-0.3748536162852025,是
270,2021/02/05 20:00,做多,38006.64,37867.1,37859.33,1103.8201454661923,38963.15014546619,是,,2021/02/06 08:00,38963.15014546619,38963.15014546619,38632.00410182634,39515.06021819929,46188.382600000004,39515.06021819929,否,2021/02/06 08:00,39441.31,弱突破平仓,0,0.4331863814026129,是
271,2021/02/06 16:00,做多,40264.34,39800.0,38411.82,1078.5853521183415,39490.40535211834,是,,2021/02/06 20:00,40262.0,40262.0,39938.4243943645,40801.29267605917,46862.420399999995,40029.69802817751,是,2021/02/07 08:00,39249.53,止损,3,-3.4279623700974646,是
272,2021/02/08 20:00,做多,43785.81,39570.0,39350.0,1128.594509006024,40478.59450900603,是,,2021/02/09 00:00,43785.81,43785.81,43447.23164729819,44350.10725450301,48007.0,41042.89176350903,否,2021/02/09 00:00,43147.2,弱突破平仓,0,-0.5658453899110649,是
273,2021/02/10 20:00,做空,44397.24,45057.65,45057.65,1547.282338946112,43510.36766105389,否,KAMA,,,,,,,,,2021/02/11 08:00,,挂单取消,0,,
274,2021/02/11 20:00,做多,48070.75,46685.95,46685.95,1597.5881517204753,48283.53815172047,是,,2021/02/12 00:00,48283.53815172047,48283.53815172047,47804.26170620433,49082.33222758071,56956.859,49082.33222758071,否,2021/02/12 00:00,47846.5,弱突破平仓,0,-0.2735612124124844,是
275,2021/02/14 12:00,做多,48823.85,48047.94,48047.94,1383.4236709533925,49431.3636709534,是,,2021/02/14 16:00,49431.3636709534,49431.3636709534,49016.33656966738,50123.07550643009,58618.4868,50123.07550643009,否,2021/02/14 16:00,49144.99,弱突破平仓,0,-0.2070035933070619,是
276,2021/02/16 08:00,做多,49716.6,49100.0,49100.0,1362.6458310968424,50462.645831096845,是,,2021/02/16 20:00,50462.645831096845,50462.645831096845,50053.85208176779,51143.96874664527,59902.0,51143.96874664527,是,2021/02/16 20:00,49013.85,止损,0,-1.063222590957959,是
277,2021/02/17 12:00,做多,51181.48,50953.44,50953.44,1453.7125470790274,52407.15254707903,是,,2021/02/18 00:00,52407.15254707903,52407.15254707903,51971.03878295532,53134.00882061855,62163.1968,53134.00882061855,是,2021/02/18 00:00,51271.2,止损,0,-0.9999999999999997,是
278,2021/02/19 16:00,做多,52832.04,52388.99,52388.99,1285.2063462798735,53674.196346279874,是,,2021/02/19 20:00,53674.196346279874,53674.196346279874,53288.63444239591,54316.79951941981,63914.5678,54316.79951941981,否,2021/02/19 20:00,53944.7,弱突破平仓,0,0.21047488172083517,是
279,2021/02/20 00:00,做多,55146.04,53980.0,52300.0,1301.3725025175856,53601.37250251759,是,,2021/02/20 04:00,55139.73,55139.73,54749.31824924473,55790.41625125879,63806.0,54252.05875377638,是,2021/02/21 04:00,55503.79438905991,止损,6,0.02432722226616829,否
280,2021/02/22 00:00,做多,58181.35,58011.57,57536.1,1451.3900723266984,58987.4900723267,否,KAMA,,,,,,,,,2021/02/22 08:00,,挂单取消,0,,
281,2021/02/22 16:00,做空,54606.16,55200.0,55917.51,1456.125134223048,54461.384865776956,是,,2021/02/22 20:00,54461.384865776956,54461.384865776956,54898.22240604387,53733.32229866543,49207.408800000005,53733.32229866543,是,2021/02/22 20:00,49207.408800000005,止盈,0,3.608189943497089,是
282,2021/02/23 16:00,做空,46377.07,47751.42,47751.42,2001.467682386977,45749.952317613024,是,,2021/02/24 00:00,45749.952317613024,45749.952317613024,46350.39262232912,44749.21847641953,42021.249599999996,44749.21847641953,是,2021/02/24 00:00,48632.45,止损,0,-1.4401919690001028,是
283,2021/02/26 04:00,做空,47089.37,48015.9,48015.9,2199.3268154454913,45816.57318455451,是,,2021/02/26 12:00,45816.57318455451,45816.57318455451,46476.37122918815,44716.909776831766,42253.992,44716.909776831766,否,2021/02/26 12:00,44970.77,弱突破平仓,0,0.3845736698223214,是
284,2021/02/28 08:00,做空,44646.33,44926.77,46192.05,2098.51329322321,44093.536706776795,是,,2021/02/28 12:00,44093.536706776795,44093.536706776795,44723.090694743754,43044.28006016519,40649.004,43044.28006016519,否,2021/02/28 12:00,44426.62,弱突破平仓,0,-0.15872346117551098,是
285,2021/03/01 16:00,做多,47720.0,46836.16,45573.2,1966.1257355434013,47539.325735543396,是,,2021/03/01 20:00,47720.01,47720.01,47130.172279336985,48703.072867771705,55599.304,48522.3886033151,是,2021/03/03 00:00,47994.766620927934,止损,7,-0.6729868462753369,否
286,2021/03/03 12:00,做多,49769.54,49714.72,49714.72,1712.4363873674592,51427.15638736746,是,,2021/03/03 16:00,51427.15638736746,51427.15638736746,50913.42547115722,52283.37458105119,60651.9584,52283.37458105119,否,2021/03/03 16:00,51721.4,弱突破平仓,0,0.1718274703826423,是
287,2021/03/07 08:00,做多,49582.55,49253.63,49174.0,1536.9300730573225,50710.93007305732,是,,2021/03/07 16:00,50710.93007305732,50710.93007305732,50249.851051140125,51479.39510958598,59992.28,51479.39510958598,否,2021/03/07 16:00,50745.34,弱突破平仓,0,0.02238873943966998,是
288,2021/03/09 04:00,做多,52429.43,51870.36,51870.36,1407.3070673521556,53277.66706735216,是,,2021/03/09 08:00,53277.66706735216,53277.66706735216,52855.47494714651,53981.32060102824,63281.8392,53981.32060102823,否,2021/03/09 08:00,53877.22,弱突破平仓,0,0.4260285097380346,是
289,2021/03/10 20:00,做多,56373.52,55890.0,55890.0,1411.6906944699085,57301.69069446991,是,,2021/03/11 00:00,57301.69069446991,57301.69069446991,56878.18348612893,58007.536041704865,68185.8,58007.536041704865,否,2021/03/11 00:00,56831.08,弱突破平仓,0,-0.33336671858322386,是
290,2021/03/12 04:00,做多,57844.52,57838.43,57317.0,1454.2802250521288,58771.28022505213,否,3K跌破基准,,,,,,,,,2021/03/12 16:00,,挂单取消,0,,
