序号,信号时间,方向,3K极值,入场基准,成交价,基准类型,ATR,ATR%,是否成交,是否确认,初始止损,止盈目标,出场时间,出场价,持仓K数,R值,出场原因,是否加仓,加仓价,MFE%,MAE%,年份
1,2026-08-23 12:00,做空,76772.0,76772.0,76772.0,回退3K极值,981.19,1.278,成交,确认,77753.19,67559.36,2026-08-23 20:00,77038.9,2,-0.272,未平仓,否,,1.05,-0.69,2026
2,2026-08-23 00:00,做空,77081.7,77081.7,77081.7,回退3K极值,1069.96,1.388,成交,弱突破,,,2026-08-23 00:00,77068.2,0,0.013,弱突破平仓,否,,0.0,0.0,2026
3,2026-08-19 20:00,做多,64705.7,64705.7,64705.7,回调基准,396.31,0.612,成交,确认,64309.39,78940.95,2026-08-21 16:00,78940.95,11,62.507,止盈,是,68404.1,22.95,4.79,2026
4,2026-08-17 20:00,做多,63753.0,63753.0,63753.0,回退3K极值,356.63,0.559,成交,确认,63396.37,77778.66,2026-08-19 08:00,64315.38,9,1.048,KAMA跟踪止损,是,64504.1,2.05,0.3,2026
5,2026-08-17 08:00,做多,63370.0,63370.0,63370.0,回退3K极值,330.47,0.521,成交,弱突破,,,2026-08-17 08:00,63409.8,0,0.12,弱突破平仓,否,,0.0,0.0,2026
6,2026-08-17 04:00,做空,62928.5,62928.5,62928.5,回调基准,324.91,0.516,成交,弱突破,,,2026-08-17 04:00,62876.0,0,0.162,弱突破平仓,否,,0.0,0.0,2026
7,2026-08-14 16:00,做空,62888.0,62888.0,62888.0,回退3K极值,463.88,0.738,成交,弱突破,,,2026-08-14 16:00,62837.4,0,0.109,弱突破平仓,否,,0.0,0.0,2026
8,2026-08-13 12:00,做多,63694.9,63694.9,63694.9,回退3K极值,450.95,0.708,成交,弱突破,,,2026-08-13 12:00,63833.0,0,0.306,弱突破平仓,否,,0.0,0.0,2026
9,2026-08-12 16:00,做多,63886.0,63886.0,63886.0,回退3K极值,436.32,0.683,成交,确认,63449.68,77940.92,2026-08-12 20:00,63449.68,1,-1.0,前3K止损,否,,0.88,-0.93,2026
10,2026-08-11 20:00,做空,63820.0,63820.0,63820.0,回退3K极值,428.46,0.671,成交,确认,64248.46,56161.6,2026-08-12 12:00,63820.0,4,0.0,KAMA跟踪止损,否,,0.95,-0.1,2026
11,2026-08-11 16:00,做多,64189.3,64189.3,64189.3,回调基准,431.56,0.672,成交,弱突破,,,2026-08-11 16:00,64358.3,0,0.392,弱突破平仓,否,,0.0,0.0,2026
12,2026-08-11 00:00,做空,64171.8,64171.8,64171.8,回退3K极值,449.02,0.7,成交,弱突破,,,2026-08-11 00:00,64017.2,0,0.344,弱突破平仓,否,,0.0,0.0,2026
13,2026-08-07 16:00,做多,64524.8,64524.8,64524.8,回退3K极值,539.87,0.837,成交,确认,63984.93,78720.26,2026-08-10 20:00,64730.54,19,0.381,KAMA跟踪止损,否,,1.48,-0.55,2026
14,2026-08-06 00:00,做多,64728.5,64728.5,64728.5,回退3K极值,593.51,0.917,成交,弱突破,,,2026-08-06 00:00,64805.7,0,0.13,弱突破平仓,否,,0.0,0.0,2026
15,2026-08-03 20:00,做多,63575.6,63575.6,63575.6,回调基准,551.74,0.868,成交,弱突破,,,2026-08-03 20:00,63659.5,0,0.152,弱突破平仓,否,,0.0,0.0,2026
16,2026-08-03 12:00,做空,62745.0,62745.0,62745.0,回退3K极值,555.27,0.885,成交,弱突破,,,2026-08-03 12:00,62591.0,0,0.277,弱突破平仓,否,,0.0,0.0,2026
17,2026-08-03 08:00,做空,62974.4,62974.4,62974.4,回调基准,540.78,0.859,成交,弱突破,,,2026-08-03 08:00,62839.7,0,0.249,弱突破平仓,否,,0.0,0.0,2026
18,2026-07-31 20:00,做空,63577.0,63577.0,63577.0,回退3K极值,647.9,1.019,成交,确认,64224.9,55947.76,2026-08-02 08:00,63165.51,9,-0.389,KAMA跟踪止损,是,62502.1,2.12,0.06,2026
19,2026-07-31 16:00,做空,63835.6,63835.6,63835.6,回退3K极值,660.67,1.035,成交,弱突破,,,2026-07-31 16:00,63779.4,0,0.085,弱突破平仓,否,,0.0,0.0,2026
20,2026-07-31 12:00,做空,64138.0,64138.0,64138.0,回退3K极值,661.7,1.032,成交,弱突破,,,2026-07-31 12:00,63909.1,0,0.346,弱突破平仓,否,,0.0,0.0,2026
21,2026-07-30 16:00,做多,64393.0,64393.0,64393.0,回退3K极值,649.62,1.009,成交,确认,63743.38,78559.46,2026-07-31 08:00,64412.84,4,0.031,KAMA跟踪止损,否,,1.55,-0.4,2026
22,2026-07-30 00:00,做空,63569.5,63569.5,63569.5,回调基准,620.39,0.976,成交,弱突破,,,2026-07-30 00:00,63564.1,0,0.009,弱突破平仓,否,,0.0,0.0,2026
23,2026-07-28 04:00,做空,64374.4,64374.4,64374.4,回退3K极值,529.13,0.822,成交,确认,64903.53,56649.47,2026-07-29 12:00,64374.4,8,-2.011,KAMA跟踪止损,是,63310.1,2.66,-0.26,2026
24,2026-07-27 04:00,做多,64909.0,64909.0,64909.0,回退3K极值,462.9,0.713,成交,确认,64446.1,79188.98,2026-07-27 20:00,64938.45,4,0.064,KAMA跟踪止损,否,,1.25,-0.82,2026
25,2026-07-24 20:00,做空,64733.2,64733.2,64733.2,回调基准,597.19,0.923,成交,确认,65330.39,56965.22,2026-07-26 20:00,64558.3,12,0.293,KAMA跟踪止损,否,,1.5,-0.13,2026
26,2026-07-23 20:00,做空,65313.7,65313.7,65313.7,回退3K极值,603.4,0.924,成交,确认,65917.1,57476.06,2026-07-24 12:00,65313.7,4,0.0,KAMA跟踪止损,否,,1.04,-0.71,2026
27,2026-07-23 12:00,做空,65548.0,65548.0,65548.0,回退3K极值,622.66,0.95,成交,弱突破,,,2026-07-23 12:00,65405.3,0,0.229,弱突破平仓,否,,0.0,0.0,2026
28,2026-07-20 20:00,做多,65084.6,65084.6,65084.6,回调基准,615.13,0.945,成交,确认,64469.47,79403.21,2026-07-22 20:00,65611.39,12,-0.047,KAMA跟踪止损,是,66166.9,2.83,-0.11,2026
29,2026-07-20 12:00,做空,64262.9,64262.9,64262.9,回调基准,557.36,0.867,成交,弱突破,,,2026-07-20 12:00,64250.0,0,0.023,弱突破平仓,否,,0.0,0.0,2026
30,2026-07-19 16:00,做空,64467.2,64467.2,64467.2,回调基准,575.45,0.893,成交,弱突破,,,2026-07-19 16:00,64445.7,0,0.037,弱突破平仓,否,,0.0,0.0,2026
31,2026-07-19 04:00,做多,64666.0,64666.0,64666.0,回退3K极值,619.86,0.959,成交,弱突破,,,2026-07-19 04:00,64806.7,0,0.227,弱突破平仓,否,,0.0,0.0,2026
32,2026-07-19 00:00,做多,64237.7,64237.7,64237.7,回退3K极值,620.3,0.966,成交,弱突破,,,2026-07-19 00:00,64526.3,0,0.465,弱突破平仓,否,,0.0,0.0,2026
33,2026-07-18 20:00,做多,64073.2,64073.2,64073.2,回退3K极值,636.5,0.993,成交,弱突破,,,2026-07-18 20:00,64090.0,0,0.026,弱突破平仓,否,,0.0,0.0,2026
34,2026-07-17 12:00,做空,63358.0,63358.0,63358.0,回退3K极值,695.71,1.098,成交,确认,64053.71,55755.04,2026-07-18 00:00,64053.71,3,-1.0,前3K止损,否,,1.35,-1.58,2026
35,2026-07-17 08:00,做空,63712.6,63712.6,63712.6,回退3K极值,696.35,1.093,成交,弱突破,,,2026-07-17 08:00,63538.1,0,0.251,弱突破平仓,否,,0.0,0.0,2026
36,2026-07-17 04:00,做空,63833.0,63833.0,63833.0,回退3K极值,704.72,1.104,成交,弱突破,,,2026-07-17 04:00,63801.0,0,0.045,弱突破平仓,否,,0.0,0.0,2026
37,2026-07-16 12:00,做空,64362.2,64362.2,64362.2,回退3K极值,681.15,1.058,成交,弱突破,,,2026-07-16 12:00,64200.0,0,0.238,弱突破平仓,否,,0.0,0.0,2026
38,2026-07-15 20:00,做多,65260.0,65260.0,65260.0,回退3K极值,692.72,1.061,成交,弱突破,,,2026-07-15 20:00,65391.6,0,0.19,弱突破平仓,否,,0.0,0.0,2026
39,2026-07-15 04:00,做多,64950.0,64950.0,64950.0,回退3K极值,709.04,1.092,成交,弱突破,,,2026-07-15 04:00,65014.7,0,0.091,弱突破平仓,否,,0.0,0.0,2026
40,2026-07-13 08:00,做空,63634.1,63634.1,63634.1,回退3K极值,625.17,0.982,成交,确认,64259.27,55998.01,2026-07-14 20:00,62900.63,9,0.687,KAMA跟踪止损,是,62596.6,2.87,-2.07,2026
41,2026-07-10 08:00,做多,63484.9,63484.9,63484.9,回退3K极值,819.67,1.291,成交,确认,62665.23,77451.58,2026-07-11 20:00,63776.54,9,0.356,KAMA跟踪止损,否,,1.88,0.21,2026
42,2026-07-09 12:00,做多,62620.2,62620.2,62620.2,回退3K极值,830.8,1.327,成交,弱突破,,,2026-07-09 12:00,62973.7,0,0.425,弱突破平仓,否,,0.0,0.0,2026
43,2026-07-08 20:00,做空,61708.2,61708.2,61708.2,回退3K极值,852.65,1.382,成交,弱突破,,,2026-07-08 20:00,61674.5,0,0.04,弱突破平仓,否,,0.0,0.0,2026
44,2026-07-08 16:00,做空,62434.9,62434.9,62434.9,回退3K极值,833.66,1.335,成交,弱突破,,,2026-07-08 16:00,62270.0,0,0.198,弱突破平仓,否,,0.0,0.0,2026
45,2026-07-07 12:00,做空,63122.0,63122.0,63122.0,回退3K极值,829.49,1.314,成交,弱突破,,,2026-07-07 12:00,63062.6,0,0.072,弱突破平仓,否,,0.0,0.0,2026
46,2026-07-07 04:00,做多,63977.9,63977.9,63977.9,回退3K极值,794.37,1.242,成交,弱突破,,,2026-07-07 04:00,64023.6,0,0.058,弱突破平仓,否,,0.0,0.0,2026
47,2026-07-07 00:00,做多,63531.1,63531.1,63531.1,回退3K极值,803.49,1.265,成交,弱突破,,,2026-07-07 00:00,63709.8,0,0.222,弱突破平仓,否,,0.0,0.0,2026
48,2026-07-06 04:00,做多,63084.0,63084.0,63084.0,回调基准,698.83,1.108,成交,确认,62385.17,76962.48,2026-07-06 20:00,63084.0,4,0.0,KAMA跟踪止损,否,,1.29,-2.83,2026
49,2026-07-01 20:00,做多,59444.5,59444.5,59444.5,回退3K极值,862.07,1.45,成交,确认,58582.43,72522.29,2026-07-05 08:00,62594.59,21,5.466,KAMA跟踪止损,是,61032.9,6.74,0.19,2026
50,2026-06-30 20:00,做空,59100.0,59100.0,59100.0,回退3K极值,861.88,1.458,成交,确认,59961.88,52008.0,2026-07-01 12:00,59100.0,4,0.0,KAMA跟踪止损,否,,2.27,-0.58,2026
51,2026-06-30 16:00,做空,59329.2,59329.2,59329.2,回退3K极值,884.47,1.491,成交,弱突破,,,2026-06-30 16:00,59162.3,0,0.189,弱突破平仓,否,,0.0,0.0,2026
52,2026-06-30 12:00,做空,59562.6,59562.6,59562.6,回调基准,911.56,1.53,成交,弱突破,,,2026-06-30 12:00,59497.7,0,0.071,弱突破平仓,否,,0.0,0.0,2026
53,2026-06-29 00:00,做空,59714.8,59714.8,59714.8,回调基准,892.71,1.495,成交,弱突破,,,2026-06-29 00:00,59451.4,0,0.295,弱突破平仓,否,,0.0,0.0,2026
54,2026-06-28 04:00,做空,60050.0,60050.0,60050.0,回退3K极值,994.93,1.657,成交,弱突破,,,2026-06-28 04:00,60000.3,0,0.05,弱突破平仓,否,,0.0,0.0,2026
55,2026-06-27 20:00,做多,60557.8,60557.8,60557.8,回退3K极值,1021.14,1.686,成交,弱突破,,,2026-06-27 20:00,60817.2,0,0.254,弱突破平仓,否,,0.0,0.0,2026
56,2026-06-25 20:00,做空,60648.0,60648.0,60648.0,回调基准,922.29,1.521,成交,确认,61570.29,53370.24,2026-06-26 12:00,60648.0,4,0.0,KAMA跟踪止损,否,,3.89,-0.14,2026
57,2026-06-24 20:00,做空,62272.1,62272.1,62272.1,回退3K极值,775.53,1.245,成交,确认,63047.63,54799.45,2026-06-25 12:00,61592.38,4,-1.275,KAMA跟踪止损,是,59923.8,5.16,0.55,2026
58,2026-06-23 12:00,做空,63758.3,63758.3,63758.3,回退3K极值,746.67,1.171,成交,确认,64504.97,56107.3,2026-06-24 16:00,63194.02,7,-0.203,KAMA跟踪止损,是,62478.5,2.96,0.86,2026
59,2026-06-23 04:00,做空,64014.9,64014.9,64014.9,回调基准,756.48,1.182,成交,弱突破,,,2026-06-23 04:00,63990.2,0,0.033,弱突破平仓,否,,0.0,0.0,2026
60,2026-06-22 20:00,做多,64788.0,64788.0,64788.0,回调基准,749.87,1.157,成交,弱突破,,,2026-06-22 20:00,64808.0,0,0.027,弱突破平仓,否,,0.0,0.0,2026
61,2026-06-22 04:00,做空,63871.3,63871.3,63871.3,回调基准,706.33,1.106,成交,确认,64577.63,56206.74,2026-06-22 08:00,64577.63,1,-1.0,前3K止损,否,,0.92,-1.44,2026
62,2026-06-21 08:00,做多,64370.9,64370.9,64370.9,回调基准,791.88,1.23,成交,弱突破,,,2026-06-21 08:00,64398.8,0,0.035,弱突破平仓,否,,0.0,0.0,2026
63,2026-06-20 20:00,做多,63894.0,63894.0,63894.0,回退3K极值,802.08,1.255,成交,弱突破,,,2026-06-20 20:00,64139.5,0,0.306,弱突破平仓,否,,0.0,0.0,2026
64,2026-06-18 20:00,做空,63660.1,63660.1,63660.1,回退3K极值,876.51,1.377,成交,确认,64536.61,56020.89,2026-06-20 08:00,63660.1,9,0.0,KAMA跟踪止损,否,,2.24,-0.15,2026
65,2026-06-17 16:00,做空,65200.0,65200.0,65200.0,回退3K极值,804.47,1.234,成交,确认,66004.47,57376.0,2026-06-18 00:00,66004.47,2,-1.0,前3K止损,否,,1.82,-1.87,2026
66,2026-06-15 04:00,做多,64640.6,64640.6,64640.6,回调基准,768.64,1.189,成交,确认,63871.96,78861.53,2026-06-16 20:00,65625.5,10,0.931,KAMA跟踪止损,是,65894.7,4.05,1.04,2026
67,2026-06-15 00:00,做空,63830.0,63830.0,63830.0,回退3K极值,781.02,1.224,成交,弱突破,,,2026-06-15 00:00,63777.3,0,0.067,弱突破平仓,否,,0.0,0.0,2026
68,2026-06-14 20:00,做空,64186.5,64186.5,64186.5,回退3K极值,785.22,1.223,成交,弱突破,,,2026-06-14 20:00,63995.2,0,0.244,弱突破平仓,否,,0.0,0.0,2026
69,2026-06-14 04:00,做多,64323.0,64323.0,64323.0,回退3K极值,873.89,1.359,成交,弱突破,,,2026-06-14 04:00,64418.2,0,0.109,弱突破平仓,否,,0.0,0.0,2026
70,2026-06-13 20:00,做多,63949.9,63949.9,63949.9,回退3K极值,920.98,1.44,成交,弱突破,,,2026-06-13 20:00,64265.0,0,0.342,弱突破平仓,否,,0.0,0.0,2026
71,2026-06-13 16:00,做多,63879.0,63879.0,63879.0,回退3K极值,955.41,1.496,成交,弱突破,,,2026-06-13 16:00,63936.1,0,0.06,弱突破平仓,否,,0.0,0.0,2026
72,2026-06-12 00:00,做多,63235.9,63235.9,63235.9,回退3K极值,1104.02,1.746,成交,弱突破,,,2026-06-12 00:00,63567.6,0,0.3,弱突破平仓,否,,0.0,0.0,2026
73,2026-06-11 16:00,做多,62993.4,62993.4,62993.4,回退3K极值,1153.42,1.831,成交,弱突破,,,2026-06-11 16:00,63078.0,0,0.073,弱突破平仓,否,,0.0,0.0,2026
74,2026-06-09 20:00,做空,62381.2,62381.2,62381.2,回调基准,1203.28,1.929,成交,确认,63584.48,54895.46,2026-06-10 20:00,62137.32,6,0.203,KAMA跟踪止损,否,,2.71,-0.74,2026
75,2026-06-08 04:00,做多,62942.4,62942.4,62942.4,回调基准,1273.73,2.024,成交,弱突破,,,2026-06-08 04:00,63298.5,0,0.28,弱突破平仓,否,,0.0,0.0,2026
76,2026-06-08 00:00,做空,61447.2,61447.2,61447.2,回调基准,1278.83,2.081,成交,弱突破,,,2026-06-08 00:00,61303.8,0,0.112,弱突破平仓,否,,0.0,0.0,2026
77,2026-06-07 16:00,做多,62380.0,62380.0,62380.0,回退3K极值,1317.41,2.112,成交,弱突破,,,2026-06-07 16:00,62598.8,0,0.166,弱突破平仓,否,,0.0,0.0,2026
78,2026-06-04 04:00,做空,65199.0,65199.0,65199.0,回退3K极值,1069.29,1.64,成交,确认,66268.29,57375.12,2026-06-07 12:00,61889.77,20,4.658,KAMA跟踪止损,是,63561.7,9.39,0.7,2026
79,2026-06-04 00:00,做空,65791.4,65791.4,65791.4,回调基准,1064.5,1.618,成交,弱突破,,,2026-06-04 00:00,65428.6,0,0.341,弱突破平仓,否,,0.0,0.0,2026
80,2026-06-01 12:00,做空,73171.0,73171.0,73171.0,回退3K极值,673.03,0.92,成交,确认,73844.03,64390.48,2026-06-03 12:00,67343.88,12,14.238,KAMA跟踪止损,是,71099.4,10.68,0.12,2026
81,2026-05-31 20:00,做空,73701.0,73701.0,73701.0,回退3K极值,677.52,0.919,成交,弱突破,,,2026-05-31 20:00,73613.5,0,0.129,弱突破平仓,否,,0.0,0.0,2026
82,2026-05-30 20:00,做多,73757.9,73757.9,73757.9,回调基准,786.82,1.067,成交,弱突破,,,2026-05-30 20:00,73888.0,0,0.165,弱突破平仓,否,,0.0,0.0,2026
83,2026-05-28 08:00,做空,74210.0,74210.0,74210.0,回退3K极值,803.41,1.083,成交,确认,75013.41,65304.8,2026-05-29 04:00,73833.6,5,-0.695,KAMA跟踪止损,是,72899.1,2.23,0.37,2026
84,2026-05-28 04:00,做空,74632.0,74632.0,74632.0,回退3K极值,783.54,1.05,成交,弱突破,,,2026-05-28 04:00,74418.1,0,0.273,弱突破平仓,否,,0.0,0.0,2026
85,2026-05-27 08:00,做空,75641.2,75641.2,75641.2,回退3K极值,790.74,1.045,成交,弱突破,,,2026-05-27 08:00,75635.6,0,0.007,弱突破平仓,否,,0.0,0.0,2026
86,2026-05-27 00:00,做空,76234.7,76234.7,76234.7,回退3K极值,796.61,1.045,成交,弱突破,,,2026-05-27 00:00,76028.3,0,0.259,弱突破平仓,否,,0.0,0.0,2026
87,2026-05-24 04:00,做多,76000.2,76000.2,76000.2,回退3K极值,770.65,1.014,成交,确认,75229.55,92720.24,2026-05-26 08:00,76624.03,13,-0.054,KAMA跟踪止损,是,77289.5,2.48,0.07,2026
88,2026-05-22 20:00,做空,77138.3,77138.3,77138.3,回退3K极值,704.19,0.913,成交,确认,77842.49,67881.7,2026-05-24 00:00,75808.08,7,1.916,KAMA跟踪止损,是,75827.1,3.8,0.09,2026
89,2026-05-21 16:00,做空,77183.7,77183.7,77183.7,回调基准,732.56,0.949,成交,弱突破,,,2026-05-21 16:00,77157.4,0,0.036,弱突破平仓,否,,0.0,0.0,2026
90,2026-05-21 08:00,做多,77825.8,77825.8,77825.8,回调基准,739.59,0.95,成交,弱突破,,,2026-05-21 08:00,78039.1,0,0.288,弱突破平仓,否,,0.0,0.0,2026
91,2026-05-18 04:00,做空,77800.0,77800.0,77800.0,回退3K极值,720.81,0.926,成交,确认,78520.81,68464.0,2026-05-20 12:00,77415.81,14,-0.885,KAMA跟踪止损,是,76393.5,2.3,0.05,2026
92,2026-05-17 16:00,做多,78300.0,78300.0,78300.0,回退3K极值,734.76,0.938,成交,弱突破,,,2026-05-17 16:00,78371.5,0,0.097,弱突破平仓,否,,0.0,0.0,2026
93,2026-05-15 20:00,做空,80266.8,80266.8,80266.8,回退3K极值,842.53,1.05,成交,确认,81109.33,70634.78,2026-05-17 12:00,78229.76,10,2.542,KAMA跟踪止损,是,78334.3,3.32,0.92,2026
94,2026-05-15 00:00,做多,81270.2,81270.2,81270.2,回退3K极值,874.52,1.076,成交,弱突破,,,2026-05-15 00:00,81373.7,0,0.118,弱突破平仓,否,,0.0,0.0,2026
95,2026-05-13 20:00,做空,80364.5,80364.5,80364.5,回调基准,755.04,0.94,成交,确认,81119.54,70720.76,2026-05-14 20:00,80364.5,6,-1.8,KAMA跟踪止损,是,79005.3,2.05,-1.13,2026
96,2026-05-13 08:00,做多,80968.6,80968.6,80968.6,回调基准,762.39,0.942,成交,弱突破,,,2026-05-13 08:00,81217.1,0,0.326,弱突破平仓,否,,0.0,0.0,2026
97,2026-05-12 20:00,做空,80444.0,80444.0,80444.0,回退3K极值,761.87,0.947,成交,弱突破,,,2026-05-12 20:00,80301.6,0,0.187,弱突破平仓,否,,0.0,0.0,2026
98,2026-05-12 00:00,做多,81434.8,81434.8,81434.8,回退3K极值,786.15,0.965,成交,确认,80648.65,99350.46,2026-05-12 16:00,81434.8,4,0.0,KAMA跟踪止损,否,,0.76,-1.22,2026
99,2026-05-10 20:00,做多,80939.5,80939.5,80939.5,回退3K极值,674.51,0.833,成交,确认,80264.99,98746.19,2026-05-11 04:00,80264.99,2,-3.836,前3K止损,是,82177.7,1.88,-0.88,2026
100,2026-05-10 00:00,做多,80641.8,80641.8,80641.8,回调基准,771.69,0.957,成交,弱突破,,,2026-05-10 00:00,80896.9,0,0.331,弱突破平仓,否,,0.0,0.0,2026
101,2026-05-07 20:00,做空,80521.8,80521.8,80521.8,回退3K极值,902.12,1.12,成交,确认,81423.92,70859.18,2026-05-08 16:00,80284.83,5,0.263,KAMA跟踪止损,否,,1.72,0.24,2026
102,2026-05-06 16:00,做多,81745.4,81745.4,81745.4,回调基准,857.25,1.049,成交,确认,80888.15,99729.39,2026-05-07 08:00,81745.4,4,0.0,KAMA跟踪止损,否,,0.93,-1.2,2026
103,2026-05-05 20:00,做多,81278.2,81278.2,81278.2,回退3K极值,868.01,1.068,成交,弱突破,,,2026-05-05 20:00,81488.7,0,0.243,弱突破平仓,否,,0.0,0.0,2026
104,2026-05-05 08:00,做多,80771.7,80771.7,80771.7,回退3K极值,876.52,1.085,成交,弱突破,,,2026-05-05 08:00,80836.9,0,0.074,弱突破平仓,否,,0.0,0.0,2026
105,2026-05-04 08:00,做多,79428.9,79428.9,79428.9,回退3K极值,660.24,0.831,成交,确认,78768.66,96903.26,2026-05-04 16:00,78768.66,2,-1.0,前3K止损,否,,1.46,-1.64,2026
106,2026-05-03 04:00,做多,78565.9,78565.9,78565.9,回退3K极值,699.65,0.891,成交,弱突破,,,2026-05-03 04:00,78652.9,0,0.124,弱突破平仓,否,,0.0,0.0,2026
107,2026-05-01 08:00,做多,76630.3,76630.3,76630.3,回调基准,797.56,1.041,成交,确认,75832.74,93488.97,2026-05-02 04:00,77743.03,5,0.577,KAMA跟踪止损,是,78395.4,2.94,0.27,2026
108,2026-04-30 00:00,做空,75675.2,75675.2,75675.2,回退3K极值,852.92,1.127,成交,弱突破,,,2026-04-30 00:00,75518.5,0,0.184,弱突破平仓,否,,0.0,0.0,2026
109,2026-04-29 20:00,做空,76138.7,76138.7,76138.7,回调基准,798.42,1.049,成交,弱突破,,,2026-04-29 20:00,75889.1,0,0.313,弱突破平仓,否,,0.0,0.0,2026
110,2026-04-29 16:00,做多,77432.1,77432.1,77432.1,回退3K极值,790.19,1.02,成交,弱突破,,,2026-04-29 16:00,77552.5,0,0.152,弱突破平仓,否,,0.0,0.0,2026
111,2026-04-27 20:00,做空,77408.6,77408.6,77408.6,回退3K极值,819.47,1.059,成交,确认,78228.07,68119.57,2026-04-29 08:00,77058.09,9,-0.83,KAMA跟踪止损,是,76027.8,2.29,-0.05,2026
112,2026-04-26 12:00,做多,77615.7,77615.7,77615.7,回退3K极值,796.7,1.026,成交,确认,76819.0,94691.15,2026-04-27 12:00,77692.14,6,-1.627,KAMA跟踪止损,是,79065.1,2.37,-0.27,2026
113,2026-04-22 08:00,做多,76574.3,76574.3,76574.3,回调基准,1016.41,1.327,成交,确认,75557.89,93420.65,2026-04-23 16:00,76839.13,8,-1.141,KAMA跟踪止损,是,78263.2,3.75,-0.09,2026
114,2026-04-22 00:00,做空,75355.2,75355.2,75355.2,回退3K极值,973.18,1.291,成交,弱突破,,,2026-04-22 00:00,74988.6,0,0.377,弱突破平仓,否,,0.0,0.0,2026
115,2026-04-21 00:00,做多,75750.0,75750.0,75750.0,回退3K极值,969.82,1.28,成交,确认,74780.18,92415.0,2026-04-21 20:00,75750.0,5,0.0,KAMA跟踪止损,否,,1.65,-0.52,2026
116,2026-04-20 20:00,做多,75539.3,75539.3,75539.3,回退3K极值,962.41,1.274,成交,弱突破,,,2026-04-20 20:00,75668.1,0,0.134,弱突破平仓,否,,0.0,0.0,2026
117,2026-04-20 04:00,做空,74550.0,74550.0,74550.0,回退3K极值,924.35,1.24,成交,确认,75474.35,65604.0,2026-04-20 12:00,75474.35,2,-1.0,前3K止损,否,,1.18,-1.33,2026
118,2026-04-19 20:00,做多,75804.0,75804.0,75804.0,回调基准,908.84,1.199,成交,弱突破,,,2026-04-19 20:00,75807.6,0,0.004,弱突破平仓,否,,0.0,0.0,2026
119,2026-04-19 12:00,做空,75314.0,75314.0,75314.0,回退3K极值,918.24,1.219,成交,弱突破,,,2026-04-19 12:00,75205.6,0,0.118,弱突破平仓,否,,0.0,0.0,2026
120,2026-04-19 00:00,做空,75710.6,75710.6,75710.6,回退3K极值,985.14,1.301,成交,弱突破,,,2026-04-19 00:00,75604.2,0,0.108,弱突破平仓,否,,0.0,0.0,2026
121,2026-04-17 20:00,做多,76350.0,76350.0,76350.0,回退3K极值,973.28,1.275,成交,确认,75376.72,93147.0,2026-04-18 16:00,76350.0,5,0.0,KAMA跟踪止损,否,,2.55,-0.84,2026
122,2026-04-17 16:00,做多,75500.0,75500.0,75500.0,回调基准,950.91,1.259,成交,弱突破,,,2026-04-17 16:00,75542.2,0,0.044,弱突破平仓,否,,0.0,0.0,2026
123,2026-04-17 00:00,做多,75130.0,75130.0,75130.0,回调基准,974.85,1.298,成交,弱突破,,,2026-04-17 00:00,75309.4,0,0.184,弱突破平仓,否,,0.0,0.0,2026
124,2026-04-16 00:00,做多,74473.5,74473.5,74473.5,回退3K极值,952.38,1.279,成交,确认,73521.12,90857.67,2026-04-16 16:00,74473.5,4,0.0,KAMA跟踪止损,否,,1.28,-0.33,2026
125,2026-04-15 12:00,做空,73766.8,73766.8,73766.8,回退3K极值,973.77,1.32,成交,弱突破,,,2026-04-15 12:00,73705.1,0,0.063,弱突破平仓,否,,0.0,0.0,2026
126,2026-04-13 20:00,做多,71245.0,71245.0,71245.0,回调基准,819.25,1.15,成交,确认,70425.75,86918.9,2026-04-15 00:00,73994.79,7,4.238,KAMA跟踪止损,是,73272.2,6.69,0.54,2026
127,2026-04-12 20:00,做空,71259.0,71259.0,71259.0,回调基准,884.03,1.241,成交,弱突破,,,2026-04-12 20:00,70856.2,0,0.456,弱突破平仓,否,,0.0,0.0,2026
128,2026-04-08 04:00,做多,69219.0,69219.0,69219.0,回调基准,862.05,1.245,成交,确认,68356.95,84447.18,2026-04-12 08:00,72133.82,25,4.395,KAMA跟踪止损,是,71259.6,6.58,1.75,2026
129,2026-04-06 04:00,做多,67828.6,67828.6,67828.6,回退3K极值,712.74,1.051,成交,确认,67115.86,82750.89,2026-04-07 04:00,69017.45,6,1.563,KAMA跟踪止损,是,69092.4,3.69,0.59,2026
130,2026-04-05 12:00,做空,66900.0,66900.0,66900.0,回退3K极值,731.1,1.093,成交,弱突破,,,2026-04-05 12:00,66787.4,0,0.154,弱突破平仓,否,,0.0,0.0,2026
131,2026-04-04 20:00,做多,67223.8,67223.8,67223.8,回退3K极值,811.24,1.207,成交,弱突破,,,2026-04-04 20:00,67357.3,0,0.165,弱突破平仓,否,,0.0,0.0,2026
132,2026-04-04 16:00,做多,67023.7,67023.7,67023.7,回退3K极值,835.55,1.247,成交,弱突破,,,2026-04-04 16:00,67128.9,0,0.126,弱突破平仓,否,,0.0,0.0,2026
133,2026-04-02 08:00,做空,67883.7,67883.7,67883.7,回调基准,1015.38,1.496,成交,确认,68899.08,59737.66,2026-04-03 00:00,67285.6,4,-0.499,KAMA跟踪止损,是,66180.6,3.25,0.71,2026
