序号,信号时间,方向,3K极值,入场基准,成交价,基准类型,ATR,ATR%,是否成交,是否确认,初始止损,止盈目标,出场时间,出场价,持仓K数,R值,出场原因,是否加仓,加仓价,MFE%,MAE%,年份
319,2025-09-08 20:00,做多,112144.0,112144.0,112144.0,回退3K极值,920.03,0.82,成交,弱突破,,,2025-09-08 20:00,112573.6,0,0.467,弱突破平仓,否,,0.0,0.0,2025
320,2025-09-08 16:00,做多,111580.7,111580.7,111580.7,回退3K极值,918.82,0.823,成交,弱突破,,,2025-09-08 16:00,112022.0,0,0.48,弱突破平仓,否,,0.0,0.0,2025
321,2025-09-07 16:00,做多,110880.8,110880.8,110880.8,回退3K极值,1026.28,0.926,成交,弱突破,,,2025-09-07 16:00,111249.5,0,0.359,弱突破平仓,否,,0.0,0.0,2025
322,2025-09-07 12:00,做多,110700.0,110700.0,110700.0,回退3K极值,1055.74,0.954,成交,弱突破,,,2025-09-07 12:00,110710.8,0,0.01,弱突破平仓,否,,0.0,0.0,2025
323,2025-09-07 00:00,做空,110285.2,110285.2,110285.2,回退3K极值,1157.22,1.049,成交,弱突破,,,2025-09-07 00:00,109986.7,0,0.258,弱突破平仓,否,,0.0,0.0,2025
324,2025-09-06 20:00,做空,110504.9,110504.9,110504.9,回调基准,1182.8,1.07,成交,弱突破,,,2025-09-06 20:00,110324.1,0,0.153,弱突破平仓,否,,0.0,0.0,2025
325,2025-09-05 12:00,做多,111743.8,111743.8,111743.8,回退3K极值,1178.39,1.055,成交,确认,110565.41,136327.44,2025-09-05 20:00,110565.41,2,-1.0,前3K止损,否,,1.43,-1.35,2025
326,2025-09-04 20:00,做空,110237.2,110237.2,110237.2,回退3K极值,1121.62,1.017,成交,确认,111358.82,97008.74,2025-09-05 04:00,111358.82,2,-1.0,前3K止损,否,,0.84,-1.37,2025
327,2025-09-02 08:00,做多,109479.2,109479.2,109479.2,回调基准,1160.6,1.06,成交,确认,108318.6,133564.62,2025-09-04 12:00,110967.94,13,0.918,KAMA跟踪止损,是,111391.6,2.8,-1.05,2025
328,2025-09-01 12:00,做多,109196.5,109196.5,109196.5,回调基准,1044.33,0.956,成交,弱突破,,,2025-09-01 12:00,109390.3,0,0.186,弱突破平仓,否,,0.0,0.0,2025
329,2025-09-01 08:00,做空,108021.0,108021.0,108021.0,回退3K极值,1041.79,0.964,成交,弱突破,,,2025-09-01 08:00,107619.1,0,0.386,弱突破平仓,否,,0.0,0.0,2025
330,2025-08-31 16:00,做空,108412.2,108412.2,108412.2,回调基准,1087.59,1.003,成交,弱突破,,,2025-08-31 16:00,108350.0,0,0.057,弱突破平仓,否,,0.0,0.0,2025
331,2025-08-29 12:00,做空,111238.5,111238.5,111238.5,回退3K极值,1246.39,1.12,成交,确认,112484.89,97889.88,2025-08-31 08:00,109080.88,11,1.132,KAMA跟踪止损,是,108334.4,3.56,-0.23,2025
332,2025-08-29 08:00,做空,111829.4,111829.4,111829.4,回退3K极值,1241.08,1.11,成交,弱突破,,,2025-08-29 08:00,111648.6,0,0.146,弱突破平仓,否,,0.0,0.0,2025
333,2025-08-29 00:00,做空,111892.4,111892.4,111892.4,回调基准,1268.55,1.134,成交,弱突破,,,2025-08-29 00:00,111864.7,0,0.022,弱突破平仓,否,,0.0,0.0,2025
334,2025-08-28 12:00,做多,112550.0,112550.0,112550.0,回调基准,1312.4,1.166,成交,弱突破,,,2025-08-28 12:00,113079.2,0,0.403,弱突破平仓,否,,0.0,0.0,2025
335,2025-08-27 20:00,做多,111765.6,111765.6,111765.6,回调基准,1305.02,1.168,成交,弱突破,,,2025-08-27 20:00,111965.1,0,0.153,弱突破平仓,否,,0.0,0.0,2025
336,2025-08-25 00:00,做空,114324.9,114324.9,114324.9,回退3K极值,1015.85,0.889,成交,确认,115340.75,100605.91,2025-08-27 04:00,111178.87,13,3.383,KAMA跟踪止损,是,111469.7,5.04,0.59,2025
337,2025-08-24 20:00,做空,114574.1,114574.1,114574.1,回退3K极值,1041.94,0.909,成交,弱突破,,,2025-08-24 20:00,114372.6,0,0.193,弱突破平仓,否,,0.0,0.0,2025
338,2025-08-24 16:00,做空,114814.2,114814.2,114814.2,回退3K极值,1072.61,0.934,成交,弱突破,,,2025-08-24 16:00,114702.0,0,0.105,弱突破平仓,否,,0.0,0.0,2025
339,2025-08-22 20:00,做多,113485.9,113485.9,113485.9,回调基准,1061.66,0.936,成交,确认,112424.24,138452.8,2025-08-23 20:00,114744.7,6,-0.586,KAMA跟踪止损,是,116625.5,3.45,0.9,2025
340,2025-08-22 00:00,做空,112545.4,112545.4,112545.4,回退3K极值,1086.72,0.966,成交,弱突破,,,2025-08-22 00:00,112152.8,0,0.361,弱突破平仓,否,,0.0,0.0,2025
341,2025-08-21 20:00,做空,112924.6,112924.6,112924.6,回退3K极值,1070.72,0.948,成交,弱突破,,,2025-08-21 20:00,112748.9,0,0.164,弱突破平仓,否,,0.0,0.0,2025
342,2025-08-21 16:00,做空,113520.0,113520.0,113520.0,回退3K极值,1073.25,0.945,成交,弱突破,,,2025-08-21 16:00,113100.2,0,0.391,弱突破平仓,否,,0.0,0.0,2025
343,2025-08-19 20:00,做空,114303.8,114303.8,114303.8,回退3K极值,1086.44,0.95,成交,确认,115390.24,100587.34,2025-08-21 00:00,114303.8,7,0.0,KAMA跟踪止损,否,,1.75,-0.09,2025
344,2025-08-19 08:00,做空,114769.2,114769.2,114769.2,回调基准,1051.92,0.917,成交,弱突破,,,2025-08-19 08:00,114756.6,0,0.012,弱突破平仓,否,,0.0,0.0,2025
345,2025-08-18 08:00,做空,117245.0,117245.0,117245.0,回退3K极值,989.22,0.844,成交,确认,118234.22,103175.6,2025-08-19 04:00,116878.79,5,-1.374,KAMA跟踪止损,是,115153.2,2.25,0.26,2025
346,2025-08-18 00:00,做空,117627.3,117627.3,117627.3,回调基准,1007.75,0.857,成交,弱突破,,,2025-08-18 00:00,117527.0,0,0.1,弱突破平仓,否,,0.0,0.0,2025
347,2025-08-14 20:00,做空,120657.6,120657.6,120657.6,回退3K极值,1281.44,1.062,成交,确认,121939.04,106178.69,2025-08-17 16:00,118183.84,17,1.701,KAMA跟踪止损,是,117889.5,3.25,1.22,2025
348,2025-08-14 16:00,做空,121318.5,121318.5,121318.5,回退3K极值,1275.6,1.051,成交,弱突破,,,2025-08-14 16:00,120947.9,0,0.291,弱突破平仓,否,,0.0,0.0,2025
349,2025-08-14 04:00,做多,122831.1,122831.1,122831.1,回退3K极值,1217.1,0.991,成交,弱突破,,,2025-08-14 04:00,123323.9,0,0.405,弱突破平仓,否,,0.0,0.0,2025
350,2025-08-14 00:00,做多,122218.3,122218.3,122218.3,回退3K极值,1179.37,0.965,成交,弱突破,,,2025-08-14 00:00,122719.9,0,0.425,弱突破平仓,否,,0.0,0.0,2025
351,2025-08-13 20:00,做多,120710.4,120710.4,120710.4,回退3K极值,1128.17,0.935,成交,弱突破,,,2025-08-13 20:00,120897.2,0,0.166,弱突破平仓,否,,0.0,0.0,2025
352,2025-08-13 16:00,做多,120270.0,120270.0,120270.0,回调基准,1119.04,0.93,成交,弱突破,,,2025-08-13 16:00,120538.5,0,0.24,弱突破平仓,否,,0.0,0.0,2025
353,2025-08-12 20:00,做多,119246.4,119246.4,119246.4,回调基准,1119.22,0.939,成交,确认,118127.18,145480.61,2025-08-13 12:00,119246.4,4,0.0,KAMA跟踪止损,否,,0.86,-0.35,2025
354,2025-08-10 08:00,做多,117200.0,117200.0,117200.0,回调基准,918.82,0.784,成交,确认,116281.18,142984.0,2025-08-12 00:00,119138.36,10,2.515,KAMA跟踪止损,是,118766.0,4.48,0.12,2025
355,2025-08-10 04:00,做空,116458.1,116458.1,116458.1,回退3K极值,932.97,0.801,成交,弱突破,,,2025-08-10 04:00,116422.1,0,0.039,弱突破平仓,否,,0.0,0.0,2025
356,2025-08-09 16:00,做多,116950.1,116950.1,116950.1,回退3K极值,965.59,0.826,成交,弱突破,,,2025-08-09 16:00,117064.9,0,0.119,弱突破平仓,否,,0.0,0.0,2025
357,2025-08-07 16:00,做多,115228.5,115228.5,115228.5,回调基准,1009.95,0.876,成交,确认,114218.55,140578.77,2025-08-08 20:00,116100.45,7,-0.431,KAMA跟踪止损,是,117407.6,2.05,0.28,2025
358,2025-08-06 20:00,做多,114390.2,114390.2,114390.2,回退3K极值,1038.01,0.907,成交,确认,113352.19,139556.04,2025-08-07 12:00,114390.2,4,0.0,KAMA跟踪止损,否,,1.12,-0.16,2025
359,2025-08-05 20:00,做空,113650.0,113650.0,113650.0,回退3K极值,1019.8,0.897,成交,确认,114669.8,100012.0,2025-08-06 12:00,113650.0,4,0.0,KAMA跟踪止损,否,,0.79,-0.65,2025
360,2025-08-05 12:00,做空,114213.6,114213.6,114213.6,回退3K极值,1021.12,0.894,成交,弱突破,,,2025-08-05 12:00,113924.7,0,0.283,弱突破平仓,否,,0.0,0.0,2025
361,2025-08-04 00:00,做多,114200.0,114200.0,114200.0,回退3K极值,1121.27,0.982,成交,弱突破,,,2025-08-04 00:00,114259.0,0,0.053,弱突破平仓,否,,0.0,0.0,2025
362,2025-08-03 16:00,做多,113694.0,113694.0,113694.0,回退3K极值,1176.35,1.035,成交,弱突破,,,2025-08-03 16:00,113810.1,0,0.099,弱突破平仓,否,,0.0,0.0,2025
363,2025-08-01 00:00,做空,117783.3,117783.3,117783.3,回退3K极值,1045.28,0.887,成交,确认,118828.58,103649.3,2025-08-03 08:00,113512.83,14,6.175,KAMA跟踪止损,是,115697.3,5.04,0.73,2025
364,2025-07-31 12:00,做多,118590.0,118590.0,118590.0,回退3K极值,1104.62,0.931,成交,弱突破,,,2025-07-31 12:00,118624.1,0,0.031,弱突破平仓,否,,0.0,0.0,2025
365,2025-07-31 00:00,做空,117291.6,117291.6,117291.6,回退3K极值,1059.02,0.903,成交,弱突破,,,2025-07-31 00:00,116865.2,0,0.403,弱突破平仓,否,,0.0,0.0,2025
366,2025-07-29 20:00,做空,117406.3,117406.3,117406.3,回调基准,1021.2,0.87,成交,弱突破,,,2025-07-29 20:00,117345.7,0,0.059,弱突破平仓,否,,0.0,0.0,2025
367,2025-07-29 12:00,做多,118777.0,118777.0,118777.0,回退3K极值,1035.23,0.872,成交,弱突破,,,2025-07-29 12:00,118856.2,0,0.077,弱突破平仓,否,,0.0,0.0,2025
368,2025-07-28 20:00,做空,118471.3,118471.3,118471.3,回退3K极值,1020.1,0.861,成交,弱突破,,,2025-07-28 20:00,118152.8,0,0.312,弱突破平仓,否,,0.0,0.0,2025
369,2025-07-28 00:00,做多,118583.2,118583.2,118583.2,回退3K极值,1060.12,0.894,成交,弱突破,,,2025-07-28 00:00,118953.3,0,0.349,弱突破平仓,否,,0.0,0.0,2025
370,2025-07-27 20:00,做多,118432.1,118432.1,118432.1,回退3K极值,1077.33,0.91,成交,弱突破,,,2025-07-27 20:00,118580.8,0,0.138,弱突破平仓,否,,0.0,0.0,2025
371,2025-07-26 16:00,做多,117740.6,117740.6,117740.6,回退3K极值,1323.56,1.124,成交,弱突破,,,2025-07-26 16:00,117758.0,0,0.013,弱突破平仓,否,,0.0,0.0,2025
372,2025-07-25 08:00,做空,117773.1,117773.1,117773.1,回调基准,1302.16,1.106,成交,确认,119075.26,103640.33,2025-07-26 04:00,117215.11,5,-1.051,KAMA跟踪止损,是,115288.8,2.64,0.13,2025
373,2025-07-24 04:00,做多,118687.1,118687.1,118687.1,回退3K极值,1361.13,1.147,成交,弱突破,,,2025-07-24 04:00,118713.5,0,0.019,弱突破平仓,否,,0.0,0.0,2025
374,2025-07-23 12:00,做空,118377.0,118377.0,118377.0,回调基准,1424.99,1.204,成交,弱突破,,,2025-07-23 12:00,118327.0,0,0.035,弱突破平仓,否,,0.0,0.0,2025
375,2025-07-22 00:00,做空,117726.7,117726.7,117726.7,回退3K极值,1261.65,1.072,成交,确认,118988.35,103599.5,2025-07-22 16:00,117726.7,4,0.0,KAMA跟踪止损,否,,1.58,-1.25,2025
376,2025-07-21 12:00,做多,118856.6,118856.6,118856.6,回调基准,1221.68,1.028,成交,弱突破,,,2025-07-21 12:00,119352.2,0,0.406,弱突破平仓,否,,0.0,0.0,2025
377,2025-07-21 04:00,做空,117701.1,117701.1,117701.1,回退3K极值,1136.91,0.966,成交,弱突破,,,2025-07-21 04:00,117216.0,0,0.427,弱突破平仓,否,,0.0,0.0,2025
378,2025-07-20 20:00,做多,118261.6,118261.6,118261.6,回退3K极值,1149.92,0.972,成交,弱突破,,,2025-07-20 20:00,118669.3,0,0.355,弱突破平仓,否,,0.0,0.0,2025
379,2025-07-18 20:00,做空,118384.6,118384.6,118384.6,回退3K极值,1486.97,1.256,成交,弱突破,,,2025-07-18 20:00,117830.0,0,0.373,弱突破平仓,否,,0.0,0.0,2025
380,2025-07-17 08:00,做空,118156.0,118156.0,118156.0,回调基准,1436.7,1.216,成交,弱突破,,,2025-07-17 08:00,118090.9,0,0.045,弱突破平仓,否,,0.0,0.0,2025
381,2025-07-15 08:00,做空,119200.0,119200.0,119200.0,回退3K极值,1273.06,1.068,成交,确认,120473.06,104896.0,2025-07-16 16:00,118881.27,8,-1.402,KAMA跟踪止损,是,116777.1,2.95,-0.08,2025
382,2025-07-13 20:00,做多,118058.3,118058.3,118058.3,回退3K极值,991.2,0.84,成交,确认,117067.1,144031.13,2025-07-14 20:00,120365.8,6,1.957,KAMA跟踪止损,是,120733.2,4.44,0.12,2025
383,2025-07-13 12:00,做多,117794.7,117794.7,117794.7,回退3K极值,1054.07,0.895,成交,弱突破,,,2025-07-13 12:00,117950.0,0,0.147,弱突破平仓,否,,0.0,0.0,2025
384,2025-07-10 00:00,做多,109738.5,109738.5,109738.5,回退3K极值,782.44,0.713,成交,确认,108956.06,133880.97,2025-07-12 20:00,117269.37,17,17.382,KAMA跟踪止损,是,111199.9,8.33,0.63,2025
385,2025-07-08 16:00,做多,108475.0,108475.0,108475.0,回退3K极值,761.21,0.702,成交,弱突破,,,2025-07-08 16:00,108713.1,0,0.313,弱突破平仓,否,,0.0,0.0,2025
386,2025-07-07 20:00,做空,108525.0,108525.0,108525.0,回退3K极值,745.94,0.687,成交,弱突破,,,2025-07-07 20:00,108249.0,0,0.37,弱突破平仓,否,,0.0,0.0,2025
387,2025-07-06 20:00,做多,108211.0,108211.0,108211.0,回调基准,696.74,0.644,成交,确认,107514.26,132017.42,2025-07-07 16:00,108594.27,5,-0.533,KAMA跟踪止损,是,109348.9,1.36,-0.0,2025
388,2025-07-05 00:00,做空,107436.0,107436.0,107436.0,回退3K极值,929.47,0.865,成交,弱突破,,,2025-07-05 00:00,107429.6,0,0.007,弱突破平仓,否,,0.0,0.0,2025
389,2025-07-02 12:00,做多,106248.6,106248.6,106248.6,回调基准,889.0,0.837,成交,确认,105359.6,129623.29,2025-07-04 20:00,108454.38,14,2.21,KAMA跟踪止损,是,108695.3,3.99,0.73,2025
390,2025-07-02 00:00,做空,105578.0,105578.0,105578.0,回退3K极值,872.39,0.826,成交,弱突破,,,2025-07-02 00:00,105340.1,0,0.273,弱突破平仓,否,,0.0,0.0,2025
391,2025-07-01 20:00,做空,106222.0,106222.0,106222.0,回退3K极值,836.05,0.787,成交,弱突破,,,2025-07-01 20:00,105908.3,0,0.375,弱突破平仓,否,,0.0,0.0,2025
392,2025-07-01 16:00,做空,106557.4,106557.4,106557.4,回退3K极值,831.79,0.781,成交,弱突破,,,2025-07-01 16:00,106556.8,0,0.001,弱突破平仓,否,,0.0,0.0,2025
393,2025-06-29 16:00,做多,107464.0,107464.0,107464.0,回退3K极值,857.51,0.798,成交,确认,106606.49,131106.08,2025-06-30 12:00,107575.88,5,0.13,KAMA跟踪止损,否,,1.23,-0.24,2025
394,2025-06-24 04:00,做多,103273.7,103273.7,103273.7,回退3K极值,1458.98,1.413,成交,确认,101814.72,125993.91,2025-06-26 16:00,107256.25,15,3.877,KAMA跟踪止损,是,105582.1,4.82,1.26,2025
395,2025-06-24 00:00,做多,102596.5,102596.5,102596.5,回退3K极值,1339.66,1.306,成交,弱突破,,,2025-06-24 00:00,103114.2,0,0.386,弱突破平仓,否,,0.0,0.0,2025
396,2025-06-22 00:00,做空,103222.7,103222.7,103222.7,回退3K极值,1039.46,1.007,成交,确认,104262.16,90835.98,2025-06-23 12:00,101643.87,9,-1.169,KAMA跟踪止损,是,98849.9,4.95,-0.14,2025
397,2025-06-21 16:00,做多,103796.8,103796.8,103796.8,回调基准,1085.93,1.046,成交,弱突破,,,2025-06-21 16:00,103827.5,0,0.028,弱突破平仓,否,,0.0,0.0,2025
398,2025-06-21 00:00,做空,103805.9,103805.9,103805.9,回退3K极值,1129.59,1.088,成交,弱突破,,,2025-06-21 00:00,103263.9,0,0.48,弱突破平仓,否,,0.0,0.0,2025
399,2025-06-20 12:00,做多,104869.4,104869.4,104869.4,回退3K极值,1057.11,1.008,成交,确认,103812.29,127940.67,2025-06-20 20:00,103812.29,2,-1.0,前3K止损,否,,1.54,-1.01,2025
400,2025-06-19 20:00,做空,104364.5,104364.5,104364.5,回调基准,1130.74,1.083,成交,弱突破,,,2025-06-19 20:00,104055.1,0,0.274,弱突破平仓,否,,0.0,0.0,2025
401,2025-06-17 20:00,做空,105461.4,105461.4,105461.4,回退3K极值,1161.71,1.102,成交,确认,106623.11,92806.03,2025-06-18 12:00,105461.4,4,0.0,KAMA跟踪止损,否,,2.05,-0.04,2025
402,2025-06-17 16:00,做空,106068.0,106068.0,106068.0,回退3K极值,1153.18,1.087,成交,弱突破,,,2025-06-17 16:00,105592.9,0,0.412,弱突破平仓,否,,0.0,0.0,2025
403,2025-06-16 12:00,做多,105927.0,105927.0,105927.0,回退3K极值,1015.24,0.958,成交,确认,104911.76,129230.94,2025-06-17 08:00,106575.99,5,-1.349,KAMA跟踪止损,是,108594.2,2.81,0.13,2025
404,2025-06-16 08:00,做多,105810.6,105810.6,105810.6,回调基准,1015.67,0.96,成交,弱突破,,,2025-06-16 08:00,105865.6,0,0.054,弱突破平仓,否,,0.0,0.0,2025
405,2025-06-15 04:00,做多,105088.0,105088.0,105088.0,回调基准,1078.87,1.027,成交,弱突破,,,2025-06-15 04:00,105359.9,0,0.252,弱突破平仓,否,,0.0,0.0,2025
406,2025-06-14 04:00,做多,105912.0,105912.0,105912.0,回退3K极值,1210.21,1.143,成交,弱突破,,,2025-06-14 04:00,106027.3,0,0.095,弱突破平仓,否,,0.0,0.0,2025
407,2025-06-13 04:00,做空,106539.1,106539.1,106539.1,回退3K极值,1075.26,1.009,成交,确认,107614.36,93754.41,2025-06-13 20:00,105664.18,4,-0.516,KAMA跟踪止损,是,104233.9,3.68,0.74,2025
408,2025-06-12 16:00,做空,107300.0,107300.0,107300.0,回退3K极值,1031.39,0.961,成交,弱突破,,,2025-06-12 16:00,106862.9,0,0.424,弱突破平仓,否,,0.0,0.0,2025
409,2025-06-12 12:00,做空,107650.0,107650.0,107650.0,回退3K极值,1051.41,0.977,成交,弱突破,,,2025-06-12 12:00,107577.0,0,0.069,弱突破平仓,否,,0.0,0.0,2025
410,2025-06-12 08:00,做空,108001.2,108001.2,108001.2,回退3K极值,1047.16,0.97,成交,弱突破,,,2025-06-12 08:00,107820.5,0,0.173,弱突破平仓,否,,0.0,0.0,2025
411,2025-06-09 16:00,做多,106482.6,106482.6,106482.6,回调基准,876.67,0.823,成交,确认,105605.93,129908.77,2025-06-12 00:00,108825.32,14,3.026,KAMA跟踪止损,是,108515.1,3.92,0.3,2025
412,2025-06-06 20:00,做多,103953.9,103953.9,103953.9,回退3K极值,1156.57,1.113,成交,确认,102797.33,126823.76,2025-06-09 08:00,105451.8,15,1.086,KAMA跟踪止损,是,105694.2,2.43,-0.15,2025
413,2025-06-06 00:00,做空,103825.0,103825.0,103825.0,回退3K极值,1022.97,0.985,成交,确认,104847.97,91366.0,2025-06-06 16:00,103516.14,4,-1.709,KAMA跟踪止损,是,101458.6,3.39,-0.12,2025
414,2025-06-04 16:00,做空,105072.0,105072.0,105072.0,回退3K极值,1049.12,0.998,成交,弱突破,,,2025-06-04 16:00,105044.1,0,0.027,弱突破平仓,否,,0.0,0.0,2025
415,2025-06-03 20:00,做多,106470.8,106470.8,106470.8,回调基准,1073.1,1.008,成交,弱突破,,,2025-06-03 20:00,106556.1,0,0.079,弱突破平仓,否,,0.0,0.0,2025
416,2025-06-02 16:00,做空,104520.0,104520.0,104520.0,回退3K极值,1096.62,1.049,成交,弱突破,,,2025-06-02 16:00,104000.0,0,0.474,弱突破平仓,否,,0.0,0.0,2025
417,2025-06-02 04:00,做多,105285.0,105285.0,105285.0,回退3K极值,1112.04,1.056,成交,弱突破,,,2025-06-02 04:00,105583.3,0,0.268,弱突破平仓,否,,0.0,0.0,2025
418,2025-05-30 00:00,做空,106400.0,106400.0,106400.0,回退3K极值,1316.83,1.238,成交,确认,107716.83,93632.0,2025-06-02 00:00,105109.97,18,0.099,KAMA跟踪止损,是,103950.0,3.17,-0.01,2025
419,2025-05-28 20:00,做空,108178.1,108178.1,108178.1,回退3K极值,1259.96,1.165,成交,确认,109438.06,95196.73,2025-05-29 16:00,108178.1,5,0.0,KAMA跟踪止损,否,,1.34,-0.63,2025
420,2025-05-27 20:00,做多,109861.5,109861.5,109861.5,回退3K极值,1326.83,1.208,成交,弱突破,,,2025-05-27 20:00,110091.3,0,0.173,弱突破平仓,否,,0.0,0.0,2025
421,2025-05-26 04:00,做多,107888.0,107888.0,107888.0,回退3K极值,1406.81,1.304,成交,确认,106481.19,131623.36,2025-05-27 00:00,108956.81,5,-0.017,KAMA跟踪止损,是,110049.9,2.33,0.68,2025
422,2025-05-23 16:00,做空,110351.5,110351.5,110351.5,回退3K极值,1455.69,1.319,成交,确认,111807.19,97109.32,2025-05-24 16:00,109006.91,6,-0.268,KAMA跟踪止损,是,107271.5,3.29,0.35,2025
423,2025-05-23 12:00,做空,110704.1,110704.1,110704.1,回退3K极值,1490.63,1.347,成交,弱突破,,,2025-05-23 12:00,110685.2,0,0.013,弱突破平仓,否,,0.0,0.0,2025
424,2025-05-22 08:00,做多,110830.0,110830.0,110830.0,回退3K极值,1591.92,1.436,成交,确认,109238.08,135212.6,2025-05-23 04:00,110830.0,5,0.0,KAMA跟踪止损,否,,1.02,-0.53,2025
425,2025-05-21 20:00,做多,107950.0,107950.0,107950.0,回退3K极值,1300.61,1.205,成交,确认,106649.39,131699.0,2025-05-22 00:00,106649.39,1,-1.0,前3K止损,否,,1.72,-1.73,2025
426,2025-05-21 00:00,做多,106371.3,106371.3,106371.3,回调基准,1284.62,1.208,成交,弱突破,,,2025-05-21 00:00,106972.2,0,0.468,弱突破平仓,否,,0.0,0.0,2025
427,2025-05-20 04:00,做多,105519.8,105519.8,105519.8,回退3K极值,1341.59,1.271,成交,弱突破,,,2025-05-20 04:00,105531.6,0,0.009,弱突破平仓,否,,0.0,0.0,2025
428,2025-05-20 00:00,做多,104920.2,104920.2,104920.2,回退3K极值,1354.68,1.291,成交,弱突破,,,2025-05-20 00:00,105457.8,0,0.397,弱突破平仓,否,,0.0,0.0,2025
429,2025-05-18 20:00,做多,104066.1,104066.1,104066.1,回退3K极值,936.53,0.9,成交,确认,103129.57,126960.64,2025-05-19 12:00,104066.1,4,-2.5,KAMA跟踪止损,是,106407.6,2.93,-1.95,2025
430,2025-05-18 12:00,做多,103458.6,103458.6,103458.6,回退3K极值,983.31,0.95,成交,弱突破,,,2025-05-18 12:00,103893.0,0,0.442,弱突破平仓,否,,0.0,0.0,2025
431,2025-05-15 12:00,做空,102536.0,102536.0,102536.0,回调基准,1215.21,1.185,成交,确认,103751.21,90231.68,2025-05-16 00:00,103751.21,3,-1.0,前3K止损,否,,1.23,-1.59,2025
432,2025-05-14 00:00,做多,103930.1,103930.1,103930.1,回退3K极值,1321.58,1.272,成交,确认,102608.52,126794.72,2025-05-14 16:00,103930.1,4,0.0,KAMA跟踪止损,否,,0.92,-1.07,2025
433,2025-05-13 16:00,做多,103080.9,103080.9,103080.9,回调基准,1332.78,1.293,成交,弱突破,,,2025-05-13 16:00,103685.5,0,0.454,弱突破平仓,否,,0.0,0.0,2025
434,2025-05-13 00:00,做空,102345.0,102345.0,102345.0,回退3K极值,1277.63,1.248,成交,弱突破,,,2025-05-13 00:00,101812.8,0,0.417,弱突破平仓,否,,0.0,0.0,2025
435,2025-05-08 08:00,做多,97446.8,97446.8,97446.8,回调基准,984.98,1.011,成交,确认,96461.82,118885.1,2025-05-12 20:00,103044.78,27,9.575,KAMA跟踪止损,是,99212.0,8.64,1.27,2025
436,2025-05-07 04:00,做多,95119.9,95119.9,95119.9,回退3K极值,906.45,0.953,成交,确认,94213.45,116046.28,2025-05-08 00:00,95723.24,5,-0.677,KAMA跟踪止损,是,96940.0,2.71,0.63,2025
437,2025-05-07 00:00,做多,94697.2,94697.2,94697.2,回退3K极值,902.87,0.953,成交,弱突破,,,2025-05-07 00:00,94910.8,0,0.237,弱突破平仓,否,,0.0,0.0,2025
438,2025-05-06 16:00,做空,93814.2,93814.2,93814.2,回调基准,888.06,0.947,成交,弱突破,,,2025-05-06 16:00,93770.3,0,0.049,弱突破平仓,否,,0.0,0.0,2025
439,2025-05-05 04:00,做空,95172.4,95172.4,95172.4,回退3K极值,818.52,0.86,成交,确认,95990.92,83751.71,2025-05-06 00:00,94844.39,5,-0.966,KAMA跟踪止损,是,93726.0,1.81,0.32,2025
440,2025-05-04 16:00,做空,95508.7,95508.7,95508.7,回退3K极值,870.84,0.912,成交,弱突破,,,2025-05-04 16:00,95376.0,0,0.152,弱突破平仓,否,,0.0,0.0,2025
441,2025-05-04 08:00,做空,95700.0,95700.0,95700.0,回退3K极值,898.68,0.939,成交,弱突破,,,2025-05-04 08:00,95680.0,0,0.022,弱突破平仓,否,,0.0,0.0,2025
442,2025-05-04 04:00,做空,95804.8,95804.8,95804.8,回调基准,909.15,0.949,成交,弱突破,,,2025-05-04 04:00,95803.3,0,0.002,弱突破平仓,否,,0.0,0.0,2025
443,2025-05-01 16:00,做多,95146.2,95146.2,95146.2,回退3K极值,1014.05,1.066,成交,确认,94132.15,116078.36,2025-05-03 16:00,95925.22,12,-0.088,KAMA跟踪止损,是,96793.9,2.86,0.63,2025
444,2025-05-01 12:00,做多,94978.1,94978.1,94978.1,回退3K极值,1041.84,1.097,成交,弱突破,,,2025-05-01 12:00,94978.6,0,0.0,弱突破平仓,否,,0.0,0.0,2025
445,2025-04-30 20:00,做空,94081.4,94081.4,94081.4,回调基准,999.71,1.063,成交,弱突破,,,2025-04-30 20:00,93948.4,0,0.133,弱突破平仓,否,,0.0,0.0,2025
446,2025-04-30 04:00,做空,94466.5,94466.5,94466.5,回退3K极值,998.84,1.057,成交,弱突破,,,2025-04-30 04:00,94200.1,0,0.267,弱突破平仓,否,,0.0,0.0,2025
447,2025-04-28 16:00,做多,94758.0,94758.0,94758.0,回退3K极值,976.66,1.031,成交,确认,93781.34,115604.76,2025-04-28 20:00,93781.34,1,-1.0,前3K止损,否,,0.87,-1.31,2025
448,2025-04-28 12:00,做多,94517.9,94517.9,94517.9,回退3K极值,977.64,1.034,成交,弱突破,,,2025-04-28 12:00,94641.6,0,0.127,弱突破平仓,否,,0.0,0.0,2025
449,2025-04-28 00:00,做多,94295.4,94295.4,94295.4,回退3K极值,979.28,1.039,成交,弱突破,,,2025-04-28 00:00,94388.9,0,0.095,弱突破平仓,否,,0.0,0.0,2025
450,2025-04-26 16:00,做空,94274.0,94274.0,94274.0,回退3K极值,1134.23,1.203,成交,弱突破,,,2025-04-26 16:00,94095.6,0,0.157,弱突破平仓,否,,0.0,0.0,2025
451,2025-04-25 20:00,做多,94642.6,94642.6,94642.6,回退3K极值,1176.11,1.243,成交,弱突破,,,2025-04-25 20:00,94999.8,0,0.304,弱突破平仓,否,,0.0,0.0,2025
