signal_time,direction,breakthrough,atr,atr_pct,close_at_signal,daily_ema70,ema70_deviation,exit_time,exit_price,final_return,r_value,max_excursion,duration_bars,duration_hours,exit_reason,signal_idx
2019-09-23 20:00,short,9878.51,117.27235847294669,0.01187146224207362,9867.06,10312.08038259953,-4.315524764047146,2019-09-25 00:00,8693.0888,0.12000000000000006,10.108274579243352,0.1248062713911308,7,28.0,take_profit,89
2019-10-23 04:00,short,8160.0,92.66302755000662,0.01135576318014787,8020.89,9117.911113163815,-12.031496025224577,2019-10-24 00:00,7180.8,0.11999999999999998,10.567321464556766,0.12098529411764704,5,20.0,take_profit,265
2019-10-25 16:00,long,7495.81,111.27252470021129,0.014844629826557942,7575.06,9014.03784509091,-15.96374310625492,2019-10-25 20:00,8395.307200000001,0.12000000000000009,8.08373138313714,0.14259566344397734,1,4.0,take_profit,280
2019-10-26 00:00,long,8564.68,159.40567854194072,0.01861198299784005,8631.73,9014.03784509091,-4.241249611561342,2019-10-26 08:00,9592.441600000002,0.12000000000000019,6.447459145751766,0.21527949672375374,2,8.0,take_profit,282
2019-11-21 16:00,short,8037.5,96.50792843965642,0.012007207270874827,7871.42,8889.964087895602,-11.457235122945333,2019-11-22 16:00,7668.966019804903,0.0458518171315828,3.8186912324569295,0.1390357698289269,6,24.0,kama_trail,442
2019-12-19 00:00,long,6868.29,117.62139795179112,0.017125281249305305,6951.33,8005.80971504264,-13.171431155318484,2019-12-24 00:00,7461.2379598165335,0.08633123525892668,5.0411572225961985,0.11978381809737214,30,120.0,kama_trail,606
2020-01-06 08:00,long,7495.0,93.0304245947721,0.012412331500303148,7538.65,7704.323522547698,-2.1503967488233546,2020-01-08 08:00,8394.400000000001,0.12000000000000019,9.667804956471668,0.12987591727818545,12,48.0,take_profit,716
2020-02-25 20:00,short,9487.38,151.77071469189787,0.015997115609567434,9404.39,9023.44711950461,4.22170014907012,2020-02-27 20:00,8873.346079474564,0.06472112643590064,4.045799756375626,0.10049982186862966,12,48.0,kama_trail,1019
2020-03-08 00:00,short,9016.0,116.93589444584644,0.012969819703399117,8896.9,8968.926720358819,-0.8030695600993558,2020-03-09 12:00,7934.08,0.12000000000000001,9.252248893525522,0.14897404614019516,9,36.0,take_profit,1086
2020-03-12 12:00,short,7575.0,194.49153726846941,0.02567545046448441,7397.9,8743.599190941559,-15.390677929698729,2020-03-12 16:00,6666.0,0.12,4.673725205561246,0.31364092409240923,1,4.0,take_profit,1113
2020-03-13 04:00,short,5199.17,317.3203256772762,0.06103288134015163,4764.65,8743.599190941559,-45.50699436295963,2020-03-13 08:00,5516.490325677276,-0.06103288134015157,-0.9999999999999989,0.3033868867530779,1,4.0,atr_stop,1117
2020-03-16 12:00,short,5169.6,416.8225644477941,0.08062955827294066,4783.83,8368.984760911899,-42.83858632001206,2020-03-16 16:00,4549.2480000000005,0.11999999999999997,1.488287950106159,0.1462356855462706,1,4.0,take_profit,1137
2020-03-19 16:00,long,5448.07,337.77714047191114,0.06199941272265429,5616.23,8143.73536187043,-31.036192233166087,2020-03-20 00:00,6101.838400000001,0.12000000000000016,1.9355022044612487,0.16701877912728735,2,8.0,take_profit,1156
2020-03-28 04:00,short,6566.0,219.75573886642866,0.03346873878562727,6353.64,7788.887613690637,-18.42686253641511,2020-03-30 12:00,6125.554758869065,0.06707968948080031,2.004249096760313,0.10904660371611331,14,56.0,kama_trail,1207
2020-04-29 08:00,long,7780.0,108.75265495268924,0.013978490353816098,7813.51,7404.819927245412,5.519243908293398,2020-04-30 00:00,8713.6,0.12000000000000005,8.584618006853674,0.1553547557840617,4,16.0,take_profit,1400
2020-05-10 08:00,short,9528.23,213.8625309054448,0.022445147829706545,8621.65,7876.225251205704,9.46423857900947,2020-05-11 00:00,8384.8424,0.12000000000000001,5.346367103948316,0.13415188340331832,4,16.0,take_profit,1466
2020-05-13 16:00,long,8981.0,275.2808373350594,0.03065146835932072,9034.48,7960.245718148743,13.494988972539945,2020-05-15 08:00,9635.846999986627,0.07291470882826262,2.3788324909429726,0.10789444382585459,10,40.0,kama_trail,1486
2020-07-26 00:00,long,9650.0,74.31087709246403,0.007700609025125806,9674.11,9173.659185612889,5.455302014838005,2020-07-28 00:00,10808.000000000002,0.12000000000000019,15.58318304545266,0.1396103626943005,12,48.0,take_profit,1926
2020-09-02 16:00,short,11730.02,135.03774649705588,0.011512149723278893,11417.49,10792.830866118016,5.787722809990276,2020-09-04 04:00,10322.4176,0.11999999999999998,10.423769919995582,0.1559127776423229,9,36.0,take_profit,2158
2020-10-19 20:00,long,11543.0,106.61355727112475,0.009236208721400394,11801.12,10883.579174696784,8.430506275329035,2020-10-22 04:00,12928.160000000002,0.12000000000000015,12.992343895602843,0.14701550723382137,14,56.0,take_profit,2441
2020-11-05 00:00,long,14070.0,248.53059005439732,0.017663865675507984,14096.63,11795.19016547895,19.511680627724726,2020-11-06 04:00,15758.400000000001,0.1200000000000001,6.793529921730969,0.12132196162046908,7,28.0,take_profit,2538
2020-11-16 12:00,long,16161.23,278.45367952770397,0.01722973310371203,16230.87,12957.515262035442,25.26221016737094,2020-11-18 08:00,18100.5776,0.12000000000000006,6.964704518501617,0.12120178971526303,11,44.0,take_profit,2607
2020-11-26 08:00,short,18509.12,425.10712400124635,0.02296744113179051,17930.0,14276.588089927282,25.590231272767127,2020-11-27 00:00,16288.025599999999,0.12000000000000001,5.224787529068762,0.12578231704154488,4,16.0,take_profit,2666
2020-11-28 20:00,long,17274.97,510.80575497853755,0.029569125444416835,17518.56,14452.021578286807,21.21875064399615,2020-11-30 20:00,19347.966400000005,0.1200000000000002,4.058287088185027,0.15450272851414495,12,48.0,take_profit,2681
2020-12-16 16:00,long,19549.99,284.9131540915923,0.014573570323646827,19748.84,16312.749748435835,21.063832306344537,2020-12-17 08:00,21895.988800000003,0.12000000000000005,8.234083847339049,0.13667577323568955,4,16.0,take_profit,2788
2020-12-25 04:00,long,23637.99,615.7526215624431,0.02604928005987155,23737.44,17752.864750200766,33.710476218952515,2020-12-27 04:00,26474.548800000004,0.12000000000000009,4.606653225125325,0.13909854433477628,12,48.0,take_profit,2839
2021-01-02 12:00,long,29668.86,726.4242409691241,0.02448440017476654,29777.33,20095.337782390186,48.18029098318653,2021-01-03 00:00,33229.1232,0.12000000000000004,4.901079836281684,0.12845589618205752,3,12.0,take_profit,2889
2021-01-04 12:00,short,32400.0,1083.5402240720564,0.0334425995083968,32186.58,20786.320226534357,54.84501176361592,2021-01-04 16:00,28512.0,0.12,3.588237809380526,0.1419753086419753,1,4.0,take_profit,2901
2021-01-06 00:00,long,32900.0,1341.2452882685761,0.040767333989926324,33747.0,21158.523037054518,59.49600991004675,2021-01-07 04:00,36848.0,0.12,2.9435331736348567,0.12576018237082073,7,28.0,take_profit,2910
2021-01-10 16:00,short,39330.24,1658.715109041995,0.042174039849286325,39233.99,23544.7165530232,66.63606848544649,2021-01-11 08:00,34610.6112,0.11999999999999997,2.845352269520147,0.14569552588542553,4,16.0,take_profit,2938
2021-01-14 00:00,long,35584.79,2132.4123657646437,0.05992482647121547,36035.43,24539.003775176232,46.84960453224921,2021-01-14 20:00,39854.9648,0.12000000000000001,2.00250892770864,0.12939798155335464,5,20.0,take_profit,2958
2021-01-20 08:00,short,35850.0,1434.6933266231956,0.040019339654761385,35097.16,26708.653305568278,31.40744910819922,2021-01-21 20:00,31548.0,0.12,2.9985502268457034,0.13437489539748954,9,36.0,take_profit,2996
2021-01-29 16:00,long,34380.0,1271.3546752646826,0.036979484446325844,37066.11,27992.729827043197,32.413345282928425,2021-01-29 20:00,38505.600000000006,0.12000000000000018,3.2450425363332225,0.12394124490983126,1,4.0,take_profit,3052
2021-02-02 16:00,long,34720.0,1254.2022483452483,0.03612333664588849,34821.61,28655.727563900924,21.517103072499026,2021-02-04 20:00,36750.46159124193,0.05848103661411095,1.6189267671309424,0.11846198156682028,13,52.0,kama_trail,3076
2021-02-08 20:00,long,39570.0,1128.594509006024,0.028521468511650848,43785.81,30397.65384956637,44.04338642939252,2021-02-09 00:00,44318.4,0.12000000000000004,4.207356993241101,0.1215567349001769,1,4.0,take_profit,3113
