序号,信号时间,方向,6K极值,入场基准,基准类型,回调偏移%,ATR,ATR%,是否成交,是否确认,初始止损,止盈目标,出场时间,出场价,持仓K数,R值,出场原因,是否加仓,加仓价,MFE%,MAE%,是否歧义,年份
826,2024-03-10 08:00,做多,68608.7,68608.7,回调基准,0.0,1329.24,1.937,成交,弱突破,,,2024-03-10 08:00,69208.1,0,0.451,弱突破平仓,否,,0.0,0.0,否,2024
827,2024-03-11 12:00,做多,69999.8,69999.8,回调基准,0.0,1276.36,1.823,成交,确认,68723.44,85399.76,2024-03-12 20:00,70998.09,8,-0.051,KAMA跟踪止损,是,72061.4,4.81,1.11,否,2024
828,2024-03-14 20:00,做空,71671.1,71671.1,回调基准,0.0,1277.98,1.783,成交,确认,72949.08,63070.57,2024-03-16 00:00,70289.95,7,0.463,KAMA跟踪止损,是,69500.4,8.5,-1.16,否,2024
829,2024-03-17 00:00,做空,67420.0,67420.0,回调基准,0.0,1727.48,2.562,成交,弱突破,,,2024-03-17 00:00,66969.1,0,0.261,弱突破平仓,否,,0.0,0.0,否,2024
830,2024-03-17 04:00,做空,66700.0,67420.0,回调基准,1.079,1729.96,2.566,成交,确认,69149.96,59329.6,2024-03-17 20:00,67420.0,4,0.0,KAMA跟踪止损,否,,4.24,-1.16,否,2024
831,2024-03-18 00:00,做多,68477.0,68477.0,回调基准,0.0,1802.14,2.632,成交,弱突破,,,2024-03-18 00:00,68575.5,0,0.055,弱突破平仓,否,,0.0,0.0,否,2024
832,2024-03-19 08:00,做空,66601.6,66814.6,回调基准,0.32,1651.01,2.471,成交,确认,68465.61,58796.85,2024-03-21 00:00,64381.87,10,0.72,KAMA跟踪止损,是,63137.1,9.0,1.13,否,2024
833,2024-03-22 16:00,做空,64550.1,64550.1,回调基准,0.0,1771.88,2.745,成交,弱突破,,,2024-03-22 16:00,64268.0,0,0.159,弱突破平仓,否,,0.0,0.0,否,2024
834,2024-03-22 20:00,做空,64102.0,64550.1,回调基准,0.699,1798.84,2.787,成交,弱突破,,,2024-03-22 20:00,63920.0,0,0.35,弱突破平仓,否,,0.0,0.0,否,2024
835,2024-03-23 20:00,做多,64887.6,64729.1,回调基准,0.244,1693.81,2.617,成交,弱突破,,,2024-03-23 20:00,65147.5,0,0.247,弱突破平仓,否,,0.0,0.0,否,2024
836,2024-03-27 20:00,做空,69320.0,69320.0,回调基准,0.0,1364.09,1.968,成交,弱突破,,,2024-03-27 20:00,68922.0,0,0.292,弱突破平仓,否,,0.0,0.0,否,2024
837,2024-03-29 20:00,做空,69612.8,70411.0,回调基准,1.147,1218.37,1.73,成交,确认,71629.37,61961.68,2024-03-30 12:00,69836.8,4,0.471,KAMA跟踪止损,否,,1.83,0.03,否,2024
838,2024-04-07 04:00,做多,68490.1,68490.1,回退6K极值,,1115.56,1.629,成交,弱突破,,,2024-04-07 04:00,68901.6,0,0.369,弱突破平仓,否,,0.0,0.0,否,2024
839,2024-04-08 12:00,做多,70395.0,70395.0,回调基准,0.0,1032.47,1.467,成交,弱突破,,,2024-04-08 12:00,70745.4,0,0.339,弱突破平仓,否,,0.0,0.0,否,2024
840,2024-04-11 04:00,做多,70130.0,69650.0,回调基准,0.684,1147.22,1.647,成交,确认,68502.78,84973.0,2024-04-11 20:00,69815.26,4,0.144,KAMA跟踪止损,否,,2.49,-0.08,否,2024
841,2024-04-12 20:00,做空,69592.6,69592.6,回调基准,0.0,1100.97,1.582,成交,弱突破,,,2024-04-12 20:00,69374.1,0,0.198,弱突破平仓,否,,0.0,0.0,否,2024
842,2024-04-13 00:00,做空,69267.0,69608.1,回调基准,0.492,1133.97,1.629,成交,确认,70742.07,61255.13,2024-04-14 04:00,61255.13,7,12.553,止盈,是,67136.4,14.3,2.35,否,2024
843,2024-04-15 12:00,做多,65842.8,64891.6,回调基准,1.445,1624.22,2.503,成交,确认,63267.38,79167.75,2024-04-16 00:00,63267.38,3,-1.0,前3K止损,否,,3.06,-4.08,否,2024
844,2024-04-17 20:00,做空,61680.0,61680.0,回调基准,0.0,1602.91,2.599,成交,确认,63282.91,54278.4,2024-04-18 12:00,61953.6,4,-0.171,KAMA跟踪止损,否,,3.33,-0.83,否,2024
845,2024-04-18 20:00,做多,63049.9,62957.2,回调基准,0.147,1671.67,2.655,成交,弱突破,,,2024-04-18 20:00,63474.0,0,0.309,弱突破平仓,否,,0.0,0.0,否,2024
846,2024-04-19 12:00,做多,64100.0,64100.0,回调基准,0.0,1770.6,2.762,成交,弱突破,,,2024-04-19 12:00,64519.6,0,0.237,弱突破平仓,否,,0.0,0.0,否,2024
847,2024-04-23 00:00,做多,66449.0,66449.0,回调基准,0.0,1272.49,1.915,成交,弱突破,,,2024-04-23 00:00,66495.6,0,0.037,弱突破平仓,否,,0.0,0.0,否,2024
848,2024-04-24 20:00,做空,65750.0,65750.0,回调基准,0.0,1022.8,1.556,成交,确认,66772.8,57860.0,2024-04-26 00:00,64456.05,7,0.781,KAMA跟踪止损,是,63960.9,4.61,0.96,否,2024
849,2024-04-27 08:00,做空,63291.5,63844.0,回调基准,0.873,986.32,1.545,成交,确认,64830.32,56182.72,2024-04-28 00:00,63603.94,4,0.243,KAMA跟踪止损,否,,1.87,0.34,否,2024
850,2024-04-28 08:00,做多,63901.4,63901.4,回调基准,0.0,911.13,1.426,成交,弱突破,,,2024-04-28 08:00,63989.8,0,0.097,弱突破平仓,否,,0.0,0.0,否,2024
851,2024-04-29 04:00,做空,63115.0,63115.0,回调基准,0.0,835.16,1.323,成交,弱突破,,,2024-04-29 04:00,63088.3,0,0.032,弱突破平仓,否,,0.0,0.0,否,2024
852,2024-04-29 08:00,做空,62700.0,63230.7,回调基准,0.846,844.24,1.335,成交,确认,64074.94,55643.02,2024-04-30 04:00,63230.7,5,0.0,KAMA跟踪止损,否,,2.38,-1.53,否,2024
853,2024-04-30 16:00,做空,61726.2,61726.2,回调基准,0.0,910.86,1.476,成交,确认,62637.06,54319.06,2024-05-02 20:00,59116.73,13,3.04,KAMA跟踪止损,是,59276.2,8.41,0.24,否,2024
854,2024-05-03 08:00,做多,59637.3,59637.3,回退6K极值,,1251.17,2.098,成交,弱突破,,,2024-05-03 08:00,59687.9,0,0.04,弱突破平仓,否,,0.0,0.0,否,2024
855,2024-05-03 20:00,做多,59976.9,59976.9,回调基准,0.0,1200.89,2.002,成交,确认,58776.01,73171.82,2024-05-05 08:00,63163.88,9,3.596,KAMA跟踪止损,是,62031.9,7.62,2.54,否,2024
856,2024-05-05 20:00,做多,64198.9,64198.9,回调基准,0.0,1137.43,1.772,成交,弱突破,,,2024-05-05 20:00,64398.0,0,0.175,弱突破平仓,否,,0.0,0.0,否,2024
857,2024-05-08 04:00,做空,62758.1,62805.6,回调基准,0.076,1086.35,1.73,成交,弱突破,,,2024-05-08 04:00,62296.0,0,0.469,弱突破平仓,否,,0.0,0.0,否,2024
858,2024-05-09 04:00,做空,61736.7,61736.7,回退6K极值,,1029.41,1.667,成交,确认,62766.11,54328.3,2024-05-09 20:00,61736.7,4,0.0,KAMA跟踪止损,否,,1.92,-0.85,否,2024
859,2024-05-13 12:00,做多,61849.4,61849.4,回调基准,0.0,821.44,1.328,成交,确认,61027.96,75456.27,2024-05-14 08:00,62458.46,5,-0.089,KAMA跟踪止损,是,63140.5,2.57,0.72,否,2024
860,2024-05-15 16:00,做多,62295.9,62295.9,回调基准,0.0,812.64,1.304,成交,弱突破,,,2024-05-15 16:00,62447.4,0,0.186,弱突破平仓,否,,0.0,0.0,否,2024
861,2024-05-17 20:00,做多,66800.0,66800.0,回调基准,0.0,913.77,1.368,成交,弱突破,,,2024-05-17 20:00,67170.0,0,0.405,弱突破平仓,否,,0.0,0.0,否,2024
862,2024-05-20 00:00,做空,66619.4,66682.6,回调基准,0.095,764.52,1.147,成交,确认,67447.12,58680.69,2024-05-20 16:00,66788.9,4,-0.139,KAMA跟踪止损,否,,1.09,-0.99,否,2024
863,2024-05-20 20:00,做多,67341.4,67303.4,回调基准,0.056,771.51,1.146,成交,弱突破,,,2024-05-20 20:00,67382.1,0,0.102,弱突破平仓,否,,0.0,0.0,否,2024
864,2024-05-23 04:00,做空,69241.5,69242.0,回调基准,0.001,997.15,1.44,成交,弱突破,,,2024-05-23 04:00,69219.1,0,0.023,弱突破平仓,否,,0.0,0.0,否,2024
865,2024-05-23 20:00,做空,68736.8,68736.8,回调基准,0.0,938.65,1.366,成交,确认,69675.45,60488.38,2024-05-25 00:00,68702.51,7,-1.523,KAMA跟踪止损,是,67239.0,3.75,-0.78,否,2024
866,2024-05-27 04:00,做空,68678.5,68830.0,回调基准,0.221,822.6,1.195,成交,弱突破,,,2024-05-27 04:00,68524.3,0,0.372,弱突破平仓,否,,0.0,0.0,否,2024
867,2024-05-27 20:00,做多,69425.2,69425.2,回调基准,0.0,804.9,1.159,成交,确认,68620.3,84698.74,2024-05-28 08:00,68620.3,3,-1.0,前3K止损,否,,1.91,-2.4,否,2024
868,2024-05-30 20:00,做多,68479.0,68330.6,回调基准,0.217,902.13,1.32,成交,弱突破,,,2024-05-30 20:00,68566.4,0,0.261,弱突破平仓,否,,0.0,0.0,否,2024
869,2024-05-31 20:00,做空,67792.4,67792.4,回调基准,0.0,857.21,1.264,成交,确认,68649.61,59657.31,2024-06-01 12:00,67792.4,4,0.0,KAMA跟踪止损,否,,1.61,-0.39,否,2024
870,2024-06-02 16:00,做多,67951.7,67936.0,回调基准,0.023,684.16,1.007,成交,确认,67251.84,82881.92,2024-06-03 08:00,67805.9,4,-0.19,KAMA跟踪止损,否,,1.34,-0.94,否,2024
871,2024-06-03 12:00,做多,68848.0,68545.9,回调基准,0.439,723.27,1.055,成交,确认,67822.63,83626.0,2024-06-04 08:00,68716.27,5,-1.055,KAMA跟踪止损,是,69650.0,2.67,0.01,否,2024
872,2024-06-04 20:00,做多,70372.9,70372.9,回调基准,0.0,763.89,1.085,成交,弱突破,,,2024-06-04 20:00,70492.0,0,0.156,弱突破平仓,否,,0.0,0.0,否,2024
873,2024-06-05 20:00,做多,71430.0,71430.0,回退6K极值,,788.29,1.104,成交,弱突破,,,2024-06-05 20:00,71625.1,0,0.247,弱突破平仓,否,,0.0,0.0,否,2024
874,2024-06-07 00:00,做空,70711.3,70711.3,回调基准,0.0,743.41,1.051,成交,弱突破,,,2024-06-07 00:00,70526.1,0,0.249,弱突破平仓,否,,0.0,0.0,否,2024
875,2024-06-07 16:00,做多,71714.8,71714.8,回调基准,0.0,725.1,1.011,成交,弱突破,,,2024-06-07 16:00,71750.0,0,0.049,弱突破平仓,否,,0.0,0.0,否,2024
876,2024-06-08 00:00,做空,70101.9,70101.9,回调基准,0.0,760.9,1.085,成交,确认,70862.8,61689.67,2024-06-09 20:00,69772.31,11,0.433,KAMA跟踪止损,否,,1.57,0.4,否,2024
877,2024-06-10 20:00,做多,69879.0,69879.0,回调基准,0.0,563.65,0.807,成交,弱突破,,,2024-06-10 20:00,70090.9,0,0.376,弱突破平仓,否,,0.0,0.0,否,2024
878,2024-06-11 08:00,做空,69201.2,69201.2,回调基准,0.0,581.07,0.84,成交,确认,69782.27,60897.06,2024-06-12 16:00,68034.94,8,1.228,KAMA跟踪止损,是,67582.0,4.63,1.05,否,2024
879,2024-06-12 20:00,做多,68065.3,68065.3,回退6K极值,,714.25,1.049,成交,确认,67351.05,83039.67,2024-06-13 00:00,67351.05,1,-1.0,前3K止损,否,,2.64,-1.25,否,2024
880,2024-06-13 20:00,做空,66957.0,66957.0,回调基准,0.0,901.55,1.346,成交,确认,67858.55,58922.16,2024-06-14 12:00,66957.0,4,0.0,KAMA跟踪止损,否,,1.05,-0.41,否,2024
881,2024-06-15 00:00,做空,66251.1,66251.1,回调基准,0.0,886.5,1.338,成交,确认,67137.6,58300.97,2024-06-15 16:00,66251.1,4,0.0,KAMA跟踪止损,否,,1.18,-0.6,否,2024
882,2024-06-17 16:00,做空,65907.5,66169.4,回调基准,0.397,673.93,1.018,成交,确认,66843.33,58229.07,2024-06-18 00:00,66843.33,2,-1.0,前3K止损,否,,1.62,-1.68,否,2024
883,2024-06-20 12:00,做多,65711.9,65711.9,回调基准,0.0,750.94,1.143,成交,弱突破,,,2024-06-20 12:00,65831.4,0,0.159,弱突破平仓,否,,0.0,0.0,否,2024
884,2024-06-21 08:00,做空,64526.0,64804.7,回调基准,0.432,781.64,1.206,成交,弱突破,,,2024-06-21 08:00,64473.4,0,0.424,弱突破平仓,否,,0.0,0.0,否,2024
885,2024-06-21 12:00,做空,64306.5,64306.5,回退6K极值,,780.01,1.213,成交,弱突破,,,2024-06-21 12:00,64179.4,0,0.163,弱突破平仓,否,,0.0,0.0,否,2024
886,2024-06-21 16:00,做空,64167.1,64167.1,回退6K极值,,768.45,1.198,成交,确认,64935.55,56467.05,2024-06-22 08:00,64167.1,4,0.0,KAMA跟踪止损,否,,1.26,-0.44,否,2024
887,2024-06-23 20:00,做空,64200.2,64200.2,回调基准,0.0,568.47,0.885,成交,弱突破,,,2024-06-23 20:00,64071.8,0,0.226,弱突破平仓,否,,0.0,0.0,否,2024
888,2024-06-25 20:00,做多,61677.0,61677.0,回调基准,0.0,861.77,1.397,成交,弱突破,,,2024-06-25 20:00,61776.0,0,0.115,弱突破平仓,否,,0.0,0.0,否,2024
889,2024-06-27 00:00,做空,61100.0,61100.0,回调基准,0.0,845.6,1.384,成交,弱突破,,,2024-06-27 00:00,60991.0,0,0.129,弱突破平仓,否,,0.0,0.0,否,2024
890,2024-06-28 20:00,做空,61137.7,61137.7,回调基准,0.0,768.97,1.258,成交,弱突破,,,2024-06-28 20:00,61039.9,0,0.127,弱突破平仓,否,,0.0,0.0,否,2024
891,2024-06-29 00:00,做空,60721.2,60721.2,回退6K极值,,787.86,1.298,成交,确认,61509.06,53434.66,2024-06-29 16:00,61049.8,4,-0.417,KAMA跟踪止损,否,,1.13,-0.84,否,2024
892,2024-06-30 12:00,做多,61232.0,61232.0,回调基准,0.0,644.92,1.053,成交,弱突破,,,2024-06-30 12:00,61533.6,0,0.468,弱突破平仓,否,,0.0,0.0,否,2024
893,2024-07-02 20:00,做空,62387.0,62502.2,回调基准,0.185,666.73,1.067,成交,确认,63168.93,55001.94,2024-07-05 08:00,55001.94,15,20.221,止盈,是,60983.5,12.13,0.22,否,2024
894,2024-07-05 12:00,做空,54918.3,54918.3,回退6K极值,,1103.75,2.01,成交,弱突破,,,2024-07-05 12:00,54389.4,0,0.479,弱突破平仓,否,,0.0,0.0,否,2024
895,2024-07-06 20:00,做多,57000.0,57000.0,回调基准,0.0,1101.86,1.933,成交,弱突破,,,2024-07-06 20:00,57285.4,0,0.259,弱突破平仓,否,,0.0,0.0,否,2024
896,2024-07-08 04:00,做空,56555.1,56555.1,回退6K极值,,998.61,1.766,成交,确认,57553.71,49768.49,2024-07-08 16:00,57553.71,3,-1.0,前3K止损,否,,4.09,-2.91,否,2024
897,2024-07-10 12:00,做多,58290.6,58290.6,回调基准,0.0,1104.7,1.895,成交,确认,57185.9,71114.53,2024-07-11 04:00,57374.8,4,-0.829,KAMA跟踪止损,否,,1.24,-2.0,否,2024
898,2024-07-12 08:00,做空,57030.0,57030.0,回调基准,0.0,1077.54,1.889,成交,弱突破,,,2024-07-12 08:00,56887.6,0,0.132,弱突破平仓,否,,0.0,0.0,否,2024
899,2024-07-13 16:00,做多,58500.0,58500.0,回调基准,0.0,962.79,1.646,成交,弱突破,,,2024-07-13 16:00,58513.9,0,0.014,弱突破平仓,否,,0.0,0.0,否,2024
900,2024-07-14 04:00,做多,58950.0,58950.0,回退6K极值,,914.04,1.551,成交,弱突破,,,2024-07-14 04:00,59174.0,0,0.245,弱突破平仓,否,,0.0,0.0,否,2024
901,2024-07-14 12:00,做多,59850.0,59850.0,回退6K极值,,933.33,1.559,成交,弱突破,,,2024-07-14 12:00,60031.3,0,0.194,弱突破平仓,否,,0.0,0.0,否,2024
902,2024-07-15 04:00,做多,60397.2,60397.2,回调基准,0.0,874.63,1.448,成交,弱突破,,,2024-07-15 04:00,60766.0,0,0.422,弱突破平仓,否,,0.0,0.0,否,2024
903,2024-07-17 00:00,做多,64988.8,64988.8,回调基准,0.0,1099.14,1.691,成交,弱突破,,,2024-07-17 00:00,65125.2,0,0.124,弱突破平仓,否,,0.0,0.0,否,2024
904,2024-07-17 08:00,做多,65388.0,64988.8,回调基准,0.611,1111.04,1.71,成交,确认,63877.76,79286.34,2024-07-18 00:00,64696.0,4,-0.264,KAMA跟踪止损,否,,1.51,-1.79,否,2024
905,2024-07-18 20:00,做空,63823.0,63823.0,回调基准,0.0,1019.69,1.598,成交,弱突破,,,2024-07-18 20:00,63500.1,0,0.317,弱突破平仓,否,,0.0,0.0,否,2024
906,2024-07-19 20:00,做多,65098.9,65098.9,回调基准,0.0,1007.27,1.547,成交,确认,64091.63,79420.66,2024-07-22 00:00,66314.86,13,0.42,KAMA跟踪止损,是,67107.8,4.03,1.0,否,2024
907,2024-07-22 04:00,做多,67719.8,67412.4,回调基准,0.454,931.1,1.381,成交,确认,66481.3,82243.13,2024-07-22 20:00,67412.4,4,0.0,KAMA跟踪止损,否,,1.55,-1.3,否,2024
908,2024-07-25 04:00,做空,65450.8,65450.8,回调基准,0.0,933.9,1.427,成交,弱突破,,,2024-07-25 04:00,65350.8,0,0.107,弱突破平仓,否,,0.0,0.0,否,2024
909,2024-07-25 08:00,做空,65040.5,65450.8,回调基准,0.631,938.16,1.433,成交,确认,66388.96,57596.7,2024-07-26 04:00,65317.52,5,0.142,KAMA跟踪止损,否,,3.05,-1.06,否,2024
910,2024-07-29 08:00,做多,68300.0,68246.6,回调基准,0.078,951.79,1.395,成交,确认,67294.81,83260.85,2024-07-30 00:00,68067.3,4,-0.188,KAMA跟踪止损,否,,2.69,-2.76,否,2024
911,2024-08-01 00:00,做空,65254.5,65254.5,回调基准,0.0,979.39,1.501,成交,弱突破,,,2024-08-01 00:00,65229.8,0,0.025,弱突破平仓,否,,0.0,0.0,否,2024
912,2024-08-01 04:00,做空,64894.0,65254.5,回调基准,0.556,1026.72,1.573,成交,确认,66281.22,57423.96,2024-08-02 04:00,64847.69,6,-1.508,KAMA跟踪止损,是,62892.6,4.57,-0.61,否,2024
913,2024-08-06 20:00,做多,56254.8,56254.8,回调基准,0.0,1940.07,3.449,成交,弱突破,,,2024-08-06 20:00,56370.0,0,0.059,弱突破平仓,否,,0.0,0.0,否,2024
914,2024-08-07 00:00,做多,56599.0,56254.8,回调基准,0.608,1958.61,3.482,成交,弱突破,,,2024-08-07 00:00,56737.0,0,0.246,弱突破平仓,否,,0.0,0.0,否,2024
915,2024-08-08 00:00,做空,55516.3,55516.3,回调基准,0.0,1755.3,3.162,成交,弱突破,,,2024-08-08 00:00,54739.9,0,0.442,弱突破平仓,否,,0.0,0.0,否,2024
916,2024-08-08 20:00,做多,57688.8,57454.0,回调基准,0.407,1676.4,2.918,成交,确认,55777.6,70093.88,2024-08-12 00:00,59878.92,19,0.384,KAMA跟踪止损,是,61659.8,9.2,3.06,否,2024
917,2024-08-14 00:00,做多,60390.8,60390.8,回调基准,0.0,1288.76,2.134,成交,弱突破,,,2024-08-14 00:00,60792.1,0,0.311,弱突破平仓,否,,0.0,0.0,否,2024
918,2024-08-16 00:00,做空,57679.6,57679.6,回调基准,0.0,1227.94,2.129,成交,确认,58907.54,50758.05,2024-08-16 16:00,58423.4,4,-0.606,KAMA跟踪止损,否,,2.97,-1.69,否,2024
919,2024-08-19 04:00,做空,59122.1,59122.1,回调基准,0.0,983.18,1.663,成交,确认,60105.28,52027.45,2024-08-20 00:00,59083.8,5,0.039,KAMA跟踪止损,否,,2.32,-0.24,否,2024
920,2024-08-22 00:00,做多,60192.3,60192.3,回退6K极值,,985.48,1.637,成交,确认,59206.82,73434.61,2024-08-22 20:00,60192.3,5,0.0,KAMA跟踪止损,否,,2.66,-0.86,否,2024
921,2024-08-23 20:00,做多,61370.0,61364.0,回调基准,0.01,945.79,1.541,成交,弱突破,,,2024-08-23 20:00,61499.0,0,0.143,弱突破平仓,否,,0.0,0.0,否,2024
922,2024-08-24 00:00,做多,62307.6,62307.6,回退6K极值,,978.38,1.57,成交,确认,61329.22,76015.27,2024-08-26 12:00,63557.91,15,0.806,KAMA跟踪止损,是,64019.9,4.6,1.81,否,2024
923,2024-08-27 04:00,做空,63032.0,63032.0,回退6K极值,,825.26,1.309,成交,弱突破,,,2024-08-27 04:00,62807.6,0,0.272,弱突破平仓,否,,0.0,0.0,否,2024
924,2024-08-27 16:00,做空,62618.0,62618.0,回退6K极值,,794.99,1.27,成交,弱突破,,,2024-08-27 16:00,62392.5,0,0.284,弱突破平仓,否,,0.0,0.0,否,2024
925,2024-08-27 20:00,做空,62200.2,62200.2,回退6K极值,,794.58,1.277,成交,确认,62994.78,54736.18,2024-08-29 16:00,59810.57,11,2.471,KAMA跟踪止损,是,59384.5,7.04,0.06,否,2024
926,2024-08-29 20:00,做多,60450.0,60131.0,回调基准,0.528,1036.95,1.724,成交,确认,59094.05,73359.82,2024-08-30 00:00,59094.05,1,-1.0,前3K止损,否,,1.33,-2.09,否,2024
927,2024-08-30 20:00,做空,58650.0,58650.0,回退6K极值,,1023.53,1.745,成交,确认,59673.53,51612.0,2024-08-31 12:00,59200.0,4,-0.537,KAMA跟踪止损,否,,1.92,-1.34,否,2024
928,2024-09-01 08:00,做空,58700.0,58700.0,回退6K极值,,893.49,1.522,成交,弱突破,,,2024-09-01 08:00,58501.6,0,0.222,弱突破平仓,否,,0.0,0.0,否,2024
929,2024-09-03 04:00,做多,58783.0,58626.3,回调基准,0.267,874.07,1.491,成交,确认,57752.23,71524.09,2024-09-03 20:00,58626.3,4,0.0,KAMA跟踪止损,否,,1.98,-1.87,否,2024
930,2024-09-05 20:00,做空,56154.0,56154.0,回调基准,0.0,944.82,1.683,成交,弱突破,,,2024-09-05 20:00,55947.0,0,0.219,弱突破平仓,否,,0.0,0.0,否,2024
931,2024-09-06 20:00,做空,55250.0,55250.0,回退6K极值,,959.68,1.737,成交,确认,56209.68,48620.0,2024-09-09 04:00,54792.49,14,-0.854,KAMA跟踪止损,是,53515.3,4.96,-0.09,否,2024
932,2024-09-10 00:00,做多,55774.9,55774.9,回退6K极值,,863.72,1.549,成交,确认,54911.18,68045.38,2024-09-11 08:00,56643.82,8,0.382,KAMA跟踪止损,是,57183.2,4.26,1.05,否,2024
933,2024-09-12 08:00,做多,57954.4,57729.0,回调基准,0.389,924.25,1.601,成交,确认,56804.75,70429.38,2024-09-13 00:00,57472.2,4,-0.278,KAMA跟踪止损,否,,1.52,-0.73,否,2024
934,2024-09-13 20:00,做多,58606.6,58606.6,回调基准,0.0,840.34,1.434,成交,确认,57766.26,71500.05,2024-09-16 04:00,59240.58,14,-0.692,KAMA跟踪止损,是,60456.2,3.4,0.08,否,2024
935,2024-09-16 08:00,做空,58654.0,58654.0,回退6K极值,,724.27,1.235,成交,弱突破,,,2024-09-16 08:00,58546.5,0,0.148,弱突破平仓,否,,0.0,0.0,否,2024
936,2024-09-16 20:00,做空,58079.7,58079.7,回调基准,0.0,736.64,1.268,成交,弱突破,,,2024-09-16 20:00,57860.7,0,0.297,弱突破平仓,否,,0.0,0.0,否,2024
937,2024-09-19 04:00,做多,61320.7,60747.7,回调基准,0.934,934.49,1.538,成交,确认,59813.21,74112.19,2024-09-20 20:00,62657.08,10,2.1,KAMA跟踪止损,是,62604.5,5.56,1.29,否,2024
938,2024-09-22 16:00,做空,62801.2,62936.8,回调基准,0.216,744.63,1.183,成交,弱突破,,,2024-09-22 16:00,62751.4,0,0.249,弱突破平仓,否,,0.0,0.0,否,2024
939,2024-09-23 04:00,做多,63546.9,63546.9,回调基准,0.0,721.22,1.135,成交,弱突破,,,2024-09-23 04:00,63558.4,0,0.016,弱突破平仓,否,,0.0,0.0,否,2024
940,2024-09-23 08:00,做多,64000.0,63423.7,回调基准,0.9,768.21,1.211,成交,确认,62655.49,77376.91,2024-09-24 00:00,63423.7,4,0.0,KAMA跟踪止损,否,,1.58,-0.61,否,2024
941,2024-09-25 00:00,做多,63925.5,63790.0,回调基准,0.212,787.76,1.235,成交,确认,63002.24,77823.8,2024-09-25 16:00,63790.0,4,0.0,KAMA跟踪止损,否,,1.58,-0.65,否,2024
942,2024-09-26 16:00,做多,63971.0,63971.0,回调基准,0.0,771.6,1.206,成交,确认,63199.4,78044.62,2024-09-30 08:00,65278.51,22,1.796,KAMA跟踪止损,是,65200.0,3.88,0.24,否,2024
943,2024-10-01 20:00,做空,62825.0,62825.0,回调基准,0.0,666.98,1.062,成交,弱突破,,,2024-10-01 20:00,62613.8,0,0.317,弱突破平仓,否,,0.0,0.0,否,2024
944,2024-10-04 20:00,做多,61616.0,61616.0,回退6K极值,,874.21,1.419,成交,弱突破,,,2024-10-04 20:00,61843.1,0,0.26,弱突破平仓,否,,0.0,0.0,否,2024
945,2024-10-05 00:00,做多,61985.0,61985.0,回退6K极值,,894.72,1.443,成交,弱突破,,,2024-10-05 00:00,62337.0,0,0.393,弱突破平仓,否,,0.0,0.0,否,2024
946,2024-10-06 20:00,做多,62344.0,62344.0,回调基准,0.0,673.8,1.081,成交,确认,61670.2,76059.68,2024-10-08 00:00,62731.0,7,-0.559,KAMA跟踪止损,是,63494.6,3.38,-0.13,否,2024
947,2024-10-08 04:00,做空,62265.0,62265.0,回调基准,0.0,769.86,1.236,成交,弱突破,,,2024-10-08 04:00,62190.7,0,0.097,弱突破平仓,否,,0.0,0.0,否,2024
948,2024-10-10 00:00,做空,61600.1,61843.6,回调基准,0.395,729.53,1.18,成交,确认,62573.13,54422.37,2024-10-11 16:00,61030.16,10,0.534,KAMA跟踪止损,是,60606.4,4.76,0.88,否,2024
949,2024-10-11 20:00,做多,61294.7,61294.7,回调基准,0.0,776.08,1.266,成交,确认,60518.62,74779.53,2024-10-13 16:00,62552.51,11,0.989,KAMA跟踪止损,是,63042.4,3.54,1.28,否,2024
950,2024-10-13 20:00,做空,62486.1,62781.0,回调基准,0.472,701.22,1.117,成交,确认,63482.22,55247.28,2024-10-14 08:00,63482.22,3,-1.0,前3K止损,否,,1.02,-2.54,否,2024
951,2024-10-17 16:00,做空,66888.0,66888.0,回调基准,0.0,888.66,1.329,成交,弱突破,,,2024-10-17 16:00,66853.6,0,0.039,弱突破平仓,否,,0.0,0.0,否,2024
952,2024-10-18 20:00,做多,68371.0,67673.9,回调基准,1.02,864.24,1.277,成交,确认,66809.66,82562.16,2024-10-21 20:00,67948.29,18,-0.923,KAMA跟踪止损,是,69020.1,2.8,-1.19,否,2024
