止盈配置,信号时间,年份,月份,方向,突破基准价,信号K收盘价,ATR,ATR%,初始止损价,日线EMA70,偏离度_突破K(%),偏离度_前一K(%),出场时间,出场价,出场原因,实际涨跌幅(%),R值,盘中最大涨跌幅MFE(%),MFE的R值,MFE是否≥10%,MFE是否≥8%,持仓K线数,持仓小时
纯KAMA,2020-05-27 16:00,2020,5,做多,9011.82,9144.99,161.26,1.79,8850.56,8392.39,8.97,5.36,2020-05-29 16:00,9412.18,KAMA跟踪止盈,4.44,2.48,6.77,3.78,否,否,12,48
纯KAMA,2020-05-31 04:00,2020,5,做多,9596.0,9695.0,144.54,1.51,9451.46,8488.59,14.21,12.29,2020-05-31 20:00,9596.0,保本平仓,0.0,0.0,1.06,0.71,否,否,4,16
纯KAMA,2020-06-02 04:00,2020,6,做多,9615.0,10232.48,137.13,1.43,9477.87,8563.94,19.48,11.72,2020-06-02 20:00,9796.76,KAMA跟踪止盈,1.89,1.33,6.73,4.72,否,否,4,16
纯KAMA,2020-06-04 04:00,2020,6,做多,9644.0,9663.59,183.37,1.9,9460.63,8620.95,12.09,11.08,2020-06-04 16:00,9460.63,ATR止损,-1.9,-1.0,0.42,0.22,否,否,3,12
纯KAMA,2020-06-04 20:00,2020,6,做多,9694.75,9828.11,172.61,1.78,9522.14,8653.83,13.57,11.15,2020-06-05 12:00,9743.43,KAMA跟踪止盈,0.5,0.28,1.95,1.1,否,否,4,16
纯KAMA,2020-06-07 16:00,2020,6,做空,9579.0,9573.97,137.89,1.44,9716.89,8737.82,9.57,10.5,2020-06-08 00:00,9716.89,ATR止损,-1.44,-1.0,2.15,1.49,否,否,2,8
纯KAMA,2020-06-11 00:00,2020,6,做多,9832.52,9855.04,122.9,1.25,9709.62,8826.14,11.66,10.55,2020-06-11 16:00,9832.52,保本平仓,0.0,0.0,1.4,1.12,否,否,4,16
纯KAMA,2020-06-11 20:00,2020,6,做空,9681.21,9525.02,128.92,1.33,9810.13,8838.87,7.76,10.78,2020-06-14 00:00,9494.51,KAMA跟踪止盈,1.93,1.45,6.47,4.86,否,否,13,52
纯KAMA,2020-06-15 08:00,2020,6,做空,9240.97,9160.68,123.39,1.34,9364.36,8901.78,2.91,5.1,2020-06-16 00:00,9240.97,保本平仓,0.0,0.0,3.81,2.86,否,否,4,16
纯KAMA,2020-06-16 08:00,2020,6,做多,9490.83,9559.49,143.68,1.51,9347.15,8919.17,7.18,5.84,2020-06-17 00:00,9490.83,保本平仓,0.0,0.0,1.02,0.68,否,否,4,16
纯KAMA,2020-06-17 20:00,2020,6,做空,9400.0,9393.05,131.52,1.4,9531.52,8934.37,5.13,6.05,2020-06-18 12:00,9391.22,KAMA跟踪止盈,0.09,0.07,1.8,1.28,否,否,4,16
纯KAMA,2020-06-19 08:00,2020,6,做空,9272.41,9268.73,126.84,1.37,9399.25,8957.11,3.48,4.86,2020-06-19 16:00,9399.25,ATR止损,-1.37,-1.0,0.19,0.14,否,否,2,8
纯KAMA,2020-06-22 16:00,2020,6,做多,9450.0,9458.88,103.21,1.09,9346.79,8997.43,5.13,4.66,2020-06-24 04:00,9602.64,KAMA跟踪止盈,1.62,1.48,3.65,3.34,否,否,9,36
纯KAMA,2020-06-24 12:00,2020,6,做空,9585.0,9519.0,97.36,1.02,9682.36,9023.27,5.49,7.02,2020-06-25 16:00,9325.85,KAMA跟踪止盈,2.7,2.66,6.05,5.96,否,否,7,28
纯KAMA,2020-06-28 00:00,2020,6,做空,9087.42,8932.93,115.96,1.28,9203.38,9032.53,-1.1,1.08,2020-06-28 20:00,9087.42,保本平仓,0.0,0.0,2.18,1.71,否,否,5,20
纯KAMA,2020-06-30 04:00,2020,6,做多,9181.0,9189.48,112.45,1.22,9068.55,9039.18,1.66,1.31,2020-06-30 20:00,9181.0,保本平仓,0.0,0.0,0.26,0.21,否,否,4,16
纯KAMA,2020-07-01 20:00,2020,7,做多,9200.0,9263.75,94.15,1.02,9105.85,9047.38,2.39,1.22,2020-07-02 12:00,9200.0,保本平仓,0.0,0.0,1.01,0.99,否,否,4,16
纯KAMA,2020-07-02 20:00,2020,7,做空,9137.19,9049.61,87.24,0.95,9224.43,9048.52,0.01,1.66,2020-07-05 00:00,9108.42,KAMA跟踪止盈,0.31,0.33,2.2,2.31,否,否,13,52
纯KAMA,2020-07-05 16:00,2020,7,做空,9040.0,9035.32,76.52,0.85,9116.52,9051.84,-0.18,0.12,2020-07-06 08:00,9040.0,保本平仓,0.0,0.0,1.55,1.83,否,否,4,16
纯KAMA,2020-07-06 12:00,2020,7,做多,9131.42,9199.71,80.08,0.88,9051.34,9059.95,1.54,0.3,2020-07-07 16:00,9225.99,KAMA跟踪止盈,1.04,1.18,2.72,3.1,否,否,7,28
纯KAMA,2020-07-08 20:00,2020,7,做多,9320.0,9410.92,80.03,0.86,9239.97,9075.98,3.69,2.56,2020-07-09 20:00,9324.93,KAMA跟踪止盈,0.05,0.06,1.57,1.82,否,否,6,24
纯KAMA,2020-07-10 12:00,2020,7,做空,9164.33,9153.71,82.9,0.9,9247.23,9086.35,0.74,1.53,2020-07-10 20:00,9247.23,ATR止损,-0.9,-1.0,0.13,0.15,否,否,2,8
纯KAMA,2020-07-11 04:00,2020,7,做多,9255.25,9288.39,81.07,0.88,9174.18,9086.35,2.22,1.63,2020-07-11 20:00,9255.25,保本平仓,0.0,0.0,0.5,0.57,否,否,4,16
纯KAMA,2020-07-14 12:00,2020,7,做空,9200.0,9180.56,73.28,0.8,9273.28,9104.82,0.83,1.25,2020-07-15 00:00,9273.28,ATR止损,-0.8,-1.0,0.91,1.15,否,否,3,12
纯KAMA,2020-07-16 00:00,2020,7,做空,9190.0,9183.07,67.62,0.74,9257.62,9107.43,0.83,1.06,2020-07-17 20:00,9156.47,KAMA跟踪止盈,0.36,0.5,1.59,2.16,否,否,11,44
纯KAMA,2020-07-20 04:00,2020,7,做多,9182.45,9210.51,51.19,0.56,9131.26,9113.91,1.06,0.58,2020-07-20 16:00,9131.26,ATR止损,-0.56,-1.0,0.42,0.75,否,否,3,12
纯KAMA,2020-07-21 12:00,2020,7,做多,9203.83,9314.87,50.01,0.54,9153.82,9122.92,2.1,0.64,2020-07-22 12:00,9297.9,KAMA跟踪止盈,1.02,1.88,2.56,4.71,否,否,6,24
纯KAMA,2020-07-23 04:00,2020,7,做多,9389.94,9518.25,59.58,0.63,9330.36,9134.06,4.21,2.61,2020-07-24 12:00,9500.52,KAMA跟踪止盈,1.18,1.86,3.07,4.84,否,否,8,32
纯KAMA,2020-07-26 00:00,2020,7,做多,9650.0,9674.11,74.31,0.77,9575.69,9173.66,5.46,4.59,2020-07-28 16:00,10634.69,KAMA跟踪止盈,10.2,13.25,19.05,24.73,是,是,16,64
纯KAMA,2020-07-31 16:00,2020,7,做多,11195.52,11231.87,209.91,1.87,10985.61,9450.39,18.85,17.89,2020-08-02 12:00,11760.25,KAMA跟踪止盈,5.04,2.69,8.56,4.57,否,是,11,44
纯KAMA,2020-08-03 20:00,2020,8,做多,11297.98,11392.33,274.76,2.43,11023.22,9607.85,18.57,17.03,2020-08-04 12:00,11548.41,KAMA跟踪止盈,2.22,0.91,1.64,0.67,否,否,4,16
纯KAMA,2020-08-04 16:00,2020,8,做空,11133.73,11128.36,255.99,2.3,11389.72,9652.7,15.29,17.05,2020-08-05 08:00,11133.73,保本平仓,0.0,0.0,0.98,0.42,否,否,4,16
纯KAMA,2020-08-05 16:00,2020,8,做多,11337.35,11444.63,230.77,2.04,11106.58,9711.85,17.84,16.21,2020-08-06 12:00,11592.42,KAMA跟踪止盈,2.25,1.11,4.2,2.06,否,否,5,20
纯KAMA,2020-08-06 20:00,2020,8,做多,11813.0,11850.0,217.25,1.84,11595.75,9769.84,21.29,19.77,2020-08-07 12:00,11813.0,保本平仓,0.0,0.0,0.91,0.49,否,否,4,16
纯KAMA,2020-08-10 08:00,2020,8,做多,11811.0,12041.82,176.78,1.5,11634.22,9982.53,20.63,17.72,2020-08-10 16:00,11634.22,ATR止损,-1.5,-1.0,2.32,1.55,否,否,2,8
纯KAMA,2020-08-11 20:00,2020,8,做空,11651.0,11493.15,195.18,1.68,11846.18,10022.25,14.68,17.28,2020-08-12 20:00,11548.66,KAMA跟踪止盈,0.88,0.52,4.5,2.68,否,否,6,24
纯KAMA,2020-08-14 04:00,2020,8,做多,11667.96,11790.0,200.59,1.72,11467.37,10114.37,16.57,13.84,2020-08-14 20:00,11667.96,保本平仓,0.0,0.0,1.56,0.91,否,否,4,16
纯KAMA,2020-08-15 08:00,2020,8,做多,11868.42,11900.97,186.59,1.57,11681.83,10208.78,16.58,15.81,2020-08-16 00:00,11868.42,保本平仓,0.0,0.0,0.66,0.42,否,否,4,16
纯KAMA,2020-08-17 20:00,2020,8,做多,11947.0,12443.99,164.17,1.37,11782.83,10314.52,20.65,15.56,2020-08-18 20:00,12016.69,KAMA跟踪止盈,0.58,0.42,4.62,3.36,否,否,6,24
纯KAMA,2020-08-22 04:00,2020,8,做空,11608.08,11538.53,161.65,1.39,11769.73,10472.37,10.18,11.52,2020-08-22 20:00,11608.08,保本平仓,0.0,0.0,1.92,1.38,否,否,4,16
纯KAMA,2020-08-23 16:00,2020,8,做空,11550.0,11532.84,143.71,1.24,11693.71,10538.45,9.44,10.28,2020-08-24 00:00,11693.71,ATR止损,-1.24,-1.0,0.18,0.15,否,否,2,8
纯KAMA,2020-08-24 12:00,2020,8,做多,11724.0,11761.52,133.7,1.14,11590.3,10572.68,11.24,10.55,2020-08-25 04:00,11724.0,保本平仓,0.0,0.0,0.92,0.81,否,否,4,16
纯KAMA,2020-08-25 12:00,2020,8,做空,11645.71,11594.96,123.34,1.06,11769.05,10593.93,9.45,10.21,2020-08-26 20:00,11445.9,KAMA跟踪止盈,1.72,1.62,4.43,4.18,否,否,8,32
纯KAMA,2020-08-28 00:00,2020,8,做空,11257.8,11251.34,147.54,1.31,11405.34,10638.7,5.76,6.49,2020-08-28 12:00,11405.34,ATR止损,-1.31,-1.0,0.23,0.17,否,否,3,12
纯KAMA,2020-08-29 12:00,2020,8,做多,11544.88,11558.99,134.65,1.17,11410.23,10686.34,8.17,7.65,2020-08-30 04:00,11544.88,保本平仓,0.0,0.0,0.25,0.21,否,否,4,16
纯KAMA,2020-08-30 08:00,2020,8,做多,11582.0,11616.36,125.5,1.08,11456.5,10715.29,8.41,7.3,2020-08-31 16:00,11582.0,保本平仓,0.0,0.0,1.28,1.18,否,否,8,32
纯KAMA,2020-08-31 20:00,2020,8,做多,11730.0,11748.99,118.66,1.01,11611.34,10741.85,9.38,8.82,2020-09-01 08:00,11611.34,ATR止损,-1.01,-1.0,0.25,0.24,否,否,3,12
纯KAMA,2020-09-01 12:00,2020,9,做多,11784.21,11933.08,118.6,1.01,11665.61,10775.32,10.74,8.57,2020-09-02 12:00,11784.21,保本平仓,0.0,0.0,2.35,2.33,否,否,6,24
纯KAMA,2020-09-02 16:00,2020,9,做空,11730.02,11417.49,135.04,1.15,11865.06,10792.83,5.79,8.75,2020-09-05 00:00,10509.21,KAMA跟踪止盈,10.41,9.04,15.78,13.71,是,是,14,56
纯KAMA,2020-09-06 00:00,2020,9,做空,9975.85,9960.16,255.78,2.56,10231.63,10748.47,-7.33,-4.41,2020-09-06 08:00,10231.63,ATR止损,-2.56,-1.0,0.89,0.35,否,否,2,8
纯KAMA,2020-09-07 16:00,2020,9,做空,10050.01,10031.6,235.75,2.35,10285.76,10724.63,-6.46,-5.67,2020-09-08 04:00,10285.76,ATR止损,-2.35,-1.0,1.69,0.72,否,否,3,12
纯KAMA,2020-09-10 08:00,2020,9,做多,10346.0,10372.36,216.6,2.09,10129.4,10684.0,-2.92,-4.44,2020-09-11 00:00,10346.0,保本平仓,0.0,0.0,1.34,0.64,否,否,4,16
纯KAMA,2020-09-12 04:00,2020,9,做多,10380.5,10387.81,177.45,1.71,10203.05,10675.66,-2.7,-3.29,2020-09-12 20:00,10380.5,保本平仓,0.0,0.0,0.19,0.11,否,否,4,16
纯KAMA,2020-09-13 00:00,2020,9,做多,10399.96,10458.26,154.54,1.49,10245.42,10668.97,-1.98,-2.9,2020-09-13 16:00,10434.07,KAMA跟踪止盈,0.33,0.22,1.73,1.17,否,否,4,16
纯KAMA,2020-09-14 20:00,2020,9,做多,10474.99,10688.0,138.23,1.32,10336.76,10659.49,0.27,-1.82,2020-09-15 16:00,10598.97,KAMA跟踪止盈,1.18,0.9,3.87,2.93,否,否,5,20
纯KAMA,2020-09-16 20:00,2020,9,做多,10937.52,10998.0,146.95,1.34,10790.57,10670.84,3.07,2.09,2020-09-17 12:00,10937.52,保本平仓,0.0,0.0,1.39,1.03,否,否,4,16
纯KAMA,2020-09-19 16:00,2020,9,做多,11035.0,11130.7,122.99,1.11,10912.01,10696.22,4.06,1.84,2020-09-20 08:00,11035.0,保本平仓,0.0,0.0,1.29,1.15,否,否,4,16
纯KAMA,2020-09-20 20:00,2020,9,做空,10890.29,10829.0,123.37,1.13,11013.66,10702.36,1.18,2.28,2020-09-21 12:00,10890.29,保本平仓,0.0,0.0,1.28,1.13,否,否,4,16
纯KAMA,2020-09-21 16:00,2020,9,做空,10751.0,10634.48,123.26,1.15,10874.26,10694.26,-0.56,1.89,2020-09-23 04:00,10563.09,KAMA跟踪止盈,1.75,1.52,4.37,3.81,否,否,9,36
纯KAMA,2020-09-24 00:00,2020,9,做空,10374.12,10288.97,127.39,1.23,10501.51,10676.72,-3.63,-2.16,2020-09-24 16:00,10374.12,保本平仓,0.0,0.0,2.33,1.9,否,否,4,16
纯KAMA,2020-09-24 20:00,2020,9,做多,10531.94,10532.65,134.82,1.28,10397.12,10678.08,-1.36,-2.54,2020-09-25 20:00,10553.57,KAMA跟踪止盈,0.21,0.16,2.9,2.26,否,否,6,24
纯KAMA,2020-09-28 08:00,2020,9,做多,10793.5,10881.81,119.76,1.11,10673.74,10682.35,1.87,0.8,2020-09-29 04:00,10793.5,保本平仓,0.0,0.0,1.36,1.22,否,否,5,20
纯KAMA,2020-10-01 16:00,2020,10,做多,10850.0,10897.75,109.97,1.01,10740.03,10686.98,1.97,1.22,2020-10-01 20:00,10740.03,ATR止损,-1.01,-1.0,0.51,0.5,否,否,1,4
纯KAMA,2020-10-02 00:00,2020,10,做空,10676.23,10611.01,115.28,1.08,10791.51,10686.98,-0.71,0.22,2020-10-04 12:00,10607.72,KAMA跟踪止盈,0.64,0.59,2.86,2.65,否,否,15,60
纯KAMA,2020-10-05 00:00,2020,10,做多,10648.0,10667.93,98.77,0.93,10549.23,10678.9,-0.1,-0.86,2020-10-06 12:00,10701.4,KAMA跟踪止盈,0.5,0.54,1.35,1.46,否,否,9,36
纯KAMA,2020-10-07 00:00,2020,10,做空,10613.0,10565.0,92.45,0.87,10705.45,10679.4,-1.07,0.44,2020-10-07 16:00,10613.0,保本平仓,0.0,0.0,0.96,1.11,否,否,4,16
纯KAMA,2020-10-08 20:00,2020,10,做多,10675.0,10892.69,86.66,0.81,10588.34,10685.6,1.94,-0.82,2020-10-12 04:00,11294.45,KAMA跟踪止盈,5.8,7.15,7.67,9.45,否,否,20,80
纯KAMA,2020-10-12 16:00,2020,10,做空,11278.0,11246.32,110.83,0.98,11388.83,10753.76,4.58,5.79,2020-10-12 20:00,11388.83,ATR止损,-0.98,-1.0,0.33,0.34,否,否,1,4
纯KAMA,2020-10-16 00:00,2020,10,做多,11433.18,11518.48,125.95,1.1,11307.23,10810.71,6.55,5.41,2020-10-16 12:00,11307.23,ATR止损,-1.1,-1.0,1.89,1.72,否,否,3,12
纯KAMA,2020-10-18 12:00,2020,10,做多,11424.09,11452.44,115.14,1.01,11308.95,10858.61,5.47,4.66,2020-10-19 04:00,11424.09,保本平仓,0.0,0.0,0.93,0.92,否,否,4,16
纯KAMA,2020-10-19 20:00,2020,10,做多,11543.0,11801.12,106.61,0.92,11436.39,10883.58,8.43,5.43,2020-10-23 08:00,12886.48,KAMA跟踪止盈,11.64,12.6,14.7,15.92,是,是,21,84
纯KAMA,2020-10-24 20:00,2020,10,做多,13015.3,13103.61,183.39,1.41,12831.91,11132.69,17.7,16.7,2020-10-25 12:00,13019.33,KAMA跟踪止盈,0.03,0.02,2.72,1.93,否,否,4,16
纯KAMA,2020-10-27 16:00,2020,10,做多,13240.0,13448.85,189.9,1.43,13050.1,11305.75,18.96,16.21,2020-10-28 16:00,13469.24,KAMA跟踪止盈,1.73,1.21,4.71,3.28,否,否,6,24
纯KAMA,2020-10-28 20:00,2020,10,做空,13301.0,13208.65,227.65,1.71,13528.65,11360.69,16.27,17.2,2020-10-29 12:00,13301.0,保本平仓,0.0,0.0,2.29,1.34,否,否,4,16
纯KAMA,2020-10-29 20:00,2020,10,做多,13371.77,13429.04,232.24,1.74,13139.53,11419.45,17.6,14.22,2020-10-30 12:00,13371.77,保本平仓,0.0,0.0,2.2,1.27,否,否,4,16
纯KAMA,2020-10-31 16:00,2020,10,做多,13735.0,13929.99,247.78,1.8,13487.22,11544.35,20.67,17.5,2020-11-01 08:00,13735.0,保本平仓,0.0,0.0,1.47,0.82,否,否,4,16
纯KAMA,2020-11-02 16:00,2020,11,做空,13631.0,13406.01,228.59,1.68,13859.59,11661.04,14.96,17.76,2020-11-03 08:00,13574.39,KAMA跟踪止盈,0.42,0.25,3.2,1.91,否,否,4,16
纯KAMA,2020-11-03 20:00,2020,11,做多,13696.99,13701.33,231.24,1.69,13465.75,11727.39,16.83,15.32,2020-11-04 12:00,13696.99,保本平仓,0.0,0.0,2.72,1.61,否,否,4,16
纯KAMA,2020-11-05 00:00,2020,11,做多,14070.0,14096.63,248.53,1.77,13821.47,11795.19,19.51,17.84,2020-11-06 16:00,15319.19,KAMA跟踪止盈,8.88,5.03,13.6,7.7,是,是,10,40
纯KAMA,2020-11-08 00:00,2020,11,做空,15177.0,14654.74,330.38,2.18,15507.38,12085.62,21.26,27.03,2020-11-08 16:00,15177.0,保本平仓,0.0,0.0,5.45,2.5,否,否,4,16
纯KAMA,2020-11-09 16:00,2020,11,做多,15678.0,15807.88,342.23,2.18,15335.77,12269.71,28.84,24.75,2020-11-09 20:00,15335.77,ATR止损,-2.18,-1.0,0.87,0.4,否,否,1,4
纯KAMA,2020-11-11 16:00,2020,11,做多,15520.0,15576.66,336.16,2.17,15183.84,12448.88,25.13,23.72,2020-11-12 08:00,15520.0,保本平仓,0.0,0.0,3.09,1.43,否,否,4,16
纯KAMA,2020-11-13 04:00,2020,11,做多,16208.78,16289.02,342.59,2.11,15866.19,12557.05,29.72,27.89,2020-11-13 20:00,16208.78,保本平仓,0.0,0.0,1.67,0.79,否,否,4,16
纯KAMA,2020-11-14 16:00,2020,11,做空,15955.6,15916.92,305.41,1.91,16261.01,12758.88,24.75,26.07,2020-11-15 08:00,15955.6,保本平仓,0.0,0.0,1.6,0.84,否,否,4,16
纯KAMA,2020-11-16 12:00,2020,11,做多,16161.23,16230.87,278.45,1.72,15882.78,12957.52,25.26,23.49,2020-11-18 12:00,17465.56,KAMA跟踪止盈,8.07,4.68,14.6,8.47,是,是,12,48
纯KAMA,2020-11-20 12:00,2020,11,做多,18200.0,18223.0,400.19,2.2,17799.81,13501.52,34.97,33.09,2020-11-21 20:00,18334.21,KAMA跟踪止盈,0.74,0.34,4.32,1.96,否,否,8,32
纯KAMA,2020-11-22 16:00,2020,11,做空,18302.08,17925.2,385.13,2.1,18687.21,13783.41,30.05,34.4,2020-11-23 04:00,18687.21,ATR止损,-2.1,-1.0,2.45,1.17,否,否,3,12
纯KAMA,2020-11-24 16:00,2020,11,做多,18812.65,19089.69,397.41,2.11,18415.24,14061.3,35.76,30.73,2020-11-25 08:00,18812.65,保本平仓,0.0,0.0,3.33,1.58,否,否,4,16
纯KAMA,2020-11-26 08:00,2020,11,做空,18509.12,17930.0,425.11,2.3,18934.23,14276.59,25.59,32.05,2020-11-28 04:00,17079.07,KAMA跟踪止盈,7.73,3.36,12.58,5.48,是,是,11,44
纯KAMA,2020-11-28 20:00,2020,11,做多,17274.97,17518.56,510.81,2.96,16764.16,14452.02,21.22,18.8,2020-12-01 16:00,19243.07,KAMA跟踪止盈,11.39,3.85,15.52,5.25,是,是,17,68
纯KAMA,2020-12-03 16:00,2020,12,做多,19365.0,19420.01,513.99,2.65,18851.01,15067.39,28.89,27.52,2020-12-04 08:00,19365.0,保本平仓,0.0,0.0,1.42,0.54,否,否,4,16
纯KAMA,2020-12-04 16:00,2020,12,做空,19100.0,18838.05,466.97,2.44,19566.97,15168.71,24.19,27.16,2020-12-05 16:00,19100.0,保本平仓,0.0,0.0,3.09,1.26,否,否,6,24
纯KAMA,2020-12-07 04:00,2020,12,做多,19355.0,19375.02,367.08,1.9,18987.92,15396.12,25.84,24.3,2020-12-07 20:00,19355.0,保本平仓,0.0,0.0,0.47,0.25,否,否,4,16
纯KAMA,2020-12-08 00:00,2020,12,做空,19023.94,18968.0,343.61,1.81,19367.55,15502.51,22.35,23.95,2020-12-08 16:00,19023.94,保本平仓,0.0,0.0,1.83,1.02,否,否,4,16
纯KAMA,2020-12-09 04:00,2020,12,做空,18600.51,18319.32,328.17,1.76,18928.68,15581.85,17.57,20.6,2020-12-10 04:00,18525.9,KAMA跟踪止盈,0.4,0.23,5.11,2.9,否,否,6,24
纯KAMA,2020-12-11 16:00,2020,12,做空,17680.0,17646.4,362.12,2.05,18042.12,15802.64,11.67,12.7,2020-12-11 20:00,18042.12,ATR止损,-2.05,-1.0,0.4,0.2,否,否,1,4
纯KAMA,2020-12-12 16:00,2020,12,做多,18397.98,18498.02,350.66,1.91,18047.32,15887.07,16.43,15.62,2020-12-14 04:00,19019.95,KAMA跟踪止盈,3.38,1.77,5.62,2.95,否,否,9,36
纯KAMA,2020-12-15 08:00,2020,12,做多,19355.35,19488.76,301.51,1.56,19053.84,16166.84,20.55,19.9,2020-12-15 12:00,19053.84,ATR止损,-1.56,-1.0,0.78,0.5,否,否,1,4
纯KAMA,2020-12-16 16:00,2020,12,做多,19549.99,19748.84,284.91,1.46,19265.08,16312.75,21.06,19.04,2020-12-18 00:00,22495.98,KAMA跟踪止盈,15.07,10.34,22.19,15.23,是,是,8,32
纯KAMA,2020-12-19 20:00,2020,12,做多,23256.86,23569.23,520.61,2.24,22736.25,16884.5,39.59,35.67,2020-12-20 12:00,23256.86,保本平仓,0.0,0.0,4.41,1.97,否,否,4,16
纯KAMA,2020-12-21 16:00,2020,12,做空,23076.25,22663.0,576.89,2.5,23653.14,17229.53,31.54,39.27,2020-12-22 12:00,23076.25,保本平仓,0.0,0.0,5.01,2.0,否,否,5,20
纯KAMA,2020-12-22 20:00,2020,12,做多,23330.0,23364.44,657.14,2.82,22672.86,17415.37,34.16,32.82,2020-12-23 16:00,23330.0,保本平仓,0.0,0.0,3.26,1.16,否,否,5,20
纯KAMA,2020-12-25 04:00,2020,12,做多,23637.99,23737.44,615.75,2.6,23022.24,17752.86,33.71,31.25,2020-12-27 20:00,26775.2,KAMA跟踪止盈,13.27,5.09,20.4,7.83,是,是,16,64
纯KAMA,2020-12-30 04:00,2020,12,做多,27188.0,27402.83,728.19,2.68,26459.81,18909.89,44.91,42.56,2020-12-31 20:00,28370.92,KAMA跟踪止盈,4.35,1.62,8.05,3.01,否,是,10,40
纯KAMA,2021-01-02 12:00,2021,1,做多,29668.86,29777.33,726.42,2.45,28942.44,20095.34,48.18,46.13,2021-01-03 04:00,30720.0,KAMA跟踪止盈,3.54,1.45,12.85,5.25,是,是,4,16
纯KAMA,2021-01-03 12:00,2021,1,做多,33480.0,34472.24,918.68,2.74,32561.32,20460.39,68.48,59.34,2021-01-04 00:00,32561.32,ATR止损,-2.74,-1.0,3.78,1.38,否,否,3,12
纯KAMA,2021-01-04 12:00,2021,1,做空,32400.0,32186.58,1083.54,3.34,33483.54,20786.32,54.85,61.46,2021-01-05 08:00,32400.0,保本平仓,0.0,0.0,14.2,4.25,是,是,5,20
纯KAMA,2021-01-06 00:00,2021,1,做多,32900.0,33747.0,1341.25,4.08,31558.75,21158.52,59.5,51.87,2021-01-08 00:00,37107.71,KAMA跟踪止盈,12.79,3.14,23.3,5.72,是,是,12,48
纯KAMA,2021-01-08 16:00,2021,1,做多,40565.62,41399.98,1648.25,4.06,38917.37,22626.06,82.97,72.22,2021-01-09 04:00,38917.37,ATR止损,-4.06,-1.0,3.85,0.95,否,否,3,12
纯KAMA,2021-01-10 16:00,2021,1,做空,39330.24,39233.99,1658.72,4.22,40988.96,23544.72,66.64,74.38,2021-01-12 04:00,35392.31,KAMA跟踪止盈,10.01,2.37,22.58,5.35,是,是,9,36
纯KAMA,2021-01-12 12:00,2021,1,做多,36399.99,36452.84,2287.09,6.28,34112.9,24165.61,50.85,44.92,2021-01-12 20:00,34112.9,ATR止损,-6.28,-1.0,0.41,0.07,否,否,2,8
纯KAMA,2021-01-14 00:00,2021,1,做多,35584.79,36035.43,2132.41,5.99,33452.38,24539.0,46.85,41.46,2021-01-15 12:00,38153.32,KAMA跟踪止盈,7.22,1.2,12.94,2.16,是,是,9,36
纯KAMA,2021-01-15 20:00,2021,1,做空,37630.0,35691.31,1833.05,4.87,39463.05,25283.47,41.16,50.96,2021-01-16 16:00,37630.0,保本平仓,0.0,0.0,8.38,1.72,否,是,5,20
纯KAMA,2021-01-17 12:00,2021,1,做空,35366.0,34787.55,1768.06,5.0,37134.06,25875.75,34.44,39.98,2021-01-18 04:00,35366.0,保本平仓,0.0,0.0,4.25,0.85,否,否,4,16
纯KAMA,2021-01-20 08:00,2021,1,做空,35850.0,35097.16,1434.69,4.0,37284.69,26708.65,31.41,35.67,2021-01-23 00:00,33323.54,KAMA跟踪止盈,7.05,1.76,19.44,4.86,是,是,16,64
纯KAMA,2021-01-25 00:00,2021,1,做空,31612.77,31293.67,1307.66,4.14,32920.43,27287.55,14.68,17.15,2021-01-25 08:00,32920.43,ATR止损,-4.14,-1.0,1.2,0.29,否,否,2,8
纯KAMA,2021-01-25 20:00,2021,1,做多,33863.09,34507.81,1260.67,3.72,32602.42,27427.44,25.81,21.11,2021-01-26 04:00,32602.42,ATR止损,-3.72,-1.0,2.35,0.63,否,否,2,8
纯KAMA,2021-01-26 08:00,2021,1,做空,31921.47,31520.68,1302.25,4.08,33223.72,27569.6,14.33,17.6,2021-01-27 00:00,31921.47,保本平仓,0.0,0.0,3.48,0.85,否,否,4,16
纯KAMA,2021-01-27 16:00,2021,1,做空,30810.0,30647.15,1226.28,3.98,32036.28,27648.8,10.84,14.84,2021-01-28 08:00,30810.0,保本平仓,0.0,0.0,5.1,1.28,否,否,4,16
纯KAMA,2021-01-28 20:00,2021,1,做多,31908.04,31937.9,1254.04,3.93,30654.0,27810.8,14.84,13.18,2021-01-29 12:00,32379.26,KAMA跟踪止盈,1.48,0.38,7.75,1.97,否,否,4,16
纯KAMA,2021-01-29 16:00,2021,1,做多,34380.0,37066.11,1271.35,3.7,33108.65,27992.73,32.41,15.41,2021-01-30 08:00,34380.0,保本平仓,0.0,0.0,12.39,3.35,是,是,4,16
纯KAMA,2021-01-31 20:00,2021,1,做空,33239.24,32875.93,1413.69,4.25,34652.93,28309.72,16.13,18.7,2021-02-01 12:00,33239.24,保本平仓,0.0,0.0,3.15,0.74,否,否,4,16
纯KAMA,2021-02-02 16:00,2021,2,做多,34720.0,34821.61,1254.2,3.61,33465.8,28655.73,21.52,19.56,2021-02-04 20:00,36750.46,KAMA跟踪止盈,5.85,1.62,11.85,3.28,是,是,13,52
纯KAMA,2021-02-05 20:00,2021,2,做多,37867.1,38006.64,1103.82,2.91,36763.28,29396.31,29.29,28.4,2021-02-07 04:00,39168.99,KAMA跟踪止盈,3.44,1.18,8.25,2.83,否,是,8,32
