止盈配置,信号时间,年份,月份,方向,突破基准价,信号K收盘价,ATR,ATR%,初始止损价,日线EMA70,偏离度_突破K(%),偏离度_前一K(%),出场时间,出场价,出场原因,实际涨跌幅(%),R值,盘中最大涨跌幅MFE(%),MFE的R值,MFE是否≥10%,MFE是否≥8%,持仓K线数,持仓小时
纯KAMA,2019-09-10 20:00,2019,9,做空,10183.31,10179.1,276.37,2.71,10459.68,10381.16,-1.95,-1.22,2019-09-12 00:00,10120.92,KAMA跟踪止盈,0.61,0.23,2.94,1.08,否,否,7,28
纯KAMA,2019-09-12 20:00,2019,9,做多,10205.46,10326.58,219.29,2.15,9986.17,10376.05,-0.48,-1.98,2019-09-14 00:00,10218.17,KAMA跟踪止盈,0.12,0.06,2.4,1.12,否,否,7,28
纯KAMA,2019-09-14 20:00,2019,9,做多,10355.85,10358.0,169.99,1.64,10185.86,10373.86,-0.15,-0.79,2019-09-15 08:00,10185.86,ATR止损,-1.64,-1.0,0.62,0.38,否,否,3,12
纯KAMA,2019-09-16 20:00,2019,9,做空,10252.28,10120.07,130.52,1.27,10382.8,10368.39,-2.39,-0.83,2019-09-17 12:00,10192.16,KAMA跟踪止盈,0.59,0.46,1.67,1.31,否,否,4,16
纯KAMA,2019-09-19 08:00,2019,9,做空,10097.92,9821.97,106.74,1.06,10204.66,10354.25,-5.14,-1.95,2019-09-20 00:00,10008.77,KAMA跟踪止盈,0.88,0.84,3.14,2.97,否,否,4,16
纯KAMA,2019-09-20 04:00,2019,9,做多,10211.9,10245.3,132.5,1.3,10079.4,10354.25,-1.05,-2.58,2019-09-20 20:00,10211.9,保本平仓,0.0,0.0,0.66,0.51,否,否,4,16
纯KAMA,2019-09-22 08:00,2019,9,做空,9912.63,9872.07,122.64,1.24,10035.27,10329.77,-4.43,-3.44,2019-09-22 12:00,10035.27,ATR止损,-1.24,-1.0,0.56,0.45,否,否,1,4
纯KAMA,2019-09-23 20:00,2019,9,做空,9878.51,9867.06,117.27,1.19,9995.78,10312.08,-4.32,-3.85,2019-09-26 04:00,8435.33,KAMA跟踪止盈,14.61,12.31,17.63,14.85,是,是,14,56
纯KAMA,2019-09-26 20:00,2019,9,做空,8223.71,7921.82,200.85,2.44,8424.56,10152.79,-21.97,-17.39,2019-09-28 04:00,8202.83,KAMA跟踪止盈,0.25,0.1,6.36,2.6,否,否,8,32
纯KAMA,2019-09-29 20:00,2019,9,做空,8001.14,7965.7,183.36,2.29,8184.5,9987.17,-20.24,-19.17,2019-09-30 16:00,8001.14,保本平仓,0.0,0.0,3.65,1.59,否,否,5,20
纯KAMA,2019-09-30 20:00,2019,9,做多,8127.06,8280.0,188.79,2.32,7938.27,9939.24,-16.69,-19.16,2019-10-02 08:00,8220.92,KAMA跟踪止盈,1.15,0.5,4.58,1.97,否,否,9,36
纯KAMA,2019-10-02 12:00,2019,10,做空,8201.0,8194.52,185.67,2.26,8386.67,9849.39,-16.8,-16.35,2019-10-03 04:00,8201.0,保本平仓,0.0,0.0,0.29,0.13,否,否,4,16
纯KAMA,2019-10-03 20:00,2019,10,做空,8177.29,8104.71,158.92,1.94,8336.21,9803.5,-17.33,-16.2,2019-10-04 20:00,8177.29,保本平仓,0.0,0.0,2.41,1.24,否,否,6,24
纯KAMA,2019-10-05 16:00,2019,10,做空,8080.81,8077.76,136.39,1.69,8217.2,9710.34,-16.81,-16.53,2019-10-06 08:00,8080.81,保本平仓,0.0,0.0,0.89,0.53,否,否,4,16
纯KAMA,2019-10-06 12:00,2019,10,做空,8009.0,7958.19,126.21,1.58,8135.21,9658.01,-17.6,-16.76,2019-10-07 16:00,7991.23,KAMA跟踪止盈,0.22,0.14,3.11,1.97,否,否,7,28
纯KAMA,2019-10-09 20:00,2019,10,做多,8242.52,8550.09,128.28,1.56,8114.24,9547.14,-10.44,-14.29,2019-10-10 20:00,8424.97,KAMA跟踪止盈,2.21,1.42,5.13,3.29,否,否,6,24
纯KAMA,2019-10-11 12:00,2019,10,做空,8419.34,8385.26,134.46,1.6,8553.8,9483.62,-11.58,-9.83,2019-10-12 20:00,8368.6,KAMA跟踪止盈,0.6,0.38,2.49,1.56,否,否,8,32
纯KAMA,2019-10-13 20:00,2019,10,做多,8397.45,8401.39,116.32,1.39,8281.13,9417.17,-10.79,-11.38,2019-10-14 04:00,8281.13,ATR止损,-1.39,-1.0,0.7,0.5,否,否,2,8
纯KAMA,2019-10-16 00:00,2019,10,做空,8205.02,8177.46,107.7,1.31,8312.72,9352.43,-12.56,-11.08,2019-10-17 16:00,8031.09,KAMA跟踪止盈,2.12,1.61,3.71,2.83,否,否,10,40
纯KAMA,2019-10-18 12:00,2019,10,做空,7930.0,7909.6,97.74,1.23,8027.74,9241.44,-14.41,-12.73,2019-10-19 04:00,7930.0,保本平仓,0.0,0.0,1.49,1.21,否,否,4,16
纯KAMA,2019-10-21 00:00,2019,10,做多,8041.19,8229.17,97.57,1.21,7943.62,9177.19,-10.33,-12.58,2019-10-22 20:00,8186.34,KAMA跟踪止盈,1.81,1.49,3.65,3.01,否,否,11,44
纯KAMA,2019-10-23 04:00,2019,10,做空,8160.0,8020.89,92.66,1.14,8252.66,9117.91,-12.03,-10.42,2019-10-25 12:00,7458.96,KAMA跟踪止盈,8.59,7.57,12.1,10.65,是,是,14,56
纯KAMA,2019-10-25 16:00,2019,10,做多,7495.81,7575.06,111.27,1.48,7384.54,9014.04,-15.96,-17.25,2019-10-26 16:00,9046.35,KAMA跟踪止盈,20.69,13.93,38.86,26.18,是,是,6,24
纯KAMA,2019-10-28 00:00,2019,10,做多,9666.0,9719.99,303.54,3.14,9362.46,9034.64,7.59,5.49,2019-10-28 12:00,9362.46,ATR止损,-3.14,-1.0,2.73,0.87,否,否,3,12
纯KAMA,2019-10-29 04:00,2019,10,做空,9254.47,9217.36,300.28,3.24,9554.75,9039.79,1.96,4.1,2019-10-29 12:00,9554.75,ATR止损,-3.24,-1.0,0.59,0.18,否,否,2,8
纯KAMA,2019-11-02 20:00,2019,11,做多,9270.0,9320.0,190.33,2.05,9079.67,9067.61,2.78,1.9,2019-11-03 12:00,9270.0,保本平仓,0.0,0.0,1.04,0.51,否,否,4,16
纯KAMA,2019-11-03 16:00,2019,11,做空,9200.01,9160.31,168.51,1.83,9368.52,9071.28,0.98,1.93,2019-11-04 08:00,9200.01,保本平仓,0.0,0.0,1.38,0.75,否,否,4,16
纯KAMA,2019-11-04 16:00,2019,11,做多,9250.4,9259.38,150.58,1.63,9099.82,9080.41,1.97,1.18,2019-11-05 12:00,9269.88,KAMA跟踪止盈,0.21,0.13,3.24,1.99,否,否,5,20
纯KAMA,2019-11-07 16:00,2019,11,做空,9220.0,9206.51,131.63,1.43,9351.63,9097.73,1.2,1.86,2019-11-08 08:00,9220.0,保本平仓,0.0,0.0,1.4,0.98,否,否,4,16
纯KAMA,2019-11-08 16:00,2019,11,做空,9091.2,9033.3,126.52,1.39,9217.72,9088.64,-0.61,0.66,2019-11-09 20:00,8870.83,KAMA跟踪止盈,2.42,1.74,4.63,3.33,否,否,7,28
纯KAMA,2019-11-11 00:00,2019,11,做多,8889.02,9049.13,118.01,1.33,8771.01,9079.71,-0.34,-3.03,2019-11-11 12:00,8771.01,ATR止损,-1.33,-1.0,2.37,1.79,否,否,3,12
纯KAMA,2019-11-14 12:00,2019,11,做空,8712.0,8667.46,107.17,1.23,8819.17,9042.98,-4.15,-3.13,2019-11-15 16:00,8666.7,KAMA跟踪止盈,0.52,0.42,2.26,1.84,否,否,7,28
纯KAMA,2019-11-15 20:00,2019,11,做空,8515.0,8476.55,104.97,1.23,8619.97,9026.94,-6.1,-4.4,2019-11-16 16:00,8515.0,保本平仓,0.0,0.0,0.99,0.8,否,否,5,20
纯KAMA,2019-11-17 12:00,2019,11,做空,8453.69,8427.14,93.47,1.11,8547.16,8997.54,-6.34,-5.73,2019-11-17 16:00,8547.16,ATR止损,-1.11,-1.0,1.16,1.05,否,否,1,4
纯KAMA,2019-11-18 20:00,2019,11,做空,8417.0,8410.0,95.59,1.14,8512.59,8974.6,-6.29,-5.9,2019-11-20 00:00,8149.97,KAMA跟踪止盈,3.17,2.79,4.95,4.36,否,否,7,28
纯KAMA,2019-11-21 16:00,2019,11,做空,8037.5,7871.42,96.51,1.2,8134.01,8889.96,-11.46,-9.04,2019-11-22 16:00,7668.97,KAMA跟踪止盈,4.59,3.82,13.9,11.58,是,是,6,24
纯KAMA,2019-11-24 20:00,2019,11,做空,7079.13,6979.96,164.57,2.32,7243.7,8747.28,-20.2,-17.7,2019-11-25 20:00,6974.71,KAMA跟踪止盈,1.48,0.63,8.04,3.46,否,是,6,24
纯KAMA,2019-11-27 20:00,2019,11,做多,7221.77,7300.02,194.13,2.69,7027.64,8624.84,-15.36,-17.17,2019-11-29 04:00,7384.04,KAMA跟踪止盈,2.25,0.84,6.2,2.3,否,否,8,32
纯KAMA,2019-11-29 20:00,2019,11,做多,7643.0,7803.96,185.19,2.42,7457.81,8566.72,-8.9,-12.29,2019-11-30 16:00,7643.0,保本平仓,0.0,0.0,2.71,1.12,否,否,5,20
纯KAMA,2019-12-01 00:00,2019,11,做空,7511.11,7504.35,177.59,2.36,7688.7,8537.88,-12.11,-11.73,2019-12-01 20:00,7404.23,KAMA跟踪止盈,1.42,0.6,3.85,1.63,否,否,5,20
纯KAMA,2019-12-04 08:00,2019,12,做空,7231.35,7145.99,138.88,1.92,7370.23,8402.88,-14.96,-13.6,2019-12-04 20:00,7370.23,ATR止损,-1.92,-1.0,2.23,1.16,否,否,3,12
纯KAMA,2019-12-08 08:00,2019,12,做空,7467.44,7403.21,132.75,1.78,7600.19,8302.86,-10.84,-10.07,2019-12-09 00:00,7461.57,KAMA跟踪止盈,0.08,0.04,1.12,0.63,否,否,4,16
纯KAMA,2019-12-09 20:00,2019,12,做空,7434.57,7423.47,111.57,1.5,7546.14,8275.67,-10.3,-9.77,2019-12-11 20:00,7251.21,KAMA跟踪止盈,2.47,1.64,4.26,2.84,否,否,12,48
纯KAMA,2019-12-14 16:00,2019,12,做空,7203.43,7183.45,79.79,1.11,7283.22,8130.55,-11.65,-10.83,2019-12-15 12:00,7139.44,KAMA跟踪止盈,0.89,0.8,2.76,2.49,否,否,5,20
纯KAMA,2019-12-17 00:00,2019,12,做空,7037.03,6900.0,79.89,1.14,7116.92,8067.73,-14.47,-12.17,2019-12-18 20:00,6707.45,KAMA跟踪止盈,4.68,4.13,8.67,7.64,否,是,11,44
纯KAMA,2019-12-19 00:00,2019,12,做多,6868.29,6951.33,117.62,1.71,6750.67,8005.81,-13.17,-14.83,2019-12-24 00:00,7461.24,KAMA跟踪止盈,8.63,5.04,11.98,6.99,是,是,30,120
纯KAMA,2019-12-24 04:00,2019,12,做空,7342.28,7314.01,118.87,1.62,7461.15,7906.45,-7.49,-6.01,2019-12-24 20:00,7342.28,保本平仓,0.0,0.0,1.6,0.99,否,否,4,16
纯KAMA,2019-12-27 00:00,2019,12,做多,7265.0,7293.31,101.02,1.39,7163.98,7849.77,-7.09,-7.91,2019-12-27 04:00,7163.98,ATR止损,-1.39,-1.0,0.88,0.63,否,否,1,4
纯KAMA,2019-12-27 16:00,2019,12,做空,7151.0,7132.01,106.61,1.49,7257.61,7832.83,-8.95,-8.27,2019-12-27 20:00,7257.61,ATR止损,-1.49,-1.0,0.85,0.57,否,否,1,4
纯KAMA,2019-12-28 08:00,2019,12,做多,7270.0,7284.59,106.92,1.47,7163.08,7818.14,-6.82,-7.46,2019-12-29 00:00,7279.83,KAMA跟踪止盈,0.14,0.09,1.23,0.83,否,否,4,16
纯KAMA,2019-12-29 20:00,2019,12,做多,7359.15,7391.22,89.83,1.22,7269.32,7805.9,-5.31,-5.96,2019-12-30 12:00,7359.15,保本平仓,0.0,0.0,2.28,1.87,否,否,4,16
纯KAMA,2019-12-30 20:00,2019,12,做空,7287.25,7258.26,92.33,1.27,7379.58,7789.97,-6.83,-6.15,2019-12-31 20:00,7287.25,保本平仓,0.0,0.0,1.45,1.14,否,否,6,24
纯KAMA,2020-01-01 00:00,2019,12,做空,7181.78,7168.24,85.35,1.19,7267.13,7773.04,-7.78,-7.48,2020-01-01 16:00,7181.78,保本平仓,0.0,0.0,0.3,0.25,否,否,4,16
纯KAMA,2020-01-02 08:00,2020,1,做空,7170.15,7127.29,75.94,1.06,7246.09,7734.45,-7.85,-7.21,2020-01-03 12:00,7086.8,KAMA跟踪止盈,1.16,1.1,4.28,4.04,否,否,7,28
纯KAMA,2020-01-03 16:00,2020,1,做多,7300.0,7338.11,94.5,1.29,7205.5,7723.38,-4.99,-6.8,2020-01-04 08:00,7300.0,保本平仓,0.0,0.0,1.47,1.14,否,否,4,16
纯KAMA,2020-01-05 08:00,2020,1,做多,7400.0,7475.15,94.48,1.28,7305.52,7702.79,-2.96,-4.7,2020-01-06 04:00,7400.0,保本平仓,0.0,0.0,1.28,1.01,否,否,5,20
纯KAMA,2020-01-06 08:00,2020,1,做多,7495.0,7538.65,93.03,1.24,7401.97,7704.32,-2.15,-4.52,2020-01-09 00:00,8141.71,KAMA跟踪止盈,8.63,6.95,12.99,10.46,是,是,16,64
纯KAMA,2020-01-10 20:00,2020,1,做多,8006.83,8066.68,152.6,1.91,7854.23,7742.66,4.18,1.27,2020-01-12 04:00,8010.19,KAMA跟踪止盈,0.04,0.02,3.56,1.87,否,否,8,32
纯KAMA,2020-01-14 08:00,2020,1,做多,8200.0,8469.84,127.66,1.56,8072.34,7802.28,8.56,4.38,2020-01-15 12:00,8671.82,KAMA跟踪止盈,5.75,3.7,8.76,5.63,否,是,7,28
纯KAMA,2020-01-17 12:00,2020,1,做多,8843.49,8944.5,155.69,1.76,8687.8,7886.21,13.42,11.44,2020-01-18 12:00,8843.49,保本平仓,0.0,0.0,2.21,1.26,否,否,6,24
纯KAMA,2020-01-19 08:00,2020,1,做多,8995.0,9165.18,139.27,1.55,8855.73,7937.74,15.46,12.75,2020-01-19 16:00,8855.73,ATR止损,-1.55,-1.0,1.98,1.28,否,否,2,8
纯KAMA,2020-01-22 00:00,2020,1,做空,8608.71,8536.51,137.05,1.59,8745.76,7979.9,6.98,8.41,2020-01-22 04:00,8745.76,ATR止损,-1.59,-1.0,0.87,0.55,否,否,1,4
纯KAMA,2020-01-23 16:00,2020,1,做空,8504.0,8433.81,129.26,1.52,8633.26,8011.3,5.27,7.15,2020-01-24 20:00,8444.39,KAMA跟踪止盈,0.7,0.46,3.02,1.99,否,否,7,28
纯KAMA,2020-01-26 16:00,2020,1,做多,8425.0,8481.78,112.42,1.33,8312.58,8048.78,5.38,4.19,2020-01-27 16:00,8582.95,KAMA跟踪止盈,1.87,1.41,4.02,3.02,否,否,6,24
纯KAMA,2020-01-27 20:00,2020,1,做多,8764.0,8780.28,110.61,1.26,8653.39,8073.14,8.76,8.23,2020-01-28 16:00,8954.09,KAMA跟踪止盈,2.17,1.72,4.71,3.73,否,否,5,20
纯KAMA,2020-01-29 04:00,2020,1,做多,9207.81,9398.98,134.36,1.46,9073.45,8110.49,15.89,11.21,2020-01-30 08:00,9223.66,KAMA跟踪止盈,0.17,0.12,2.74,1.88,否,否,7,28
纯KAMA,2020-01-31 00:00,2020,1,做多,9460.52,9515.38,142.28,1.5,9318.24,8183.22,16.28,14.78,2020-01-31 16:00,9460.52,保本平仓,0.0,0.0,1.46,0.97,否,否,4,16
纯KAMA,2020-02-02 08:00,2020,2,做空,9306.0,9274.37,129.36,1.39,9435.36,8280.29,12.01,13.86,2020-02-02 16:00,9435.36,ATR止损,-1.39,-1.0,1.57,1.13,否,否,2,8
纯KAMA,2020-02-03 20:00,2020,2,做空,9290.0,9283.16,136.18,1.47,9426.18,8309.03,11.72,12.61,2020-02-04 12:00,9290.0,保本平仓,0.0,0.0,0.68,0.47,否,否,4,16
纯KAMA,2020-02-04 16:00,2020,2,做空,9226.4,9193.76,127.65,1.38,9354.05,8334.09,10.32,11.4,2020-02-05 08:00,9226.4,保本平仓,0.0,0.0,1.32,0.95,否,否,4,16
纯KAMA,2020-02-05 16:00,2020,2,做多,9307.78,9423.0,120.41,1.29,9187.37,8370.59,12.57,10.83,2020-02-07 04:00,9675.07,KAMA跟踪止盈,3.95,3.05,6.19,4.79,否,否,9,36
纯KAMA,2020-02-08 08:00,2020,2,做空,9736.66,9726.32,124.85,1.28,9861.51,8491.02,14.55,16.23,2020-02-08 16:00,9861.51,ATR止损,-1.28,-1.0,0.26,0.2,否,否,2,8
纯KAMA,2020-02-09 04:00,2020,2,做多,9898.57,9906.43,121.11,1.22,9777.46,8491.02,16.67,16.24,2020-02-10 12:00,10056.22,KAMA跟踪止盈,1.59,1.3,3.18,2.6,否,否,8,32
纯KAMA,2020-02-11 08:00,2020,2,做空,9750.0,9749.24,133.29,1.37,9883.29,8622.21,13.07,15.04,2020-02-11 20:00,9883.29,ATR止损,-1.37,-1.0,0.21,0.15,否,否,3,12
纯KAMA,2020-02-12 00:00,2020,2,做多,10240.0,10287.46,143.49,1.4,10096.51,8622.21,19.31,18.35,2020-02-12 16:00,10240.0,保本平仓,0.0,0.0,2.34,1.67,否,否,4,16
纯KAMA,2020-02-13 16:00,2020,2,做空,10235.52,10165.03,143.98,1.41,10379.5,8714.79,16.64,18.74,2020-02-13 20:00,10379.5,ATR止损,-1.41,-1.0,1.12,0.79,否,否,1,4
纯KAMA,2020-02-15 20:00,2020,2,做空,10203.98,9982.18,145.71,1.43,10349.69,8793.55,13.52,16.53,2020-02-17 04:00,9988.04,KAMA跟踪止盈,2.12,1.48,5.66,3.96,否,否,8,32
纯KAMA,2020-02-18 20:00,2020,2,做多,9821.0,9837.99,166.41,1.69,9654.59,8887.72,10.69,9.28,2020-02-20 04:00,10048.03,KAMA跟踪止盈,2.31,1.36,4.73,2.79,否,否,8,32
纯KAMA,2020-02-21 08:00,2020,2,做多,9700.0,9709.82,194.67,2.01,9505.33,8948.41,8.51,7.56,2020-02-22 00:00,9765.89,KAMA跟踪止盈,0.68,0.34,0.61,0.31,否,否,4,16
纯KAMA,2020-02-23 08:00,2020,2,做多,9710.7,9793.8,147.14,1.52,9563.56,8995.89,8.87,7.7,2020-02-24 08:00,9823.66,KAMA跟踪止盈,1.16,0.77,3.17,2.09,否,否,6,24
纯KAMA,2020-02-25 20:00,2020,2,做空,9487.38,9404.39,151.77,1.6,9639.15,9023.45,4.22,6.74,2020-02-27 20:00,8873.35,KAMA跟踪止盈,6.47,4.05,10.05,6.28,是,是,12,48
纯KAMA,2020-02-28 16:00,2020,2,做空,8684.46,8593.54,178.68,2.06,8863.14,9002.82,-4.55,-2.96,2020-02-29 08:00,8684.46,保本平仓,0.0,0.0,2.7,1.31,否,否,4,16
纯KAMA,2020-03-01 04:00,2020,2,做空,8576.13,8531.98,173.87,2.03,8750.0,8989.56,-5.09,-3.44,2020-03-01 20:00,8576.13,保本平仓,0.0,0.0,0.65,0.32,否,否,4,16
纯KAMA,2020-03-02 20:00,2020,3,做多,8779.88,8828.53,163.78,1.87,8616.1,8975.22,-1.63,-2.39,2020-03-03 12:00,8798.3,KAMA跟踪止盈,0.21,0.11,2.19,1.17,否,否,4,16
纯KAMA,2020-03-05 08:00,2020,3,做多,8853.88,8878.52,139.52,1.58,8714.36,8966.12,-0.98,-2.3,2020-03-06 20:00,9018.46,KAMA跟踪止盈,1.86,1.18,3.68,2.34,否,否,9,36
纯KAMA,2020-03-08 00:00,2020,3,做空,9016.0,8896.9,116.94,1.3,9132.94,8968.93,-0.8,1.7,2020-03-10 04:00,7883.89,KAMA跟踪止盈,12.56,9.68,15.31,11.81,是,是,13,52
纯KAMA,2020-03-10 16:00,2020,3,做多,7996.28,8068.62,171.17,2.14,7825.11,8885.61,-9.19,-11.04,2020-03-10 20:00,7825.11,ATR止损,-2.14,-1.0,2.0,0.93,否,否,1,4
纯KAMA,2020-03-12 12:00,2020,3,做空,7575.0,7397.9,194.49,2.57,7769.49,8743.6,-15.39,-12.31,2020-03-13 20:00,5681.1,KAMA跟踪止盈,25.0,9.74,52.19,20.33,是,是,8,32
纯KAMA,2020-03-16 12:00,2020,3,做空,5169.6,4783.83,416.82,8.06,5586.42,8368.98,-42.84,-37.06,2020-03-17 08:00,5169.6,保本平仓,0.0,0.0,14.62,1.81,是,是,5,20
纯KAMA,2020-03-19 16:00,2020,3,做多,5448.07,5616.23,337.78,6.2,5110.29,8143.74,-31.04,-33.6,2020-03-21 00:00,6270.54,KAMA跟踪止盈,15.1,2.43,26.85,4.33,是,是,8,32
纯KAMA,2020-03-23 04:00,2020,3,做空,5855.68,5810.17,320.52,5.47,6176.2,7972.73,-27.12,-25.9,2020-03-23 20:00,5855.68,保本平仓,0.0,0.0,3.17,0.58,否,否,4,16
纯KAMA,2020-03-24 16:00,2020,3,做多,6689.51,6732.6,313.31,4.68,6376.2,7896.74,-14.74,-16.87,2020-03-25 08:00,6689.51,保本平仓,0.0,0.0,1.51,0.32,否,否,4,16
纯KAMA,2020-03-27 08:00,2020,3,做多,6777.5,6790.17,248.42,3.67,6529.08,7788.89,-12.82,-14.01,2020-03-28 00:00,6777.5,保本平仓,0.0,0.0,0.67,0.18,否,否,4,16
纯KAMA,2020-03-28 04:00,2020,3,做空,6566.0,6353.64,219.76,3.35,6785.76,7788.89,-18.43,-14.58,2020-03-30 12:00,6125.55,KAMA跟踪止盈,6.71,2.0,10.9,3.26,是,是,14,56
纯KAMA,2020-03-30 16:00,2020,3,做多,6330.0,6351.23,202.24,3.19,6127.76,7655.71,-17.04,-18.51,2020-03-31 20:00,6330.0,保本平仓,0.0,0.0,4.36,1.37,否,否,7,28
纯KAMA,2020-04-01 20:00,2020,4,做空,6240.0,6225.43,170.43,2.73,6410.43,7592.96,-18.01,-17.15,2020-04-02 04:00,6410.43,ATR止损,-2.73,-1.0,1.6,0.59,否,否,2,8
纯KAMA,2020-04-02 20:00,2020,4,做多,6750.0,6801.0,177.94,2.64,6572.06,7570.38,-10.16,-11.67,2020-04-03 12:00,6750.0,保本平仓,0.0,0.0,8.0,3.03,否,是,4,16
纯KAMA,2020-04-06 12:00,2020,4,做多,6887.2,7024.02,167.68,2.43,6719.52,7500.68,-6.35,-8.8,2020-04-07 20:00,7314.58,KAMA跟踪止盈,6.21,2.55,8.27,3.4,否,是,8,32
纯KAMA,2020-04-09 16:00,2020,4,做空,7192.0,7179.77,157.45,2.19,7349.45,7482.32,-4.04,-2.09,2020-04-10 08:00,7192.0,保本平仓,0.0,0.0,1.2,0.55,否,否,4,16
纯KAMA,2020-04-10 12:00,2020,4,做空,7105.98,6919.58,154.76,2.18,7260.74,7464.73,-7.3,-3.91,2020-04-12 20:00,6950.62,KAMA跟踪止盈,2.19,1.0,5.14,2.36,否,否,14,56
纯KAMA,2020-04-13 00:00,2020,4,做多,7028.0,7108.63,136.05,1.94,6891.95,7432.67,-4.36,-5.63,2020-04-13 04:00,6891.95,ATR止损,-1.94,-1.0,1.73,0.89,否,否,1,4
纯KAMA,2020-04-13 08:00,2020,4,做空,6775.66,6671.0,144.28,2.13,6919.94,7415.81,-10.04,-7.16,2020-04-14 00:00,6775.66,保本平仓,0.0,0.0,2.7,1.27,否,否,4,16
纯KAMA,2020-04-15 20:00,2020,4,做空,6736.84,6699.85,136.35,2.02,6873.19,7378.2,-9.19,-8.12,2020-04-16 12:00,6736.84,保本平仓,0.0,0.0,4.03,1.99,否,否,4,16
纯KAMA,2020-04-16 16:00,2020,4,做多,6984.7,7019.97,148.27,2.12,6836.43,7370.31,-4.75,-6.54,2020-04-17 20:00,6984.7,保本平仓,0.0,0.0,2.95,1.39,否,否,7,28
纯KAMA,2020-04-18 20:00,2020,4,做多,7140.0,7238.83,133.63,1.87,7006.37,7357.19,-1.61,-3.5,2020-04-19 12:00,7140.0,保本平仓,0.0,0.0,2.1,1.12,否,否,4,16
纯KAMA,2020-04-20 16:00,2020,4,做空,7055.0,6964.2,118.12,1.67,7173.12,7335.66,-5.06,-2.13,2020-04-22 12:00,6942.34,KAMA跟踪止盈,1.6,0.95,4.52,2.7,否,否,11,44
纯KAMA,2020-04-22 20:00,2020,4,做多,6970.0,7105.69,121.27,1.74,6848.73,7315.96,-2.87,-5.02,2020-04-23 12:00,7026.31,KAMA跟踪止盈,0.81,0.46,2.98,1.72,否,否,4,16
纯KAMA,2020-04-23 20:00,2020,4,做多,7178.0,7528.14,117.16,1.63,7060.84,7320.67,2.83,-2.62,2020-04-24 20:00,7420.74,KAMA跟踪止盈,3.38,2.07,6.14,3.76,否,否,6,24
纯KAMA,2020-04-27 08:00,2020,4,做多,7709.57,7733.26,127.13,1.65,7582.44,7354.09,5.16,4.8,2020-04-28 00:00,7709.57,保本平仓,0.0,0.0,0.47,0.29,否,否,4,16
纯KAMA,2020-04-29 08:00,2020,4,做多,7780.0,7813.51,108.75,1.4,7671.25,7404.82,5.52,5.04,2020-04-30 16:00,8955.92,KAMA跟踪止盈,15.11,10.81,21.85,15.63,是,是,8,32
纯KAMA,2020-05-03 08:00,2020,5,做多,9020.0,9139.48,205.35,2.28,8814.65,7559.4,20.9,19.34,2020-05-03 20:00,8814.65,ATR止损,-2.28,-1.0,1.52,0.67,否,否,3,12
纯KAMA,2020-05-05 12:00,2020,5,做多,8954.94,9020.52,198.13,2.21,8756.81,7636.61,18.12,15.91,2020-05-06 04:00,8954.94,保本平仓,0.0,0.0,1.38,0.62,否,否,4,16
纯KAMA,2020-05-06 16:00,2020,5,做多,9078.51,9321.44,189.4,2.09,8889.11,7679.19,21.39,17.46,2020-05-07 08:00,9078.51,保本平仓,0.0,0.0,3.6,1.72,否,否,4,16
纯KAMA,2020-05-07 20:00,2020,5,做多,9405.0,9518.55,201.13,2.14,9203.87,7744.42,22.91,19.89,2020-05-09 08:00,9758.2,KAMA跟踪止盈,3.76,1.76,7.18,3.36,否,否,9,36
纯KAMA,2020-05-09 12:00,2020,5,做空,9726.0,9609.65,218.85,2.25,9944.85,7851.78,22.39,25.76,2020-05-10 04:00,9726.0,保本平仓,0.0,0.0,2.03,0.9,否,否,4,16
纯KAMA,2020-05-10 08:00,2020,5,做空,9528.23,8621.65,213.86,2.24,9742.09,7876.23,9.46,21.64,2020-05-11 16:00,8890.32,KAMA跟踪止盈,6.69,2.98,13.42,5.98,是,是,8,32
纯KAMA,2020-05-13 16:00,2020,5,做多,8981.0,9034.48,275.28,3.07,8705.72,7960.25,13.49,11.4,2020-05-15 08:00,9635.85,KAMA跟踪止盈,7.29,2.38,10.79,3.52,是,是,10,40
纯KAMA,2020-05-17 20:00,2020,5,做多,9572.38,9818.43,239.58,2.5,9332.8,8130.53,20.76,17.07,2020-05-18 16:00,9668.25,KAMA跟踪止盈,1.0,0.4,4.04,1.61,否,否,5,20
纯KAMA,2020-05-20 20:00,2020,5,做空,9555.0,9410.03,209.8,2.2,9764.8,8256.9,13.97,17.84,2020-05-22 20:00,9196.71,KAMA跟踪止盈,3.75,1.71,7.77,3.54,否,否,12,48
纯KAMA,2020-05-23 08:00,2020,5,做多,9259.38,9280.0,204.32,2.21,9055.06,8329.07,11.42,10.38,2020-05-24 00:00,9259.38,保本平仓,0.0,0.0,0.38,0.17,否,否,4,16
纯KAMA,2020-05-24 20:00,2020,5,做空,9076.9,9050.0,176.42,1.94,9253.32,8339.84,8.52,9.25,2020-05-26 00:00,8940.69,KAMA跟踪止盈,1.5,0.77,5.0,2.57,否,否,7,28
纯KAMA,2020-05-26 20:00,2020,5,做空,8724.34,8720.48,176.91,2.03,8901.25,8369.06,4.2,5.92,2020-05-27 12:00,8724.34,保本平仓,0.0,0.0,0.36,0.18,否,否,4,16
