方向,信号时间,出场时间,6K极值,回调突破线,回调偏移,R值,收益率,MFE,ATR占比,出场原因,持仓K线数,年份
做多,2021-05-05 12:00:00+00:00,2021-05-06 16:00:00+00:00,56399.0,56399.0,0.0,0.0,0.0,0.03636589301228745,0.0250140383655178,保本平仓,7,2021
做空,2021-05-09 12:00:00+00:00,2021-05-10 00:00:00+00:00,57529.94,57529.94,0.0,-1.0000000000000024,-0.023539329903661792,0.007717546724366568,0.023539329903661733,atr止损,3,2021
做空,2021-05-10 16:00:00+00:00,2021-05-12 00:00:00+00:00,56700.0,57085.95,0.006806878306878255,0.10190960068623466,0.00242130355869575,0.0671960438601792,0.02375932730960848,KAMA跟踪,8,2021
做空,2021-05-12 16:00:00+00:00,2021-05-12 20:00:00+00:00,55300.0,55800.0,0.009041591320072333,4.723538481225906,0.12,0.13075734767025093,0.02540468347552368,固定止盈,1,2021
做多,2021-05-14 12:00:00+00:00,2021-05-14 20:00:00+00:00,51000.0,50878.95,0.002373529411764763,-1.0000000000000009,-0.035606449249999984,0.009225819322136198,0.03560644924999996,atr止损,2,2021
做空,2021-05-15 04:00:00+00:00,2021-05-16 04:00:00+00:00,48870.41,48870.41,0.0,0.0,0.0,0.048889911093440874,0.03529530850288164,保本平仓,6,2021
做空,2021-05-16 16:00:00+00:00,2021-05-19 00:00:00+00:00,46481.14,46481.14,0.0,3.3127953056277724,0.11999999999999998,0.1366821037521885,0.0362231858382992,固定止盈,14,2021
做多,2021-05-20 12:00:00+00:00,2021-05-21 04:00:00+00:00,40800.0,40497.81,0.00740661764705888,0.22605439707684172,0.015170900580521902,0.04377051499821844,0.0671117252161431,KAMA跟踪,4,2021
做空,2021-05-21 12:00:00+00:00,2021-05-21 20:00:00+00:00,38091.68,38091.68,0.0,1.7665337350203707,0.12000000000000008,0.12316810390090435,0.06792963962197773,固定止盈,2,2021
做空,2021-05-23 08:00:00+00:00,2021-05-23 16:00:00+00:00,35501.01,36245.37,0.02096729078975501,1.7967810721127282,0.12,0.14205041912939506,0.06678609979951487,固定止盈,2,2021
做多,2021-05-24 08:00:00+00:00,2021-05-25 04:00:00+00:00,36881.39,35916.86,0.026152213894324452,0.7386120060095973,0.04906671700154216,0.11137471371383789,0.0664309767541263,KAMA跟踪,5,2021
做多,2021-05-26 04:00:00+00:00,2021-05-26 20:00:00+00:00,39724.24,39196.75,0.013278794005876463,0.0,0.0,0.04345385778157628,0.05553628221980764,保本平仓,4,2021
做空,2021-05-27 00:00:00+00:00,2021-05-27 08:00:00+00:00,37804.76,37804.76,0.0,-0.9999999999999984,-0.0536746518013783,0.015970475675549906,0.053674651801378384,atr止损,2,2021
做空,2021-05-28 04:00:00+00:00,2021-05-29 04:00:00+00:00,37201.0,37201.0,0.0,0.0,0.0,0.06750974436171071,0.04935913179493579,保本平仓,6,2021
做空,2021-05-29 12:00:00+00:00,2021-05-30 04:00:00+00:00,34553.6,34689.57,0.003935045841822593,0.0,0.0,0.03844296715122152,0.05156432829260245,保本平仓,4,2021
做多,2021-05-31 08:00:00+00:00,2021-06-01 00:00:00+00:00,36501.0,36501.0,0.0,0.0,0.0,0.038156762828415715,0.044215964398037697,保本平仓,4,2021
做多,2021-06-02 12:00:00+00:00,2021-06-04 00:00:00+00:00,37550.0,37462.79,0.002322503328894784,0.39757105967444895,0.01427555535497991,0.053578764421977086,0.035906927850003593,KAMA跟踪,9,2021
做空,2021-06-04 04:00:00+00:00,2021-06-05 00:00:00+00:00,37350.0,37585.17,0.0062963855421686275,0.0,0.0,0.05408143690716302,0.03184390383859256,保本平仓,5,2021
做空,2021-06-07 20:00:00+00:00,2021-06-08 12:00:00+00:00,35201.86,35201.86,0.0,4.096873654668282,0.12000000000000001,0.12024535067181111,0.02929062746742583,固定止盈,4,2021
做多,2021-06-09 04:00:00+00:00,2021-06-10 16:00:00+00:00,33866.09,33350.0,0.015239137438068479,2.3196431863334785,0.08281650342160925,0.15409295352323837,0.035702259687841194,KAMA跟踪,9,2021
做空,2021-06-12 00:00:00+00:00,2021-06-12 16:00:00+00:00,35900.0,35900.0,0.0,0.0,0.0,0.036604456824512493,0.033475455538706636,保本平仓,4,2021
做多,2021-06-13 16:00:00+00:00,2021-06-15 08:00:00+00:00,36150.0,36125.3,0.0006832641770400301,3.130078405223302,0.09508387944780658,0.13493867178957675,0.03037747530193999,KAMA跟踪,10,2021
做空,2021-06-16 08:00:00+00:00,2021-06-17 04:00:00+00:00,39500.0,39527.0,0.0006835443037974683,0.40450579331285097,0.010985545900328667,0.03597540921395502,0.02715794453858978,KAMA跟踪,5,2021
做空,2021-06-17 16:00:00+00:00,2021-06-20 12:00:00+00:00,38105.0,38105.0,0.0,4.484976653144819,0.11999999999999997,0.12578401784542712,0.02675599212224599,固定止盈,17,2021
做空,2021-06-21 04:00:00+00:00,2021-06-22 12:00:00+00:00,33312.0,33312.0,0.0,3.776147905130368,0.11999999999999995,0.13604676993275702,0.03177841626302958,固定止盈,8,2021
做多,2021-06-23 00:00:00+00:00,2021-06-23 16:00:00+00:00,33274.0,33240.0,0.0010218188375308048,0.14517293510389231,0.005713420642818193,0.0489702166064981,0.039355962864079386,KAMA跟踪,4,2021
做多,2021-06-24 16:00:00+00:00,2021-06-25 08:00:00+00:00,34588.0,33932.99,0.018937492772059732,0.0,0.0,0.04617954385982497,0.03742959926315685,保本平仓,4,2021
做空,2021-06-25 12:00:00+00:00,2021-06-27 00:00:00+00:00,33248.62,33721.99,0.014237282630075935,0.9695202782636003,0.03576886568853943,0.10681427756784218,0.03689336519355847,KAMA跟踪,9,2021
做多,2021-06-27 04:00:00+00:00,2021-06-27 20:00:00+00:00,33187.49,32720.52,0.014070663373457817,0.0,0.0,0.062391428987069876,0.03983458399391116,保本平仓,4,2021
做多,2021-06-29 08:00:00+00:00,2021-06-30 00:00:00+00:00,35450.0,35136.14,0.008853596614950651,0.0,0.0,0.0423171128074968,0.0334808122062187,保本平仓,4,2021
做空,2021-06-30 12:00:00+00:00,2021-07-02 20:00:00+00:00,34401.0,35320.0,0.026714339699427343,1.3976702599340411,0.04299184312998805,0.0749705549263873,0.030759646507765658,KAMA跟踪,14,2021
做多,2021-07-04 04:00:00+00:00,2021-07-05 00:00:00+00:00,34948.16,34948.16,0.0,0.17560449233663447,0.0042760343533506055,0.02882526576506458,0.02435036995040783,KAMA跟踪,5,2021
做多,2021-07-06 04:00:00+00:00,2021-07-06 08:00:00+00:00,34538.0,34538.0,0.0,-1.0000000000000004,-0.022689104895097758,0.01685100469048584,0.022689104895097748,atr止损,1,2021
做空,2021-07-08 00:00:00+00:00,2021-07-09 12:00:00+00:00,33756.48,33925.0,0.0049922266776629785,0.8103725063904058,0.018096725243049713,0.05479734708916728,0.02233136625483123,KAMA跟踪,9,2021
做空,2021-07-12 12:00:00+00:00,2021-07-14 12:00:00+00:00,33517.61,33645.94,0.0038287336119729822,1.382328022724483,0.02642596883987081,0.06211507242775805,0.019117002914971554,KAMA跟踪,12,2021
做空,2021-07-15 12:00:00+00:00,2021-07-16 16:00:00+00:00,31763.14,32273.0,0.01605193944931139,0.1202568137984032,0.0023676618660246136,0.0388687137855173,0.019688380152776443,KAMA跟踪,7,2021
做多,2021-07-18 00:00:00+00:00,2021-07-18 12:00:00+00:00,31945.0,31945.0,0.0,-1.0000000000000009,-0.018520769295049363,0.007445296603537334,0.018520769295049345,atr止损,3,2021
做空,2021-07-19 12:00:00+00:00,2021-07-21 04:00:00+00:00,31075.1,31075.1,0.0,1.4119794923201396,0.025781135001112926,0.05898162837770424,0.01825885938240493,KAMA跟踪,10,2021
做多,2021-07-21 08:00:00+00:00,2021-07-25 12:00:00+00:00,30933.19,29978.0,0.030879130151141822,6.766218010477093,0.13795519228924988,0.16018413503235707,0.020388818698368026,KAMA跟踪,25,2021
做多,2021-07-25 20:00:00+00:00,2021-07-26 00:00:00+00:00,34780.0,34780.0,0.0,12.835344558499523,0.21999999999999995,0.38495112133410003,0.017140170955077062,固定止盈,1,2021
做空,2021-07-30 08:00:00+00:00,2021-07-30 20:00:00+00:00,39365.33,39365.33,0.0,-0.9999999999999978,-0.0289977441472202,0.020584864905235183,0.028997744147220263,atr止损,3,2021
做空,2021-08-01 20:00:00+00:00,2021-08-04 08:00:00+00:00,40567.73,41091.77,0.012917656472274726,2.770699139025926,0.06964580980990283,0.08740850053429183,0.025136547245034942,KAMA跟踪,15,2021
做多,2021-08-04 12:00:00+00:00,2021-08-05 08:00:00+00:00,38700.0,38700.0,0.0,0.0,0.0,0.03295400516795865,0.024609236448653534,保本平仓,5,2021
做多,2021-08-05 16:00:00+00:00,2021-08-08 16:00:00+00:00,39975.32,39975.32,0.0,3.4877810533710343,0.08541636457189901,0.13444995562261916,0.02449017391425468,KAMA跟踪,18,2021
做多,2021-08-09 08:00:00+00:00,2021-08-10 12:00:00+00:00,45197.89,45197.89,0.0,0.0,0.0,0.03544656620032485,0.02445820960198373,保本平仓,7,2021
做多,2021-08-11 04:00:00+00:00,2021-08-11 20:00:00+00:00,46201.0,46201.0,0.0,0.0,0.0,0.011975281920304686,0.0237225895772962,保本平仓,4,2021
做空,2021-08-12 04:00:00+00:00,2021-08-13 00:00:00+00:00,45363.45,45450.0,0.0019079236698267639,0.6573401828552222,0.014944395444230749,0.036303630363036306,0.022734644608699086,KAMA跟踪,5,2021
做多,2021-08-13 04:00:00+00:00,2021-08-14 08:00:00+00:00,46023.0,46023.0,0.0,0.42465231695414696,0.009388501154637612,0.049475262368815595,0.02210867756939935,KAMA跟踪,7,2021
做空,2021-08-15 04:00:00+00:00,2021-08-15 20:00:00+00:00,46000.0,46000.0,0.0,0.0,0.0,0.011304347826086957,0.020908734800063566,保本平仓,4,2021
做多,2021-08-16 00:00:00+00:00,2021-08-16 12:00:00+00:00,47388.75,47388.75,0.0,-1.0000000000000027,-0.02022328117074416,0.007828651314921747,0.02022328117074411,atr止损,3,2021
做空,2021-08-17 20:00:00+00:00,2021-08-18 12:00:00+00:00,45240.0,45240.0,0.0,0.0,0.0,0.02238461538461539,0.02222803924429181,保本平仓,4,2021
做空,2021-08-19 00:00:00+00:00,2021-08-19 12:00:00+00:00,44227.32,44227.32,0.0,-1.0000000000000018,-0.022533171494252564,0.006533065987267651,0.022533171494252525,atr止损,3,2021
做多,2021-08-19 16:00:00+00:00,2021-08-22 12:00:00+00:00,46050.0,46050.0,0.0,2.4591255094017135,0.05431821277140142,0.0821498371335505,0.022088426379106053,KAMA跟踪,17,2021
做多,2021-08-23 00:00:00+00:00,2021-08-23 16:00:00+00:00,49556.2,49500.0,0.001134065969545629,0.0,0.0,0.022222222222222223,0.018547961230563046,保本平仓,4,2021
做空,2021-08-24 12:00:00+00:00,2021-08-25 04:00:00+00:00,48801.01,48801.01,0.0,0.19910656611542085,0.00357733000789171,0.024610351302155466,0.017966911276135183,KAMA跟踪,4,2021
做空,2021-08-25 08:00:00+00:00,2021-08-25 12:00:00+00:00,47600.0,47600.0,0.0,-0.9999999999999978,-0.018131504719164825,0.005609243697478992,0.018131504719164866,atr止损,1,2021
做空,2021-08-26 04:00:00+00:00,2021-08-26 20:00:00+00:00,47130.57,47130.57,0.0,0.0,0.0,0.01804709766930465,0.01941411691845046,保本平仓,4,2021
做多,2021-08-27 12:00:00+00:00,2021-08-28 12:00:00+00:00,47795.13,47454.74,0.007121855301994146,1.2916116293415953,0.025077067456400082,0.03958002930792587,0.0194153311155794,KAMA跟踪,6,2021
做空,2021-08-29 00:00:00+00:00,2021-08-29 16:00:00+00:00,48395.65,48395.65,0.0,0.0,0.0,0.01352063666879159,0.017007163987514173,保本平仓,4,2021
做多,2021-09-01 16:00:00+00:00,2021-09-03 00:00:00+00:00,47888.0,47617.36,0.005651520213832263,1.9795826572188446,0.033501700483182656,0.058857525910718266,0.016923617895425423,KAMA跟踪,8,2021
做多,2021-09-06 20:00:00+00:00,2021-09-07 08:00:00+00:00,52244.0,52244.0,0.0,-1.0000000000000047,-0.014654009286198918,0.013513513513513514,0.01465400928619885,atr止损,3,2021
做空,2021-09-07 12:00:00+00:00,2021-09-08 08:00:00+00:00,50500.0,51040.0,0.010693069306930694,7.422911356220269,0.12000000000000005,0.12948667711598746,0.016166163684474308,固定止盈,5,2021
做多,2021-09-09 12:00:00+00:00,2021-09-10 04:00:00+00:00,46834.31,46834.31,0.0,0.0,0.0,0.0120785381486351,0.02527651155067606,保本平仓,4,2021
做空,2021-09-10 12:00:00+00:00,2021-09-11 08:00:00+00:00,45622.0,45623.27,2.7837446845749826e-05,0.0,0.0,0.03294963293950646,0.024412914266681504,保本平仓,5,2021
做多,2021-09-12 08:00:00+00:00,2021-09-12 20:00:00+00:00,45999.0,45999.0,0.0,-0.9999999999999997,-0.021010015168867736,0.01115676427748423,0.021010015168867743,atr止损,3,2021
做空,2021-09-13 00:00:00+00:00,2021-09-13 12:00:00+00:00,44746.51,44746.51,0.0,-0.9999999999999998,-0.021213800265879077,0.03179197662566313,0.02121380026587908,atr止损,3,2021
做多,2021-09-18 04:00:00+00:00,2021-09-18 20:00:00+00:00,48150.0,48150.0,0.0,0.0,0.0,0.014537902388369679,0.017618972709636645,保本平仓,4,2021
做多,2021-09-22 16:00:00+00:00,2021-09-24 08:00:00+00:00,43290.0,43272.81,0.0003970893970894509,0.22975752611104017,0.006501346460371765,0.04301823708698382,0.02829655493953095,KAMA跟踪,10,2021
做空,2021-09-26 04:00:00+00:00,2021-09-26 08:00:00+00:00,41630.26,41630.26,0.0,-1.0000000000000013,-0.026538311469433883,0.014404185801385853,0.026538311469433844,atr止损,1,2021
做多,2021-09-27 00:00:00+00:00,2021-09-27 16:00:00+00:00,43940.0,43755.0,0.004210286754665453,0.0,0.0,0.010878071077591159,0.02604038934209815,保本平仓,4,2021
做空,2021-09-27 20:00:00+00:00,2021-09-29 04:00:00+00:00,42650.0,42650.0,0.0,0.30179937318568695,0.007632357007472455,0.04551629542790145,0.025289505829346186,KAMA跟踪,8,2021
做多,2021-09-30 00:00:00+00:00,2021-10-02 20:00:00+00:00,42576.8,42576.8,0.0,5.056536802466843,0.1169183971842639,0.13794366885252055,0.02312222806867044,KAMA跟踪,17,2021
做多,2021-10-03 16:00:00+00:00,2021-10-04 00:00:00+00:00,48270.2,48270.2,0.0,-0.9999999999999983,-0.018426129179774854,0.011705980087093133,0.018426129179774885,atr止损,2,2021
做多,2021-10-04 16:00:00+00:00,2021-10-06 08:00:00+00:00,49304.12,49304.12,0.0,1.5171448138502397,0.028981022062385436,0.05240697937616567,0.0191023439541258,KAMA跟踪,10,2021
做多,2021-10-06 12:00:00+00:00,2021-10-07 04:00:00+00:00,51888.0,51888.0,0.0,2.5551291679331563,0.047455965905524936,0.07572078322540857,0.01857282461532544,KAMA跟踪,4,2021
做多,2021-10-08 08:00:00+00:00,2021-10-09 00:00:00+00:00,55046.88,54826.87,0.003996775112413179,0.0,0.0,0.009705642507040752,0.020317562804132286,保本平仓,4,2021
做多,2021-10-10 04:00:00+00:00,2021-10-10 20:00:00+00:00,55589.0,55589.0,0.0,0.0,0.0,0.021587004623216822,0.01874088095297932,保本平仓,4,2021
做空,2021-10-12 16:00:00+00:00,2021-10-13 12:00:00+00:00,56060.0,56440.01,0.006778630039243704,0.628010714319881,0.0125956568809806,0.047661401902657385,0.02005643628966006,KAMA跟踪,5,2021
做多,2021-10-13 16:00:00+00:00,2021-10-16 12:00:00+00:00,56624.1,56624.1,0.0,3.15291746542693,0.07000081698782383,0.13021858184059443,0.022201918621534603,KAMA跟踪,17,2021
做多,2021-10-17 20:00:00+00:00,2021-10-18 12:00:00+00:00,61547.56,61547.56,0.0,0.0,0.0,0.020349141379447086,0.01892432615186811,保本平仓,4,2021
做多,2021-10-19 16:00:00+00:00,2021-10-21 00:00:00+00:00,63349.67,63088.0,0.004130566110289103,0.8721903167655446,0.01807577302730926,0.06438625412122749,0.020724574304312356,KAMA跟踪,8,2021
做空,2021-10-21 12:00:00+00:00,2021-10-25 00:00:00+00:00,63828.0,63828.0,0.0,1.482065157427952,0.031773102351956205,0.0677373566459861,0.021438397760525453,KAMA跟踪,21,2021
做多,2021-10-25 04:00:00+00:00,2021-10-26 04:00:00+00:00,62288.61,61350.0,0.015068726047988559,0.7515710314555956,0.01562679170307445,0.03986927465362678,0.02079216873594697,KAMA跟踪,6,2021
做空,2021-10-27 08:00:00+00:00,2021-10-28 08:00:00+00:00,59838.05,59838.05,0.0,0.17455906034658059,0.0034785298900068297,0.029045899724339325,0.01992752414627082,KAMA跟踪,6,2021
做空,2021-10-31 08:00:00+00:00,2021-11-01 00:00:00+00:00,60631.23,60631.23,0.0,0.0,0.0,0.017008231566471653,0.019987267354632115,保本平仓,4,2021
做多,2021-11-01 04:00:00+00:00,2021-11-01 16:00:00+00:00,61801.24,61801.24,0.0,-0.9999999999999972,-0.019647967960807013,0.012011733097912014,0.019647967960807068,atr止损,3,2021
做多,2021-11-02 08:00:00+00:00,2021-11-03 12:00:00+00:00,62543.58,62543.58,0.0,0.0,0.0,0.028875385771009607,0.019439041941239577,保本平仓,7,2021
做空,2021-11-06 08:00:00+00:00,2021-11-07 00:00:00+00:00,60517.38,60762.0,0.004042144587224408,0.0,0.0,0.010894967249267635,0.017967213158198773,保本平仓,4,2021
做多,2021-11-07 20:00:00+00:00,2021-11-09 12:00:00+00:00,62560.9,62424.17,0.0021855503996905928,5.069436173002085,0.07804156929003411,0.10013733462535433,0.015394526457528791,KAMA跟踪,10,2021
做多,2021-11-10 12:00:00+00:00,2021-11-10 16:00:00+00:00,68182.99,68182.99,0.0,-1.000000000000002,-0.015814426088605026,0.009659447319632074,0.015814426088604994,atr止损,1,2021
做空,2021-11-12 08:00:00+00:00,2021-11-13 00:00:00+00:00,64105.0,64450.0,0.005381795491771313,0.0,0.0,0.033157486423584175,0.019544677254977487,保本平仓,4,2021
做多,2021-11-13 12:00:00+00:00,2021-11-14 04:00:00+00:00,64577.63,64577.63,0.0,0.21091566683190094,0.003919435686476305,0.012734595555767572,0.018582951875263404,KAMA跟踪,4,2021
做多,2021-11-14 20:00:00+00:00,2021-11-15 12:00:00+00:00,65400.0,65400.0,0.0,0.0,0.0,0.01521483180428139,0.016780208512577773,保本平仓,4,2021
做空,2021-11-15 20:00:00+00:00,2021-11-17 08:00:00+00:00,63666.0,64087.6,0.006622058869726361,3.6712126965529204,0.06184820301967884,0.08973529980838725,0.016846804620650586,KAMA跟踪,9,2021
做空,2021-11-18 12:00:00+00:00,2021-11-19 12:00:00+00:00,59002.27,59355.0,0.005978244565844725,1.179056046430178,0.02612831337320435,0.06319602392384803,0.02216036587260878,KAMA跟踪,6,2021
做多,2021-11-20 00:00:00+00:00,2021-11-20 16:00:00+00:00,58333.0,57560.0,0.013251504294310254,0.23184973785048182,0.005404233962164111,0.03657001389854067,0.023309208853405136,KAMA跟踪,4,2021
做多,2021-11-20 20:00:00+00:00,2021-11-21 12:00:00+00:00,59664.97,58980.0,0.011480270584230599,0.0,0.0,0.01360528992878946,0.02205922158599658,保本平仓,4,2021
做空,2021-11-22 00:00:00+00:00,2021-11-23 08:00:00+00:00,58518.88,58518.88,0.0,0.7256446662102386,0.014497801249371198,0.05586026253407443,0.019979201838673473,KAMA跟踪,8,2021
做多,2021-11-25 00:00:00+00:00,2021-11-26 00:00:00+00:00,57775.27,57775.27,0.0,0.42533024806399594,0.009031344395303308,0.02898039247588122,0.021233722352012065,KAMA跟踪,6,2021
做空,2021-11-26 04:00:00+00:00,2021-11-28 20:00:00+00:00,57029.0,57029.0,0.0,1.3607752840894383,0.02795310171637977,0.0663522067719932,0.020542041028533645,KAMA跟踪,16,2021
做空,2021-11-30 04:00:00+00:00,2021-11-30 12:00:00+00:00,56715.0,56715.0,0.0,-0.999999999999999,-0.020213496197987034,0.007846248787798642,0.02021349619798705,atr止损,2,2021
做空,2021-12-02 00:00:00+00:00,2021-12-02 16:00:00+00:00,56500.0,56669.49,0.0029998230088495214,0.0,0.0,0.011108799461579747,0.02225843372012096,保本平仓,4,2021
做空,2021-12-03 12:00:00+00:00,2021-12-04 04:00:00+00:00,56039.96,56039.96,0.0,5.803678994827418,0.12000000000000001,0.2703618989021405,0.020676539847732982,固定止盈,4,2021
做多,2021-12-06 20:00:00+00:00,2021-12-07 20:00:00+00:00,49517.0,49517.0,0.0,0.4496156291132335,0.01474083670002386,0.048710543853626026,0.032785418801158824,KAMA跟踪,6,2021
做空,2021-12-08 08:00:00+00:00,2021-12-09 00:00:00+00:00,50012.0,50012.0,0.0,0.0,0.0,0.02956630408701908,0.0279154313470564,保本平仓,4,2021
做空,2021-12-09 12:00:00+00:00,2021-12-10 04:00:00+00:00,48533.33,48533.33,0.0,0.0,0.0,0.02514643029851861,0.028556056023654543,保本平仓,4,2021
做空,2021-12-10 20:00:00+00:00,2021-12-11 04:00:00+00:00,47221.32,47312.89,0.0019391664612509712,-1.0000000000000007,-0.02936462316443868,0.012439316220167503,0.029364623164438663,atr止损,2,2021
做多,2021-12-12 16:00:00+00:00,2021-12-13 00:00:00+00:00,49927.23,49684.55,0.00486067422526746,-0.9999999999999994,-0.024526380857510688,0.017194681243968148,0.024526380857510702,atr止损,2,2021
做空,2021-12-13 12:00:00+00:00,2021-12-14 20:00:00+00:00,48078.2,49088.29,0.021009313992620435,1.1944129245687187,0.029056018418006035,0.07106155052457523,0.02432661085654079,KAMA跟踪,8,2021
做多,2021-12-19 00:00:00+00:00,2021-12-19 16:00:00+00:00,47336.99,47336.99,0.0,0.0,0.0,0.0237484470389858,0.02257551953071986,保本平仓,4,2021
做多,2021-12-21 00:00:00+00:00,2021-12-22 12:00:00+00:00,47533.42,47203.22,0.0069466914015443686,1.3160713973588514,0.02877831520940321,0.050754588352235265,0.021866834327648764,KAMA跟踪,9,2021
做多,2021-12-23 16:00:00+00:00,2021-12-25 16:00:00+00:00,49250.0,49250.0,0.0,1.4854321878990628,0.02555810434697654,0.05187817258883249,0.017205837166572324,KAMA跟踪,12,2021
做多,2021-12-27 12:00:00+00:00,2021-12-28 00:00:00+00:00,51300.0,51300.0,0.0,-0.9999999999999978,-0.014882732040152395,0.016257309941520467,0.014882732040152427,atr止损,3,2021
做空,2021-12-28 04:00:00+00:00,2021-12-30 08:00:00+00:00,49500.0,50501.71,0.02023656565656564,3.7793660152347806,0.06042388111560483,0.09151591104538835,0.0159878352273989,KAMA跟踪,13,2021
做多,2021-12-31 08:00:00+00:00,2021-12-31 16:00:00+00:00,47911.68,47911.68,0.0,-1.0000000000000024,-0.01818736158151453,0.0047691919799097,0.018187361581514485,atr止损,2,2021
做空,2022-01-03 16:00:00+00:00,2022-01-04 08:00:00+00:00,46560.0,46605.68,0.0009810996563573945,0.0,0.0,0.020175223277506066,0.017533499446529783,保本平仓,4,2022
做空,2022-01-05 16:00:00+00:00,2022-01-09 16:00:00+00:00,45445.57,45445.57,0.0,3.705068301689111,0.06605460950709101,0.10977989713848901,0.017828175927816835,KAMA跟踪,24,2022
做空,2022-01-10 12:00:00+00:00,2022-01-10 16:00:00+00:00,41170.0,41170.0,0.0,-0.9999999999999999,-0.02156828259430193,0.016222977896526634,0.021568282594301935,atr止损,1,2022
做多,2022-01-11 00:00:00+00:00,2022-01-11 16:00:00+00:00,42219.84,42219.84,0.0,0.09073682532939788,0.002088473945849876,0.021273410794545967,0.023016828484666303,KAMA跟踪,4,2022
做多,2022-01-12 12:00:00+00:00,2022-01-13 12:00:00+00:00,43444.0,43118.0,0.007503913083509806,0.0,0.0,0.029655364348995787,0.020977095854913065,保本平仓,6,2022
做空,2022-01-13 16:00:00+00:00,2022-01-14 12:00:00+00:00,42847.86,43300.0,0.01055221894395658,0.5576087444706904,0.011206326678335416,0.03773672055427252,0.02009711431081127,KAMA跟踪,5,2022
做多,2022-01-15 16:00:00+00:00,2022-01-16 08:00:00+00:00,43450.0,43450.0,0.0,0.0,0.0,0.00805523590333717,0.0177853780533119,保本平仓,4,2022
做空,2022-01-17 16:00:00+00:00,2022-01-18 20:00:00+00:00,42222.0,42222.0,0.0,0.41673543818623643,0.0065709661130087,0.022784330443844442,0.015767716183695848,KAMA跟踪,7,2022
做多,2022-01-20 12:00:00+00:00,2022-01-20 20:00:00+00:00,42545.0,42545.0,0.0,-1.0000000000000053,-0.015291721825619664,0.022329298389940064,0.015291721825619584,atr止损,2,2022
做空,2022-01-21 00:00:00+00:00,2022-01-21 20:00:00+00:00,40550.0,41631.3,0.02666584463625161,6.4043756313629085,0.12000000000000002,0.15013655590865538,0.01873718952591526,固定止盈,5,2022
做多,2022-01-23 20:00:00+00:00,2022-01-24 08:00:00+00:00,36118.05,35756.0,0.010024073835658428,-1.0000000000000002,-0.029406763884263016,0.013802718424879708,0.02940676388426301,atr止损,3,2022
做多,2022-01-24 20:00:00+00:00,2022-01-25 12:00:00+00:00,36496.92,36496.92,0.0,0.0,0.0,0.01820454986338583,0.03386819421556286,保本平仓,4,2022
做多,2022-01-26 08:00:00+00:00,2022-01-26 20:00:00+00:00,37973.78,37561.03,0.010869341951209492,-0.9999999999999986,-0.03009773023060315,0.03529056578054444,0.030097730230603192,atr止损,3,2022
做空,2022-01-27 00:00:00+00:00,2022-01-27 16:00:00+00:00,36232.42,36536.0,0.008378684062505396,0.0,0.0,0.023602200569301558,0.03120911510859406,保本平仓,4,2022
做多,2022-01-28 00:00:00+00:00,2022-01-28 16:00:00+00:00,37200.0,37067.62,0.003558602150537564,0.0,0.0,0.011367603315238348,0.030456228696761428,保本平仓,4,2022
做多,2022-01-28 20:00:00+00:00,2022-01-29 12:00:00+00:00,37488.99,37488.99,0.0,0.0,0.0,0.01926058824204133,0.02800667464230625,保本平仓,4,2022
做空,2022-01-31 00:00:00+00:00,2022-01-31 16:00:00+00:00,37334.83,37716.38,0.010219679586059334,0.24582285908178492,0.005549139181587331,0.02443421134265801,0.022573731354011875,KAMA跟踪,4,2022
做空,2022-02-02 12:00:00+00:00,2022-02-03 20:00:00+00:00,38170.89,38170.89,0.0,1.2311188160848305,0.024292221429323257,0.051520674524487026,0.019731825321764394,KAMA跟踪,8,2022
做多,2022-02-08 04:00:00+00:00,2022-02-08 08:00:00+00:00,44541.16,44541.16,0.0,-1.0000000000000004,-0.01813384328621915,0.008280879977081794,0.018133843286219142,atr止损,1,2022
做多,2022-02-09 16:00:00+00:00,2022-02-10 08:00:00+00:00,44436.44,44395.0,0.0009325679554888359,0.0,0.0,0.017516612231107138,0.02069522138913387,保本平仓,4,2022
做空,2022-02-16 12:00:00+00:00,2022-02-17 04:00:00+00:00,43650.4,43850.0,0.004572695782856481,0.2009725574165907,0.0034637740797334613,0.012084378563283956,0.017235059971663177,KAMA跟踪,4,2022
做空,2022-02-17 08:00:00+00:00,2022-02-19 16:00:00+00:00,43277.8,43277.8,0.0,3.9178167274072173,0.06785465257492727,0.08909417761531323,0.017319506576264222,KAMA跟踪,14,2022
做空,2022-02-20 04:00:00+00:00,2022-02-21 00:00:00+00:00,39610.3,39610.3,0.0,0.8228700268732638,0.014962945919468115,0.04305193346175118,0.018183850949492254,KAMA跟踪,5,2022
做空,2022-02-21 08:00:00+00:00,2022-02-21 12:00:00+00:00,37905.0,37905.0,0.0,-1.000000000000004,-0.019897497677137874,0.01935892362485168,0.019897497677137794,atr止损,1,2022
做空,2022-02-21 20:00:00+00:00,2022-02-22 12:00:00+00:00,37171.2,38026.2,0.023001678719008267,0.0,0.0,0.04512941077467637,0.024176432238136595,保本平仓,4,2022
做多,2022-02-23 08:00:00+00:00,2022-02-23 16:00:00+00:00,38450.0,38450.0,0.0,-0.9999999999999997,-0.023951402470007824,0.02080624187256177,0.023951402470007835,atr止损,2,2022
