方向,信号时间,出场时间,6K极值,回调突破线,回调偏移,R值,收益率,MFE,ATR占比,出场原因,持仓K线数,年份
做空,2019-09-10 12:00:00+00:00,2019-09-11 16:00:00+00:00,10183.31,10183.31,0.0,0.2257304186850887,0.006126305247321445,0.02936176940503628,0.027139918859886192,KAMA跟踪,7,2019
做多,2019-09-12 12:00:00+00:00,2019-09-13 16:00:00+00:00,10205.46,10205.46,0.0,0.05793985721073203,0.001244982165027866,0.023974421535139043,0.021487491080617673,KAMA跟踪,7,2019
做多,2019-09-14 12:00:00+00:00,2019-09-15 00:00:00+00:00,10355.85,10355.85,0.0,-1.000000000000003,-0.016415010653719277,0.006191669442875185,0.01641501065371923,atr止损,3,2019
做空,2019-09-16 12:00:00+00:00,2019-09-17 04:00:00+00:00,10252.28,10252.28,0.0,0.46059749239049286,0.005863787793178853,0.01673578950243262,0.012730828738875452,KAMA跟踪,4,2019
做空,2019-09-19 00:00:00+00:00,2019-09-19 16:00:00+00:00,10097.92,10097.92,0.0,0.8351899469053718,0.008828055972132794,0.03140943877551021,0.010570117617966281,KAMA跟踪,4,2019
做多,2019-09-19 20:00:00+00:00,2019-09-20 12:00:00+00:00,10211.9,10211.9,0.0,0.0,0.0,0.006600142970456001,0.012975158620265295,保本平仓,4,2019
做空,2019-09-22 00:00:00+00:00,2019-09-22 04:00:00+00:00,9912.63,9912.63,0.0,-1.0000000000000027,-0.012372348787034054,0.005612032326435991,0.012372348787034021,atr止损,1,2019
做空,2019-09-23 12:00:00+00:00,2019-09-24 16:00:00+00:00,9878.51,9932.01,0.005415796511822127,10.163018937450158,0.12000000000000008,0.1295206106316848,0.011807515142750228,固定止盈,7,2019
做空,2019-09-24 20:00:00+00:00,2019-09-25 04:00:00+00:00,8645.61,9603.5,0.11079495836615338,6.624190053883273,0.12000000000000001,0.14614463476857395,0.018115422266553608,固定止盈,2,2019
做空,2019-09-26 12:00:00+00:00,2019-09-27 20:00:00+00:00,8223.71,8223.71,0.0,0.10395982810726002,0.0025389963724871353,0.06360146454580708,0.0244228604328543,KAMA跟踪,8,2019
做空,2019-09-29 12:00:00+00:00,2019-09-30 08:00:00+00:00,8001.14,8001.14,0.0,0.0,0.0,0.03651104717577747,0.02291713831034267,保本平仓,5,2019
做多,2019-09-30 12:00:00+00:00,2019-10-02 00:00:00+00:00,8127.06,8127.06,0.0,0.49716899744773335,0.01154907129573435,0.045765627422462686,0.02322966909646953,KAMA跟踪,9,2019
做空,2019-10-03 12:00:00+00:00,2019-10-04 12:00:00+00:00,8177.29,8177.29,0.0,0.0,0.0,0.024132689436231338,0.019434687630838554,保本平仓,6,2019
做空,2019-10-05 08:00:00+00:00,2019-10-06 00:00:00+00:00,8080.81,8080.81,0.0,0.0,0.0,0.00888648538945977,0.01687794420182359,保本平仓,4,2019
做空,2019-10-06 04:00:00+00:00,2019-10-07 08:00:00+00:00,8009.0,8010.0,0.0001248595330253465,0.14871286801397302,0.0023431683071211003,0.031210986267166042,0.0157563251816308,KAMA跟踪,7,2019
做多,2019-10-09 12:00:00+00:00,2019-10-10 12:00:00+00:00,8242.52,8242.52,0.0,1.4222793088530352,0.022135408549632658,0.0512561692297986,0.015563334439199043,KAMA跟踪,6,2019
做空,2019-10-11 04:00:00+00:00,2019-10-12 12:00:00+00:00,8419.34,8419.34,0.0,0.3773355388466073,0.006026386439586679,0.024864181752964027,0.01597089544760982,KAMA跟踪,8,2019
做多,2019-10-13 12:00:00+00:00,2019-10-13 20:00:00+00:00,8397.45,8397.45,0.0,-1.0000000000000053,-0.013851517683035348,0.006972354702915679,0.013851517683035273,atr止损,2,2019
做空,2019-10-15 16:00:00+00:00,2019-10-17 08:00:00+00:00,8205.02,8205.02,0.0,1.6149563169945038,0.02119855732164408,0.037145552356971784,0.013126396731953352,KAMA跟踪,10,2019
做空,2019-10-18 04:00:00+00:00,2019-10-18 20:00:00+00:00,7930.0,7930.0,0.0,0.0,0.0,0.014880201765447668,0.01232516687943176,保本平仓,4,2019
做多,2019-10-20 16:00:00+00:00,2019-10-22 12:00:00+00:00,8041.19,7999.28,0.005211915151861833,1.9171209791253254,0.023384349488682114,0.04191502235201168,0.012197638930095627,KAMA跟踪,11,2019
做空,2019-10-22 20:00:00+00:00,2019-10-23 16:00:00+00:00,8160.0,8164.78,0.000585784313725459,10.573511635708794,0.11999999999999994,0.1214999056924987,0.011349115046578918,固定止盈,5,2019
做多,2019-10-25 08:00:00+00:00,2019-10-26 00:00:00+00:00,7495.81,7495.81,0.0,14.820174202418071,0.21999999999999986,0.3885730828289403,0.014844629826557942,固定止盈,4,2019
做多,2019-11-02 12:00:00+00:00,2019-11-03 04:00:00+00:00,9270.0,9270.0,0.0,0.0,0.0,0.010430420711974165,0.020531541105818982,保本平仓,4,2019
做空,2019-11-03 08:00:00+00:00,2019-11-04 00:00:00+00:00,9200.01,9200.01,0.0,0.0,0.0,0.013805419776717657,0.018316749698959266,保本平仓,4,2019
做多,2019-11-04 08:00:00+00:00,2019-11-05 04:00:00+00:00,9250.4,9250.4,0.0,0.12934984969582508,0.002105515787690189,0.03238778863616713,0.016277682522565368,KAMA跟踪,5,2019
做空,2019-11-07 08:00:00+00:00,2019-11-09 12:00:00+00:00,9220.0,9259.48,0.004281995661605159,2.9526952675190854,0.04197371280739199,0.06367852190403772,0.014215389332289326,KAMA跟踪,13,2019
做多,2019-11-10 16:00:00+00:00,2019-11-11 04:00:00+00:00,8889.02,8889.02,0.0,-1.0000000000000029,-0.013275828014888549,0.023734899910226273,0.01327582801488851,atr止损,3,2019
做空,2019-11-14 04:00:00+00:00,2019-11-15 08:00:00+00:00,8712.0,8712.0,0.0,0.422658896301427,0.005199322302916099,0.02261248852157943,0.012301461884308964,KAMA跟踪,7,2019
做空,2019-11-15 12:00:00+00:00,2019-11-17 08:00:00+00:00,8515.0,8605.85,0.010669406928948957,0.7743049197882435,0.009444751581613373,0.029058140683372324,0.012197716093804906,KAMA跟踪,11,2019
做空,2019-11-18 12:00:00+00:00,2019-11-19 16:00:00+00:00,8417.0,8417.0,0.0,2.7933502748486227,0.031724607941424725,0.049542592372579304,0.01135718933177614,KAMA跟踪,7,2019
做空,2019-11-21 08:00:00+00:00,2019-11-22 08:00:00+00:00,8037.5,8037.5,0.0,3.8186912324569295,0.0458518171315828,0.1390357698289269,0.012007207270874827,KAMA跟踪,6,2019
做空,2019-11-24 12:00:00+00:00,2019-11-25 12:00:00+00:00,7079.13,7132.27,0.007506572135276556,0.9574077182300098,0.02209092120284938,0.08722047819277745,0.023073681966643816,KAMA跟踪,6,2019
做多,2019-11-27 12:00:00+00:00,2019-11-28 20:00:00+00:00,7221.77,7221.77,0.0,0.8358892769509974,0.022469400680733907,0.06195572553542959,0.02688083374235119,KAMA跟踪,8,2019
做多,2019-11-29 12:00:00+00:00,2019-11-30 08:00:00+00:00,7643.0,7643.0,0.0,0.0,0.0,0.02708360591390815,0.024229735304412393,保本平仓,5,2019
做空,2019-11-30 16:00:00+00:00,2019-12-01 12:00:00+00:00,7511.11,7660.0,0.019822636068437333,1.4402240880667299,0.03339005040623961,0.057142297650130555,0.023183927197787953,KAMA跟踪,5,2019
做空,2019-12-04 00:00:00+00:00,2019-12-04 12:00:00+00:00,7231.35,7231.35,0.0,-0.9999999999999969,-0.019205449925798954,0.022312569575528823,0.019205449925799013,atr止损,3,2019
做空,2019-12-08 00:00:00+00:00,2019-12-08 16:00:00+00:00,7467.44,7467.44,0.0,0.04419718453430814,0.0007857011530141297,0.011171164415114038,0.01777717656210042,KAMA跟踪,4,2019
做空,2019-12-09 12:00:00+00:00,2019-12-11 12:00:00+00:00,7434.57,7493.63,0.007943969859722943,2.172852188507115,0.03235014258596278,0.05016127030557958,0.014888330995119069,KAMA跟踪,12,2019
做空,2019-12-14 08:00:00+00:00,2019-12-15 04:00:00+00:00,7203.43,7203.43,0.0,0.8018918316237732,0.008882628587785907,0.027578528562087763,0.011077090746515304,KAMA跟踪,5,2019
做空,2019-12-16 16:00:00+00:00,2019-12-18 12:00:00+00:00,7037.03,7037.03,0.0,4.125286583001037,0.04683477160272124,0.08668856037277087,0.01135309527238958,KAMA跟踪,11,2019
做多,2019-12-18 16:00:00+00:00,2019-12-23 16:00:00+00:00,6868.29,6738.64,0.018876605385037562,6.143422645875206,0.10723201711569888,0.1413282205311457,0.017454768017254388,KAMA跟踪,30,2019
做空,2019-12-23 20:00:00+00:00,2019-12-24 12:00:00+00:00,7342.28,7375.0,0.004456381396514469,0.0,0.0,0.020338983050847456,0.016117986694689987,保本平仓,4,2019
做多,2019-12-26 16:00:00+00:00,2019-12-26 20:00:00+00:00,7265.0,7265.0,0.0,-1.0000000000000002,-0.013904929280535942,0.008772195457673718,0.013904929280535938,atr止损,1,2019
做空,2019-12-27 08:00:00+00:00,2019-12-27 12:00:00+00:00,7151.0,7151.0,0.0,-1.0000000000000018,-0.014908418418669418,0.008530275485946022,0.014908418418669392,atr止损,1,2019
做多,2019-12-28 00:00:00+00:00,2019-12-28 16:00:00+00:00,7270.0,7238.16,0.004379642365887228,0.38972048311738133,0.005756805407907951,0.01671557412381044,0.014771626479211864,KAMA跟踪,4,2019
做多,2019-12-29 12:00:00+00:00,2019-12-30 04:00:00+00:00,7359.15,7359.15,0.0,0.0,0.0,0.022808340637166028,0.012206915862373862,保本平仓,4,2019
做空,2019-12-30 12:00:00+00:00,2019-12-31 12:00:00+00:00,7287.25,7322.26,0.0048042814504786055,0.0960869866164696,0.0012116571058552233,0.0191853334899335,0.012610002129544788,KAMA跟踪,6,2019
做空,2019-12-31 16:00:00+00:00,2020-01-01 08:00:00+00:00,7181.78,7190.0,0.0011445630470440832,0.0,0.0,0.004129346314325396,0.011870625927687973,保本平仓,4,2019
做空,2020-01-02 00:00:00+00:00,2020-01-03 04:00:00+00:00,7170.15,7170.15,0.0,1.0976389064858119,0.011625067590241189,0.042775953083268835,0.010590976250522926,KAMA跟踪,7,2020
做多,2020-01-03 08:00:00+00:00,2020-01-05 20:00:00+00:00,7300.0,7175.0,0.017123287671232876,1.8762756129451081,0.02471142394010221,0.0445993031358885,0.013170465879111314,KAMA跟踪,15,2020
做多,2020-01-06 00:00:00+00:00,2020-01-08 16:00:00+00:00,7495.0,7495.0,0.0,6.951562356802511,0.0862850964176614,0.12987591727818545,0.012412331500303148,KAMA跟踪,16,2020
做多,2020-01-10 12:00:00+00:00,2020-01-11 20:00:00+00:00,8006.83,8006.83,0.0,0.02204804897574469,0.0004202128010979014,0.035639572714794815,0.019058956262306123,KAMA跟踪,8,2020
做多,2020-01-14 00:00:00+00:00,2020-01-15 04:00:00+00:00,8200.0,8200.0,0.0,3.695886264541369,0.05753900859885839,0.08762195121951219,0.015568392661563284,KAMA跟踪,7,2020
做多,2020-01-17 04:00:00+00:00,2020-01-19 08:00:00+00:00,8843.49,8793.77,0.005622214759105211,0.627039698649352,0.01110149341071741,0.046797903515784334,0.017704610146104156,KAMA跟踪,13,2020
做空,2020-01-21 16:00:00+00:00,2020-01-21 20:00:00+00:00,8608.71,8612.51,0.0004414134057252587,-0.9999999999999979,-0.0159125893767297,0.009115809444633471,0.015912589376729736,atr止损,1,2020
做多,2020-01-24 12:00:00+00:00,2020-01-25 00:00:00+00:00,8508.0,8508.0,0.0,-1.0000000000000013,-0.01524818797985096,0.0023507287259050304,0.01524818797985094,atr止损,3,2020
做多,2020-01-26 08:00:00+00:00,2020-01-27 08:00:00+00:00,8425.0,8390.0,0.004154302670623145,1.7163891896122072,0.022998109977725736,0.04457687723480334,0.013399123064228701,KAMA跟踪,6,2020
做多,2020-01-28 20:00:00+00:00,2020-01-30 00:00:00+00:00,9207.81,9176.68,0.003380825625202866,0.349649018426855,0.005119396352244431,0.030930576199671357,0.01464152931210183,KAMA跟踪,7,2020
做多,2020-01-30 16:00:00+00:00,2020-01-31 08:00:00+00:00,9460.52,9460.52,0.0,0.0,0.0,0.014637673193439638,0.01503957741804357,保本平仓,4,2020
做空,2020-02-02 00:00:00+00:00,2020-02-02 08:00:00+00:00,9306.0,9306.0,0.0,-0.9999999999999932,-0.01390034580534448,0.015687728347302792,0.013900345805344574,atr止损,2,2020
做空,2020-02-03 12:00:00+00:00,2020-02-04 04:00:00+00:00,9290.0,9290.0,0.0,0.0,0.0,0.006846071044133516,0.014658952229772534,保本平仓,4,2020
做空,2020-02-04 08:00:00+00:00,2020-02-05 00:00:00+00:00,9226.4,9250.0,0.0025578773953004817,0.0,0.0,0.015675675675675675,0.013799725971360545,保本平仓,4,2020
做多,2020-02-05 08:00:00+00:00,2020-02-06 20:00:00+00:00,9307.78,9305.0,0.00029867487198887967,3.073318621587841,0.03977130142885637,0.06222461042450295,0.012940832476493564,KAMA跟踪,9,2020
做空,2020-02-08 00:00:00+00:00,2020-02-08 08:00:00+00:00,9736.66,9743.21,0.0006727152842965937,-1.0000000000000033,-0.012814057553322041,0.0032473897206361578,0.012814057553321998,atr止损,2,2020
做多,2020-02-08 20:00:00+00:00,2020-02-10 04:00:00+00:00,9898.57,9840.0,0.0059170162962932735,1.7852965263967242,0.021973775540263665,0.03796341463414629,0.012308193745614619,KAMA跟踪,8,2020
做空,2020-02-11 00:00:00+00:00,2020-02-11 12:00:00+00:00,9750.0,9750.0,0.0,-0.9999999999999932,-0.01367043720767684,0.002116923076923017,0.013670437207676934,atr止损,3,2020
做多,2020-02-11 16:00:00+00:00,2020-02-13 08:00:00+00:00,10240.0,9908.0,0.032421875,2.567376044201036,0.0371819662968459,0.06101635042389981,0.014482477695789546,KAMA跟踪,10,2020
做空,2020-02-15 12:00:00+00:00,2020-02-16 20:00:00+00:00,10203.98,10233.0,0.002843988326123771,1.6810957404451188,0.023938244621067094,0.05925535033714459,0.014239667643633878,KAMA跟踪,8,2020
做空,2020-02-19 20:00:00+00:00,2020-02-23 00:00:00+00:00,10026.08,10026.08,0.0,1.605446187026751,0.028218425397687603,0.06418161434977576,0.017576687170030577,KAMA跟踪,19,2020
做空,2020-02-25 12:00:00+00:00,2020-02-27 12:00:00+00:00,9487.38,9487.38,0.0,4.045799756375626,0.06472112643590064,0.10049982186862966,0.015997115609567434,KAMA跟踪,12,2020
做空,2020-02-28 08:00:00+00:00,2020-02-29 00:00:00+00:00,8684.46,8742.2,0.006648657487051769,0.0,0.0,0.03342408089496931,0.0204386120319835,保本平仓,4,2020
做空,2020-02-29 20:00:00+00:00,2020-03-01 12:00:00+00:00,8576.13,8576.13,0.0,0.0,0.0,0.00653791395419609,0.02027416174027342,保本平仓,4,2020
做多,2020-03-02 12:00:00+00:00,2020-03-03 04:00:00+00:00,8779.88,8762.24,0.002009139077071602,0.22015069111238936,0.004114889616633823,0.023939084069826918,0.018691240967002584,KAMA跟踪,4,2020
做多,2020-03-05 00:00:00+00:00,2020-03-06 12:00:00+00:00,8853.88,8853.88,0.0,1.1796411175315704,0.018588269769517274,0.036805332803245674,0.015757563459990024,KAMA跟踪,9,2020
做空,2020-03-07 16:00:00+00:00,2020-03-09 04:00:00+00:00,9016.0,9016.0,0.0,9.252248893525522,0.12000000000000001,0.14897404614019516,0.012969819703399117,固定止盈,9,2020
做多,2020-03-10 08:00:00+00:00,2020-03-10 12:00:00+00:00,7996.28,7996.28,0.0,-0.9999999999999996,-0.021406703232370296,0.02001305607107313,0.021406703232370306,atr止损,1,2020
做空,2020-03-12 20:00:00+00:00,2020-03-13 00:00:00+00:00,5199.17,5199.17,0.0,-0.9999999999999989,-0.06103288134015157,0.3033868867530779,0.06103288134015163,atr止损,1,2020
做空,2020-03-16 04:00:00+00:00,2020-03-16 08:00:00+00:00,5169.6,5173.15,0.0006867069018878196,1.4893099677134947,0.12000000000000005,0.14682156906333663,0.08057422739487433,固定止盈,1,2020
做多,2020-03-20 08:00:00+00:00,2020-03-20 20:00:00+00:00,6400.0,6400.0,0.0,-0.9999999999999994,-0.05188356751650829,0.048456249999999985,0.05188356751650832,atr止损,3,2020
做空,2020-03-22 20:00:00+00:00,2020-03-23 12:00:00+00:00,5855.68,6073.02,0.037116099240395675,0.0,0.0,0.06636236995761588,0.05277837585272638,保本平仓,4,2020
做多,2020-03-24 08:00:00+00:00,2020-03-25 00:00:00+00:00,6689.51,6619.9,0.010405844374251714,0.0,0.0,0.02580854695690273,0.047328907070409015,保本平仓,4,2020
做多,2020-03-27 00:00:00+00:00,2020-03-27 16:00:00+00:00,6777.5,6777.5,0.0,0.0,0.0,0.006748801180376213,0.03665402792535048,保本平仓,4,2020
做空,2020-03-29 16:00:00+00:00,2020-03-30 04:00:00+00:00,6004.0,6004.0,0.0,-1.0000000000000002,-0.03268781402513183,0.025649566955363093,0.03268781402513182,atr止损,3,2020
做多,2020-03-30 08:00:00+00:00,2020-04-01 00:00:00+00:00,6330.0,6206.89,0.01944865718799363,0.7458539616820563,0.024302368724935346,0.06432529012113945,0.03258328033832311,KAMA跟踪,10,2020
做空,2020-04-01 12:00:00+00:00,2020-04-01 20:00:00+00:00,6240.0,6320.0,0.01282051282051282,-1.0000000000000022,-0.026967215133444532,0.028481012658227847,0.026967215133444473,atr止损,2,2020
做多,2020-04-02 12:00:00+00:00,2020-04-03 04:00:00+00:00,6750.0,6750.0,0.0,0.0,0.0,0.08,0.02636077616680273,保本平仓,4,2020
做多,2020-04-06 04:00:00+00:00,2020-04-07 12:00:00+00:00,6887.2,6839.59,0.006912823789057916,2.832771824830586,0.06944714692463538,0.0902700308059401,0.024515616229975976,KAMA跟踪,8,2020
做空,2020-04-09 08:00:00+00:00,2020-04-10 00:00:00+00:00,7192.0,7192.0,0.0,0.0,0.0,0.01196051167964411,0.021892820886501137,保本平仓,4,2020
做空,2020-04-10 04:00:00+00:00,2020-04-12 12:00:00+00:00,7105.98,7105.98,0.0,1.0038519754083075,0.02186339185105669,0.051362373662745965,0.02177949776127497,KAMA跟踪,14,2020
做多,2020-04-12 16:00:00+00:00,2020-04-13 00:00:00+00:00,7028.0,6908.0,0.01707455890722823,-0.9999999999999979,-0.019694533187498604,0.034924724956572124,0.019694533187498645,atr止损,2,2020
做空,2020-04-15 12:00:00+00:00,2020-04-16 04:00:00+00:00,6736.84,6793.09,0.008349611984253744,0.0,0.0,0.048249029528535645,0.020071865937570325,保本平仓,4,2020
做多,2020-04-16 08:00:00+00:00,2020-04-19 12:00:00+00:00,6984.7,6878.02,0.015273383251964921,1.2810759481302512,0.02761642664209423,0.05989805205567875,0.021557212655815453,KAMA跟踪,19,2020
做空,2020-04-20 08:00:00+00:00,2020-04-22 04:00:00+00:00,7055.0,7055.0,0.0,0.9537318664050327,0.015968347443275153,0.045223245924876,0.016743015522240803,KAMA跟踪,11,2020
做多,2020-04-22 12:00:00+00:00,2020-04-23 04:00:00+00:00,6970.0,6940.0,0.00430416068866571,0.711741471032159,0.012436514397003329,0.03429394812680115,0.01747335922265151,KAMA跟踪,4,2020
做多,2020-04-23 12:00:00+00:00,2020-04-24 12:00:00+00:00,7178.0,7178.0,0.0,2.071908521011983,0.03381748065688744,0.061437726386179996,0.016321898536509685,KAMA跟踪,6,2020
做多,2020-04-27 00:00:00+00:00,2020-04-27 16:00:00+00:00,7709.57,7709.57,0.0,0.0,0.0,0.004733078498541513,0.016489703645991192,保本平仓,4,2020
做多,2020-04-29 00:00:00+00:00,2020-04-30 08:00:00+00:00,7780.0,7780.0,0.0,10.812754834817165,0.15114598915667013,0.21847943444730084,0.013978490353816098,KAMA跟踪,8,2020
做多,2020-05-06 08:00:00+00:00,2020-05-07 00:00:00+00:00,9078.51,9078.51,0.0,0.0,0.0,0.03596294986732402,0.02086290845321927,保本平仓,4,2020
做多,2020-05-07 12:00:00+00:00,2020-05-09 00:00:00+00:00,9405.0,9405.0,0.0,1.7561131671565284,0.03755485434941129,0.07177033492822966,0.02138521312394664,KAMA跟踪,9,2020
做空,2020-05-09 04:00:00+00:00,2020-05-09 20:00:00+00:00,9726.0,9726.0,0.0,0.0,0.0,0.020334155870861653,0.022501092756148384,保本平仓,4,2020
做空,2020-05-10 00:00:00+00:00,2020-05-10 16:00:00+00:00,9528.23,9528.23,0.0,5.346367103948316,0.12000000000000001,0.13415188340331832,0.022445147829706545,固定止盈,4,2020
做多,2020-05-11 08:00:00+00:00,2020-05-11 16:00:00+00:00,8900.2,8900.2,0.0,-1.0000000000000004,-0.031379009038273155,0.029639783375654396,0.03137900903827314,atr止损,2,2020
做多,2020-05-13 08:00:00+00:00,2020-05-15 00:00:00+00:00,8981.0,8981.0,0.0,2.3788324909429726,0.07291470882826262,0.10789444382585459,0.03065146835932072,KAMA跟踪,10,2020
做多,2020-05-17 12:00:00+00:00,2020-05-18 08:00:00+00:00,9572.38,9529.53,0.004476420702061405,0.5790334072308689,0.014557222248763331,0.04503265113809384,0.025140556774402408,KAMA跟踪,5,2020
做空,2020-05-20 12:00:00+00:00,2020-05-22 12:00:00+00:00,9555.0,9555.0,0.0,1.7077968361457707,0.03749736615536467,0.07773940345368908,0.021956573148355477,KAMA跟踪,12,2020
做空,2020-05-24 12:00:00+00:00,2020-05-25 16:00:00+00:00,9076.9,9076.9,0.0,0.7721041951785304,0.015006556271738115,0.04996419482422418,0.019435921168992242,KAMA跟踪,7,2020
做空,2020-05-26 12:00:00+00:00,2020-05-27 04:00:00+00:00,8724.34,8724.34,0.0,0.0,0.0,0.0035716168787552818,0.020277276699369767,保本平仓,4,2020
做多,2020-05-27 08:00:00+00:00,2020-05-29 08:00:00+00:00,9011.82,9011.82,0.0,2.4826401810737404,0.04442558795437408,0.06767001560173194,0.017894493246766046,KAMA跟踪,12,2020
做多,2020-05-30 20:00:00+00:00,2020-05-31 12:00:00+00:00,9596.0,9596.0,0.0,0.0,0.0,0.0106294289287203,0.015062936979800049,保本平仓,4,2020
做多,2020-06-01 20:00:00+00:00,2020-06-02 12:00:00+00:00,9615.0,9615.0,0.0,1.3254586498471859,0.018904095656619154,0.06732189287571495,0.014262305096276398,KAMA跟踪,4,2020
做多,2020-06-03 20:00:00+00:00,2020-06-04 12:00:00+00:00,9644.0,9548.97,0.00985379510576531,0.7806430137529338,0.014991177710181266,0.031524866032671656,0.019203627581461755,KAMA跟踪,4,2020
做空,2020-06-07 08:00:00+00:00,2020-06-07 16:00:00+00:00,9579.0,9579.0,0.0,-1.000000000000001,-0.01439464697662716,0.021505376344086023,0.014394646976627146,atr止损,2,2020
做多,2020-06-10 16:00:00+00:00,2020-06-11 08:00:00+00:00,9832.52,9832.52,0.0,0.0,0.0,0.013992343773518887,0.012499755942701774,保本平仓,4,2020
做空,2020-06-11 12:00:00+00:00,2020-06-13 16:00:00+00:00,9681.21,9681.21,0.0,1.44819695463503,0.019284650991386564,0.06467579982254279,0.01331631787352199,KAMA跟踪,13,2020
做多,2020-06-16 00:00:00+00:00,2020-06-17 12:00:00+00:00,9490.83,9368.32,0.012908249331196556,0.2565509929450327,0.003934648866505982,0.02344924169968578,0.015336712679763435,KAMA跟踪,9,2020
做空,2020-06-17 16:00:00+00:00,2020-06-18 08:00:00+00:00,9355.0,9416.0,0.006520577231427045,0.18065848240776103,0.0026024406118767074,0.019644222599830008,0.014405305398297241,KAMA跟踪,4,2020
做多,2020-06-22 08:00:00+00:00,2020-06-23 20:00:00+00:00,9450.0,9386.79,0.006688888888888796,2.0914687791203788,0.022995576587226303,0.04348770985608489,0.010994941362164482,KAMA跟踪,9,2020
做空,2020-06-24 04:00:00+00:00,2020-06-25 08:00:00+00:00,9585.0,9585.0,0.0,2.661691342347711,0.027036589098740176,0.0605112154407929,0.010157672555260634,KAMA跟踪,7,2020
做空,2020-06-27 16:00:00+00:00,2020-06-28 12:00:00+00:00,9087.42,9087.42,0.0,0.0,0.0,0.021831278844820577,0.01276072517557746,保本平仓,5,2020
做多,2020-06-29 20:00:00+00:00,2020-06-30 12:00:00+00:00,9181.0,9146.0,0.0038122208909704826,0.0,0.0,0.006450907500546687,0.012295260153425568,保本平仓,4,2020
做多,2020-07-01 12:00:00+00:00,2020-07-02 04:00:00+00:00,9200.0,9188.0,0.0013043478260869566,0.0,0.0,0.011427949499346975,0.01024660598215431,保本平仓,4,2020
做空,2020-07-02 12:00:00+00:00,2020-07-04 16:00:00+00:00,9137.19,9137.19,0.0,0.32978360937533563,0.003148822106857321,0.022018804468332223,0.009548146170216609,KAMA跟踪,13,2020
做空,2020-07-05 08:00:00+00:00,2020-07-06 00:00:00+00:00,9040.0,9042.84,0.00031415929203541435,0.0,0.0,0.015795922519916326,0.008461508023225098,保本平仓,4,2020
做多,2020-07-06 04:00:00+00:00,2020-07-07 08:00:00+00:00,9131.42,9131.42,0.0,1.180983632872617,0.010356803449490736,0.027222491135004186,0.008769641814847942,KAMA跟踪,7,2020
做多,2020-07-08 12:00:00+00:00,2020-07-09 12:00:00+00:00,9320.0,9295.55,0.002623390557939992,0.367118937443329,0.0031607866879544907,0.01833673101645419,0.008609707551363817,KAMA跟踪,6,2020
做空,2020-07-10 04:00:00+00:00,2020-07-10 12:00:00+00:00,9164.33,9164.33,0.0,-1.000000000000003,-0.00904558377775555,0.001345433872416197,0.009045583777755523,atr止损,2,2020
做多,2020-07-10 20:00:00+00:00,2020-07-11 12:00:00+00:00,9255.25,9255.25,0.0,0.0,0.0,0.005023095000135035,0.008759497303628206,保本平仓,4,2020
做空,2020-07-14 04:00:00+00:00,2020-07-14 20:00:00+00:00,9200.0,9237.32,0.004056521739130403,0.0,0.0,0.013133679465472638,0.007932658041866361,保本平仓,4,2020
做空,2020-07-15 16:00:00+00:00,2020-07-17 12:00:00+00:00,9190.0,9211.0,0.0022850924918389553,0.8064715875844201,0.005920262623385408,0.018128324829008745,0.007340943828062244,KAMA跟踪,11,2020
做多,2020-07-19 20:00:00+00:00,2020-07-20 08:00:00+00:00,9182.45,9182.45,0.0,-0.9999999999999986,-0.005574831922312228,0.004198225963658857,0.005574831922312236,atr止损,3,2020
做多,2020-07-21 04:00:00+00:00,2020-07-22 04:00:00+00:00,9203.83,9194.98,0.0009615562217033957,2.0579362113159565,0.011192529010409055,0.026603646772478114,0.005438715227840781,KAMA跟踪,6,2020
做多,2020-07-22 20:00:00+00:00,2020-07-24 04:00:00+00:00,9389.94,9389.94,0.0,1.855829196726298,0.011775979561127477,0.030711591341371636,0.006345400526029241,KAMA跟踪,8,2020
做多,2020-07-25 16:00:00+00:00,2020-07-28 08:00:00+00:00,9650.0,9650.0,0.0,13.250998208887331,0.10204075639928367,0.1904663212435233,0.007700609025125806,KAMA跟踪,16,2020
做多,2020-07-31 08:00:00+00:00,2020-08-02 04:00:00+00:00,11195.52,11195.52,0.0,2.6903433719866414,0.050442290193414084,0.08563514691590918,0.018749387427139375,KAMA跟踪,11,2020
做多,2020-08-03 12:00:00+00:00,2020-08-04 04:00:00+00:00,11297.98,11297.98,0.0,0.911447279575213,0.022165998784673163,0.01637637878629635,0.024319562174790622,KAMA跟踪,4,2020
做空,2020-08-04 08:00:00+00:00,2020-08-05 00:00:00+00:00,11133.73,11133.73,0.0,0.0,0.0,0.00976581972079434,0.022992273397207236,保本平仓,4,2020
做多,2020-08-05 08:00:00+00:00,2020-08-06 04:00:00+00:00,11337.35,11324.56,0.0011281295893661987,1.1607344140639482,0.02365334770187538,0.0431310355545823,0.020377915408797596,KAMA跟踪,5,2020
做多,2020-08-06 12:00:00+00:00,2020-08-07 04:00:00+00:00,11813.0,11813.0,0.0,0.0,0.0,0.009057817658511809,0.01839047989046974,保本平仓,4,2020
做多,2020-08-10 00:00:00+00:00,2020-08-10 08:00:00+00:00,11811.0,11811.0,0.0,-0.9999999999999979,-0.014967657601124928,0.0231809330285328,0.01496765760112496,atr止损,2,2020
