序号,信号时间,方向,入场线类型,成交价,ATR,ATR%,EMA70偏离度%,突破K数,前3K方向涨幅%,量比,是否确认,是否加仓,加仓价,出场时间,出场价,持仓K数,底仓R值,加仓R值,R值,基础档位,是否降档,实际档位,底仓加权R,加仓加权R,加权R值,出场原因,年份
475,2021-06-08 00:00,做空,基准值,35877.16,991.15,2.75,-21.46,3,0.99,1.13,弱突破,,,2021-06-08 00:00,35641.0,0,0.238,,0.238,1.0x,,1.0x,0.238,,0.238,弱突破平仓,2021
476,2021-06-05 16:00,做空,基准值,36474.37,1094.65,2.913,-19.26,4,-2.1,1.75,确认,,,2021-06-07 08:00,36474.37,10,0.0,,0.0,1.0x,,1.0x,0.0,,0.0,KAMA跟踪止损,2021
477,2021-06-04 08:00,做空,基准值,38363.38,1115.19,2.842,-16.79,4,-1.17,1.57,弱突破,,,2021-06-04 08:00,37944.78,0,0.375,,0.375,1.0x,,1.0x,0.375,,0.375,弱突破平仓,2021
478,2021-06-03 12:00,做多,基准值,38190.67,1185.6,3.151,-20.22,36,-1.08,1.23,弱突破,,,2021-06-03 12:00,38634.07,0,0.374,,0.374,1.0x,,1.0x,0.374,,0.374,弱突破平仓,2021
479,2021-05-31 16:00,做多,基准值,36323.21,1565.43,4.368,-25.32,12,-0.72,1.18,弱突破,,,2021-05-31 16:00,36802.57,0,0.306,,0.306,1.0x,,1.0x,0.306,,0.306,弱突破平仓,2021
480,2021-05-31 08:00,做空,基准值,35155.75,1545.15,4.334,-26.19,5,1.97,0.99,弱突破,,,2021-05-31 08:00,34507.97,0,0.419,,0.419,1.0x,,1.0x,0.419,,0.419,弱突破平仓,2021
481,2021-05-27 16:00,做多,基准值,39422.0,1935.51,5.058,-22.64,4,-0.55,1.03,弱突破,,,2021-05-27 16:00,39722.39,0,0.155,,0.155,1.0x,,1.0x,0.155,,0.155,弱突破平仓,2021
482,2021-05-16 12:00,做多,基准值,49014.22,1677.59,3.464,-9.33,3,-1.19,0.68,弱突破,,,2021-05-16 12:00,49386.62,0,0.222,,0.222,1.0x,,1.0x,0.222,,0.222,弱突破平仓,2021
483,2021-05-15 04:00,做空,基准值,49942.65,1710.13,3.407,-6.73,3,-0.28,0.77,弱突破,,,2021-05-15 04:00,49863.16,0,0.046,,0.046,1.0x,,1.0x,0.046,,0.046,弱突破平仓,2021
484,2021-05-07 20:00,做多,基准值,57158.75,1364.54,2.415,5.07,4,0.12,1.1,弱突破,,,2021-05-07 20:00,57544.42,0,0.283,,0.283,1.0x,,1.0x,0.283,,0.283,弱突破平仓,2021
485,2021-05-03 08:00,做多,基准值,57333.02,1139.77,2.013,6.08,7,-0.9,1.24,确认,,,2021-05-04 00:00,57333.02,4,0.0,,0.0,1.0x,,1.0x,0.0,,0.0,KAMA跟踪止损,2021
486,2021-04-30 12:00,做多,基准值,53858.11,1307.85,2.436,0.99,3,-0.13,0.87,弱突破,,,2021-04-30 12:00,54354.0,0,0.379,,0.379,1.0x,,1.0x,0.379,,0.379,弱突破平仓,2021
487,2021-04-26 08:00,做多,基准值,50540.86,1588.45,3.238,-7.21,18,-1.04,1.49,确认,是,53595.2,2021-04-28 12:00,54342.7,13,2.393,0.161,2.554,1.0x,,1.0x,2.393,0.161,2.554,KAMA跟踪止损,2021
488,2021-04-26 04:00,做空,基准值,49213.73,1534.41,3.109,-6.63,7,0.65,1.65,弱突破,,,2021-04-26 04:00,49055.84,0,0.103,,0.103,1.0x,,1.0x,0.103,,0.103,弱突破平仓,2021
489,2021-04-25 00:00,做多,基准值,50644.62,1757.9,3.5,-5.18,3,0.15,0.59,弱突破,,,2021-04-25 00:00,50704.47,0,0.034,,0.034,1.0x,,1.0x,0.034,,0.034,弱突破平仓,2021
490,2021-04-24 00:00,做多,基准值,50586.55,1899.8,3.812,-6.06,3,-0.97,0.81,弱突破,,,2021-04-24 00:00,50880.86,0,0.155,,0.155,1.0x,,1.0x,0.155,,0.155,弱突破平仓,2021
491,2021-04-16 12:00,做空,基准值,62418.03,1109.0,1.76,19.66,8,-0.37,1.69,确认,,,2021-04-17 08:00,62418.03,5,0.0,,0.0,1.5x,,1.5x,0.0,,0.0,KAMA跟踪止损,2021
492,2021-04-10 08:00,做多,基准值,58808.29,932.14,1.603,14.77,23,-0.7,0.96,弱突破,,,2021-04-10 08:00,59269.8,0,0.495,,0.495,2.0x,,2.0x,0.99,,0.99,弱突破平仓,2021
493,2021-04-05 20:00,做多,基准值,58414.96,965.75,1.671,15.97,10,-0.73,1.71,确认,,,2021-04-06 12:00,58414.96,4,0.0,,0.0,2.0x,,2.0x,0.0,,0.0,KAMA跟踪止损,2021
494,2021-04-02 08:00,做多,基准值,59317.81,1125.11,1.914,20.49,85,0.27,1.34,确认,,,2021-04-03 00:00,59317.81,4,0.0,,0.0,2.0x,,2.0x,0.0,,0.0,KAMA跟踪止损,2021
495,2021-03-28 00:00,做多,基准值,55357.72,1302.05,2.368,16.03,17,0.4,0.94,弱突破,,,2021-03-28 00:00,55778.55,0,0.323,,0.323,1.0x,,1.0x,0.323,,0.323,弱突破平仓,2021
496,2021-03-25 20:00,做空,基准值,51519.3,1399.14,2.681,11.26,100,0.22,2.51,弱突破,,,2021-03-25 20:00,51005.17,0,0.367,,0.367,1.0x,,1.0x,0.367,,0.367,弱突破平仓,2021
497,2021-03-21 04:00,做空,基准值,58471.07,1362.35,2.296,29.4,3,-1.46,0.82,弱突破,,,2021-03-21 04:00,58157.66,0,0.23,,0.23,1.0x,,1.0x,0.23,,0.23,弱突破平仓,2021
498,2021-03-18 00:00,做多,基准值,56353.48,1564.47,2.847,22.77,13,-1.09,1.36,确认,是,58939.91,2021-03-19 00:00,57341.02,6,0.631,-0.385,0.246,1.0x,,1.0x,0.631,-0.385,0.246,KAMA跟踪止损,2021
499,2021-03-13 16:00,做多,基准值,57566.51,1380.41,2.405,32.85,2676,0.67,1.78,确认,是,59724.63,2021-03-15 00:00,59430.41,8,1.35,-0.083,1.267,1.0x,,1.0x,1.35,-0.083,1.267,KAMA跟踪止损,2021
500,2021-03-10 20:00,做多,基准值,55861.91,1373.82,2.502,31.37,97,-0.02,1.5,弱突破,,,2021-03-10 20:00,56389.75,0,0.384,,0.384,1.0x,,1.0x,0.384,,0.384,弱突破平仓,2021
501,2021-02-26 04:00,做空,基准值,48619.54,2097.83,4.241,29.83,10,1.88,0.96,确认,是,44928.03,2021-03-01 16:00,47053.06,21,0.747,-0.367,0.38,1.0x,,1.0x,0.747,-0.367,0.38,KAMA跟踪止损,2021
502,2021-02-22 08:00,做空,基准值,56718.44,1372.13,2.388,56.7,5,-0.12,1.56,确认,是,54596.54,2021-02-22 20:00,49912.23,3,4.96,1.341,6.301,1.0x,,1.0x,4.96,1.341,6.301,止盈,2021
503,2021-02-21 16:00,做多,基准值,57129.65,1368.99,2.438,53.09,3,-1.61,1.07,弱突破,,,2021-02-21 16:00,57403.34,0,0.2,,0.2,1.0x,,1.0x,0.2,,0.2,弱突破平仓,2021
504,2021-02-19 16:00,做多,基准值,52260.79,1207.88,2.331,46.01,2544,-0.01,0.96,弱突破,,,2021-02-19 16:00,52794.35,0,0.442,,0.442,1.0x,,1.0x,0.442,,0.442,弱突破平仓,2021
505,2021-02-06 08:00,做多,基准值,38354.03,1031.32,2.691,30.37,131,1.58,1.92,确认,是,40247.77,2021-02-07 04:00,39183.05,5,0.804,-0.364,0.44,1.0x,,1.0x,0.804,-0.364,0.44,KAMA跟踪止损,2021
506,2021-01-27 04:00,做多,基准值,32426.2,1241.7,3.855,16.83,4,1.8,0.82,弱突破,,,2021-01-27 04:00,32479.53,0,0.043,,0.043,1.0x,,1.0x,0.043,,0.043,弱突破平仓,2021
507,2021-01-25 08:00,做多,基准值,32963.91,1261.29,3.909,18.23,12,-1.83,0.87,确认,,,2021-01-26 04:00,33199.7,5,0.187,,0.187,1.0x,,1.0x,0.187,,0.187,KAMA跟踪止损,2021
508,2021-01-10 16:00,做空,基准值,39976.18,1577.49,3.844,74.32,6,-0.72,1.05,弱突破,,,2021-01-10 16:00,39207.16,0,0.487,,0.487,1.0x,,1.0x,0.487,,0.487,弱突破平仓,2021
509,2021-01-08 16:00,做多,基准值,40052.39,1572.2,4.035,72.23,2292,-0.38,1.27,确认,,,2021-01-09 08:00,40052.39,4,0.0,,0.0,1.0x,,1.0x,0.0,,0.0,KAMA跟踪止损,2021
510,2021-01-04 12:00,做空,基准值,32364.09,1040.43,3.1,61.47,6,0.01,1.08,弱突破,,,2021-01-04 12:00,32153.61,0,0.202,,0.202,1.0x,,1.0x,0.202,,0.202,弱突破平仓,2021
511,2020-12-25 04:00,做多,基准值,23488.63,580.79,2.493,31.25,7,0.55,0.63,弱突破,,,2020-12-25 04:00,23740.01,0,0.433,,0.433,1.0x,,1.0x,0.433,,0.433,弱突破平仓,2020
512,2020-12-23 16:00,做空,基准值,23294.0,576.76,2.446,34.12,4,-0.68,1.32,弱突破,,,2020-12-23 16:00,23085.0,0,0.362,,0.362,1.0x,,1.0x,0.362,,0.362,弱突破平仓,2020
513,2020-12-21 16:00,做空,基准值,23111.05,528.55,2.202,39.28,15,-0.15,2.76,确认,,,2020-12-22 16:00,23111.05,6,0.0,,0.0,1.0x,,1.0x,0.0,,0.0,KAMA跟踪止损,2020
514,2020-12-20 20:00,做多,基准值,23854.57,489.06,2.075,38.1,3,-1.16,0.62,弱突破,,,2020-12-20 20:00,23900.24,0,0.093,,0.093,1.0x,,1.0x,0.093,,0.093,弱突破平仓,2020
515,2020-12-19 20:00,做多,基准值,23240.97,463.51,2.023,35.67,10,-0.94,1.08,确认,,,2020-12-20 12:00,23240.97,4,0.0,,0.0,1.0x,,1.0x,0.0,,0.0,KAMA跟踪止损,2020
516,2020-12-16 16:00,做多,基准值,19545.19,270.68,1.394,19.05,89,-0.59,1.98,确认,是,20666.16,2020-12-18 04:00,22630.79,9,11.4,1.412,12.811,2.0x,,2.0x,22.799,2.823,25.623,KAMA跟踪止损,2020
517,2020-12-16 00:00,做多,基准值,19503.13,289.79,1.493,20.06,3,-0.4,0.83,弱突破,,,2020-12-16 00:00,19534.15,0,0.107,,0.107,2.0x,,2.0x,0.214,,0.214,弱突破平仓,2020
518,2020-12-10 16:00,做空,基准值,18205.33,336.88,1.837,16.52,3,-0.48,1.08,弱突破,,,2020-12-10 16:00,18195.17,0,0.03,,0.03,1.5x,,1.5x,0.045,,0.045,弱突破平仓,2020
519,2020-12-08 16:00,做空,基准值,18941.75,304.69,1.591,22.89,19,-0.93,2.43,确认,是,18320.69,2020-12-10 04:00,18516.51,9,1.396,-0.212,1.184,1.5x,,1.5x,2.094,-0.317,1.776,KAMA跟踪止损,2020
520,2020-12-07 04:00,做多,基准值,19254.99,346.83,1.812,24.3,14,-0.51,1.05,弱突破,,,2020-12-07 04:00,19371.79,0,0.337,,0.337,2.0x,,2.0x,0.674,,0.674,弱突破平仓,2020
521,2020-11-25 16:00,做多,基准值,19268.28,399.41,2.103,33.79,3,-1.01,0.87,弱突破,,,2020-11-25 16:00,19306.47,0,0.096,,0.096,1.0x,,1.0x,0.096,,0.096,弱突破平仓,2020
522,2020-11-20 12:00,做多,基准值,18135.03,382.69,2.13,33.09,9,-0.54,0.97,弱突破,,,2020-11-20 12:00,18212.31,0,0.202,,0.202,1.0x,,1.0x,0.202,,0.202,弱突破平仓,2020
523,2020-11-16 12:00,做多,基准值,16058.68,266.65,1.666,23.52,12,-0.11,1.15,确认,是,16778.0,2020-11-18 12:00,17453.98,12,5.233,0.686,5.918,2.0x,,2.0x,10.466,1.371,11.837,KAMA跟踪止损,2020
524,2020-11-16 00:00,做空,基准值,15882.15,276.62,1.726,24.7,4,-0.62,0.8,弱突破,,,2020-11-16 00:00,15856.41,0,0.093,,0.093,1.5x,,1.5x,0.14,,0.14,弱突破平仓,2020
525,2020-11-11 08:00,做多,基准值,15393.07,336.76,2.201,23.82,3,0.11,0.64,弱突破,,,2020-11-11 08:00,15401.68,0,0.026,,0.026,1.0x,,1.0x,0.026,,0.026,弱突破平仓,2020
526,2020-11-05 00:00,做多,基准值,13918.0,235.97,1.698,17.84,1904,0.01,1.96,确认,是,14303.49,2020-11-06 16:00,15317.43,10,5.931,1.632,7.562,2.0x,,2.0x,11.861,3.263,15.124,KAMA跟踪止损,2020
527,2020-11-03 20:00,做多,基准值,13631.89,217.36,1.607,15.32,6,-0.13,1.5,弱突破,,,2020-11-03 20:00,13701.32,0,0.319,,0.319,2.0x,,2.0x,0.639,,0.639,弱突破平仓,2020
528,2020-10-24 20:00,做多,基准值,13011.95,168.77,1.299,16.69,9,0.5,1.18,确认,是,13300.46,2020-10-25 12:00,13019.63,4,0.046,-0.614,-0.569,2.0x,,2.0x,0.091,-1.228,-1.137,KAMA跟踪止损,2020
529,2020-10-19 20:00,做多,基准值,11534.6,95.55,0.833,5.44,283,-0.24,4.72,确认,是,11684.6,2020-10-23 08:00,12885.59,21,14.139,4.891,19.03,2.0x,,2.0x,28.277,9.782,38.059,KAMA跟踪止损,2020
530,2020-10-16 00:00,做多,基准值,11419.82,114.87,1.008,5.43,6,0.16,1.53,确认,,,2020-10-16 12:00,11304.95,3,-1.0,,-1.0,2.0x,,2.0x,-2.0,,-2.0,前3K止损,2020
531,2020-10-15 16:00,做空,基准值,11337.84,112.2,0.985,5.42,3,-0.52,1.53,弱突破,,,2020-10-15 16:00,11313.42,0,0.218,,0.218,1.5x,,1.5x,0.326,,0.326,弱突破平仓,2020
532,2020-10-12 16:00,做空,基准值,11284.62,102.32,0.899,5.8,13,-0.36,1.71,弱突破,,,2020-10-12 16:00,11247.14,0,0.366,,0.366,1.5x,,1.5x,0.55,,0.55,弱突破平仓,2020
533,2020-10-08 20:00,做多,基准值,10664.77,80.83,0.763,-0.81,41,-0.59,4.18,确认,是,10873.32,2020-10-12 04:00,11296.03,20,7.81,1.461,9.271,2.0x,,2.0x,15.62,2.921,18.542,KAMA跟踪止损,2020
534,2020-10-08 12:00,做空,基准值,10600.49,80.31,0.755,-0.47,4,-0.11,1.04,弱突破,,,2020-10-08 12:00,10587.75,0,0.159,,0.159,1.5x,,1.5x,0.238,,0.238,弱突破平仓,2020
535,2020-10-05 00:00,做多,基准值,10630.5,91.87,0.868,-0.86,17,0.42,0.81,弱突破,,,2020-10-05 00:00,10667.36,0,0.401,,0.401,2.0x,,2.0x,0.802,,0.802,弱突破平仓,2020
536,2020-10-01 20:00,做空,基准值,10772.99,102.31,0.939,1.98,3,-1.16,1.6,确认,是,10611.81,2020-10-04 12:00,10607.63,16,1.616,0.016,1.632,1.5x,,1.5x,2.424,0.024,2.448,KAMA跟踪止损,2020
537,2020-09-30 04:00,做多,基准值,10791.87,109.1,1.016,0.47,5,0.14,0.97,弱突破,,,2020-09-30 04:00,10836.99,0,0.414,,0.414,2.0x,,2.0x,0.827,,0.827,弱突破平仓,2020
538,2020-09-24 00:00,做空,基准值,10380.0,120.54,1.154,-2.15,57,0.23,1.43,确认,,,2020-09-24 16:00,10380.0,4,0.0,,0.0,1.5x,,1.5x,0.0,,0.0,KAMA跟踪止损,2020
539,2020-09-23 12:00,做空,基准值,10445.97,124.95,1.193,-1.92,4,-0.21,0.98,弱突破,,,2020-09-23 12:00,10423.49,0,0.18,,0.18,1.5x,,1.5x,0.27,,0.27,弱突破平仓,2020
540,2020-09-21 16:00,做空,基准值,10813.56,116.18,1.066,1.9,35,-0.31,4.48,确认,是,10416.08,2020-09-23 04:00,10560.5,9,2.178,-0.281,1.897,1.5x,,1.5x,3.267,-0.422,2.845,KAMA跟踪止损,2020
541,2020-09-20 20:00,做空,基准值,10896.48,116.07,1.06,2.28,10,1.16,1.61,确认,,,2020-09-21 08:00,10955.17,3,-0.506,,-0.506,1.5x,,1.5x,-0.759,,-0.759,3K收盘认赔,2020
542,2020-09-08 16:00,做空,基准值,10092.61,212.32,2.067,-4.07,4,-1.19,1.58,确认,,,2020-09-09 04:00,10128.54,3,-0.169,,-0.169,1.0x,,1.0x,-0.169,,-0.169,3K收盘认赔,2020
543,2020-09-01 12:00,做多,基准值,11756.79,112.6,0.963,8.57,78,-0.44,2.56,确认,是,12049.12,2020-09-02 12:00,11756.79,6,0.0,-0.722,-0.722,2.0x,,2.0x,0.0,-1.444,-1.444,KAMA跟踪止损,2020
544,2020-08-29 16:00,做空,基准值,11460.12,125.94,1.09,8.18,4,-0.49,0.77,弱突破,,,2020-08-29 16:00,11451.16,0,0.071,,0.071,1.5x,,1.5x,0.107,,0.107,弱突破平仓,2020
545,2020-08-29 12:00,做多,基准值,11540.81,127.43,1.108,7.65,9,-0.26,0.49,弱突破,,,2020-08-29 12:00,11558.98,0,0.143,,0.143,2.0x,,2.0x,0.285,,0.285,弱突破平仓,2020
546,2020-08-20 20:00,做多,基准值,11832.21,176.92,1.497,13.23,5,0.51,0.56,弱突破,,,2020-08-20 20:00,11860.77,0,0.161,,0.161,2.0x,,2.0x,0.323,,0.323,弱突破平仓,2020
547,2020-08-17 20:00,做多,基准值,11941.8,155.7,1.306,15.57,1429,-0.01,5.18,确认,是,12349.6,2020-08-18 20:00,12016.53,6,0.48,-0.591,-0.111,2.0x,,2.0x,0.96,-1.182,-0.222,KAMA跟踪止损,2020
548,2020-08-14 04:00,做多,基准值,11626.7,187.36,1.627,13.84,15,-0.05,1.42,确认,,,2020-08-15 20:00,11735.18,10,0.579,,0.579,2.0x,,2.0x,1.158,,1.158,KAMA跟踪止损,2020
549,2020-08-06 20:00,做多,基准值,11807.18,204.85,1.751,19.78,25,-0.43,1.68,弱突破,,,2020-08-06 20:00,11847.15,0,0.195,,0.195,2.0x,,2.0x,0.39,,0.39,弱突破平仓,2020
550,2020-08-04 16:00,做空,基准值,11151.1,239.76,2.122,17.06,7,0.97,0.83,弱突破,,,2020-08-04 16:00,11129.78,0,0.089,,0.089,1.0x,,1.0x,0.089,,0.089,弱突破平仓,2020
551,2020-07-31 16:00,做多,基准值,11184.35,191.18,1.716,17.89,8,0.08,0.74,弱突破,,,2020-07-31 16:00,11224.31,0,0.209,,0.209,2.0x,,2.0x,0.418,,0.418,弱突破平仓,2020
552,2020-07-31 00:00,做多,基准值,11058.69,199.81,1.813,17.32,3,0.21,0.47,弱突破,,,2020-07-31 00:00,11131.23,0,0.363,,0.363,2.0x,,2.0x,0.726,,0.726,弱突破平仓,2020
553,2020-07-30 08:00,做空,基准值,11008.96,208.26,1.874,18.92,3,-0.03,0.47,弱突破,,,2020-07-30 08:00,10998.52,0,0.05,,0.05,1.5x,,1.5x,0.075,,0.075,弱突破平仓,2020
554,2020-07-26 00:00,做多,基准值,9623.42,68.98,0.719,4.59,191,0.14,2.02,确认,是,9968.41,2020-07-28 16:00,10637.65,16,14.703,1.94,16.643,2.0x,,2.0x,29.405,3.88,33.285,KAMA跟踪止损,2020
555,2020-07-25 00:00,做多,基准值,9569.46,68.32,0.715,4.28,3,-0.12,0.95,弱突破,,,2020-07-25 00:00,9581.53,0,0.177,,0.177,2.0x,,2.0x,0.353,,0.353,弱突破平仓,2020
556,2020-07-23 00:00,做多,基准值,9366.45,55.39,0.593,2.23,3,-0.25,0.81,弱突破,,,2020-07-23 00:00,9373.65,0,0.13,,0.13,2.0x,,2.0x,0.26,,0.26,弱突破平仓,2020
557,2020-07-21 12:00,做多,基准值,9202.71,47.16,0.514,0.63,44,0.07,5.0,确认,是,9343.82,2020-07-22 12:00,9296.6,6,1.991,-0.251,1.74,2.0x,,2.0x,3.982,-0.502,3.481,KAMA跟踪止损,2020
558,2020-07-20 00:00,做多,基准值,9160.27,47.97,0.526,0.09,3,-0.37,0.88,弱突破,,,2020-07-20 00:00,9164.62,0,0.091,,0.091,2.0x,,2.0x,0.181,,0.181,弱突破平仓,2020
559,2020-07-16 12:00,做空,基准值,9164.42,62.01,0.674,1.06,10,0.05,1.9,确认,,,2020-07-17 20:00,9156.76,8,0.123,,0.123,1.5x,,1.5x,0.185,,0.185,KAMA跟踪止损,2020
560,2020-07-14 12:00,做空,基准值,9202.41,68.3,0.741,1.25,8,0.79,1.48,弱突破,,,2020-07-14 12:00,9182.53,0,0.291,,0.291,1.5x,,1.5x,0.437,,0.437,弱突破平仓,2020
561,2020-07-14 00:00,做空,基准值,9247.56,68.91,0.742,2.11,4,-0.21,1.93,弱突破,,,2020-07-14 00:00,9234.68,0,0.187,,0.187,1.5x,,1.5x,0.28,,0.28,弱突破平仓,2020
562,2020-07-12 20:00,做空,基准值,9232.79,66.35,0.718,1.65,3,-0.13,2.28,弱突破,,,2020-07-12 20:00,9216.38,0,0.247,,0.247,1.5x,,1.5x,0.371,,0.371,弱突破平仓,2020
563,2020-07-11 16:00,做空,基准值,9211.5,73.72,0.795,1.98,4,-0.37,0.97,弱突破,,,2020-07-11 16:00,9201.76,0,0.132,,0.132,1.5x,,1.5x,0.198,,0.198,弱突破平仓,2020
564,2020-07-10 20:00,做多,基准值,9237.28,78.54,0.857,0.87,3,-0.75,1.11,弱突破,,,2020-07-10 20:00,9245.39,0,0.103,,0.103,2.0x,,2.0x,0.207,,0.207,弱突破平仓,2020
565,2020-07-10 12:00,做空,基准值,9189.72,78.98,0.856,1.51,23,-0.13,1.54,弱突破,,,2020-07-10 12:00,9154.66,0,0.444,,0.444,1.5x,,1.5x,0.666,,0.666,弱突破平仓,2020
566,2020-07-08 20:00,做多,基准值,9322.0,75.5,0.811,2.59,83,0.57,2.76,确认,是,9435.3,2020-07-09 20:00,9323.36,6,0.018,-0.593,-0.575,2.0x,,2.0x,0.036,-1.186,-1.15,KAMA跟踪止损,2020
567,2020-07-08 08:00,做多,基准值,9289.38,77.25,0.835,2.12,5,-0.15,0.88,弱突破,,,2020-07-08 08:00,9310.73,0,0.276,,0.276,2.0x,,2.0x,0.553,,0.553,弱突破平仓,2020
568,2020-06-17 20:00,做空,基准值,9423.1,122.28,1.29,6.11,8,0.49,1.45,弱突破,,,2020-06-17 20:00,9398.35,0,0.202,,0.202,1.5x,,1.5x,0.304,,0.304,弱突破平仓,2020
569,2020-06-11 00:00,做多,基准值,9784.38,111.44,1.142,10.61,9,0.05,2.57,确认,,,2020-06-11 16:00,9793.18,4,0.079,,0.079,2.0x,,2.0x,0.158,,0.158,KAMA跟踪止损,2020
570,2020-06-08 00:00,做多,基准值,9714.85,129.82,1.366,8.77,13,-1.92,1.61,确认,,,2020-06-08 16:00,9714.85,4,0.0,,0.0,2.0x,,2.0x,0.0,,0.0,KAMA跟踪止损,2020
571,2020-06-04 20:00,做多,基准值,9687.02,156.16,1.622,11.29,11,-0.4,1.52,确认,,,2020-06-05 12:00,9749.11,4,0.398,,0.398,2.0x,,2.0x,0.795,,0.795,KAMA跟踪止损,2020
572,2020-06-03 16:00,做多,基准值,9552.74,174.63,1.837,10.34,4,-0.0,0.75,弱突破,,,2020-06-03 16:00,9612.6,0,0.343,,0.343,2.0x,,2.0x,0.686,,0.686,弱突破平仓,2020
573,2020-05-30 12:00,做多,基准值,9455.07,142.55,1.517,10.76,4,-0.15,1.28,确认,是,9696.05,2020-05-31 04:00,9455.07,4,0.0,-1.0,-1.0,2.0x,,2.0x,0.0,-2.0,-2.0,KAMA跟踪止损,2020
574,2020-05-26 20:00,做空,基准值,8825.93,164.29,1.852,6.04,6,0.33,1.51,确认,,,2020-05-27 08:00,8830.71,3,-0.029,,-0.029,1.5x,,1.5x,-0.044,,-0.044,3K收盘认赔,2020
575,2020-05-17 20:00,做多,基准值,9575.88,221.45,2.325,17.27,14,1.52,1.46,确认,,,2020-05-18 16:00,9671.55,5,0.432,,0.432,1.0x,,1.0x,0.432,,0.432,KAMA跟踪止损,2020
576,2020-05-17 08:00,做多,基准值,9526.99,234.77,2.502,16.16,4,-0.33,0.62,弱突破,,,2020-05-17 08:00,9546.16,0,0.082,,0.082,1.0x,,1.0x,0.082,,0.082,弱突破平仓,2020
577,2020-05-16 00:00,做空,基准值,9379.95,261.82,2.763,17.89,3,-0.01,0.84,弱突破,,,2020-05-16 00:00,9347.82,0,0.123,,0.123,1.0x,,1.0x,0.123,,0.123,弱突破平仓,2020
578,2020-05-12 16:00,做多,基准值,8800.2,289.75,3.348,9.4,3,-1.02,0.58,弱突破,,,2020-05-12 16:00,8800.97,0,0.003,,0.003,1.0x,,1.0x,0.003,,0.003,弱突破平仓,2020
579,2020-05-11 16:00,做多,基准值,8835.2,259.53,2.996,9.85,7,1.81,1.7,弱突破,,,2020-05-11 16:00,8918.7,0,0.322,,0.322,1.0x,,1.0x,0.322,,0.322,弱突破平仓,2020
580,2020-05-07 20:00,做多,基准值,9369.21,188.23,2.028,20.01,431,1.46,2.52,确认,是,9862.16,2020-05-09 08:00,9752.22,9,2.035,-0.161,1.873,1.0x,,1.0x,2.035,-0.161,1.873,KAMA跟踪止损,2020
581,2020-05-01 16:00,做多,基准值,8880.22,216.31,2.468,17.42,5,-0.87,0.8,确认,,,2020-05-02 00:00,8663.91,2,-1.0,,-1.0,1.0x,,1.0x,-1.0,,-1.0,前3K止损,2020
582,2020-04-23 20:00,做多,基准值,7180.15,109.95,1.542,-2.35,253,0.11,3.82,确认,是,7522.74,2020-04-24 20:00,7422.23,6,2.202,-0.222,1.98,2.0x,,2.0x,4.403,-0.444,3.959,KAMA跟踪止损,2020
583,2020-04-13 08:00,做空,基准值,6847.59,135.0,1.955,-6.82,50,-0.81,2.3,确认,,,2020-04-14 04:00,6847.59,5,0.0,,0.0,1.5x,,1.5x,0.0,,0.0,KAMA跟踪止损,2020
584,2020-04-01 20:00,做空,基准值,6252.42,158.63,2.52,-16.74,13,1.82,1.44,弱突破,,,2020-04-01 20:00,6229.99,0,0.141,,0.141,1.0x,,1.0x,0.141,,0.141,弱突破平仓,2020
585,2020-03-22 20:00,做空,基准值,6110.56,306.43,4.982,-22.4,4,0.58,1.15,弱突破,,,2020-03-22 20:00,6076.73,0,0.11,,0.11,1.0x,,1.0x,0.11,,0.11,弱突破平仓,2020
586,2020-03-15 16:00,做多,基准值,5420.11,395.58,7.504,-37.3,3,-2.05,0.4,弱突破,,,2020-03-15 16:00,5427.08,0,0.018,,0.018,1.0x,,1.0x,0.018,,0.018,弱突破平仓,2020
587,2020-03-15 04:00,做空,基准值,5184.29,424.94,7.896,-36.66,6,2.05,0.61,弱突破,,,2020-03-15 04:00,5179.19,0,0.012,,0.012,1.0x,,1.0x,0.012,,0.012,弱突破平仓,2020
588,2020-03-13 04:00,做空,基准值,5620.86,286.21,4.747,-30.54,483,18.37,3.5,确认,是,5161.81,2020-03-13 08:00,4946.35,1,2.357,0.289,2.646,1.0x,,1.0x,2.357,0.289,2.646,止盈,2020
589,2020-03-12 04:00,做多,基准值,7918.74,174.15,2.224,-10.96,3,-0.38,0.78,弱突破,,,2020-03-12 04:00,7933.9,0,0.087,,0.087,1.0x,,1.0x,0.087,,0.087,弱突破平仓,2020
590,2020-03-08 00:00,做空,基准值,9052.31,111.54,1.224,2.49,14,-0.26,3.03,确认,是,8748.82,2020-03-09 12:00,7966.04,9,9.739,1.886,11.625,1.5x,,1.5x,14.608,2.829,17.437,止盈,2020
591,2020-03-05 08:00,做多,基准值,8780.16,132.2,1.511,-1.5,8,0.36,1.48,确认,是,9101.41,2020-03-06 20:00,9009.62,9,1.736,-0.202,1.533,2.0x,,2.0x,3.471,-0.405,3.066,KAMA跟踪止损,2020
592,2020-02-28 16:00,做空,基准值,8682.58,170.26,1.95,-2.04,7,2.02,1.31,确认,,,2020-02-29 04:00,8693.32,3,-0.063,,-0.063,1.5x,,1.5x,-0.095,,-0.095,3K收盘认赔,2020
593,2020-02-25 00:00,做空,基准值,9669.39,142.87,1.472,8.87,13,0.57,2.35,弱突破,,,2020-02-25 00:00,9602.19,0,0.47,,0.47,1.5x,,1.5x,0.706,,0.706,弱突破平仓,2020
