序号,信号时间,方向,入场线类型,成交价,ATR,ATR%,EMA70偏离度%,突破K数,前3K方向涨幅%,量比,是否确认,是否加仓,加仓价,出场时间,出场价,持仓K数,底仓R值,加仓R值,R值,基础档位,是否降档,实际档位,底仓加权R,加仓加权R,加权R值,出场原因,年份
118,2025-05-15 12:00,做空,基准值,102552.77,1189.96,1.159,11.03,11,0.72,0.8,确认,,,2025-05-16 00:00,103742.73,3,-1.0,,-1.0,1.5x,,1.5x,-1.5,,-1.5,前3K止损,2025
119,2025-05-13 16:00,做多,基准值,103080.9,1303.64,1.27,11.72,4,0.78,0.83,弱突破,,,2025-05-13 16:00,103675.4,0,0.456,,0.456,2.0x,,2.0x,0.912,,0.912,弱突破平仓,2025
120,2025-05-06 16:00,做空,基准值,93823.9,871.38,0.924,5.49,3,-0.08,1.37,弱突破,,,2025-05-06 16:00,93770.4,0,0.061,,0.061,1.5x,,1.5x,0.092,,0.092,弱突破平仓,2025
121,2025-05-04 04:00,做空,基准值,95821.25,891.11,0.925,8.31,13,-0.02,0.4,弱突破,,,2025-05-04 04:00,95820.0,0,0.001,,0.001,1.5x,,1.5x,0.002,,0.002,弱突破平仓,2025
122,2025-04-30 20:00,做空,基准值,94081.4,978.94,1.029,7.78,3,-0.97,3.64,弱突破,,,2025-04-30 20:00,93961.61,0,0.122,,0.122,1.5x,,1.5x,0.184,,0.184,弱突破平仓,2025
123,2025-04-19 08:00,做多,基准值,84730.0,966.62,1.145,-2.49,5,-0.24,0.46,弱突破,,,2025-04-19 08:00,84845.4,0,0.119,,0.119,2.0x,,2.0x,0.239,,0.239,弱突破平仓,2025
124,2025-04-08 20:00,做空,基准值,78739.56,1716.78,2.148,-8.69,3,-1.01,1.59,弱突破,,,2025-04-08 20:00,78462.83,0,0.161,,0.161,1.0x,,1.0x,0.161,,0.161,弱突破平仓,2025
125,2025-04-03 20:00,做空,基准值,82155.77,1328.57,1.6,-6.34,17,-0.7,2.26,弱突破,,,2025-04-03 20:00,82009.81,0,0.11,,0.11,1.5x,,1.5x,0.165,,0.165,弱突破平仓,2025
126,2025-03-31 20:00,做多,基准值,82412.8,944.34,1.149,-7.81,6,-0.2,3.03,确认,,,2025-04-01 12:00,82919.13,4,0.536,,0.536,2.0x,,2.0x,1.072,,1.072,KAMA跟踪止损,2025
127,2025-03-26 20:00,做空,基准值,86991.89,971.98,1.106,-2.29,6,-0.63,2.42,弱突破,,,2025-03-26 20:00,86704.28,0,0.296,,0.296,1.5x,,1.5x,0.444,,0.444,弱突破平仓,2025
128,2025-03-19 08:00,做多,基准值,82779.5,1278.84,1.547,-9.18,3,0.14,0.72,弱突破,,,2025-03-19 08:00,83007.21,0,0.178,,0.178,2.0x,,2.0x,0.356,,0.356,弱突破平仓,2025
129,2025-03-11 12:00,做多,基准值,80214.9,2188.04,2.752,-14.3,3,-0.62,0.76,弱突破,,,2025-03-11 12:00,80395.91,0,0.083,,0.083,1.0x,,1.0x,0.083,,0.083,弱突破平仓,2025
130,2025-03-10 20:00,做空,基准值,80010.0,2007.11,2.403,-10.26,3,-3.5,3.18,弱突破,,,2025-03-10 20:00,80000.0,0,0.005,,0.005,1.0x,,1.0x,0.005,,0.005,弱突破平仓,2025
131,2025-03-05 16:00,做多,基准值,88914.4,2416.06,2.759,-7.23,9,-0.69,0.8,弱突破,,,2025-03-05 16:00,89779.29,0,0.358,,0.358,1.0x,,1.0x,0.358,,0.358,弱突破平仓,2025
132,2025-02-16 12:00,做空,基准值,97279.04,1013.0,1.039,0.91,6,0.09,0.32,弱突破,,,2025-02-16 12:00,97207.3,0,0.071,,0.071,1.5x,,1.5x,0.106,,0.106,弱突破平仓,2025
133,2025-02-11 20:00,做空,基准值,97378.09,1170.31,1.193,1.6,4,-0.73,2.41,弱突破,,,2025-02-11 20:00,96960.0,0,0.357,,0.357,1.5x,,1.5x,0.536,,0.536,弱突破平仓,2025
134,2025-02-08 04:00,做空,基准值,96572.6,1755.76,1.813,0.29,4,-0.14,0.92,弱突破,,,2025-02-08 04:00,96456.02,0,0.066,,0.066,1.5x,,1.5x,0.1,,0.1,弱突破平仓,2025
135,2025-02-03 20:00,做多,基准值,97745.1,1767.79,1.859,-1.51,4,-2.66,2.54,确认,是,101831.6,2025-02-05 04:00,97745.1,8,0.0,-0.698,-0.698,2.0x,,2.0x,0.0,-1.396,-1.396,KAMA跟踪止损,2025
136,2025-01-31 20:00,做多,基准值,104982.2,1468.99,1.403,8.79,3,0.02,1.45,弱突破,,,2025-01-31 20:00,105404.6,0,0.288,,0.288,2.0x,,2.0x,0.575,,0.575,弱突破平仓,2025
137,2025-01-31 08:00,做空,基准值,104612.85,1556.44,1.487,8.97,5,0.55,0.7,弱突破,,,2025-01-31 08:00,104294.23,0,0.205,,0.205,1.5x,,1.5x,0.307,,0.307,弱突破平仓,2025
138,2025-01-27 04:00,做空,基准值,104381.8,1471.2,1.4,10.32,17,-0.08,1.08,确认,是,101349.1,2025-01-27 20:00,101038.75,4,2.272,0.069,2.341,1.5x,,1.5x,3.408,0.103,3.512,KAMA跟踪止损,2025
139,2025-01-23 20:00,做多,基准值,103777.4,2042.4,2.004,7.91,5,-1.69,2.86,确认,,,2025-01-24 12:00,103777.4,4,0.0,,0.0,1.0x,,1.0x,0.0,,0.0,KAMA跟踪止损,2025
140,2025-01-20 04:00,做空,基准值,103474.2,1517.12,1.428,13.87,15,-1.02,3.65,确认,,,2025-01-20 12:00,104991.32,2,-1.0,,-1.0,1.5x,,1.5x,-1.5,,-1.5,前3K止损,2025
141,2025-01-17 00:00,做多,基准值,99863.3,1463.69,1.475,7.44,3,-0.18,1.08,弱突破,,,2025-01-17 00:00,100386.89,0,0.358,,0.358,2.0x,,2.0x,0.715,,0.715,弱突破平仓,2025
142,2025-01-12 20:00,做多,基准值,94661.9,1201.19,1.275,2.72,9,-0.37,0.73,弱突破,,,2025-01-12 20:00,95036.76,0,0.312,,0.312,2.0x,,2.0x,0.624,,0.624,弱突破平仓,2025
143,2025-01-03 20:00,做多,基准值,97320.9,1204.01,1.245,6.97,3,-0.26,1.42,弱突破,,,2025-01-03 20:00,97481.25,0,0.133,,0.133,2.0x,,2.0x,0.266,,0.266,弱突破平仓,2025
144,2024-12-29 20:00,做空,基准值,94777.68,1264.96,1.332,5.93,4,0.29,1.12,弱突破,,,2024-12-29 20:00,94468.78,0,0.244,,0.244,1.5x,,1.5x,0.366,,0.366,弱突破平仓,2024
145,2024-12-24 20:00,做多,基准值,94861.1,1817.73,1.926,6.35,17,-0.5,2.23,确认,是,98633.62,2024-12-26 12:00,97932.42,10,1.69,-0.125,1.564,2.0x,,2.0x,3.379,-0.251,3.128,KAMA跟踪止损,2024
146,2024-12-23 20:00,做空,基准值,93684.2,1847.0,1.926,8.41,17,-0.79,1.67,弱突破,,,2024-12-23 20:00,93217.6,0,0.253,,0.253,1.5x,,1.5x,0.379,,0.379,弱突破平仓,2024
147,2024-12-19 00:00,做空,基准值,103117.47,1506.56,1.443,19.66,16,0.31,1.64,弱突破,,,2024-12-19 00:00,102820.14,0,0.197,,0.197,1.5x,,1.5x,0.296,,0.296,弱突破平仓,2024
148,2024-12-09 08:00,做空,基准值,99414.2,1558.5,1.54,22.69,3,-1.45,1.13,弱突破,,,2024-12-09 08:00,99179.9,0,0.15,,0.15,1.5x,,1.5x,0.226,,0.226,弱突破平仓,2024
149,2024-12-03 16:00,做空,基准值,95171.5,1281.42,1.34,19.69,3,0.27,1.03,弱突破,,,2024-12-03 16:00,95047.45,0,0.097,,0.097,1.5x,,1.5x,0.145,,0.145,弱突破平仓,2024
150,2024-12-02 08:00,做空,基准值,96719.9,1131.1,1.163,23.21,3,-0.1,1.37,弱突破,,,2024-12-02 08:00,96549.9,0,0.15,,0.15,1.5x,,1.5x,0.225,,0.225,弱突破平仓,2024
151,2024-12-01 16:00,做多,基准值,97105.72,1209.77,1.253,22.26,6,-0.57,0.91,弱突破,,,2024-12-01 16:00,97163.7,0,0.048,,0.048,2.0x,,2.0x,0.096,,0.096,弱突破平仓,2024
152,2024-11-30 08:00,做空,基准值,96822.0,1464.61,1.502,25.2,3,-0.23,0.69,弱突破,,,2024-11-30 08:00,96706.3,0,0.079,,0.079,1.5x,,1.5x,0.118,,0.118,弱突破平仓,2024
153,2024-11-29 08:00,做多,基准值,96280.11,1494.62,1.562,23.76,6,0.19,0.57,弱突破,,,2024-11-29 08:00,96646.5,0,0.245,,0.245,2.0x,,2.0x,0.49,,0.49,弱突破平仓,2024
154,2024-11-25 20:00,做空,基准值,96932.1,1279.17,1.302,29.69,4,-0.33,3.78,确认,是,94735.5,2024-11-27 20:00,94079.41,12,2.23,0.189,2.419,1.5x,,1.5x,3.345,0.283,3.628,KAMA跟踪止损,2024
155,2024-11-16 20:00,做空,基准值,90900.1,1904.19,2.087,30.05,3,-0.18,0.61,弱突破,,,2024-11-16 20:00,90577.9,0,0.169,,0.169,1.0x,,1.0x,0.169,,0.169,弱突破平仓,2024
156,2024-11-15 16:00,做多,基准值,89494.09,2057.99,2.347,26.05,4,-2.01,0.56,弱突破,,,2024-11-15 16:00,89783.7,0,0.141,,0.141,1.0x,,1.0x,0.141,,0.141,弱突破平仓,2024
157,2024-11-13 20:00,做多,基准值,88593.31,1825.01,2.08,28.24,10723,-0.27,2.03,确认,是,91538.84,2024-11-14 20:00,88593.31,6,0.0,-1.0,-1.0,1.0x,,1.0x,0.0,-1.0,-1.0,KAMA跟踪止损,2024
158,2024-11-05 12:00,做多,基准值,68770.4,909.0,1.332,5.05,3,-0.58,0.82,弱突破,,,2024-11-05 12:00,68871.68,0,0.111,,0.111,2.0x,,2.0x,0.223,,0.223,弱突破平仓,2024
159,2024-11-03 08:00,做空,基准值,69026.82,841.9,1.214,7.35,33,0.34,1.38,确认,,,2024-11-04 04:00,69026.82,5,0.0,,0.0,1.5x,,1.5x,0.0,,0.0,KAMA跟踪止损,2024
160,2024-10-31 20:00,做空,基准值,72037.29,784.19,1.086,12.25,14,0.19,2.4,确认,是,70116.19,2024-11-01 20:00,70579.16,6,1.859,-0.171,1.688,1.5x,,1.5x,2.789,-0.257,2.532,KAMA跟踪止损,2024
161,2024-10-27 20:00,做多,基准值,67299.87,684.77,1.021,5.69,10,0.04,0.81,确认,是,68395.71,2024-10-30 16:00,72071.57,17,6.968,4.121,11.089,2.0x,,2.0x,13.937,8.242,22.179,KAMA跟踪止损,2024
162,2024-10-26 00:00,做空,基准值,67230.7,769.73,1.138,6.98,7,0.46,3.39,确认,,,2024-10-26 16:00,67230.7,4,0.0,,0.0,1.5x,,1.5x,0.0,,0.0,KAMA跟踪止损,2024
163,2024-10-24 20:00,做多,基准值,67607.0,729.21,1.084,6.53,9,0.94,1.52,弱突破,,,2024-10-24 20:00,67672.12,0,0.089,,0.089,2.0x,,2.0x,0.179,,0.179,弱突破平仓,2024
164,2024-10-21 16:00,做空,基准值,68442.24,644.54,0.941,9.15,4,-0.04,1.15,弱突破,,,2024-10-21 16:00,68250.8,0,0.297,,0.297,1.5x,,1.5x,0.446,,0.446,弱突破平仓,2024
165,2024-10-19 16:00,做空,基准值,68179.38,785.86,1.15,9.41,4,0.37,0.36,弱突破,,,2024-10-19 16:00,68074.9,0,0.133,,0.133,1.5x,,1.5x,0.199,,0.199,弱突破平仓,2024
166,2024-10-08 04:00,做空,基准值,62622.23,757.17,1.195,3.12,7,0.27,1.4,确认,,,2024-10-08 20:00,62622.23,4,0.0,,0.0,1.5x,,1.5x,0.0,,0.0,KAMA跟踪止损,2024
167,2024-10-01 20:00,做空,基准值,63000.0,651.53,1.023,3.83,50,-0.62,5.6,确认,是,61733.5,2024-10-03 00:00,62324.71,7,1.036,-0.308,0.728,1.5x,,1.5x,1.555,-0.462,1.092,KAMA跟踪止损,2024
168,2024-09-26 12:00,做多,基准值,63642.4,770.56,1.214,4.21,3,0.02,0.6,弱突破,,,2024-09-26 12:00,63823.5,0,0.235,,0.235,2.0x,,2.0x,0.47,,0.47,弱突破平仓,2024
169,2024-09-16 20:00,做空,基准值,58099.97,716.97,1.223,-2.56,17,0.79,2.36,弱突破,,,2024-09-16 20:00,57861.15,0,0.333,,0.333,1.5x,,1.5x,0.5,,0.5,弱突破平仓,2024
170,2024-08-15 20:00,做多,基准值,59018.2,1188.0,2.023,-5.96,5,0.11,1.66,确认,,,2024-08-16 00:00,57830.2,1,-1.0,,-1.0,1.0x,,1.0x,-1.0,,-1.0,前3K止损,2024
171,2024-08-06 20:00,做多,基准值,56254.6,1894.12,3.432,-12.91,8,2.25,1.24,弱突破,,,2024-08-06 20:00,56380.15,0,0.066,,0.066,1.0x,,1.0x,0.066,,0.066,弱突破平仓,2024
172,2024-08-02 20:00,做空,基准值,63650.69,1114.31,1.724,0.8,3,1.05,3.47,弱突破,,,2024-08-02 20:00,63406.52,0,0.219,,0.219,1.5x,,1.5x,0.329,,0.329,弱突破平仓,2024
173,2024-08-01 00:00,做空,基准值,65475.1,949.64,1.431,3.4,34,-0.47,1.74,弱突破,,,2024-08-01 00:00,65239.3,0,0.248,,0.248,1.5x,,1.5x,0.372,,0.372,弱突破平仓,2024
174,2024-07-23 12:00,做空,基准值,66795.44,923.8,1.37,6.11,8,-0.59,1.6,弱突破,,,2024-07-23 12:00,66548.4,0,0.267,,0.267,1.5x,,1.5x,0.401,,0.401,弱突破平仓,2024
175,2024-07-23 00:00,做多,基准值,67966.0,915.62,1.366,5.6,3,-1.19,0.96,弱突破,,,2024-07-23 00:00,68184.2,0,0.238,,0.238,2.0x,,2.0x,0.477,,0.477,弱突破平仓,2024
176,2024-07-18 20:00,做空,基准值,63877.79,986.92,1.525,2.72,11,-1.05,1.58,弱突破,,,2024-07-18 20:00,63509.57,0,0.373,,0.373,1.5x,,1.5x,0.56,,0.56,弱突破平仓,2024
177,2024-07-17 00:00,做多,基准值,64967.4,1069.24,1.649,2.98,154,0.17,1.32,弱突破,,,2024-07-17 00:00,65132.39,0,0.154,,0.154,2.0x,,2.0x,0.309,,0.309,弱突破平仓,2024
178,2024-07-15 04:00,做多,基准值,60376.41,843.37,1.408,-4.71,68,-0.24,1.46,弱突破,,,2024-07-15 04:00,60766.1,0,0.462,,0.462,2.0x,,2.0x,0.924,,0.924,弱突破平仓,2024
179,2024-07-12 20:00,做多,基准值,57554.0,994.11,1.738,-9.25,5,-0.21,1.39,确认,,,2024-07-13 12:00,57894.17,4,0.342,,0.342,2.0x,,2.0x,0.684,,0.684,KAMA跟踪止损,2024
180,2024-07-10 12:00,做多,基准值,58261.9,1071.89,1.843,-8.15,35,1.25,1.41,确认,,,2024-07-11 00:00,57375.22,3,-0.827,,-0.827,2.0x,是,1.5x,-1.241,,-1.241,3K收盘认赔,2024
181,2024-07-06 20:00,做多,基准值,56978.17,1052.35,1.856,-11.51,8,0.18,0.58,弱突破,,,2024-07-06 20:00,57289.27,0,0.296,,0.296,2.0x,,2.0x,0.591,,0.591,弱突破平仓,2024
182,2024-06-30 12:00,做多,基准值,61128.8,622.98,1.023,-6.26,9,-0.34,1.3,确认,是,62766.32,2024-07-01 16:00,62620.9,7,2.395,-0.115,2.28,2.0x,,2.0x,4.79,-0.231,4.559,KAMA跟踪止损,2024
183,2024-06-25 20:00,做多,基准值,61567.81,827.28,1.352,-6.62,6,1.52,2.29,弱突破,,,2024-06-25 20:00,61775.9,0,0.252,,0.252,2.0x,,2.0x,0.503,,0.503,弱突破平仓,2024
184,2024-06-23 08:00,做多,基准值,64379.04,613.82,0.955,-2.45,3,-0.0,0.36,弱突破,,,2024-06-23 08:00,64389.1,0,0.016,,0.016,2.0x,,2.0x,0.033,,0.033,弱突破平仓,2024
185,2024-06-18 00:00,做多,基准值,66547.23,656.67,1.005,-1.06,3,-1.29,3.24,弱突破,,,2024-06-18 00:00,66665.0,0,0.179,,0.179,2.0x,,2.0x,0.359,,0.359,弱突破平仓,2024
186,2024-06-14 20:00,做空,基准值,66492.06,842.9,1.258,1.54,4,-0.37,1.19,弱突破,,,2024-06-14 20:00,66387.58,0,0.124,,0.124,1.5x,,1.5x,0.186,,0.186,弱突破平仓,2024
187,2024-06-13 20:00,做空,基准值,66972.77,873.76,1.29,2.63,10,0.77,2.45,确认,,,2024-06-14 12:00,66972.77,4,0.0,,0.0,1.5x,,1.5x,0.0,,0.0,KAMA跟踪止损,2024
188,2024-06-11 08:00,做空,基准值,69257.1,561.2,0.807,5.59,46,-0.08,3.16,确认,是,67582.2,2024-06-12 16:00,68026.67,8,2.193,-0.199,1.994,1.5x,,1.5x,3.289,-0.298,2.991,KAMA跟踪止损,2024
189,2024-06-10 20:00,做多,基准值,69827.6,541.84,0.78,5.51,16,-0.23,1.68,弱突破,,,2024-06-10 20:00,70074.61,0,0.456,,0.456,2.0x,,2.0x,0.912,,0.912,弱突破平仓,2024
190,2024-06-04 20:00,做多,基准值,69406.17,745.73,1.081,5.95,46,0.21,3.67,确认,是,70580.0,2024-06-07 00:00,70806.32,13,1.878,0.118,1.995,2.0x,,2.0x,3.755,0.236,3.991,KAMA跟踪止损,2024
191,2024-05-27 20:00,做多,基准值,69323.21,775.53,1.133,6.53,28,-0.09,2.79,确认,,,2024-05-28 08:00,68547.67,3,-1.0,,-1.0,2.0x,,2.0x,-2.0,,-2.0,前3K止损,2024
192,2024-05-23 20:00,做空,基准值,69216.75,902.99,1.289,9.95,16,-1.18,2.66,确认,是,67224.77,2024-05-25 00:00,68711.7,7,0.559,-0.514,0.046,1.5x,,1.5x,0.839,-0.77,0.069,KAMA跟踪止损,2024
193,2024-05-23 16:00,做多,基准值,69991.46,922.46,1.322,9.54,3,0.19,0.57,弱突破,,,2024-05-23 16:00,70032.2,0,0.044,,0.044,2.0x,,2.0x,0.088,,0.088,弱突破平仓,2024
194,2024-05-22 20:00,做多,基准值,70402.56,931.68,1.335,9.75,5,-0.56,1.26,弱突破,,,2024-05-22 20:00,70485.7,0,0.089,,0.089,2.0x,,2.0x,0.178,,0.178,弱突破平仓,2024
195,2024-05-13 12:00,做多,基准值,61842.9,796.33,1.302,-2.15,15,-0.41,1.47,确认,是,63155.75,2024-05-14 08:00,62471.86,5,0.79,-0.324,0.466,2.0x,,2.0x,1.58,-0.648,0.931,KAMA跟踪止损,2024
196,2024-05-08 00:00,做空,基准值,63063.03,1052.03,1.651,1.73,3,-0.8,0.86,弱突破,,,2024-05-08 00:00,63038.59,0,0.023,,0.023,1.5x,,1.5x,0.035,,0.035,弱突破平仓,2024
197,2024-05-06 20:00,做空,基准值,63672.1,1065.34,1.66,2.45,3,-0.29,2.17,弱突破,,,2024-05-06 20:00,63610.13,0,0.058,,0.058,1.5x,,1.5x,0.087,,0.087,弱突破平仓,2024
198,2024-05-05 20:00,做多,基准值,64168.9,1102.94,1.728,1.94,6,-0.04,1.16,弱突破,,,2024-05-05 20:00,64401.3,0,0.211,,0.211,2.0x,,2.0x,0.421,,0.421,弱突破平仓,2024
199,2024-05-03 20:00,做多,基准值,59962.8,1167.36,1.97,-5.25,18,0.39,2.38,确认,是,62047.72,2024-05-05 08:00,63166.09,9,2.744,0.344,3.088,2.0x,,2.0x,5.488,0.688,6.176,KAMA跟踪止损,2024
200,2024-04-29 04:00,做空,基准值,63343.32,804.87,1.263,1.45,6,0.27,0.93,弱突破,,,2024-04-29 04:00,63088.4,0,0.317,,0.317,1.5x,,1.5x,0.475,,0.475,弱突破平仓,2024
201,2024-04-26 20:00,做空,基准值,63878.24,964.26,1.502,2.3,5,0.41,2.07,弱突破,,,2024-04-26 20:00,63481.2,0,0.412,,0.412,1.5x,,1.5x,0.618,,0.618,弱突破平仓,2024
202,2024-04-23 00:00,做多,基准值,66448.9,1229.82,1.864,5.47,43,0.43,1.07,弱突破,,,2024-04-23 00:00,66505.2,0,0.046,,0.046,2.0x,,2.0x,0.092,,0.092,弱突破平仓,2024
203,2024-04-22 08:00,做多,基准值,65358.0,1293.68,1.993,4.0,38,-0.46,1.1,弱突破,,,2024-04-22 08:00,65679.9,0,0.249,,0.249,2.0x,,2.0x,0.498,,0.498,弱突破平仓,2024
204,2024-04-19 12:00,做多,基准值,63846.0,1717.75,2.781,-0.82,20,-2.7,1.87,弱突破,,,2024-04-19 12:00,64534.1,0,0.401,,0.401,1.0x,,1.0x,0.401,,0.401,弱突破平仓,2024
205,2024-04-17 04:00,做多,基准值,63643.6,1627.58,2.596,0.77,3,-1.24,0.53,弱突破,,,2024-04-17 04:00,63775.63,0,0.081,,0.081,1.0x,,1.0x,0.081,,0.081,弱突破平仓,2024
206,2024-04-15 04:00,做多,基准值,64861.9,1530.76,2.386,3.23,6,-0.48,0.92,弱突破,,,2024-04-15 04:00,65624.38,0,0.498,,0.498,1.0x,,1.0x,0.498,,0.498,弱突破平仓,2024
207,2024-04-12 20:00,做空,基准值,70040.58,1061.1,1.496,14.47,10,-1.29,1.69,确认,是,66850.2,2024-04-14 04:00,61635.71,8,7.921,1.227,9.147,1.5x,,1.5x,11.881,1.84,13.721,止盈,2024
208,2024-04-11 00:00,做多,基准值,69561.19,1092.16,1.59,11.52,6,-0.73,1.47,弱突破,,,2024-04-11 00:00,70101.23,0,0.494,,0.494,2.0x,,2.0x,0.989,,0.989,弱突破平仓,2024
209,2024-04-08 12:00,做多,基准值,70341.6,997.19,1.435,13.7,42,-0.12,1.16,弱突破,,,2024-04-08 12:00,70726.48,0,0.386,,0.386,2.0x,,2.0x,0.772,,0.772,弱突破平仓,2024
210,2024-04-01 12:00,做空,基准值,70387.9,871.48,1.234,18.74,6,-0.29,3.14,确认,是,68281.5,2024-04-04 20:00,66778.59,20,4.142,0.505,4.646,1.5x,,1.5x,6.212,0.757,6.969,KAMA跟踪止损,2024
211,2024-03-31 12:00,做多,基准值,70346.05,947.23,1.354,18.19,5,-0.12,0.69,弱突破,,,2024-03-31 12:00,70353.76,0,0.008,,0.008,2.0x,,2.0x,0.016,,0.016,弱突破平仓,2024
212,2024-03-24 16:00,做多,基准值,65223.19,1516.68,2.347,13.83,3,-0.46,0.75,弱突破,,,2024-03-24 16:00,65363.29,0,0.092,,0.092,1.0x,,1.0x,0.092,,0.092,弱突破平仓,2024
213,2024-03-24 04:00,做空,基准值,64221.3,1610.6,2.481,14.97,3,-0.48,0.43,弱突破,,,2024-03-24 04:00,64020.3,0,0.125,,0.125,1.0x,,1.0x,0.125,,0.125,弱突破平仓,2024
214,2024-03-22 16:00,做空,基准值,64570.0,1733.96,2.619,17.72,9,-1.44,0.73,弱突破,,,2024-03-22 16:00,64269.8,0,0.173,,0.173,1.0x,,1.0x,0.173,,0.173,弱突破平仓,2024
215,2024-03-16 00:00,做多,基准值,68900.3,1683.16,2.468,25.95,3,-0.09,1.26,弱突破,,,2024-03-16 00:00,68944.05,0,0.026,,0.026,1.0x,是,1.0x,0.026,,0.026,弱突破平仓,2024
216,2024-03-11 12:00,做多,基准值,69837.89,1220.34,1.777,31.89,9239,-0.86,2.57,确认,是,72056.5,2024-03-12 20:00,70997.66,8,0.95,-0.308,0.642,2.0x,,2.0x,1.901,-0.616,1.285,KAMA跟踪止损,2024
217,2024-03-10 08:00,做多,基准值,68569.88,1272.37,1.861,34.13,6,0.01,0.93,确认,,,2024-03-11 04:00,68569.88,5,0.0,,0.0,2.0x,,2.0x,0.0,,0.0,KAMA跟踪止损,2024
218,2024-03-06 00:00,做空,基准值,65458.04,1327.91,1.986,36.51,14,1.97,5.4,确认,是,63322.91,2024-03-06 12:00,66785.95,3,-1.0,-1.0,-2.0,1.5x,是,1.0x,-1.0,-1.0,-2.0,前3K止损,2024
219,2024-02-26 20:00,做多,基准值,51836.63,491.91,0.962,12.49,35,-1.22,4.14,确认,是,54531.3,2024-02-29 00:00,63240.69,13,23.183,2.733,25.916,2.0x,,2.0x,46.366,5.466,51.832,止盈,2024
220,2024-02-20 16:00,做多,基准值,52132.64,587.87,1.133,17.29,4,0.03,1.68,弱突破,,,2024-02-20 16:00,52325.9,0,0.329,,0.329,2.0x,,2.0x,0.657,,0.657,弱突破平仓,2024
221,2024-02-20 00:00,做空,基准值,52023.4,606.76,1.163,18.58,4,-0.11,1.39,弱突破,,,2024-02-20 00:00,51851.6,0,0.283,,0.283,1.5x,,1.5x,0.425,,0.425,弱突破平仓,2024
222,2024-02-19 04:00,做多,基准值,52099.89,631.06,1.218,18.35,10,0.18,0.98,弱突破,,,2024-02-19 04:00,52163.06,0,0.1,,0.1,2.0x,,2.0x,0.2,,0.2,弱突破平仓,2024
223,2024-02-12 20:00,做多,基准值,48818.91,566.31,1.182,13.27,4658,-0.81,2.95,确认,是,49935.63,2024-02-13 20:00,48842.52,6,0.042,-0.649,-0.608,2.0x,,2.0x,0.083,-1.299,-1.216,KAMA跟踪止损,2024
224,2024-02-11 00:00,做多,基准值,47417.6,542.35,1.146,12.99,4,-0.06,0.46,弱突破,,,2024-02-11 00:00,47520.54,0,0.19,,0.19,2.0x,,2.0x,0.38,,0.38,弱突破平仓,2024
225,2024-02-05 00:00,做空,基准值,42708.9,435.51,1.015,3.96,12,0.21,0.83,弱突破,,,2024-02-05 00:00,42623.9,0,0.195,,0.195,1.5x,,1.5x,0.293,,0.293,弱突破平仓,2024
226,2024-01-31 20:00,做多,基准值,43089.3,523.47,1.228,3.77,3,-0.68,1.91,弱突破,,,2024-01-31 20:00,43348.2,0,0.495,,0.495,2.0x,,2.0x,0.989,,0.989,弱突破平仓,2024
227,2024-01-29 20:00,做多,基准值,42492.9,492.52,1.166,3.03,6,0.5,1.56,弱突破,,,2024-01-29 20:00,42628.46,0,0.275,,0.275,2.0x,,2.0x,0.55,,0.55,弱突破平仓,2024
228,2024-01-17 12:00,做空,基准值,42837.68,725.49,1.693,4.84,3,0.94,0.66,弱突破,,,2024-01-17 12:00,42657.93,0,0.248,,0.248,1.5x,,1.5x,0.372,,0.372,弱突破平仓,2024
229,2024-01-11 00:00,做多,基准值,46196.88,848.07,1.862,12.82,4,-1.26,1.85,弱突破,,,2024-01-11 00:00,46494.57,0,0.351,,0.351,2.0x,,2.0x,0.702,,0.702,弱突破平仓,2024
230,2024-01-03 16:00,做空,基准值,44645.09,578.28,1.284,14.59,8,0.08,2.64,确认,是,43002.55,2024-01-04 20:00,43550.42,7,1.893,-0.247,1.646,1.5x,,1.5x,2.839,-0.37,2.469,KAMA跟踪止损,2024
231,2024-01-01 20:00,做多,基准值,42809.31,488.72,1.144,9.47,6,0.99,0.65,弱突破,,,2024-01-01 20:00,42810.74,0,0.003,,0.003,2.0x,,2.0x,0.006,,0.006,弱突破平仓,2024
232,2023-12-30 20:00,做多,基准值,42245.49,544.2,1.298,8.12,5,-0.39,0.95,弱突破,,,2023-12-30 20:00,42413.41,0,0.309,,0.309,2.0x,,2.0x,0.617,,0.617,弱突破平仓,2023
233,2023-12-28 04:00,做多,基准值,43258.19,495.61,1.148,12.25,9,1.62,1.18,弱突破,,,2023-12-28 04:00,43453.22,0,0.394,,0.394,2.0x,,2.0x,0.787,,0.787,弱突破平仓,2023
234,2023-12-25 04:00,做空,基准值,43425.1,465.53,1.067,14.72,25,0.07,2.28,确认,,,2023-12-25 20:00,43343.33,4,0.176,,0.176,1.5x,,1.5x,0.263,,0.263,KAMA跟踪止损,2023
235,2023-12-20 12:00,做多,基准值,42671.45,596.87,1.406,13.6,3,-0.15,0.98,弱突破,,,2023-12-20 12:00,42950.1,0,0.467,,0.467,2.0x,,2.0x,0.934,,0.934,弱突破平仓,2023
236,2023-12-18 00:00,做多,基准值,42079.74,551.92,1.319,13.44,3,-0.28,1.43,弱突破,,,2023-12-18 00:00,42136.4,0,0.103,,0.103,2.0x,,2.0x,0.205,,0.205,弱突破平仓,2023
