突破K索引,突破K时间,起点KAMA值,ATR值,突破线价格,峰值价格,峰值K索引,终点K索引,涨跌幅%,持续K数,KAMA同向运行根数
11390,2024-11-19 00:00:00+00:00,89664.17,1826.71,91490.89,99252.6,11409,11418,8.48,28,28
479,2019-11-27 12:00:00+00:00,6990.31,204.56,7194.87,7803.96,491,500,8.47,21,27
4596,2021-10-13 16:00:00+00:00,55742.31,1222.7,56965.01,61782.64,4611,4617,8.46,21,22
11391,2024-11-19 04:00:00+00:00,89715.18,1796.81,91511.99,99252.6,11409,11418,8.46,27,27
11392,2024-11-19 08:00:00+00:00,89777.28,1748.53,91525.8,99252.6,11409,11418,8.44,26,26
3477,2021-04-10 04:00:00+00:00,58614.73,980.03,59594.76,64623.03,3502,3503,8.44,26,26
9687,2024-02-09 04:00:00+00:00,45621.01,521.4,46142.42,50019.9,9711,9713,8.4,26,26
12407,2025-05-07 12:00:00+00:00,95723.24,962.15,96685.39,104788.8,12427,12437,8.38,30,30
746,2020-01-11 00:00:00+00:00,7977.44,165.76,8143.2,8825.0,769,771,8.37,25,25
4596,2021-10-13 16:00:00+00:00,55759.02,1257.16,57016.18,61782.64,4611,4617,8.36,21,21
12409,2025-05-07 20:00:00+00:00,95748.99,953.62,96702.61,104788.8,12427,12437,8.36,28,29
846,2020-01-27 16:00:00+00:00,8680.19,110.61,8790.8,9525.67,865,878,8.36,32,33
1948,2020-07-29 08:00:00+00:00,10872.32,227.4,11099.72,12026.41,1970,1971,8.35,23,25
4597,2021-10-13 20:00:00+00:00,55766.88,1255.31,57022.19,61782.64,4611,4617,8.35,20,20
750,2020-01-11 16:00:00+00:00,7981.44,163.94,8145.38,8825.0,769,771,8.34,21,24
750,2020-01-11 16:00:00+00:00,7983.26,162.7,8145.95,8825.0,769,771,8.34,21,23
479,2019-11-27 12:00:00+00:00,6998.08,204.82,7202.91,7803.96,491,500,8.34,21,26
11393,2024-11-19 12:00:00+00:00,89919.33,1700.06,91619.39,99252.6,11409,11418,8.33,25,25
5573,2022-03-25 12:00:00+00:00,43533.57,706.71,44240.28,47923.0,5592,5593,8.32,20,20
4192,2021-08-07 08:00:00+00:00,41817.29,1079.68,42896.96,46448.42,4218,4222,8.28,30,30
479,2019-11-27 12:00:00+00:00,7021.02,187.5,7208.52,7803.96,491,500,8.26,21,22
755,2020-01-12 12:00:00+00:00,7993.67,160.71,8154.38,8825.0,769,771,8.22,16,22
12409,2025-05-07 20:00:00+00:00,95875.25,965.84,96841.08,104788.8,12427,12437,8.21,28,28
479,2019-11-27 12:00:00+00:00,7019.56,192.81,7212.37,7803.96,491,500,8.2,21,23
479,2019-11-27 12:00:00+00:00,7016.66,196.15,7212.81,7803.96,491,500,8.2,21,24
1949,2020-07-29 12:00:00+00:00,10891.45,224.74,11116.19,12026.41,1970,1971,8.19,22,24
479,2019-11-27 12:00:00+00:00,7014.74,200.5,7215.24,7803.96,491,500,8.16,21,25
1949,2020-07-29 12:00:00+00:00,10903.17,221.46,11124.63,12026.41,1970,1971,8.11,22,23
11394,2024-11-19 16:00:00+00:00,90096.51,1708.53,91805.04,99252.6,11409,11418,8.11,24,24
11395,2024-11-19 20:00:00+00:00,90118.97,1717.1,91836.07,99252.6,11409,11418,8.08,23,23
757,2020-01-12 20:00:00+00:00,8010.19,157.68,8167.87,8825.0,769,771,8.05,14,21
1949,2020-07-29 12:00:00+00:00,10909.11,222.59,11131.7,12026.41,1970,1971,8.04,22,22
757,2020-01-12 20:00:00+00:00,8010.86,157.23,8168.1,8825.0,769,771,8.04,14,20
4622,2021-10-18 00:00:00+00:00,60770.75,1164.75,61935.49,66914.74,4637,4643,8.04,21,22
6581,2022-09-09 12:00:00+00:00,20474.42,367.52,20841.94,22516.3,6604,6605,8.03,24,24
611,2019-12-19 12:00:00+00:00,6882.44,145.2,7027.64,7590.4,632,636,8.01,25,25
12786,2025-07-09 16:00:00+00:00,108566.01,772.01,109338.02,118072.7,12798,12803,7.99,17,20
11397,2024-11-20 04:00:00+00:00,90223.52,1706.83,91930.35,99252.6,11409,11418,7.96,21,21
11396,2024-11-20 00:00:00+00:00,90194.07,1746.18,91940.25,99252.6,11409,11418,7.95,22,22
4193,2021-08-07 12:00:00+00:00,41960.33,1071.65,43031.98,46448.42,4218,4222,7.94,29,29
479,2019-11-27 12:00:00+00:00,7036.69,194.13,7230.82,7803.96,491,500,7.93,21,21
11735,2025-01-15 12:00:00+00:00,97054.79,1429.71,98484.5,106247.9,11760,11761,7.88,26,26
4622,2021-10-18 00:00:00+00:00,60793.96,1253.83,62047.79,66914.74,4637,4643,7.84,21,21
1950,2020-07-29 16:00:00+00:00,10923.0,228.95,11151.95,12026.41,1970,1971,7.84,21,21
1960,2020-07-31 08:00:00+00:00,10931.1,226.79,11157.89,12026.41,1970,1971,7.78,11,20
4628,2021-10-19 00:00:00+00:00,60840.15,1250.72,62090.88,66914.74,4637,4643,7.77,15,20
10968,2024-09-09 16:00:00+00:00,55236.45,863.72,56100.18,60456.2,10993,11005,7.76,37,37
4346,2021-09-02 00:00:00+00:00,48140.02,805.86,48945.88,52683.97,4375,4378,7.64,32,34
3949,2021-06-27 20:00:00+00:00,32519.83,1307.4,33827.24,36375.62,3960,3965,7.53,16,21
3949,2021-06-27 20:00:00+00:00,32532.4,1303.41,33835.81,36375.62,3960,3965,7.51,16,20
11398,2024-11-20 08:00:00+00:00,90676.22,1670.7,92346.93,99252.6,11409,11418,7.48,20,20
4346,2021-09-02 00:00:00+00:00,48186.18,851.6,49037.78,52683.97,4375,4378,7.44,32,33
612,2019-12-19 16:00:00+00:00,6919.03,146.54,7065.57,7590.4,632,636,7.43,24,24
3478,2021-04-10 08:00:00+00:00,59109.31,1056.73,60166.05,64623.03,3502,3503,7.41,25,25
11015,2024-09-17 12:00:00+00:00,58585.14,763.99,59349.13,63723.3,11030,11044,7.37,29,31
12410,2025-05-08 00:00:00+00:00,96609.92,984.98,97594.9,104788.8,12427,12437,7.37,27,27
11015,2024-09-17 12:00:00+00:00,58600.33,764.24,59364.57,63723.3,11030,11044,7.34,29,30
11174,2024-10-14 00:00:00+00:00,62545.27,705.7,63250.97,67872.3,11188,11194,7.31,20,22
11174,2024-10-14 00:00:00+00:00,62547.58,706.6,63254.18,67872.3,11188,11194,7.3,20,21
10775,2024-08-08 12:00:00+00:00,55783.75,1713.09,57496.84,61659.8,10777,10794,7.24,19,22
846,2020-01-27 16:00:00+00:00,8773.08,109.44,8882.52,9525.67,865,878,7.24,32,32
10969,2024-09-09 20:00:00+00:00,55514.57,912.0,56426.57,60456.2,10993,11005,7.14,36,36
4346,2021-09-02 00:00:00+00:00,48329.2,847.73,49176.93,52683.97,4375,4378,7.13,32,32
10775,2024-08-08 12:00:00+00:00,55829.52,1727.45,57556.98,61659.8,10777,10794,7.13,19,20
3479,2021-04-10 12:00:00+00:00,59297.82,1033.46,60331.29,64623.03,3502,3503,7.11,24,24
480,2019-11-27 16:00:00+00:00,7085.97,200.4,7286.37,7803.96,491,500,7.1,20,20
11174,2024-10-14 00:00:00+00:00,62680.06,698.48,63378.55,67872.3,11188,11194,7.09,20,20
3488,2021-04-12 00:00:00+00:00,59326.59,1025.91,60352.51,64623.03,3502,3503,7.08,15,23
10775,2024-08-08 12:00:00+00:00,55809.42,1778.25,57587.68,61659.8,10777,10794,7.07,19,21
9688,2024-02-09 08:00:00+00:00,46200.51,525.05,46725.56,50019.9,9711,9713,7.05,25,25
3488,2021-04-12 00:00:00+00:00,59366.87,1027.91,60394.78,64623.03,3502,3503,7.0,15,22
11015,2024-09-17 12:00:00+00:00,58805.17,759.75,59564.92,63723.3,11030,11044,6.98,29,29
4194,2021-08-07 16:00:00+00:00,42324.87,1092.27,43417.14,46448.42,4218,4222,6.98,28,28
613,2019-12-19 20:00:00+00:00,6953.97,142.96,7096.93,7590.4,632,636,6.95,23,23
9858,2024-03-08 16:00:00+00:00,67065.73,1567.94,68633.66,73399.9,9888,9893,6.94,35,37
11655,2025-01-02 04:00:00+00:00,94249.53,1304.09,95553.62,102180.4,11683,11687,6.94,32,33
11655,2025-01-02 04:00:00+00:00,94182.11,1364.49,95546.59,102180.4,11683,11687,6.94,32,36
9858,2024-03-08 16:00:00+00:00,67030.33,1603.03,68633.36,73399.9,9888,9893,6.94,35,38
10971,2024-09-10 04:00:00+00:00,55601.32,935.54,56536.86,60456.2,10993,11005,6.93,34,35
11655,2025-01-02 04:00:00+00:00,94231.11,1339.09,95570.2,102180.4,11683,11687,6.92,32,34
11655,2025-01-02 04:00:00+00:00,94210.98,1351.99,95562.97,102180.4,11683,11687,6.92,32,35
11655,2025-01-02 04:00:00+00:00,94270.72,1297.19,95567.91,102180.4,11683,11687,6.92,32,32
11736,2025-01-15 16:00:00+00:00,97861.56,1520.56,99382.12,106247.9,11760,11761,6.91,25,25
9858,2024-03-08 16:00:00+00:00,67130.24,1526.79,68657.02,73399.9,9888,9893,6.91,35,36
9858,2024-03-08 16:00:00+00:00,67020.77,1659.0,68679.77,73399.9,9888,9893,6.87,35,39
3489,2021-04-12 04:00:00+00:00,59445.97,1050.79,60496.76,64623.03,3502,3503,6.82,14,21
10193,2024-05-03 12:00:00+00:00,59163.79,1224.89,60388.68,64509.6,10209,10212,6.82,19,20
10193,2024-05-03 12:00:00+00:00,59152.17,1251.17,60403.34,64509.6,10209,10212,6.8,19,22
10193,2024-05-03 12:00:00+00:00,59152.72,1248.39,60401.11,64509.6,10209,10212,6.8,19,21
3489,2021-04-12 04:00:00+00:00,59461.0,1054.09,60515.09,64623.03,3502,3503,6.79,14,20
10854,2024-08-21 16:00:00+00:00,59241.26,964.13,60205.39,64269.3,10869,10883,6.75,29,30
10854,2024-08-21 16:00:00+00:00,59239.94,970.93,60210.87,64269.3,10869,10883,6.74,29,31
11016,2024-09-17 16:00:00+00:00,58852.62,846.51,59699.13,63723.3,11030,11044,6.74,28,28
10854,2024-08-21 16:00:00+00:00,59224.63,1004.98,60229.61,64269.3,10869,10883,6.71,29,33
10854,2024-08-21 16:00:00+00:00,59238.96,992.74,60231.7,64269.3,10869,10883,6.7,29,32
12411,2025-05-08 04:00:00+00:00,97162.43,1054.15,98216.59,104788.8,12427,12437,6.69,26,26
614,2019-12-20 00:00:00+00:00,6979.26,138.43,7117.69,7590.4,632,636,6.64,22,22
848,2020-01-28 00:00:00+00:00,8818.19,115.84,8934.02,9525.67,865,878,6.62,30,31
10854,2024-08-21 16:00:00+00:00,59291.19,985.48,60276.68,64269.3,10869,10883,6.62,29,29
8885,2023-09-28 12:00:00+00:00,26319.75,234.23,26553.99,28299.1,8907,8911,6.57,26,29
6582,2022-09-09 16:00:00+00:00,20759.48,370.79,21130.26,22516.3,6604,6605,6.56,23,23
8885,2023-09-28 12:00:00+00:00,26319.26,237.97,26557.23,28299.1,8907,8911,6.56,26,30
11017,2024-09-17 20:00:00+00:00,58912.32,886.22,59798.54,63723.3,11030,11044,6.56,27,27
8885,2023-09-28 12:00:00+00:00,26328.79,230.34,26559.13,28299.1,8907,8911,6.55,26,27
8885,2023-09-28 12:00:00+00:00,26324.91,233.76,26558.66,28299.1,8907,8911,6.55,26,28
11656,2025-01-02 08:00:00+00:00,94658.83,1285.33,95944.16,102180.4,11683,11687,6.5,31,31
10856,2024-08-22 00:00:00+00:00,59309.23,1043.19,60352.42,64269.3,10869,10883,6.49,27,27
10855,2024-08-21 20:00:00+00:00,59303.93,1049.21,60353.14,64269.3,10869,10883,6.49,28,28
615,2019-12-20 04:00:00+00:00,6994.82,135.38,7130.2,7590.4,632,636,6.45,21,21
12480,2025-05-19 16:00:00+00:00,103752.89,1276.96,105029.85,111755.9,12494,12502,6.4,22,23
11018,2024-09-18 00:00:00+00:00,59011.46,877.02,59888.48,63723.3,11030,11044,6.4,26,26
616,2019-12-20 08:00:00+00:00,7003.56,132.63,7136.18,7590.4,632,636,6.36,20,20
4347,2021-09-02 04:00:00+00:00,48682.3,871.04,49553.34,52683.97,4375,4378,6.32,31,31
7340,2023-01-14 00:00:00+00:00,19820.69,253.09,20073.78,21337.2,7362,7368,6.29,28,28
12480,2025-05-19 16:00:00+00:00,103801.6,1354.68,105156.28,111755.9,12494,12502,6.28,22,22
8885,2023-09-28 12:00:00+00:00,26400.53,231.13,26631.66,28299.1,8907,8911,6.26,26,26
12481,2025-05-19 20:00:00+00:00,103838.24,1341.59,105179.83,111755.9,12494,12502,6.25,21,21
10971,2024-09-10 04:00:00+00:00,55987.82,916.21,56904.03,60456.2,10993,11005,6.24,34,34
9689,2024-02-09 12:00:00+00:00,46532.7,554.13,47086.83,50019.9,9711,9713,6.23,24,24
12482,2025-05-20 00:00:00+00:00,103886.7,1315.34,105202.04,111755.9,12494,12502,6.23,20,20
12412,2025-05-08 08:00:00+00:00,97616.7,1036.16,98652.85,104788.8,12427,12437,6.22,25,25
10857,2024-08-22 04:00:00+00:00,59441.62,1066.38,60508.0,64269.3,10869,10883,6.22,26,26
9866,2024-03-10 00:00:00+00:00,67498.32,1606.02,69104.34,73399.9,9888,9893,6.22,27,35
11019,2024-09-18 04:00:00+00:00,59183.61,878.65,60062.26,63723.3,11030,11044,6.1,25,25
11657,2025-01-02 12:00:00+00:00,95046.72,1283.99,96330.7,102180.4,11683,11687,6.07,30,30
9866,2024-03-10 00:00:00+00:00,67815.05,1386.41,69201.46,73399.9,9888,9893,6.07,27,28
9866,2024-03-10 00:00:00+00:00,67654.41,1543.79,69198.2,73399.9,9888,9893,6.07,27,31
11737,2025-01-15 20:00:00+00:00,98656.52,1518.93,100175.45,106247.9,11760,11761,6.06,24,24
11023,2024-09-18 20:00:00+00:00,59227.2,859.63,60086.83,63723.3,11030,11044,6.05,21,24
9867,2024-03-10 04:00:00+00:00,67770.7,1441.39,69212.09,73399.9,9888,9893,6.05,26,29
9867,2024-03-10 04:00:00+00:00,67551.34,1665.82,69217.16,73399.9,9888,9893,6.04,26,34
11023,2024-09-18 20:00:00+00:00,59233.19,868.83,60102.01,63723.3,11030,11044,6.03,21,23
10858,2024-08-22 08:00:00+00:00,59567.57,1048.39,60615.95,64269.3,10869,10883,6.03,25,25
9867,2024-03-10 04:00:00+00:00,67731.95,1493.33,69225.28,73399.9,9888,9893,6.03,26,30
9867,2024-03-10 04:00:00+00:00,67628.81,1602.44,69231.25,73399.9,9888,9893,6.02,26,32
10863,2024-08-23 04:00:00+00:00,59600.94,1027.51,60628.44,64269.3,10869,10883,6.01,20,24
9867,2024-03-10 04:00:00+00:00,67595.43,1663.88,69259.31,73399.9,9888,9893,5.98,26,33
10863,2024-08-23 04:00:00+00:00,59633.35,1011.99,60645.35,64269.3,10869,10883,5.98,20,22
11742,2025-01-16 16:00:00+00:00,98749.83,1505.41,100255.24,106247.9,11760,11761,5.98,19,23
10863,2024-08-23 04:00:00+00:00,59672.07,982.55,60654.62,64269.3,10869,10883,5.96,20,21
10863,2024-08-23 04:00:00+00:00,59619.6,1041.32,60660.91,64269.3,10869,10883,5.95,20,23
11023,2024-09-18 20:00:00+00:00,59282.37,868.79,60151.16,63723.3,11030,11044,5.94,21,22
9867,2024-03-10 04:00:00+00:00,67951.93,1329.24,69281.16,73399.9,9888,9893,5.94,26,27
3406,2021-03-29 08:00:00+00:00,55363.85,1253.2,56617.05,59979.99,3428,3439,5.94,33,35
3406,2021-03-29 08:00:00+00:00,55383.88,1237.72,56621.6,59979.99,3428,3439,5.93,33,34
3406,2021-03-29 08:00:00+00:00,55362.07,1259.94,56622.02,59979.99,3428,3439,5.93,33,36
8886,2023-09-28 16:00:00+00:00,26474.2,250.83,26725.03,28299.1,8907,8911,5.89,25,25
14264,2026-03-13 00:00:00+00:00,69468.98,1223.26,70692.24,74846.4,14287,14296,5.88,32,36
4195,2021-08-07 20:00:00+00:00,42754.27,1122.15,43876.41,46448.42,4218,4222,5.86,27,27
10863,2024-08-23 04:00:00+00:00,59745.04,967.85,60712.89,64269.3,10869,10883,5.86,20,20
14264,2026-03-13 00:00:00+00:00,69479.41,1222.88,70702.28,74846.4,14287,14296,5.86,32,35
11742,2025-01-16 16:00:00+00:00,98908.06,1470.69,100378.75,106247.9,11760,11761,5.85,19,21
14264,2026-03-13 00:00:00+00:00,69456.98,1252.44,70709.43,74846.4,14287,14296,5.85,32,37
11744,2025-01-17 00:00:00+00:00,98938.25,1458.65,100396.91,106247.9,11760,11761,5.83,17,20
173,2019-10-07 12:00:00+00:00,7993.04,144.49,8137.53,8611.27,189,195,5.82,22,22
11744,2025-01-17 00:00:00+00:00,98890.25,1517.3,100407.56,106247.9,11760,11761,5.82,17,22
14264,2026-03-13 00:00:00+00:00,69510.16,1227.79,70737.95,74846.4,14287,14296,5.81,32,34
14264,2026-03-13 00:00:00+00:00,69542.06,1206.65,70748.72,74846.4,14287,14296,5.79,32,33
2375,2020-10-08 12:00:00+00:00,10703.65,86.66,10790.31,11413.28,2384,2398,5.77,23,23
10972,2024-09-10 08:00:00+00:00,56252.29,915.68,57167.96,60456.2,10993,11005,5.75,33,33
10974,2024-09-10 16:00:00+00:00,56280.18,895.64,57175.81,60456.2,10993,11005,5.74,31,32
12249,2025-04-11 04:00:00+00:00,79067.6,1981.95,81049.56,85691.3,12273,12276,5.73,27,29
12249,2025-04-11 04:00:00+00:00,79055.99,2002.28,81058.27,85691.3,12273,12276,5.72,27,30
9715,2024-02-13 20:00:00+00:00,48842.17,717.82,49559.99,52379.9,9722,9737,5.69,22,23
9868,2024-03-10 08:00:00+00:00,68154.24,1316.85,69471.09,73399.9,9888,9893,5.66,25,26
8887,2023-09-28 20:00:00+00:00,26525.15,261.85,26787.01,28299.1,8907,8911,5.64,24,24
12249,2025-04-11 04:00:00+00:00,79201.12,1916.09,81117.21,85691.3,12273,12276,5.64,27,28
14419,2026-04-07 20:00:00+00:00,68864.65,853.8,69718.45,73635.9,14442,14444,5.62,25,26
8888,2023-09-29 00:00:00+00:00,26533.59,262.62,26796.21,28299.1,8907,8911,5.61,23,23
12413,2025-05-08 12:00:00+00:00,98208.75,1019.25,99228.0,104788.8,12427,12437,5.6,24,24
9126,2023-11-07 16:00:00+00:00,34949.91,402.48,35352.4,37330.4,9145,9163,5.6,37,37
9868,2024-03-10 08:00:00+00:00,68242.42,1285.05,69527.47,73399.9,9888,9893,5.57,25,25
3406,2021-03-29 08:00:00+00:00,55575.08,1239.28,56814.36,59979.99,3428,3439,5.57,33,33
9715,2024-02-13 20:00:00+00:00,48884.51,730.84,49615.35,52379.9,9722,9737,5.57,22,22
174,2019-10-07 16:00:00+00:00,8003.43,155.01,8158.44,8611.27,189,195,5.55,21,21
14264,2026-03-13 00:00:00+00:00,69754.9,1183.98,70938.88,74846.4,14287,14296,5.51,32,32
12250,2025-04-11 08:00:00+00:00,79352.72,1866.85,81219.56,85691.3,12273,12276,5.51,26,26
9717,2024-02-14 04:00:00+00:00,48927.25,715.85,49643.1,52379.9,9722,9737,5.51,20,20
9717,2024-02-14 04:00:00+00:00,48921.75,732.66,49654.41,52379.9,9722,9737,5.49,20,21
4348,2021-09-02 08:00:00+00:00,49059.8,880.73,49940.53,52683.97,4375,4378,5.49,30,30
12958,2025-08-07 08:00:00+00:00,114352.05,1038.01,115390.06,121700.1,12980,12984,5.47,26,31
11658,2025-01-02 16:00:00+00:00,95591.74,1296.25,96887.99,102180.4,11683,11687,5.46,29,29
12251,2025-04-11 12:00:00+00:00,79368.91,1886.16,81255.07,85691.3,12273,12276,5.46,25,25
12250,2025-04-11 08:00:00+00:00,79335.54,1916.26,81251.8,85691.3,12273,12276,5.46,26,27
6588,2022-09-10 16:00:00+00:00,20986.15,368.3,21354.45,22516.3,6604,6605,5.44,17,22
9132,2023-11-08 16:00:00+00:00,34990.67,416.12,35406.79,37330.4,9145,9163,5.43,31,32
12958,2025-08-07 08:00:00+00:00,114386.27,1041.89,115428.16,121700.1,12980,12984,5.43,26,28
9132,2023-11-08 16:00:00+00:00,34971.98,434.83,35406.81,37330.4,9145,9163,5.43,31,36
9132,2023-11-08 16:00:00+00:00,34986.85,424.45,35411.31,37330.4,9145,9163,5.42,31,33
9132,2023-11-08 16:00:00+00:00,34977.7,435.94,35413.64,37330.4,9145,9163,5.41,31,34
9690,2024-02-09 16:00:00+00:00,46874.65,579.47,47454.11,50019.9,9711,9713,5.41,23,23
12958,2025-08-07 08:00:00+00:00,114419.06,1030.32,115449.38,121700.1,12980,12984,5.41,26,27
12958,2025-08-07 08:00:00+00:00,114371.93,1084.51,115456.43,121700.1,12980,12984,5.41,26,30
11023,2024-09-18 20:00:00+00:00,59516.25,934.49,60450.74,63723.3,11030,11044,5.41,21,21
12958,2025-08-07 08:00:00+00:00,114385.32,1070.64,115455.96,121700.1,12980,12984,5.41,26,29
848,2020-01-28 00:00:00+00:00,8921.96,116.05,9038.01,9525.67,865,878,5.4,30,30
9132,2023-11-08 16:00:00+00:00,34973.85,448.62,35422.47,37330.4,9145,9163,5.39,31,35
9873,2024-03-11 04:00:00+00:00,68388.14,1259.42,69647.56,73399.9,9888,9893,5.39,20,24
9604,2024-01-26 08:00:00+00:00,39629.5,660.19,40289.7,42456.6,9616,9618,5.38,14,27
9604,2024-01-26 08:00:00+00:00,39638.26,658.67,40296.93,42456.6,9616,9618,5.36,14,26
10033,2024-04-06 20:00:00+00:00,67503.63,1290.03,68793.66,72472.6,10042,10047,5.35,14,20
2376,2020-10-08 16:00:00+00:00,10732.42,100.91,10833.33,11413.28,2384,2398,5.35,22,22
9604,2024-01-26 08:00:00+00:00,39647.92,655.12,40303.04,42456.6,9616,9618,5.34,14,24
9604,2024-01-26 08:00:00+00:00,39653.64,652.69,40306.33,42456.6,9616,9618,5.33,14,23
9604,2024-01-26 08:00:00+00:00,39646.45,661.53,40307.98,42456.6,9616,9618,5.33,14,25
175,2019-10-07 20:00:00+00:00,8019.3,155.94,8175.24,8611.27,189,195,5.33,20,20
4354,2021-09-03 08:00:00+00:00,49160.64,862.1,50022.74,52683.97,4375,4378,5.32,24,29
10974,2024-09-10 16:00:00+00:00,56511.06,898.56,57409.62,60456.2,10993,11005,5.31,31,31
12587,2025-06-06 12:00:00+00:00,103537.29,1156.57,104693.86,110235.4,12613,12618,5.29,31,31
9132,2023-11-08 16:00:00+00:00,35038.87,415.92,35454.79,37330.4,9145,9163,5.29,31,31
12587,2025-06-06 12:00:00+00:00,103523.95,1172.33,104696.29,110235.4,12613,12618,5.29,31,32
12591,2025-06-07 04:00:00+00:00,103567.13,1150.12,104717.25,110235.4,12613,12618,5.27,27,27
14057,2026-02-06 12:00:00+00:00,65504.82,2304.11,67808.93,71381.0,14070,14084,5.27,27,28
12590,2025-06-07 00:00:00+00:00,103557.3,1155.08,104712.38,110235.4,12613,12618,5.27,28,28
14265,2026-03-13 04:00:00+00:00,69893.03,1206.61,71099.64,74846.4,14287,14296,5.27,31,31
12590,2025-06-07 00:00:00+00:00,103546.77,1189.33,104736.1,110235.4,12613,12618,5.25,28,30
8135,2023-05-26 12:00:00+00:00,26373.3,286.25,26659.54,28055.7,8149,8153,5.24,18,23
9604,2024-01-26 08:00:00+00:00,39688.26,653.95,40342.21,42456.6,9616,9618,5.24,14,22
12590,2025-06-07 00:00:00+00:00,103551.41,1191.36,104742.77,110235.4,12613,12618,5.24,28,29
8135,2023-05-26 12:00:00+00:00,26377.73,286.0,26663.72,28055.7,8149,8153,5.22,18,21
9697,2024-02-10 20:00:00+00:00,46933.04,606.49,47539.53,50019.9,9711,9713,5.22,16,22
4354,2021-09-03 08:00:00+00:00,49212.62,855.89,50068.52,52683.97,4375,4378,5.22,24,27
8135,2023-05-26 12:00:00+00:00,26381.69,282.09,26663.77,28055.7,8149,8153,5.22,18,20
4354,2021-09-03 08:00:00+00:00,49199.18,872.05,50071.22,52683.97,4375,4378,5.22,24,28
12252,2025-04-11 16:00:00+00:00,79560.56,1891.49,81452.05,85691.3,12273,12276,5.2,24,24
8135,2023-05-26 12:00:00+00:00,26375.51,294.46,26669.97,28055.7,8149,8153,5.2,18,22
9604,2024-01-26 08:00:00+00:00,39722.8,634.71,40357.51,42456.6,9616,9618,5.2,14,21
12958,2025-08-07 08:00:00+00:00,114690.44,1009.95,115700.39,121700.1,12980,12984,5.19,26,26
3407,2021-03-29 12:00:00+00:00,55718.76,1299.32,57018.08,59979.99,3428,3439,5.19,32,32
4354,2021-09-03 08:00:00+00:00,49247.33,844.05,50091.38,52683.97,4375,4378,5.18,24,26
4196,2021-08-08 00:00:00+00:00,43043.9,1128.69,44172.58,46448.42,4218,4222,5.15,26,26
9873,2024-03-11 04:00:00+00:00,68575.29,1230.56,69805.85,73399.9,9888,9893,5.15,20,22
9873,2024-03-11 04:00:00+00:00,68576.6,1237.41,69814.02,73399.9,9888,9893,5.14,20,21
9133,2023-11-08 20:00:00+00:00,35081.62,425.0,35506.62,37330.4,9145,9163,5.14,30,30
9873,2024-03-11 04:00:00+00:00,68553.53,1259.69,69813.22,73399.9,9888,9893,5.14,20,23
11663,2025-01-03 12:00:00+00:00,95878.94,1319.35,97198.29,102180.4,11683,11687,5.13,24,28
9604,2024-01-26 08:00:00+00:00,39764.94,620.65,40385.59,42456.6,9616,9618,5.13,14,20
14419,2026-04-07 20:00:00+00:00,69192.73,862.05,70054.78,73635.9,14442,14444,5.11,25,25
4354,2021-09-03 08:00:00+00:00,49260.81,862.46,50123.27,52683.97,4375,4378,5.11,24,25
10980,2024-09-11 16:00:00+00:00,56653.2,890.73,57543.93,60456.2,10993,11005,5.06,25,26
12592,2025-06-07 08:00:00+00:00,103811.34,1127.67,104939.01,110235.4,12613,12618,5.05,26,26
2377,2020-10-08 20:00:00+00:00,10764.43,101.65,10866.08,11413.28,2384,2398,5.04,21,21
14266,2026-03-13 08:00:00+00:00,70089.58,1171.26,71260.84,74846.4,14287,14296,5.03,30,30
10980,2024-09-11 16:00:00+00:00,56650.79,909.04,57559.83,60456.2,10993,11005,5.03,25,29
10982,2024-09-12 00:00:00+00:00,56652.93,909.24,57562.17,60456.2,10993,11005,5.03,23,27
10982,2024-09-12 00:00:00+00:00,56651.69,917.89,57569.58,60456.2,10993,11005,5.01,23,28
10975,2024-09-10 20:00:00+00:00,56643.82,929.04,57572.86,60456.2,10993,11005,5.01,30,30
12253,2025-04-11 20:00:00+00:00,79692.81,1907.45,81600.26,85691.3,12273,12276,5.01,23,23
14057,2026-02-06 12:00:00+00:00,65676.47,2305.63,67982.09,71381.0,14070,14084,5.0,27,27
8889,2023-09-29 04:00:00+00:00,26687.15,263.5,26950.65,28299.1,8907,8911,5.0,22,22
11540,2024-12-14 00:00:00+00:00,100151.65,1595.26,101746.9,106824.4,11558,11564,4.99,24,26
3408,2021-03-29 16:00:00+00:00,55831.71,1295.55,57127.27,59979.99,3428,3439,4.99,31,31
9697,2024-02-10 20:00:00+00:00,47039.43,608.75,47648.18,50019.9,9711,9713,4.98,16,21
12254,2025-04-12 00:00:00+00:00,79753.7,1871.33,81625.02,85691.3,12273,12276,4.98,22,22
9697,2024-02-10 20:00:00+00:00,47052.74,601.52,47654.26,50019.9,9711,9713,4.96,16,20
11540,2024-12-14 00:00:00+00:00,100174.26,1621.47,101795.73,106824.4,11558,11564,4.94,24,25
850,2020-01-28 08:00:00+00:00,8954.09,123.4,9077.49,9525.67,865,878,4.94,28,29
12959,2025-08-07 12:00:00+00:00,114922.64,1061.09,115983.72,121700.1,12980,12984,4.93,25,25
10982,2024-09-12 00:00:00+00:00,56686.74,927.33,57614.07,60456.2,10993,11005,4.93,23,25
11548,2024-12-15 08:00:00+00:00,100249.94,1577.67,101827.61,106824.4,11558,11564,4.91,16,23
11540,2024-12-14 00:00:00+00:00,100243.3,1580.08,101823.38,106824.4,11558,11564,4.91,24,24
