突破K索引,突破K时间,起点KAMA值,ATR值,突破线价格,峰值价格,峰值K索引,终点K索引,涨跌幅%,持续K数,KAMA同向运行根数
6578,2022-09-09 00:00:00+00:00,19115.72,318.59,19434.31,22516.3,6604,6605,15.86,27,32
6578,2022-09-09 00:00:00+00:00,19111.85,323.02,19434.87,22516.3,6604,6605,15.86,27,33
9032,2023-10-23 00:00:00+00:00,29707.59,369.02,30076.61,34841.4,9047,9053,15.84,21,26
6251,2022-07-16 12:00:00+00:00,20366.11,486.35,20852.46,24153.4,6275,6280,15.83,29,33
9032,2023-10-23 00:00:00+00:00,29701.23,378.96,30080.19,34841.4,9047,9053,15.83,21,28
9032,2023-10-23 00:00:00+00:00,29703.08,375.84,30078.92,34841.4,9047,9053,15.83,21,27
701,2020-01-03 12:00:00+00:00,7099.94,98.29,7198.23,8335.28,730,732,15.8,31,31
9267,2023-12-01 04:00:00+00:00,37658.18,412.33,38070.51,44081.7,9295,9304,15.79,37,38
9032,2023-10-23 00:00:00+00:00,29725.86,365.05,30090.91,34841.4,9047,9053,15.79,21,23
9032,2023-10-23 00:00:00+00:00,29738.9,354.19,30093.08,34841.4,9047,9053,15.78,21,22
9032,2023-10-23 00:00:00+00:00,29721.5,373.64,30095.14,34841.4,9047,9053,15.77,21,24
9267,2023-12-01 04:00:00+00:00,37655.13,422.45,38077.58,44081.7,9295,9304,15.77,37,39
4184,2021-08-06 00:00:00+00:00,39080.45,1042.02,40122.47,46448.42,4218,4222,15.77,38,38
9267,2023-12-01 04:00:00+00:00,37651.35,429.58,38080.93,44081.7,9295,9304,15.76,37,40
9032,2023-10-23 00:00:00+00:00,29719.26,381.72,30100.99,34841.4,9047,9053,15.75,21,25
1938,2020-07-27 16:00:00+00:00,10256.63,135.63,10392.26,12026.41,1970,1971,15.72,33,33
6578,2022-09-09 00:00:00+00:00,19139.43,318.76,19458.19,22516.3,6604,6605,15.72,27,31
9267,2023-12-01 04:00:00+00:00,37688.33,415.21,38103.54,44081.7,9295,9304,15.69,37,37
6251,2022-07-16 12:00:00+00:00,20416.21,463.13,20879.34,24153.4,6275,6280,15.68,29,30
6578,2022-09-09 00:00:00+00:00,19150.36,316.14,19466.5,22516.3,6604,6605,15.67,27,30
6251,2022-07-16 12:00:00+00:00,20435.0,447.26,20882.26,24153.4,6275,6280,15.66,29,29
6251,2022-07-16 12:00:00+00:00,20415.4,472.78,20888.19,24153.4,6275,6280,15.63,29,31
3287,2021-03-09 12:00:00+00:00,51741.66,1404.82,53146.48,61432.39,3314,3319,15.59,32,32
6251,2022-07-16 12:00:00+00:00,20413.35,484.29,20897.63,24153.4,6275,6280,15.58,29,32
4185,2021-08-06 04:00:00+00:00,39148.58,1046.68,40195.26,46448.42,4218,4222,15.56,37,37
702,2020-01-03 16:00:00+00:00,7115.34,100.88,7216.22,8335.28,730,732,15.51,30,30
6578,2022-09-09 00:00:00+00:00,19180.32,318.68,19498.99,22516.3,6604,6605,15.47,27,29
9268,2023-12-01 08:00:00+00:00,37768.57,411.39,38179.96,44081.7,9295,9304,15.46,36,36
6252,2022-07-16 16:00:00+00:00,20480.39,443.22,20923.6,24153.4,6275,6280,15.44,28,28
9678,2024-02-07 16:00:00+00:00,42876.53,452.54,43329.06,50019.9,9711,9713,15.44,35,37
9678,2024-02-07 16:00:00+00:00,42885.12,448.79,43333.91,50019.9,9711,9713,15.43,35,36
4186,2021-08-06 08:00:00+00:00,39175.13,1062.84,40237.98,46448.42,4218,4222,15.43,36,36
9678,2024-02-07 16:00:00+00:00,42875.76,462.63,43338.39,50019.9,9711,9713,15.42,35,38
7333,2023-01-12 20:00:00+00:00,18278.43,207.65,18486.08,21337.2,7362,7368,15.42,35,35
6578,2022-09-09 00:00:00+00:00,19196.46,315.86,19512.32,22516.3,6604,6605,15.4,27,28
3167,2021-02-17 12:00:00+00:00,48961.42,1473.46,50434.88,58181.35,3192,3194,15.36,27,27
9269,2023-12-01 12:00:00+00:00,37803.78,422.76,38226.55,44081.7,9295,9304,15.32,35,35
9678,2024-02-07 16:00:00+00:00,42956.1,448.86,43404.96,50019.9,9711,9713,15.24,35,35
6253,2022-07-16 20:00:00+00:00,20506.09,454.1,20960.2,24153.4,6275,6280,15.23,27,27
9032,2023-10-23 00:00:00+00:00,29884.32,354.59,30238.91,34841.4,9047,9053,15.22,21,21
703,2020-01-03 20:00:00+00:00,7133.01,102.38,7235.39,8335.28,730,732,15.2,29,29
9270,2023-12-01 16:00:00+00:00,37870.94,422.64,38293.58,44081.7,9295,9304,15.12,34,34
704,2020-01-04 00:00:00+00:00,7144.91,102.42,7247.33,8335.28,730,732,15.01,28,28
6254,2022-07-17 00:00:00+00:00,20556.69,453.57,21010.26,24153.4,6275,6280,14.96,26,26
9033,2023-10-23 04:00:00+00:00,29925.71,384.29,30310.0,34841.4,9047,9053,14.95,20,20
4187,2021-08-06 12:00:00+00:00,39378.04,1046.57,40424.62,46448.42,4218,4222,14.9,35,35
9271,2023-12-01 20:00:00+00:00,37957.96,431.81,38389.77,44081.7,9295,9304,14.83,33,33
705,2020-01-04 04:00:00+00:00,7159.22,100.7,7259.92,8335.28,730,732,14.81,27,27
3288,2021-03-09 16:00:00+00:00,52149.21,1395.77,53544.98,61432.39,3314,3319,14.73,31,31
6255,2022-07-17 04:00:00+00:00,20626.26,449.76,21076.02,24153.4,6275,6280,14.6,25,25
9679,2024-02-07 20:00:00+00:00,43188.42,462.21,43650.64,50019.9,9711,9713,14.59,34,34
9272,2023-12-02 00:00:00+00:00,38049.37,423.5,38472.88,44081.7,9295,9304,14.58,32,32
7334,2023-01-13 00:00:00+00:00,18410.01,215.34,18625.35,21337.2,7362,7368,14.56,34,34
6256,2022-07-17 08:00:00+00:00,20652.69,449.88,21102.57,24153.4,6275,6280,14.46,24,24
3168,2021-02-17 16:00:00+00:00,49408.64,1455.99,50864.62,58181.35,3192,3194,14.38,26,26
6257,2022-07-17 12:00:00+00:00,20672.61,444.16,21116.77,24153.4,6275,6280,14.38,23,23
6260,2022-07-18 00:00:00+00:00,20683.75,443.2,21126.96,24153.4,6275,6280,14.33,20,22
6578,2022-09-09 00:00:00+00:00,19386.39,310.29,19696.68,22516.3,6604,6605,14.32,27,27
9273,2023-12-02 04:00:00+00:00,38159.75,411.05,38570.81,44081.7,9295,9304,14.29,31,31
6260,2022-07-18 00:00:00+00:00,20686.61,447.98,21134.6,24153.4,6275,6280,14.28,20,21
5552,2022-03-22 00:00:00+00:00,41291.05,650.72,41941.77,47923.0,5592,5593,14.26,41,41
706,2020-01-04 08:00:00+00:00,7199.75,98.59,7298.34,8335.28,730,732,14.21,26,26
2917,2021-01-06 20:00:00+00:00,34902.76,1380.12,36282.88,41399.98,2926,2938,14.1,21,21
6260,2022-07-18 00:00:00+00:00,20728.12,441.98,21170.11,24153.4,6275,6280,14.09,20,20
9274,2023-12-02 08:00:00+00:00,38251.56,397.28,38648.83,44081.7,9295,9304,14.06,30,30
7335,2023-01-13 04:00:00+00:00,18509.87,213.11,18722.98,21337.2,7362,7368,13.96,33,33
5280,2022-02-04 16:00:00+00:00,38513.53,837.33,39350.86,44842.26,5301,5303,13.95,23,23
5553,2022-03-22 04:00:00+00:00,41358.1,700.58,42058.68,47923.0,5592,5593,13.94,40,40
2437,2020-10-18 20:00:00+00:00,11362.53,118.33,11480.86,13072.17,2460,2463,13.86,26,31
9680,2024-02-08 00:00:00+00:00,43459.38,478.7,43938.07,50019.9,9711,9713,13.84,33,33
708,2020-01-04 16:00:00+00:00,7226.68,97.2,7323.88,8335.28,730,732,13.81,24,25
9275,2023-12-02 12:00:00+00:00,38349.86,385.21,38735.06,44081.7,9295,9304,13.8,29,29
2437,2020-10-18 20:00:00+00:00,11376.61,115.14,11491.75,13072.17,2460,2463,13.75,26,30
4188,2021-08-06 16:00:00+00:00,39742.38,1105.14,40847.53,46448.42,4218,4222,13.71,34,34
2437,2020-10-18 20:00:00+00:00,11381.83,114.76,11496.59,13072.17,2460,2463,13.7,26,29
2441,2020-10-19 12:00:00+00:00,11390.89,113.0,11503.88,13072.17,2460,2463,13.63,22,28
2441,2020-10-19 12:00:00+00:00,11393.59,111.3,11504.89,13072.17,2460,2463,13.62,22,27
6318,2022-07-27 16:00:00+00:00,21147.15,463.11,21610.26,24522.8,6335,6337,13.48,19,20
2441,2020-10-19 12:00:00+00:00,11412.44,108.13,11520.57,13072.17,2460,2463,13.47,22,26
6318,2022-07-27 16:00:00+00:00,21137.56,474.51,21612.08,24522.8,6335,6337,13.47,19,22
6318,2022-07-27 16:00:00+00:00,21140.92,470.17,21611.08,24522.8,6335,6337,13.47,19,21
2441,2020-10-19 12:00:00+00:00,11412.45,108.67,11521.12,13072.17,2460,2463,13.46,22,25
7336,2023-01-13 08:00:00+00:00,18604.12,207.7,18811.82,21337.2,7362,7368,13.42,32,32
2441,2020-10-19 12:00:00+00:00,11415.36,110.19,11525.55,13072.17,2460,2463,13.42,22,24
709,2020-01-04 20:00:00+00:00,7254.72,94.71,7349.42,8335.28,730,732,13.41,23,24
9681,2024-02-08 04:00:00+00:00,43626.69,479.18,44105.86,50019.9,9711,9713,13.41,32,32
2441,2020-10-19 12:00:00+00:00,11419.38,107.63,11527.01,13072.17,2460,2463,13.4,22,23
5554,2022-03-22 08:00:00+00:00,41571.05,741.67,42312.72,47923.0,5592,5593,13.26,39,39
9276,2023-12-02 16:00:00+00:00,38580.02,374.52,38954.54,44081.7,9295,9304,13.16,28,28
710,2020-01-05 00:00:00+00:00,7269.61,96.51,7366.12,8335.28,730,732,13.16,22,23
1939,2020-07-27 20:00:00+00:00,10471.31,163.5,10634.81,12026.41,1970,1971,13.09,32,32
3169,2021-02-17 20:00:00+00:00,49986.09,1465.64,51451.73,58181.35,3192,3194,13.08,25,25
5555,2022-03-22 12:00:00+00:00,41652.12,752.82,42404.93,47923.0,5592,5593,13.01,38,38
9682,2024-02-08 08:00:00+00:00,43809.49,465.91,44275.4,50019.9,9711,9713,12.97,31,31
3289,2021-03-09 20:00:00+00:00,53071.99,1362.78,54434.78,61432.39,3314,3319,12.86,30,30
5561,2022-03-23 12:00:00+00:00,41715.84,746.98,42462.82,47923.0,5592,5593,12.86,32,37
3292,2021-03-10 08:00:00+00:00,53127.74,1345.91,54473.65,61432.39,3314,3319,12.77,27,29
710,2020-01-05 00:00:00+00:00,7298.94,94.48,7393.42,8335.28,730,732,12.74,22,22
5561,2022-03-23 12:00:00+00:00,41773.67,735.13,42508.8,47923.0,5592,5593,12.74,32,36
5561,2022-03-23 12:00:00+00:00,41786.76,730.66,42517.41,47923.0,5592,5593,12.71,32,35
2441,2020-10-19 12:00:00+00:00,11491.9,106.61,11598.52,13072.17,2460,2463,12.71,22,22
5561,2022-03-23 12:00:00+00:00,41802.11,727.9,42530.01,47923.0,5592,5593,12.68,32,34
5561,2022-03-23 12:00:00+00:00,41812.66,716.94,42529.61,47923.0,5592,5593,12.68,32,33
4514,2021-09-30 00:00:00+00:00,42311.67,984.47,43296.14,48774.37,4536,4538,12.65,24,24
9277,2023-12-02 20:00:00+00:00,38749.14,416.39,39165.53,44081.7,9295,9304,12.55,27,27
7337,2023-01-13 12:00:00+00:00,18752.97,209.62,18962.59,21337.2,7362,7368,12.52,31,31
4189,2021-08-06 20:00:00+00:00,40174.35,1109.46,41283.81,46448.42,4218,4222,12.51,33,33
5563,2022-03-23 20:00:00+00:00,41891.65,705.56,42597.2,47923.0,5592,5593,12.5,30,32
5563,2022-03-23 20:00:00+00:00,41893.21,713.43,42606.65,47923.0,5592,5593,12.48,30,31
2442,2020-10-19 16:00:00+00:00,11509.52,119.25,11628.77,13072.17,2460,2463,12.41,21,21
5563,2022-03-23 20:00:00+00:00,41923.69,714.25,42637.94,47923.0,5592,5593,12.4,30,30
3292,2021-03-10 08:00:00+00:00,53252.72,1411.65,54664.38,61432.39,3314,3319,12.38,27,28
5564,2022-03-24 00:00:00+00:00,41935.03,723.06,42658.09,47923.0,5592,5593,12.34,29,29
4518,2021-09-30 16:00:00+00:00,42370.66,1052.49,43423.15,48774.37,4536,4538,12.32,20,23
9278,2023-12-03 00:00:00+00:00,38831.19,418.28,39249.47,44081.7,9295,9304,12.31,26,26
4518,2021-09-30 16:00:00+00:00,42400.74,1030.71,43431.45,48774.37,4536,4538,12.3,20,22
711,2020-01-05 04:00:00+00:00,7327.0,96.63,7423.62,8335.28,730,732,12.28,21,21
5565,2022-03-24 04:00:00+00:00,41965.93,720.6,42686.53,47923.0,5592,5593,12.27,28,28
713,2020-01-05 12:00:00+00:00,7332.97,94.55,7427.52,8335.28,730,732,12.22,19,20
2443,2020-10-19 20:00:00+00:00,11528.76,121.99,11650.75,13072.17,2460,2463,12.2,20,20
4518,2021-09-30 16:00:00+00:00,42462.77,1015.8,43478.57,48774.37,4536,4538,12.18,20,21
5566,2022-03-24 08:00:00+00:00,42010.8,724.76,42735.56,47923.0,5592,5593,12.14,27,27
6579,2022-09-09 04:00:00+00:00,19756.69,328.92,20085.61,22516.3,6604,6605,12.1,26,26
3170,2021-02-18 00:00:00+00:00,50497.8,1431.51,51929.31,58181.35,3192,3194,12.04,24,24
4519,2021-09-30 20:00:00+00:00,42518.82,1012.95,43531.77,48774.37,4536,4538,12.04,19,20
3292,2021-03-10 08:00:00+00:00,53473.08,1410.1,54883.18,61432.39,3314,3319,11.93,27,27
9279,2023-12-03 04:00:00+00:00,38982.08,412.06,39394.14,44081.7,9295,9304,11.9,25,25
11728,2025-01-14 08:00:00+00:00,93476.49,1471.23,94947.71,106247.9,11760,11761,11.9,33,36
11728,2025-01-14 08:00:00+00:00,93499.96,1509.07,95009.03,106247.9,11760,11761,11.83,33,34
9683,2024-02-08 12:00:00+00:00,44270.2,462.0,44732.2,50019.9,9711,9713,11.82,30,30
11728,2025-01-14 08:00:00+00:00,93491.41,1538.25,95029.67,106247.9,11760,11761,11.8,33,35
11728,2025-01-14 08:00:00+00:00,93601.99,1470.01,95072.0,106247.9,11760,11761,11.76,33,33
7338,2023-01-13 16:00:00+00:00,18880.01,224.03,19104.03,21337.2,7362,7368,11.69,30,30
9281,2023-12-03 12:00:00+00:00,39072.08,400.47,39472.54,44081.7,9295,9304,11.68,23,24
3469,2021-04-08 20:00:00+00:00,56841.02,1043.22,57884.23,64623.03,3502,3503,11.64,34,36
5567,2022-03-24 12:00:00+00:00,42222.0,708.85,42930.85,47923.0,5592,5593,11.63,26,26
1940,2020-07-28 00:00:00+00:00,10582.36,190.69,10773.05,12026.41,1970,1971,11.63,31,31
3469,2021-04-08 20:00:00+00:00,56859.11,1047.36,57906.47,64623.03,3502,3503,11.6,34,34
3469,2021-04-08 20:00:00+00:00,56848.69,1069.34,57918.03,64623.03,3502,3503,11.58,34,35
11729,2025-01-14 12:00:00+00:00,93700.12,1523.04,95223.16,106247.9,11760,11761,11.58,32,32
840,2020-01-26 16:00:00+00:00,8431.26,111.88,8543.13,9525.67,865,878,11.5,38,39
840,2020-01-26 16:00:00+00:00,8430.99,112.42,8543.41,9525.67,865,878,11.5,38,40
605,2019-12-18 12:00:00+00:00,6709.09,100.59,6809.67,7590.4,632,636,11.46,31,31
3178,2021-02-19 08:00:00+00:00,50808.82,1390.14,52198.96,58181.35,3192,3194,11.46,16,23
11730,2025-01-14 16:00:00+00:00,93827.19,1523.6,95350.78,106247.9,11760,11761,11.43,31,31
5281,2022-02-04 20:00:00+00:00,39378.97,867.87,40246.84,44842.26,5301,5303,11.42,22,22
3470,2021-04-09 00:00:00+00:00,56970.65,1027.99,57998.64,64623.03,3502,3503,11.42,33,33
3471,2021-04-09 04:00:00+00:00,57075.67,1006.89,58082.56,64623.03,3502,3503,11.26,32,32
3178,2021-02-19 08:00:00+00:00,50942.57,1373.53,52316.09,58181.35,3192,3194,11.21,16,22
11731,2025-01-14 20:00:00+00:00,94025.35,1534.16,95559.51,106247.9,11760,11761,11.19,30,30
9281,2023-12-03 12:00:00+00:00,39272.75,388.1,39660.85,44081.7,9295,9304,11.15,23,23
606,2019-12-18 16:00:00+00:00,6712.18,117.62,6829.8,7590.4,632,636,11.14,30,30
3293,2021-03-10 12:00:00+00:00,53888.98,1411.69,55300.67,61432.39,3314,3319,11.09,26,26
841,2020-01-26 20:00:00+00:00,8467.69,108.84,8576.53,9525.67,865,878,11.07,37,38
2918,2021-01-07 00:00:00+00:00,35841.33,1446.49,37287.82,41399.98,2926,2938,11.03,20,20
9283,2023-12-03 20:00:00+00:00,39314.36,391.34,39705.7,44081.7,9295,9304,11.02,21,22
1941,2020-07-28 04:00:00+00:00,10634.69,201.86,10836.55,12026.41,1970,1971,10.98,30,30
3178,2021-02-19 08:00:00+00:00,51069.33,1359.95,52429.27,58181.35,3192,3194,10.97,16,21
5568,2022-03-24 16:00:00+00:00,42465.89,748.16,43214.05,47923.0,5592,5593,10.9,25,25
9684,2024-02-08 16:00:00+00:00,44619.91,482.38,45102.29,50019.9,9711,9713,10.9,29,29
3472,2021-04-09 08:00:00+00:00,57328.51,989.05,58317.56,64623.03,3502,3503,10.81,31,31
14191,2026-02-28 20:00:00+00:00,65224.36,1226.08,66450.44,73580.2,14214,14224,10.73,33,34
3178,2021-02-19 08:00:00+00:00,51186.35,1364.0,52550.35,58181.35,3192,3194,10.72,16,20
14191,2026-02-28 20:00:00+00:00,65248.25,1265.17,66513.41,73580.2,14214,14224,10.62,33,33
9283,2023-12-03 20:00:00+00:00,39475.3,393.08,39868.39,44081.7,9295,9304,10.57,21,21
3476,2021-04-10 00:00:00+00:00,57475.26,1001.53,58476.78,64623.03,3502,3503,10.51,27,30
842,2020-01-27 00:00:00+00:00,8508.32,111.92,8620.25,9525.67,865,878,10.5,36,37
14192,2026-03-01 00:00:00+00:00,65323.97,1281.16,66605.13,73580.2,14214,14224,10.47,32,32
607,2019-12-18 20:00:00+00:00,6753.65,121.68,6875.33,7590.4,632,636,10.4,29,29
3294,2021-03-10 16:00:00+00:00,54219.68,1425.73,55645.41,61432.39,3314,3319,10.4,25,25
5569,2022-03-24 20:00:00+00:00,42690.55,733.66,43424.21,47923.0,5592,5593,10.36,24,24
9686,2024-02-09 00:00:00+00:00,44846.93,488.76,45335.69,50019.9,9711,9713,10.33,27,28
3476,2021-04-10 00:00:00+00:00,57590.5,989.19,58579.69,64623.03,3502,3503,10.32,27,29
14193,2026-03-01 04:00:00+00:00,65364.64,1335.95,66700.59,73580.2,14214,14224,10.31,31,31
14195,2026-03-01 12:00:00+00:00,65390.05,1310.4,66700.46,73580.2,14214,14224,10.31,29,30
12308,2025-04-21 00:00:00+00:00,84507.32,802.81,85310.13,94102.5,12321,12326,10.31,18,20
3476,2021-04-10 00:00:00+00:00,57628.41,973.18,58601.59,64623.03,3502,3503,10.28,27,28
14198,2026-03-02 00:00:00+00:00,65423.61,1297.26,66720.87,73580.2,14214,14224,10.28,26,28
14195,2026-03-01 12:00:00+00:00,65420.63,1300.64,66721.27,73580.2,14214,14224,10.28,29,29
14198,2026-03-02 00:00:00+00:00,65445.08,1302.48,66747.56,73580.2,14214,14224,10.24,26,27
3295,2021-03-10 20:00:00+00:00,54337.67,1421.87,55759.54,61432.39,3314,3319,10.17,24,24
4190,2021-08-07 00:00:00+00:00,41093.71,1082.62,42176.34,46448.42,4218,4222,10.13,32,32
1942,2020-07-28 08:00:00+00:00,10717.86,207.6,10925.45,12026.41,1970,1971,10.08,29,29
1444,2020-05-06 08:00:00+00:00,8883.19,203.84,9087.03,9995.0,1453,1461,9.99,17,21
14201,2026-03-02 12:00:00+00:00,65577.86,1331.21,66909.06,73580.2,14214,14224,9.97,23,26
3296,2021-03-11 00:00:00+00:00,54427.48,1435.96,55863.44,61432.39,3314,3319,9.97,23,23
6580,2022-09-09 08:00:00+00:00,20120.68,356.89,20477.57,22516.3,6604,6605,9.96,25,25
11370,2024-11-15 16:00:00+00:00,88158.11,2108.47,90266.58,99252.6,11409,11418,9.95,48,50
14201,2026-03-02 12:00:00+00:00,65589.02,1332.47,66921.49,73580.2,14214,14224,9.95,23,25
3298,2021-03-11 08:00:00+00:00,54441.52,1431.25,55872.77,61432.39,3314,3319,9.95,21,22
14201,2026-03-02 12:00:00+00:00,65592.22,1338.7,66930.92,73580.2,14214,14224,9.93,23,24
11370,2024-11-15 16:00:00+00:00,88165.25,2123.68,90288.93,99252.6,11409,11418,9.93,48,49
842,2020-01-27 00:00:00+00:00,8556.34,109.63,8665.96,9525.67,865,878,9.92,36,36
5570,2022-03-25 00:00:00+00:00,42894.31,712.24,43606.55,47923.0,5592,5593,9.9,23,23
11370,2024-11-15 16:00:00+00:00,88180.14,2165.75,90345.89,99252.6,11409,11418,9.86,48,48
608,2019-12-19 00:00:00+00:00,6766.3,142.73,6909.03,7590.4,632,636,9.86,28,28
1444,2020-05-06 08:00:00+00:00,8899.59,199.38,9098.97,9995.0,1453,1461,9.85,17,20
11372,2024-11-16 00:00:00+00:00,88213.49,2149.39,90362.88,99252.6,11409,11418,9.84,46,46
7339,2023-01-13 20:00:00+00:00,19198.79,230.08,19428.86,21337.2,7362,7368,9.82,29,29
11371,2024-11-15 20:00:00+00:00,88196.24,2180.92,90377.16,99252.6,11409,11418,9.82,47,47
3298,2021-03-11 08:00:00+00:00,54526.47,1420.22,55946.69,61432.39,3314,3319,9.81,21,21
11373,2024-11-16 04:00:00+00:00,88373.92,2084.17,90458.09,99252.6,11409,11418,9.72,45,45
11374,2024-11-16 08:00:00+00:00,88456.75,2017.08,90473.83,99252.6,11409,11418,9.7,44,44
14201,2026-03-02 12:00:00+00:00,65773.0,1326.52,67099.52,73580.2,14214,14224,9.66,23,23
11732,2025-01-15 00:00:00+00:00,95404.31,1496.59,96900.9,106247.9,11760,11761,9.65,29,29
3299,2021-03-11 12:00:00+00:00,54587.42,1448.28,56035.7,61432.39,3314,3319,9.63,20,20
5571,2022-03-25 04:00:00+00:00,43004.95,707.26,43712.21,47923.0,5592,5593,9.63,22,22
5282,2022-02-05 00:00:00+00:00,40013.0,893.72,40906.71,44842.26,5301,5303,9.62,21,21
844,2020-01-27 08:00:00+00:00,8582.95,108.6,8691.55,9525.67,865,878,9.6,34,35
12403,2025-05-06 20:00:00+00:00,94703.83,902.87,95606.7,104788.8,12427,12437,9.6,34,35
3476,2021-04-10 00:00:00+00:00,58011.03,960.77,58971.8,64623.03,3502,3503,9.58,27,27
11376,2024-11-16 16:00:00+00:00,88637.55,1946.23,90583.78,99252.6,11409,11418,9.57,42,43
9284,2023-12-04 00:00:00+00:00,39838.97,416.86,40255.84,44081.7,9295,9304,9.5,20,20
12403,2025-05-06 20:00:00+00:00,94867.19,906.45,95773.65,104788.8,12427,12437,9.41,34,34
11376,2024-11-16 16:00:00+00:00,88835.96,1912.14,90748.1,99252.6,11409,11418,9.37,42,42
609,2019-12-19 04:00:00+00:00,6793.82,147.99,6941.81,7590.4,632,636,9.34,27,27
11385,2024-11-18 04:00:00+00:00,88996.43,1827.57,90823.99,99252.6,11409,11418,9.28,33,40
9686,2024-02-09 00:00:00+00:00,45290.31,484.33,45774.64,50019.9,9711,9713,9.27,27,27
14202,2026-03-02 16:00:00+00:00,65875.23,1477.87,67353.1,73580.2,14214,14224,9.25,22,22
6186,2022-07-05 16:00:00+00:00,19805.94,443.49,20249.43,22119.7,6200,6208,9.24,22,22
11385,2024-11-18 04:00:00+00:00,88979.77,1876.21,90855.98,99252.6,11409,11418,9.24,33,41
11385,2024-11-18 04:00:00+00:00,89162.24,1761.02,90923.26,99252.6,11409,11418,9.16,33,38
11385,2024-11-18 04:00:00+00:00,89207.91,1723.78,90931.69,99252.6,11409,11418,9.15,33,37
12404,2025-05-07 00:00:00+00:00,95043.33,985.11,96028.44,104788.8,12427,12437,9.12,33,33
11385,2024-11-18 04:00:00+00:00,89139.81,1813.93,90953.74,99252.6,11409,11418,9.12,33,39
745,2020-01-10 20:00:00+00:00,7934.5,152.6,8087.1,8825.0,769,771,9.12,26,28
11385,2024-11-18 04:00:00+00:00,89274.76,1703.31,90978.07,99252.6,11409,11418,9.1,33,36
4191,2021-08-07 04:00:00+00:00,41487.49,1088.64,42576.13,46448.42,4218,4222,9.09,31,31
844,2020-01-27 08:00:00+00:00,8626.95,105.96,8732.91,9525.67,865,878,9.08,34,34
11385,2024-11-18 04:00:00+00:00,89325.0,1667.51,90992.51,99252.6,11409,11418,9.08,33,35
11385,2024-11-18 04:00:00+00:00,89351.25,1661.14,91012.39,99252.6,11409,11418,9.05,33,34
14203,2026-03-02 20:00:00+00:00,65995.68,1482.99,67478.67,73580.2,14214,14224,9.04,21,21
745,2020-01-10 20:00:00+00:00,7938.33,158.96,8097.28,8825.0,769,771,8.99,26,27
11385,2024-11-18 04:00:00+00:00,89471.29,1644.74,91116.03,99252.6,11409,11418,8.93,33,33
6192,2022-07-06 16:00:00+00:00,19832.42,473.69,20306.1,22119.7,6200,6208,8.93,16,21
14204,2026-03-03 00:00:00+00:00,66115.89,1457.36,67573.25,73580.2,14214,14224,8.89,20,20
11387,2024-11-18 12:00:00+00:00,89492.35,1658.14,91150.49,99252.6,11409,11418,8.89,31,32
1943,2020-07-28 12:00:00+00:00,10824.14,220.37,11044.5,12026.41,1970,1971,8.89,28,28
6192,2022-07-06 16:00:00+00:00,19833.45,482.36,20315.81,22119.7,6200,6208,8.88,16,20
467,2019-11-25 12:00:00+00:00,6976.98,192.24,7169.22,7803.96,491,500,8.85,33,33
11735,2025-01-15 12:00:00+00:00,96158.23,1475.76,97633.99,106247.9,11760,11761,8.82,26,28
12405,2025-05-07 04:00:00+00:00,95347.84,1013.19,96361.03,104788.8,12427,12437,8.75,32,32
5572,2022-03-25 08:00:00+00:00,43401.62,687.64,44089.27,47923.0,5592,5593,8.7,21,21
11387,2024-11-18 12:00:00+00:00,89627.06,1688.3,91315.36,99252.6,11409,11418,8.69,31,31
745,2020-01-10 20:00:00+00:00,7958.0,162.63,8120.63,8825.0,769,771,8.67,26,26
468,2019-11-25 16:00:00+00:00,6977.99,203.52,7181.51,7803.96,491,500,8.67,32,32
11735,2025-01-15 12:00:00+00:00,96317.39,1451.91,97769.3,106247.9,11760,11761,8.67,26,27
1948,2020-07-29 08:00:00+00:00,10846.3,223.12,11069.42,12026.41,1970,1971,8.65,23,27
470,2019-11-26 00:00:00+00:00,6980.73,203.2,7183.93,7803.96,491,500,8.63,30,30
610,2019-12-19 08:00:00+00:00,6842.41,144.85,6987.26,7590.4,632,636,8.63,26,26
470,2019-11-26 00:00:00+00:00,6979.15,205.7,7184.85,7803.96,491,500,8.62,30,31
10968,2024-09-09 16:00:00+00:00,54793.75,878.62,55672.37,60456.2,10993,11005,8.59,37,42
11390,2024-11-19 00:00:00+00:00,89635.47,1767.78,91403.25,99252.6,11409,11418,8.59,28,30
479,2019-11-27 12:00:00+00:00,6984.9,201.89,7186.79,7803.96,491,500,8.59,21,29
5283,2022-02-05 04:00:00+00:00,40411.26,887.36,41298.62,44842.26,5301,5303,8.58,20,20
10968,2024-09-09 16:00:00+00:00,54805.68,883.58,55689.25,60456.2,10993,11005,8.56,37,40
10968,2024-09-09 16:00:00+00:00,54826.32,867.46,55693.78,60456.2,10993,11005,8.55,37,39
10968,2024-09-09 16:00:00+00:00,54804.38,893.18,55697.55,60456.2,10993,11005,8.54,37,41
479,2019-11-27 12:00:00+00:00,6987.82,202.8,7190.62,7803.96,491,500,8.53,21,28
11390,2024-11-19 00:00:00+00:00,89639.89,1827.87,91467.77,99252.6,11409,11418,8.51,28,29
12406,2025-05-07 08:00:00+00:00,95579.99,997.28,96577.28,104788.8,12427,12437,8.5,31,31
1948,2020-07-29 08:00:00+00:00,10855.74,228.89,11084.62,12026.41,1970,1971,8.5,23,26
10968,2024-09-09 16:00:00+00:00,54871.77,855.5,55727.28,60456.2,10993,11005,8.49,37,38
