signal_time,direction,breakthrough,entry_kama,exit_time,exit_price,final_return,max_excursion,duration_bars,duration_hours,dd1,dd1_time,dd2,dd2_time,dd3,dd3_time,exited_by_stop
2019-09-10 12:00:00+00:00,short,10183.31,10254.56,2019-09-11 00:00:00+00:00,10232.813158073068,-0.004861205057399641,0.023807583192498184,3,12.0,0.007297829993249648,2019-09-10 20:00:00+00:00,0.0,2019-09-10 16:00:00+00:00,0.0,,True
2019-09-10 16:00:00+00:00,short,10167.91,10250.332571118186,2019-09-11 00:00:00+00:00,10232.813158073068,-0.00638313656130591,0.017327061313485298,2,8.0,0.0,2019-09-10 20:00:00+00:00,0.0,,0.0,,True
2019-09-12 12:00:00+00:00,long,10205.46,10119.595294407907,2019-09-13 16:00:00+00:00,10218.165615685904,0.001244982165027866,0.023974421535139043,7,28.0,0.0196713819222611,2019-09-13 16:00:00+00:00,0.01258745690164199,2019-09-13 04:00:00+00:00,0.004847755140838356,2019-09-13 00:00:00+00:00,True
2019-09-12 20:00:00+00:00,long,10365.15,10149.260930780982,2019-09-13 16:00:00+00:00,10218.165615685904,-0.014180632630892484,0.0072743761547107025,5,20.0,0.014895838157427505,2019-09-13 16:00:00+00:00,0.007777404714490689,2019-09-13 04:00:00+00:00,0.0,2019-09-13 00:00:00+00:00,True
2019-09-13 16:00:00+00:00,short,10239.42,10218.165615685904,2019-09-13 20:00:00+00:00,10217.979396786983,0.0020939275088840297,0.008390123659347878,1,4.0,0.0,2019-09-13 20:00:00+00:00,0.0,,0.0,,True
2019-09-14 12:00:00+00:00,long,10355.85,10229.477698384386,2019-09-15 00:00:00+00:00,10233.638425428357,-0.011801211351230823,0.006191669442875185,3,12.0,0.0058289430517763615,2019-09-15 00:00:00+00:00,0.003044250178505884,2019-09-14 20:00:00+00:00,0.0,2019-09-14 16:00:00+00:00,True
2019-09-16 12:00:00+00:00,short,10252.28,10254.283021357796,2019-09-16 20:00:00+00:00,10189.429356698294,0.006130406436588392,0.01673578950243262,2,8.0,0.012051570316722238,2019-09-16 20:00:00+00:00,0.0,2019-09-16 16:00:00+00:00,0.0,,True
2019-09-19 00:00:00+00:00,short,10097.92,10189.731209521726,2019-09-19 16:00:00+00:00,10008.77499703788,0.008828055972132794,0.03140943877551021,4,16.0,0.02229155826193931,2019-09-19 16:00:00+00:00,0.0023076908197235584,2019-09-19 12:00:00+00:00,0.0,2019-09-19 04:00:00+00:00,True
2019-09-19 20:00:00+00:00,long,10211.9,10010.90085573014,2019-09-21 04:00:00+00:00,10069.139759771828,-0.013979792225557617,0.006600142970456001,8,32.0,0.013203442861114778,2019-09-21 04:00:00+00:00,0.008811758670786216,2019-09-21 00:00:00+00:00,0.005708406267009649,2019-09-20 04:00:00+00:00,True
2019-09-22 00:00:00+00:00,short,9912.63,10030.822570673243,2019-09-22 04:00:00+00:00,9969.136272414584,-0.0057004319151006955,0.005612032326435991,1,4.0,0.0,2019-09-22 04:00:00+00:00,0.0,,0.0,,True
2019-09-23 12:00:00+00:00,short,9878.51,9972.14340991178,2019-09-25 20:00:00+00:00,8435.32660184876,0.14609322642293635,0.17628367031060352,14,56.0,0.01193240600362527,2019-09-25 20:00:00+00:00,0.006196503211472373,2019-09-25 00:00:00+00:00,0.005341589209810876,2019-09-24 04:00:00+00:00,True
2019-09-23 20:00:00+00:00,short,9708.91,9964.152254808974,2019-09-25 20:00:00+00:00,8435.32660184876,0.1311767642455477,0.1618945896089262,12,48.0,0.012296238765827526,2019-09-25 20:00:00+00:00,0.006388945604235187,2019-09-25 00:00:00+00:00,0.0038106589161274536,2019-09-24 04:00:00+00:00,True
2019-09-24 12:00:00+00:00,short,9603.5,9818.162488581042,2019-09-25 20:00:00+00:00,8435.32660184876,0.12164038091854436,0.15269537147914822,8,32.0,0.012533764839119853,2019-09-25 20:00:00+00:00,0.006514694473152853,2019-09-25 00:00:00+00:00,0.0,2019-09-24 16:00:00+00:00,True
2019-09-24 16:00:00+00:00,short,9408.47,9733.719423382874,2019-09-25 20:00:00+00:00,8435.32660184876,0.10343269396099898,0.13513142944602038,7,28.0,0.01299832947852735,2019-09-25 20:00:00+00:00,0.0067609007170741095,2019-09-25 00:00:00+00:00,0.0,2019-09-24 20:00:00+00:00,True
2019-09-24 20:00:00+00:00,short,8645.61,9324.575121063684,2019-09-25 20:00:00+00:00,8435.32660184876,0.02432256349190413,0.051541765127041415,6,24.0,0.015202368542132874,2019-09-25 20:00:00+00:00,0.005965809952055526,2019-09-25 16:00:00+00:00,0.0005608287331624668,2019-09-25 08:00:00+00:00,True
2019-09-26 12:00:00+00:00,short,8223.71,8404.07001784498,2019-09-27 20:00:00+00:00,8202.830030141613,0.0025389963724871353,0.06360146454580708,8,32.0,0.023543384429395832,2019-09-27 20:00:00+00:00,0.004748778690537973,2019-09-27 04:00:00+00:00,0.0,2019-09-26 16:00:00+00:00,True
2019-09-27 20:00:00+00:00,long,8157.0,8202.830030141613,2019-09-28 00:00:00+00:00,8202.03571131291,0.005521112089360093,0.006645825671202541,1,4.0,0.0,2019-09-28 00:00:00+00:00,0.0,,0.0,,True
2019-09-29 12:00:00+00:00,short,8001.14,8190.578919687136,2019-09-30 12:00:00+00:00,8107.237003777277,-0.013260235888545477,0.03651104717577747,6,24.0,0.059343732718108166,2019-09-30 12:00:00+00:00,0.029473314931798198,2019-09-30 08:00:00+00:00,0.010634013930110865,2019-09-29 20:00:00+00:00,True
2019-09-30 04:00:00+00:00,short,7888.98,8139.119892929898,2019-09-30 12:00:00+00:00,8107.237003777277,-0.027666061236975827,0.014446734558840223,2,8.0,0.03166915918266142,2019-09-30 12:00:00+00:00,0.0,2019-09-30 08:00:00+00:00,0.0,,True
2019-09-30 12:00:00+00:00,long,8127.06,8107.237003777277,2019-10-02 00:00:00+00:00,8220.919995364711,0.01154907129573435,0.045765627422462686,9,36.0,0.019753647518212385,2019-10-02 00:00:00+00:00,0.013685852400288953,2019-10-01 20:00:00+00:00,0.013012446118574328,2019-10-01 16:00:00+00:00,True
2019-10-01 00:00:00+00:00,long,8331.89,8119.157384855752,2019-10-02 00:00:00+00:00,8220.919995364711,-0.013318707356348705,0.0195153800638271,6,24.0,0.019753647518212385,2019-10-02 00:00:00+00:00,0.01368585240028895,2019-10-01 20:00:00+00:00,0.013012446118574326,2019-10-01 16:00:00+00:00,True
2019-10-02 04:00:00+00:00,short,8201.0,8222.328023039412,2019-10-02 08:00:00+00:00,8221.185182451825,-0.002461307456630327,0.0007608828191683675,1,4.0,0.0,2019-10-02 08:00:00+00:00,0.0,,0.0,,True
2019-10-03 12:00:00+00:00,short,8177.29,8228.723726628059,2019-10-03 20:00:00+00:00,8217.477253868086,-0.004914495372927507,0.011163845234790495,2,8.0,0.009647472773648507,2019-10-03 20:00:00+00:00,0.0,2019-10-03 16:00:00+00:00,0.0,,True
2019-10-05 08:00:00+00:00,short,8080.81,8195.299791367313,2019-10-05 20:00:00+00:00,8174.803085176945,-0.011631641528132078,0.008762735418850387,3,12.0,0.007184791655861111,2019-10-05 20:00:00+00:00,0.0,2019-10-05 12:00:00+00:00,0.0,,True
2019-10-06 04:00:00+00:00,short,8009.0,8164.082016064215,2019-10-07 08:00:00+00:00,7991.23122185996,0.0022186013409963806,0.031090023723311273,7,28.0,0.015088405564584352,2019-10-07 08:00:00+00:00,0.007210146183052977,2019-10-06 12:00:00+00:00,0.0,2019-10-06 08:00:00+00:00,True
2019-10-09 12:00:00+00:00,long,8242.52,8119.085813740536,2019-10-10 12:00:00+00:00,8424.971547678519,0.022135408549632658,0.0512561692297986,6,24.0,0.01006123370884913,2019-10-10 08:00:00+00:00,0.004110130509761123,2019-10-10 00:00:00+00:00,0.0019355508216180473,2019-10-09 20:00:00+00:00,True
2019-10-11 04:00:00+00:00,short,8419.34,8493.144962102151,2019-10-12 12:00:00+00:00,8368.60180359373,0.006026386439586679,0.024864181752964027,8,32.0,0.01318987312276461,2019-10-12 12:00:00+00:00,0.009410352902797407,2019-10-12 04:00:00+00:00,0.005939578940009966,2019-10-12 00:00:00+00:00,True
2019-10-11 08:00:00+00:00,short,8332.6,8483.398553161798,2019-10-12 12:00:00+00:00,8368.60180359373,-0.004320596643752258,0.014713294769939798,7,28.0,0.013461963798602188,2019-10-12 12:00:00+00:00,0.009604476777785493,2019-10-12 04:00:00+00:00,0.0060621050653893475,2019-10-12 00:00:00+00:00,True
2019-10-11 20:00:00+00:00,short,8268.51,8430.443813275386,2019-10-12 12:00:00+00:00,8368.60180359373,-0.012105180207042165,0.00243937541346628,4,16.0,0.007560938270765107,2019-10-12 12:00:00+00:00,0.003619481778661322,2019-10-12 04:00:00+00:00,0.0,2019-10-12 00:00:00+00:00,True
2019-10-13 12:00:00+00:00,long,8397.45,8359.763467212175,2019-10-13 20:00:00+00:00,8369.495881673729,-0.0033288817827163935,0.006972354702915679,2,8.0,0.018427046263345216,2019-10-13 20:00:00+00:00,0.0,2019-10-13 16:00:00+00:00,0.0,,True
2019-10-13 20:00:00+00:00,short,8277.32,8369.495881673729,2019-10-14 16:00:00+00:00,8361.654981808008,-0.010188682062310965,0.00873471123503734,5,20.0,0.009112215378760308,2019-10-14 16:00:00+00:00,0.001894019566697652,2019-10-14 04:00:00+00:00,0.0,2019-10-14 00:00:00+00:00,True
