序号,方向,基准线K时间,确认K时间,基准线,ATR,触发线,6K极值,状态,波段涨跌幅%_基准线,波段涨跌幅%_极值基准,峰值价,峰值K时间,未成交错过%,年份,成交时间,入场价,初始止损,保护线,止盈目标,出场时间,出场价,出场原因,平仓细节,保护性平仓第几K,持仓K数,R值,1m消歧
169,做空,2021-04-21 16:00,2021-04-22 00:00,54257.88,1675.27,52582.61,57060.0,成交,3.231,7.983,52505.0,2021-04-22 08:00,,2021,2021-04-22 08:00,52582.61,54257.88,51744.98,47746.93,2021-04-22 08:00,53505.17,保护性平仓,第0K(成交当根),0,0,-0.5507,是
170,做空,2021-04-17 00:00,2021-04-17 08:00,61184.03,1192.97,59991.06,63600.0,成交,2.556,6.258,59620.0,2021-04-18 00:00,,2021,2021-04-18 00:00,59991.06,61184.03,59394.57,53841.95,2021-04-18 00:00,60779.32,保护性平仓,第0K(成交当根),0,0,-0.6608,否
171,做多,2021-04-09 20:00,2021-04-10 04:00,58818.05,989.19,59807.24,58950.0,成交,5.07,4.835,61800.0,2021-04-10 12:00,,2021,2021-04-10 12:00,59807.24,58818.05,60301.83,71758.02,2021-04-11 00:00,59674.69,保护性平仓,第3K,3,3,-0.134,否
172,做空,2021-03-15 20:00,2021-03-16 04:00,55078.0,1710.38,53367.62,60833.85,成交,3.165,12.327,53335.0,2021-03-16 08:00,,2021,2021-03-16 08:00,53367.62,55078.0,52512.43,48468.64,2021-03-16 08:00,54330.15,保护性平仓,第0K(成交当根),0,0,-0.5628,是
173,做多,2021-03-08 08:00,2021-03-08 16:00,51870.36,1459.0,53329.36,51870.36,成交,4.469,4.469,54188.49,2021-03-09 08:00,,2021,2021-03-09 08:00,53329.36,51870.36,54058.85,63281.84,2021-03-09 08:00,53877.22,保护性平仓,第0K(成交当根),0,0,0.3755,否
174,做多,2021-02-16 20:00,2021-02-17 04:00,50953.44,1468.63,52422.07,50953.44,成交,3.033,3.033,52499.0,2021-02-18 00:00,,2021,2021-02-18 00:00,52422.07,50953.44,53156.39,62163.2,2021-02-18 00:00,52250.27,保护性平仓,第0K(成交当根),0,0,-0.117,是
175,做多,2021-02-05 20:00,2021-02-06 04:00,38411.82,1090.86,39502.68,38411.82,成交,3.614,3.614,39800.0,2021-02-06 08:00,,2021,2021-02-06 08:00,39502.68,38411.82,40048.11,46862.42,2021-02-06 08:00,38411.82,ATR止损,成交当根(1m消歧),,0,-1.0,是
176,做空,2021-01-27 00:00,2021-01-27 08:00,31318.69,1278.85,30039.84,32950.0,成交,6.637,11.259,29240.0,2021-01-27 20:00,,2021,2021-01-27 20:00,30039.84,31318.69,29400.41,27560.45,2021-01-27 20:00,30318.63,保护性平仓,第0K(成交当根),0,0,-0.218,否
177,做空,2021-01-21 00:00,2021-01-21 08:00,33403.0,1458.6,31944.4,36461.44,成交,7.096,14.889,31032.66,2021-01-21 20:00,,2021,2021-01-21 20:00,31944.4,33403.0,31215.1,29394.64,2021-01-21 20:00,31422.1,保护性平仓,第0K(成交当根),0,0,0.3581,否
178,做多,2021-01-06 12:00,2021-01-06 20:00,35948.66,1379.9,37328.56,35948.66,成交,5.137,5.137,37795.42,2021-01-07 08:00,,2021,2021-01-07 08:00,37328.56,35948.66,38018.51,43857.37,2021-01-07 08:00,37555.54,保护性平仓,第0K(成交当根),0,0,0.1645,否
179,做多,2020-12-26 08:00,2020-12-26 16:00,25071.0,618.76,25689.76,25071.0,成交,2.469,2.469,25690.0,2020-12-26 20:00,,2020,2020-12-26 20:00,25689.76,25071.0,25999.14,30586.62,2020-12-26 20:00,25638.48,保护性平仓,第0K(成交当根),0,0,-0.0829,是
180,做多,2020-11-29 16:00,2020-11-30 00:00,18239.76,464.9,18704.66,18239.76,成交,9.344,9.344,19944.0,2020-11-30 20:00,,2020,2020-11-30 20:00,18704.66,18239.76,18937.12,22252.51,2020-12-01 16:00,19243.07,KAMA跟踪,,,5,1.1581,否
181,做多,2020-11-17 04:00,2020-11-17 12:00,16882.0,283.78,17165.78,16882.0,成交,2.934,2.934,17377.36,2020-11-17 20:00,,2020,2020-11-17 20:00,17165.78,16882.0,17307.67,20596.04,2020-11-18 12:00,17465.56,KAMA跟踪,,,4,1.0564,否
182,做多,2020-10-24 20:00,2020-10-25 04:00,13177.59,186.71,13364.3,13177.59,成交,1.453,1.453,13369.0,2020-10-25 08:00,,2020,2020-10-25 08:00,13364.3,13177.59,13457.66,16076.66,2020-10-25 08:00,13300.61,保护性平仓,第0K(成交当根),0,0,-0.3411,是
183,做多,2020-10-20 00:00,2020-10-20 08:00,11830.0,121.99,11951.99,11830.0,成交,1.268,1.268,11980.0,2020-10-20 20:00,,2020,2020-10-20 20:00,11951.99,11830.0,12012.98,14432.6,2020-10-20 20:00,11920.79,保护性平仓,第0K(成交当根),0,0,-0.2558,是
184,做多,2020-10-09 16:00,2020-10-10 00:00,11110.0,105.78,11215.78,11110.0,成交,3.456,3.456,11494.0,2020-10-10 08:00,,2020,2020-10-10 08:00,11215.78,11110.0,11268.67,13554.2,2020-10-12 04:00,11294.45,KAMA跟踪,,,11,0.7438,是
185,做多,2020-10-09 00:00,2020-10-09 08:00,10951.99,101.65,11053.64,10958.0,成交,1.443,1.387,11110.0,2020-10-09 16:00,,2020,2020-10-09 16:00,11053.64,10951.99,11104.46,13361.43,2020-10-09 16:00,11049.28,保护性平仓,第0K(成交当根),0,0,-0.0429,是
186,做空,2020-09-07 00:00,2020-09-07 08:00,10145.34,247.82,9897.52,10348.97,成交,2.619,4.535,9879.68,2020-09-07 20:00,,2020,2020-09-07 20:00,9897.52,10145.34,9773.61,8927.9,2020-09-07 20:00,10145.34,ATR止损,成交当根(1m消歧),,0,-1.0,是
187,做空,2020-09-03 00:00,2020-09-03 08:00,11246.04,164.75,11081.29,11961.0,成交,7.135,12.686,10443.6,2020-09-03 20:00,,2020,2020-09-03 20:00,11081.29,11246.04,10998.91,9896.52,2020-09-04 20:00,9896.52,固定止盈,,,6,7.1912,是
188,做多,2020-08-01 12:00,2020-08-01 20:00,11765.05,218.0,11983.05,11765.05,成交,2.32,2.32,12037.99,2020-08-02 08:00,,2020,2020-08-02 08:00,11983.05,11765.05,12092.04,14353.36,2020-08-02 08:00,12026.41,保护性平仓,第0K(成交当根),0,0,0.1989,是
189,做多,2020-08-01 00:00,2020-08-01 08:00,11450.42,210.26,11660.68,11450.42,成交,2.748,2.748,11765.05,2020-08-01 12:00,,2020,2020-08-01 12:00,11660.68,11450.42,11765.81,13969.51,2020-08-01 12:00,11666.32,保护性平仓,第0K(成交当根),0,0,0.0268,是
190,做多,2020-07-27 08:00,2020-07-27 16:00,10360.0,123.16,10483.16,10360.0,成交,6.151,6.151,10997.24,2020-07-28 00:00,,2020,2020-07-28 00:00,10483.16,10360.0,10544.73,12639.2,2020-07-28 16:00,10634.69,KAMA跟踪,,,4,1.2305,是
191,做多,2020-07-26 20:00,2020-07-27 04:00,9997.65,105.68,10103.33,10300.0,成交,3.624,0.583,10360.0,2020-07-27 08:00,,2020,2020-07-27 08:00,10103.33,9997.65,10156.17,12197.13,2020-07-28 16:00,10634.69,KAMA跟踪,,,8,5.0281,是
192,做多,2020-07-23 04:00,2020-07-23 12:00,9543.0,65.88,9608.88,9543.0,成交,1.418,1.418,9678.32,2020-07-24 00:00,,2020,2020-07-24 00:00,9608.88,9543.0,9641.82,11642.46,2020-07-24 00:00,9597.28,保护性平仓,第0K(成交当根),0,0,-0.1761,是
193,做空,2020-07-16 00:00,2020-07-16 08:00,9156.0,67.48,9088.52,9272.56,成交,0.83,2.077,9080.0,2020-07-16 12:00,,2020,2020-07-16 12:00,9088.52,9156.0,9054.78,8057.28,2020-07-16 12:00,9124.21,保护性平仓,第0K(成交当根),0,0,-0.5289,是
194,做空,2020-07-05 16:00,2020-07-06 00:00,8986.51,77.17,8909.34,9194.0,成交,0.963,3.198,8900.0,2020-07-06 04:00,,2020,2020-07-06 04:00,8909.34,8986.51,8870.76,7908.13,2020-07-06 04:00,8986.51,ATR止损,成交当根(1m消歧),,0,-1.0,是
195,做空,2020-06-24 20:00,2020-06-25 04:00,9210.0,115.05,9094.95,9678.0,成交,2.226,6.954,9005.0,2020-06-25 08:00,,2020,2020-06-25 08:00,9094.95,9210.0,9037.42,8104.8,2020-06-25 08:00,9099.65,保护性平仓,第0K(成交当根),0,0,-0.0409,是
196,做多,2020-05-28 08:00,2020-05-28 16:00,9280.0,161.68,9441.68,9280.0,成交,2.605,2.605,9521.76,2020-05-28 20:00,,2020,2020-05-28 20:00,9441.68,9280.0,9522.53,11321.6,2020-05-28 20:00,9494.98,保护性平仓,第0K(成交当根),0,0,0.3296,是
197,做空,2020-05-21 00:00,2020-05-21 08:00,9353.0,223.32,9129.68,9838.0,成交,4.5,9.208,8932.13,2020-05-21 20:00,,2020,2020-05-21 20:00,9129.68,9353.0,9018.02,8230.64,2020-05-21 20:00,9082.3,保护性平仓,第0K(成交当根),0,0,0.2121,是
198,做多,2020-04-28 08:00,2020-04-28 16:00,7780.0,120.74,7900.74,7780.0,成交,2.37,2.37,7964.4,2020-04-29 12:00,,2020,2020-04-29 12:00,7900.74,7780.0,7961.11,9491.6,2020-04-29 12:00,7943.25,保护性平仓,第0K(成交当根),0,0,0.3521,否
199,做多,2020-04-18 04:00,2020-04-18 12:00,7140.0,144.67,7284.67,7140.0,成交,2.101,2.101,7290.0,2020-04-19 04:00,,2020,2020-04-19 04:00,7284.67,7140.0,7357.01,8710.8,2020-04-19 04:00,7242.42,保护性平仓,第0K(成交当根),0,0,-0.2921,否
200,做多,2020-04-02 08:00,2020-04-02 16:00,6750.0,184.85,6934.85,6750.0,成交,8.0,8.0,7290.0,2020-04-03 00:00,,2020,2020-04-03 00:00,6934.85,6750.0,7027.27,8235.0,2020-04-03 00:00,6750.0,ATR止损,成交当根(1m消歧),,0,-1.0,是
201,做多,2020-03-20 04:00,2020-03-20 12:00,6400.0,343.95,6743.95,6400.0,成交,7.984,7.984,6911.0,2020-03-20 16:00,,2020,2020-03-20 16:00,6743.95,6400.0,6915.93,7808.0,2020-03-20 16:00,6656.7,保护性平仓,第0K(成交当根),0,0,-0.2537,是
202,做空,2020-03-12 16:00,2020-03-13 00:00,5199.17,304.62,4894.55,7988.0,成交,16.391,45.581,4347.0,2020-03-13 04:00,,2020,2020-03-13 04:00,4894.55,5199.17,4742.24,4575.27,2020-03-13 04:00,4764.65,保护性平仓,第0K(成交当根),0,0,0.4264,是
203,做空,2020-02-16 08:00,2020-02-16 16:00,9865.0,166.28,9698.72,10288.14,成交,2.416,6.43,9626.64,2020-02-17 00:00,,2020,2020-02-17 00:00,9698.72,9865.0,9615.59,8681.2,2020-02-17 00:00,9755.57,保护性平仓,第0K(成交当根),0,0,-0.3419,是
204,做多,2020-02-06 04:00,2020-02-06 12:00,9738.0,132.26,9870.26,9799.08,成交,1.499,0.867,9884.0,2020-02-06 20:00,,2020,2020-02-06 20:00,9870.26,9738.0,9936.4,11880.36,2020-02-06 20:00,9738.0,ATR止损,成交当根(1m消歧),,0,-1.0,是
205,做多,2020-02-02 20:00,2020-02-03 04:00,9489.92,132.62,9622.54,9489.92,成交,1.662,1.662,9647.61,2020-02-03 08:00,,2020,2020-02-03 08:00,9622.54,9489.92,9688.85,11577.7,2020-02-03 08:00,9489.92,ATR止损,成交当根(1m消歧),,0,-1.0,是
206,做空,2020-01-21 04:00,2020-01-21 12:00,8612.51,153.86,8458.65,8750.37,成交,1.903,3.449,8448.6,2020-01-22 00:00,,2020,2020-01-22 00:00,8458.65,8612.51,8381.73,7579.01,2020-01-22 00:00,8536.51,保护性平仓,第0K(成交当根),0,0,-0.506,是
207,做多,2020-01-18 20:00,2020-01-19 04:00,8968.0,146.13,9114.13,8995.0,成交,2.646,2.338,9205.3,2020-01-19 08:00,,2020,2020-01-19 08:00,9114.13,8968.0,9187.19,10940.96,2020-01-19 08:00,9165.18,保护性平仓,第0K(成交当根),0,0,0.3494,是
208,做多,2020-01-07 08:00,2020-01-07 16:00,8014.91,112.66,8127.57,8014.91,成交,1.473,1.473,8133.0,2020-01-08 00:00,,2020,2020-01-08 00:00,8127.57,8014.91,8183.9,9778.19,2020-01-08 00:00,8077.71,保护性平仓,第0K(成交当根),0,0,-0.4426,是
209,做多,2020-01-06 08:00,2020-01-06 16:00,7580.08,100.13,7680.21,7580.08,成交,3.015,3.015,7808.65,2020-01-07 04:00,,2020,2020-01-07 04:00,7680.21,7580.08,7730.28,9247.7,2020-01-09 00:00,8141.71,KAMA跟踪,,,11,4.6088,是
210,做多,2020-01-04 12:00,2020-01-04 20:00,7368.47,98.59,7467.06,7407.28,成交,1.622,1.09,7488.0,2020-01-05 08:00,,2020,2020-01-05 08:00,7467.06,7368.47,7516.35,8989.53,2020-01-05 08:00,7475.15,保护性平仓,第0K(成交当根),0,0,0.0821,是
211,做空,2020-01-02 12:00,2020-01-02 20:00,7101.0,75.66,7025.34,7260.43,成交,2.521,4.661,6922.0,2020-01-03 00:00,,2020,2020-01-03 00:00,7025.34,7101.0,6987.51,6248.88,2020-01-03 12:00,7101.0,ATR止损,第3K,,3,-1.0,是
212,做多,2019-12-21 16:00,2019-12-22 00:00,7152.73,110.72,7263.45,7213.18,成交,4.407,3.532,7467.96,2019-12-23 00:00,,2019,2019-12-23 00:00,7263.45,7152.73,7318.81,8726.33,2019-12-24 00:00,7461.24,KAMA跟踪,,,6,1.7863,否
213,做空,2019-12-18 04:00,2019-12-18 12:00,6550.0,100.34,6449.66,6940.0,成交,1.878,7.392,6427.0,2019-12-18 20:00,,2019,2019-12-18 20:00,6449.66,6550.0,6399.49,5764.0,2019-12-18 20:00,6550.0,ATR止损,成交当根(1m消歧),,0,-1.0,是
214,做空,2019-12-17 04:00,2019-12-17 12:00,6831.37,89.71,6741.66,7147.34,成交,2.466,6.777,6662.93,2019-12-17 20:00,,2019,2019-12-17 20:00,6741.66,6831.37,6696.81,6011.61,2019-12-18 20:00,6707.45,KAMA跟踪,,,6,0.3814,是
215,做空,2019-11-22 00:00,2019-11-22 08:00,7545.25,121.74,7423.51,8131.51,成交,2.062,9.123,7389.68,2019-11-22 12:00,,2019,2019-11-22 12:00,7423.51,7545.25,7362.64,6639.82,2019-11-22 12:00,7545.25,ATR止损,收盘穿线(止损优先),,0,-1.0,是
216,做空,2019-11-08 04:00,2019-11-08 12:00,9091.2,128.43,8962.77,9322.48,成交,1.676,4.116,8938.81,2019-11-08 16:00,,2019,2019-11-08 16:00,8962.77,9091.2,8898.55,8000.26,2019-11-08 16:00,9033.3,保护性平仓,第0K(成交当根),0,0,-0.5492,是
217,做空,2019-10-16 00:00,2019-10-16 08:00,8080.0,114.39,7965.61,8408.62,成交,2.225,6.046,7900.24,2019-10-16 20:00,,2019,2019-10-16 20:00,7965.61,8080.0,7908.42,7110.4,2019-10-16 20:00,7955.01,保护性平仓,第0K(成交当根),0,0,0.0927,否
218,做空,2019-09-24 08:00,2019-09-24 16:00,9603.5,130.37,9473.13,9968.49,成交,2.031,5.618,9408.47,2019-09-24 20:00,,2019,2019-09-24 20:00,9473.13,9603.5,9407.94,8451.08,2019-09-24 20:00,9530.0,保护性平仓,第0K(成交当根),0,0,-0.4362,是
