方向,起始K,结束K,起始时间,结束时间,持续K数,截断,KAMA参考,突破KATR,起点价,极值价,极值K,极值时间,极值年龄K,涨跌幅%,终结K收盘,峰前回撤%,全程回撤%,峰值回吐%,突破K实体%,突破K顺向涨跌%,突破K振幅ATR,收盘距KAMA_ATR,ATR%,量比,EMA70偏离%,距20K高_ATR,距20K低_ATR,前波涨幅%,前波同向,前休整K,3K后剩余%,5K后剩余%,8K后剩余%,10K后剩余%,15K后剩余%,20K后剩余%
做多,38,47,2019-09-15 00:00:00+00:00,2019-09-16 12:00:00+00:00,10,False,10233.638425428357,170.77002284846571,10529.970022848467,10359.2,38,2019-09-15 00:00:00+00:00,1,-1.6217522222562921,10120.07,4.797354804926752,3.2279519654027458,2.308382886709408,8.995484314722276,-0.27931960608773565,1.9581305572391072,0.40845327188096386,1.657415887862788,1.164943068958972,,-0.8592843026683367,2.1624404203990926,-1.3874253672693413,True,-1.0,0.0,0.0,0.0,0.0,,
做空,47,49,2019-09-16 12:00:00+00:00,2019-09-16 20:00:00+00:00,3,False,10254.283021357796,132.38101981984812,9982.618980180152,10080.7,48,2019-09-16 16:00:00+00:00,2,-0.9825179145330728,10249.27,2.9993233280195306,2.466892180106525,1.6722053032031474,96.96461713464666,1.5819713422686954,1.261736767304746,1.0138388534885256,1.3081037959208595,1.0484597533234163,,-2.265430500596847,0.7195895614766802,-1.6217522222562921,False,-1.0,0.0,,,,,
做多,49,50,2019-09-16 20:00:00+00:00,2019-09-17 00:00:00+00:00,2,False,10189.429356698294,133.7636453874128,10463.143645387412,10329.38,49,2019-09-16 20:00:00+00:00,1,-1.2784269233117282,10224.09,3.286332072283039,2.0339071657737287,1.0193254580623334,61.35465752772653,1.2356568489071185,1.5706061194095409,0.4473610384076543,1.305104123390376,1.0283654619074545,,-1.2761314892817794,1.6780344117410149,-0.9825179145330728,False,-1.0,,,,,,
做多,50,51,2019-09-17 00:00:00+00:00,2019-09-17 04:00:00+00:00,2,False,10191.061758640277,131.38346311804213,10392.743463118042,10261.36,50,2019-09-17 00:00:00+00:00,1,-1.2641846071183962,10201.89,2.0932246032057242,0.9390568111829287,0.5795528078149598,38.5445682451244,-0.2456760335126318,0.6557902947236897,0.2513881167072673,1.28503820993401,1.0511812085012675,,-1.490903005228366,1.5167814523275014,-1.2784269233117282,True,-1.0,,,,,,
做多,51,52,2019-09-17 04:00:00+00:00,2019-09-17 08:00:00+00:00,2,False,10192.162805683749,128.10378996214007,10358.893789962141,10230.79,51,2019-09-17 04:00:00+00:00,1,-1.2366551154938403,10163.0,1.8717615403106673,0.918990615582965,0.6626076774129941,35.15731874145115,-0.2171342388417985,0.5135679437700049,0.07593213533436635,1.2556868380480488,1.1344741259401288,,-1.7023696181389443,1.3823166360053387,-1.2641846071183962,True,-1.0,,,,,,
做空,52,53,2019-09-17 08:00:00+00:00,2019-09-17 12:00:00+00:00,2,False,10192.673034911368,125.15060046403302,10011.619399535968,10136.77,52,2019-09-17 08:00:00+00:00,1,-1.2500535175141891,10201.14,1.9396522452005314,1.0604956016561489,0.6350149011963276,57.82155272306,0.38120387496826114,0.5516553635700728,0.23709862199099432,1.2314336363675393,1.1022380758777313,,-2.0532861931721205,1.1041896681887267,-1.2366551154938403,False,-1.0,,,,,,
做多,53,55,2019-09-17 12:00:00+00:00,2019-09-17 20:00:00+00:00,3,False,10190.696521184173,123.52557044083134,10367.795570440832,10270.63,55,2019-09-17 20:00:00+00:00,3,-0.9371864036156116,10186.52,2.0850678331000294,0.9664450963572673,0.8189371051240164,41.489476524553524,0.3752828889107551,0.7500471333130084,0.08454507660686587,1.2108996684765756,1.1142913389821676,,-1.7715360408298566,1.427477722796365,-1.2500535175141891,False,-1.0,0.0,,,,,
做空,55,56,2019-09-17 20:00:00+00:00,2019-09-18 00:00:00+00:00,2,False,10192.035207197681,119.39457732285022,10051.975422677151,10171.37,55,2019-09-17 20:00:00+00:00,1,-1.1877722766163634,10206.05,2.1752398720510766,0.9758764060298504,0.340957019555856,70.52186177715205,0.6765855004577825,0.8313610402220638,0.0461931129649834,1.1720840613168209,1.0708748521181575,,-1.9552814309877395,1.3544166211395618,-0.9371864036156116,False,-1.0,,,,,,
做多,56,57,2019-09-18 00:00:00+00:00,2019-09-18 04:00:00+00:00,2,False,10191.838176064086,117.06384845670765,10373.713848456708,10256.65,56,2019-09-18 00:00:00+00:00,1,-1.1284661420858793,10198.54,1.830047090463651,0.7095884133708261,0.5665592566773631,30.475405331133317,0.191723964612045,0.6217120055378516,0.12140232978218836,1.1470044577158416,1.0188006004503023,,-1.8273788434275813,1.5482149475636422,-1.1877722766163634,False,-1.0,,,,,,
做多,57,58,2019-09-18 04:00:00+00:00,2019-09-18 08:00:00+00:00,2,False,10192.145207975318,113.35115603387223,10341.761156033872,10228.41,57,2019-09-18 04:00:00+00:00,1,-1.0960527353480565,10156.12,1.5100054398641738,0.7665903107130029,0.7067569641811293,17.47255314178849,-0.07358380568386336,0.3776759011368774,0.056415763618431036,1.111444932645969,0.9777550792343983,,-1.9534869140093245,1.532670738250666,-1.1284661420858793,True,-1.0,,,,,,
做空,58,59,2019-09-18 08:00:00+00:00,2019-09-18 12:00:00+00:00,2,False,10192.355262344658,110.15709823217858,10039.84290176782,10097.92,59,2019-09-18 12:00:00+00:00,2,-0.5784662051031989,10172.91,1.6948183342810847,1.1099315502598548,0.7426281848142962,87.46715180917565,0.4159418897214717,0.44908590362221795,0.32894169260235584,1.0846376198014456,0.9274534335748433,,-1.8435489247544208,1.192024863647358,-1.0960527353480565,False,-1.0,,,,,,
做空,59,60,2019-09-18 12:00:00+00:00,2019-09-18 16:00:00+00:00,2,False,10191.933149217099,110.25324332056965,9987.666756679431,10097.92,59,2019-09-18 12:00:00+00:00,1,-1.1038938924031978,10171.17,2.2260779092562273,1.1322133667131442,0.7253969134237547,14.462883654531709,-0.1653190391606163,1.0165687341652059,0.17254049535565602,1.0837925757779205,1.1443152672775325,,-1.6407680586231752,0.8363472785275946,-0.5784662051031989,True,-1.0,,,,,,
做空,60,61,2019-09-18 16:00:00+00:00,2019-09-18 20:00:00+00:00,2,False,10191.158124856867,108.72758115454116,10023.78241884546,10132.51,60,2019-09-18 16:00:00+00:00,1,-1.0846961417490923,10155.16,1.8802042310915208,0.7869718361985311,0.22353789929641948,2.0943064961124622,0.0171042504062191,0.7333925684105899,0.18383674725971208,1.0689781131820741,0.9417290449102494,,-1.679794566020944,0.8320795794344841,-1.1038938924031978,True,-1.0,,,,,,
