方向,起始K,结束K,起始时间,结束时间,持续K数,截断,KAMA参考,突破KATR,起点价,极值价,极值K,极值时间,极值年龄K,涨跌幅%,终结K收盘,峰前回撤%,全程回撤%,峰值回吐%,突破K实体%,突破K顺向涨跌%,突破K振幅ATR,收盘距KAMA_ATR,ATR%,量比,EMA70偏离%,距20K高_ATR,距20K低_ATR,前波涨幅%,前波同向,前休整K,3K后剩余%,5K后剩余%,8K后剩余%,10K后剩余%,15K后剩余%,20K后剩余%
做多,1659,1660,2020-06-11 04:00:00+00:00,2020-06-11 08:00:00+00:00,2,False,9792.407223765598,132.03638922138927,10039.96638922139,9907.93,1659,2020-06-11 04:00:00+00:00,1,-1.3151078808704013,9791.56,2.838320151423233,1.5435111067599416,1.1745137480785672,58.105015366507814,-0.8989970586183227,1.158241306823213,0.06507884898301781,1.347172627501166,1.5017793023187473,11.08819339127388,-1.6282632482437835,1.900763883956192,-1.3153165624114216,True,-1.0,,,,,,
做空,1660,1661,2020-06-11 08:00:00+00:00,2020-06-11 12:00:00+00:00,2,False,9792.784785197102,128.9180697603198,9629.41193023968,9503.0,1661,2020-06-11 12:00:00+00:00,2,1.3127689536543994,9525.02,2.0623073475202105,3.0924971061769884,0.2317163001157575,13.549590928664418,0.09631670237730816,0.5404207504000659,0.009500492827572364,1.3166244169501062,0.9195856664607613,10.98119690666887,-1.740873101941823,1.8735154850599562,-1.3151078808704013,False,-1.0,,,,,,
做空,1661,1674,2020-06-11 12:00:00+00:00,2020-06-13 16:00:00+00:00,14,False,9792.747454097902,137.16616627230377,9365.833833727696,9055.07,1662,2020-06-11 16:00:00+00:00,2,3.318058373068632,9400.98,4.602325579598096,5.715803411790297,3.8200698614146535,90.67986933442238,2.7221402922516846,2.1425108537085262,1.9518476120882904,1.4400617140153382,3.053612323712818,7.960133028849257,-3.579381223102207,-0.18233359347778294,1.3127689536543994,True,-1.0,0.0,0.0,0.0,0.0,,
做空,1674,1685,2020-06-13 16:00:00+00:00,2020-06-15 12:00:00+00:00,12,False,9494.511243975678,135.00625800732294,9241.993741992677,8888.43,1683,2020-06-15 04:00:00+00:00,10,3.8256219584546565,9290.01,2.768409773367338,4.752470346281627,4.518008242175502,27.28175424079525,0.3496937132511535,0.895143690253568,0.6927919146577991,1.4360870675963884,0.4496639135812954,6.185843860547826,-4.555418460429006,2.562177524994709,3.318058373068632,True,-1.0,4.886066931080134,4.886066931080134,3.8145448897911445,0.0,,
做空,1685,1686,2020-06-15 12:00:00+00:00,2020-06-15 16:00:00+00:00,2,False,9310.389091995617,144.15322119898212,8891.576778801018,9035.73,1685,2020-06-15 12:00:00+00:00,1,-1.621233497557672,9412.2,4.715397860575176,4.584798350548328,4.166459157146143,64.91712707182315,-1.9655512664459085,1.9085248162456148,0.14137104829233724,1.5517014642501152,2.324396889470915,4.569747739492892,-1.8035670506531531,2.785785823305872,3.8256219584546565,True,-1.0,,,,,,
做多,1686,1697,2020-06-15 16:00:00+00:00,2020-06-17 12:00:00+00:00,12,False,9309.032131702013,145.77656013903305,9595.776560139033,9595.0,1688,2020-06-16 00:00:00+00:00,3,-0.008092728443247845,9393.05,3.359775606679638,2.5013027618551327,2.1047420531526915,69.18242554637072,1.3152838371541131,1.211580241923332,0.7077123249416223,1.5488043192774594,2.157604530692738,5.945136730063267,-0.9452822859077878,3.592964462191038,-1.621233497557672,False,-1.0,0.0,0.0,0.0,0.0,,
做空,1697,1698,2020-06-17 12:00:00+00:00,2020-06-17 16:00:00+00:00,2,False,9405.181049669065,135.64035563036683,9219.359644369633,9283.73,1698,2020-06-17 16:00:00+00:00,2,-0.6982085319741046,9293.61,3.792458143705198,2.2875467664350615,0.10642274172128034,38.30841121495392,0.8651169074049614,1.5777015550089741,0.08943540152699135,1.4440501821066303,1.448246851390535,5.340057565612611,-1.488863687075063,3.720279246208537,-0.008092728443247845,False,-1.0,,,,,,
做空,1698,1699,2020-06-17 16:00:00+00:00,2020-06-17 20:00:00+00:00,2,False,9405.070294147887,135.93683784884848,9147.79316215115,9231.03,1699,2020-06-17 20:00:00+00:00,2,-0.9099116734869026,9458.45,3.510976168303769,2.5776105158362466,2.4636470686369782,70.19848838030615,1.058655069439629,1.0414395556075453,0.8199417899644064,1.4626914390516546,0.9831877610809637,4.224869706043634,-2.2171326387268357,2.9806490014908977,-0.6982085319741046,True,-1.0,,,,,,
做多,1699,1702,2020-06-17 20:00:00+00:00,2020-06-18 08:00:00+00:00,4,False,9389.800513367976,141.03699595640597,9610.006995956406,9483.85,1702,2020-06-18 08:00:00+00:00,4,-1.3127669522976286,9427.51,3.943566285808817,2.5128393056478022,0.5940625378933676,70.44212826763113,1.7736918162049031,1.6870750712355296,0.4867480774565264,1.4911216526640831,1.123057255875706,6.073497690469949,-0.9681856811684105,4.0416345805904115,-0.9099116734869026,False,-1.0,0.15483859695692273,,,,,
做多,1702,1703,2020-06-18 08:00:00+00:00,2020-06-18 12:00:00+00:00,2,False,9391.495419198569,131.6068106581236,9615.456810658125,9483.85,1702,2020-06-18 08:00:00+00:00,1,-1.3687005542185622,9383.56,2.5184119218310026,1.1656658424585067,1.0574819298069968,7.65264586160022,-0.08955103667246389,0.8400021203095484,0.27365286508603837,1.3959869643004739,0.6755117112181889,5.544015554398064,-1.272654501407912,4.0961405971638785,-1.3127669522976286,True,-1.0,,,,,,
做空,1703,1704,2020-06-18 12:00:00+00:00,2020-06-18 16:00:00+00:00,2,False,9392.279484257857,128.4009701252174,9246.599029874782,9329.7,1704,2020-06-18 16:00:00+00:00,2,-0.8987193005420512,9391.51,2.118519138683475,0.9196437184475307,0.662507904862959,65.10594162098185,0.46618884519878945,0.5256190816485508,0.06790824282210725,1.368360943237081,0.6302855132845754,5.051981127108582,-1.6467165302084783,3.8561235130633778,-1.3687005542185622,False,-1.0,,,,,,
做空,1704,1705,2020-06-18 16:00:00+00:00,2020-06-18 20:00:00+00:00,2,False,9391.922035519046,126.27092161895649,9203.429078381045,9272.41,1705,2020-06-18 20:00:00+00:00,2,-0.7495132632791407,9381.59,2.304259855895583,1.4838644969322987,1.1774716605499573,8.857808857809356,-0.08472264257914919,0.6794913579463294,0.0032631069272589202,1.3445220376590823,0.5687956069191202,5.140983941601225,-1.6115349234090863,2.8175924863653563,-0.8987193005420512,True,-1.0,,,,,,
做空,1705,1708,2020-06-18 20:00:00+00:00,2020-06-19 08:00:00+00:00,4,False,9391.914262751203,126.83687553800867,9145.573124461991,9239.0,1706,2020-06-19 00:00:00+00:00,2,-1.0215529881677594,9382.26,2.8913100572203287,2.3162679943716853,1.5506007143630287,7.202558325459586,0.10562731658699809,1.0847791654941006,0.08139795865681718,1.3519763231819837,1.1693866882402002,5.0299263416305395,-1.6825548492484599,2.7268095223329447,-0.7495132632791407,True,-1.0,0.0,,,,,
做多,1708,1709,2020-06-19 08:00:00+00:00,2020-06-19 12:00:00+00:00,2,False,9378.967394068743,127.87011741440013,9580.8701174144,9453.0,1708,2020-06-19 08:00:00+00:00,1,-1.334639921503384,9377.15,3.2438610857431605,1.9350470750026456,0.802390775415216,47.70391427946654,0.9388928874587421,1.4305140536251708,0.025749612167688854,1.3628924951386991,1.381892322141404,4.887163145182999,-1.6637194389253138,1.182684454022162,-1.0215529881677594,False,-1.0,,,,,,
做空,1709,1710,2020-06-19 12:00:00+00:00,2020-06-19 16:00:00+00:00,2,False,9379.062579569005,125.18111154368013,9220.15888845632,9261.66,1710,2020-06-19 16:00:00+00:00,2,-0.4501127588553676,9302.89,2.161254637305306,1.2777407073893898,0.4451685766914308,7.0454852206791125,0.05446448936611281,0.5918624550170056,0.015278499650786434,1.3349590391929333,0.8585702421439413,4.830036887365378,-1.684359544342497,1.16726875323369,-1.334639921503384,False,-1.0,,,,,,
做空,1710,1714,2020-06-19 16:00:00+00:00,2020-06-20 08:00:00+00:00,5,False,9378.981478506345,124.83905596649612,9136.820944033503,9165.0,1714,2020-06-20 08:00:00+00:00,5,-0.30841204111478493,9320.01,2.716251719133907,2.4004364429896343,1.6913256955810172,62.75139428764588,0.7919250518547805,0.9479405229703102,0.609516612547649,1.3419384295256218,1.1974041243737017,3.999861563385728,-2.2838205383138868,0.5756211423072944,-0.4501127588553676,True,-1.0,1.00691477444436,0.0,,,,
做空,1714,1717,2020-06-20 08:00:00+00:00,2020-06-20 20:00:00+00:00,4,False,9364.066171417393,121.31700614131078,9043.682993858689,9165.0,1714,2020-06-20 08:00:00+00:00,1,-1.3414557567275867,9354.04,3.7740929925682924,2.5018003273322518,2.0626295690125573,9.981818181818612,-0.2361785535677008,1.8134308370892591,0.3631491809654111,1.3016832185943017,1.569524976342634,4.071178030526904,-2.0523915642129738,0.7334503449281885,-0.30841204111478493,True,-1.0,0.0,,,,,
做空,1717,1718,2020-06-20 20:00:00+00:00,2020-06-21 00:00:00+00:00,2,False,9356.137455167753,117.89404814040637,9164.115951859594,9282.01,1717,2020-06-20 20:00:00+00:00,1,-1.2864748630388387,9366.7,2.5116885180146538,1.2480055505219252,0.9124101353047509,64.15211970074833,-0.7761258349493705,0.952380563489349,0.01779101829851376,1.260354329684354,0.8822131573406483,4.451171419845037,-1.8233320798687962,1.603473652672126,-1.3414557567275867,True,-1.0,,,,,,
做多,1718,1720,2020-06-21 00:00:00+00:00,2020-06-21 08:00:00+00:00,3,False,9356.087745879038,114.99484573338604,9512.844845733387,9420.47,1719,2020-06-21 04:00:00+00:00,2,-0.9710538459461873,9355.02,1.8386176645342138,1.0028162076838985,0.6947636370584367,21.465531630780525,0.13534258993974646,0.5209798719057406,0.09228460678634959,1.2276986103257927,0.669712932108989,4.459921496892181,-1.0187413118637534,1.753991656875121,-1.2864748630388387,False,-1.0,0.0,,,,,
做空,1720,1721,2020-06-21 08:00:00+00:00,2020-06-21 12:00:00+00:00,2,False,9356.242811317565,109.35954827438086,9216.64045172562,9325.7,1721,2020-06-21 12:00:00+00:00,2,-1.1832896036859288,9370.0,1.8461124654431362,0.655071469165855,0.47503136493774484,17.607843137254044,0.09589918838103229,0.4663515971375636,0.01118156884203889,1.1689932065819297,0.5293770586245264,4.329663040543228,-1.178040710965339,1.7375711860407852,-0.9710538459461873,False,-1.0,,,,,,
做多,1721,1722,2020-06-21 12:00:00+00:00,2020-06-21 16:00:00+00:00,2,False,9356.199833432778,106.94607086066182,9493.736070860663,9386.79,1721,2020-06-21 12:00:00+00:00,1,-1.126490878432086,9347.82,1.769967793568847,0.9139439574125006,0.4151578974282067,24.521198232115776,0.16012793131388037,0.5712224816523951,0.12903855612612286,1.1413668181500727,0.5398737956952603,4.49672397171679,-1.0645552387645316,1.916853965276489,-1.1832896036859288,False,-1.0,,,,,,
做空,1722,1724,2020-06-21 16:00:00+00:00,2020-06-22 00:00:00+00:00,3,False,9356.791413885923,105.29876731762873,9195.701232682371,9273.0,1724,2020-06-22 00:00:00+00:00,3,-0.8405967675733261,9380.13,2.161105089096723,1.3095007009597788,1.1552895503073353,29.95945945945956,0.23671291355389368,0.7027622628931877,0.0851996097813918,1.1264526629484601,0.7813688336326496,4.249366731834964,-1.2918479813697403,1.7362026608396266,-1.126490878432086,False,-1.0,0.0,,,,,
做多,1724,1735,2020-06-22 00:00:00+00:00,2020-06-23 20:00:00+00:00,12,False,9356.32511647293,104.42863750415994,9498.85863750416,9795.0,1729,2020-06-22 20:00:00+00:00,6,3.117652065339632,9631.66,2.377745012568208,2.360796324655434,1.6675855028075564,71.43210079881378,0.9320482788526485,1.1628036418186831,0.22795359679111946,1.1132962709915528,1.0226712997153407,4.501979446979352,-0.697797096099219,2.060067095976709,-0.8405967675733261,False,-1.0,3.4214636979311264,1.7557898939721706,0.0,0.0,,
做多,1735,1737,2020-06-23 20:00:00+00:00,2020-06-24 04:00:00+00:00,3,False,9602.64464835321,99.78662257070857,9766.78662257071,9678.0,1737,2020-06-24 04:00:00+00:00,3,-0.909066881481024,9519.0,2.700853748162241,1.8082248398429428,1.6429014259144452,20.724481551305377,-0.15953063371704213,0.7441879290721535,0.29077396247406584,1.0360272535648951,0.6888862748877492,7.065825533148015,-1.6368927596908873,4.023585423141244,3.117652065339632,True,-1.0,0.0,,,,,
做空,1737,1744,2020-06-24 04:00:00+00:00,2020-06-25 08:00:00+00:00,8,False,9612.040510664196,101.2432268700645,9401.756773129935,9005.0,1742,2020-06-25 00:00:00+00:00,6,4.2200280511814485,9253.21,2.9382086086247576,3.64375347029429,2.7563575791227,78.91428571428592,1.4299338620640367,1.7285106906420011,0.9189800991191612,1.0635909955884493,1.4372706661616166,5.605989272657427,-2.726108289241099,2.429792170845327,-0.909066881481024,False,-1.0,2.180443559079156,2.180443559079156,0.0,,,
做空,1744,1747,2020-06-25 08:00:00+00:00,2020-06-25 20:00:00+00:00,4,False,9325.854293488575,124.47137874433292,9044.968621255668,9157.74,1745,2020-06-25 12:00:00+00:00,2,-1.246785737645558,9246.75,3.1857642719420527,2.1092540299244122,0.9719646987138773,51.179130009774234,-0.9135781465389181,1.3150011002625976,0.5836224698513973,1.345169716718122,1.1848414115275883,2.5660417103221707,-4.352727554443259,1.9941130443314858,4.2200280511814485,True,-1.0,0.0,,,,,
做空,1747,1763,2020-06-25 20:00:00+00:00,2020-06-28 12:00:00+00:00,17,False,9304.466721388006,122.56628210092241,9090.433717899077,8816.4,1758,2020-06-27 16:00:00+00:00,12,3.014528529694956,9153.88,2.865278931499868,4.05494306065968,3.8278662492627324,24.111675126903616,0.3582974137931072,1.125105515450418,0.47090211433908963,1.325506606114823,0.689657118905973,2.494436653325886,-4.473089911861445,1.972402163597819,-1.246785737645558,True,-1.0,2.9771956806319446,2.443447770403366,2.443447770403366,2.443447770403366,0.0,
做多,1763,1764,2020-06-28 12:00:00+00:00,2020-06-28 16:00:00+00:00,2,False,9125.252389505153,126.02575614879662,9299.925756148796,9188.0,1764,2020-06-28 16:00:00+00:00,2,-1.2035123621798183,9109.66,3.0616992394862677,1.7300166777488215,0.8526338702655654,66.6939701342065,1.168861597768367,1.2593457468536253,0.22715682388801822,1.3767468674354113,1.1309807484796808,1.3566826648431034,-1.5633312270499853,2.6778653055772366,3.014528529694956,False,-1.0,,,,,,
做空,1764,1765,2020-06-28 16:00:00+00:00,2020-06-28 20:00:00+00:00,2,False,9125.397392316709,124.28546834135675,8972.494531658644,9070.0,1765,2020-06-28 20:00:00+00:00,2,-1.0867152718490614,9114.0,2.4018456359150138,1.0027724095778874,0.48511576626240355,48.57487393115524,0.4830738440967042,0.7339554753855752,0.126622947370526,1.3643260927560057,0.6481380905517603,0.8670550416451486,-1.9410153352556156,2.359567887651562,-1.2035123621798183,False,-1.0,,,,,,
做空,1765,1766,2020-06-28 20:00:00+00:00,2020-06-29 00:00:00+00:00,2,False,9125.18426951078,121.63969492428895,8948.360305075712,9070.0,1765,2020-06-28 20:00:00+00:00,1,-1.3593517781720443,9093.0,2.156928066640426,0.8379272326350606,0.25358324145534733,6.235112792490791,-0.04764173415912065,0.5867328099139262,0.09194588590296977,1.3346466416972673,0.6228882901742331,0.9151098558622274,-1.9475550324871422,2.4465697664338335,-1.0867152718490614,True,-1.0,,,,,,
做空,1766,1767,2020-06-29 00:00:00+00:00,2020-06-29 04:00:00+00:00,2,False,9125.005204391762,118.70771017807449,8964.292289821926,9061.0,1767,2020-06-29 04:00:00+00:00,2,-1.0788103182208404,9095.0,2.027016794001524,0.7615053526100872,0.37523452157598497,33.349206349206696,0.23041474654378336,0.5307153166840902,0.2696135267351284,1.3054845505122017,0.45333631815678105,0.6562740279331956,-2.172563177346455,2.3300929618225323,-1.3593517781720443,True,-1.0,,,,,,
