序号,组别,信号时间,方向,6K极值,入场基准,是否有回调突破线,回调偏移%,ATR,ATR%,突破K收盘价,入场价,初始止损,止盈目标,出场时间,出场价,持仓K数,R值,收益率%,MFE%,出场原因,同信号对方R值,年份
1233,A_原策略_6K极值,2019-10-03 20:00,做空,8177.29,8177.29,是,0.0,158.92,1.943,8104.71,8177.29,8336.21,7196.02,2019-10-04 20:00,8177.29,6,0.0,0.0,2.413,保本平仓,,2019
1234,A_原策略_6K极值,2019-10-02 12:00,做空,8201.0,8201.0,否,0.0,185.67,2.264,8194.52,8201.0,8386.67,7216.88,2019-10-03 04:00,8250.79,4,-0.2682,-0.607,0.289,保本平仓,,2019
1235,A_原策略_6K极值,2019-09-30 20:00,做多,8127.06,8127.06,是,0.0,188.79,2.323,8280.0,8127.06,7938.27,9915.01,2019-10-02 08:00,8220.92,9,0.4972,1.155,4.577,KAMA跟踪,,2019
1236,A_原策略_6K极值,2019-09-29 20:00,做空,8001.14,8001.14,是,0.0,183.36,2.292,7965.7,8001.14,8184.5,7041.0,2019-09-30 16:00,8001.14,5,0.0,0.0,3.651,保本平仓,,2019
1237,A_原策略_6K极值,2019-09-26 20:00,做空,8223.71,8223.71,是,0.0,200.85,2.442,7921.82,8223.71,8424.56,7236.86,2019-09-28 04:00,8202.83,8,0.104,0.254,6.36,KAMA跟踪,,2019
1238,A_原策略_6K极值,2019-09-25 04:00,做空,8645.61,8645.61,是,11.079,173.97,2.012,8495.83,8645.61,8819.58,7608.14,2019-09-26 04:00,8435.33,6,1.2087,2.432,5.154,KAMA跟踪,,2019
1239,A_原策略_6K极值,2019-09-23 20:00,做空,9878.51,9878.51,是,0.542,117.27,1.187,9867.06,9878.51,9995.78,8693.09,2019-09-25 00:00,8693.09,7,10.1083,12.0,12.481,固定止盈,,2019
1240,A_原策略_6K极值,2019-09-22 08:00,做空,9912.63,9912.63,是,0.0,122.64,1.237,9872.07,9912.63,10035.27,8723.11,2019-09-22 12:00,10035.27,1,-1.0,-1.237,0.561,ATR止损,,2019
1241,A_原策略_6K极值,2019-09-20 04:00,做多,10211.9,10211.9,是,0.0,132.5,1.298,10245.3,10211.9,10079.4,12458.52,2019-09-20 20:00,10172.45,4,-0.2977,-0.386,0.66,保本平仓,,2019
1242,A_原策略_6K极值,2019-09-19 08:00,做空,10097.92,10097.92,是,0.0,106.74,1.057,9821.97,10097.92,10204.66,8886.17,2019-09-20 00:00,10008.77,4,0.8352,0.883,3.141,KAMA跟踪,,2019
1243,A_原策略_6K极值,2019-09-16 20:00,做空,10252.28,10252.28,是,0.0,130.52,1.273,10120.07,10252.28,10382.8,9022.01,2019-09-17 12:00,10225.02,4,0.2089,0.266,1.674,KAMA跟踪,,2019
1244,A_原策略_6K极值,2019-09-14 20:00,做多,10355.85,10355.85,是,0.0,169.99,1.642,10358.0,10355.85,10185.86,12634.14,2019-09-15 08:00,10185.86,3,-1.0,-1.642,0.619,ATR止损,,2019
1245,A_原策略_6K极值,2019-09-12 20:00,做多,10205.46,10205.46,是,0.0,219.29,2.149,10326.58,10205.46,9986.17,12450.66,2019-09-14 00:00,10218.17,7,0.0579,0.124,2.397,KAMA跟踪,,2019
1246,A_原策略_6K极值,2019-09-10 20:00,做空,10183.31,10183.31,是,0.0,276.37,2.714,10179.1,10183.31,10459.68,8961.31,2019-09-12 00:00,10120.92,7,0.2257,0.613,2.936,KAMA跟踪,,2019
1247,B_新策略_回调突破线,2026-08-19 20:00,做多,65057.9,65057.9,是,0.0,396.31,0.609,68523.7,65057.9,64661.59,79370.64,2026-08-21 16:00,79370.64,11,36.1148,22.0,22.284,固定止盈,36.1148,2026
1248,B_新策略_回调突破线,2026-08-17 20:00,做多,63753.0,63753.0,否,0.0,356.63,0.559,64169.9,63753.0,63396.37,77778.66,2026-08-19 08:00,64315.38,9,1.5769,0.882,2.047,KAMA跟踪,1.5769,2026
1249,B_新策略_回调突破线,2026-08-17 04:00,做空,62928.5,62928.5,是,0.0,324.91,0.516,62876.0,62928.5,63253.41,55377.08,2026-08-17 08:00,63253.41,1,-1.0,-0.516,0.325,ATR止损,-1.0,2026
1250,B_新策略_回调突破线,2026-08-10 20:00,做空,64794.4,64794.4,是,0.0,417.42,0.644,64268.8,64794.4,65211.82,57019.07,2026-08-12 16:00,64089.11,11,1.6896,1.089,2.443,KAMA跟踪,1.6896,2026
1251,B_新策略_回调突破线,2026-08-09 08:00,做空,64784.3,64784.3,是,0.0,447.35,0.691,64759.0,64784.3,65231.65,57010.18,2026-08-09 20:00,65231.65,3,-1.0,-0.691,0.057,ATR止损,-1.0,2026
1252,B_新策略_回调突破线,2026-08-07 16:00,做多,64971.0,64971.0,是,0.0,539.87,0.831,64996.1,64971.0,64431.13,79264.62,2026-08-08 08:00,64885.5,4,-0.1584,-0.132,0.596,保本平仓,-0.1584,2026
1253,B_新策略_回调突破线,2026-08-06 00:00,做多,64728.5,64512.9,是,0.333,593.51,0.917,64805.7,64512.9,63919.39,78705.74,2026-08-06 16:00,64512.9,4,0.0,0.0,0.789,保本平仓,0.0,2026
1254,B_新策略_回调突破线,2026-08-03 12:00,做空,62745.0,62961.1,是,0.344,555.27,0.885,62591.0,62961.1,63516.37,55405.77,2026-08-03 20:00,63516.37,2,-1.0,-0.882,1.101,ATR止损,-1.0,2026
1255,B_新策略_回调突破线,2026-07-31 16:00,做空,63835.6,63950.0,是,0.179,660.67,1.035,63779.4,63950.0,64610.67,56276.0,2026-08-02 08:00,63165.51,10,1.1874,1.227,2.691,KAMA跟踪,1.0143,2026
1256,B_新策略_回调突破线,2026-07-30 16:00,做多,64715.9,64715.9,是,0.0,649.62,1.004,64766.8,64715.9,64066.28,78953.4,2026-07-31 08:00,64715.9,4,0.0,0.0,1.044,保本平仓,0.0,2026
1257,B_新策略_回调突破线,2026-07-28 04:00,做空,64374.4,64606.3,是,0.36,529.13,0.822,63720.8,64606.3,65135.43,56853.54,2026-07-29 12:00,64390.63,8,0.4076,0.334,3.012,KAMA跟踪,0.0,2026
1258,B_新策略_回调突破线,2026-07-27 04:00,做多,64909.0,64909.0,否,0.0,462.9,0.713,65375.1,64909.0,64446.1,79188.98,2026-07-27 20:00,64938.45,4,0.0636,0.045,1.253,KAMA跟踪,0.0636,2026
1259,B_新策略_回调突破线,2026-07-24 20:00,做空,64636.0,64636.0,是,0.0,597.19,0.924,64065.1,64636.0,65233.19,56879.68,2026-07-26 20:00,64558.3,12,0.1301,0.12,1.355,KAMA跟踪,0.1301,2026
1260,B_新策略_回调突破线,2026-07-23 12:00,做空,65505.0,65505.0,是,0.0,622.66,0.951,65405.3,65505.0,66127.66,57644.4,2026-07-24 08:00,65346.98,5,0.2538,0.241,1.327,KAMA跟踪,0.2538,2026
1261,B_新策略_回调突破线,2026-07-20 20:00,做多,65084.6,65084.6,是,0.0,615.13,0.945,65570.1,65084.6,64469.47,79403.21,2026-07-22 20:00,65611.39,12,0.8564,0.809,2.826,KAMA跟踪,0.8564,2026
1262,B_新策略_回调突破线,2026-07-20 12:00,做空,64259.5,64259.5,是,0.0,557.36,0.867,64250.0,64259.5,64816.86,56548.36,2026-07-20 16:00,64816.86,1,-1.0,-0.867,0.625,ATR止损,-1.0,2026
1263,B_新策略_回调突破线,2026-07-19 00:00,做多,64356.7,64356.7,是,0.0,620.3,0.964,64526.3,64356.7,63736.4,78515.17,2026-07-19 20:00,64376.34,5,0.0317,0.031,0.92,KAMA跟踪,0.0317,2026
1264,B_新策略_回调突破线,2026-07-16 12:00,做空,64362.2,64450.9,是,0.138,681.15,1.058,64200.0,64450.9,65132.05,56716.79,2026-07-18 00:00,63824.06,9,0.9203,0.973,3.019,KAMA跟踪,0.79,2026
1265,B_新策略_回调突破线,2026-07-15 04:00,做多,64950.0,64950.0,否,0.0,709.04,1.092,65014.7,64950.0,64240.96,79239.0,2026-07-15 20:00,64707.4,4,-0.3422,-0.374,0.985,保本平仓,-0.3422,2026
1266,B_新策略_回调突破线,2026-07-13 08:00,做空,63602.8,63602.8,是,0.0,625.17,0.983,62780.2,63602.8,64227.97,55970.46,2026-07-14 20:00,62900.63,9,1.1232,1.104,2.825,KAMA跟踪,1.1232,2026
1267,B_新策略_回调突破线,2026-07-10 08:00,做多,63484.9,63286.5,是,0.313,819.67,1.291,63917.2,63286.5,62466.83,77209.53,2026-07-11 20:00,63776.54,9,0.5979,0.774,2.202,KAMA跟踪,,2026
1268,B_新策略_回调突破线,2026-07-08 16:00,做空,62434.9,62638.0,是,0.325,833.66,1.335,62270.0,62638.0,63471.66,55121.44,2026-07-09 12:00,62576.99,5,0.0732,0.097,1.785,KAMA跟踪,0.0,2026
1269,B_新策略_回调突破线,2026-07-07 04:00,做多,63990.7,63990.7,是,0.0,794.37,1.241,64023.6,63990.7,63196.33,78068.65,2026-07-07 08:00,63196.33,1,-1.0,-1.241,0.48,ATR止损,-1.0,2026
1270,B_新策略_回调突破线,2026-07-06 04:00,做多,63430.0,63430.0,是,0.0,698.83,1.102,63617.1,63430.0,62731.17,77384.6,2026-07-06 16:00,62731.17,3,-1.0,-1.102,0.741,ATR止损,-1.0,2026
1271,B_新策略_回调突破线,2026-07-01 20:00,做多,59444.5,59264.4,是,0.303,862.07,1.45,60118.5,59264.4,58402.33,72302.57,2026-07-05 08:00,62594.59,21,3.863,5.619,7.063,KAMA跟踪,3.6541,2026
1272,B_新策略_回调突破线,2026-06-30 20:00,做空,58988.0,58988.0,是,0.0,861.88,1.461,58356.2,58988.0,59849.88,51909.44,2026-07-01 12:00,59169.7,4,-0.2108,-0.308,2.084,保本平仓,-0.2108,2026
1273,B_新策略_回调突破线,2026-06-29 00:00,做空,59714.8,59714.8,是,0.0,892.71,1.495,59451.4,59714.8,60607.51,52549.02,2026-06-29 16:00,59998.9,4,-0.3182,-0.476,1.448,保本平仓,-0.3182,2026
1274,B_新策略_回调突破线,2026-06-27 20:00,做多,60580.0,60580.0,是,0.0,1021.14,1.686,60817.2,60580.0,59558.86,73907.6,2026-06-28 12:00,60169.5,4,-0.402,-0.678,0.446,KAMA跟踪,-0.402,2026
1275,B_新策略_回调突破线,2026-06-24 20:00,做空,61916.9,61916.9,是,0.0,775.53,1.253,60254.9,61916.9,62692.43,54486.87,2026-06-25 12:00,61592.38,4,0.4184,0.524,4.614,KAMA跟踪,0.4184,2026
1276,B_新策略_回调突破线,2026-06-23 16:00,做空,62532.4,64014.9,是,2.371,786.12,1.257,62478.5,64014.9,64801.02,56333.11,2026-06-24 16:00,63194.02,6,1.0442,1.282,3.277,KAMA跟踪,,2026
1277,B_新策略_回调突破线,2026-06-22 20:00,做多,64788.0,64337.3,是,0.696,749.87,1.157,64808.0,64337.3,63587.43,78491.51,2026-06-23 12:00,64037.2,4,-0.4002,-0.466,0.775,保本平仓,-1.0,2026
1278,B_新策略_回调突破线,2026-06-22 04:00,做空,63820.0,63820.0,是,0.0,706.33,1.107,63287.1,63820.0,64526.33,56161.6,2026-06-22 08:00,64526.33,1,-1.0,-1.107,0.836,ATR止损,-1.0,2026
1279,B_新策略_回调突破线,2026-06-20 20:00,做多,63894.0,63894.0,否,0.0,802.08,1.255,64139.5,63894.0,63091.92,77950.68,2026-06-21 16:00,63979.14,5,0.1061,0.133,1.055,KAMA跟踪,0.1061,2026
1280,B_新策略_回调突破线,2026-06-18 20:00,做空,63660.1,63660.1,否,0.0,876.51,1.377,62337.8,63660.1,64536.61,56020.89,2026-06-20 08:00,63660.1,9,0.0,0.0,2.235,保本平仓,0.0,2026
1281,B_新策略_回调突破线,2026-06-17 16:00,做空,65200.0,65328.8,是,0.198,804.47,1.234,64774.5,65328.8,66133.27,57489.34,2026-06-18 00:00,66133.27,2,-1.0,-1.231,2.011,ATR止损,-1.0,2026
1282,B_新策略_回调突破线,2026-06-15 08:00,做多,65775.0,64682.2,是,1.661,830.88,1.263,65894.7,64682.2,63851.32,78912.28,2026-06-16 20:00,65625.5,9,1.1353,1.458,3.978,KAMA跟踪,0.0,2026
1283,B_新策略_回调突破线,2026-06-15 00:00,做空,63830.0,63862.9,是,0.052,781.02,1.224,63777.3,63862.9,64643.92,56199.35,2026-06-15 04:00,64643.92,1,-1.0,-1.223,0.159,ATR止损,-1.0,2026
1284,B_新策略_回调突破线,2026-06-14 04:00,做多,64323.0,64323.0,否,0.0,873.89,1.359,64418.2,64323.0,63449.11,78474.06,2026-06-14 20:00,64323.0,4,0.0,0.0,0.558,保本平仓,0.0,2026
1285,B_新策略_回调突破线,2026-06-11 16:00,做多,62993.4,62840.2,是,0.243,1153.42,1.831,63078.0,62840.2,61686.78,76665.04,2026-06-12 12:00,62840.2,5,0.0,0.0,1.711,保本平仓,0.0,2026
1286,B_新策略_回调突破线,2026-06-09 20:00,做空,62381.2,62658.4,是,0.444,1203.28,1.929,61100.7,62658.4,63861.68,55139.39,2026-06-10 20:00,62137.32,6,0.433,0.832,3.138,KAMA跟踪,0.2027,2026
1287,B_新策略_回调突破线,2026-06-07 16:00,做多,62380.0,61475.0,是,1.451,1317.41,2.112,62598.8,61475.0,60157.59,74999.5,2026-06-09 08:00,62717.65,10,0.9433,2.021,4.514,KAMA跟踪,0.0,2026
1288,B_新策略_回调突破线,2026-06-04 04:00,做空,65199.0,65359.1,是,0.246,1069.29,1.64,64117.7,65359.1,66428.39,57516.01,2026-06-07 12:00,61889.77,20,3.2445,5.308,9.607,KAMA跟踪,3.0948,2026
1289,B_新策略_回调突破线,2026-06-01 12:00,做空,73171.0,73171.0,否,0.0,673.03,0.92,72776.1,73171.0,73844.03,64390.48,2026-06-03 12:00,67343.88,12,8.658,7.964,10.676,KAMA跟踪,8.658,2026
1290,B_新策略_回调突破线,2026-05-27 00:00,做空,76234.7,76434.0,是,0.261,796.61,1.045,76028.3,76434.0,77230.61,67261.92,2026-05-29 04:00,73833.6,13,3.2643,3.402,5.074,KAMA跟踪,3.0141,2026
1291,B_新策略_回调突破线,2026-05-24 04:00,做多,76054.1,76054.1,是,0.0,770.65,1.013,76715.2,76054.1,75283.45,92786.0,2026-05-26 08:00,76624.03,13,0.7395,0.749,2.411,KAMA跟踪,0.7395,2026
1292,B_新策略_回调突破线,2026-05-23 00:00,做空,76528.0,76970.0,是,0.578,720.01,0.941,75827.1,76970.0,77690.01,67733.6,2026-05-24 00:00,75808.08,6,1.6138,1.51,3.594,KAMA跟踪,0.9999,2026
1293,B_新策略_回调突破线,2026-05-21 08:00,做多,77825.8,77825.8,是,0.0,739.59,0.95,78039.1,77825.8,77086.21,94947.48,2026-05-21 20:00,77086.21,3,-1.0,-0.95,0.455,ATR止损,-1.0,2026
1294,B_新策略_回调突破线,2026-05-18 04:00,做空,77675.4,77675.4,是,0.0,720.81,0.928,77430.4,77675.4,78396.21,68354.35,2026-05-18 20:00,77675.4,4,0.0,0.0,2.139,保本平仓,0.0,2026
1295,B_新策略_回调突破线,2026-05-15 20:00,做空,79196.4,79196.4,是,0.0,842.53,1.064,79118.0,79196.4,80038.93,69692.83,2026-05-17 12:00,78229.76,10,1.1473,1.221,2.013,KAMA跟踪,1.1473,2026
1296,B_新策略_回调突破线,2026-05-14 20:00,做多,80558.0,80558.0,是,0.0,811.4,1.007,81245.5,80558.0,79746.6,98280.76,2026-05-15 12:00,80558.0,4,0.0,0.0,1.789,保本平仓,0.0,2026
1297,B_新策略_回调突破线,2026-05-13 20:00,做空,79801.0,79801.0,是,0.0,755.04,0.946,78794.7,79801.0,80556.04,70224.88,2026-05-14 12:00,79801.0,4,0.0,0.0,1.362,保本平仓,0.0,2026
1298,B_新策略_回调突破线,2026-05-12 20:00,做空,80394.0,80394.0,是,0.0,761.87,0.948,80301.6,80394.0,81155.87,70746.72,2026-05-13 08:00,81155.87,3,-1.0,-0.948,0.738,ATR止损,-1.0,2026
1299,B_新策略_回调突破线,2026-05-10 20:00,做多,81043.2,81043.2,是,0.0,674.51,0.832,81381.4,81043.2,80368.69,98872.7,2026-05-11 04:00,80368.69,2,-1.0,-0.832,1.749,ATR止损,-1.0,2026
1300,B_新策略_回调突破线,2026-05-10 00:00,做多,80641.8,80641.8,是,0.0,771.69,0.957,80896.9,80641.8,79870.11,98383.0,2026-05-10 16:00,80641.8,4,0.0,0.0,0.369,保本平仓,0.0,2026
1301,B_新策略_回调突破线,2026-05-07 20:00,做空,80521.8,80521.8,否,0.0,902.12,1.12,79861.6,80521.8,81423.92,70859.18,2026-05-08 16:00,80284.83,5,0.2627,0.294,1.719,KAMA跟踪,0.2627,2026
1302,B_新策略_回调突破线,2026-05-05 08:00,做多,80771.7,80590.2,是,0.225,876.52,1.085,80836.9,80590.2,79713.68,98320.04,2026-05-07 16:00,80653.53,14,0.0723,0.079,2.778,KAMA跟踪,0.0,2026
1303,B_新策略_回调突破线,2026-05-04 08:00,做多,79428.9,79428.9,否,0.0,660.24,0.831,80278.7,79428.9,78768.66,96903.26,2026-05-04 16:00,78768.66,2,-1.0,-0.831,1.462,ATR止损,-1.0,2026
1304,B_新策略_回调突破线,2026-05-03 04:00,做多,78565.9,78503.9,是,0.079,699.65,0.891,78652.9,78503.9,77804.25,95774.76,2026-05-04 04:00,78503.9,6,0.0,0.0,1.178,保本平仓,0.0,2026
1305,B_新策略_回调突破线,2026-05-01 08:00,做多,76630.3,76445.0,是,0.242,797.56,1.041,77082.6,76445.0,75647.44,93262.9,2026-05-02 04:00,77743.03,5,1.6275,1.698,3.185,KAMA跟踪,1.3952,2026
1306,B_新策略_回调突破线,2026-04-30 00:00,做空,75675.2,75840.3,是,0.218,852.92,1.127,75518.5,75840.3,76693.22,66739.46,2026-04-30 16:00,76129.9,4,-0.3395,-0.382,0.747,保本平仓,-0.5331,2026
1307,B_新策略_回调突破线,2026-04-29 16:00,做多,77432.1,76956.0,是,0.615,790.19,1.02,77552.5,76956.0,76165.81,93886.32,2026-04-29 20:00,76165.81,1,-1.0,-1.027,0.79,ATR止损,-1.0,2026
1308,B_新策略_回调突破线,2026-04-27 20:00,做空,77408.6,77715.0,是,0.396,819.47,1.059,76760.0,77715.0,78534.47,68389.2,2026-04-29 08:00,77058.09,9,0.8016,0.845,2.676,KAMA跟踪,0.4277,2026
1309,B_新策略_回调突破线,2026-04-27 08:00,做多,78994.8,78994.8,否,0.0,774.5,0.98,79065.1,78994.8,78220.3,96373.66,2026-04-27 12:00,78220.3,1,-1.0,-0.98,0.169,ATR止损,-1.0,2026
1310,B_新策略_回调突破线,2026-04-26 12:00,做多,77847.0,77847.0,是,0.0,796.7,1.023,78061.5,77847.0,77050.3,94973.34,2026-04-27 04:00,77847.0,4,0.0,0.0,1.474,保本平仓,0.0,2026
1311,B_新策略_回调突破线,2026-04-22 08:00,做多,76999.0,76999.0,是,0.0,1016.41,1.32,77488.3,76999.0,75982.59,93938.78,2026-04-23 16:00,76999.0,8,0.0,0.0,3.175,保本平仓,0.0,2026
1312,B_新策略_回调突破线,2026-04-22 00:00,做空,75242.5,75242.5,是,0.0,973.18,1.293,74988.6,75242.5,76215.68,66213.4,2026-04-22 04:00,76215.68,1,-1.0,-1.293,0.399,ATR止损,-1.0,2026
1313,B_新策略_回调突破线,2026-04-21 00:00,做多,75817.7,75817.7,是,0.0,969.82,1.279,76252.5,75817.7,74847.88,92497.59,2026-04-21 20:00,75817.7,5,0.0,0.0,1.558,保本平仓,0.0,2026
1314,B_新策略_回调突破线,2026-04-20 04:00,做空,74550.0,74824.3,是,0.368,924.35,1.24,73758.4,74824.3,75748.65,65845.38,2026-04-20 20:00,75148.8,4,-0.3511,-0.434,1.544,保本平仓,-1.0,2026
1315,B_新策略_回调突破线,2026-04-19 00:00,做空,75710.6,75710.6,否,0.0,985.14,1.301,75604.2,75710.6,76695.74,66625.33,2026-04-19 16:00,75554.2,4,0.1588,0.207,1.171,KAMA跟踪,0.1588,2026
1316,B_新策略_回调突破线,2026-04-17 16:00,做多,75500.0,75500.0,是,0.0,950.91,1.259,75542.2,75500.0,74549.09,92110.0,2026-04-18 16:00,75735.56,6,0.2477,0.312,3.709,KAMA跟踪,0.2477,2026
1317,B_新策略_回调突破线,2026-04-15 12:00,做空,73766.8,74112.2,是,0.468,973.77,1.32,73705.1,74112.2,75085.97,65218.74,2026-04-16 00:00,75085.97,3,-1.0,-1.314,0.772,ATR止损,-1.0,2026
1318,B_新策略_回调突破线,2026-04-14 00:00,做多,72431.0,71423.9,是,1.39,863.73,1.192,73272.2,71423.9,70560.17,87137.16,2026-04-15 00:00,73994.79,6,2.9765,3.599,6.42,KAMA跟踪,1.8105,2026
1319,B_新策略_回调突破线,2026-04-12 20:00,做空,71259.0,72451.9,是,1.674,884.03,1.241,70856.2,72451.9,73335.93,63757.67,2026-04-13 20:00,71365.27,6,1.2292,1.5,2.752,KAMA跟踪,0.0,2026
1320,B_新策略_回调突破线,2026-04-08 04:00,做多,69940.0,69940.0,是,0.0,862.05,1.233,71890.2,69940.0,69077.95,85326.8,2026-04-12 08:00,72133.82,25,2.5449,3.137,5.481,KAMA跟踪,2.5449,2026
1321,B_新策略_回调突破线,2026-04-06 04:00,做多,67828.6,67452.7,是,0.554,712.74,1.051,68997.9,67452.7,66739.96,82292.29,2026-04-07 04:00,69017.45,6,2.1954,2.32,4.269,KAMA跟踪,1.668,2026
1322,B_新策略_回调突破线,2026-04-04 20:00,做多,67350.0,67350.0,是,0.0,811.24,1.205,67357.3,67350.0,66538.76,82167.0,2026-04-05 12:00,67113.4,4,-0.2917,-0.351,0.258,保本平仓,-0.2917,2026
1323,B_新策略_回调突破线,2026-04-01 12:00,做多,68600.0,67865.7,是,1.07,1041.53,1.518,68651.9,67865.7,66824.17,82796.15,2026-04-02 08:00,67865.7,5,0.0,0.0,1.882,保本平仓,-0.4381,2026
1324,B_新策略_回调突破线,2026-03-30 12:00,做多,67487.7,66986.8,是,0.742,972.18,1.441,67595.9,66986.8,66014.62,81723.9,2026-03-31 04:00,66515.9,4,-0.4844,-0.703,1.734,保本平仓,-1.0,2026
1325,B_新策略_回调突破线,2026-03-30 04:00,做空,66111.0,66233.6,是,0.185,883.82,1.337,65977.9,66233.6,67117.42,58285.57,2026-03-30 08:00,67117.42,1,-1.0,-1.334,0.724,ATR止损,-1.0,2026
1326,B_新策略_回调突破线,2026-03-26 12:00,做空,70531.4,70531.4,是,0.0,1115.37,1.581,70053.8,70531.4,71646.77,62067.63,2026-03-28 20:00,66635.38,14,3.493,5.524,7.132,KAMA跟踪,3.493,2026
1327,B_新策略_回调突破线,2026-03-25 16:00,做多,71339.8,71339.8,是,0.0,1121.69,1.572,71650.3,71339.8,70218.11,87034.56,2026-03-26 08:00,71297.5,4,-0.0377,-0.059,0.832,保本平仓,-0.0377,2026
1328,B_新策略_回调突破线,2026-03-25 00:00,做空,69467.8,70100.5,是,0.911,1155.5,1.663,69342.6,70100.5,71256.0,61688.44,2026-03-25 12:00,71256.0,3,-1.0,-1.648,1.202,ATR止损,-1.0,2026
1329,B_新策略_回调突破线,2026-03-22 04:00,做空,69701.3,69701.3,是,0.0,961.56,1.38,68881.5,69701.3,70662.86,61337.14,2026-03-23 16:00,69023.47,9,0.7049,0.972,3.445,KAMA跟踪,0.7049,2026
1330,B_新策略_回调突破线,2026-03-18 16:00,做空,73330.3,73330.3,是,0.0,1086.24,1.481,72906.4,73330.3,74416.54,64530.66,2026-03-20 08:00,70564.92,10,2.5458,3.771,6.246,KAMA跟踪,2.5458,2026
1331,B_新策略_回调突破线,2026-03-15 08:00,做多,71272.3,71272.3,是,0.0,1044.24,1.465,71314.8,71272.3,70228.06,86952.21,2026-03-17 16:00,73645.19,14,2.2724,3.329,6.632,KAMA跟踪,2.2724,2026
1332,B_新策略_回调突破线,2026-03-13 08:00,做多,70756.5,70756.5,是,0.0,1183.98,1.673,71366.3,70756.5,69572.52,86322.93,2026-03-14 04:00,70756.5,5,0.0,0.0,4.4,保本平仓,0.0,2026
1333,B_新策略_回调突破线,2026-03-11 16:00,做空,69184.8,69184.8,是,0.0,1271.18,1.837,69144.0,69184.8,70455.98,60882.62,2026-03-11 20:00,70455.98,1,-1.0,-1.837,0.364,ATR止损,-1.0,2026
1334,B_新策略_回调突破线,2026-03-09 20:00,做多,68441.5,67623.0,是,1.196,1206.74,1.763,68832.3,67623.0,66416.26,82500.06,2026-03-11 12:00,69337.05,10,1.4204,2.535,6.1,KAMA跟踪,0.7421,2026
1335,B_新策略_回调突破线,2026-03-09 04:00,做空,66508.0,66508.0,是,0.0,1135.97,1.708,65934.3,66508.0,67643.97,58527.04,2026-03-09 08:00,67643.97,1,-1.0,-1.708,1.109,ATR止损,-1.0,2026
1336,B_新策略_回调突破线,2026-03-06 20:00,做空,70100.0,70100.0,否,0.0,1448.86,2.067,68468.4,70100.0,71548.86,61688.0,2026-03-08 12:00,67383.78,10,1.8747,3.875,5.124,KAMA跟踪,1.8747,2026
1337,B_新策略_回调突破线,2026-03-04 12:00,做多,68972.9,68561.9,是,0.596,1448.26,2.1,69464.5,68561.9,67113.64,83645.52,2026-03-06 08:00,70484.54,11,1.3275,2.804,7.999,KAMA跟踪,1.0438,2026
1338,B_新策略_回调突破线,2026-03-02 20:00,做多,67333.0,67333.0,是,0.0,1326.52,1.97,69089.1,67333.0,66006.48,82146.26,2026-03-03 16:00,67333.0,5,0.0,0.0,4.109,保本平仓,0.0,2026
1339,B_新策略_回调突破线,2026-03-01 00:00,做多,66095.2,66095.2,是,0.0,1226.08,1.855,66318.1,66095.2,64869.12,80636.14,2026-03-02 00:00,66095.2,6,0.0,0.0,3.168,保本平仓,0.0,2026
1340,B_新策略_回调突破线,2026-02-27 16:00,做空,66462.0,66462.0,是,0.0,1173.66,1.766,66094.1,66462.0,67635.66,58486.56,2026-02-28 20:00,65241.82,7,1.0396,1.836,5.24,KAMA跟踪,1.0396,2026
1341,B_新策略_回调突破线,2026-02-25 20:00,做多,66283.1,66283.1,是,0.0,1079.67,1.629,67362.3,66283.1,65203.43,80865.38,2026-02-26 20:00,66980.87,6,0.6463,1.053,5.606,KAMA跟踪,0.6463,2026
1342,B_新策略_回调突破线,2026-02-22 20:00,做空,67763.7,67763.7,是,0.0,863.73,1.275,67659.9,67763.7,68627.43,59632.06,2026-02-25 08:00,64958.26,15,3.2481,4.14,7.913,KAMA跟踪,3.2481,2026
1343,B_新策略_回调突破线,2026-02-21 20:00,做多,68280.0,68220.0,是,0.088,987.1,1.446,68571.5,68220.0,67232.9,83228.4,2026-02-22 12:00,68010.5,4,-0.2122,-0.307,0.605,保本平仓,-0.273,2026
1344,B_新策略_回调突破线,2026-02-20 08:00,做多,67299.4,67299.4,是,0.0,1092.61,1.624,67327.2,67299.4,66206.79,82105.27,2026-02-21 00:00,67547.6,4,0.2272,0.369,1.463,KAMA跟踪,0.2272,2026
1345,B_新策略_回调突破线,2026-02-19 00:00,做空,66666.2,66824.5,是,0.237,1181.61,1.772,66138.2,66824.5,68006.11,58805.56,2026-02-19 16:00,67180.4,4,-0.3012,-0.533,1.244,保本平仓,-0.4352,2026
1346,B_新策略_回调突破线,2026-02-16 00:00,做空,68741.4,69212.2,是,0.685,1273.81,1.853,68263.6,69212.2,70486.01,60906.74,2026-02-16 20:00,69212.2,5,0.0,0.0,2.835,保本平仓,0.0,2026
1347,B_新策略_回调突破线,2026-02-13 20:00,做多,68385.0,68385.0,是,0.0,1534.76,2.244,68652.0,68385.0,66850.24,83429.7,2026-02-15 20:00,69613.03,12,0.8001,1.796,3.734,KAMA跟踪,0.8001,2026
1348,B_新策略_回调突破线,2026-02-13 00:00,做空,65834.5,65834.5,是,0.0,1635.49,2.484,65760.7,65834.5,67469.99,57934.36,2026-02-13 16:00,66183.3,4,-0.2133,-0.53,0.998,保本平仓,-0.2133,2026
