止盈配置,信号时间,年份,月份,方向,突破基准价,回调高点价,回调高点时间,是否有回调高点,回调偏移(%),信号K收盘价,ATR,ATR%,初始止损价,止盈目标价,日线EMA70,偏离度_突破K(%),偏离度_前一K(%),出场时间,出场价,出场原因,涨跌幅_回调高点(%),涨跌幅_突破线(%),R值,MFE_回调高点(%),MFE_突破线(%),MFE的R值,MFE是否≥10%(回调高点),MFE是否≥10%(突破线),MFE是否≥8%(回调高点),持仓K线数,持仓小时
纯KAMA,2020-03-27 08:00,2020,3,做多,6777.5,6758.71,2020-03-26 12:00,是,0.28,6790.17,248.42,3.67,6529.08,,7788.89,-12.82,-14.01,2020-03-28 00:00,6777.5,保本平仓,0.28,0.0,0.0,0.95,0.67,0.18,否,否,否,4,16
纯KAMA,2020-03-28 04:00,2020,3,做空,6566.0,6566.0,2020-03-28 04:00,否,0.0,6353.64,219.76,3.35,6785.76,,7788.89,-18.43,-14.58,2020-03-30 12:00,6125.55,KAMA跟踪止盈,6.71,6.71,2.0,10.9,10.9,3.26,是,是,是,14,56
纯KAMA,2020-03-30 16:00,2020,3,做多,6330.0,6163.0,2020-03-30 00:00,是,2.64,6351.23,202.24,3.19,6127.76,,7655.71,-17.04,-18.51,2020-03-31 20:00,6330.0,保本平仓,2.71,0.0,0.0,7.19,4.36,1.37,否,否,否,7,28
纯KAMA,2020-04-01 20:00,2020,4,做空,6240.0,6240.0,2020-04-01 08:00,是,0.0,6225.43,170.43,2.73,6410.43,,7592.96,-18.01,-17.15,2020-04-02 04:00,6410.43,ATR止损,-2.73,-2.73,-1.0,1.6,1.6,0.59,否,否,否,2,8
纯KAMA,2020-04-02 20:00,2020,4,做多,6750.0,6750.0,2020-04-02 08:00,是,0.0,6801.0,177.94,2.64,6572.06,,7570.38,-10.16,-11.67,2020-04-03 12:00,6750.0,保本平仓,0.0,0.0,0.0,8.0,8.0,3.03,否,否,是,4,16
纯KAMA,2020-04-06 12:00,2020,4,做多,6887.2,6839.59,2020-04-05 12:00,是,0.69,7024.02,167.68,2.43,6719.52,,7500.68,-6.35,-8.8,2020-04-07 20:00,7314.58,KAMA跟踪止盈,6.94,6.21,2.55,9.03,8.27,3.4,否,否,是,8,32
纯KAMA,2020-04-09 16:00,2020,4,做空,7192.0,7250.0,2020-04-09 00:00,是,0.81,7179.77,157.45,2.19,7349.45,,7482.32,-4.04,-2.09,2020-04-10 08:00,7192.0,保本平仓,0.8,0.0,0.0,1.99,1.2,0.55,否,否,否,4,16
纯KAMA,2020-04-10 12:00,2020,4,做空,7105.98,7105.98,2020-04-09 20:00,是,0.0,6919.58,154.76,2.18,7260.74,,7464.73,-7.3,-3.91,2020-04-12 20:00,6950.62,KAMA跟踪止盈,2.19,2.19,1.0,5.14,5.14,2.36,否,否,否,14,56
纯KAMA,2020-04-13 00:00,2020,4,做多,7028.0,6908.0,2020-04-12 08:00,是,1.71,7108.63,136.05,1.94,6891.95,,7432.67,-4.36,-5.63,2020-04-13 04:00,6891.95,ATR止损,-0.23,-1.94,-1.0,3.49,1.73,0.89,否,否,否,1,4
纯KAMA,2020-04-13 08:00,2020,4,做空,6775.66,6844.0,2020-04-12 20:00,是,1.01,6671.0,144.28,2.13,6919.94,,7415.81,-10.04,-7.16,2020-04-14 00:00,6775.66,保本平仓,1.0,0.0,0.0,3.67,2.7,1.27,否,否,否,4,16
纯KAMA,2020-04-15 20:00,2020,4,做空,6736.84,6793.09,2020-04-14 20:00,是,0.83,6699.85,136.35,2.02,6873.19,,7378.2,-9.19,-8.12,2020-04-16 12:00,6736.84,保本平仓,0.83,0.0,0.0,4.82,4.03,1.99,否,否,否,4,16
纯KAMA,2020-04-16 16:00,2020,4,做多,6984.7,6769.0,2020-04-16 00:00,是,3.09,7019.97,148.27,2.12,6836.43,,7370.31,-4.75,-6.54,2020-04-17 20:00,6984.7,保本平仓,3.19,0.0,0.0,6.23,2.95,1.39,否,否,否,7,28
纯KAMA,2020-04-18 20:00,2020,4,做多,7140.0,7140.0,2020-04-18 04:00,是,0.0,7238.83,133.63,1.87,7006.37,,7357.19,-1.61,-3.5,2020-04-19 12:00,7140.0,保本平仓,0.0,0.0,0.0,2.1,2.1,1.12,否,否,否,4,16
纯KAMA,2020-04-20 16:00,2020,4,做空,7055.0,7055.0,2020-04-19 20:00,是,0.0,6964.2,118.12,1.67,7173.12,,7335.66,-5.06,-2.13,2020-04-22 12:00,6942.34,KAMA跟踪止盈,1.6,1.6,0.95,4.52,4.52,2.7,否,否,否,11,44
纯KAMA,2020-04-22 20:00,2020,4,做多,6970.0,6940.0,2020-04-22 00:00,是,0.43,7105.69,121.27,1.74,6848.73,,7315.96,-2.87,-5.02,2020-04-23 12:00,7026.31,KAMA跟踪止盈,1.24,0.81,0.46,3.43,2.98,1.72,否,否,否,4,16
纯KAMA,2020-04-23 20:00,2020,4,做多,7178.0,7178.0,2020-04-23 08:00,是,0.0,7528.14,117.16,1.63,7060.84,,7320.67,2.83,-2.62,2020-04-24 20:00,7420.74,KAMA跟踪止盈,3.38,3.38,2.07,6.14,6.14,3.76,否,否,否,6,24
纯KAMA,2020-04-27 08:00,2020,4,做多,7709.57,7709.57,2020-04-26 20:00,是,0.0,7733.26,127.13,1.65,7582.44,,7354.09,5.16,4.8,2020-04-28 00:00,7709.57,保本平仓,0.0,0.0,0.0,0.47,0.47,0.29,否,否,否,4,16
纯KAMA,2020-04-29 08:00,2020,4,做多,7780.0,7780.0,2020-04-28 08:00,是,0.0,7813.51,108.75,1.4,7671.25,,7404.82,5.52,5.04,2020-04-30 16:00,8955.92,KAMA跟踪止盈,15.11,15.11,10.81,21.85,21.85,15.63,是,是,是,8,32
纯KAMA,2020-05-03 08:00,2020,5,做多,9020.0,9020.0,2020-05-03 08:00,否,0.0,9139.48,205.35,2.28,8814.65,,7559.4,20.9,19.34,2020-05-03 20:00,8814.65,ATR止损,-2.28,-2.28,-1.0,1.52,1.52,0.67,否,否,否,3,12
纯KAMA,2020-05-05 12:00,2020,5,做多,8954.94,8954.94,2020-05-05 12:00,否,0.0,9020.52,198.13,2.21,8756.81,,7636.61,18.12,15.91,2020-05-06 04:00,8954.94,保本平仓,0.0,0.0,0.0,1.38,1.38,0.62,否,否,否,4,16
纯KAMA,2020-05-06 16:00,2020,5,做多,9078.51,9078.51,2020-05-05 16:00,是,0.0,9321.44,189.4,2.09,8889.11,,7679.19,21.39,17.46,2020-05-07 08:00,9078.51,保本平仓,0.0,0.0,0.0,3.6,3.6,1.72,否,否,否,4,16
纯KAMA,2020-05-07 20:00,2020,5,做多,9405.0,9379.0,2020-05-07 08:00,是,0.28,9518.55,201.13,2.14,9203.87,,7744.42,22.91,19.89,2020-05-09 08:00,9758.2,KAMA跟踪止盈,4.04,3.76,1.76,7.47,7.18,3.36,否,否,否,9,36
纯KAMA,2020-05-09 12:00,2020,5,做空,9726.0,9726.0,2020-05-08 12:00,是,0.0,9609.65,218.85,2.25,9944.85,,7851.78,22.39,25.76,2020-05-10 04:00,9726.0,保本平仓,0.0,0.0,0.0,2.03,2.03,0.9,否,否,否,4,16
纯KAMA,2020-05-10 08:00,2020,5,做空,9528.23,9528.23,2020-05-09 16:00,是,0.0,8621.65,213.86,2.24,9742.09,,7876.23,9.46,21.64,2020-05-11 16:00,8890.32,KAMA跟踪止盈,6.69,6.69,2.98,13.42,13.42,5.98,是,是,是,8,32
纯KAMA,2020-05-13 16:00,2020,5,做多,8981.0,8981.0,2020-05-13 00:00,是,0.0,9034.48,275.28,3.07,8705.72,,7960.25,13.49,11.4,2020-05-15 08:00,9635.85,KAMA跟踪止盈,7.29,7.29,2.38,10.79,10.79,3.52,是,是,是,10,40
纯KAMA,2020-05-17 20:00,2020,5,做多,9572.38,9572.38,2020-05-17 08:00,是,0.0,9818.43,239.58,2.5,9332.8,,8130.53,20.76,17.07,2020-05-18 16:00,9668.25,KAMA跟踪止盈,1.0,1.0,0.4,4.04,4.04,1.61,否,否,否,5,20
纯KAMA,2020-05-20 20:00,2020,5,做空,9555.0,9617.13,2020-05-20 04:00,是,0.65,9410.03,209.8,2.2,9764.8,,8256.9,13.97,17.84,2020-05-22 20:00,9196.71,KAMA跟踪止盈,4.37,3.75,1.71,8.37,7.77,3.54,否,否,是,12,48
纯KAMA,2020-05-23 08:00,2020,5,做多,9259.38,9259.38,2020-05-23 08:00,否,0.0,9280.0,204.32,2.21,9055.06,,8329.07,11.42,10.38,2020-05-24 00:00,9259.38,保本平仓,0.0,0.0,0.0,0.38,0.38,0.17,否,否,否,4,16
纯KAMA,2020-05-24 20:00,2020,5,做空,9076.9,9076.9,2020-05-23 20:00,是,0.0,9050.0,176.42,1.94,9253.32,,8339.84,8.52,9.25,2020-05-26 00:00,8940.69,KAMA跟踪止盈,1.5,1.5,0.77,5.0,5.0,2.57,否,否,否,7,28
纯KAMA,2020-05-26 20:00,2020,5,做空,8724.34,8756.6,2020-05-26 00:00,是,0.37,8720.48,176.91,2.03,8901.25,,8369.06,4.2,5.92,2020-05-27 12:00,8724.34,保本平仓,0.37,0.0,0.0,0.72,0.36,0.18,否,否,否,4,16
纯KAMA,2020-05-27 16:00,2020,5,做多,9011.82,8912.79,2020-05-26 20:00,是,1.1,9144.99,161.26,1.79,8850.56,,8392.39,8.97,5.36,2020-05-29 16:00,9412.18,KAMA跟踪止盈,5.6,4.44,2.48,7.95,6.77,3.78,否,否,否,12,48
纯KAMA,2020-05-31 04:00,2020,5,做多,9596.0,9582.17,2020-05-30 16:00,是,0.14,9695.0,144.54,1.51,9451.46,,8488.59,14.21,12.29,2020-05-31 20:00,9596.0,保本平仓,0.14,0.0,0.0,1.21,1.06,0.71,否,否,否,4,16
纯KAMA,2020-06-02 04:00,2020,6,做多,9615.0,9615.0,2020-06-01 12:00,是,0.0,10232.48,137.13,1.43,9477.87,,8563.94,19.48,11.72,2020-06-02 20:00,9796.76,KAMA跟踪止盈,1.89,1.89,1.33,6.73,6.73,4.72,否,否,否,4,16
纯KAMA,2020-06-04 04:00,2020,6,做多,9644.0,9548.97,2020-06-03 04:00,是,0.99,9663.59,183.37,1.9,9460.63,,8620.95,12.09,11.08,2020-06-04 16:00,9460.63,ATR止损,-0.93,-1.9,-1.0,1.42,0.42,0.22,否,否,否,3,12
纯KAMA,2020-06-04 20:00,2020,6,做多,9694.75,9684.85,2020-06-04 08:00,是,0.1,9828.11,172.61,1.78,9522.14,,8653.83,13.57,11.15,2020-06-05 12:00,9743.43,KAMA跟踪止盈,0.6,0.5,0.28,2.06,1.95,1.1,否,否,否,4,16
纯KAMA,2020-06-07 16:00,2020,6,做空,9579.0,9579.0,2020-06-07 00:00,是,0.0,9573.97,137.89,1.44,9716.89,,8737.82,9.57,10.5,2020-06-08 00:00,9716.89,ATR止损,-1.44,-1.44,-1.0,2.15,2.15,1.49,否,否,否,2,8
纯KAMA,2020-06-11 00:00,2020,6,做多,9832.52,9785.56,2020-06-10 12:00,是,0.48,9855.04,122.9,1.25,9709.62,,8826.14,11.66,10.55,2020-06-11 16:00,9832.52,保本平仓,0.48,0.0,0.0,1.89,1.4,1.12,否,否,否,4,16
纯KAMA,2020-06-11 20:00,2020,6,做空,9681.21,9681.21,2020-06-11 00:00,是,0.0,9525.02,128.92,1.33,9810.13,,8838.87,7.76,10.78,2020-06-14 00:00,9494.51,KAMA跟踪止盈,1.93,1.93,1.45,6.47,6.47,4.86,否,否,否,13,52
纯KAMA,2020-06-15 08:00,2020,6,做空,9240.97,9240.97,2020-06-15 08:00,否,0.0,9160.68,123.39,1.34,9364.36,,8901.78,2.91,5.1,2020-06-16 00:00,9240.97,保本平仓,0.0,0.0,0.0,3.81,3.81,2.86,否,否,否,4,16
纯KAMA,2020-06-16 08:00,2020,6,做多,9490.83,9368.32,2020-06-15 08:00,是,1.29,9559.49,143.68,1.51,9347.15,,8919.17,7.18,5.84,2020-06-17 00:00,9490.83,保本平仓,1.31,0.0,0.0,2.34,1.02,0.68,否,否,否,4,16
纯KAMA,2020-06-17 20:00,2020,6,做空,9400.0,9416.0,2020-06-17 08:00,是,0.17,9393.05,131.52,1.4,9531.52,,8934.37,5.13,6.05,2020-06-18 12:00,9391.22,KAMA跟踪止盈,0.26,0.09,0.07,1.96,1.8,1.28,否,否,否,4,16
纯KAMA,2020-06-19 08:00,2020,6,做空,9272.41,9272.41,2020-06-19 08:00,否,0.0,9268.73,126.84,1.37,9399.25,,8957.11,3.48,4.86,2020-06-19 16:00,9399.25,ATR止损,-1.37,-1.37,-1.0,0.19,0.19,0.14,否,否,否,2,8
纯KAMA,2020-06-22 16:00,2020,6,做多,9450.0,9386.79,2020-06-21 20:00,是,0.67,9458.88,103.21,1.09,9346.79,,8997.43,5.13,4.66,2020-06-24 04:00,9602.64,KAMA跟踪止盈,2.3,1.62,1.48,4.35,3.65,3.34,否,否,否,9,36
纯KAMA,2020-06-24 12:00,2020,6,做空,9585.0,9585.0,2020-06-23 16:00,是,0.0,9519.0,97.36,1.02,9682.36,,9023.27,5.49,7.02,2020-06-25 16:00,9325.85,KAMA跟踪止盈,2.7,2.7,2.66,6.05,6.05,5.96,否,否,否,7,28
纯KAMA,2020-06-28 00:00,2020,6,做空,9087.42,9102.91,2020-06-27 08:00,是,0.17,8932.93,115.96,1.28,9203.38,,9032.53,-1.1,1.08,2020-06-28 20:00,9087.42,保本平仓,0.17,0.0,0.0,2.35,2.18,1.71,否,否,否,5,20
纯KAMA,2020-06-30 04:00,2020,6,做多,9181.0,9146.0,2020-06-29 08:00,是,0.38,9189.48,112.45,1.22,9068.55,,9039.18,1.66,1.31,2020-06-30 20:00,9181.0,保本平仓,0.38,0.0,0.0,0.65,0.26,0.21,否,否,否,4,16
纯KAMA,2020-07-01 20:00,2020,7,做多,9200.0,9170.37,2020-07-01 04:00,是,0.32,9263.75,94.15,1.02,9105.85,,9047.38,2.39,1.22,2020-07-02 12:00,9200.0,保本平仓,0.32,0.0,0.0,1.34,1.01,0.99,否,否,否,4,16
纯KAMA,2020-07-02 20:00,2020,7,做空,9137.19,9137.19,2020-07-01 20:00,是,0.0,9049.61,87.24,0.95,9224.43,,9048.52,0.01,1.66,2020-07-05 00:00,9108.42,KAMA跟踪止盈,0.31,0.31,0.33,2.2,2.2,2.31,否,否,否,13,52
纯KAMA,2020-07-05 16:00,2020,7,做空,9040.0,9062.0,2020-07-05 00:00,是,0.24,9035.32,76.52,0.85,9116.52,,9051.84,-0.18,0.12,2020-07-06 08:00,9040.0,保本平仓,0.24,0.0,0.0,1.79,1.55,1.83,否,否,否,4,16
纯KAMA,2020-07-06 12:00,2020,7,做多,9131.42,9076.02,2020-07-05 16:00,是,0.61,9199.71,80.08,0.88,9051.34,,9059.95,1.54,0.3,2020-07-07 16:00,9225.99,KAMA跟踪止盈,1.65,1.04,1.18,3.35,2.72,3.1,否,否,否,7,28
纯KAMA,2020-07-08 20:00,2020,7,做多,9320.0,9320.0,2020-07-08 08:00,是,0.0,9410.92,80.03,0.86,9239.97,,9075.98,3.69,2.56,2020-07-09 20:00,9324.93,KAMA跟踪止盈,0.05,0.05,0.06,1.57,1.57,1.82,否,否,否,6,24
纯KAMA,2020-07-10 12:00,2020,7,做空,9164.33,9190.32,2020-07-10 00:00,是,0.28,9153.71,82.9,0.9,9247.23,,9086.35,0.74,1.53,2020-07-10 20:00,9247.23,ATR止损,-0.62,-0.9,-1.0,0.42,0.13,0.15,否,否,否,2,8
纯KAMA,2020-07-11 04:00,2020,7,做多,9255.25,9239.0,2020-07-10 08:00,是,0.18,9288.39,81.07,0.88,9174.18,,9086.35,2.22,1.63,2020-07-11 20:00,9255.25,保本平仓,0.18,0.0,0.0,0.68,0.5,0.57,否,否,否,4,16
纯KAMA,2020-07-14 12:00,2020,7,做空,9200.0,9200.0,2020-07-14 00:00,是,0.0,9180.56,73.28,0.8,9273.28,,9104.82,0.83,1.25,2020-07-15 00:00,9273.28,ATR止损,-0.8,-0.8,-1.0,0.91,0.91,1.15,否,否,否,3,12
纯KAMA,2020-07-16 00:00,2020,7,做空,9190.0,9211.0,2020-07-15 00:00,是,0.23,9183.07,67.62,0.74,9257.62,,9107.43,0.83,1.06,2020-07-17 20:00,9156.47,KAMA跟踪止盈,0.59,0.36,0.5,1.81,1.59,2.16,否,否,否,11,44
纯KAMA,2020-07-20 04:00,2020,7,做多,9182.45,9162.37,2020-07-19 12:00,是,0.22,9210.51,51.19,0.56,9131.26,,9113.91,1.06,0.58,2020-07-20 16:00,9131.26,ATR止损,-0.34,-0.56,-1.0,0.64,0.42,0.75,否,否,否,3,12
纯KAMA,2020-07-21 12:00,2020,7,做多,9203.83,9203.83,2020-07-21 00:00,是,0.0,9314.87,50.01,0.54,9153.82,,9122.92,2.1,0.64,2020-07-22 12:00,9297.9,KAMA跟踪止盈,1.02,1.02,1.88,2.56,2.56,4.71,否,否,否,6,24
纯KAMA,2020-07-23 04:00,2020,7,做多,9389.94,9366.25,2020-07-22 12:00,是,0.25,9518.25,59.58,0.63,9330.36,,9134.06,4.21,2.61,2020-07-24 12:00,9500.52,KAMA跟踪止盈,1.43,1.18,1.86,3.33,3.07,4.84,否,否,否,8,32
纯KAMA,2020-07-26 00:00,2020,7,做多,9650.0,9630.37,2020-07-25 12:00,是,0.2,9674.11,74.31,0.77,9575.69,,9173.66,5.46,4.59,2020-07-28 16:00,10634.69,KAMA跟踪止盈,10.43,10.2,13.25,19.29,19.05,24.73,是,是,是,16,64
纯KAMA,2020-07-31 16:00,2020,7,做多,11195.52,11195.52,2020-07-31 04:00,是,0.0,11231.87,209.91,1.87,10985.61,,9450.39,18.85,17.89,2020-08-02 12:00,11760.25,KAMA跟踪止盈,5.04,5.04,2.69,8.56,8.56,4.57,否,否,是,11,44
纯KAMA,2020-08-03 20:00,2020,8,做多,11297.98,11297.98,2020-08-03 00:00,是,0.0,11392.33,274.76,2.43,11023.22,,9607.85,18.57,17.03,2020-08-04 12:00,11548.41,KAMA跟踪止盈,2.22,2.22,0.91,1.64,1.64,0.67,否,否,否,4,16
纯KAMA,2020-08-04 16:00,2020,8,做空,11133.73,11140.09,2020-08-04 04:00,是,0.06,11128.36,255.99,2.3,11389.72,,9652.7,15.29,17.05,2020-08-05 08:00,11133.73,保本平仓,0.06,0.0,0.0,1.03,0.98,0.42,否,否,否,4,16
纯KAMA,2020-08-05 16:00,2020,8,做多,11337.35,11324.56,2020-08-04 16:00,是,0.11,11444.63,230.77,2.04,11106.58,,9711.85,17.84,16.21,2020-08-06 12:00,11592.42,KAMA跟踪止盈,2.37,2.25,1.11,4.31,4.2,2.06,否,否,否,5,20
纯KAMA,2020-08-06 20:00,2020,8,做多,11813.0,11813.0,2020-08-06 08:00,是,0.0,11850.0,217.25,1.84,11595.75,,9769.84,21.29,19.77,2020-08-07 12:00,11813.0,保本平仓,0.0,0.0,0.0,0.91,0.91,0.49,否,否,否,4,16
纯KAMA,2020-08-10 08:00,2020,8,做多,11811.0,11727.0,2020-08-09 16:00,是,0.71,12041.82,176.78,1.5,11634.22,,9982.53,20.63,17.72,2020-08-10 16:00,11634.22,ATR止损,-0.79,-1.5,-1.0,3.05,2.32,1.55,否,否,否,2,8
纯KAMA,2020-08-11 20:00,2020,8,做空,11651.0,11712.05,2020-08-10 20:00,是,0.52,11493.15,195.18,1.68,11846.18,,10022.25,14.68,17.28,2020-08-12 20:00,11548.66,KAMA跟踪止盈,1.4,0.88,0.52,5.0,4.5,2.68,否,否,否,6,24
纯KAMA,2020-08-14 04:00,2020,8,做多,11667.96,11634.72,2020-08-13 16:00,是,0.28,11790.0,200.59,1.72,11467.37,,10114.37,16.57,13.84,2020-08-14 20:00,11667.96,保本平仓,0.29,0.0,0.0,1.85,1.56,0.91,否,否,否,4,16
纯KAMA,2020-08-15 08:00,2020,8,做多,11868.42,11850.0,2020-08-14 08:00,是,0.16,11900.97,186.59,1.57,11681.83,,10208.78,16.58,15.81,2020-08-16 00:00,11868.42,保本平仓,0.16,0.0,0.0,0.82,0.66,0.42,否,否,否,4,16
纯KAMA,2020-08-17 20:00,2020,8,做多,11947.0,11947.0,2020-08-17 08:00,是,0.0,12443.99,164.17,1.37,11782.83,,10314.52,20.65,15.56,2020-08-18 20:00,12016.69,KAMA跟踪止盈,0.58,0.58,0.42,4.62,4.62,3.36,否,否,否,6,24
纯KAMA,2020-08-22 04:00,2020,8,做空,11608.08,11608.08,2020-08-22 04:00,否,0.0,11538.53,161.65,1.39,11769.73,,10472.37,10.18,11.52,2020-08-22 20:00,11608.08,保本平仓,0.0,0.0,0.0,1.92,1.92,1.38,否,否,否,4,16
纯KAMA,2020-08-23 16:00,2020,8,做空,11550.0,11560.0,2020-08-23 00:00,是,0.09,11532.84,143.71,1.24,11693.71,,10538.45,9.44,10.28,2020-08-24 00:00,11693.71,ATR止损,-1.16,-1.24,-1.0,0.27,0.18,0.15,否,否,否,2,8
纯KAMA,2020-08-24 12:00,2020,8,做多,11724.0,11724.0,2020-08-24 12:00,否,0.0,11761.52,133.7,1.14,11590.3,,10572.68,11.24,10.55,2020-08-25 04:00,11724.0,保本平仓,0.0,0.0,0.0,0.92,0.92,0.81,否,否,否,4,16
纯KAMA,2020-08-25 12:00,2020,8,做空,11645.71,11645.71,2020-08-24 12:00,是,0.0,11594.96,123.34,1.06,11769.05,,10593.93,9.45,10.21,2020-08-26 20:00,11445.9,KAMA跟踪止盈,1.72,1.72,1.62,4.43,4.43,4.18,否,否,否,8,32
纯KAMA,2020-08-28 00:00,2020,8,做空,11257.8,11257.8,2020-08-28 00:00,否,0.0,11251.34,147.54,1.31,11405.34,,10638.7,5.76,6.49,2020-08-28 12:00,11405.34,ATR止损,-1.31,-1.31,-1.0,0.23,0.23,0.17,否,否,否,3,12
纯KAMA,2020-08-29 12:00,2020,8,做多,11544.88,11544.88,2020-08-29 00:00,是,0.0,11558.99,134.65,1.17,11410.23,,10686.34,8.17,7.65,2020-08-30 04:00,11544.88,保本平仓,0.0,0.0,0.0,0.25,0.25,0.21,否,否,否,4,16
纯KAMA,2020-08-30 08:00,2020,8,做多,11582.0,11573.32,2020-08-29 16:00,是,0.07,11616.36,125.5,1.08,11456.5,,10715.29,8.41,7.3,2020-08-31 16:00,11582.0,保本平仓,0.08,0.0,0.0,1.35,1.28,1.18,否,否,否,8,32
纯KAMA,2020-08-31 20:00,2020,8,做多,11730.0,11730.0,2020-08-31 08:00,是,0.0,11748.99,118.66,1.01,11611.34,,10741.85,9.38,8.82,2020-09-01 08:00,11611.34,ATR止损,-1.01,-1.01,-1.0,0.25,0.25,0.24,否,否,否,3,12
纯KAMA,2020-09-01 12:00,2020,9,做多,11784.21,11759.0,2020-09-01 00:00,是,0.21,11933.08,118.6,1.01,11665.61,,10775.32,10.74,8.57,2020-09-02 12:00,11784.21,保本平仓,0.21,0.0,0.0,2.57,2.35,2.33,否,否,否,6,24
纯KAMA,2020-09-02 16:00,2020,9,做空,11730.02,11812.0,2020-09-01 20:00,是,0.7,11417.49,135.04,1.15,11865.06,,10792.83,5.79,8.75,2020-09-05 00:00,10509.21,KAMA跟踪止盈,11.03,10.41,9.04,16.37,15.78,13.71,是,是,是,14,56
纯KAMA,2020-09-06 00:00,2020,9,做空,9975.85,10306.29,2020-09-05 00:00,是,3.31,9960.16,255.78,2.56,10231.63,,10748.47,-7.33,-4.41,2020-09-06 08:00,10231.63,ATR止损,0.72,-2.56,-1.0,4.07,0.89,0.35,否,否,否,2,8
纯KAMA,2020-09-07 16:00,2020,9,做空,10050.01,10145.34,2020-09-07 00:00,是,0.95,10031.6,235.75,2.35,10285.76,,10724.63,-6.46,-5.67,2020-09-08 04:00,10285.76,ATR止损,-1.38,-2.35,-1.0,2.62,1.69,0.72,否,否,否,3,12
纯KAMA,2020-09-10 08:00,2020,9,做多,10346.0,10346.0,2020-09-10 08:00,否,0.0,10372.36,216.6,2.09,10129.4,,10684.0,-2.92,-4.44,2020-09-11 00:00,10346.0,保本平仓,0.0,0.0,0.0,1.34,1.34,0.64,否,否,否,4,16
纯KAMA,2020-09-12 04:00,2020,9,做多,10380.5,10380.5,2020-09-11 08:00,是,0.0,10387.81,177.45,1.71,10203.05,,10675.66,-2.7,-3.29,2020-09-12 20:00,10380.5,保本平仓,0.0,0.0,0.0,0.19,0.19,0.11,否,否,否,4,16
纯KAMA,2020-09-13 00:00,2020,9,做多,10399.96,10399.96,2020-09-12 08:00,是,0.0,10458.26,154.54,1.49,10245.42,,10668.97,-1.98,-2.9,2020-09-13 16:00,10434.07,KAMA跟踪止盈,0.33,0.33,0.22,1.73,1.73,1.17,否,否,否,4,16
纯KAMA,2020-09-14 20:00,2020,9,做多,10474.99,10352.68,2020-09-13 20:00,是,1.17,10688.0,138.23,1.32,10336.76,,10659.49,0.27,-1.82,2020-09-15 16:00,10598.97,KAMA跟踪止盈,2.38,1.18,0.9,5.09,3.87,2.93,否,否,否,5,20
纯KAMA,2020-09-16 20:00,2020,9,做多,10937.52,10923.42,2020-09-15 20:00,是,0.13,10998.0,146.95,1.34,10790.57,,10670.84,3.07,2.09,2020-09-17 12:00,10937.52,保本平仓,0.13,0.0,0.0,1.52,1.39,1.03,否,否,否,4,16
纯KAMA,2020-09-19 16:00,2020,9,做多,11035.0,10997.37,2020-09-18 20:00,是,0.34,11130.7,122.99,1.11,10912.01,,10696.22,4.06,1.84,2020-09-20 08:00,11035.0,保本平仓,0.34,0.0,0.0,1.63,1.29,1.15,否,否,否,4,16
纯KAMA,2020-09-20 20:00,2020,9,做空,10890.29,10890.29,2020-09-20 08:00,是,0.0,10829.0,123.37,1.13,11013.66,,10702.36,1.18,2.28,2020-09-21 12:00,10890.29,保本平仓,0.0,0.0,0.0,1.28,1.28,1.13,否,否,否,4,16
纯KAMA,2020-09-21 16:00,2020,9,做空,10751.0,10812.76,2020-09-21 04:00,是,0.57,10634.48,123.26,1.15,10874.26,,10694.26,-0.56,1.89,2020-09-23 04:00,10563.09,KAMA跟踪止盈,2.31,1.75,1.52,4.92,4.37,3.81,否,否,否,9,36
纯KAMA,2020-09-24 00:00,2020,9,做空,10374.12,10374.12,2020-09-23 12:00,是,0.0,10288.97,127.39,1.23,10501.51,,10676.72,-3.63,-2.16,2020-09-24 16:00,10374.12,保本平仓,0.0,0.0,0.0,2.33,2.33,1.9,否,否,否,4,16
纯KAMA,2020-09-24 20:00,2020,9,做多,10531.94,10489.73,2020-09-24 00:00,是,0.4,10532.65,134.82,1.28,10397.12,,10678.08,-1.36,-2.54,2020-09-25 20:00,10553.57,KAMA跟踪止盈,0.61,0.21,0.16,3.31,2.9,2.26,否,否,否,6,24
纯KAMA,2020-09-28 08:00,2020,9,做多,10793.5,10792.0,2020-09-27 12:00,是,0.01,10881.81,119.76,1.11,10673.74,,10682.35,1.87,0.8,2020-09-29 04:00,10793.5,保本平仓,0.01,0.0,0.0,1.37,1.36,1.22,否,否,否,5,20
纯KAMA,2020-10-01 16:00,2020,10,做多,10850.0,10850.0,2020-10-01 16:00,否,0.0,10897.75,109.97,1.01,10740.03,,10686.98,1.97,1.22,2020-10-01 20:00,10740.03,ATR止损,-1.01,-1.01,-1.0,0.51,0.51,0.5,否,否,否,1,4
纯KAMA,2020-10-02 00:00,2020,10,做空,10676.23,10773.0,2020-10-01 08:00,是,0.91,10611.01,115.28,1.08,10791.51,,10686.98,-0.71,0.22,2020-10-04 12:00,10607.72,KAMA跟踪止盈,1.53,0.64,0.59,3.73,2.86,2.65,否,否,否,15,60
纯KAMA,2020-10-05 00:00,2020,10,做多,10648.0,10648.0,2020-10-04 12:00,是,0.0,10667.93,98.77,0.93,10549.23,,10678.9,-0.1,-0.86,2020-10-06 12:00,10701.4,KAMA跟踪止盈,0.5,0.5,0.54,1.35,1.35,1.46,否,否,否,9,36
