序号,信号时间,方向,信号收盘价,6K极值,回调基准,ATR,挂单价格,成交,取消原因,成交时间,成交价格,入场价,紧止损价,确认阈值,止盈价,加仓阈值,确认,出场时间,出场价,出场类型,持仓K数,R值,前3K
34,2019/10/28 00:00,做多,9719.99,9666.0,9666.0,303.54307017649893,9969.543070176498,否,3K跌破基准,,,,,,,,,2019/10/28 12:00,,挂单取消,0,,
35,2019/10/29 04:00,做空,9217.36,9254.47,9254.47,300.27585486199683,8954.194145138003,否,KAMA,,,,,,,,,2019/10/29 08:00,,挂单取消,0,,
36,2019/11/02 20:00,做多,9320.0,9270.0,9270.0,190.32738605094198,9460.327386050942,否,KAMA,,,,,,,,,2019/11/03 12:00,,挂单取消,0,,
37,2019/11/03 16:00,做空,9160.31,9200.01,9200.01,168.51428039792225,9031.495719602079,否,KAMA,,,,,,,,,2019/11/04 16:00,,挂单取消,0,,
38,2019/11/04 20:00,做多,9292.66,9268.0,9240.0,148.54632068640174,9388.546320686402,是,,2019/11/05 04:00,9388.546320686402,9388.546320686402,9343.982424480482,9462.819481029603,11272.8,9462.819481029603,是,2019/11/05 04:00,9261.42,止损,0,-0.8558025543748102,是
39,2019/11/07 16:00,做空,9206.51,9220.0,9259.48,131.62711321454637,9127.852886785453,是,,2019/11/08 04:00,9127.852886785453,9127.852886785453,9167.341020749816,9062.03933017818,8148.3423999999995,9062.03933017818,是,2019/11/08 04:00,9209.8,止损,0,-0.6225701621289541,是
40,2019/11/08 16:00,做空,9033.3,9091.2,9091.2,126.519373821173,8964.680626178828,是,,2019/11/08 20:00,8964.680626178828,8964.680626178828,9002.63643832518,8901.42093926824,8000.256,8901.42093926824,是,2019/11/08 20:00,9033.39,止损,0,-0.5430739320468644,是
41,2019/11/11 00:00,做多,9049.13,8889.02,8889.02,118.00910074090427,9007.029100740905,是,,2019/11/11 04:00,9049.13,9049.13,9013.727269777728,9108.13455037045,10844.6044,9066.033651111356,否,2019/11/11 04:00,9041.31,弱突破平仓,0,-0.06626607567469704,是
42,2019/11/14 12:00,做空,8667.46,8712.0,8712.0,107.17033593609969,8604.8296640639,是,,2019/11/14 16:00,8604.8296640639,8604.8296640639,8636.98076484473,8551.244496095851,7666.56,8551.244496095851,是,2019/11/14 16:00,8669.29,止损,0,-0.601475542397621,是
43,2019/11/15 08:00,做空,8556.28,8581.39,8581.39,99.3333810128252,8482.056618987173,否,KAMA,,,,,,,,,2019/11/15 16:00,,挂单取消,0,,
44,2019/11/15 20:00,做空,8476.55,8515.0,8605.85,104.97171504587095,8500.87828495413,是,,2019/11/16 00:00,8476.51,8476.51,8508.001514513762,8424.024142477065,7573.148,8448.392427431194,否,2019/11/16 00:00,8486.46,弱突破平仓,0,-0.09478743865098249,是
45,2019/11/17 12:00,做空,8427.14,8453.69,8453.69,93.47494373709394,8360.215056262907,是,,2019/11/17 16:00,8360.215056262907,8360.215056262907,8388.257539384034,8313.477584394359,7439.247200000001,8313.477584394359,是,2019/11/17 16:00,8425.14,止损,0,-0.6945705570008097,是
46,2019/11/18 20:00,做空,8410.0,8417.0,8417.0,95.59346260555976,8321.40653739444,是,,2019/11/19 00:00,8321.40653739444,8321.40653739444,8350.084576176107,8273.60980609166,7406.96,8273.609806091661,是,2019/11/19 00:00,8410.0,止损,0,-0.9267732352275714,是
47,2019/11/21 16:00,做空,7871.42,8037.5,8037.5,96.50792843965642,7940.992071560344,是,,2019/11/21 20:00,7872.46,7872.46,7901.412378531897,7824.206035780172,7073.0,7892.738107340515,是,2019/11/21 20:00,7901.412378531897,止损,0,-0.3000000000000009,是
48,2019/11/22 16:00,做空,7097.18,7389.68,7432.0,124.79373632013417,7307.2062636798655,是,,2019/11/22 20:00,7097.64,7097.64,7135.078120896041,7035.243131839933,6540.16,7244.809395519798,是,2019/11/22 20:00,7135.078120896041,止损,0,-0.30000000000000077,是
49,2019/11/24 20:00,做空,6979.96,7079.13,7132.27,164.5677296802347,6967.702270319765,是,,2019/11/25 00:00,6967.702270319765,6967.702270319765,7017.072589223836,6885.418405479648,6276.3976,6885.418405479649,是,2019/11/25 00:00,7017.072589223836,止损,0,-0.30000000000000177,是
50,2019/11/25 04:00,做空,6900.86,6902.36,6902.36,171.33770103641183,6731.022298963588,是,,2019/11/25 08:00,6731.022298963588,6731.022298963588,6782.423609274511,6645.353448445382,6074.0768,6645.353448445382,是,2019/11/25 08:00,6899.77,止损,0,-0.9848836538348985,是
51,2019/11/25 20:00,做多,7244.22,7202.96,7202.96,192.23610529228887,7395.196105292289,否,3K跌破基准,,,,,,,,,2019/11/26 20:00,,挂单取消,0,,
52,2019/11/27 20:00,做多,7300.02,7221.77,7221.77,194.12719869549957,7415.8971986955,是,,2019/11/28 00:00,7415.8971986955,7415.8971986955,7357.6590390868505,7512.96079804325,8810.5594,7512.96079804325,是,2019/11/28 00:00,7300.72,止损,0,-0.5933078902362493,是
53,2019/11/29 20:00,做多,7803.96,7643.0,7643.0,185.18786693162392,7828.187866931624,是,,2019/11/30 00:00,7828.187866931624,7828.187866931624,7772.631506852136,7920.781800397436,9324.46,7920.781800397436,是,2019/11/30 00:00,7772.631506852136,止损,0,-0.3000000000000023,是
54,2019/12/01 00:00,做空,7504.35,7511.11,7660.0,177.58888233505573,7482.411117664944,是,,2019/12/01 04:00,7482.411117664944,7482.411117664944,7535.68778236546,7393.616676497416,6740.8,7393.616676497417,是,2019/12/01 04:00,7535.68778236546,止损,0,-0.2999999999999985,是
55,2019/12/01 08:00,做空,7286.85,7444.18,7444.18,173.03491630738776,7271.145083692612,是,,2019/12/01 12:00,7271.145083692612,7271.145083692612,7323.055558584829,7184.627625538918,6550.8784000000005,7184.627625538918,是,2019/12/01 12:00,7323.055558584829,止损,0,-0.30000000000000027,是
56,2019/12/04 08:00,做空,7145.99,7231.35,7231.35,138.8813303209267,7092.468669679074,是,,2019/12/04 16:00,7092.468669679074,7092.468669679074,7134.1330687753525,7023.028004518611,6363.588000000001,7023.02800451861,是,2019/12/04 16:00,7134.1330687753525,止损,0,-0.300000000000003,是
57,2019/12/04 20:00,做多,7462.39,7353.33,7353.33,138.30249933390454,7491.632499333905,是,,2019/12/05 00:00,7491.632499333905,7491.632499333905,7450.141749533734,7560.783749000857,8971.0626,7560.783749000857,是,2019/12/05 00:00,7450.141749533734,止损,0,-0.29999999999999893,是
58,2019/12/08 08:00,做空,7403.21,7467.44,7467.44,132.74999934689114,7334.690000653109,否,KAMA,,,,,,,,,2019/12/08 16:00,,挂单取消,0,,
59,2019/12/09 20:00,做空,7423.47,7434.57,7493.63,111.56764379495411,7382.062356205046,是,,2019/12/10 00:00,7382.062356205046,7382.062356205046,7415.532649343532,7326.278534307569,6594.3944,7326.278534307569,是,2019/12/10 00:00,7422.7,止损,0,-0.3642421979408317,是
60,2019/12/10 04:00,做空,7337.49,7342.36,7342.36,119.99459852494606,7222.365401475054,是,,2019/12/10 20:00,7222.365401475054,7222.365401475054,7258.363781032537,7162.36810221258,6461.2768,7162.36810221258,是,2019/12/10 20:00,7338.04,止损,0,-0.9639983794845428,是
61,2019/12/14 16:00,做空,7183.45,7203.43,7203.43,79.79304779617074,7123.636952203829,是,,2019/12/14 20:00,7123.636952203829,7123.636952203829,7147.574866542681,7083.740428305744,6339.0184,7083.740428305744,是,2019/12/14 20:00,7183.55,止损,0,-0.7508554874256348,是
62,2019/12/17 00:00,做空,6900.0,7037.03,7037.03,79.89207202466365,6957.137927975336,是,,2019/12/17 04:00,6899.93,6899.93,6923.8976216074,6859.983963987668,6192.5864,6917.191891963004,否,2019/12/17 04:00,6887.54,弱突破平仓,0,0.15508422407889716,是
63,2019/12/17 20:00,做空,6688.53,6831.0,6831.0,85.33078389943671,6745.669216100563,是,,2019/12/18 00:00,6689.16,6689.16,6714.759235169831,6646.494608050281,6011.28,6703.003824150845,是,2019/12/18 00:00,6714.759235169831,止损,0,-0.30000000000000504,是
64,2019/12/19 00:00,做多,6951.33,6868.29,6738.64,117.62139795179112,6856.261397951792,是,,2019/12/19 04:00,6951.35,6951.35,6916.063580614463,7010.160698975896,8221.140800000001,6915.072096927687,是,2019/12/24 00:00,7461.2379598165335,止损,29,6.88961306143638,否
65,2019/12/24 04:00,做空,7314.01,7342.28,7375.0,118.87015187333864,7256.129848126661,是,,2019/12/24 12:00,7256.129848126661,7256.129848126661,7291.790893688662,7196.694772189992,6490.0,7196.694772189992,是,2019/12/24 12:00,7310.35,止损,0,-0.45612923865961774,是
66,2019/12/27 00:00,做多,7293.31,7265.0,7265.0,101.0193112230936,7366.019311223094,否,KAMA,,,,,,,,,2019/12/27 04:00,,挂单取消,0,,
67,2019/12/27 16:00,做空,7132.01,7151.0,7151.0,106.61010011190483,7044.389899888095,否,3K跌破基准,,,,,,,,,2019/12/28 04:00,,挂单取消,0,,
68,2019/12/28 08:00,做多,7284.59,7270.0,7238.16,106.91939591677215,7345.079395916772,是,,2019/12/28 12:00,7345.079395916772,7345.079395916772,7313.003577141741,7398.539093875158,8830.555199999999,7398.539093875158,是,2019/12/28 12:00,7284.56,止损,0,-0.5660282252612159,是
69,2019/12/29 20:00,做多,7391.22,7359.15,7359.15,89.8325248685886,7448.982524868588,是,,2019/12/30 00:00,7448.982524868588,7448.982524868588,7422.032767408012,7493.898787302883,8978.162999999999,7493.898787302883,是,2019/12/30 00:00,7391.68,止损,0,-0.6378817132482139,是
70,2019/12/30 20:00,做空,7258.26,7287.25,7322.26,92.33371419308062,7229.92628580692,是,,2019/12/31 00:00,7229.92628580692,7229.92628580692,7257.626400064843,7183.759428710379,6443.5888,7183.759428710379,是,2019/12/31 00:00,7258.54,止损,0,-0.3098945433219085,是
71,2020/01/01 00:00,做空,7168.24,7181.78,7190.0,85.34980042007652,7104.6501995799235,否,3K跌破基准,,,,,,,,,2020/01/01 16:00,,挂单取消,0,,
72,2020/01/02 08:00,做空,7127.29,7170.15,7170.15,75.93888836268695,7094.211111637313,是,,2020/01/03 00:00,7094.211111637313,7094.211111637313,7116.992778146118,7056.241667455969,6309.732,7056.241667455969,是,2020/01/03 00:00,7126.25,止损,0,-0.4219035734322118,是
73,2020/01/03 12:00,做多,7198.02,7175.0,7175.0,80.83167650802493,7255.831676508025,是,,2020/01/03 16:00,7255.831676508025,7255.831676508025,7231.582173555618,7296.247514762038,8753.5,7296.247514762037,是,2020/01/03 16:00,7198.02,止损,0,-0.7152106575729057,是
74,2020/01/05 08:00,做多,7475.15,7400.0,7368.47,94.47793318028027,7462.94793318028,是,,2020/01/05 12:00,7475.19,7475.19,7446.846620045915,7522.42896659014,8989.5334,7510.1868997704205,是,2020/01/05 12:00,7446.846620045915,止损,0,-0.3000000000000035,是
75,2020/01/06 08:00,做多,7538.65,7495.0,7495.0,93.0304245947721,7588.030424594772,是,,2020/01/06 20:00,7588.030424594772,7588.030424594772,7560.12129721634,7634.545636892158,9143.9,7634.545636892158,是,2020/01/06 20:00,7539.99,止损,0,-0.5163947687439847,是
76,2020/01/07 04:00,做多,7757.39,7611.81,7580.08,96.0360364964658,7676.116036496465,是,,2020/01/07 08:00,7757.74,7757.74,7728.92918905106,7805.7580182482325,9247.6976,7724.134054744699,是,2020/01/09 00:00,8141.706797650372,止损,10,6.653893877890941,否
77,2020/01/10 20:00,做多,8066.68,8006.83,8006.83,152.60182276972054,8159.43182276972,否,KAMA,,,,,,,,,2020/01/11 00:00,,挂单取消,0,,
78,2020/01/11 04:00,做多,8207.09,8145.41,8006.83,162.6309450496728,8169.460945049673,是,,2020/01/11 08:00,8207.2,8207.2,8158.410716485099,8288.515472524838,9768.3326,8250.776417574509,是,2020/01/11 08:00,8158.410716485099,止损,0,-0.2999999999999973,是
79,2020/01/14 08:00,做多,8469.84,8200.0,8200.0,127.66081982481893,8327.66081982482,是,,2020/01/14 12:00,8469.54,8469.54,8431.241754052555,8533.37040991241,10004.0,8391.491229737228,否,2020/01/14 12:00,8515.53,弱突破平仓,0,0.3602514856406924,是
80,2020/01/14 20:00,做多,8686.0,8598.27,8598.27,137.2144678973041,8735.484467897304,是,,2020/01/15 00:00,8735.484467897304,8735.484467897304,8694.320127528114,8804.091701845957,10489.8894,8804.091701845957,是,2020/01/15 00:00,8686.0,止损,0,-0.36063593479326017,是
81,2020/01/17 12:00,做多,8944.5,8843.49,8793.77,155.69026956450634,8949.460269564506,是,,2020/01/17 16:00,8949.460269564506,8949.460269564506,8902.753188695155,9027.30540434676,10728.3994,9027.30540434676,是,2020/01/17 16:00,8902.753188695155,止损,0,-0.29999999999999777,是
82,2020/01/19 08:00,做多,9165.18,8995.0,8995.0,139.26635394459458,9134.266353944595,是,,2020/01/19 12:00,9165.18,9165.18,9123.400093816623,9234.813176972297,10973.9,9203.899530916891,是,2020/01/19 12:00,9123.400093816623,止损,0,-0.29999999999999394,是
83,2020/01/19 16:00,做空,8704.84,8832.0,8832.0,146.50383443499655,8685.496165565004,是,,2020/01/19 20:00,8685.496165565004,8685.496165565004,8729.447315895502,8612.244248347506,7772.16,8612.244248347506,否,2020/01/19 20:00,8639.0,弱突破平仓,0,0.3173716629624073,是
84,2020/01/22 00:00,做空,8536.51,8608.71,8612.51,137.04733513297862,8475.462664867022,否,KAMA,,,,,,,,,2020/01/22 04:00,,挂单取消,0,,
85,2020/01/23 16:00,做空,8433.81,8504.0,8504.0,129.25869807521914,8374.741301924782,是,,2020/01/23 20:00,8374.741301924782,8374.741301924782,8413.518911347348,8310.111952887171,7483.52,8310.111952887171,是,2020/01/23 20:00,8433.8,止损,0,-0.4569030862499474,是
86,2020/01/24 20:00,做多,8509.21,8508.0,8508.0,129.7315833325718,8637.731583332572,否,KAMA,,,,,,,,,2020/01/25 04:00,,挂单取消,0,,
87,2020/01/26 16:00,做多,8481.78,8425.0,8390.0,112.4186425088788,8502.41864250888,是,,2020/01/27 00:00,8502.41864250888,8502.41864250888,8468.693049756215,8558.627963763318,10235.8,8558.627963763318,是,2020/01/27 00:00,8460.84,止损,0,-0.3698554045926607,是
88,2020/01/27 08:00,做多,8667.09,8624.45,8624.45,109.62650550249742,8734.076505502499,是,,2020/01/27 16:00,8734.076505502499,8734.076505502499,8701.188553851749,8788.889758253747,10521.829000000002,8788.889758253747,是,2020/01/27 16:00,8656.09,止损,0,-0.7113836671617867,是
89,2020/01/27 20:00,做多,8780.28,8764.0,8764.0,110.61287515520371,8874.612875155204,是,,2020/01/28 00:00,8874.612875155204,8874.612875155204,8841.429012608643,8929.919312732805,10692.08,8929.919312732805,是,2020/01/28 00:00,8780.31,止损,0,-0.8525488106414912,是
90,2020/01/28 08:00,做多,9124.53,9015.48,9015.48,116.05153008619276,9131.531530086193,是,,2020/01/28 12:00,9131.531530086193,9131.531530086193,9096.716071060335,9189.557295129289,10998.8856,9189.557295129289,是,2020/01/28 12:00,9096.716071060335,止损,0,-0.3000000000000034,是
91,2020/01/29 04:00,做多,9398.98,9207.81,9176.68,134.36062920777863,9311.040629207779,是,,2020/01/29 08:00,9399.72,9399.72,9359.411811237665,9466.900314603889,11195.5496,9378.220943811668,是,2020/01/29 08:00,9359.411811237665,止损,0,-0.3000000000000022,是
92,2020/01/31 00:00,做多,9515.38,9460.52,9460.52,142.28222295494956,9602.80222295495,否,KAMA,,,,,,,,,2020/01/31 16:00,,挂单取消,0,,
93,2020/02/02 08:00,做空,9274.37,9306.0,9306.0,129.3566180645366,9176.643381935464,是,,2020/02/02 12:00,9176.643381935464,9176.643381935464,9215.450367354826,9111.965072903196,8189.28,9111.965072903195,是,2020/02/02 12:00,9273.84,止损,0,-0.7513849659863868,是
94,2020/02/02 16:00,做多,9442.87,9438.07,9438.07,135.25747280324424,9573.327472803245,是,,2020/02/03 08:00,9573.327472803245,9573.327472803245,9532.750230962272,9640.956209204867,11514.445399999999,9640.956209204865,是,2020/02/03 08:00,9340.49,止损,0,-1.7214388822859938,是
95,2020/02/03 20:00,做空,9283.16,9290.0,9290.0,136.18166621458684,9153.818333785413,否,KAMA,,,,,,,,,2020/02/04 00:00,,挂单取消,0,,
96,2020/02/04 16:00,做空,9193.76,9226.4,9250.0,127.64746523508504,9122.352534764916,是,,2020/02/04 20:00,9122.352534764916,9122.352534764916,9160.64677433544,9058.528802147373,8140.0,9058.528802147372,是,2020/02/04 20:00,9193.75,止损,0,-0.5593332002605262,是
97,2020/02/05 16:00,做多,9423.0,9307.78,9305.0,120.41444619377262,9425.414446193772,是,,2020/02/05 20:00,9425.414446193772,9425.414446193772,9389.29011233564,9485.621669290658,11352.1,9485.621669290658,是,2020/02/07 04:00,9675.071959795509,止损,8,2.0214308257129483,否
98,2020/02/08 08:00,做空,9726.32,9736.66,9743.21,124.85005369410241,9618.359946305896,否,KAMA,,,,,,,,,2020/02/08 12:00,,挂单取消,0,,
99,2020/02/09 04:00,做多,9906.43,9898.57,9840.0,121.11262645684785,9961.112626456848,是,,2020/02/09 08:00,9961.112626456848,9961.112626456848,9924.778838519795,10021.668939685273,12004.8,10021.668939685273,是,2020/02/09 08:00,9906.09,止损,0,-0.4543095799879517,是
100,2020/02/09 12:00,做多,10136.71,10062.0,10062.0,123.3987953773052,10185.398795377305,是,,2020/02/10 08:00,10185.398795377305,10185.398795377305,10148.379156764113,10247.098193065958,12275.64,10247.098193065958,是,2020/02/10 08:00,10148.379156764113,止损,0,-0.30000000000000354,是
101,2020/02/10 12:00,做空,9985.67,10026.0,10026.0,120.20188032850075,9905.798119671499,是,,2020/02/10 16:00,9905.798119671499,9905.798119671499,9941.85868377005,9845.69717950725,8822.88,9845.69717950725,是,2020/02/10 16:00,9985.69,止损,0,-0.6646475089255195,是
102,2020/02/11 08:00,做空,9749.24,9750.0,9750.0,133.2867627748501,9616.71323722515,否,KAMA,,,,,,,,,2020/02/11 20:00,,挂单取消,0,,
103,2020/02/12 00:00,做多,10287.46,10240.0,9908.0,143.49238900988283,10051.492389009883,是,,2020/02/12 04:00,10287.45,10287.45,10244.402283297037,10359.196194504942,12087.76,10123.238583514823,是,2020/02/12 04:00,10244.402283297037,止损,0,-0.29999999999999377,是
104,2020/02/13 16:00,做空,10165.03,10235.52,10235.52,143.9780877924225,10091.541912207578,否,KAMA,,,,,,,,,2020/02/13 20:00,,挂单取消,0,,
105,2020/02/15 20:00,做空,9982.18,10203.98,10233.0,145.71451899730548,10087.285481002695,是,,2020/02/16 00:00,9983.03,9983.03,10026.744355699193,9910.172740501348,9005.04,10014.428221504042,是,2020/02/16 00:00,10026.744355699193,止损,0,-0.3000000000000046,是
106,2020/02/17 00:00,做空,9755.57,9821.11,9821.11,160.47719431763278,9660.632805682368,否,KAMA,,,,,,,,,2020/02/17 04:00,,挂单取消,0,,
107,2020/02/18 20:00,做多,9837.99,9821.0,9821.0,166.41254805360998,9987.41254805361,是,,2020/02/19 00:00,9987.41254805361,9987.41254805361,9937.488783637527,10070.618822080414,11981.619999999999,10070.618822080414,是,2020/02/19 00:00,9837.96,止损,0,-0.8980846084122459,是
108,2020/02/19 04:00,做多,10174.32,10060.0,10060.0,174.91132461838296,10234.911324618382,是,,2020/02/19 20:00,10234.911324618382,10234.911324618382,10182.437927232868,10322.366986927575,12273.199999999999,10322.366986927575,是,2020/02/19 20:00,10182.437927232868,止损,0,-0.29999999999999805,是
109,2020/02/20 04:00,做空,9593.65,10026.08,10026.08,176.22527170170017,9849.8547282983,是,,2020/02/20 08:00,9593.31,9593.31,9646.17758151051,9505.19736414915,8822.9504,9761.74209244745,是,2020/02/20 08:00,9646.17758151051,止损,0,-0.30000000000000376,是
110,2020/02/21 08:00,做多,9709.82,9700.0,9654.64,194.67250473039536,9849.312504730395,否,KAMA,,,,,,,,,2020/02/21 12:00,,挂单取消,0,,
