序号,信号时间,方向,信号收盘价,6K极值,回调基准,ATR,挂单价格,成交,取消原因,成交时间,成交价格,入场价,紧止损价,确认阈值,止盈价,加仓阈值,确认,出场时间,出场价,出场类型,持仓K数,R值,前3K
298,2020/12/03 16:00,做多,19420.01,19365.0,19365.0,513.9940038002122,19878.994003800213,否,KAMA,,,,,,,,,2020/12/04 00:00,,挂单取消,0,,
299,2020/12/04 16:00,做空,18838.05,19100.0,19100.0,466.9734920085676,18633.02650799143,是,,2020/12/05 04:00,18633.02650799143,18633.02650799143,18773.118555594003,18399.539761987147,16808.0,18399.539761987147,是,2020/12/05 04:00,19043.99,止损,0,-0.8800574316133346,是
300,2020/12/07 04:00,做多,19375.02,19355.0,19355.0,367.08401720802567,19722.084017208024,否,KAMA,,,,,,,,,2020/12/07 08:00,,挂单取消,0,,
301,2020/12/08 00:00,做空,18968.0,19023.94,19023.94,343.6075752827422,18680.332424717257,否,KAMA,,,,,,,,,2020/12/08 04:00,,挂单取消,0,,
302,2020/12/08 16:00,做空,18765.94,18908.66,18908.66,323.9609317401391,18584.699068259863,是,,2020/12/09 04:00,18584.699068259863,18584.699068259863,18681.887347781903,18422.718602389792,16639.6208,18422.718602389792,是,2020/12/09 04:00,18792.49,止损,0,-0.6414073778094198,是
303,2020/12/09 12:00,做空,17923.95,18010.0,18010.0,348.3661421971333,17661.633857802866,是,,2020/12/09 16:00,17661.633857802866,17661.633857802866,17766.143700462006,17487.4507867043,15848.8,17487.4507867043,是,2020/12/09 16:00,17923.27,止损,0,-0.7510378033496712,是
304,2020/12/11 16:00,做空,17646.4,17680.0,17916.0,362.1218767634002,17553.8781232366,否,3K跌破基准,,,,,,,,,2020/12/12 04:00,,挂单取消,0,,
305,2020/12/12 16:00,做多,18498.02,18397.98,18397.98,350.66035770011854,18748.64035770012,否,KAMA,,,,,,,,,2020/12/12 20:00,,挂单取消,0,,
306,2020/12/13 00:00,做多,18796.0,18517.99,18517.99,335.78172282435696,18853.77172282436,是,,2020/12/13 04:00,18853.77172282436,18853.77172282436,18753.037205977053,19021.66258423654,22591.9478,19021.662584236536,是,2020/12/13 04:00,18753.037205977053,止损,0,-0.3000000000000013,是
307,2020/12/13 12:00,做多,19243.57,18950.0,18950.0,328.83960460653327,19278.83960460653,是,,2020/12/13 16:00,19278.83960460653,19278.83960460653,19180.18772322457,19443.259406909798,23119.0,19443.2594069098,否,2020/12/13 16:00,19313.43,弱突破平仓,0,0.10518926220841608,是
308,2020/12/15 08:00,做多,19488.76,19355.35,19344.48,301.5149049069403,19645.99490490694,否,KAMA,,,,,,,,,2020/12/15 12:00,,挂单取消,0,,
309,2020/12/16 16:00,做多,19748.84,19549.99,19549.99,284.9131540915923,19834.903154091593,是,,2020/12/16 20:00,19834.903154091593,19834.903154091593,19749.429207864116,19977.35973113739,23850.987800000003,19977.35973113739,是,2020/12/16 20:00,19748.84,止损,0,-0.3020680261885198,是
310,2020/12/17 04:00,做多,21346.8,20891.0,19549.97,341.4554029892789,19891.42540298928,是,,2020/12/17 08:00,21346.81,21346.81,21244.373379103217,21517.537701494643,23850.9634,20062.15310448392,是,2020/12/17 08:00,21244.373379103217,止损,0,-0.300000000000001,是
311,2020/12/17 12:00,做多,22495.01,22222.0,22222.0,399.0605261978243,22621.060526197823,是,,2020/12/17 16:00,22621.060526197823,22621.060526197823,22501.342368338475,22820.590789296737,27110.84,22820.590789296737,是,2020/12/17 16:00,22495.0,止损,0,-0.31589324907403177,是
312,2020/12/19 20:00,做多,23569.23,23256.86,23256.86,520.6103359413949,23777.470335941394,是,,2020/12/20 00:00,23777.470335941394,23777.470335941394,23621.287235158976,24037.775503912093,28373.3692,24037.775503912093,是,2020/12/20 00:00,23569.03,止损,0,-0.400376868362559,是
313,2020/12/21 16:00,做空,22663.0,23076.25,23076.25,576.8901567932512,22499.35984320675,是,,2020/12/21 20:00,22499.35984320675,22499.35984320675,22672.426890244722,22210.914764810124,20307.1,22210.914764810124,是,2020/12/21 20:00,22672.426890244722,止损,0,-0.2999999999999971,是
314,2020/12/22 20:00,做多,23364.44,23330.0,23330.0,657.1394976560671,23987.139497656066,是,,2020/12/23 08:00,23987.139497656066,23987.139497656066,23789.997648359247,24315.7092464841,28462.6,24315.7092464841,是,2020/12/23 08:00,23789.997648359247,止损,0,-0.2999999999999978,是
315,2020/12/25 04:00,做多,23737.44,23637.99,23637.99,615.7526215624431,24253.742621562444,是,,2020/12/25 16:00,24253.742621562444,24253.742621562444,24069.01683509371,24561.618932343667,28838.3478,24561.618932343667,是,2020/12/25 16:00,23668.73,止损,0,-0.9500773542433361,是
316,2020/12/26 04:00,做多,24730.0,24718.0,24718.0,622.768437275855,25340.768437275856,是,,2020/12/26 20:00,25340.768437275856,25340.768437275856,25153.9379060931,25652.152655913782,30155.96,25652.152655913782,是,2020/12/26 20:00,24843.81,止损,0,-0.7979826971477152,是
317,2020/12/27 00:00,做多,25944.43,25690.0,25071.0,613.7496109094706,25684.74961090947,是,,2020/12/27 04:00,25946.99,25946.99,25762.86511672716,26253.864805454738,30586.62,25991.624416364204,是,2020/12/27 20:00,26775.196951366157,止损,4,1.649604145951387,否
318,2020/12/30 04:00,做多,27402.83,27188.0,27188.0,728.1948137987055,27916.194813798706,是,,2020/12/30 08:00,27916.194813798706,27916.194813798706,27697.736369659095,28280.29222069806,33169.36,28280.29222069806,是,2020/12/30 08:00,27402.83,止损,0,-0.7049827931631123,是
319,2020/12/30 12:00,做多,28437.38,28359.84,28359.84,735.2862694533314,29095.126269453332,是,,2020/12/31 08:00,29095.126269453332,29095.126269453332,28874.540388617334,29462.76940418,34599.0048,29462.76940418,是,2020/12/31 08:00,28874.540388617334,止损,0,-0.2999999999999994,是
320,2021/01/02 12:00,做多,29777.33,29668.86,29668.86,726.4242409691241,30395.284240969126,是,,2021/01/02 20:00,30395.284240969126,30395.284240969126,30177.35696867839,30758.496361453686,36196.0092,30758.496361453686,是,2021/01/02 20:00,29775.0,止损,0,-0.8538870345813394,是
321,2021/01/03 00:00,做多,33115.41,31873.02,31873.02,779.5242086009027,32652.544208600902,是,,2021/01/03 04:00,33115.41,33115.41,32881.55273741973,33505.17210430046,38885.0844,33042.30631290135,是,2021/01/03 04:00,32881.55273741973,止损,0,-0.2999999999999988,是
322,2021/01/03 12:00,做多,34472.24,33480.0,33480.0,918.684767099199,34398.6847670992,是,,2021/01/03 16:00,34476.0,34476.0,34200.39456987024,34935.3423835496,40845.6,34858.0271506488,是,2021/01/03 16:00,34200.39456987024,止损,0,-0.30000000000000326,是
323,2021/01/04 12:00,做空,32186.58,32400.0,32472.0,1083.5402240720564,31388.459775927942,是,,2021/01/04 16:00,31388.459775927942,31388.459775927942,31713.52184314956,30846.689663891913,28575.36,30846.689663891917,是,2021/01/04 16:00,32187.38,止损,0,-0.7373240109809988,是
324,2021/01/06 00:00,做多,33747.0,32900.0,32900.0,1341.2452882685761,34241.245288268576,是,,2021/01/06 04:00,34241.245288268576,34241.245288268576,33838.871701788004,34911.86793240286,40138.0,34911.86793240286,是,2021/01/06 04:00,33747.0,止损,0,-0.36849731558542936,是
325,2021/01/06 12:00,做多,34718.61,34500.0,34500.0,1359.0836477792707,35859.08364777927,是,,2021/01/07 04:00,35859.08364777927,35859.08364777927,35451.35855344549,36538.62547166891,42090.0,36538.62547166891,是,2021/01/07 04:00,34861.71,止损,0,-0.7338574409374792,是
326,2021/01/07 08:00,做多,37555.54,37037.51,35948.66,1446.4902137008135,37395.150213700814,是,,2021/01/07 12:00,37554.98,37554.98,37121.03293588976,38278.22510685041,43857.3652,38118.39532055122,是,2021/01/07 12:00,37121.03293588976,止损,0,-0.3000000000000008,是
327,2021/01/07 16:00,做多,37920.0,37795.42,37795.42,1418.957867864984,39214.37786786498,是,,2021/01/08 00:00,39214.37786786498,39214.37786786498,38788.69050750549,39923.856801797476,46110.412399999994,39923.856801797476,是,2021/01/08 00:00,38788.69050750549,止损,0,-0.29999999999999916,是
328,2021/01/08 16:00,做多,41399.98,40565.62,40565.62,1648.246095655465,42213.86609565547,否,KAMA,,,,,,,,,2021/01/09 04:00,,挂单取消,0,,
329,2021/01/10 16:00,做空,39233.99,39330.24,39330.24,1658.715109041995,37671.524890958004,否,KAMA,,,,,,,,,2021/01/10 20:00,,挂单取消,0,,
330,2021/01/11 00:00,做空,37531.91,38500.0,39850.0,1690.9092609104002,38159.0907390896,是,,2021/01/11 04:00,37533.15,37533.15,38040.422778273125,36687.6953695448,35068.0,37313.6361086344,是,2021/01/11 04:00,38040.422778273125,止损,0,-0.30000000000000204,是
331,2021/01/11 20:00,做空,31618.49,32600.0,32600.0,2069.754006919056,30530.245993080945,是,,2021/01/12 00:00,30530.245993080945,30530.245993080945,31151.17219515666,29495.368989621416,28688.0,29495.368989621416,是,2021/01/12 00:00,31618.49,止损,0,-0.525784225217647,是
332,2021/01/12 12:00,做多,36452.84,36399.99,36399.99,2287.094193410614,38687.084193410614,否,KAMA,,,,,,,,,2021/01/12 16:00,,挂单取消,0,,
333,2021/01/14 00:00,做多,36035.43,35584.79,35584.79,2132.4123657646437,37717.20236576464,是,,2021/01/14 04:00,37717.20236576464,37717.20236576464,37077.47865603525,38783.40854864696,43413.4438,38783.40854864697,是,2021/01/14 04:00,36035.42,止损,0,-0.7886759581613981,是
334,2021/01/14 20:00,做多,39580.96,38850.0,38850.0,2005.1318028304588,40855.13180283046,否,KAMA,,,,,,,,,2021/01/15 12:00,,挂单取消,0,,
335,2021/01/15 20:00,做空,35691.31,37630.0,37760.0,1833.0543822419877,35926.945617758014,是,,2021/01/16 00:00,35692.45,35692.45,36242.366314672596,34775.922808879004,33228.8,35010.41842663702,是,2021/01/16 00:00,36242.366314672596,止损,0,-0.30000000000000127,是
336,2021/01/17 12:00,做空,34787.55,35366.0,35528.72,1768.0580423714553,33760.661957628545,否,3K跌破基准,,,,,,,,,2021/01/18 04:00,,挂单取消,0,,
337,2021/01/20 08:00,做空,35097.16,35850.0,36210.0,1434.6933266231956,34775.30667337681,是,,2021/01/20 12:00,34775.30667337681,34775.30667337681,35205.71467136376,34057.96001006521,31864.8,34057.96001006521,是,2021/01/20 12:00,35205.71467136376,止损,0,-0.29999999999999855,是
338,2021/01/20 16:00,做空,34463.47,34750.0,34750.0,1419.982152277434,33330.01784772256,是,,2021/01/21 16:00,33330.01784772256,33330.01784772256,33756.0124934058,32620.026771583845,30580.0,32620.02677158385,是,2021/01/21 16:00,34681.91,止损,0,-0.9520486930833686,是
339,2021/01/21 20:00,做空,31422.1,32050.0,33403.0,1486.601189496244,31916.398810503757,是,,2021/01/22 00:00,31426.01,31426.01,31871.99035684887,30682.709405251877,29394.64,31173.098215755635,是,2021/01/22 00:00,31871.99035684887,止损,0,-0.2999999999999988,是
340,2021/01/22 04:00,做空,30879.97,31032.66,31032.66,1510.1562235203598,29522.50377647964,是,,2021/01/22 08:00,29522.50377647964,29522.50377647964,29975.55064353575,28767.42566471946,27308.7408,28767.42566471946,是,2021/01/22 08:00,30875.77,止损,0,-0.8961100861245539,是
341,2021/01/23 00:00,做多,33608.99,32749.0,32749.0,1570.8875027101683,34319.88750271017,否,KAMA,,,,,,,,,2021/01/23 04:00,,挂单取消,0,,
342,2021/01/25 00:00,做空,31293.67,31612.77,31612.77,1307.6565466733796,30305.11345332662,否,KAMA,,,,,,,,,2021/01/25 08:00,,挂单取消,0,,
343,2021/01/25 20:00,做多,34507.81,33863.09,32980.0,1260.66886513169,34240.66886513169,是,,2021/01/26 00:00,34509.01,34509.01,34130.809340460495,35139.34443256585,40235.6,34871.003297697534,是,2021/01/26 00:00,34130.809340460495,止损,0,-0.29999999999999993,是
344,2021/01/26 08:00,做空,31520.68,31921.47,32185.0,1302.2506682422822,30882.749331757717,是,,2021/01/26 20:00,30882.749331757717,30882.749331757717,31273.4245322304,30231.623997636576,28322.8,30231.623997636576,是,2021/01/26 20:00,31810.46,止损,0,-0.7123902416532931,是
345,2021/01/27 16:00,做空,30647.15,30810.0,30810.0,1226.2759917650876,29583.724008234913,是,,2021/01/27 20:00,29583.724008234913,29583.724008234913,29951.60680576444,28970.586012352367,27112.8,28970.586012352367,是,2021/01/27 20:00,30647.15,止损,0,-0.8671995528791244,是
346,2021/01/28 20:00,做多,31937.9,31908.04,31908.04,1254.0374113098812,33162.07741130988,否,KAMA,,,,,,,,,2021/01/29 00:00,,挂单取消,0,,
347,2021/01/29 04:00,做多,33399.75,32765.0,32765.0,1238.3159137071677,34003.31591370717,是,,2021/01/29 08:00,34003.31591370717,34003.31591370717,33631.82113959502,34622.47387056075,39973.299999999996,34622.47387056075,是,2021/01/29 08:00,33399.99,止损,0,-0.4872148593334196,是
348,2021/01/29 16:00,做多,37066.11,34380.0,34380.0,1271.3546752646826,35651.35467526468,是,,2021/01/29 20:00,37069.44,37069.44,36688.033597420595,37705.11733763234,41943.6,36287.03201289703,是,2021/01/29 20:00,36688.033597420595,止损,0,-0.30000000000000165,是
349,2021/01/31 20:00,做空,32875.93,33239.24,33505.0,1413.6867424886163,32091.313257511385,否,KAMA,,,,,,,,,2021/02/01 08:00,,挂单取消,0,,
350,2021/02/02 16:00,做多,34821.61,34720.0,34720.0,1254.2022483452483,35974.202248345246,是,,2021/02/03 04:00,35974.202248345246,35974.202248345246,35597.94157384167,36601.30337251787,42358.4,36601.303372517876,是,2021/02/03 04:00,35597.94157384167,止损,0,-0.2999999999999993,是
351,2021/02/03 08:00,做多,36446.25,36041.0,36041.0,1218.7623025412568,37259.762302541254,是,,2021/02/04 00:00,37259.762302541254,37259.762302541254,36894.133611778874,37869.143453811885,43970.02,37869.143453811885,是,2021/02/04 00:00,36891.1,止损,0,-0.3024890922311537,是
352,2021/02/04 04:00,做多,37652.51,37273.12,37273.12,1134.2685656125313,38407.388565612535,是,,2021/02/04 16:00,38407.388565612535,38407.388565612535,38067.107995928774,38974.5228484188,45473.2064,38974.5228484188,是,2021/02/04 16:00,37884.42,止损,0,-0.4610623810509299,是
353,2021/02/05 20:00,做多,38006.64,37867.1,37859.33,1103.8201454661923,38963.15014546619,是,,2021/02/06 08:00,38963.15014546619,38963.15014546619,38632.00410182634,39515.06021819929,46188.382600000004,39515.06021819929,是,2021/02/06 08:00,38357.17,止损,0,-0.5489844953049497,是
354,2021/02/06 16:00,做多,40264.34,39800.0,38411.82,1078.5853521183415,39490.40535211834,是,,2021/02/06 20:00,40262.0,40262.0,39938.4243943645,40801.29267605917,46862.420399999995,40029.69802817751,是,2021/02/06 20:00,39938.4243943645,止损,0,-0.2999999999999997,是
355,2021/02/07 20:00,做空,37965.79,37967.03,37967.03,1095.5399717094367,36871.490028290566,否,KAMA,,,,,,,,,2021/02/08 04:00,,挂单取消,0,,
356,2021/02/08 20:00,做多,43785.81,39570.0,39350.0,1128.594509006024,40478.59450900603,是,,2021/02/09 00:00,43785.81,43785.81,43447.23164729819,44350.10725450301,48007.0,41042.89176350903,是,2021/02/09 00:00,43447.23164729819,止损,0,-0.29999999999999943,是
357,2021/02/09 04:00,做多,46451.32,45063.24,45063.24,1385.4838443779365,46448.723844377935,是,,2021/02/09 08:00,46451.32,46451.32,46035.67484668662,47144.061922188965,54977.152799999996,47141.4657665669,是,2021/02/09 08:00,46035.67484668662,止损,0,-0.2999999999999996,是
358,2021/02/10 20:00,做空,44397.24,45057.65,45057.65,1547.282338946112,43510.36766105389,否,KAMA,,,,,,,,,2021/02/11 08:00,,挂单取消,0,,
359,2021/02/11 20:00,做多,48070.75,46685.95,46685.95,1597.5881517204753,48283.53815172047,是,,2021/02/12 00:00,48283.53815172047,48283.53815172047,47804.26170620433,49082.33222758071,56956.859,49082.33222758071,是,2021/02/12 00:00,47804.26170620433,止损,0,-0.30000000000000154,是
360,2021/02/14 12:00,做多,48823.85,48047.94,48047.94,1383.4236709533925,49431.3636709534,是,,2021/02/14 16:00,49431.3636709534,49431.3636709534,49016.33656966738,50123.07550643009,58618.4868,50123.07550643009,是,2021/02/14 16:00,48823.84,止损,0,-0.43914505997625625,是
361,2021/02/16 08:00,做多,49716.6,49100.0,49100.0,1362.6458310968424,50462.645831096845,是,,2021/02/16 20:00,50462.645831096845,50462.645831096845,50053.85208176779,51143.96874664527,59902.0,51143.96874664527,是,2021/02/16 20:00,49013.85,止损,0,-1.063222590957959,是
362,2021/02/17 12:00,做多,51181.48,50953.44,50953.44,1453.7125470790274,52407.15254707903,是,,2021/02/18 00:00,52407.15254707903,52407.15254707903,51971.03878295532,53134.00882061855,62163.1968,53134.00882061855,是,2021/02/18 00:00,51271.2,止损,0,-0.7814148329128228,是
363,2021/02/19 16:00,做多,52832.04,52388.99,52388.99,1285.2063462798735,53674.196346279874,是,,2021/02/19 20:00,53674.196346279874,53674.196346279874,53288.63444239591,54316.79951941981,63914.5678,54316.79951941981,是,2021/02/19 20:00,52831.05,止损,0,-0.6560396692098678,是
364,2021/02/20 00:00,做多,55146.04,53980.0,52300.0,1301.3725025175856,53601.37250251759,是,,2021/02/20 04:00,55139.73,55139.73,54749.31824924473,55790.41625125879,63806.0,54252.05875377638,是,2021/02/21 04:00,55503.79438905991,止损,6,0.02432722226616829,否
365,2021/02/22 00:00,做多,58181.35,58011.57,57536.1,1451.3900723266984,58987.4900723267,否,KAMA,,,,,,,,,2021/02/22 08:00,,挂单取消,0,,
366,2021/02/22 16:00,做空,54606.16,55200.0,55917.51,1456.125134223048,54461.384865776956,是,,2021/02/22 20:00,54461.384865776956,54461.384865776956,54898.22240604387,53733.32229866543,49207.408800000005,53733.32229866543,是,2021/02/22 20:00,49207.408800000005,止盈,0,3.608189943497089,是
367,2021/02/23 16:00,做空,46377.07,47751.42,47751.42,2001.467682386977,45749.952317613024,是,,2021/02/24 00:00,45749.952317613024,45749.952317613024,46350.39262232912,44749.21847641953,42021.249599999996,44749.21847641953,是,2021/02/24 00:00,48632.45,止损,0,-1.4401919690001028,是
368,2021/02/26 04:00,做空,47089.37,48015.9,48015.9,2199.3268154454913,45816.57318455451,是,,2021/02/26 12:00,45816.57318455451,45816.57318455451,46476.37122918815,44716.909776831766,42253.992,44716.909776831766,是,2021/02/26 12:00,47346.45,止损,0,-0.6956114046813908,是
369,2021/02/28 08:00,做空,44646.33,44926.77,46192.05,2098.51329322321,44093.536706776795,是,,2021/02/28 12:00,44093.536706776795,44093.536706776795,44723.090694743754,43044.28006016519,40649.004,43044.28006016519,是,2021/02/28 12:00,44723.090694743754,止损,0,-0.2999999999999984,是
370,2021/02/28 20:00,做空,43424.6,43765.0,43765.0,2043.8255597772488,41721.17444022275,否,3K跌破基准,,,,,,,,,2021/03/01 08:00,,挂单取消,0,,
371,2021/03/01 16:00,做多,47720.0,46836.16,45573.2,1966.1257355434013,47539.325735543396,是,,2021/03/01 20:00,47720.01,47720.01,47130.172279336985,48703.072867771705,55599.304,48522.3886033151,是,2021/03/03 00:00,47994.766620927934,止损,7,-0.6729868462753369,否
372,2021/03/03 12:00,做多,49769.54,49714.72,49714.72,1712.4363873674592,51427.15638736746,是,,2021/03/03 16:00,51427.15638736746,51427.15638736746,50913.42547115722,52283.37458105119,60651.9584,52283.37458105119,是,2021/03/03 16:00,49763.58,止损,0,-0.9714675532706278,是
373,2021/03/05 00:00,做空,48019.76,48550.0,48550.0,1709.7346118148175,46840.26538818518,否,KAMA,,,,,,,,,2021/03/05 04:00,,挂单取消,0,,
374,2021/03/05 08:00,做空,47300.23,47500.0,47500.0,1722.5164121628727,45777.48358783713,否,KAMA,,,,,,,,,2021/03/05 20:00,,挂单取消,0,,
375,2021/03/07 08:00,做多,49582.55,49253.63,49174.0,1536.9300730573225,50710.93007305732,是,,2021/03/07 16:00,50710.93007305732,50710.93007305732,50249.851051140125,51479.39510958598,59992.28,51479.39510958598,是,2021/03/07 16:00,50084.61,止损,0,-0.4075137080318962,是
376,2021/03/09 04:00,做多,52429.43,51870.36,51870.36,1407.3070673521556,53277.66706735216,是,,2021/03/09 08:00,53277.66706735216,53277.66706735216,52855.47494714651,53981.32060102824,63281.8392,53981.32060102823,是,2021/03/09 08:00,52429.43,止损,0,-0.6027377301160819,是
377,2021/03/10 04:00,做多,54917.78,54844.78,54844.78,1362.7824943423195,56207.56249434232,否,KAMA,,,,,,,,,2021/03/10 12:00,,挂单取消,0,,
378,2021/03/10 20:00,做多,56373.52,55890.0,55890.0,1411.6906944699085,57301.69069446991,是,,2021/03/11 00:00,57301.69069446991,57301.69069446991,56878.18348612893,58007.536041704865,68185.8,58007.536041704865,是,2021/03/11 00:00,56374.82,止损,0,-0.6565678289874602,是
379,2021/03/12 04:00,做多,57844.52,57838.43,57317.0,1454.2802250521288,58771.28022505213,否,3K跌破基准,,,,,,,,,2021/03/12 16:00,,挂单取消,0,,
380,2021/03/13 16:00,做多,59905.92,57840.0,57840.0,1420.3579281036727,59260.35792810367,是,,2021/03/13 20:00,59914.58,59914.58,59488.4726215689,60624.75896405184,70564.8,59970.536892155505,是,2021/03/13 20:00,59488.4726215689,止损,0,-0.2999999999999995,是
381,2021/03/14 00:00,做多,60804.75,60518.92,57840.0,1498.9785801135647,59338.978580113566,是,,2021/03/14 04:00,60805.52,60805.52,60355.826425965926,61555.009290056776,70564.8,60088.467870170345,否,2021/03/14 04:00,61267.41,弱突破平仓,0,0.30813649115987585,是
382,2021/03/15 04:00,做空,59037.12,59344.04,59344.04,1421.3746873760176,57922.66531262398,否,KAMA,,,,,,,,,2021/03/15 08:00,,挂单取消,0,,
383,2021/03/15 12:00,做空,57830.61,58770.0,58770.0,1461.1610303568557,57308.83896964315,是,,2021/03/15 16:00,57308.83896964315,57308.83896964315,57747.18727875021,56578.25845446472,51717.6,56578.25845446472,是,2021/03/15 16:00,57832.36,止损,0,-0.35829112567353005,是
384,2021/03/16 08:00,做空,54330.15,54517.28,54517.28,1672.6876652204933,52844.5923347795,否,3K跌破基准,,,,,,,,,2021/03/16 20:00,,挂单取消,0,,
385,2021/03/18 00:00,做多,57897.1,57238.0,57238.0,1614.739048400414,58852.73904840041,是,,2021/03/18 04:00,58852.73904840041,58852.73904840041,58368.31733388029,59660.10857260062,69830.36,59660.10857260062,是,2021/03/18 04:00,57897.1,止损,0,-0.5918225916113729,是
386,2021/03/21 08:00,做空,57813.98,57881.0,57881.0,1413.2858766513725,56467.714123348625,是,,2021/03/21 16:00,56467.714123348625,56467.714123348625,56891.69988634404,55761.07118502294,50935.28,55761.07118502294,是,2021/03/21 16:00,57011.46,止损,0,-0.3847387748186662,是
387,2021/03/23 00:00,做空,55563.91,56329.98,56329.98,1343.6648562358196,54986.315143764186,是,,2021/03/23 04:00,54986.315143764186,54986.315143764186,55389.41460063493,54314.48271564628,49570.3824,54314.48271564627,是,2021/03/23 04:00,55571.42,止损,0,-0.43545446137137284,是
388,2021/03/24 16:00,做多,56591.65,55890.68,55890.68,1385.846710346711,57276.52671034671,否,KAMA,,,,,,,,,2021/03/25 00:00,,挂单取消,0,,
389,2021/03/25 04:00,做空,52311.54,53600.0,53600.0,1385.306212033511,52214.69378796649,是,,2021/03/25 08:00,52214.69378796649,52214.69378796649,52630.285651576545,51522.04068194974,47168.0,51522.04068194974,是,2021/03/25 08:00,52630.285651576545,止损,0,-0.3000000000000006,是
390,2021/03/25 20:00,做空,51024.33,51500.0,51500.0,1438.6708701151194,50061.32912988488,否,KAMA,,,,,,,,,2021/03/26 16:00,,挂单取消,0,,
391,2021/03/27 04:00,做多,55030.0,54060.0,54060.0,1437.209078211224,55497.20907821122,是,,2021/03/27 08:00,55497.20907821122,55497.20907821122,55066.04635474785,56215.81361731683,65953.2,56215.81361731684,是,2021/03/27 08:00,55030.0,止损,0,-0.3250808009038724,是
392,2021/03/28 00:00,做多,55784.28,55555.55,55555.55,1340.5518490874165,56896.10184908742,否,KAMA,,,,,,,,,2021/03/29 00:00,,挂单取消,0,,
393,2021/03/29 16:00,做多,57893.21,56588.31,56588.31,1239.2767714722604,57827.586771472255,是,,2021/03/29 20:00,57892.33,57892.33,57520.54696855832,58511.96838573613,69037.73819999999,58447.22515720839,是,2021/03/29 20:00,57520.54696855832,止损,0,-0.3000000000000005,是
394,2021/03/30 16:00,做多,59326.4,58490.11,58490.11,1234.4626959774707,59724.57269597747,是,,2021/03/31 12:00,59724.57269597747,59724.57269597747,59354.23388718423,60341.80404396621,71357.9342,60341.80404396621,是,2021/03/31 12:00,58695.9,止损,0,-0.8332958940998582,是
395,2021/04/02 08:00,做多,59979.99,59592.22,59592.22,1173.0383238521117,60765.25832385211,否,3K跌破基准,,,,,,,,,2021/04/03 04:00,,挂单取消,0,,
396,2021/04/04 04:00,做空,57134.65,57800.0,58490.03,1052.7074855215287,57437.32251447847,是,,2021/04/04 08:00,57134.65,57134.65,57450.46224565646,56608.296257239235,51471.2264,56910.96877171771,是,2021/04/04 08:00,57450.46224565646,止损,0,-0.30000000000000104,是
397,2021/04/05 20:00,做多,59098.01,58553.0,58553.0,1005.2680905629735,59558.268090562975,是,,2021/04/06 08:00,59558.268090562975,59558.268090562975,59256.687663394085,60060.90213584446,71434.66,60060.90213584446,是,2021/04/06 08:00,59243.4,止损,0,-0.3132180296169951,是
398,2021/04/07 16:00,做空,56376.7,57245.46,57500.0,990.2631101698804,56509.73688983012,是,,2021/04/07 20:00,56374.04,56374.04,56671.118933050966,55878.90844491506,50600.0,56014.60533474518,是,2021/04/07 20:00,56671.118933050966,止损,0,-0.30000000000000104,是
399,2021/04/08 20:00,做多,57795.24,57415.03,56987.85,1043.2169463738505,58031.06694637385,是,,2021/04/09 00:00,58031.06694637385,58031.06694637385,57718.1018624617,58552.67541956078,69525.177,58552.67541956077,是,2021/04/09 00:00,57718.1018624617,止损,0,-0.2999999999999981,是
400,2021/04/09 16:00,做多,58590.11,58466.0,58466.0,989.0453539872952,59455.0453539873,否,3K跌破基准,,,,,,,,,2021/04/10 04:00,,挂单取消,0,,
401,2021/04/10 08:00,做多,59286.01,58950.0,58950.0,960.7699244811146,59910.769924481116,是,,2021/04/10 12:00,59910.769924481116,59910.769924481116,59622.53894713678,60391.15488672167,71919.0,60391.15488672167,是,2021/04/10 12:00,59286.01,止损,0,-0.6502700683709778,是
402,2021/04/12 12:00,做多,60832.23,60555.0,60419.06,984.8594690902994,61403.919469090295,否,KAMA,,,,,,,,,2021/04/12 16:00,,挂单取消,0,,
403,2021/04/13 16:00,做多,63068.31,61550.0,61000.0,1003.3209930524002,62003.3209930524,是,,2021/04/13 20:00,63069.52,63069.52,62768.523702084276,63571.1804965262,74420.0,62504.9814895786,是,2021/04/13 20:00,62768.523702084276,止损,0,-0.3000000000000007,是
404,2021/04/14 08:00,做多,63857.87,63850.0,63850.0,1071.0331150348864,64921.03311503489,是,,2021/04/14 12:00,64921.03311503489,64921.03311503489,64599.72318052442,65456.549672552326,77897.0,65456.549672552326,是,2021/04/14 12:00,63857.86,止损,0,-0.9926612913366882,是
405,2021/04/15 00:00,做空,62242.47,62400.0,62633.94,1171.221308090384,61462.71869190962,否,KAMA,,,,,,,,,2021/04/15 08:00,,挂单取消,0,,
406,2021/04/16 12:00,做空,61513.57,62157.89,62157.89,1143.2374686447288,61014.65253135527,是,,2021/04/16 16:00,61014.65253135527,61014.65253135527,61357.62377194869,60443.033797032906,54698.9432,60443.033797032906,是,2021/04/16 16:00,61513.57,止损,0,-0.43640755514790824,是
407,2021/04/18 08:00,做空,54849.46,59620.0,59620.0,1176.0281847992421,58443.971815200755,是,,2021/04/18 12:00,54849.47,54849.47,55202.27845543977,54261.45590760038,52465.6,57855.95772280113,是,2021/04/18 12:00,55202.27845543977,止损,0,-0.2999999999999994,是
408,2021/04/19 12:00,做多,57325.01,57260.0,56559.4,1736.9234198625873,58296.32341986259,否,KAMA,,,,,,,,,2021/04/19 16:00,,挂单取消,0,,
