序号,方向,基准线K时间,确认K时间,基准线,ATR,触发线,6K极值,状态,波段涨跌幅%_基准线,波段涨跌幅%_极值基准,峰值价,峰值K时间,未成交错过%,年份,成交时间,入场价,初始止损,保护线,止盈目标,出场时间,出场价,出场原因,平仓细节,保护性平仓第几K,持仓K数,R值,1m消歧
321,做多,2022-02-08 00:00,2022-02-08 08:00,44541.16,822.99,45364.15,44541.16,成交,2.377,2.377,45600.0,2022-02-08 12:00,,2022,2022-02-08 12:00,45364.15,44541.16,45775.65,54340.22,2022-02-08 12:00,44541.16,ATR止损,成交当根(1m消歧),,0,-1.0,是
322,做多,2022-02-05 08:00,2022-02-05 16:00,41922.0,887.36,42809.36,41922.0,成交,2.414,2.414,42933.82,2022-02-07 08:00,,2022,2022-02-07 08:00,42809.36,41922.0,43253.04,51144.84,2022-02-07 08:00,42784.68,保护性平仓,第0K(成交当根),0,0,-0.0278,是
323,做多,2022-01-26 00:00,2022-01-26 08:00,37561.03,1181.11,38742.14,37561.03,成交,3.529,3.529,38886.58,2022-01-27 00:00,,2022,2022-01-27 00:00,38742.14,37561.03,39332.7,45824.46,2022-01-27 00:00,37561.03,ATR止损,成交当根(1m消歧),,0,-1.0,是
324,做多,2022-01-19 04:00,2022-01-19 12:00,42680.0,671.87,43351.87,42680.0,成交,1.781,1.781,43440.0,2022-01-20 20:00,,2022,2022-01-20 20:00,43351.87,42680.0,43687.81,52069.6,2022-01-20 20:00,43275.74,保护性平仓,第0K(成交当根),0,0,-0.1133,是
325,做空,2022-01-17 12:00,2022-01-17 20:00,42222.0,696.72,41525.28,43464.71,成交,1.654,4.466,41523.68,2022-01-18 04:00,,2022,2022-01-18 04:00,41525.28,42222.0,41176.93,37155.36,2022-01-18 04:00,42222.0,ATR止损,成交当根(1m消歧),,0,-1.0,是
326,做多,2022-01-12 00:00,2022-01-12 08:00,43118.0,972.0,44090.0,43118.0,成交,2.259,2.259,44091.93,2022-01-12 20:00,,2022,2022-01-12 20:00,44090.0,43118.0,44575.99,52603.96,2022-01-12 20:00,43549.99,保护性平仓,第0K(成交当根),0,0,-0.5556,是
327,做空,2022-01-05 00:00,2022-01-05 08:00,45445.57,826.29,44619.28,47524.36,成交,2.899,7.146,44128.22,2022-01-06 00:00,,2022,2022-01-06 00:00,44619.28,45445.57,44206.13,39992.1,2022-01-06 00:00,44673.22,保护性平仓,第0K(成交当根),0,0,-0.0653,是
328,做空,2021-12-29 00:00,2021-12-29 08:00,47290.0,885.88,46404.12,50713.56,成交,2.728,9.294,46000.0,2021-12-30 04:00,,2021,2021-12-30 04:00,46404.12,47290.0,45961.18,41615.2,2021-12-30 04:00,46436.54,保护性平仓,第0K(成交当根),0,0,-0.0366,是
329,做多,2021-12-27 04:00,2021-12-27 12:00,51300.0,804.16,52104.16,51300.0,成交,1.626,1.626,52134.0,2021-12-28 00:00,,2021,2021-12-28 00:00,52104.16,51300.0,52506.24,62586.0,2021-12-28 00:00,51300.0,ATR止损,成交当根(1m消歧),,0,-1.0,是
330,做多,2021-12-22 08:00,2021-12-22 16:00,49599.0,993.7,50592.7,49599.0,成交,3.586,3.586,51377.74,2021-12-24 00:00,,2021,2021-12-24 00:00,50592.7,49599.0,51089.55,60510.78,2021-12-24 00:00,51082.35,保护性平仓,第0K(成交当根),0,0,0.4928,是
331,做空,2021-12-08 04:00,2021-12-08 12:00,50012.0,1476.77,48535.23,51929.0,成交,2.957,6.539,48533.33,2021-12-08 20:00,,2021,2021-12-08 20:00,48535.23,50012.0,47796.85,44010.56,2021-12-08 20:00,50012.0,ATR止损,成交当根(1m消歧),,0,-1.0,是
332,做空,2021-12-02 08:00,2021-12-02 16:00,55800.0,1279.73,54520.27,59100.0,成交,3.641,9.021,53768.57,2021-12-04 00:00,,2021,2021-12-04 00:00,54520.27,55800.0,53880.41,49104.0,2021-12-04 00:00,53884.35,保护性平仓,第0K(成交当根),0,0,0.4969,是
333,做多,2021-11-27 16:00,2021-11-28 00:00,55300.0,1191.82,56491.82,55300.0,成交,3.933,3.933,57474.76,2021-11-29 04:00,,2021,2021-11-29 04:00,56491.82,55300.0,57087.73,67466.0,2021-11-29 16:00,56929.74,保护性平仓,第3K,3,3,0.3674,是
334,做多,2021-11-24 00:00,2021-11-24 08:00,57888.0,1359.49,59247.49,57888.0,成交,2.698,2.698,59449.62,2021-11-26 00:00,,2021,2021-11-26 00:00,59247.49,57888.0,59927.23,70623.36,2021-11-26 00:00,58908.1,保护性平仓,第0K(成交当根),0,0,-0.2496,否
335,做空,2021-11-21 00:00,2021-11-21 08:00,57372.0,1301.05,56070.95,59873.84,成交,2.755,6.819,55791.13,2021-11-23 00:00,,2021,2021-11-23 00:00,56070.95,57372.0,55420.42,50487.36,2021-11-23 00:00,56007.95,保护性平仓,第0K(成交当根),0,0,0.0484,是
336,做空,2021-11-17 16:00,2021-11-18 00:00,58336.68,1411.1,56925.58,61171.76,成交,2.977,7.474,56600.0,2021-11-19 00:00,,2021,2021-11-19 00:00,56925.58,58336.68,56220.04,51336.28,2021-11-19 00:00,57952.3,保护性平仓,第0K(成交当根),0,0,-0.7276,是
337,做空,2021-10-27 04:00,2021-10-27 12:00,59838.05,1194.64,58643.41,63194.0,成交,3.297,8.433,57865.0,2021-10-27 16:00,,2021,2021-10-27 16:00,58643.41,59838.05,58046.09,52657.48,2021-10-27 16:00,58615.66,保护性平仓,第0K(成交当根),0,0,0.0232,是
338,做多,2021-10-23 20:00,2021-10-24 04:00,61780.0,1423.92,63203.92,61780.0,成交,2.387,2.387,63254.86,2021-10-25 16:00,,2021,2021-10-25 16:00,63203.92,61780.0,63915.88,75371.6,2021-10-25 16:00,62800.0,保护性平仓,第0K(成交当根),0,0,-0.2837,否
339,做多,2021-10-20 04:00,2021-10-20 12:00,64500.0,1315.7,65815.7,64500.0,成交,4.109,4.109,67150.0,2021-10-20 20:00,,2021,2021-10-20 20:00,65815.7,64500.0,66473.55,78690.0,2021-10-21 00:00,66450.94,保护性平仓,第1K,1,1,0.4828,是
340,做多,2021-10-19 08:00,2021-10-19 16:00,63088.0,1315.09,64403.09,63088.0,成交,2.238,2.238,64500.0,2021-10-20 04:00,,2021,2021-10-20 04:00,64403.09,63088.0,65060.64,76967.36,2021-10-20 04:00,64316.7,保护性平仓,第0K(成交当根),0,0,-0.0657,否
341,做空,2021-10-17 00:00,2021-10-17 08:00,60220.0,1255.44,58964.56,62444.23,成交,2.275,5.756,58850.0,2021-10-18 04:00,,2021,2021-10-18 04:00,58964.56,60220.0,58336.84,52993.6,2021-10-18 04:00,60220.0,ATR止损,成交当根(1m消歧),,0,-1.0,是
342,做多,2021-10-14 08:00,2021-10-14 16:00,58586.67,1260.81,59847.48,58586.67,成交,2.583,2.583,60100.0,2021-10-15 12:00,,2021,2021-10-15 12:00,59847.48,58586.67,60477.89,71475.74,2021-10-15 12:00,59290.78,保护性平仓,第0K(成交当根),0,0,-0.4415,否
343,做多,2021-10-06 04:00,2021-10-06 12:00,51888.0,987.73,52875.73,51888.0,成交,8.727,8.727,56416.02,2021-10-06 20:00,,2021,2021-10-06 20:00,52875.73,51888.0,53369.59,63303.36,2021-10-07 12:00,54350.4,KAMA跟踪,,,4,1.493,是
344,做多,2021-10-01 00:00,2021-10-01 08:00,44100.0,1026.8,45126.8,44100.0,成交,8.674,8.674,47925.41,2021-10-01 16:00,,2021,2021-10-01 16:00,45126.8,44100.0,45640.2,53802.0,2021-10-03 04:00,47554.81,KAMA跟踪,,,9,2.3646,否
345,做多,2021-09-29 20:00,2021-09-30 04:00,42576.8,1013.18,43589.98,42576.8,成交,2.715,2.715,43732.71,2021-09-30 08:00,,2021,2021-09-30 08:00,43589.98,42576.8,44096.57,51943.7,2021-09-30 08:00,43566.97,保护性平仓,第0K(成交当根),0,0,-0.0227,是
346,做空,2021-09-20 20:00,2021-09-21 04:00,42467.86,975.33,41492.53,47675.0,成交,5.507,15.828,40129.23,2021-09-21 08:00,,2021,2021-09-21 08:00,41492.53,42467.86,41004.87,37371.72,2021-09-21 08:00,42467.86,ATR止损,成交当根(1m消歧),,0,-1.0,是
347,做空,2021-08-29 12:00,2021-08-29 20:00,47741.31,864.89,46876.42,49769.2,成交,2.116,6.105,46731.03,2021-08-31 08:00,,2021,2021-08-31 08:00,46876.42,47741.31,46443.97,42012.35,2021-08-31 08:00,47177.21,保护性平仓,第0K(成交当根),0,0,-0.3478,否
348,做多,2021-08-20 08:00,2021-08-20 16:00,47499.9,1010.56,48510.46,47499.9,成交,2.664,2.664,48765.46,2021-08-20 20:00,,2021,2021-08-20 20:00,48510.46,47499.9,49015.75,57949.88,2021-08-20 20:00,48752.38,保护性平仓,第0K(成交当根),0,0,0.2394,是
349,做多,2021-08-19 00:00,2021-08-19 08:00,46050.0,1007.03,47057.03,46050.0,成交,2.28,2.28,47100.0,2021-08-20 04:00,,2021,2021-08-20 04:00,47057.03,46050.0,47560.55,56181.0,2021-08-20 04:00,46772.0,保护性平仓,第0K(成交当根),0,0,-0.283,否
350,做空,2021-08-17 08:00,2021-08-17 16:00,45240.0,972.94,44267.06,47750.0,成交,2.238,7.377,44227.32,2021-08-18 08:00,,2021,2021-08-18 08:00,44267.06,45240.0,43780.6,39811.2,2021-08-18 08:00,45083.38,保护性平仓,第0K(成交当根),0,0,-0.839,否
351,做多,2021-08-06 00:00,2021-08-06 08:00,41350.0,1062.35,42412.35,41350.0,成交,2.781,2.781,42500.0,2021-08-06 20:00,,2021,2021-08-06 20:00,42412.35,41350.0,42943.53,50447.0,2021-08-06 20:00,42213.52,保护性平仓,第0K(成交当根),0,0,-0.1872,是
352,做多,2021-08-05 04:00,2021-08-05 12:00,39975.32,928.44,40903.76,39975.32,成交,3.439,3.439,41350.0,2021-08-06 00:00,,2021,2021-08-06 00:00,40903.76,39975.32,41367.97,48769.89,2021-08-06 00:00,40694.19,保护性平仓,第0K(成交当根),0,0,-0.2257,是
353,做空,2021-08-02 08:00,2021-08-02 16:00,39229.12,1078.46,38150.66,41952.6,成交,3.337,9.612,37920.0,2021-08-03 12:00,,2021,2021-08-03 12:00,38150.66,39229.12,37611.43,34521.63,2021-08-03 12:00,38569.99,保护性平仓,第0K(成交当根),0,0,-0.3888,否
354,做多,2021-07-28 16:00,2021-07-29 00:00,40894.0,1303.16,42197.16,40894.0,成交,3.479,3.479,42316.6,2021-07-31 04:00,,2021,2021-07-31 04:00,42197.16,40894.0,42848.74,49890.68,2021-07-31 04:00,42203.25,保护性平仓,第0K(成交当根),0,0,0.0047,是
355,做多,2021-07-25 16:00,2021-07-26 00:00,34780.0,602.88,35382.88,34780.0,成交,1.783,1.783,35400.0,2021-07-26 04:00,,2021,2021-07-26 04:00,35382.88,34780.0,35684.32,42431.6,2021-07-26 04:00,35370.66,保护性平仓,第0K(成交当根),0,0,-0.0203,是
356,做多,2021-07-23 12:00,2021-07-23 20:00,32930.0,625.1,33555.1,32930.0,成交,2.186,2.186,33650.0,2021-07-24 04:00,,2021,2021-07-24 04:00,33555.1,32930.0,33867.65,40174.6,2021-07-24 04:00,33634.46,保护性平仓,第0K(成交当根),0,0,0.127,是
357,做空,2021-07-19 20:00,2021-07-20 04:00,30358.77,589.34,29769.43,31899.83,成交,2.985,7.672,29452.53,2021-07-20 08:00,,2021,2021-07-20 08:00,29769.43,30358.77,29474.76,26715.72,2021-07-20 08:00,29582.94,保护性平仓,第0K(成交当根),0,0,0.3164,是
358,做空,2021-07-16 16:00,2021-07-17 00:00,31018.59,619.39,30399.2,32187.0,成交,2.127,5.68,30358.77,2021-07-19 20:00,,2021,2021-07-19 20:00,30399.2,31018.59,30089.51,27296.36,2021-07-19 20:00,30672.99,保护性平仓,第0K(成交当根),0,0,-0.442,是
359,做空,2021-07-13 04:00,2021-07-13 12:00,32650.0,632.45,32017.55,34662.73,成交,3.155,8.778,31620.0,2021-07-14 08:00,,2021,2021-07-14 08:00,32017.55,32650.0,31701.33,28732.0,2021-07-14 08:00,31808.0,保护性平仓,第0K(成交当根),0,0,0.3313,是
360,做空,2021-07-06 00:00,2021-07-06 08:00,33032.0,809.44,32222.56,35281.55,成交,2.47,8.689,32216.0,2021-07-08 12:00,,2021,2021-07-08 12:00,32222.56,33032.0,31817.84,29068.16,2021-07-08 12:00,32476.39,保护性平仓,第0K(成交当根),0,0,-0.3136,是
361,做空,2021-07-01 00:00,2021-07-01 08:00,34042.74,1067.77,32974.97,36089.96,成交,3.157,8.65,32968.0,2021-07-01 16:00,,2021,2021-07-01 16:00,32974.97,34042.74,32441.09,29957.61,2021-07-01 16:00,33696.91,保护性平仓,第0K(成交当根),0,0,-0.6761,否
362,做多,2021-06-28 12:00,2021-06-28 20:00,35279.38,1243.56,36522.94,35279.38,成交,3.809,3.809,36623.0,2021-06-30 00:00,,2021,2021-06-30 00:00,36522.94,35279.38,37144.72,43040.84,2021-06-30 00:00,36375.62,保护性平仓,第0K(成交当根),0,0,-0.1185,否
363,做空,2021-06-21 16:00,2021-06-22 00:00,31666.0,1169.74,30496.26,36155.0,成交,9.114,20.398,28780.01,2021-06-22 20:00,,2021,2021-06-22 20:00,30496.26,31666.0,29911.39,27866.08,2021-06-22 20:00,31635.72,保护性平仓,第0K(成交当根),0,0,-0.9741,是
364,做空,2021-06-20 20:00,2021-06-21 04:00,33312.0,1048.98,32263.02,36182.3,成交,3.338,11.006,32200.0,2021-06-21 12:00,,2021,2021-06-21 12:00,32263.02,33312.0,31738.52,29314.56,2021-06-21 12:00,32985.72,保护性平仓,第0K(成交当根),0,0,-0.689,是
365,做空,2021-06-19 08:00,2021-06-19 16:00,34704.08,1086.27,33617.81,38000.0,成交,4.011,12.337,33312.0,2021-06-20 20:00,,2021,2021-06-20 20:00,33617.81,34704.08,33074.68,30539.59,2021-06-20 20:00,34383.37,保护性平仓,第0K(成交当根),0,0,-0.7048,否
366,做空,2021-06-17 04:00,2021-06-17 12:00,38105.0,1085.54,37019.46,40495.0,成交,4.737,10.359,36300.0,2021-06-18 20:00,,2021,2021-06-18 20:00,37019.46,38105.0,36476.7,33532.4,2021-06-20 20:00,33532.4,固定止盈,,,12,3.2123,否
367,做空,2021-06-16 04:00,2021-06-16 12:00,39500.0,1122.96,38377.04,41413.0,成交,3.114,7.589,38270.0,2021-06-17 00:00,,2021,2021-06-17 00:00,38377.04,39500.0,37815.57,34760.0,2021-06-17 00:00,38677.45,保护性平仓,第0K(成交当根),0,0,-0.2675,是
368,做多,2021-06-14 08:00,2021-06-14 16:00,39822.64,1161.8,40984.44,39822.64,成交,2.957,2.957,41000.0,2021-06-14 20:00,,2021,2021-06-14 20:00,40984.44,39822.64,41565.33,48583.62,2021-06-14 20:00,40677.54,保护性平仓,第0K(成交当根),0,0,-0.2642,是
369,做空,2021-06-06 04:00,2021-06-06 12:00,34800.0,1180.09,33619.91,37900.49,成交,4.598,12.402,33200.0,2021-06-08 04:00,,2021,2021-06-08 04:00,33619.91,34800.0,33029.87,30624.0,2021-06-08 04:00,33550.96,保护性平仓,第0K(成交当根),0,0,0.0584,是
370,做空,2021-05-18 00:00,2021-05-18 08:00,42151.0,2016.01,40134.99,46655.0,成交,4.799,13.99,40128.0,2021-05-19 08:00,,2021,2021-05-19 08:00,40134.99,42151.0,39126.99,37092.88,2021-05-19 08:00,40635.3,保护性平仓,第0K(成交当根),0,0,-0.2482,是
371,做空,2021-05-16 08:00,2021-05-16 16:00,46481.14,1726.33,44754.81,49594.42,成交,4.545,10.537,44368.52,2021-05-17 00:00,,2021,2021-05-17 00:00,44754.81,46481.14,43891.64,40903.4,2021-05-17 00:00,45573.29,保护性平仓,第0K(成交当根),0,0,-0.4741,是
372,做空,2021-05-09 20:00,2021-05-10 04:00,56316.0,1374.57,54941.43,59590.96,成交,5.444,10.641,53250.0,2021-05-11 04:00,,2021,2021-05-11 04:00,54941.43,56316.0,54254.15,49558.08,2021-05-11 04:00,55869.67,保护性平仓,第0K(成交当根),0,0,-0.6753,否
373,做空,2021-05-02 16:00,2021-05-03 00:00,56100.0,1235.78,54864.22,58075.39,成交,2.941,6.242,54450.31,2021-05-04 08:00,,2021,2021-05-04 08:00,54864.22,56100.0,54246.33,49368.0,2021-05-04 08:00,55519.15,保护性平仓,第0K(成交当根),0,0,-0.53,是
374,做空,2021-04-28 12:00,2021-04-28 20:00,53852.0,1422.21,52429.79,55733.0,成交,2.789,6.07,52350.0,2021-04-30 04:00,,2021,2021-04-30 04:00,52429.79,53852.0,51718.69,47389.76,2021-04-30 04:00,53558.8,保护性平仓,第0K(成交当根),0,0,-0.7938,否
375,做空,2021-04-22 08:00,2021-04-22 16:00,52505.0,1700.97,50804.03,56356.87,成交,3.753,10.332,50534.34,2021-04-23 04:00,,2021,2021-04-23 04:00,50804.03,52505.0,49953.54,46204.4,2021-04-23 04:00,51714.61,保护性平仓,第0K(成交当根),0,0,-0.5353,是
376,做空,2021-04-16 16:00,2021-04-17 00:00,60100.0,1206.24,58893.76,63905.83,成交,16.722,21.682,50050.0,2021-04-18 08:00,,2021,2021-04-18 08:00,58893.76,60100.0,58290.64,52888.0,2021-04-22 08:00,52888.0,固定止盈,,,24,4.9789,是
377,做空,2021-04-15 00:00,2021-04-15 08:00,61404.0,1235.12,60168.88,64986.11,成交,2.124,7.519,60100.0,2021-04-16 16:00,,2021,2021-04-16 16:00,60168.88,61404.0,59551.32,54035.52,2021-04-16 16:00,60939.48,保护性平仓,第0K(成交当根),0,0,-0.6239,是
378,做多,2021-04-12 12:00,2021-04-12 20:00,61449.91,1002.11,62452.02,61449.91,成交,3.3,3.3,63478.0,2021-04-13 16:00,,2021,2021-04-13 16:00,62452.02,61449.91,62953.08,74968.89,2021-04-14 20:00,63302.01,KAMA跟踪,,,7,0.8482,是
379,做多,2021-04-09 16:00,2021-04-10 00:00,58950.0,1001.53,59951.53,58950.0,成交,4.835,4.835,61800.0,2021-04-10 12:00,,2021,2021-04-10 12:00,59951.53,58950.0,60452.29,71919.0,2021-04-10 20:00,60348.46,保护性平仓,第2K,2,2,0.3963,否
380,做空,2021-04-06 20:00,2021-04-07 04:00,57500.0,998.64,56501.36,59626.18,成交,2.902,6.364,55831.36,2021-04-07 16:00,,2021,2021-04-07 16:00,56501.36,57500.0,56002.04,50600.0,2021-04-07 16:00,56376.7,保护性平仓,第0K(成交当根),0,0,0.1248,是
381,做空,2021-04-03 04:00,2021-04-03 12:00,58490.03,1111.1,57378.93,60120.0,成交,2.718,5.356,56900.0,2021-04-04 04:00,,2021,2021-04-04 04:00,57378.93,58490.03,56823.38,51471.23,2021-04-04 04:00,57134.65,保护性平仓,第0K(成交当根),0,0,0.2199,是
382,做多,2021-03-28 04:00,2021-03-28 12:00,56658.76,1321.99,57980.75,56658.76,成交,3.044,3.044,58383.18,2021-03-29 16:00,,2021,2021-03-29 16:00,57980.75,56658.76,58641.74,69123.69,2021-03-29 16:00,57893.21,保护性平仓,第0K(成交当根),0,0,-0.0662,是
383,做空,2021-03-21 16:00,2021-03-22 00:00,55403.55,1417.95,53985.6,59539.78,成交,3.191,9.916,53635.81,2021-03-23 04:00,,2021,2021-03-23 04:00,53985.6,55403.55,53276.62,48755.12,2021-03-23 04:00,54129.56,保护性平仓,第0K(成交当根),0,0,-0.1015,是
384,做多,2021-03-17 08:00,2021-03-17 16:00,57238.0,1650.49,58888.49,57238.0,成交,3.216,3.216,59078.79,2021-03-18 04:00,,2021,2021-03-18 04:00,58888.49,57238.0,59713.73,69830.36,2021-03-18 04:00,58959.0,保护性平仓,第0K(成交当根),0,0,0.0427,否
385,做多,2021-03-12 04:00,2021-03-12 12:00,58283.0,1465.22,59748.22,58283.0,成交,3.632,3.632,60400.0,2021-03-13 16:00,,2021,2021-03-13 16:00,59748.22,58283.0,60480.82,71105.26,2021-03-13 16:00,59905.92,保护性平仓,第0K(成交当根),0,0,0.1076,是
386,做多,2021-03-10 08:00,2021-03-10 16:00,55890.0,1411.65,57301.65,55890.0,成交,2.882,2.882,57500.92,2021-03-11 00:00,,2021,2021-03-11 00:00,57301.65,55890.0,58007.48,68185.8,2021-03-11 00:00,56831.08,保护性平仓,第0K(成交当根),0,0,-0.3333,否
387,做多,2021-03-08 08:00,2021-03-08 16:00,51870.36,1459.0,53329.36,51870.36,成交,4.469,4.469,54188.49,2021-03-09 08:00,,2021,2021-03-09 08:00,53329.36,51870.36,54058.85,63281.84,2021-03-09 08:00,53877.22,保护性平仓,第0K(成交当根),0,0,0.3755,否
388,做多,2021-03-06 04:00,2021-03-06 12:00,49470.0,1673.03,51143.03,49470.0,成交,3.497,3.497,51200.0,2021-03-07 16:00,,2021,2021-03-07 16:00,51143.03,49470.0,51979.55,60353.4,2021-03-07 16:00,50745.34,保护性平仓,第0K(成交当根),0,0,-0.2377,否
389,做多,2021-03-02 08:00,2021-03-02 16:00,50221.77,1890.72,52112.49,50221.77,成交,4.898,4.898,52681.51,2021-03-03 20:00,,2021,2021-03-03 20:00,52112.49,50221.77,53057.84,61270.56,2021-03-03 20:00,50796.23,保护性平仓,第0K(成交当根),0,0,-0.6962,否
390,做多,2021-02-18 04:00,2021-02-18 12:00,52800.0,1431.51,54231.51,52800.0,成交,6.051,6.051,55995.18,2021-02-20 00:00,,2021,2021-02-20 00:00,54231.51,52800.0,54947.27,64416.0,2021-02-21 04:00,55503.79,KAMA跟踪,,,7,0.8888,否
391,做多,2021-02-16 20:00,2021-02-17 04:00,50953.44,1468.63,52422.07,50953.44,成交,3.033,3.033,52499.0,2021-02-18 00:00,,2021,2021-02-18 00:00,52422.07,50953.44,53156.39,62163.2,2021-02-18 00:00,52250.27,保护性平仓,第0K(成交当根),0,0,-0.117,是
392,做多,2021-02-01 16:00,2021-02-02 00:00,34720.0,1356.5,36076.5,34720.0,成交,5.271,5.271,36550.0,2021-02-03 08:00,,2021,2021-02-03 08:00,36076.5,34720.0,36754.75,42358.4,2021-02-03 08:00,36446.25,保护性平仓,第0K(成交当根),0,0,0.2726,否
393,做空,2021-01-26 20:00,2021-01-27 04:00,30810.0,1287.87,29522.13,33500.57,成交,5.096,12.718,29240.0,2021-01-27 20:00,,2021,2021-01-27 20:00,29522.13,30810.0,28878.2,27112.8,2021-01-27 20:00,30318.63,保护性平仓,第0K(成交当根),0,0,-0.6185,是
394,做空,2021-01-21 00:00,2021-01-21 08:00,33403.0,1458.6,31944.4,36461.44,成交,7.096,14.889,31032.66,2021-01-21 20:00,,2021,2021-01-21 20:00,31944.4,33403.0,31215.1,29394.64,2021-01-21 20:00,31422.1,保护性平仓,第0K(成交当根),0,0,0.3581,否
395,做多,2021-01-06 12:00,2021-01-06 20:00,35948.66,1379.9,37328.56,35948.66,成交,5.137,5.137,37795.42,2021-01-07 08:00,,2021,2021-01-07 08:00,37328.56,35948.66,38018.51,43857.37,2021-01-07 08:00,37555.54,保护性平仓,第0K(成交当根),0,0,0.1645,否
396,做多,2021-01-03 00:00,2021-01-03 08:00,33480.0,828.7,34308.7,33480.0,成交,4.039,4.039,34832.25,2021-01-03 12:00,,2021,2021-01-03 12:00,34308.7,33480.0,34723.05,40845.6,2021-01-03 12:00,34472.24,保护性平仓,第0K(成交当根),0,0,0.1973,是
397,做多,2021-01-01 20:00,2021-01-02 04:00,29668.86,749.93,30418.79,29668.86,成交,7.429,7.429,31873.02,2021-01-02 20:00,,2021,2021-01-02 20:00,30418.79,29668.86,30793.76,36196.01,2021-01-04 00:00,32791.96,KAMA跟踪,,,7,3.1645,否
398,做多,2020-12-28 20:00,2020-12-29 04:00,27538.82,761.42,28300.24,27538.82,成交,2.981,2.981,28359.84,2020-12-30 08:00,,2020,2020-12-30 08:00,28300.24,27538.82,28680.96,33597.36,2020-12-30 08:00,28110.62,保护性平仓,第0K(成交当根),0,0,-0.249,是
399,做多,2020-12-26 08:00,2020-12-26 16:00,25071.0,618.76,25689.76,25071.0,成交,2.469,2.469,25690.0,2020-12-26 20:00,,2020,2020-12-26 20:00,25689.76,25071.0,25999.14,30586.62,2020-12-26 20:00,25638.48,保护性平仓,第0K(成交当根),0,0,-0.0829,是
400,做空,2020-12-21 04:00,2020-12-21 12:00,23076.25,575.29,22500.96,24376.0,成交,3.1,8.266,22361.0,2020-12-21 16:00,,2020,2020-12-21 16:00,22500.96,23076.25,22213.32,20307.1,2020-12-21 16:00,22663.0,保护性平仓,第0K(成交当根),0,0,-0.2817,是
401,做多,2020-12-15 08:00,2020-12-15 16:00,19598.0,304.03,19902.03,19598.0,成交,6.527,6.527,20877.09,2020-12-16 20:00,,2020,2020-12-16 20:00,19902.03,19598.0,20054.04,23909.56,2020-12-18 00:00,22495.98,KAMA跟踪,,,7,8.5319,否
402,做多,2020-11-29 16:00,2020-11-30 00:00,18239.76,464.9,18704.66,18239.76,成交,9.344,9.344,19944.0,2020-11-30 20:00,,2020,2020-11-30 20:00,18704.66,18239.76,18937.12,22252.51,2020-12-01 16:00,19243.07,KAMA跟踪,,,5,1.1581,否
403,做多,2020-11-23 16:00,2020-11-24 00:00,18812.65,402.97,19215.62,18812.65,成交,3.271,3.271,19428.0,2020-11-24 20:00,,2020,2020-11-24 20:00,19215.62,18812.65,19417.1,22951.43,2020-11-24 20:00,19369.19,保护性平仓,第0K(成交当根),0,0,0.3811,否
404,做空,2020-11-21 20:00,2020-11-22 04:00,18302.08,397.5,17904.58,18986.0,成交,3.585,7.058,17645.98,2020-11-22 16:00,,2020,2020-11-22 16:00,17904.58,18302.08,17705.83,16105.83,2020-11-22 16:00,17925.2,保护性平仓,第0K(成交当根),0,0,-0.0519,是
405,做多,2020-11-19 20:00,2020-11-20 04:00,18200.0,412.97,18612.97,18200.0,成交,3.077,3.077,18760.0,2020-11-20 20:00,,2020,2020-11-20 20:00,18612.97,18200.0,18819.45,22204.0,2020-11-20 20:00,18678.74,保护性平仓,第0K(成交当根),0,0,0.1593,是
406,做多,2020-11-17 04:00,2020-11-17 12:00,16882.0,283.78,17165.78,16882.0,成交,2.934,2.934,17377.36,2020-11-17 20:00,,2020,2020-11-17 20:00,17165.78,16882.0,17307.67,20596.04,2020-11-18 12:00,17465.56,KAMA跟踪,,,4,1.0564,否
407,做多,2020-11-13 08:00,2020-11-13 16:00,16479.99,335.28,16815.27,16479.99,成交,2.227,2.227,16847.0,2020-11-17 00:00,,2020,2020-11-17 00:00,16815.27,16479.99,16982.91,20105.59,2020-11-17 00:00,16776.35,保护性平仓,第0K(成交当根),0,0,-0.1161,是
408,做多,2020-11-12 00:00,2020-11-12 08:00,16000.0,329.87,16329.87,16000.0,成交,2.156,2.156,16345.0,2020-11-13 04:00,,2020,2020-11-13 04:00,16329.87,16000.0,16494.81,19520.0,2020-11-13 04:00,16289.02,保护性平仓,第0K(成交当根),0,0,-0.1238,否
409,做空,2020-11-07 04:00,2020-11-07 12:00,15177.0,345.52,14831.48,15795.93,成交,4.098,7.856,14555.0,2020-11-08 00:00,,2020,2020-11-08 00:00,14831.48,15177.0,14658.73,13355.76,2020-11-08 04:00,14824.34,保护性平仓,第1K,1,1,0.0207,是
410,做多,2020-11-04 04:00,2020-11-04 12:00,14070.0,239.29,14309.29,14070.0,成交,2.152,2.152,14372.84,2020-11-05 08:00,,2020,2020-11-05 08:00,14309.29,14070.0,14428.94,17165.4,2020-11-05 08:00,14302.06,保护性平仓,第0K(成交当根),0,0,-0.0302,否
411,做多,2020-10-30 08:00,2020-10-30 16:00,13665.65,247.21,13912.86,13665.65,成交,3.471,3.471,14140.0,2020-10-31 16:00,,2020,2020-10-31 16:00,13912.86,13665.65,14036.46,16672.09,2020-10-31 16:00,13665.65,ATR止损,成交当根(1m消歧),,0,-1.0,是
