信号时间,方向,突破线,ATR,ATR%,MFE%,基准R,基准出场价,基准出场原因,基准持仓K,trailingR,trailing出场价,trailing出场原因,trailing持仓K,R差异,持仓K差异
2025-04-19 12:00:00+00:00,做多,84947.8,965.3,1.14,48.6,0.0,84947.8,stop,6,0.18,85117.3,trailing_stop,4,0.18,-2
2025-04-20 16:00:00+00:00,做空,84613.5,812.2,0.96,31.7,0.13,84510.8,stop,4,0.19,84456.6,trailing_stop,4,0.07,0
2025-04-21 20:00:00+00:00,做多,87777.0,872.0,0.99,43.8,-1.0,86905.0,stop,1,-1.0,86905.0,trailing_stop,1,0.0,0
2025-04-22 20:00:00+00:00,做多,88850.0,945.8,1.06,42.0,3.57,92222.5,stop,6,5.1,93669.6,trailing_stop,4,1.53,-2
2025-04-25 04:00:00+00:00,做多,93869.9,1180.1,1.26,34.5,0.0,93869.9,stop,10,0.15,94052.6,trailing_stop,4,0.15,-6
2025-04-28 12:00:00+00:00,做多,94517.9,977.6,1.03,33.5,-1.0,93540.3,stop,2,-1.0,93540.3,trailing_stop,2,0.0,0
2025-05-01 16:00:00+00:00,做多,95186.5,1014.0,1.07,32.6,0.73,95925.2,stop,12,1.67,96881.0,trailing_stop,4,0.94,-8
2025-05-04 04:00:00+00:00,做空,95804.8,909.1,0.95,39.7,1.06,94844.4,stop,11,0.2,95627.0,trailing_stop,6,-0.86,-5
2025-05-07 04:00:00+00:00,做多,95165.1,906.5,0.95,32.6,0.62,95723.2,stop,5,2.3,97246.8,trailing_stop,4,1.68,-1
2025-05-08 08:00:00+00:00,做多,97700.0,985.0,1.01,29.2,5.43,103044.8,stop,27,3.35,101000.7,trailing_stop,4,-2.08,-23
2025-05-13 00:00:00+00:00,做空,102345.0,1277.6,1.25,43.6,0.0,102345.0,stop,4,0.24,102038.8,trailing_stop,4,0.24,0
2025-05-14 00:00:00+00:00,做多,103930.1,1321.6,1.27,21.4,0.0,103930.1,stop,4,0.23,104228.4,trailing_stop,4,0.23,0
2025-05-15 12:00:00+00:00,做空,102536.0,1215.2,1.19,43.7,-1.0,103751.2,stop,3,-1.0,103751.2,trailing_stop,3,0.0,0
2025-05-18 12:00:00+00:00,做多,103658.0,983.3,0.95,21.8,0.0,103658.0,stop,4,1.88,105508.0,trailing_stop,4,1.88,0
2025-05-19 12:00:00+00:00,做空,103217.2,1290.7,1.25,44.0,-1.0,104507.9,stop,2,-1.0,104507.9,trailing_stop,2,0.0,0
2025-05-21 00:00:00+00:00,做多,106800.0,1284.6,1.2,18.2,0.0,106800.0,stop,4,0.4,107307.7,trailing_stop,4,0.4,0
2025-05-21 20:00:00+00:00,做多,107950.0,1300.6,1.2,16.9,-1.0,106649.4,stop,1,-1.0,106649.4,trailing_stop,1,0.0,0
2025-05-22 08:00:00+00:00,做多,110830.0,1591.9,1.44,13.9,0.0,110830.0,stop,5,0.09,110980.3,trailing_stop,4,0.09,-1
2025-05-23 16:00:00+00:00,做空,110238.5,1455.7,1.32,47.6,0.85,109006.9,stop,6,1.92,107449.7,trailing_stop,4,1.07,-2
2025-05-26 08:00:00+00:00,做多,109285.1,1444.8,1.32,15.5,0.0,109285.1,stop,4,0.27,109677.6,trailing_stop,4,0.27,0
2025-05-28 20:00:00+00:00,做空,108178.1,1260.0,1.16,46.6,0.0,108178.1,stop,5,0.65,107353.9,trailing_stop,4,0.65,-1
2025-05-30 00:00:00+00:00,做空,106400.0,1316.8,1.24,45.7,0.98,105110.0,stop,18,0.93,105179.4,trailing_stop,4,-0.05,-14
2025-06-02 04:00:00+00:00,做多,105285.0,1112.0,1.06,19.9,-1.0,104173.0,stop,3,-1.0,104173.0,trailing_stop,3,0.0,0
2025-06-03 20:00:00+00:00,做多,106470.8,1073.1,1.01,18.5,-1.0,105397.7,stop,2,-1.0,105397.7,trailing_stop,2,0.0,0
2025-06-06 00:00:00+00:00,做空,103825.0,1023.0,0.99,44.4,0.3,103516.1,stop,4,2.94,100816.6,trailing_stop,4,2.64,0
2025-06-07 20:00:00+00:00,做多,105293.0,1100.8,1.05,19.9,0.0,105293.0,stop,5,0.03,105327.9,trailing_stop,5,0.03,0
2025-06-08 20:00:00+00:00,做多,105878.3,945.3,0.89,19.2,0.0,105878.3,stop,4,0.14,106009.9,trailing_stop,4,0.14,0
2025-06-09 16:00:00+00:00,做多,106482.6,876.7,0.82,18.5,2.67,108825.3,stop,14,4.26,110215.3,trailing_stop,4,1.59,-10
2025-06-12 08:00:00+00:00,做空,108001.2,1047.2,0.97,46.5,0.0,108001.2,stop,4,0.9,107062.7,trailing_stop,4,0.9,0
2025-06-13 04:00:00+00:00,做空,106539.1,1075.3,1.01,45.8,0.81,105664.2,stop,4,3.15,103151.6,trailing_stop,4,2.34,0
2025-06-16 12:00:00+00:00,做多,106099.4,1015.2,0.96,19.0,0.47,106576.0,stop,5,2.24,108374.4,trailing_stop,4,1.77,-1
2025-06-17 16:00:00+00:00,做空,106068.0,1153.2,1.09,45.5,0.59,105385.9,stop,17,1.9,103876.6,trailing_stop,4,1.31,-13
2025-06-20 16:00:00+00:00,做多,105765.8,1083.3,1.02,19.3,-1.0,104682.5,stop,1,-1.0,104682.5,trailing_stop,1,0.0,0
2025-06-21 00:00:00+00:00,做空,103805.9,1129.6,1.09,44.4,0.0,103805.9,stop,4,0.3,103468.4,trailing_stop,4,0.3,0
2025-06-22 00:00:00+00:00,做空,102255.3,1039.5,1.02,43.5,-1.0,103294.8,stop,2,-1.0,103294.8,trailing_stop,2,0.0,0
2025-06-22 20:00:00+00:00,做空,100789.9,1094.0,1.09,42.7,0.0,100789.9,stop,4,1.94,98662.4,trailing_stop,4,1.94,0
2025-06-24 00:00:00+00:00,做多,102596.5,1339.7,1.31,23.0,3.48,107256.3,stop,16,2.08,105380.2,trailing_stop,4,-1.4,-12
2025-06-29 16:00:00+00:00,做多,107538.0,857.5,0.8,17.4,0.04,107575.9,stop,5,0.95,108355.1,trailing_stop,5,0.91,0
2025-07-01 16:00:00+00:00,做空,106557.4,831.8,0.78,45.8,0.29,106314.4,stop,5,1.15,105598.5,trailing_stop,4,0.86,-1
2025-07-02 16:00:00+00:00,做多,107144.4,898.1,0.84,17.8,1.46,108454.4,stop,13,2.33,109241.4,trailing_stop,4,0.88,-9
2025-07-05 00:00:00+00:00,做空,107436.0,929.5,0.87,46.2,-1.0,108365.5,stop,3,-1.0,108365.5,trailing_stop,3,0.0,0
2025-07-06 20:00:00+00:00,做多,108211.0,696.7,0.64,16.6,0.55,108594.3,stop,5,1.62,109336.3,trailing_stop,4,1.07,-1
2025-07-10 00:00:00+00:00,做多,109738.5,782.4,0.71,15.0,9.62,117269.4,stop,17,2.3,111540.3,trailing_stop,4,-7.32,-13
2025-07-13 20:00:00+00:00,做多,118058.3,991.2,0.84,6.9,2.33,120365.8,stop,6,3.27,121304.4,trailing_stop,4,0.95,-2
2025-07-15 08:00:00+00:00,做空,118862.6,1273.1,1.07,51.4,0.0,118862.6,stop,8,2.0,116314.6,trailing_stop,4,2.0,-4
2025-07-20 20:00:00+00:00,做多,118301.4,1149.9,0.97,6.7,-1.0,117151.5,stop,2,-1.0,117151.5,trailing_stop,2,0.0,0
2025-07-21 12:00:00+00:00,做多,118856.6,1221.7,1.03,6.2,-1.0,117634.9,stop,3,-1.0,117634.9,trailing_stop,3,0.0,0
2025-07-25 08:00:00+00:00,做空,117050.2,1302.2,1.11,50.7,0.0,117050.2,stop,5,1.33,115318.4,trailing_stop,4,1.33,-1
2025-07-26 16:00:00+00:00,做多,117740.6,1323.6,1.12,7.2,0.57,118492.9,stop,12,0.87,118888.2,trailing_stop,9,0.3,-3
2025-07-29 20:00:00+00:00,做空,117388.0,1021.2,0.87,50.8,0.0,117388.0,stop,4,0.0,117388.0,trailing_stop,4,0.0,0
2025-07-31 00:00:00+00:00,做空,116923.0,1059.0,0.91,50.6,-1.0,117982.0,stop,2,-1.0,117982.0,trailing_stop,2,0.0,0
2025-08-01 04:00:00+00:00,做空,116691.1,1101.0,0.94,50.5,2.89,113512.8,stop,13,1.89,114606.1,trailing_stop,4,-0.99,-9
2025-08-04 00:00:00+00:00,做多,114200.0,1121.3,0.98,10.5,0.0,114200.0,stop,4,0.18,114402.8,trailing_stop,4,0.18,0
2025-08-05 12:00:00+00:00,做空,114070.0,1021.1,0.9,49.4,0.0,114070.0,stop,4,0.96,113093.0,trailing_stop,4,0.96,0
2025-08-06 20:00:00+00:00,做多,114860.1,1038.0,0.9,9.9,0.0,114860.1,stop,4,0.28,115155.2,trailing_stop,4,0.28,0
2025-08-07 16:00:00+00:00,做多,115674.2,1010.0,0.87,9.1,0.42,116100.4,stop,7,1.39,117075.0,trailing_stop,4,0.96,-3
2025-08-10 08:00:00+00:00,做多,117906.7,918.8,0.78,7.0,1.34,119138.4,stop,10,0.79,118634.6,trailing_stop,4,-0.55,-6
2025-08-14 20:00:00+00:00,做空,120066.1,1281.4,1.07,51.9,1.47,118183.8,stop,17,1.89,117644.7,trailing_stop,4,0.42,-13
2025-08-18 08:00:00+00:00,做空,117121.6,989.2,0.84,50.7,0.25,116878.8,stop,5,2.04,115099.6,trailing_stop,4,1.8,-1
2025-08-19 20:00:00+00:00,做空,114303.8,1086.4,0.95,49.5,0.0,114303.8,stop,7,1.16,113043.2,trailing_stop,4,1.16,-3
2025-08-22 00:00:00+00:00,做空,112545.4,1086.7,0.97,48.7,0.0,112545.4,stop,4,0.0,112545.4,trailing_stop,4,0.0,0
2025-08-22 20:00:00+00:00,做多,113936.0,1061.7,0.93,10.8,0.76,114744.7,stop,6,2.76,116866.6,trailing_stop,4,2.0,-2
2025-08-24 20:00:00+00:00,做空,114510.0,1041.9,0.91,49.6,3.2,111178.9,stop,14,3.36,111005.0,trailing_stop,4,0.17,-10
2025-08-28 12:00:00+00:00,做多,112568.5,1312.4,1.17,12.1,0.0,112568.5,stop,4,0.16,112772.8,trailing_stop,4,0.16,0
2025-08-29 12:00:00+00:00,做空,111238.5,1246.4,1.12,48.1,1.73,109080.9,stop,11,2.2,108492.8,trailing_stop,4,0.47,-7
2025-09-01 08:00:00+00:00,做空,108021.0,1041.8,0.96,46.5,-1.0,109062.8,stop,1,-1.0,109062.8,trailing_stop,1,0.0,0
2025-09-02 08:00:00+00:00,做多,109874.8,1160.6,1.06,14.9,-1.0,108714.2,stop,3,-1.0,108714.2,trailing_stop,3,0.0,0
2025-09-03 20:00:00+00:00,做多,111742.1,1174.6,1.05,12.9,0.0,111742.1,stop,4,0.18,111953.9,trailing_stop,4,0.18,0
2025-09-04 20:00:00+00:00,做空,110237.2,1121.6,1.02,47.6,-1.0,111358.8,stop,2,-1.0,111358.8,trailing_stop,2,0.0,0
2025-09-05 12:00:00+00:00,做多,111743.8,1178.4,1.05,12.9,-1.0,110565.4,stop,2,-1.0,110565.4,trailing_stop,2,0.0,0
2025-09-07 00:00:00+00:00,做空,110153.3,1157.2,1.05,47.6,0.0,110153.3,stop,4,0.0,110153.3,trailing_stop,4,0.0,0
2025-09-08 16:00:00+00:00,做多,111580.7,918.8,0.82,13.1,0.12,111694.4,stop,4,0.9,112408.2,trailing_stop,4,0.78,0
2025-09-09 12:00:00+00:00,做多,112867.6,906.5,0.8,11.8,-1.0,111961.1,stop,2,-1.0,111961.1,trailing_stop,2,0.0,0
2025-09-10 20:00:00+00:00,做多,112900.0,953.8,0.84,11.8,2.41,115194.8,stop,24,1.11,113956.3,trailing_stop,4,-1.3,-20
2025-09-17 00:00:00+00:00,做多,115968.0,825.7,0.71,8.8,0.0,115968.0,stop,5,1.07,116853.5,trailing_stop,4,1.07,-1
2025-09-18 08:00:00+00:00,做多,117266.4,940.5,0.8,7.6,0.0,117266.4,stop,4,0.06,117319.7,trailing_stop,4,0.06,0
2025-09-19 16:00:00+00:00,做空,116489.7,907.6,0.78,50.4,0.8,115760.1,stop,5,1.09,115503.7,trailing_stop,4,0.28,-1
2025-09-22 08:00:00+00:00,做空,115137.6,658.2,0.57,49.8,3.39,112905.7,stop,7,5.07,111798.3,trailing_stop,4,1.68,-3
2025-09-24 20:00:00+00:00,做多,113254.8,930.8,0.82,11.4,-1.0,112324.0,stop,3,-1.0,112324.0,trailing_stop,3,0.0,0
2025-09-25 16:00:00+00:00,做空,111389.0,939.9,0.84,48.1,1.43,110049.4,stop,8,2.49,109044.1,trailing_stop,4,1.07,-4
2025-09-28 20:00:00+00:00,做多,109749.9,781.7,0.71,15.0,4.91,113591.4,stop,10,2.76,111909.1,trailing_stop,4,-2.15,-6
2025-10-01 16:00:00+00:00,做多,114720.0,877.8,0.77,10.0,5.76,119772.3,stop,10,4.9,119018.1,trailing_stop,5,-0.86,-5
2025-10-07 20:00:00+00:00,做空,123261.6,1166.0,0.95,53.1,0.62,122539.0,stop,5,1.85,121099.0,trailing_stop,4,1.24,-1
2025-10-09 20:00:00+00:00,做空,121081.5,1337.7,1.1,52.3,0.0,121081.5,stop,4,0.63,120241.6,trailing_stop,4,0.63,0
2025-10-10 20:00:00+00:00,做空,119572.8,1350.2,1.13,51.7,10.63,105224.1,tp,2,10.63,105224.1,tp,2,0.0,0
2025-10-14 12:00:00+00:00,做空,113210.6,1895.5,1.67,49.0,0.0,113210.6,stop,4,1.3,110749.7,trailing_stop,4,1.3,0
2025-10-16 20:00:00+00:00,做空,109403.5,1806.9,1.65,47.2,0.7,108144.0,stop,17,0.64,108253.5,trailing_stop,4,-0.06,-13
2025-10-19 20:00:00+00:00,做多,108214.8,1553.4,1.44,7.5,1.13,109970.6,stop,7,1.52,110573.3,trailing_stop,5,0.39,-2
2025-10-21 12:00:00+00:00,做空,109005.0,1486.4,1.36,47.0,-1.0,110491.4,stop,2,-1.0,110491.4,trailing_stop,2,0.0,0
2025-10-23 12:00:00+00:00,做多,109160.0,1708.8,1.57,6.6,0.44,109911.4,stop,4,0.72,110385.6,trailing_stop,4,0.28,0
2025-10-29 04:00:00+00:00,做空,113422.0,1233.7,1.09,49.1,0.0,113422.0,stop,4,0.62,112653.0,trailing_stop,4,0.62,0
2025-10-30 00:00:00+00:00,做空,111326.5,1260.6,1.13,48.1,0.0,111326.5,stop,4,2.28,108447.6,trailing_stop,4,2.28,0
2025-10-30 20:00:00+00:00,做空,107817.3,1507.4,1.4,46.4,-1.0,109324.7,stop,3,-1.0,109324.7,trailing_stop,3,0.0,0
2025-11-03 08:00:00+00:00,做空,109368.9,1198.0,1.1,47.2,4.44,104052.9,stop,16,2.73,106099.0,trailing_stop,4,-1.71,-12
2025-11-07 00:00:00+00:00,做空,101570.5,1599.3,1.57,43.1,0.0,101570.5,stop,4,0.17,101299.7,trailing_stop,4,0.17,0
2025-11-11 20:00:00+00:00,做空,104615.7,1401.4,1.34,44.8,0.02,104592.1,stop,5,1.08,103100.7,trailing_stop,4,1.06,-1
2025-11-12 20:00:00+00:00,做空,102400.0,1362.1,1.33,43.6,0.0,102400.0,stop,4,0.74,101392.0,trailing_stop,4,0.74,0
2025-11-14 00:00:00+00:00,做空,100711.0,1530.5,1.52,42.6,7.9,88625.7,tp,36,2.68,96606.2,trailing_stop,4,-5.21,-32
2025-11-21 00:00:00+00:00,做空,88564.4,1690.6,1.91,34.8,1.68,85728.7,stop,14,3.91,81956.3,trailing_stop,4,2.23,-10
2025-11-23 20:00:00+00:00,做多,86826.8,1822.1,2.1,12.8,0.0,86826.8,stop,4,0.2,87188.9,trailing_stop,4,0.2,0
2025-11-25 00:00:00+00:00,做多,88100.0,1704.8,1.94,11.2,0.0,88100.0,stop,4,0.13,88324.9,trailing_stop,4,0.13,0
2025-11-27 00:00:00+00:00,做多,88200.0,1537.4,1.74,11.0,1.65,90733.7,stop,12,1.93,91163.2,trailing_stop,5,0.28,-7
2025-12-01 04:00:00+00:00,做空,90363.0,1071.1,1.19,36.1,3.4,86722.5,stop,6,3.98,86099.3,trailing_stop,4,0.58,-2
2025-12-02 20:00:00+00:00,做多,87640.0,1282.1,1.46,11.7,3.92,92670.1,stop,12,4.41,93291.7,trailing_stop,5,0.48,-7
2025-12-05 20:00:00+00:00,做空,90822.5,1371.7,1.51,36.4,0.6,89993.8,stop,6,1.57,88662.1,trailing_stop,4,0.97,-2
2025-12-08 00:00:00+00:00,做多,89940.3,1158.7,1.29,8.9,0.19,90160.3,stop,5,1.5,91683.2,trailing_stop,5,1.31,0
2025-12-09 20:00:00+00:00,做多,92106.4,1265.6,1.37,6.3,0.0,92106.4,stop,5,1.43,93922.2,trailing_stop,4,1.43,-1
2025-12-11 08:00:00+00:00,做空,91520.0,1374.8,1.5,36.9,0.47,90867.0,stop,4,1.19,89887.4,trailing_stop,4,0.71,0
2025-12-14 16:00:00+00:00,做空,89711.9,1056.0,1.18,35.6,0.63,89042.1,stop,4,1.59,88032.3,trailing_stop,4,0.96,0
2025-12-15 20:00:00+00:00,做空,87504.3,1068.4,1.22,34.0,0.0,87504.3,stop,6,1.78,85607.2,trailing_stop,4,1.78,-2
2025-12-18 00:00:00+00:00,做空,86158.4,1307.8,1.52,33.0,0.0,86158.4,stop,4,0.0,86158.4,trailing_stop,4,0.0,0
2025-12-19 00:00:00+00:00,做空,85261.3,1313.0,1.54,32.3,-1.0,86574.3,stop,2,-1.0,86574.3,trailing_stop,2,0.0,0
2025-12-21 16:00:00+00:00,做多,88434.9,1119.0,1.27,10.7,0.0,88434.9,stop,4,0.0,88434.9,trailing_stop,4,0.0,0
2025-12-22 16:00:00+00:00,做多,89600.0,1085.2,1.21,9.3,-1.0,88514.8,stop,2,-1.0,88514.8,trailing_stop,2,0.0,0
2025-12-23 12:00:00+00:00,做空,87738.3,1146.8,1.31,34.2,0.0,87738.3,stop,4,0.55,87109.4,trailing_stop,4,0.55,0
2025-12-25 20:00:00+00:00,做多,88033.3,964.2,1.1,11.2,-1.0,87069.1,stop,2,-1.0,87069.1,trailing_stop,2,0.0,0
2025-12-26 08:00:00+00:00,做多,88594.0,968.1,1.09,10.5,-1.0,87625.9,stop,3,-1.0,87625.9,trailing_stop,3,0.0,0
2025-12-28 04:00:00+00:00,做多,87750.0,877.2,1.0,11.6,0.1,87835.8,stop,4,0.1,87835.8,trailing_stop,4,0.0,0
2025-12-29 08:00:00+00:00,做多,88078.3,730.1,0.83,11.2,-1.0,87348.2,stop,3,-1.0,87348.2,trailing_stop,3,0.0,0
2025-12-30 20:00:00+00:00,做多,88190.6,846.6,0.96,11.0,0.34,88477.1,stop,4,0.88,88931.7,trailing_stop,4,0.54,0
2026-01-01 00:00:00+00:00,做空,87729.2,871.2,0.99,34.2,0.0,87729.2,stop,4,0.12,87624.8,trailing_stop,4,0.12,0
2026-01-02 00:00:00+00:00,做多,88079.3,762.8,0.87,11.2,0.86,88737.1,stop,5,1.89,89518.6,trailing_stop,5,1.02,0
2026-01-04 04:00:00+00:00,做多,90456.0,800.3,0.88,8.3,3.43,93197.9,stop,17,1.15,91379.6,trailing_stop,4,-2.27,-13
2026-01-08 12:00:00+00:00,做空,90555.1,1016.6,1.12,36.2,0.0,90555.1,stop,4,0.79,89750.3,trailing_stop,4,0.79,0
2026-01-11 20:00:00+00:00,做多,90818.0,786.5,0.87,7.8,0.65,91327.6,stop,5,1.62,92094.7,trailing_stop,4,0.98,-1
2026-01-16 20:00:00+00:00,做空,95080.0,1072.8,1.13,39.3,0.0,95080.0,stop,4,0.08,94990.9,trailing_stop,4,0.08,0
2026-01-19 04:00:00+00:00,做空,94819.5,770.6,0.81,39.1,6.59,89741.7,stop,16,3.42,92185.3,trailing_stop,4,-3.17,-12
2026-01-25 08:00:00+00:00,做空,89116.9,890.8,1.0,35.2,1.82,87499.0,stop,6,2.89,86545.4,trailing_stop,5,1.07,-1
2026-01-29 08:00:00+00:00,做空,88786.0,1027.1,1.16,34.9,4.68,83974.1,stop,10,3.83,84849.0,trailing_stop,4,-0.85,-6
2026-01-31 20:00:00+00:00,做空,81832.0,1285.9,1.57,29.4,2.99,77985.1,stop,12,4.42,76142.9,trailing_stop,4,1.43,-8
2026-02-04 00:00:00+00:00,做空,77000.5,1582.8,2.06,25.0,5.84,67760.4,tp,11,1.05,75332.4,trailing_stop,4,-4.78,-7
2026-02-06 00:00:00+00:00,做空,66666.0,1918.1,2.88,13.4,0.69,65340.7,stop,4,3.08,60759.1,trailing_stop,4,2.39,0
2026-02-07 00:00:00+00:00,做多,69157.9,2344.6,3.39,19.8,0.0,69157.9,stop,4,0.59,70542.1,trailing_stop,4,0.59,0
2026-02-08 16:00:00+00:00,做多,70000.0,2088.0,2.98,18.3,0.0,70000.0,stop,6,0.6,71256.0,trailing_stop,4,0.6,-2
2026-02-11 12:00:00+00:00,做空,67883.0,1695.2,2.5,14.9,0.14,67651.7,stop,4,0.78,66566.1,trailing_stop,4,0.64,0
2026-02-13 00:00:00+00:00,做空,65834.5,1635.5,2.48,12.3,0.0,65834.5,stop,4,0.0,65834.5,trailing_stop,4,0.0,0
2026-02-13 20:00:00+00:00,做多,68385.0,1534.8,2.24,21.1,0.8,69613.0,stop,12,0.21,68706.3,trailing_stop,4,-0.59,-8
2026-02-16 00:00:00+00:00,做空,68741.4,1273.8,1.85,16.0,0.0,68741.4,stop,4,0.0,68737.1,trailing_stop,4,0.0,0
2026-02-16 20:00:00+00:00,做空,68029.6,1179.5,1.73,15.1,-1.0,69209.1,stop,3,-1.0,69209.1,trailing_stop,3,0.0,0
2026-02-19 00:00:00+00:00,做空,66666.2,1181.6,1.77,13.4,0.0,66666.2,stop,4,0.07,66583.9,trailing_stop,4,0.07,0
2026-02-20 08:00:00+00:00,做多,67299.4,1092.6,1.62,23.1,0.57,67927.0,stop,4,0.57,67927.0,trailing_stop,4,0.0,0
2026-02-21 20:00:00+00:00,做多,68280.0,987.1,1.45,21.3,0.0,68280.0,stop,4,0.0,68280.0,trailing_stop,4,0.0,0
2026-02-22 20:00:00+00:00,做空,67763.7,863.7,1.27,14.8,3.25,64958.3,stop,15,3.59,64664.7,trailing_stop,4,0.34,-11
2026-02-25 20:00:00+00:00,做多,66283.1,1079.7,1.63,25.0,0.65,66980.9,stop,6,2.94,69459.2,trailing_stop,4,2.3,-2
2026-02-27 16:00:00+00:00,做空,66462.0,1173.7,1.77,13.1,1.04,65241.8,stop,7,0.85,65462.4,trailing_stop,4,-0.19,-3
2026-03-01 00:00:00+00:00,做多,66095.2,1226.1,1.86,25.3,0.0,66095.2,stop,6,1.21,67576.0,trailing_stop,4,1.21,-2
2026-03-02 20:00:00+00:00,做多,67333.0,1326.5,1.97,23.0,0.0,67333.0,stop,5,1.59,69436.7,trailing_stop,4,1.59,-1
2026-03-04 12:00:00+00:00,做多,68972.9,1448.3,2.1,20.1,1.04,70484.5,stop,11,3.0,73322.4,trailing_stop,4,1.96,-7
2026-03-06 20:00:00+00:00,做空,70100.0,1448.9,2.07,17.6,1.87,67383.8,stop,10,1.36,68135.4,trailing_stop,5,-0.52,-5
2026-03-09 04:00:00+00:00,做空,66508.0,1136.0,1.71,13.2,-1.0,67644.0,stop,1,-1.0,67644.0,trailing_stop,1,0.0,0
2026-03-09 20:00:00+00:00,做多,68441.5,1206.7,1.76,21.0,0.74,69337.1,stop,10,1.25,69951.6,trailing_stop,4,0.51,-6
2026-03-11 16:00:00+00:00,做空,69184.8,1271.2,1.84,16.5,-1.0,70456.0,stop,1,-1.0,70456.0,trailing_stop,1,0.0,0
2026-03-13 08:00:00+00:00,做多,70756.5,1184.0,1.67,17.1,0.0,70756.5,stop,5,2.13,73278.0,trailing_stop,4,2.13,-1
2026-03-15 08:00:00+00:00,做多,71272.3,1044.2,1.47,16.2,2.27,73645.2,stop,14,0.1,71375.8,trailing_stop,4,-2.17,-10
2026-03-18 16:00:00+00:00,做空,73330.3,1086.2,1.48,21.2,2.55,70564.9,stop,10,2.15,70999.1,trailing_stop,4,-0.4,-6
2026-03-22 04:00:00+00:00,做空,69701.3,961.6,1.38,17.1,0.7,69023.5,stop,9,1.24,68510.8,trailing_stop,4,0.53,-5
2026-03-25 00:00:00+00:00,做空,69467.8,1155.5,1.66,16.9,-1.0,70623.3,stop,1,-1.0,70623.3,trailing_stop,1,0.0,0
2026-03-25 16:00:00+00:00,做多,71339.8,1121.7,1.57,16.1,0.0,71339.8,stop,4,0.03,71372.5,trailing_stop,4,0.03,0
2026-03-26 12:00:00+00:00,做空,70531.4,1115.4,1.58,18.1,3.49,66635.4,stop,14,1.67,68673.5,trailing_stop,4,-1.83,-10
2026-03-30 04:00:00+00:00,做空,66111.0,883.8,1.34,12.6,-1.0,66994.8,stop,1,-1.0,66994.8,trailing_stop,1,0.0,0
2026-03-30 12:00:00+00:00,做多,67487.7,972.2,1.44,22.7,-1.0,66515.5,stop,3,-1.0,66515.5,trailing_stop,3,0.0,0
2026-04-01 12:00:00+00:00,做多,68600.0,1041.5,1.52,20.7,0.0,68600.0,stop,4,0.02,68621.8,trailing_stop,4,0.02,0
2026-04-02 08:00:00+00:00,做空,67534.9,1015.4,1.5,14.5,0.25,67285.6,stop,4,1.33,66183.8,trailing_stop,4,1.09,0
2026-04-04 20:00:00+00:00,做多,67350.0,811.2,1.2,23.0,0.0,67350.0,stop,4,0.0,67350.0,trailing_stop,4,0.0,0
2026-04-06 04:00:00+00:00,做多,67828.6,712.7,1.05,22.1,1.67,69017.4,stop,6,2.9,69896.5,trailing_stop,4,1.23,-2
2026-04-08 04:00:00+00:00,做多,69940.0,862.0,1.23,18.4,2.54,72133.8,stop,25,1.99,71655.4,trailing_stop,4,-0.56,-21
2026-04-12 20:00:00+00:00,做空,71259.0,884.0,1.24,18.9,0.0,71259.0,stop,6,0.41,70900.2,trailing_stop,4,0.41,-2
2026-04-14 00:00:00+00:00,做多,72431.0,863.7,1.19,14.4,1.81,73994.8,stop,6,2.36,74468.1,trailing_stop,4,0.55,-2
2026-04-15 12:00:00+00:00,做空,73766.8,973.8,1.32,21.7,-1.0,74740.6,stop,3,-1.0,74740.6,trailing_stop,3,0.0,0
2026-04-17 16:00:00+00:00,做多,75500.0,950.9,1.26,9.7,0.25,75735.6,stop,6,2.44,77824.5,trailing_stop,4,2.2,-2
2026-04-19 00:00:00+00:00,做空,75710.6,985.1,1.3,23.7,0.16,75554.2,stop,4,0.4,75316.9,trailing_stop,4,0.24,0
2026-04-20 04:00:00+00:00,做空,74550.0,924.4,1.24,22.5,-1.0,75474.4,stop,2,-1.0,75474.4,trailing_stop,2,0.0,0
2026-04-21 00:00:00+00:00,做多,75817.7,969.8,1.28,9.2,0.0,75817.7,stop,5,0.24,76046.1,trailing_stop,4,0.24,-1
2026-04-22 00:00:00+00:00,做空,75242.5,973.2,1.29,23.2,-1.0,76215.7,stop,1,-1.0,76215.7,trailing_stop,1,0.0,0
2026-04-22 08:00:00+00:00,做多,76999.0,1016.4,1.32,7.6,0.0,76999.0,stop,8,1.83,78861.8,trailing_stop,4,1.83,-4
2026-04-26 12:00:00+00:00,做多,77847.0,796.7,1.02,6.4,0.0,77847.0,stop,4,0.29,78079.5,trailing_stop,4,0.29,0
2026-04-27 20:00:00+00:00,做空,77408.6,819.5,1.06,25.4,0.43,77058.1,stop,9,0.73,76809.7,trailing_stop,4,0.3,-5
2026-04-29 16:00:00+00:00,做多,77432.1,790.2,1.02,7.0,-1.0,76641.9,stop,1,-1.0,76641.9,trailing_stop,1,0.0,0
2026-04-30 00:00:00+00:00,做空,75675.2,852.9,1.13,23.7,0.0,75675.2,stop,4,0.0,75675.2,trailing_stop,4,0.0,0
2026-05-01 08:00:00+00:00,做多,76630.3,797.6,1.04,8.1,1.4,77743.0,stop,5,2.32,78481.1,trailing_stop,4,0.93,-1
2026-05-07 20:00:00+00:00,做空,80521.8,902.1,1.12,28.3,0.26,80284.8,stop,5,1.03,79588.5,trailing_stop,4,0.77,-1
