信号时间,方向,突破线,ATR,ATR%,初始止损,止盈价,加仓,加仓价,加仓K,出场时间,出场价,出场原因,持仓K线,持仓小时,主仓R,加仓R,总R,累计R
2019-09-10 20:00:00+00:00,做空,10183.3,276.4,2.71,10459.7,8961.3,否,,,2019-09-11 12:00:00+00:00,10079.1,trailing_stop,4,16,0.38,,0.38,0.4
2019-09-12 20:00:00+00:00,做多,10205.5,219.3,2.15,9986.2,12042.4,否,,,2019-09-13 12:00:00+00:00,10340.5,trailing_stop,4,16,0.62,,0.62,1.0
2019-09-14 00:00:00+00:00,做空,10239.4,188.7,1.84,10428.1,9010.7,否,,,2019-09-14 16:00:00+00:00,10229.1,trailing_stop,4,16,0.05,,0.05,1.0
2019-09-14 20:00:00+00:00,做多,10355.9,170.0,1.64,10185.9,12219.9,否,,,2019-09-15 08:00:00+00:00,10185.9,trailing_stop,3,12,-1.0,,-1.0,0.1
2019-09-16 20:00:00+00:00,做空,10252.3,130.5,1.27,10382.8,9022.0,否,,,2019-09-17 12:00:00+00:00,10146.0,trailing_stop,4,16,0.81,,0.81,0.9
2019-09-19 08:00:00+00:00,做空,10097.9,106.7,1.06,10204.7,8886.2,是,9856.5,2,2019-09-20 00:00:00+00:00,9834.1,trailing_stop,4,16,2.47,0.21,2.68,3.5
2019-09-20 04:00:00+00:00,做多,10211.9,132.5,1.3,10079.4,12050.0,否,,,2019-09-20 20:00:00+00:00,10213.0,trailing_stop,4,16,0.01,,0.01,3.6
2019-09-22 08:00:00+00:00,做空,9912.6,122.6,1.24,10035.3,8723.1,否,,,2019-09-22 12:00:00+00:00,10035.3,trailing_stop,1,4,-1.0,,-1.0,2.6
2019-09-23 20:00:00+00:00,做空,9878.5,117.3,1.19,9995.8,8693.1,否,,,2019-09-24 12:00:00+00:00,9662.1,trailing_stop,4,16,1.85,,1.85,4.4
2019-09-24 20:00:00+00:00,做空,9603.5,126.9,1.32,9730.4,8451.1,是,8645.6,1,2019-09-25 04:00:00+00:00,8451.1,take_profit,2,8,9.08,1.53,10.61,15.0
2019-09-26 20:00:00+00:00,做空,8223.7,200.8,2.44,8424.6,7236.9,是,8020.0,3,2019-09-27 12:00:00+00:00,7801.1,trailing_stop,4,16,2.1,1.09,3.19,18.2
2019-09-28 04:00:00+00:00,做多,8157.0,214.9,2.63,7942.1,9625.3,否,,,2019-09-28 20:00:00+00:00,8201.5,trailing_stop,4,16,0.21,,0.21,18.4
2019-09-29 20:00:00+00:00,做空,8001.1,183.4,2.29,8184.5,7041.0,是,7792.8,4,2019-09-30 16:00:00+00:00,7800.7,trailing_stop,5,20,1.09,-0.04,1.05,19.5
2019-09-30 20:00:00+00:00,做多,8127.1,188.8,2.32,7938.3,9589.9,是,8392.4,3,2019-10-01 12:00:00+00:00,8404.6,trailing_stop,4,16,1.47,0.06,1.54,21.0
2019-10-02 12:00:00+00:00,做空,8201.0,185.7,2.26,8386.7,7216.9,否,,,2019-10-03 04:00:00+00:00,8201.0,trailing_stop,4,16,0.0,,0.0,21.0
2019-10-03 20:00:00+00:00,做空,8177.3,158.9,1.94,8336.2,7196.0,否,,,2019-10-04 12:00:00+00:00,8129.5,trailing_stop,4,16,0.3,,0.3,21.3
2019-10-05 16:00:00+00:00,做空,8080.8,136.4,1.69,8217.2,7111.1,否,,,2019-10-06 08:00:00+00:00,8078.2,trailing_stop,4,16,0.02,,0.02,21.3
2019-10-06 12:00:00+00:00,做空,8009.0,126.2,1.58,8135.2,7047.9,否,,,2019-10-07 04:00:00+00:00,7823.1,trailing_stop,4,16,1.47,,1.47,22.8
2019-10-09 20:00:00+00:00,做多,8242.5,128.3,1.56,8114.2,9726.2,是,8576.4,1,2019-10-10 12:00:00+00:00,8600.9,trailing_stop,4,16,2.79,0.19,2.98,25.8
2019-10-11 12:00:00+00:00,做空,8419.3,134.5,1.6,8553.8,7409.0,否,,,2019-10-12 04:00:00+00:00,8335.7,trailing_stop,4,16,0.62,,0.62,26.4
2019-10-13 20:00:00+00:00,做多,8397.5,116.3,1.39,8281.1,9909.0,否,,,2019-10-14 04:00:00+00:00,8281.1,trailing_stop,2,8,-1.0,,-1.0,25.4
2019-10-16 00:00:00+00:00,做空,8205.0,107.7,1.31,8312.7,7220.4,是,7955.0,5,2019-10-17 00:00:00+00:00,7954.1,trailing_stop,6,24,2.33,0.01,2.34,27.7
2019-10-18 12:00:00+00:00,做空,7930.0,97.7,1.23,8027.7,6978.4,否,,,2019-10-19 04:00:00+00:00,7860.9,trailing_stop,4,16,0.71,,0.71,28.4
2019-10-21 00:00:00+00:00,做多,8041.2,97.6,1.21,7943.6,9488.6,是,8231.9,4,2019-10-21 16:00:00+00:00,8251.7,trailing_stop,4,16,2.16,0.2,2.36,30.8
2019-10-23 04:00:00+00:00,做空,8160.0,92.7,1.14,8252.7,7180.8,是,7953.2,1,2019-10-23 20:00:00+00:00,7963.4,trailing_stop,4,16,2.12,-0.11,2.01,32.8
2019-10-25 16:00:00+00:00,做多,7495.8,111.3,1.48,7384.5,8845.1,是,8264.5,1,2019-10-26 08:00:00+00:00,8744.4,trailing_stop,4,16,11.22,4.31,15.53,48.3
2019-10-28 00:00:00+00:00,做多,9666.0,303.5,3.14,9362.5,11405.9,否,,,2019-10-28 12:00:00+00:00,9362.5,trailing_stop,3,12,-1.0,,-1.0,47.3
2019-10-29 04:00:00+00:00,做空,9254.5,300.3,3.24,9554.7,8143.9,否,,,2019-10-29 12:00:00+00:00,9554.7,trailing_stop,2,8,-1.0,,-1.0,46.3
2019-11-02 20:00:00+00:00,做多,9270.0,190.3,2.05,9079.7,10938.6,否,,,2019-11-03 12:00:00+00:00,9271.5,trailing_stop,4,16,0.01,,0.01,46.4
2019-11-03 16:00:00+00:00,做空,9200.0,168.5,1.83,9368.5,8096.0,否,,,2019-11-04 08:00:00+00:00,9157.3,trailing_stop,4,16,0.25,,0.25,46.6
2019-11-04 16:00:00+00:00,做多,9250.4,150.6,1.63,9099.8,10915.5,否,,,2019-11-05 08:00:00+00:00,9474.7,trailing_stop,4,16,1.49,,1.49,48.1
2019-11-07 16:00:00+00:00,做空,9220.0,131.6,1.43,9351.6,8113.6,否,,,2019-11-08 08:00:00+00:00,9157.0,trailing_stop,4,16,0.48,,0.48,48.6
2019-11-08 16:00:00+00:00,做空,9091.2,126.5,1.39,9217.7,8000.3,是,8821.3,1,2019-11-09 08:00:00+00:00,8733.1,trailing_stop,4,16,2.83,0.7,3.53,52.1
2019-11-11 00:00:00+00:00,做多,8889.0,118.0,1.33,8771.0,10489.0,否,,,2019-11-11 12:00:00+00:00,8771.0,trailing_stop,3,12,-1.0,,-1.0,51.1
2019-11-14 12:00:00+00:00,做空,8712.0,107.2,1.23,8819.2,7666.6,否,,,2019-11-15 04:00:00+00:00,8635.0,trailing_stop,4,16,0.72,,0.72,51.8
2019-11-15 08:00:00+00:00,做空,8581.4,99.3,1.16,8680.7,7551.6,否,,,2019-11-15 16:00:00+00:00,8680.7,trailing_stop,2,8,-1.0,,-1.0,50.8
2019-11-15 20:00:00+00:00,做空,8515.0,105.0,1.23,8620.0,7493.2,否,,,2019-11-16 12:00:00+00:00,8483.4,trailing_stop,4,16,0.3,,0.3,51.1
2019-11-17 12:00:00+00:00,做空,8453.7,93.5,1.11,8547.2,7439.2,否,,,2019-11-17 16:00:00+00:00,8547.2,trailing_stop,1,4,-1.0,,-1.0,50.1
2019-11-18 20:00:00+00:00,做空,8417.0,95.6,1.14,8512.6,7407.0,是,8211.8,1,2019-11-19 12:00:00+00:00,8097.8,trailing_stop,4,16,3.34,1.19,4.53,54.6
2019-11-21 16:00:00+00:00,做空,8037.5,96.5,1.2,8134.0,7073.0,是,7625.6,1,2019-11-22 08:00:00+00:00,7480.3,trailing_stop,4,16,5.77,1.51,7.28,61.9
2019-11-22 16:00:00+00:00,做空,7389.7,124.8,1.69,7514.5,6502.9,是,7114.9,1,2019-11-23 08:00:00+00:00,6825.1,trailing_stop,4,16,4.52,2.32,6.85,68.8
2019-11-24 20:00:00+00:00,做空,7079.1,164.6,2.32,7243.7,6229.6,是,6900.9,2,2019-11-25 12:00:00+00:00,6682.3,trailing_stop,4,16,2.41,1.33,3.74,72.5
2019-11-25 20:00:00+00:00,做多,7203.0,192.2,2.67,7010.7,8499.5,否,,,2019-11-26 12:00:00+00:00,7290.2,trailing_stop,4,16,0.45,,0.45,73.0
2019-11-27 20:00:00+00:00,做多,7221.8,194.1,2.69,7027.6,8521.7,是,7563.7,1,2019-11-28 12:00:00+00:00,7572.1,trailing_stop,4,16,1.8,0.04,1.85,74.8
2019-11-29 20:00:00+00:00,做多,7643.0,185.2,2.42,7457.8,9018.7,否,,,2019-11-30 12:00:00+00:00,7757.4,trailing_stop,4,16,0.62,,0.62,75.4
2019-12-01 00:00:00+00:00,做空,7511.1,177.6,2.36,7688.7,6609.8,是,7286.9,2,2019-12-01 16:00:00+00:00,7315.1,trailing_stop,4,16,1.1,-0.16,0.95,76.4
2019-12-04 08:00:00+00:00,做空,7231.4,138.9,1.92,7370.2,6363.6,否,,,2019-12-04 20:00:00+00:00,7370.2,trailing_stop,3,12,-1.0,,-1.0,75.4
2019-12-08 08:00:00+00:00,做空,7467.4,132.7,1.78,7600.2,6571.3,否,,,2019-12-09 00:00:00+00:00,7450.4,trailing_stop,4,16,0.13,,0.13,75.5
2019-12-09 20:00:00+00:00,做空,7434.6,111.6,1.5,7546.1,6542.4,否,,,2019-12-10 12:00:00+00:00,7324.8,trailing_stop,4,16,0.98,,0.98,76.5
2019-12-10 20:00:00+00:00,做空,7269.1,113.6,1.56,7382.7,6396.8,否,,,2019-12-11 12:00:00+00:00,7208.8,trailing_stop,4,16,0.53,,0.53,77.0
2019-12-14 16:00:00+00:00,做空,7203.4,79.8,1.11,7283.2,6339.0,否,,,2019-12-15 08:00:00+00:00,7047.8,trailing_stop,4,16,1.95,,1.95,79.0
2019-12-17 00:00:00+00:00,做空,7037.0,79.9,1.14,7116.9,6192.6,是,6874.1,3,2019-12-17 16:00:00+00:00,6871.3,trailing_stop,4,16,2.07,0.03,2.11,81.1
2019-12-17 20:00:00+00:00,做空,6831.0,85.3,1.25,6916.3,6011.3,是,6614.8,1,2019-12-18 12:00:00+00:00,6592.7,trailing_stop,4,16,2.79,0.26,3.05,84.1
2019-12-19 00:00:00+00:00,做多,6868.3,117.6,1.71,6750.7,8104.6,是,7277.4,1,2019-12-19 16:00:00+00:00,7421.2,trailing_stop,4,16,4.7,1.22,5.92,90.1
2019-12-23 00:00:00+00:00,做多,7195.0,89.9,1.25,7105.1,8490.1,是,7502.9,1,2019-12-23 16:00:00+00:00,7592.6,trailing_stop,4,16,4.42,1.0,5.42,95.5
2019-12-24 04:00:00+00:00,做空,7342.3,118.9,1.62,7461.2,6461.2,否,,,2019-12-24 20:00:00+00:00,7284.4,trailing_stop,4,16,0.49,,0.49,96.0
2019-12-27 00:00:00+00:00,做多,7265.0,101.0,1.39,7164.0,8572.7,否,,,2019-12-27 04:00:00+00:00,7164.0,trailing_stop,1,4,-1.0,,-1.0,95.0
2019-12-27 16:00:00+00:00,做空,7151.0,106.6,1.49,7257.6,6292.9,否,,,2019-12-27 20:00:00+00:00,7257.6,trailing_stop,1,4,-1.0,,-1.0,94.0
2019-12-28 08:00:00+00:00,做多,7270.0,106.9,1.47,7163.1,8578.6,否,,,2019-12-29 00:00:00+00:00,7304.9,trailing_stop,4,16,0.33,,0.33,94.3
2019-12-29 20:00:00+00:00,做多,7359.1,89.8,1.22,7269.3,8683.8,否,,,2019-12-30 12:00:00+00:00,7482.1,trailing_stop,4,16,1.37,,1.37,95.7
2019-12-30 20:00:00+00:00,做空,7287.2,92.3,1.27,7379.6,6412.8,否,,,2019-12-31 12:00:00+00:00,7236.2,trailing_stop,4,16,0.55,,0.55,96.2
2020-01-01 00:00:00+00:00,做空,7181.8,85.3,1.19,7267.1,6320.0,否,,,2020-01-01 16:00:00+00:00,7181.8,trailing_stop,4,16,0.0,,0.0,96.2
2020-01-02 08:00:00+00:00,做空,7170.1,75.9,1.06,7246.1,6309.7,是,6979.4,4,2020-01-03 00:00:00+00:00,7139.0,trailing_stop,4,16,0.41,-2.1,-1.69,94.5
2020-01-03 12:00:00+00:00,做多,7175.0,80.8,1.13,7094.2,8466.5,是,7341.7,4,2020-01-04 04:00:00+00:00,7366.9,trailing_stop,4,16,2.37,0.31,2.68,97.2
2020-01-05 08:00:00+00:00,做多,7400.0,94.5,1.28,7305.5,8732.0,否,,,2020-01-06 00:00:00+00:00,7447.8,trailing_stop,4,16,0.51,,0.51,97.7
2020-01-06 08:00:00+00:00,做多,7495.0,93.0,1.24,7402.0,8844.1,否,,,2020-01-07 00:00:00+00:00,7565.3,trailing_stop,4,16,0.76,,0.76,98.5
2020-01-07 04:00:00+00:00,做多,7611.8,96.0,1.26,7515.8,8981.9,是,7898.6,1,2020-01-07 20:00:00+00:00,7966.9,trailing_stop,4,16,3.7,0.71,4.41,102.9
2020-01-08 00:00:00+00:00,做多,8014.9,114.1,1.42,7900.8,9457.6,是,8302.6,2,2020-01-08 16:00:00+00:00,8411.4,trailing_stop,4,16,3.47,0.95,4.43,107.3
2020-01-10 20:00:00+00:00,做多,8006.8,152.6,1.91,7854.2,9448.1,是,8207.1,2,2020-01-11 12:00:00+00:00,8185.0,trailing_stop,4,16,1.17,-0.14,1.02,108.3
2020-01-14 08:00:00+00:00,做多,8200.0,127.7,1.56,8072.3,9676.0,是,8515.5,1,2020-01-15 00:00:00+00:00,8706.2,trailing_stop,4,16,3.96,1.49,5.46,113.8
2020-01-17 12:00:00+00:00,做多,8843.5,155.7,1.76,8687.8,10435.3,否,,,2020-01-18 04:00:00+00:00,8961.2,trailing_stop,4,16,0.76,,0.76,114.6
2020-01-19 08:00:00+00:00,做多,8995.0,139.3,1.55,8855.7,10614.1,否,,,2020-01-19 16:00:00+00:00,8855.7,trailing_stop,2,8,-1.0,,-1.0,113.6
2020-01-22 00:00:00+00:00,做空,8608.7,137.0,1.59,8745.8,7575.7,否,,,2020-01-22 04:00:00+00:00,8745.8,trailing_stop,1,4,-1.0,,-1.0,112.6
2020-01-23 16:00:00+00:00,做空,8504.0,129.3,1.52,8633.3,7483.5,否,,,2020-01-24 08:00:00+00:00,8390.6,trailing_stop,4,16,0.88,,0.88,113.4
2020-01-24 20:00:00+00:00,做多,8508.0,129.7,1.52,8378.3,10039.4,否,,,2020-01-25 08:00:00+00:00,8378.3,trailing_stop,3,12,-1.0,,-1.0,112.4
2020-01-26 16:00:00+00:00,做多,8425.0,112.4,1.33,8312.6,9941.5,是,8667.1,4,2020-01-27 12:00:00+00:00,8643.8,trailing_stop,5,20,1.95,-0.21,1.74,114.2
2020-01-27 16:00:00+00:00,做多,8700.0,106.0,1.22,8594.0,10266.0,是,8934.0,2,2020-01-28 08:00:00+00:00,8962.5,trailing_stop,4,16,2.48,0.27,2.75,116.9
2020-01-29 04:00:00+00:00,做多,9207.8,134.4,1.46,9073.4,10865.2,否,,,2020-01-29 20:00:00+00:00,9382.8,trailing_stop,4,16,1.3,,1.3,118.2
2020-01-31 00:00:00+00:00,做多,9460.5,142.3,1.5,9318.2,11163.4,否,,,2020-01-31 16:00:00+00:00,9527.9,trailing_stop,4,16,0.47,,0.47,118.7
2020-02-02 08:00:00+00:00,做空,9306.0,129.4,1.39,9435.4,8189.3,否,,,2020-02-02 16:00:00+00:00,9435.4,trailing_stop,2,8,-1.0,,-1.0,117.7
2020-02-03 20:00:00+00:00,做空,9290.0,136.2,1.47,9426.2,8175.2,否,,,2020-02-04 12:00:00+00:00,9290.0,trailing_stop,4,16,0.0,,0.0,117.7
2020-02-04 16:00:00+00:00,做空,9226.4,127.6,1.38,9354.0,8119.2,否,,,2020-02-05 08:00:00+00:00,9168.8,trailing_stop,4,16,0.45,,0.45,118.2
2020-02-05 16:00:00+00:00,做多,9307.8,120.4,1.29,9187.4,10983.2,是,9681.3,2,2020-02-06 08:00:00+00:00,9738.9,trailing_stop,4,16,3.58,0.48,4.06,122.2
2020-02-06 20:00:00+00:00,做多,9799.1,127.7,1.3,9671.4,11562.9,否,,,2020-02-07 04:00:00+00:00,9671.4,trailing_stop,2,8,-1.0,,-1.0,121.2
2020-02-08 08:00:00+00:00,做空,9736.7,124.9,1.28,9861.5,8568.3,否,,,2020-02-08 16:00:00+00:00,9861.5,trailing_stop,2,8,-1.0,,-1.0,120.2
2020-02-09 04:00:00+00:00,做多,9898.6,121.1,1.22,9777.5,11680.3,是,10136.7,2,2020-02-09 20:00:00+00:00,10123.8,trailing_stop,4,16,1.86,-0.11,1.75,122.0
2020-02-10 12:00:00+00:00,做空,10026.0,120.2,1.2,10146.2,8822.9,否,,,2020-02-11 04:00:00+00:00,9831.4,trailing_stop,4,16,1.62,,1.62,123.6
2020-02-11 08:00:00+00:00,做空,9750.0,133.3,1.37,9883.3,8580.0,否,,,2020-02-11 20:00:00+00:00,9883.3,trailing_stop,3,12,-1.0,,-1.0,122.6
2020-02-12 00:00:00+00:00,做多,10240.0,143.5,1.4,10096.5,12083.2,否,,,2020-02-12 16:00:00+00:00,10408.2,trailing_stop,4,16,1.17,,1.17,123.8
2020-02-13 16:00:00+00:00,做空,10235.5,144.0,1.41,10379.5,9007.3,否,,,2020-02-13 20:00:00+00:00,10379.5,trailing_stop,1,4,-1.0,,-1.0,122.8
2020-02-15 20:00:00+00:00,做空,10204.0,145.7,1.43,10349.7,8979.5,是,9905.1,1,2020-02-16 12:00:00+00:00,9894.0,trailing_stop,4,16,2.13,0.08,2.2,125.0
2020-02-17 00:00:00+00:00,做空,9821.1,160.5,1.63,9981.6,8642.6,否,,,2020-02-17 04:00:00+00:00,9981.6,trailing_stop,1,4,-1.0,,-1.0,124.0
2020-02-18 20:00:00+00:00,做多,9821.0,166.4,1.69,9654.6,11588.8,是,10053.0,1,2020-02-19 12:00:00+00:00,10186.8,trailing_stop,4,16,2.2,0.8,3.0,127.0
2020-02-20 04:00:00+00:00,做空,10026.1,176.2,1.76,10202.3,8823.0,是,9574.1,1,2020-02-20 20:00:00+00:00,9588.1,trailing_stop,4,16,2.49,-0.08,2.41,129.4
2020-02-21 08:00:00+00:00,做多,9700.0,194.7,2.01,9505.3,11446.0,否,,,2020-02-22 00:00:00+00:00,9765.9,trailing_stop,4,16,0.34,,0.34,129.7
2020-02-23 08:00:00+00:00,做多,9710.7,147.1,1.52,9563.6,11458.6,否,,,2020-02-24 00:00:00+00:00,9945.3,trailing_stop,4,16,1.59,,1.59,131.3
2020-02-25 20:00:00+00:00,做空,9487.4,151.8,1.6,9639.2,8348.9,是,9178.9,3,2020-02-26 12:00:00+00:00,9193.6,trailing_stop,4,16,1.94,-0.1,1.84,133.1
2020-02-26 20:00:00+00:00,做空,9116.0,162.8,1.79,9278.8,8022.1,是,8838.3,1,2020-02-27 12:00:00+00:00,8615.3,trailing_stop,4,16,3.08,1.37,4.45,137.6
2020-02-28 16:00:00+00:00,做空,8684.5,178.7,2.06,8863.1,7642.3,否,,,2020-02-29 08:00:00+00:00,8539.3,trailing_stop,4,16,0.81,,0.81,138.4
2020-03-01 04:00:00+00:00,做空,8576.1,173.9,2.03,8750.0,7547.0,否,,,2020-03-01 20:00:00+00:00,8576.1,trailing_stop,4,16,0.0,,0.0,138.4
2020-03-02 20:00:00+00:00,做多,8779.9,163.8,1.87,8616.1,10360.3,否,,,2020-03-03 12:00:00+00:00,8890.1,trailing_stop,4,16,0.67,,0.67,139.1
2020-03-05 08:00:00+00:00,做多,8853.9,139.5,1.58,8714.4,10447.6,是,9106.5,2,2020-03-06 00:00:00+00:00,9077.3,trailing_stop,4,16,1.6,-0.21,1.39,140.4
2020-03-08 00:00:00+00:00,做空,9016.0,116.9,1.3,9132.9,7934.1,是,8756.7,2,2020-03-08 20:00:00+00:00,8730.5,trailing_stop,5,20,2.44,0.22,2.67,143.1
2020-03-09 00:00:00+00:00,做空,8299.1,140.0,1.69,8439.1,7303.2,是,8038.5,1,2020-03-09 16:00:00+00:00,7742.9,trailing_stop,4,16,3.97,2.11,6.08,149.2
2020-03-10 16:00:00+00:00,做多,7996.3,171.2,2.14,7825.1,9435.6,否,,,2020-03-10 20:00:00+00:00,7825.1,trailing_stop,1,4,-1.0,,-1.0,148.2
2020-03-12 12:00:00+00:00,做空,7575.0,194.5,2.57,7769.5,6666.0,是,6038.4,1,2020-03-12 16:00:00+00:00,6666.0,take_profit,1,4,4.67,-3.23,1.45,149.6
2020-03-13 04:00:00+00:00,做空,5199.2,317.3,6.1,5516.5,4575.3,否,,,2020-03-13 08:00:00+00:00,5516.5,trailing_stop,1,4,-1.0,,-1.0,148.6
2020-03-16 12:00:00+00:00,做空,5169.6,416.8,8.06,5586.4,4549.2,是,4553.4,1,2020-03-16 16:00:00+00:00,4549.2,take_profit,1,4,1.49,0.01,1.5,150.1
2020-03-19 16:00:00+00:00,做多,5448.1,337.8,6.2,5110.3,6428.7,是,5887.5,1,2020-03-20 08:00:00+00:00,6231.1,trailing_stop,4,16,2.32,1.02,3.34,153.5
2020-03-20 16:00:00+00:00,做多,6400.0,332.1,5.19,6067.9,7552.0,是,6612.6,1,2020-03-21 04:00:00+00:00,6067.9,trailing_stop,3,12,-1.0,-1.64,-2.64,150.8
2020-03-23 04:00:00+00:00,做空,5855.7,320.5,5.47,6176.2,5153.0,否,,,2020-03-23 20:00:00+00:00,5830.3,trailing_stop,4,16,0.08,,0.08,150.9
2020-03-24 16:00:00+00:00,做多,6689.5,313.3,4.68,6376.2,7893.6,否,,,2020-03-25 08:00:00+00:00,6689.5,trailing_stop,4,16,0.0,,0.0,150.9
2020-03-27 08:00:00+00:00,做多,6777.5,248.4,3.67,6529.1,7997.4,否,,,2020-03-28 00:00:00+00:00,6777.5,trailing_stop,4,16,0.0,,0.0,150.9
2020-03-28 04:00:00+00:00,做空,6566.0,219.8,3.35,6785.8,5778.1,是,6111.1,1,2020-03-28 20:00:00+00:00,6169.9,trailing_stop,4,16,1.8,-0.27,1.53,152.5
2020-03-30 00:00:00+00:00,做空,6004.0,196.3,3.27,6200.3,5283.5,否,,,2020-03-30 12:00:00+00:00,6200.3,trailing_stop,3,12,-1.0,,-1.0,151.5
2020-03-30 16:00:00+00:00,做多,6330.0,202.2,3.19,6127.8,7469.4,否,,,2020-03-31 08:00:00+00:00,6505.0,trailing_stop,4,16,0.87,,0.87,152.3
2020-04-01 20:00:00+00:00,做空,6240.0,170.4,2.73,6410.4,5491.2,否,,,2020-04-02 04:00:00+00:00,6410.4,trailing_stop,2,8,-1.0,,-1.0,151.3
2020-04-02 20:00:00+00:00,做多,6750.0,177.9,2.64,6572.1,7965.0,是,6926.0,4,2020-04-03 12:00:00+00:00,7201.0,trailing_stop,4,16,2.53,1.55,4.08,155.4
2020-04-06 12:00:00+00:00,做多,6887.2,167.7,2.43,6719.5,8126.9,是,7095.4,1,2020-04-07 04:00:00+00:00,7218.2,trailing_stop,4,16,1.97,0.73,2.71,158.1
2020-04-09 16:00:00+00:00,做空,7192.0,157.5,2.19,7349.5,6329.0,否,,,2020-04-10 08:00:00+00:00,7184.7,trailing_stop,4,16,0.05,,0.05,158.2
2020-04-10 12:00:00+00:00,做空,7106.0,154.8,2.18,7260.7,6253.3,是,6899.4,1,2020-04-11 04:00:00+00:00,6818.4,trailing_stop,4,16,1.86,0.52,2.38,160.6
2020-04-12 20:00:00+00:00,做多,6908.0,133.5,1.93,6774.5,8151.4,是,7108.6,1,2020-04-13 08:00:00+00:00,6774.5,trailing_stop,3,12,-1.0,-2.5,-3.5,157.1
2020-04-15 20:00:00+00:00,做空,6736.8,136.3,2.02,6873.2,5928.4,否,,,2020-04-16 12:00:00+00:00,6533.5,trailing_stop,4,16,1.49,,1.49,158.5
2020-04-16 16:00:00+00:00,做多,6984.7,148.3,2.12,6836.4,8241.9,否,,,2020-04-17 08:00:00+00:00,7116.8,trailing_stop,4,16,0.89,,0.89,159.4
2020-04-18 20:00:00+00:00,做多,7140.0,133.6,1.87,7006.4,8425.2,否,,,2020-04-19 12:00:00+00:00,7223.2,trailing_stop,4,16,0.62,,0.62,160.1
2020-04-20 16:00:00+00:00,做空,7055.0,118.1,1.67,7173.1,6208.4,是,6766.7,2,2020-04-21 08:00:00+00:00,6795.0,trailing_stop,4,16,2.2,-0.24,1.96,162.0
2020-04-22 20:00:00+00:00,做多,6970.0,121.3,1.74,6848.7,8224.6,否,,,2020-04-23 12:00:00+00:00,7117.4,trailing_stop,4,16,1.22,,1.22,163.2
2020-04-23 20:00:00+00:00,做多,7178.0,117.2,1.63,7060.8,8470.0,是,7521.1,1,2020-04-24 12:00:00+00:00,7560.4,trailing_stop,4,16,3.26,0.34,3.6,166.8
2020-04-27 08:00:00+00:00,做多,7709.6,127.1,1.65,7582.4,9097.3,否,,,2020-04-28 00:00:00+00:00,7709.6,trailing_stop,4,16,0.0,,0.0,166.8
2020-04-29 08:00:00+00:00,做多,7780.0,108.8,1.4,7671.2,9180.4,是,8124.9,2,2020-04-30 00:00:00+00:00,8333.6,trailing_stop,4,16,5.09,1.92,7.01,173.8
2020-04-30 08:00:00+00:00,做多,8988.7,160.1,1.78,8828.6,10606.6,否,,,2020-04-30 16:00:00+00:00,8828.6,trailing_stop,2,8,-1.0,,-1.0,172.8
2020-05-03 08:00:00+00:00,做多,9020.0,205.3,2.28,8814.7,10643.6,否,,,2020-05-03 20:00:00+00:00,8814.7,trailing_stop,3,12,-1.0,,-1.0,171.8
2020-05-05 12:00:00+00:00,做多,8954.9,198.1,2.21,8756.8,10566.8,否,,,2020-05-06 04:00:00+00:00,8979.4,trailing_stop,4,16,0.12,,0.12,172.0
2020-05-06 16:00:00+00:00,做多,9078.5,189.4,2.09,8889.1,10712.6,是,9292.4,4,2020-05-07 08:00:00+00:00,9310.3,trailing_stop,4,16,1.22,0.09,1.32,173.3
2020-05-07 20:00:00+00:00,做多,9405.0,201.1,2.14,9203.9,11097.9,是,9871.8,1,2020-05-08 12:00:00+00:00,9979.4,trailing_stop,4,16,2.86,0.54,3.39,176.7
2020-05-09 12:00:00+00:00,做空,9726.0,218.8,2.25,9944.8,8558.9,否,,,2020-05-10 04:00:00+00:00,9637.7,trailing_stop,4,16,0.4,,0.4,177.1
2020-05-10 08:00:00+00:00,做空,9528.2,213.9,2.24,9742.1,8384.8,是,8807.7,1,2020-05-11 00:00:00+00:00,8572.9,trailing_stop,4,16,4.47,1.1,5.56,182.6
2020-05-11 16:00:00+00:00,做多,8900.2,279.3,3.14,8620.9,10502.2,否,,,2020-05-12 00:00:00+00:00,8620.9,trailing_stop,2,8,-1.0,,-1.0,181.6
2020-05-13 16:00:00+00:00,做多,8981.0,275.3,3.07,8705.7,10597.6,是,9305.9,3,2020-05-14 08:00:00+00:00,9259.4,trailing_stop,4,16,1.01,-0.17,0.84,182.5
2020-05-14 12:00:00+00:00,做多,9397.0,255.2,2.72,9141.8,11088.5,是,9681.1,1,2020-05-15 04:00:00+00:00,9822.4,trailing_stop,4,16,1.67,0.55,2.22,184.7
2020-05-17 20:00:00+00:00,做多,9572.4,239.6,2.5,9332.8,11295.4,是,9858.1,3,2020-05-18 12:00:00+00:00,9838.9,trailing_stop,4,16,1.11,-0.08,1.03,185.7
2020-05-20 20:00:00+00:00,做空,9555.0,209.8,2.2,9764.8,8408.4,否,,,2020-05-21 12:00:00+00:00,9457.9,trailing_stop,4,16,0.46,,0.46,186.2
2020-05-21 20:00:00+00:00,做空,9225.5,213.6,2.32,9439.1,8118.5,是,8991.5,3,2020-05-22 12:00:00+00:00,8919.0,trailing_stop,4,16,1.44,0.34,1.77,188.0
