序号,信号时间,方向,6K极值,回调高点,是否有回调高点,回调高点偏移%,ATR,ATR%,突破K收盘价,突破K最低价,突破K最高价,是否成交,是否确认,入场价,初始止损,止盈目标,出场时间,出场价,持仓K数,R值,出场原因,是否加仓,加仓价,前3K止损,MFE%,MAE%,可能错过涨幅%,可能错过R值,年份
306,2021-02-19 20:00,做多,53135.0,52300.0,是,1.571,1287.29,2.423,53944.7,52411.07,53980.0,未成交,确认,52300.0,51913.81,63806.0,2021-02-21 04:00,55503.79,8,2.767,KAMA跟踪止损,是,55146.04,否,10.32,2.63,10.32,2.767,2021
307,2021-02-22 00:00,做多,58011.57,57145.92,是,1.492,1451.39,2.502,58181.35,57100.0,58472.14,成交,确认,57145.92,56710.5,69718.02,2021-02-22 08:00,56710.5,2,-0.3,前3K止损,否,,是,2.16,-2.28,,,2021
308,2021-02-22 16:00,做空,55200.0,56675.37,是,2.673,1456.13,2.638,54606.16,53500.0,56699.0,成交,确认,56675.37,57112.21,49874.33,2021-02-22 20:00,49874.33,1,7.007,止盈,是,53277.04,是,15.75,3.35,,,2021
309,2021-02-23 16:00,做空,47751.42,47751.42,是,0.0,2001.47,4.191,46377.07,44893.82,50061.62,成交,确认,47751.42,48351.86,42021.25,2021-02-23 20:00,48351.86,1,-0.3,前3K止损,否,,是,4.09,-3.87,,,2021
310,2021-02-26 04:00,做空,48015.9,48578.67,是,1.172,2199.33,4.58,47089.37,46685.43,49587.0,成交,确认,48578.67,49238.47,42749.23,2021-02-27 12:00,48415.42,8,-1.492,KAMA跟踪止损,是,44970.77,否,9.22,0.21,,,2021
311,2021-02-28 08:00,做空,44926.77,46255.0,是,2.956,2098.51,4.671,44646.33,44444.0,46678.0,成交,确认,46255.0,46884.55,40704.4,2021-03-01 08:00,46255.0,6,0.0,KAMA跟踪止损,否,,否,7.03,-1.26,,,2021
312,2021-03-01 16:00,做多,46836.16,45573.2,是,2.697,1966.13,4.198,47720.0,46287.32,47949.0,未成交,确认,45573.2,44983.36,55599.3,2021-03-03 00:00,47994.77,8,0.627,KAMA跟踪止损,是,49184.51,否,10.2,3.47,10.2,0.627,2021
313,2021-03-03 12:00,做多,49714.72,49714.72,是,0.0,1712.44,3.445,49769.54,48670.66,49956.0,成交,弱突破,49714.72,49200.99,60651.96,2021-03-03 12:00,49769.54,0,0.032,弱突破平仓,否,,是,0.0,0.0,,,2021
314,2021-03-03 16:00,做多,49956.0,49714.72,是,0.483,1691.08,3.385,51721.4,49754.32,51850.0,未成交,确认,49714.72,49207.4,60651.96,2021-03-04 08:00,49714.72,4,0.0,KAMA跟踪止损,否,,否,5.97,-0.59,5.97,0.0,2021
315,2021-03-05 00:00,做空,48550.0,,否,,1709.73,3.522,48019.76,47600.0,50070.83,成交,弱突破,48550.0,49062.92,42724.0,2021-03-05 00:00,48019.76,0,0.31,弱突破平仓,否,,是,0.0,0.0,,,2021
316,2021-03-05 08:00,做空,47500.0,,否,,1722.52,3.626,47300.23,46320.0,48404.52,成交,弱突破,47500.0,48016.75,41800.0,2021-03-05 08:00,47300.23,0,0.116,弱突破平仓,否,,是,0.0,0.0,,,2021
317,2021-03-07 08:00,做多,49253.63,49139.95,是,0.231,1536.93,3.12,49582.55,48908.21,49937.8,成交,弱突破,49139.95,48678.87,59950.74,2021-03-07 08:00,49582.55,0,0.288,弱突破平仓,否,,是,0.0,0.0,,,2021
318,2021-03-07 12:00,做多,49937.8,49139.95,是,1.598,1511.56,3.027,50084.61,49130.0,50232.81,成交,确认,49139.95,48686.48,59950.74,2021-03-10 12:00,53127.74,18,3.1,KAMA跟踪止损,是,52429.43,否,13.74,0.35,,,2021
319,2021-03-10 20:00,做多,55890.0,55890.0,是,0.0,1411.69,2.526,56373.52,54899.75,56592.18,成交,弱突破,55890.0,55466.49,68185.8,2021-03-10 20:00,56373.52,0,0.343,弱突破平仓,否,,是,0.0,0.0,,,2021
320,2021-03-11 00:00,做多,56592.18,55890.0,是,1.241,1425.73,2.519,56831.08,56152.32,57500.92,未成交,确认,55890.0,55462.28,68185.8,2021-03-11 08:00,55462.28,2,-0.3,前3K止损,否,,是,2.55,-1.12,2.55,-0.3,2021
321,2021-03-12 04:00,做多,57838.43,56604.75,是,2.133,1454.28,2.514,57844.52,56610.0,58283.0,未成交,确认,56604.75,56168.47,69057.8,2021-03-12 16:00,56168.47,3,-0.3,前3K止损,否,,是,2.79,-1.27,2.79,-0.3,2021
322,2021-03-13 16:00,做多,57840.0,57588.88,是,0.434,1420.36,2.456,59905.92,57213.42,60400.0,成交,确认,57588.88,57162.77,70258.43,2021-03-15 00:00,59516.84,8,1.2,KAMA跟踪止损,是,59740.78,否,7.57,2.8,,,2021
323,2021-03-15 04:00,做空,59344.04,,否,,1421.37,2.395,59037.12,59005.0,60833.85,成交,弱突破,59344.04,59770.45,52222.76,2021-03-15 04:00,59037.12,0,0.216,弱突破平仓,否,,是,0.0,0.0,,,2021
324,2021-03-15 12:00,做空,58770.0,,否,,1461.16,2.486,57830.61,57210.0,60740.0,成交,确认,58770.0,59208.35,51717.6,2021-03-17 04:00,56687.26,10,1.08,KAMA跟踪止损,是,56182.03,否,9.25,0.57,,,2021
325,2021-03-18 00:00,做多,57238.0,56369.81,是,1.517,1614.74,2.821,57897.1,54775.66,58222.0,成交,确认,56369.81,55885.39,68771.17,2021-03-19 00:00,57371.89,6,-0.362,KAMA跟踪止损,是,58959.0,否,7.34,1.52,,,2021
326,2021-03-21 08:00,做空,57881.0,58472.13,是,1.021,1413.29,2.442,57813.98,57490.0,58638.7,成交,弱突破,58472.13,58896.12,51455.47,2021-03-21 08:00,57813.98,0,0.466,弱突破平仓,否,,是,0.0,0.0,,,2021
327,2021-03-21 12:00,做空,57490.0,58472.13,是,1.708,1400.06,2.435,57011.46,56700.0,57850.0,未成交,确认,58472.13,58892.15,51455.47,2021-03-22 04:00,57734.29,4,-0.5,KAMA跟踪止损,是,56296.4,否,5.25,0.49,5.25,-0.5,2021
328,2021-03-23 00:00,做空,56329.98,56329.98,是,0.0,1343.66,2.385,55563.91,55536.83,57260.31,成交,确认,56329.98,56733.08,49570.38,2021-03-24 12:00,55582.41,9,-0.525,KAMA跟踪止损,是,54129.56,否,5.94,0.47,,,2021
329,2021-03-24 16:00,做多,55890.68,55890.68,是,0.0,1385.85,2.48,56591.65,55484.69,56700.0,成交,确认,55890.68,55474.93,68186.63,2021-03-25 00:00,55474.93,2,-0.3,前3K止损,否,,是,2.4,-2.09,,,2021
330,2021-03-25 04:00,做空,53600.0,53751.01,是,0.282,1385.31,2.585,52311.54,51666.0,54795.84,成交,确认,53751.01,54166.6,47300.89,2021-03-26 16:00,53751.01,9,-1.968,KAMA跟踪止损,是,51024.33,否,6.14,-0.18,,,2021
331,2021-03-27 04:00,做多,54060.0,,否,,1437.21,2.659,55030.0,53765.87,55123.0,成交,确认,54060.0,53628.84,65953.2,2021-03-27 20:00,54076.26,4,0.011,KAMA跟踪止损,否,,否,2.77,-0.11,,,2021
332,2021-03-28 00:00,做多,55555.55,55414.77,是,0.253,1340.55,2.413,55784.28,54964.15,56300.0,成交,弱突破,55414.77,55012.6,67606.02,2021-03-28 00:00,55784.28,0,0.276,弱突破平仓,否,,是,0.0,0.0,,,2021
333,2021-03-29 16:00,做多,56588.31,56510.0,是,0.138,1239.28,2.19,57893.21,55942.99,58383.18,成交,确认,56510.0,56138.22,68942.2,2021-03-31 12:00,57556.12,11,-0.584,KAMA跟踪止损,是,59326.4,否,6.03,1.06,,,2021
334,2021-04-02 08:00,做多,59592.22,59342.89,是,0.418,1173.04,1.968,59979.99,58520.0,60397.85,成交,确认,59342.89,58990.98,72398.33,2021-04-03 00:00,59342.89,4,0.0,KAMA跟踪止损,否,,否,1.31,-1.35,,,2021
335,2021-04-04 04:00,做空,57800.0,58490.03,是,1.194,1052.71,1.821,57134.65,56900.0,58657.01,成交,确认,58490.03,58805.84,51471.23,2021-04-04 20:00,57862.73,4,0.596,KAMA跟踪止损,否,,否,3.37,-0.11,,,2021
336,2021-04-05 20:00,做多,58553.0,58450.26,是,0.175,1005.27,1.717,59098.01,57795.14,59385.0,成交,确认,58450.26,58148.68,71309.32,2021-04-06 12:00,58450.26,4,0.0,KAMA跟踪止损,否,,否,2.01,-0.08,,,2021
337,2021-04-07 16:00,做空,57245.46,57500.0,是,0.445,990.26,1.73,56376.7,55831.36,57992.99,成交,确认,57500.0,57797.08,50600.0,2021-04-08 12:00,56865.49,5,0.641,KAMA跟踪止损,否,,否,3.42,0.15,,,2021
338,2021-04-08 20:00,做多,57415.03,56901.89,是,0.894,1043.22,1.817,57795.24,56401.0,57966.66,成交,确认,56901.89,56588.92,69420.31,2021-04-11 04:00,59326.59,14,3.03,KAMA跟踪止损,是,58590.11,否,8.61,1.05,,,2021
339,2021-04-12 12:00,做多,60555.0,60419.06,是,0.224,984.86,1.626,60832.23,60120.0,61449.91,成交,弱突破,60419.06,60123.6,73711.25,2021-04-12 12:00,60832.23,0,0.42,弱突破平仓,否,,是,0.0,0.0,,,2021
340,2021-04-13 16:00,做多,61550.0,60670.0,是,1.43,1003.32,1.63,63068.31,61126.47,63478.0,未成交,确认,60670.0,60369.0,74017.4,2021-04-14 20:00,63302.01,7,2.505,KAMA跟踪止损,是,63420.34,否,7.11,2.85,7.11,2.505,2021
341,2021-04-15 00:00,做空,62400.0,62930.53,是,0.85,1171.22,1.877,62242.47,61404.0,63853.17,成交,确认,62930.53,63281.9,55378.87,2021-04-15 08:00,63281.9,2,-0.3,前3K止损,否,,是,1.53,-0.87,,,2021
342,2021-04-16 12:00,做空,62157.89,62410.61,是,0.407,1143.24,1.839,61513.57,61111.0,63059.86,成交,确认,62410.61,62753.58,54921.34,2021-04-17 08:00,62410.61,5,0.0,KAMA跟踪止损,否,,否,3.7,-0.32,,,2021
343,2021-04-18 08:00,做空,59620.0,,否,,1176.03,1.973,54849.46,50050.0,60450.0,成交,确认,59620.0,59972.81,52465.6,2021-04-23 00:00,52465.6,28,9.273,止盈,是,56216.8,否,12.4,3.5,,,2021
344,2021-04-23 04:00,做空,52228.0,52505.0,是,0.53,1744.84,3.341,51714.61,50534.34,52957.31,成交,弱突破,52505.0,53028.45,46204.4,2021-04-23 04:00,51714.61,0,0.453,弱突破平仓,否,,是,0.0,0.0,,,2021
345,2021-04-23 08:00,做空,50534.34,52505.0,是,3.9,1778.75,3.52,50319.33,48545.18,52152.0,未成交,确认,52505.0,53038.63,46204.4,2021-04-26 08:00,51560.09,18,-1.47,KAMA跟踪止损,是,48000.81,否,10.62,0.01,10.62,-1.47,2021
346,2021-04-26 12:00,做多,52500.0,50577.9,是,3.661,1736.87,3.308,52816.0,52047.68,53092.0,未成交,确认,50577.9,50056.84,61705.04,2021-04-28 12:00,54330.73,12,2.586,KAMA跟踪止损,是,53591.99,否,10.19,3.38,10.19,2.586,2021
347,2021-04-30 00:00,做空,53333.89,,否,,1383.69,2.594,52894.68,52523.92,53858.11,成交,弱突破,53333.89,53749.0,46933.82,2021-04-30 00:00,52894.68,0,0.317,弱突破平仓,否,,是,0.0,0.0,,,2021
348,2021-04-30 20:00,做多,54850.0,53858.11,是,1.808,1297.5,2.366,57138.23,54234.17,57270.0,未成交,确认,53858.11,53468.86,65706.89,2021-05-02 08:00,57129.88,9,2.575,KAMA跟踪止损,是,57060.17,否,8.6,4.58,8.6,2.575,2021
349,2021-05-03 08:00,做多,57959.97,57355.0,是,1.044,1175.85,2.029,58004.55,56559.8,58384.22,成交,确认,57355.0,57002.24,69973.1,2021-05-04 00:00,57355.0,4,0.0,KAMA跟踪止损,否,,否,2.97,-0.2,,,2021
350,2021-05-04 08:00,做空,56500.65,56559.8,是,0.105,1187.12,2.101,55519.15,54450.31,57253.76,成交,确认,56559.8,56915.94,49772.62,2021-05-05 16:00,55737.92,8,-0.871,KAMA跟踪止损,是,53881.84,否,6.51,-0.19,,,2021
351,2021-05-05 20:00,做多,56399.0,56399.0,是,0.0,1410.77,2.501,57596.1,55115.49,57700.0,成交,确认,56399.0,55975.77,68806.78,2021-05-07 00:00,56399.0,7,0.0,KAMA跟踪止损,否,,否,3.64,-1.95,,,2021
352,2021-05-09 20:00,做空,57529.94,57660.76,是,0.227,1354.22,2.354,57461.83,56316.0,58077.21,成交,弱突破,57660.76,58067.02,50741.47,2021-05-09 20:00,57461.83,0,0.147,弱突破平仓,否,,是,0.0,0.0,,,2021
353,2021-05-10 08:00,做多,59335.19,58437.02,是,1.514,1342.44,2.262,59428.55,58088.88,59544.3,成交,确认,58437.02,58034.29,71293.16,2021-05-10 16:00,58034.29,2,-0.3,前3K止损,否,,是,2.08,-1.7,,,2021
354,2021-05-11 00:00,做空,56700.0,57255.6,是,0.98,1356.32,2.392,55828.14,55600.0,58671.01,成交,确认,57255.6,57662.5,50384.93,2021-05-12 08:00,56947.73,8,-1.063,KAMA跟踪止损,是,55197.59,否,7.0,-1.16,,,2021
355,2021-05-13 00:00,做空,55300.0,56259.81,是,1.736,1417.58,2.563,54468.36,53555.85,55719.49,未成交,确认,56259.81,56685.08,49508.63,2021-05-13 04:00,49508.63,1,4.824,止盈,是,49595.76,是,13.79,2.64,13.79,4.824,2021
356,2021-05-14 20:00,做多,51000.0,50464.21,是,1.051,1811.62,3.552,51241.26,50052.96,51533.0,成交,弱突破,50464.21,49920.72,61566.34,2021-05-14 20:00,51241.26,0,0.429,弱突破平仓,否,,是,0.0,0.0,,,2021
357,2021-05-15 12:00,做空,48870.41,49941.05,是,2.191,1724.9,3.53,48510.0,48404.0,49900.0,未成交,确认,49941.05,50458.52,43948.12,2021-05-17 04:00,43948.12,10,5.124,止盈,是,46793.41,否,12.16,0.22,12.16,5.124,2021
358,2021-05-17 08:00,做空,43866.0,46481.14,是,5.962,1831.47,4.175,42990.79,42759.57,46655.0,成交,确认,46481.14,47030.58,40903.4,2021-05-19 08:00,40903.4,12,4.409,止盈,是,43401.14,否,13.67,1.31,,,2021
359,2021-05-20 20:00,做多,40800.0,40497.81,是,0.741,2717.88,6.661,41448.84,40070.5,42460.0,成交,弱突破,40497.81,39682.45,49407.33,2021-05-20 20:00,41448.84,0,0.35,弱突破平仓,否,,是,0.0,0.0,,,2021
360,2021-05-21 20:00,做空,38091.68,38091.68,是,0.0,2587.55,6.793,36818.07,36380.0,41740.26,成交,弱突破,38091.68,38867.95,33520.68,2021-05-21 20:00,36818.07,0,0.492,弱突破平仓,否,,是,0.0,0.0,,,2021
361,2021-05-22 00:00,做空,36380.0,38091.68,是,4.705,2726.19,7.494,36043.11,35462.8,37811.74,未成交,确认,38091.68,38909.54,33520.68,2021-05-22 04:00,33520.68,1,1.677,止盈,否,,是,12.32,1.76,12.32,1.677,2021
362,2021-05-23 16:00,做空,35501.01,37070.0,是,4.42,2420.69,6.819,35367.81,33771.68,35916.86,未成交,确认,37070.0,37796.21,32621.6,2021-05-23 20:00,32621.6,1,2.121,止盈,是,33306.95,是,12.15,3.51,12.15,2.121,2021
363,2021-05-24 16:00,做多,36881.39,35767.66,是,3.02,2385.99,6.469,37558.3,35860.42,37893.19,未成交,确认,35767.66,35051.86,43636.55,2021-05-25 12:00,37679.18,5,0.011,KAMA跟踪止损,是,39563.58,否,11.6,3.0,11.6,0.011,2021
364,2021-05-26 12:00,做多,39724.24,39122.77,是,1.514,2176.84,5.48,40436.0,39000.0,40771.29,成交,确认,39122.77,38469.72,47729.78,2021-05-27 00:00,38469.72,3,-0.3,前3K止损,否,,是,4.54,-3.13,,,2021
365,2021-05-27 08:00,做空,37804.76,37804.76,是,0.0,2029.16,5.367,37634.0,37133.22,39224.21,成交,弱突破,37804.76,38413.51,33268.19,2021-05-27 08:00,37634.0,0,0.084,弱突破平仓,否,,是,0.0,0.0,,,2021
366,2021-05-28 12:00,做空,37201.0,37820.0,是,1.664,1836.21,4.936,36965.27,36435.15,38225.24,成交,弱突破,37820.0,38370.86,33281.6,2021-05-28 12:00,36965.27,0,0.465,弱突破平仓,否,,是,0.0,0.0,,,2021
367,2021-05-28 16:00,做空,36435.15,37820.0,是,3.801,1833.9,5.033,35374.31,35122.0,37264.0,未成交,确认,37820.0,38370.17,33281.6,2021-05-30 16:00,36319.32,12,-0.2,KAMA跟踪止损,是,34452.15,否,11.8,1.18,11.8,-0.2,2021
368,2021-05-31 16:00,做多,36501.0,36350.0,是,0.414,1613.93,4.422,36833.0,35592.75,37200.0,成交,弱突破,36350.0,35865.82,44347.0,2021-05-31 16:00,36833.0,0,0.299,弱突破平仓,否,,是,0.0,0.0,,,2021
369,2021-06-02 20:00,做多,37550.0,37462.79,是,0.232,1345.17,3.582,38032.66,37066.0,38232.99,成交,弱突破,37462.79,37059.24,45704.6,2021-06-02 20:00,38032.66,0,0.424,弱突破平仓,否,,是,0.0,0.0,,,2021
370,2021-06-03 12:00,做多,38232.99,38196.35,是,0.096,1231.26,3.22,38631.51,37585.17,39072.02,成交,弱突破,38196.35,37826.97,46599.55,2021-06-03 12:00,38631.51,0,0.353,弱突破平仓,否,,是,0.0,0.0,,,2021
371,2021-06-04 12:00,做空,37350.0,38360.0,是,2.704,1196.86,3.204,36631.46,36324.01,37951.19,未成交,确认,38360.0,38719.06,33756.8,2021-06-05 08:00,37719.09,5,0.535,KAMA跟踪止损,否,,否,7.32,1.3,7.32,0.535,2021
372,2021-06-08 04:00,做空,35201.86,35846.0,是,1.83,1031.08,2.929,33550.96,33200.0,35760.0,未成交,确认,35846.0,36155.33,31544.48,2021-06-08 20:00,31544.48,4,5.387,止盈,是,32797.91,否,13.61,4.98,13.61,5.387,2021
373,2021-06-09 12:00,做多,33866.09,33350.0,是,1.524,1190.67,3.516,34143.5,32525.35,34489.0,成交,确认,33350.0,32992.8,40687.0,2021-06-11 00:00,36111.93,9,2.129,KAMA跟踪止损,是,36339.26,否,15.41,1.3,,,2021
374,2021-06-12 08:00,做空,35900.0,36370.0,是,1.309,1201.77,3.348,35576.0,35280.0,37432.95,成交,确认,36370.0,36730.53,32005.6,2021-06-13 04:00,36099.72,5,0.225,KAMA跟踪止损,否,,否,4.91,0.47,,,2021
375,2021-06-14 00:00,做多,36150.0,36125.3,是,0.068,1097.4,3.036,37610.33,35929.99,37730.0,成交,确认,36125.3,35796.08,44072.87,2021-06-15 16:00,39560.23,10,3.646,KAMA跟踪止损,是,38993.65,否,13.49,4.07,,,2021
376,2021-06-16 16:00,做空,39500.0,39500.0,是,0.0,1073.47,2.718,39079.6,38880.0,40259.22,成交,弱突破,39500.0,39822.04,34760.0,2021-06-16 16:00,39079.6,0,0.392,弱突破平仓,否,,是,0.0,0.0,,,2021
377,2021-06-16 20:00,做空,38880.0,39500.0,是,1.595,1088.76,2.8,38768.3,38533.0,39500.0,成交,确认,39500.0,39826.63,34760.0,2021-06-17 12:00,39092.77,4,0.374,KAMA跟踪止损,否,,否,3.53,-0.51,,,2021
378,2021-06-18 00:00,做空,38105.0,38200.01,是,0.249,1019.54,2.676,37682.27,37504.91,39108.61,成交,确认,38200.01,38505.87,33616.01,2021-06-20 20:00,33616.01,17,7.191,止盈,是,36363.91,否,12.8,0.01,,,2021
379,2021-06-21 12:00,做空,33312.0,34246.95,是,2.807,1058.6,3.178,32985.72,32200.0,34724.2,成交,确认,34246.95,34564.53,30137.32,2021-06-22 20:00,30137.32,8,6.126,止盈,是,32513.16,否,15.96,2.02,,,2021
380,2021-06-23 08:00,做多,33274.0,33086.04,是,0.565,1308.19,3.932,33939.05,31711.5,34380.0,成交,确认,33086.04,32693.58,40364.97,2021-06-24 00:00,33429.91,4,0.263,KAMA跟踪止损,否,,否,5.39,-0.7,,,2021
381,2021-06-25 00:00,做多,34588.0,33932.99,是,1.894,1270.1,3.672,34839.0,33751.0,35406.74,成交,确认,33932.99,33551.96,41398.25,2021-06-25 16:00,33932.99,4,0.0,KAMA跟踪止损,否,,否,4.62,-2.02,,,2021
382,2021-06-25 20:00,做空,33248.62,33751.0,是,1.511,1244.12,3.742,32618.31,32330.56,33578.46,未成交,确认,33751.0,34124.24,29700.88,2021-06-27 08:00,32515.79,9,0.231,KAMA跟踪止损,是,31568.07,否,10.76,1.67,10.76,0.231,2021
383,2021-06-27 12:00,做多,33187.49,32720.52,是,1.407,1303.41,3.927,33252.0,32771.51,33450.0,未成交,弱突破,32720.52,32329.5,39919.03,2021-06-27 12:00,33252.0,0,0.408,弱突破平仓,否,,是,0.0,0.0,0,0.408,2021
384,2021-06-28 04:00,做多,33562.0,,否,,1223.43,3.645,34687.71,32377.3,34762.0,成交,确认,33562.0,33194.97,40945.64,2021-06-30 16:00,34595.63,15,0.069,KAMA跟踪止损,是,35544.42,否,9.12,0.87,,,2021
385,2021-06-30 20:00,做空,34401.0,35320.0,是,2.671,1086.43,3.158,34191.68,34060.0,35002.3,未成交,确认,35320.0,35645.93,31081.6,2021-07-03 04:00,33801.53,14,0.971,KAMA跟踪止损,是,33337.58,否,7.5,0.37,7.5,0.971,2021
386,2021-07-03 12:00,做多,33892.72,,否,,950.04,2.803,34477.46,33425.84,34650.0,成交,确认,33892.72,33607.71,41349.12,2021-07-05 08:00,35097.6,11,0.775,KAMA跟踪止损,是,35565.98,否,6.09,0.9,,,2021
387,2021-07-05 16:00,做空,34000.0,,否,,780.78,2.296,33363.31,33290.0,34538.0,成交,确认,34000.0,34234.23,29920.0,2021-07-06 00:00,34234.23,2,-0.3,前3K止损,否,,是,2.85,-0.76,,,2021
388,2021-07-06 12:00,做多,34538.0,34259.68,是,0.806,783.64,2.269,34853.46,33886.07,34948.0,成交,确认,34259.68,34024.59,41796.81,2021-07-06 16:00,34024.59,1,-0.3,前3K止损,否,,是,2.51,-1.63,,,2021
389,2021-07-08 08:00,做空,33756.48,34362.01,是,1.794,757.59,2.244,33283.2,33046.7,33910.0,未成交,确认,34362.01,34589.29,30238.57,2021-07-09 20:00,33311.07,9,0.285,KAMA跟踪止损,是,32476.39,否,6.68,1.93,6.68,0.285,2021
390,2021-07-10 04:00,做多,33700.0,,否,,735.6,2.183,33805.01,33358.0,34100.0,成交,弱突破,33700.0,33479.32,41114.0,2021-07-10 04:00,33805.01,0,0.143,弱突破平仓,否,,是,0.0,0.0,,,2021
391,2021-07-12 04:00,做多,34105.0,,否,,624.54,1.831,34253.81,33690.55,34629.62,成交,弱突破,34105.0,33917.64,41608.1,2021-07-12 04:00,34253.81,0,0.238,弱突破平仓,否,,是,0.0,0.0,,,2021
392,2021-07-12 20:00,做空,33517.61,33690.55,是,0.516,643.21,1.919,33340.32,33301.0,33629.99,未成交,确认,33690.55,33883.51,29647.68,2021-07-14 20:00,32756.81,12,0.752,KAMA跟踪止损,是,32306.71,否,6.34,0.76,6.34,0.752,2021
393,2021-07-15 20:00,做空,31763.14,32560.0,是,2.509,635.4,2.0,31673.4,31401.2,32130.0,未成交,确认,32560.0,32750.62,28652.8,2021-07-17 00:00,32196.59,7,-0.502,KAMA跟踪止损,是,31513.98,否,4.73,0.97,4.73,-0.502,2021
394,2021-07-18 08:00,做多,31945.0,31945.0,是,0.0,591.65,1.852,32155.46,31451.0,32435.93,成交,弱突破,31945.0,31767.51,38972.9,2021-07-18 08:00,32155.46,0,0.356,弱突破平仓,否,,是,0.0,0.0,,,2021
395,2021-07-19 20:00,做空,31075.1,31401.0,是,1.049,567.4,1.826,30672.99,30358.77,31365.0,未成交,确认,31401.0,31571.22,27632.88,2021-07-21 12:00,30273.95,10,0.768,KAMA跟踪止损,是,29582.94,否,6.87,1.12,6.87,0.768,2021
396,2021-07-21 16:00,做多,30933.19,29978.0,是,3.088,611.22,1.976,31500.0,30700.0,31646.15,未成交,确认,29978.0,29794.64,36573.16,2021-07-25 20:00,34113.62,25,10.381,KAMA跟踪止损,是,31904.38,否,16.02,4.78,16.02,10.381,2021
397,2021-07-26 04:00,做多,34780.0,34780.0,是,0.0,596.14,1.714,35370.66,34260.0,35400.0,成交,确认,34780.0,34601.16,42431.6,2021-07-26 08:00,42431.6,1,19.805,止盈,是,38276.54,是,38.5,1.17,,,2021
398,2021-07-28 08:00,做多,39546.34,,否,,1295.94,3.277,39815.0,38861.61,40388.0,成交,弱突破,39546.34,39157.56,48246.53,2021-07-28 08:00,39815.0,0,0.207,弱突破平仓,否,,是,0.0,0.0,,,2021
399,2021-07-28 16:00,做多,40388.0,,否,,1290.49,3.195,40729.99,39350.0,40894.0,成交,弱突破,40388.0,40000.85,49273.36,2021-07-28 16:00,40729.99,0,0.265,弱突破平仓,否,,是,0.0,0.0,,,2021
400,2021-07-30 16:00,做空,39365.33,39465.66,是,0.255,1141.51,2.9,38637.34,38320.0,39768.08,成交,确认,39465.66,39808.11,34729.78,2021-07-31 00:00,39808.11,2,-0.3,前3K止损,否,,是,2.31,-1.05,,,2021
401,2021-07-31 04:00,做多,40400.0,40016.2,是,0.95,1123.27,2.78,42203.25,39707.44,42316.6,成交,确认,40016.2,39679.22,48819.76,2021-08-02 00:00,40676.22,11,-0.435,KAMA跟踪止损,是,41824.68,否,6.49,1.38,,,2021
402,2021-08-02 04:00,做空,40567.73,41091.77,是,1.292,1032.91,2.546,39846.78,39350.4,41512.87,成交,确认,41091.77,41401.64,36160.76,2021-08-04 16:00,38229.9,15,4.035,KAMA跟踪止损,是,39535.48,否,8.74,1.56,,,2021
403,2021-08-04 20:00,做多,38700.0,38554.27,是,0.377,952.38,2.461,39289.96,38143.22,39444.0,成交,确认,38554.27,38268.56,47036.21,2021-08-05 16:00,38554.27,5,0.0,KAMA跟踪止损,否,,否,3.69,-1.93,,,2021
404,2021-08-06 00:00,做多,39975.32,39540.08,是,1.089,979.0,2.449,40694.19,38704.0,41350.0,成交,确认,39540.08,39246.38,48238.9,2021-08-09 00:00,43389.87,18,5.134,KAMA跟踪止损,是,42213.52,否,14.69,0.78,,,2021
405,2021-08-09 16:00,做多,45197.89,44587.24,是,1.351,1105.46,2.446,45930.81,43590.7,46080.0,成交,确认,44587.24,44255.6,54396.43,2021-08-12 12:00,44886.92,17,-0.971,KAMA跟踪止损,是,46259.7,否,4.96,0.19,,,2021
406,2021-08-12 16:00,做空,44820.0,,否,,1041.78,2.324,44764.31,44610.01,45680.0,成交,弱突破,44820.0,45132.53,39441.6,2021-08-12 16:00,44764.31,0,0.053,弱突破平仓,否,,是,0.0,0.0,,,2021
407,2021-08-12 20:00,做空,44610.01,,否,,1043.19,2.338,44203.37,43925.0,44972.44,成交,弱突破,44610.01,44922.97,39256.81,2021-08-12 20:00,44203.37,0,0.39,弱突破平仓,否,,是,0.0,0.0,,,2021
408,2021-08-13 12:00,做多,46023.0,44972.44,是,2.283,1017.51,2.211,46108.85,44908.0,46349.46,成交,确认,44972.44,44667.19,54866.38,2021-08-14 16:00,46455.09,7,0.143,KAMA跟踪止损,是,47792.52,否,7.4,2.17,,,2021
409,2021-08-15 12:00,做空,46000.0,46120.0,是,0.261,961.8,2.091,45788.25,45666.0,46914.09,成交,弱突破,46120.0,46408.54,40585.6,2021-08-15 12:00,45788.25,0,0.345,弱突破平仓,否,,是,0.0,0.0,,,2021
410,2021-08-16 08:00,做多,47388.75,46914.09,是,1.002,958.36,2.022,47391.88,46769.91,48074.23,成交,弱突破,46914.09,46626.58,57235.19,2021-08-16 08:00,47391.88,0,0.499,弱突破平仓,否,,是,0.0,0.0,,,2021
411,2021-08-18 04:00,做空,45240.0,45657.0,是,0.922,1005.6,2.223,44704.84,44412.01,45565.11,未成交,确认,45657.0,45958.68,40178.16,2021-08-18 20:00,45657.0,4,0.0,KAMA跟踪止损,否,,否,3.13,-0.42,3.13,0.0,2021
412,2021-08-19 08:00,做空,44227.32,44227.32,是,0.0,996.58,2.253,44058.62,44050.0,45243.81,成交,弱突破,44227.32,44526.29,38920.04,2021-08-19 08:00,44058.62,0,0.169,弱突破平仓,否,,是,0.0,0.0,,,2021
