序号,信号时间,方向,6K极值,回调高点,是否有回调高点,回调高点偏移%,ATR,ATR%,突破K收盘价,突破K最低价,突破K最高价,是否成交,是否确认,入场价,初始止损,止盈目标,出场时间,出场价,持仓K数,R值,出场原因,是否加仓,加仓价,前3K止损,MFE%,MAE%,可能错过涨幅%,可能错过R值,年份
413,2021-08-20 00:00,做多,46050.0,45243.81,是,1.751,1017.17,2.209,46719.82,45427.01,46783.0,未成交,确认,45243.81,44938.66,55197.45,2021-08-22 20:00,48551.35,17,5.001,KAMA跟踪止损,是,46772.0,否,10.14,2.48,10.14,5.001,2021
414,2021-08-23 08:00,做多,49556.2,49500.0,是,0.113,918.12,1.853,50306.81,49100.0,50476.0,成交,确认,49500.0,49224.56,60390.0,2021-08-24 00:00,49500.0,4,0.0,KAMA跟踪止损,否,,否,2.22,-0.77,,,2021
415,2021-08-24 20:00,做空,48801.01,48801.01,是,0.0,876.8,1.797,48370.25,48252.0,49480.35,成交,弱突破,48801.01,49064.05,42944.89,2021-08-24 20:00,48370.25,0,0.491,弱突破平仓,否,,是,0.0,0.0,,,2021
416,2021-08-25 04:00,做空,47750.05,48801.01,是,2.201,885.64,1.855,47719.36,47600.0,48428.34,未成交,确认,48801.01,49066.7,42944.89,2021-08-25 20:00,48480.59,4,0.362,KAMA跟踪止损,否,,否,3.42,-0.1,3.42,0.362,2021
417,2021-08-26 12:00,做空,47130.57,47333.0,是,0.43,915.0,1.941,46920.11,46600.0,48090.0,成交,弱突破,47333.0,47607.5,41653.04,2021-08-26 12:00,46920.11,0,0.451,弱突破平仓,否,,是,0.0,0.0,,,2021
418,2021-08-27 20:00,做多,47795.13,47454.74,是,0.712,921.35,1.928,48199.56,47022.97,48444.0,成交,确认,47454.74,47178.34,57894.78,2021-08-28 20:00,48644.77,6,0.815,KAMA跟踪止损,是,49083.98,否,3.96,1.15,,,2021
419,2021-08-29 08:00,做空,48395.65,48395.65,是,0.0,823.07,1.701,48242.87,48100.0,49769.2,成交,弱突破,48395.65,48642.57,42588.17,2021-08-29 08:00,48242.87,0,0.186,弱突破平仓,否,,是,0.0,0.0,,,2021
420,2021-08-31 04:00,做空,47400.0,,否,,805.2,1.699,47024.7,46876.49,48746.81,成交,弱突破,47400.0,47641.56,41712.0,2021-08-31 04:00,47024.7,0,0.466,弱突破平仓,否,,是,0.0,0.0,,,2021
421,2021-09-02 00:00,做多,47888.0,47617.36,是,0.565,805.86,1.683,48200.44,47440.0,49160.79,成交,确认,47617.36,47375.6,58093.18,2021-09-03 08:00,49212.62,8,2.438,KAMA跟踪止损,是,48842.94,否,5.89,1.1,,,2021
422,2021-09-06 00:00,做多,50517.34,,否,,771.95,1.528,50723.01,50146.49,50911.0,成交,弱突破,50517.34,50285.75,61631.15,2021-09-06 00:00,50723.01,0,0.266,弱突破平仓,否,,是,0.0,0.0,,,2021
423,2021-09-06 04:00,做多,50911.0,,否,,771.58,1.516,51799.57,50665.12,51950.0,成交,确认,50911.0,50679.53,62111.42,2021-09-07 16:00,51844.96,9,0.123,KAMA跟踪止损,是,52683.97,否,4.01,-0.81,,,2021
424,2021-09-07 20:00,做空,50500.0,51669.48,是,2.316,825.12,1.634,46644.0,42088.0,51176.25,未成交,确认,51669.48,51917.02,45469.14,2021-09-08 12:00,45469.14,4,9.022,止盈,是,46713.14,否,12.85,7.98,12.85,9.022,2021
425,2021-09-09 20:00,做多,46834.31,46808.99,是,0.054,1183.81,2.528,46989.14,45623.27,47243.35,成交,弱突破,46808.99,46453.85,57106.97,2021-09-09 20:00,46989.14,0,0.152,弱突破平仓,否,,是,0.0,0.0,,,2021
426,2021-09-10 20:00,做空,45622.0,45623.27,是,0.003,1113.8,2.441,45441.49,44758.15,46538.5,成交,弱突破,45623.27,45957.41,40148.48,2021-09-10 20:00,45441.49,0,0.163,弱突破平仓,否,,是,0.0,0.0,,,2021
427,2021-09-12 16:00,做多,45999.0,45999.0,是,0.0,966.44,2.101,46095.98,45314.55,46242.78,成交,弱突破,45999.0,45709.07,56118.78,2021-09-12 16:00,46095.98,0,0.1,弱突破平仓,否,,是,0.0,0.0,,,2021
428,2021-09-13 08:00,做空,44746.51,45314.55,是,1.269,949.24,2.121,44626.0,44558.0,46319.82,成交,确认,45314.55,45599.32,39876.8,2021-09-13 20:00,45599.32,3,-0.3,前3K止损,否,,是,4.39,-3.57,,,2021
429,2021-09-15 04:00,做多,46950.0,,否,,995.57,2.12,47087.18,46380.0,47272.98,成交,弱突破,46950.0,46651.33,57279.0,2021-09-15 04:00,47087.18,0,0.138,弱突破平仓,否,,是,0.0,0.0,,,2021
430,2021-09-15 16:00,做多,47478.76,,否,,946.37,1.993,47538.1,47010.78,47717.65,成交,弱突破,47478.76,47194.85,57924.09,2021-09-15 16:00,47538.1,0,0.063,弱突破平仓,否,,是,0.0,0.0,,,2021
431,2021-09-15 20:00,做多,47717.65,,否,,934.39,1.958,48255.86,47300.0,48267.99,成交,确认,47717.65,47437.33,58215.53,2021-09-16 08:00,47437.33,3,-0.3,前3K止损,否,,是,1.52,-0.81,,,2021
432,2021-09-18 12:00,做多,48150.0,47988.0,是,0.336,848.35,1.762,48621.6,47907.85,48792.0,成交,确认,47988.0,47733.49,58545.36,2021-09-19 04:00,47988.0,4,0.0,KAMA跟踪止损,否,,否,1.8,-0.36,,,2021
433,2021-09-19 16:00,做空,47590.33,,否,,767.86,1.613,47344.16,47186.03,48343.56,成交,弱突破,47590.33,47820.69,41879.49,2021-09-19 16:00,47344.16,0,0.321,弱突破平仓,否,,是,0.0,0.0,,,2021
434,2021-09-20 08:00,做空,46840.0,,否,,772.91,1.65,45552.92,45111.0,47345.0,成交,确认,46840.0,47071.87,41219.2,2021-09-21 08:00,41219.2,6,11.938,止盈,是,44825.72,否,14.33,2.12,,,2021
435,2021-09-23 00:00,做多,43290.0,43272.81,是,0.04,1224.47,2.829,43375.74,42823.53,43989.98,成交,弱突破,43272.81,42905.47,52792.83,2021-09-23 00:00,43375.74,0,0.084,弱突破平仓,否,,是,0.0,0.0,,,2021
436,2021-09-23 08:00,做多,43989.98,,否,,1193.59,2.713,44053.95,43056.0,44177.0,成交,弱突破,43989.98,43631.9,53667.78,2021-09-23 08:00,44053.95,0,0.054,弱突破平仓,否,,是,0.0,0.0,,,2021
437,2021-09-23 12:00,做多,44177.0,,否,,1189.96,2.694,44211.73,43682.01,44413.45,成交,弱突破,44177.0,43820.01,53895.94,2021-09-23 12:00,44211.73,0,0.029,弱突破平仓,否,,是,0.0,0.0,,,2021
438,2021-09-24 00:00,做多,44413.45,44413.45,是,0.0,1141.13,2.569,44743.97,43580.0,44928.8,成交,弱突破,44413.45,44071.11,54184.41,2021-09-24 00:00,44743.97,0,0.29,弱突破平仓,否,,是,0.0,0.0,,,2021
439,2021-09-24 16:00,做空,43351.0,43580.0,是,0.528,1115.94,2.574,41510.06,40650.0,45050.0,成交,确认,43580.0,43914.78,38350.4,2021-09-26 16:00,42971.73,12,-1.029,KAMA跟踪止损,是,41214.97,否,6.55,-0.4,,,2021
440,2021-09-27 08:00,做多,43940.0,43755.0,是,0.421,1139.4,2.593,44028.89,42914.04,44350.0,成交,弱突破,43755.0,43413.18,53381.1,2021-09-27 08:00,44028.89,0,0.24,弱突破平仓,否,,是,0.0,0.0,,,2021
441,2021-09-28 04:00,做空,42650.0,42914.04,是,0.619,1078.6,2.529,42122.69,42059.13,43398.57,成交,确认,42914.04,43237.62,37764.36,2021-09-29 12:00,42324.48,8,-0.676,KAMA跟踪止损,是,41006.32,否,5.14,0.38,,,2021
442,2021-09-30 08:00,做多,42576.8,42576.8,是,0.0,984.47,2.312,43566.97,41387.78,43732.71,成交,确认,42576.8,42281.46,51943.7,2021-10-03 04:00,47554.81,17,7.902,KAMA跟踪止损,是,44753.98,否,13.79,0.31,,,2021
443,2021-10-04 00:00,做多,48270.2,48270.2,是,0.0,889.43,1.843,48774.37,47809.0,49304.12,成交,确认,48270.2,48003.37,58889.64,2021-10-04 04:00,48003.37,1,-0.3,前3K止损,否,,是,1.17,-1.37,,,2021
444,2021-10-05 00:00,做多,49304.12,48268.98,是,2.1,941.82,1.91,49374.94,47680.61,49544.48,成交,确认,48268.98,47986.43,58888.16,2021-10-06 16:00,50733.0,10,3.554,KAMA跟踪止损,是,49850.0,否,7.5,0.58,,,2021
445,2021-10-06 20:00,做多,51888.0,51888.0,是,0.0,963.71,1.857,55014.04,51248.94,56416.02,成交,确认,51888.0,51598.89,63303.36,2021-10-07 12:00,54350.4,4,1.8,KAMA跟踪止损,是,55078.56,否,7.57,4.35,,,2021
446,2021-10-08 16:00,做多,55046.88,54752.23,是,0.535,1113.95,2.024,55300.99,54785.0,56208.73,未成交,弱突破,54752.23,54418.05,66797.72,2021-10-08 16:00,55300.99,0,0.493,弱突破平仓,否,,是,0.0,0.0,0,0.493,2021
447,2021-10-10 12:00,做多,55589.0,55589.0,是,0.0,1041.79,1.874,55699.0,54871.85,56165.51,成交,弱突破,55589.0,55276.46,67818.58,2021-10-10 12:00,55699.0,0,0.106,弱突破平仓,否,,是,0.0,0.0,,,2021
448,2021-10-11 20:00,做多,57164.92,,否,,1154.37,2.019,57500.0,56150.51,57685.86,成交,弱突破,57164.92,56818.61,69741.2,2021-10-11 20:00,57500.0,0,0.29,弱突破平仓,否,,是,0.0,0.0,,,2021
449,2021-10-13 00:00,做空,56060.0,56440.01,是,0.678,1131.99,2.019,55369.15,55151.32,56434.28,未成交,确认,56440.01,56779.61,49667.21,2021-10-13 20:00,55729.11,5,-0.334,KAMA跟踪止损,是,54640.19,否,4.77,-0.33,4.77,-0.334,2021
450,2021-10-14 00:00,做多,56624.1,56624.1,是,0.0,1257.16,2.22,57260.95,56080.0,57300.0,成交,确认,56624.1,56246.95,69081.4,2021-10-16 20:00,60587.83,17,4.062,KAMA跟踪止损,是,59445.04,否,13.02,-0.0,,,2021
451,2021-10-18 04:00,做多,61547.56,61547.56,是,0.0,1164.75,1.892,61571.45,58850.0,61796.47,成交,弱突破,61547.56,61198.14,75088.02,2021-10-18 04:00,61571.45,0,0.021,弱突破平仓,否,,是,0.0,0.0,,,2021
452,2021-10-18 08:00,做多,61796.47,61547.56,是,0.403,1253.83,2.029,62175.01,61442.01,62633.66,成交,确认,61547.56,61171.41,75088.02,2021-10-18 16:00,61171.41,2,-0.3,前3K止损,否,,是,2.03,-1.51,,,2021
453,2021-10-20 00:00,做多,63349.67,63088.0,是,0.413,1307.47,2.064,64219.99,62350.0,64377.45,成交,确认,63088.0,62695.76,76967.36,2021-10-21 08:00,64228.36,8,-1.182,KAMA跟踪止损,是,66914.74,否,6.44,0.68,,,2021
454,2021-10-21 20:00,做空,63828.0,63828.0,是,0.0,1368.37,2.144,63040.21,62000.0,65666.0,成交,确认,63828.0,64238.51,56168.64,2021-10-25 08:00,61799.99,21,0.711,KAMA跟踪止损,是,60744.92,否,6.77,0.05,,,2021
455,2021-10-25 12:00,做多,62288.61,61350.0,是,1.507,1275.6,2.048,62683.86,61850.0,62952.88,未成交,确认,61350.0,60967.32,74847.0,2021-10-26 12:00,62308.7,6,-0.303,KAMA跟踪止损,是,63654.4,否,3.99,1.46,3.99,-0.303,2021
456,2021-10-27 04:00,做空,61851.37,,否,,1124.25,1.818,60358.75,59838.05,62370.0,成交,确认,61851.37,62188.65,54429.21,2021-10-28 16:00,59629.9,9,2.304,KAMA跟踪止损,是,59999.0,否,6.45,0.49,,,2021
457,2021-10-31 16:00,做空,60631.23,61130.02,是,0.823,1211.85,1.999,60523.94,60333.0,61435.83,成交,确认,61130.02,61493.58,53794.42,2021-11-01 04:00,61493.58,3,-0.3,前3K止损,否,,是,1.84,-0.9,,,2021
458,2021-11-01 08:00,做空,60008.0,60008.0,是,0.0,1162.67,1.938,59934.99,59600.0,61794.6,成交,弱突破,60008.0,60356.8,52807.04,2021-11-01 08:00,59934.99,0,0.063,弱突破平仓,否,,是,0.0,0.0,,,2021
459,2021-11-01 12:00,做多,61801.24,61435.83,是,0.591,1214.27,1.965,62257.67,59400.0,62440.0,成交,确认,61435.83,61071.55,74951.71,2021-11-02 00:00,61071.55,3,-0.3,前3K止损,否,,是,1.8,-1.73,,,2021
460,2021-11-02 16:00,做多,62543.58,62258.0,是,0.457,1215.79,1.944,62989.67,61417.81,63692.17,成交,确认,62258.0,61893.26,75954.76,2021-11-03 20:00,62258.0,7,0.0,KAMA跟踪止损,否,,否,3.36,-1.02,,,2021
461,2021-11-06 16:00,做空,60517.38,60777.0,是,0.429,1091.72,1.804,60391.29,60155.0,61436.68,成交,弱突破,60777.0,61104.52,53483.76,2021-11-06 16:00,60391.29,0,0.353,弱突破平仓,否,,是,0.0,0.0,,,2021
462,2021-11-07 08:00,做多,61645.75,61436.68,是,0.339,1033.36,1.676,62185.28,61368.26,62424.17,成交,确认,61436.68,61126.67,74952.75,2021-11-09 20:00,67295.85,15,9.521,KAMA跟踪止损,是,63316.4,否,11.78,0.15,,,2021
463,2021-11-10 20:00,做多,68182.99,67453.98,是,1.069,1078.27,1.581,68398.96,65850.0,69198.7,成交,确认,67453.98,67130.5,82293.86,2021-11-11 00:00,67130.5,1,-0.3,前3K止损,否,,是,2.06,-1.23,,,2021
464,2021-11-11 04:00,做空,65850.0,,否,,1243.04,1.888,64920.13,62400.51,67088.88,成交,确认,65850.0,66222.91,57948.0,2021-11-14 00:00,64860.8,17,-0.049,KAMA跟踪止损,是,63810.23,否,5.37,0.31,,,2021
465,2021-11-15 04:00,做多,65400.0,64850.0,是,0.841,1097.43,1.678,65568.39,64087.6,65569.99,成交,确认,64850.0,64520.77,79117.0,2021-11-15 20:00,65109.51,4,0.236,KAMA跟踪止损,否,,否,2.38,-0.84,,,2021
466,2021-11-16 04:00,做空,63666.0,64087.6,是,0.662,1079.67,1.696,63654.49,63351.58,64308.9,成交,弱突破,64087.6,64411.5,56397.09,2021-11-16 04:00,63654.49,0,0.401,弱突破平仓,否,,是,0.0,0.0,,,2021
467,2021-11-16 08:00,做空,63351.58,,否,,1073.55,1.695,60943.69,60385.0,63655.77,成交,确认,63351.58,63673.65,55749.39,2021-11-17 16:00,60123.9,8,3.674,KAMA跟踪止损,是,60840.59,否,7.92,2.82,,,2021
468,2021-11-18 20:00,做空,59002.27,59426.48,是,0.719,1315.33,2.229,58142.13,57534.99,59995.0,成交,确认,59426.48,59821.08,52295.3,2021-11-19 20:00,57804.15,6,0.562,KAMA跟踪止损,是,56921.05,否,6.43,1.56,,,2021
469,2021-11-20 08:00,做多,58333.0,57560.0,是,1.325,1341.68,2.3,58532.75,57960.0,58980.0,未成交,确认,57560.0,57157.5,70223.2,2021-11-21 00:00,57633.69,4,0.055,KAMA跟踪止损,否,,否,3.66,-0.33,3.66,0.055,2021
470,2021-11-21 04:00,做多,59664.97,58980.0,是,1.148,1301.05,2.181,59716.29,59331.86,59873.84,未成交,确认,58980.0,58589.68,71955.6,2021-11-21 08:00,58589.68,1,-0.3,前3K止损,否,,是,1.36,-0.7,1.36,-0.3,2021
471,2021-11-22 08:00,做空,58518.88,58518.88,是,0.0,1169.16,1.998,57433.77,57100.0,58777.42,成交,确认,58518.88,58869.63,51496.61,2021-11-22 20:00,58869.63,3,-0.3,前3K止损,否,,是,3.32,-1.89,,,2021
472,2021-11-23 00:00,做空,56577.0,,否,,1261.76,2.23,56007.95,55791.13,58262.89,成交,弱突破,56577.0,56955.53,49787.76,2021-11-23 00:00,56007.95,0,0.451,弱突破平仓,否,,是,0.0,0.0,,,2021
473,2021-11-25 08:00,做多,57775.27,57499.02,是,0.478,1226.78,2.123,57779.29,57146.46,58369.34,成交,弱突破,57499.02,57130.98,70148.8,2021-11-25 08:00,57779.29,0,0.228,弱突破平仓,否,,是,0.0,0.0,,,2021
474,2021-11-25 20:00,做多,58558.6,,否,,1206.0,2.059,59087.59,57960.0,59200.0,成交,弱突破,58558.6,58196.8,71441.49,2021-11-25 20:00,59087.59,0,0.439,弱突破平仓,否,,是,0.0,0.0,,,2021
475,2021-11-26 12:00,做空,57029.0,57960.0,是,1.633,1171.49,2.054,57014.61,56680.18,58068.0,成交,确认,57960.0,58311.45,51004.8,2021-11-29 04:00,55434.86,16,0.731,KAMA跟踪止损,是,53766.35,否,8.13,0.84,,,2021
476,2021-11-30 12:00,做空,56715.0,56866.61,是,0.267,1146.41,2.021,56527.82,55900.0,57313.77,成交,弱突破,56866.61,57210.53,50042.62,2021-11-30 12:00,56527.82,0,0.296,弱突破平仓,否,,是,0.0,0.0,,,2021
477,2021-12-02 08:00,做空,56500.0,56750.0,是,0.442,1261.37,2.233,56328.39,55800.0,57428.49,成交,弱突破,56750.0,57128.41,49940.0,2021-12-02 08:00,56328.39,0,0.334,弱突破平仓,否,,是,0.0,0.0,,,2021
478,2021-12-03 20:00,做空,56039.96,56101.81,是,0.11,1158.71,2.068,56030.73,55800.0,57670.0,成交,弱突破,56101.81,56449.42,49369.59,2021-12-03 20:00,56030.73,0,0.061,弱突破平仓,否,,是,0.0,0.0,,,2021
479,2021-12-04 00:00,做空,55800.0,56101.81,是,0.541,1194.28,2.14,53884.35,53768.57,56026.67,未成交,确认,56101.81,56460.09,49369.59,2021-12-04 12:00,49369.59,3,9.189,止盈,是,53612.0,是,27.12,3.57,27.12,9.189,2021
480,2021-12-07 04:00,做多,49517.0,49499.99,是,0.034,1623.44,3.279,50424.72,48751.0,50888.0,成交,确认,49499.99,49012.96,60389.99,2021-12-08 04:00,50246.92,6,0.46,KAMA跟踪止损,否,,否,4.91,1.03,,,2021
481,2021-12-08 16:00,做空,50012.0,50012.0,是,0.0,1396.11,2.792,49180.57,48820.0,50628.0,成交,确认,50012.0,50430.83,44010.56,2021-12-08 20:00,50430.83,1,-0.3,前3K止损,否,,是,2.96,-2.4,,,2021
482,2021-12-09 20:00,做空,48533.33,48533.33,是,0.0,1385.92,2.856,48454.96,48062.5,49646.12,成交,弱突破,48533.33,48949.11,42709.33,2021-12-09 20:00,48454.96,0,0.057,弱突破平仓,否,,是,0.0,0.0,,,2021
483,2021-12-10 00:00,做空,48062.5,,否,,1395.81,2.904,47619.5,47501.0,48853.37,成交,弱突破,48062.5,48481.24,42295.0,2021-12-10 00:00,47619.5,0,0.317,弱突破平仓,否,,是,0.0,0.0,,,2021
484,2021-12-11 04:00,做空,47221.32,47540.0,是,0.675,1389.33,2.942,47136.35,46828.23,48525.55,成交,弱突破,47540.0,47956.8,41835.2,2021-12-11 04:00,47136.35,0,0.291,弱突破平仓,否,,是,0.0,0.0,,,2021
485,2021-12-12 04:00,做多,49285.51,,否,,1347.1,2.733,49381.15,48379.95,49499.05,成交,弱突破,49285.51,48881.38,60128.32,2021-12-12 04:00,49381.15,0,0.071,弱突破平仓,否,,是,0.0,0.0,,,2021
486,2021-12-13 00:00,做多,49927.23,49684.55,是,0.486,1218.58,2.441,50214.67,49500.0,50768.0,成交,弱突破,49684.55,49318.98,60615.15,2021-12-13 00:00,50214.67,0,0.435,弱突破平仓,否,,是,0.0,0.0,,,2021
487,2021-12-13 20:00,做空,48078.2,49088.29,是,2.101,1194.15,2.484,47239.07,47000.0,48990.57,未成交,确认,49088.29,49446.54,43197.7,2021-12-15 04:00,47661.98,8,0.388,KAMA跟踪止损,是,46699.36,否,7.11,0.88,7.11,0.388,2021
488,2021-12-17 04:00,做空,47667.52,,否,,1155.73,2.425,47624.5,47500.0,48400.75,成交,弱突破,47667.52,48014.24,41947.42,2021-12-17 04:00,47624.5,0,0.037,弱突破平仓,否,,是,0.0,0.0,,,2021
489,2021-12-17 12:00,做空,47358.66,,否,,1117.31,2.359,46990.01,46700.0,47948.38,成交,弱突破,47358.66,47693.85,41675.62,2021-12-17 12:00,46990.01,0,0.33,弱突破平仓,否,,是,0.0,0.0,,,2021
490,2021-12-17 20:00,做空,46700.0,,否,,1094.49,2.344,46487.19,45373.11,47362.52,成交,弱突破,46700.0,47028.35,41096.0,2021-12-17 20:00,46487.19,0,0.194,弱突破平仓,否,,是,0.0,0.0,,,2021
491,2021-12-19 08:00,做多,47336.99,47220.97,是,0.245,1068.66,2.258,47685.96,46399.37,47950.0,成交,弱突破,47220.97,46900.37,57609.58,2021-12-19 08:00,47685.96,0,0.435,弱突破平仓,否,,是,0.0,0.0,,,2021
492,2021-12-21 08:00,做多,47533.42,47027.6,是,1.064,1032.18,2.171,47927.51,46650.0,48103.1,成交,确认,47027.6,46717.94,57373.67,2021-12-22 20:00,48561.65,9,1.212,KAMA跟踪止损,是,48844.63,否,5.47,1.91,,,2021
493,2021-12-24 00:00,做多,49250.0,48721.81,是,1.072,847.39,1.721,51082.35,48656.98,51377.74,成交,确认,48721.81,48467.59,59440.61,2021-12-26 00:00,50508.74,12,1.744,KAMA跟踪止损,是,50817.92,否,6.33,2.84,,,2021
494,2021-12-26 08:00,做空,50105.0,,否,,806.88,1.61,49672.67,49611.45,50677.2,成交,确认,50105.0,50347.06,44092.4,2021-12-27 00:00,50105.0,4,0.0,KAMA跟踪止损,否,,否,1.51,-0.69,,,2021
495,2021-12-27 20:00,做多,51300.0,51133.0,是,0.326,763.48,1.488,51449.29,50582.0,51686.28,成交,弱突破,51133.0,50903.95,62382.26,2021-12-27 20:00,51449.29,0,0.414,弱突破平仓,否,,是,0.0,0.0,,,2021
496,2021-12-28 08:00,做空,50450.0,50582.0,是,0.262,786.04,1.558,49826.48,49500.0,50713.56,成交,确认,50582.0,50817.81,44512.16,2021-12-30 16:00,47450.2,14,6.208,KAMA跟踪止损,是,49197.91,否,9.3,1.49,,,2021
497,2021-12-31 16:00,做多,47911.68,47650.0,是,0.546,871.39,1.819,47977.58,47051.42,48575.0,成交,弱突破,47650.0,47388.58,58133.0,2021-12-31 16:00,47977.58,0,0.376,弱突破平仓,否,,是,0.0,0.0,,,2021
498,2022-01-01 00:00,做空,46700.0,46828.7,是,0.276,875.31,1.874,45707.62,45656.0,48110.35,成交,确认,46828.7,47091.29,41209.26,2022-01-01 12:00,47091.29,3,-0.3,前3K止损,否,,是,2.52,-1.58,,,2021
499,2022-01-04 00:00,做空,46560.0,46717.26,是,0.338,817.16,1.755,46364.55,46260.4,46800.0,成交,弱突破,46717.26,46962.41,41111.19,2022-01-04 00:00,46364.55,0,0.432,弱突破平仓,否,,是,0.0,0.0,,,2022
500,2022-01-06 00:00,做空,45445.57,45710.23,是,0.582,810.21,1.783,44673.22,44128.22,46670.0,成交,确认,45710.23,45953.29,40225.0,2022-01-10 00:00,42443.68,24,5.239,KAMA跟踪止损,是,43421.69,否,11.49,1.91,,,2022
501,2022-01-10 20:00,做空,41170.0,41550.0,是,0.923,887.97,2.157,40973.56,39610.0,41612.0,成交,确认,41550.0,41816.39,36564.0,2022-01-11 00:00,41816.39,1,-0.3,前3K止损,否,,是,2.52,-1.42,,,2022
502,2022-01-11 08:00,做多,42219.84,42219.84,是,0.0,971.77,2.302,42251.59,41537.0,42369.99,成交,弱突破,42219.84,41928.31,51508.2,2022-01-11 08:00,42251.59,0,0.033,弱突破平仓,否,,是,0.0,0.0,,,2022
503,2022-01-12 00:00,做多,42698.34,,否,,946.53,2.217,42938.55,41662.16,43118.0,成交,弱突破,42698.34,42414.38,52091.97,2022-01-12 00:00,42938.55,0,0.254,弱突破平仓,否,,是,0.0,0.0,,,2022
504,2022-01-12 20:00,做多,43444.0,43080.52,是,0.837,904.49,2.082,43549.99,42848.38,44091.93,成交,确认,43080.52,42809.17,52558.23,2022-01-13 20:00,43093.03,6,0.014,KAMA跟踪止损,否,,否,3.06,-0.54,,,2022
505,2022-01-14 00:00,做空,42847.86,43419.11,是,1.333,870.21,2.031,42690.02,42511.49,43500.0,成交,确认,43419.11,43680.17,38208.82,2022-01-14 20:00,42814.77,5,-0.261,KAMA跟踪止损,是,41983.12,否,4.04,0.16,,,2022
506,2022-01-16 00:00,做多,43450.0,43450.0,是,0.0,772.77,1.779,43496.85,43200.34,43570.0,成交,弱突破,43450.0,43218.17,53009.0,2022-01-16 00:00,43496.85,0,0.061,弱突破平仓,否,,是,0.0,0.0,,,2022
507,2022-01-18 00:00,做空,42222.0,42222.0,是,0.0,665.74,1.577,42221.15,41826.0,42527.0,成交,弱突破,42222.0,42421.72,37155.36,2022-01-18 00:00,42221.15,0,0.001,弱突破平仓,否,,是,0.0,0.0,,,2022
508,2022-01-20 20:00,做多,42545.0,42366.95,是,0.418,650.59,1.529,43275.74,41923.0,43440.0,成交,确认,42366.95,42171.77,51687.68,2022-01-21 04:00,42171.77,2,-0.3,前3K止损,否,,是,2.66,-4.29,,,2022
509,2022-01-21 08:00,做空,40550.0,41803.0,是,3.09,780.05,1.924,38447.91,38200.0,41095.76,未成交,确认,41803.0,42037.02,36786.64,2022-01-22 04:00,36786.64,5,9.405,止盈,是,39106.42,否,15.36,6.05,15.36,9.405,2022
510,2022-01-22 12:00,做空,35380.92,,否,,1010.79,2.857,35374.14,35101.0,36411.75,成交,弱突破,35380.92,35684.16,31135.21,2022-01-22 12:00,35374.14,0,0.007,弱突破平仓,否,,是,0.0,0.0,,,2022
511,2022-01-24 04:00,做多,36118.05,36118.05,是,0.0,1051.47,2.911,36230.01,34687.13,36496.92,成交,弱突破,36118.05,35802.61,44064.02,2022-01-24 04:00,36230.01,0,0.106,弱突破平仓,否,,是,0.0,0.0,,,2022
512,2022-01-24 16:00,做空,34588.8,34687.13,是,0.284,1068.14,3.088,33690.01,33005.33,35580.0,成交,确认,34687.13,35007.57,30524.67,2022-01-25 00:00,35007.57,2,-0.3,前3K止损,否,,是,5.29,-5.01,,,2022
513,2022-01-25 04:00,做多,36496.92,36249.53,是,0.678,1236.08,3.387,36648.31,35936.65,37528.0,成交,弱突破,36249.53,35878.7,44224.43,2022-01-25 04:00,36648.31,0,0.323,弱突破平仓,否,,是,0.0,0.0,,,2022
514,2022-01-26 16:00,做多,37973.78,37561.03,是,1.087,1130.5,2.977,38045.91,37311.81,38239.99,成交,弱突破,37561.03,37221.88,45824.46,2022-01-26 16:00,38045.91,0,0.429,弱突破平仓,否,,是,0.0,0.0,,,2022
515,2022-01-27 08:00,做空,36232.42,37311.81,是,2.979,1140.26,3.147,35730.42,35471.53,37067.62,未成交,确认,37311.81,37653.89,32834.39,2022-01-28 04:00,36770.88,5,0.474,KAMA跟踪止损,否,,否,4.82,0.3,4.82,0.474,2022
516,2022-01-28 08:00,做多,37200.0,37200.0,是,0.0,1128.94,3.035,37341.84,36601.16,37451.0,成交,弱突破,37200.0,36861.32,45384.0,2022-01-28 08:00,37341.84,0,0.126,弱突破平仓,否,,是,0.0,0.0,,,2022
517,2022-01-29 04:00,做多,37488.99,37488.99,是,0.0,1049.94,2.801,37696.21,37118.98,38000.0,成交,弱突破,37488.99,37174.01,45736.57,2022-01-29 04:00,37696.21,0,0.197,弱突破平仓,否,,是,0.0,0.0,,,2022
